"Código","Unidade Territorial","UF","Referência","Famílias PBF (até Out/2021)","Famílias PBF (a partir de Mar/2023)","Valor repassado às famílias PBF (até Out/2021)","Valor repassado às famílias PBF (a partir de Mar/2023)","Valor do Benefício médio (até Out/2021)","Valor do Benefício médio (a partir de Mar/2023)"
"270200","COITÉ DO NÓIA","AL","2014","2043","","5136639","","2514,26",""
"270200","COITÉ DO NÓIA","AL","2020","1556","","1074643,00","","690,64",""
"270200","COITÉ DO NÓIA","AL","2017","1685","","4394910","","2608,26",""
"270200","COITÉ DO NÓIA","AL","2019","1472","","3885626,00","","2639,69",""
"270200","COITÉ DO NÓIA","AL","2021","1666","","2257220","","1354,87",""
"270200","COITÉ DO NÓIA","AL","2013","2024","","4647666","","2296,28",""
"270200","COITÉ DO NÓIA","AL","2016","1857","","4954214,00","","2667,86",""
"270200","COITÉ DO NÓIA","AL","2015","1899","","5103726","","2687,59",""
"270200","COITÉ DO NÓIA","AL","2018","1593","","4116575","","2584,17",""
"270210","COLÔNIA LEOPOLDINA","AL","2017","3948","","8069360","","2043,91",""
"270210","COLÔNIA LEOPOLDINA","AL","2013","3369","","6527260","","1937,45",""
"270210","COLÔNIA LEOPOLDINA","AL","2020","4008","","3168501,00","","790,54",""
"270210","COLÔNIA LEOPOLDINA","AL","2019","4114","","9816336,00","","2386,08",""
"270210","COLÔNIA LEOPOLDINA","AL","2021","4003","","5052093","","1262,08",""
"270210","COLÔNIA LEOPOLDINA","AL","2016","3438","","7454670,00","","2168,32",""
"270210","COLÔNIA LEOPOLDINA","AL","2018","4172","","9245988","","2216,20",""
"270210","COLÔNIA LEOPOLDINA","AL","2015","3455","","7334541","","2122,88",""
"270210","COLÔNIA LEOPOLDINA","AL","2014","3502","","7419288","","2118,59",""
"270220","COQUEIRO SECO","AL","2014","880","","1608015","","1827,29",""
"270220","COQUEIRO SECO","AL","2013","876","","1475694","","1684,58",""
"270220","COQUEIRO SECO","AL","2016","784","","1637632,00","","2088,82",""
"270220","COQUEIRO SECO","AL","2020","766","","417675,00","","545,27",""
"270220","COQUEIRO SECO","AL","2018","751","","1536993","","2046,60",""
"270220","COQUEIRO SECO","AL","2015","832","","1634768","","1964,87",""
"270220","COQUEIRO SECO","AL","2021","814","","750636","","922,16",""
"270220","COQUEIRO SECO","AL","2017","775","","1566379","","2021,13",""
"270220","COQUEIRO SECO","AL","2019","681","","1442001,00","","2117,48",""
"270230","CORURIPE","AL","2013","7601","","12089630","","1590,53",""
"270230","CORURIPE","AL","2016","5980","","10633975,00","","1778,26",""
"270230","CORURIPE","AL","2019","5066","","10676991,00","","2107,58",""
"270230","CORURIPE","AL","2020","5557","","3024490,00","","544,27",""
"270230","CORURIPE","AL","2021","5796","","4708405","","812,35",""
"270230","CORURIPE","AL","2018","5364","","10700539","","1994,88",""
"270230","CORURIPE","AL","2015","6373","","11567869","","1815,14",""
"270230","CORURIPE","AL","2017","5478","","10501065","","1916,95",""
"270230","CORURIPE","AL","2014","7054","","12491085","","1770,78",""
"270235","CRAÍBAS","AL","2016","4437","","12653913,00","","2851,91",""
"270235","CRAÍBAS","AL","2019","3726","","11964797,00","","3211,16",""
"270235","CRAÍBAS","AL","2021","3932","","7570831","","1925,44",""
"270235","CRAÍBAS","AL","2013","4519","","12471304","","2759,75",""
"270235","CRAÍBAS","AL","2014","4598","","12672289","","2756,04",""
"270235","CRAÍBAS","AL","2020","3935","","3453134,00","","877,54",""
"270235","CRAÍBAS","AL","2018","3993","","12123533","","3036,20",""
"270235","CRAÍBAS","AL","2017","4205","","12668619","","3012,75",""
"270235","CRAÍBAS","AL","2015","4391","","12407418","","2825,65",""
"270240","DELMIRO GOUVEIA","AL","2014","5739","","12339615","","2150,13",""
"270240","DELMIRO GOUVEIA","AL","2020","6321","","4240510,00","","670,86",""
"270240","DELMIRO GOUVEIA","AL","2018","6533","","14084056","","2155,83",""
"270240","DELMIRO GOUVEIA","AL","2015","5428","","11224843","","2067,95",""
"270240","DELMIRO GOUVEIA","AL","2016","4932","","10084971,00","","2044,80",""
"270240","DELMIRO GOUVEIA","AL","2017","6310","","11104371","","1759,81",""
"270240","DELMIRO GOUVEIA","AL","2013","6312","","12060026","","1910,65",""
"270240","DELMIRO GOUVEIA","AL","2019","6032","","14371694,00","","2382,58",""
"270240","DELMIRO GOUVEIA","AL","2021","6461","","7227300","","1118,60",""
"270250","DOIS RIACHOS","AL","2019","1781","","3411630,00","","1915,57",""
"270250","DOIS RIACHOS","AL","2021","1976","","1423139","","720,21",""
"270250","DOIS RIACHOS","AL","2014","2349","","3867907","","1646,62",""
"270250","DOIS RIACHOS","AL","2020","1872","","947593,00","","506,19",""
"270250","DOIS RIACHOS","AL","2017","1917","","3563322","","1858,80",""
"270250","DOIS RIACHOS","AL","2016","2051","","3662885,00","","1785,90",""
"270250","DOIS RIACHOS","AL","2013","2183","","3614842","","1655,91",""
"270250","DOIS RIACHOS","AL","2018","1903","","3420567","","1797,46",""
"270250","DOIS RIACHOS","AL","2015","2205","","3890156","","1764,24",""
"270255","ESTRELA DE ALAGOAS","AL","2020","2596","","2014820,00","","776,12",""
"270255","ESTRELA DE ALAGOAS","AL","2021","2743","","4529504","","1651,30",""
"270255","ESTRELA DE ALAGOAS","AL","2016","2709","","7307234,00","","2697,39",""
"270255","ESTRELA DE ALAGOAS","AL","2014","2901","","7019928","","2419,83",""
"270255","ESTRELA DE ALAGOAS","AL","2018","2521","","6835230","","2711,32",""
"270255","ESTRELA DE ALAGOAS","AL","2015","2915","","7209430","","2473,22",""
"270255","ESTRELA DE ALAGOAS","AL","2019","2445","","6990000,00","","2858,90",""
"270255","ESTRELA DE ALAGOAS","AL","2017","2661","","7107843","","2671,12",""
"270255","ESTRELA DE ALAGOAS","AL","2013","3097","","6731598","","2173,59",""
"270260","FEIRA GRANDE","AL","2018","4292","","9759713","","2273,93",""
"270260","FEIRA GRANDE","AL","2016","4153","","8930963,00","","2150,48",""
"270260","FEIRA GRANDE","AL","2015","4085","","8527682","","2087,56",""
"270260","FEIRA GRANDE","AL","2017","4375","","9320037","","2130,29",""
"270260","FEIRA GRANDE","AL","2020","4354","","2949855,00","","677,50",""
"270260","FEIRA GRANDE","AL","2019","4132","","10217552,00","","2472,79",""
"270260","FEIRA GRANDE","AL","2014","4445","","8234722","","1852,58",""
"270260","FEIRA GRANDE","AL","2021","4346","","5509224","","1267,65",""
"270260","FEIRA GRANDE","AL","2013","4206","","7201718","","1712,25",""
"270270","FELIZ DESERTO","AL","2019","647","","1222988,00","","1890,24",""
"270270","FELIZ DESERTO","AL","2018","685","","1186004","","1731,39",""
"270270","FELIZ DESERTO","AL","2017","677","","1178447","","1740,69",""
"270270","FELIZ DESERTO","AL","2013","802","","1592632","","1985,83",""
"270270","FELIZ DESERTO","AL","2015","821","","1420205","","1729,85",""
"270270","FELIZ DESERTO","AL","2020","696","","337714,00","","485,22",""
"270270","FELIZ DESERTO","AL","2014","837","","1506283","","1799,62",""
"270270","FELIZ DESERTO","AL","2021","722","","503849","","697,85",""
"270270","FELIZ DESERTO","AL","2016","742","","1362937,00","","1836,84",""
"270280","FLEXEIRAS","AL","2015","2249","","4505885","","2003,51",""
"270280","FLEXEIRAS","AL","2018","2113","","4859535","","2299,83",""
"270280","FLEXEIRAS","AL","2020","2166","","1470002,00","","678,67",""
"270280","FLEXEIRAS","AL","2021","2157","","2323315","","1077,10",""
"270280","FLEXEIRAS","AL","2019","2051","","4841845,00","","2360,72",""
"270280","FLEXEIRAS","AL","2014","2326","","4471017","","1922,19",""
"270280","FLEXEIRAS","AL","2017","2172","","4721145","","2173,64",""
"270280","FLEXEIRAS","AL","2013","2169","","4126684","","1902,57",""
"270280","FLEXEIRAS","AL","2016","2136","","4539380,00","","2125,18",""
"270290","GIRAU DO PONCIANO","AL","2013","6327","","12763310","","2017,28",""
"270290","GIRAU DO PONCIANO","AL","2015","5717","","13639301","","2385,74",""
"270290","GIRAU DO PONCIANO","AL","2018","5782","","17455244","","3018,89",""
"270290","GIRAU DO PONCIANO","AL","2014","5936","","13425931","","2261,78",""
"270290","GIRAU DO PONCIANO","AL","2016","5485","","14654253,00","","2671,70",""
"270290","GIRAU DO PONCIANO","AL","2019","5498","","17951364,00","","3265,07",""
"270290","GIRAU DO PONCIANO","AL","2020","5677","","5797478,00","","1021,22",""
"270290","GIRAU DO PONCIANO","AL","2021","5922","","13174301","","2224,64",""
"270290","GIRAU DO PONCIANO","AL","2017","5771","","16278832","","2820,80",""
"270300","IBATEGUARA","AL","2021","2658","","3306233","","1243,88",""
"270300","IBATEGUARA","AL","2015","2402","","6165317","","2566,74",""
"270300","IBATEGUARA","AL","2014","2714","","6507765","","2397,85",""
"270300","IBATEGUARA","AL","2020","2488","","1740534,00","","699,57",""
"270300","IBATEGUARA","AL","2018","2406","","5656849","","2351,14",""
"270300","IBATEGUARA","AL","2017","2420","","5901925","","2438,81",""
"270300","IBATEGUARA","AL","2013","2834","","5950464","","2099,67",""
"270300","IBATEGUARA","AL","2019","2297","","5727418,00","","2493,43",""
"270300","IBATEGUARA","AL","2016","2475","","5764196,00","","2328,97",""
"270310","IGACI","AL","2016","4792","","14651583,00","","3057,51",""
"270310","IGACI","AL","2014","5007","","13074952","","2611,33",""
"270310","IGACI","AL","2020","4948","","4397119,00","","888,67",""
"270310","IGACI","AL","2015","4772","","13827287","","2897,59",""
"270310","IGACI","AL","2018","4936","","14942899","","3027,33",""
"270310","IGACI","AL","2021","4951","","9711405","","1961,50",""
"270310","IGACI","AL","2019","4759","","14900393,00","","3130,99",""
"270310","IGACI","AL","2013","4671","","11248616","","2408,18",""
"270310","IGACI","AL","2017","4946","","14754067","","2983,03",""
"270320","IGREJA NOVA","AL","2021","3713","","3308603","","891,09",""
"270320","IGREJA NOVA","AL","2015","4076","","6461047","","1585,14",""
"270320","IGREJA NOVA","AL","2018","3514","","6742125","","1918,65",""
"270320","IGREJA NOVA","AL","2014","3747","","6122782","","1634,05",""
"270320","IGREJA NOVA","AL","2013","3515","","5377130","","1529,77",""
"270320","IGREJA NOVA","AL","2016","4082","","6874198,00","","1684,03",""
"270320","IGREJA NOVA","AL","2019","3289","","6616187,00","","2011,61",""
"270320","IGREJA NOVA","AL","2020","3533","","1806657,00","","511,37",""
"270320","IGREJA NOVA","AL","2017","3949","","6946006","","1758,93",""
"270330","INHAPI","AL","2014","3376","","9073934","","2687,78",""
"270330","INHAPI","AL","2015","3262","","8924713","","2735,96",""
"270330","INHAPI","AL","2018","2793","","7903576","","2829,78",""
"270330","INHAPI","AL","2020","2773","","2207869,00","","796,20",""
"270330","INHAPI","AL","2017","2814","","8183975","","2908,31",""
"270330","INHAPI","AL","2016","3025","","8526454,00","","2818,66",""
"270330","INHAPI","AL","2013","3446","","8416854","","2442,50",""
"270330","INHAPI","AL","2021","2965","","4521537","","1524,97",""
"270330","INHAPI","AL","2019","2641","","7629306,00","","2888,79",""
"270340","JACARÉ DOS HOMENS","AL","2016","1027","","1898204,00","","1848,30",""
"270340","JACARÉ DOS HOMENS","AL","2019","1110","","2462516,00","","2218,48",""
"270340","JACARÉ DOS HOMENS","AL","2021","1088","","1217001","","1118,57",""
"270340","JACARÉ DOS HOMENS","AL","2015","981","","1846337","","1882,10",""
"270340","JACARÉ DOS HOMENS","AL","2018","1127","","2207868","","1959,07",""
"270340","JACARÉ DOS HOMENS","AL","2020","1098","","790047,00","","719,53",""
"270340","JACARÉ DOS HOMENS","AL","2013","997","","1806052","","1811,49",""
"270340","JACARÉ DOS HOMENS","AL","2017","1108","","1921416","","1734,13",""
"270340","JACARÉ DOS HOMENS","AL","2014","1045","","1864434","","1784,15",""
"270350","JACUÍPE","AL","2017","1236","","2163008","","1750,01",""
"270350","JACUÍPE","AL","2014","1239","","2102290","","1696,76",""
"270350","JACUÍPE","AL","2018","1154","","2153638","","1866,24",""
"270350","JACUÍPE","AL","2015","1185","","2069158","","1746,12",""
"270350","JACUÍPE","AL","2019","1040","","2079477,00","","1999,50",""
"270350","JACUÍPE","AL","2016","1203","","2075155,00","","1724,98",""
"270350","JACUÍPE","AL","2013","1204","","1981024","","1645,37",""
"270350","JACUÍPE","AL","2020","1111","","559610,00","","503,70",""
"270350","JACUÍPE","AL","2021","1109","","765467","","690,23",""
"270360","JAPARATINGA","AL","2014","1419","","3323568","","2342,19",""
"270360","JAPARATINGA","AL","2013","1359","","3402442","","2503,64",""
"270360","JAPARATINGA","AL","2019","1871","","4414921,00","","2359,66",""
"270360","JAPARATINGA","AL","2017","1756","","3881528","","2210,44",""
"270360","JAPARATINGA","AL","2018","1897","","4194189","","2210,96",""
"270360","JAPARATINGA","AL","2015","1323","","3301760","","2495,66",""
"270360","JAPARATINGA","AL","2021","1831","","2152572","","1175,63",""
"270360","JAPARATINGA","AL","2016","1366","","3411849,00","","2497,69",""
"270360","JAPARATINGA","AL","2020","1847","","1473047,00","","797,53",""
"270370","JARAMATAIA","AL","2015","1001","","2204831","","2202,63",""
"270370","JARAMATAIA","AL","2017","997","","2348876","","2355,94",""
"270370","JARAMATAIA","AL","2014","1056","","2171123","","2055,99",""
"270370","JARAMATAIA","AL","2021","1002","","1744078","","1740,60",""
"270370","JARAMATAIA","AL","2016","992","","2236697,00","","2254,73",""
"270370","JARAMATAIA","AL","2013","1001","","1993644","","1991,65",""
"270370","JARAMATAIA","AL","2019","958","","2744614,00","","2864,94",""
"270370","JARAMATAIA","AL","2018","996","","2633471","","2644,05",""
"270370","JARAMATAIA","AL","2020","1008","","907026,00","","899,83",""
"270375","JEQUIÁ DA PRAIA","AL","2016","2136","","5344353,00","","2502,04",""
"270375","JEQUIÁ DA PRAIA","AL","2014","2108","","4621758","","2192,48",""
"270375","JEQUIÁ DA PRAIA","AL","2021","2274","","3236262","","1423,16",""
"270375","JEQUIÁ DA PRAIA","AL","2019","2178","","6027816,00","","2767,59",""
"270375","JEQUIÁ DA PRAIA","AL","2013","2147","","4184138","","1948,83",""
"270375","JEQUIÁ DA PRAIA","AL","2018","2297","","5788563","","2520,05",""
"270375","JEQUIÁ DA PRAIA","AL","2015","2082","","4626845","","2222,31",""
"270375","JEQUIÁ DA PRAIA","AL","2017","2203","","5766523","","2617,58",""
"270375","JEQUIÁ DA PRAIA","AL","2020","2291","","1849049,00","","807,09",""
"270380","JOAQUIM GOMES","AL","2018","3550","","8153813","","2296,85",""
"270380","JOAQUIM GOMES","AL","2014","4225","","9387466","","2221,89",""
"270380","JOAQUIM GOMES","AL","2021","3625","","2980946","","822,33",""
"270380","JOAQUIM GOMES","AL","2017","3997","","8939100","","2236,45",""
"270380","JOAQUIM GOMES","AL","2020","3367","","1944848,00","","577,62",""
"270380","JOAQUIM GOMES","AL","2019","3239","","7245638,00","","2237,00",""
"270380","JOAQUIM GOMES","AL","2016","4180","","9424896,00","","2254,76",""
"270380","JOAQUIM GOMES","AL","2013","4128","","8510512","","2061,66",""
"270380","JOAQUIM GOMES","AL","2015","4203","","9874234","","2349,33",""
"270390","JUNDIÁ","AL","2019","743","","2263160,00","","3045,98",""
"270390","JUNDIÁ","AL","2014","789","","1715077","","2173,74",""
"270390","JUNDIÁ","AL","2020","765","","672616,00","","879,24",""
"270390","JUNDIÁ","AL","2018","782","","2249848","","2877,04",""
"270390","JUNDIÁ","AL","2016","716","","2008537,00","","2805,22",""
"270390","JUNDIÁ","AL","2015","726","","1843213","","2538,86",""
"270390","JUNDIÁ","AL","2021","759","","1284000","","1691,70",""
"270390","JUNDIÁ","AL","2013","703","","1525790","","2170,40",""
"270390","JUNDIÁ","AL","2017","776","","2143187","","2761,84",""
"270400","JUNQUEIRO","AL","2016","4048","","8116620,00","","2005,09",""
"270400","JUNQUEIRO","AL","2017","4094","","8080445","","1973,73",""
"270400","JUNQUEIRO","AL","2020","3919","","2170554,00","","553,85",""
"270400","JUNQUEIRO","AL","2019","3707","","7754898,00","","2091,96",""
"270400","JUNQUEIRO","AL","2014","4211","","8178268","","1942,12",""
"270400","JUNQUEIRO","AL","2015","4025","","8080581","","2007,60",""
"270400","JUNQUEIRO","AL","2018","3925","","7851871","","2000,48",""
"270400","JUNQUEIRO","AL","2013","3955","","7830788","","1979,97",""
"270400","JUNQUEIRO","AL","2021","3911","","3315767","","847,81",""
"270410","LAGOA DA CANOA","AL","2015","3306","","7780115","","2353,33",""
"270410","LAGOA DA CANOA","AL","2018","3159","","8245826","","2610,26",""
"270410","LAGOA DA CANOA","AL","2013","3272","","6878408","","2102,20",""
"270410","LAGOA DA CANOA","AL","2019","3013","","8575275,00","","2846,09",""
"270410","LAGOA DA CANOA","AL","2014","3547","","7531431","","2123,32",""
"270410","LAGOA DA CANOA","AL","2021","3221","","5303660","","1646,59",""
"270410","LAGOA DA CANOA","AL","2016","3258","","7861511,00","","2412,99",""
"270410","LAGOA DA CANOA","AL","2020","3227","","2586648,00","","801,56",""
"270410","LAGOA DA CANOA","AL","2017","3059","","7809479","","2552,95",""
"270420","LIMOEIRO DE ANADIA","AL","2020","4200","","3583839,00","","853,30",""
"270420","LIMOEIRO DE ANADIA","AL","2017","4242","","11507098","","2712,66",""
"270420","LIMOEIRO DE ANADIA","AL","2014","4596","","10685557","","2324,97",""
"270420","LIMOEIRO DE ANADIA","AL","2013","4573","","8984408","","1964,66",""
"270420","LIMOEIRO DE ANADIA","AL","2019","3957","","11489421,00","","2903,57",""
"270420","LIMOEIRO DE ANADIA","AL","2018","4069","","11464558","","2817,54",""
"270420","LIMOEIRO DE ANADIA","AL","2021","4345","","7076050","","1628,55",""
"270420","LIMOEIRO DE ANADIA","AL","2015","4524","","10985513","","2428,27",""
"270420","LIMOEIRO DE ANADIA","AL","2016","4424","","11408672,00","","2578,81",""
"270430","MACEIÓ","AL","2019","53578","","111797349,00","","2086,63",""
"270430","MACEIÓ","AL","2020","61755","","32545581,00","","527,01",""
"270430","MACEIÓ","AL","2014","84897","","147779540","","1740,69",""
"270430","MACEIÓ","AL","2018","60519","","109515018","","1809,60",""
