NU_ANO_CENSO;NO_REGIAO;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_LOCALIZACAO;NO_DEPENDENCIA;FUN_TX_PROMOCAO_TOTAL;MED_TX_PROMOCAO_TOTAL;FUN_TX_REPETENCIA_TOTAL;MED_TX_REPETENCIA_TOTAL;FUN_TX_EVASAO_TOTAL;MED_TX_EVASAO_TOTAL
2016;Nordeste;PI;2208304;Piracuruca;Rural;Total;91.1;74.5;4.5;5.3;3.4;19.1
2016;Nordeste;PI;2208403;Piripiri;Total;Total;89;84.5;7.6;7.1;1.7;7.4
2016;Nordeste;PI;2208403;Piripiri;Total;Pública;88;83.9;8.3;7.3;1.9;7.8
2016;Nordeste;PI;2208403;Piripiri;Total;Privada;98.6;96.4;1.3;2.4;0.1;0.6
2016;Nordeste;PI;2208403;Piripiri;Urbana;Total;89.3;84.6;7.4;7.3;1.7;7.1
2016;Nordeste;PI;2208403;Piripiri;Rural;Total;88.2;83.5;8.1;0.8;2;15
2016;Nordeste;PI;2208502;Porto;Total;Total;76.5;73.9;15.5;13.9;5.3;9.9
2016;Nordeste;PI;2208502;Porto;Total;Pública;75.8;73.9;16;13.9;5.5;9.9
2016;Nordeste;PI;2208502;Porto;Total;Privada;100;--;0;--;0;--
2016;Nordeste;PI;2208502;Porto;Urbana;Total;76;73.9;18.1;13.9;2.9;9.9
2016;Nordeste;PI;2208502;Porto;Rural;Total;77.5;--;10.6;--;10;--
2016;Nordeste;PI;2208551;Porto Alegre do Piauí;Total;Total;87.8;84;10.9;0;1.1;16
2016;Nordeste;PI;2208551;Porto Alegre do Piauí;Total;Pública;87.8;84;10.9;0;1.1;16
2016;Nordeste;PI;2208551;Porto Alegre do Piauí;Urbana;Total;90;84;9;0;0.8;16
2016;Nordeste;PI;2208551;Porto Alegre do Piauí;Rural;Total;76.3;--;21.1;--;2.6;--
2016;Nordeste;PI;2208601;Prata do Piauí;Total;Total;78.9;86.8;15.4;3.6;1.7;9
2016;Nordeste;PI;2208601;Prata do Piauí;Total;Pública;78.9;86.8;15.4;3.6;1.7;9
2016;Nordeste;PI;2208601;Prata do Piauí;Urbana;Total;78.2;86.8;15.9;3.6;1.7;9
2016;Nordeste;PI;2208601;Prata do Piauí;Rural;Total;100;--;0;--;0;--
2016;Nordeste;PI;2208650;Queimada Nova;Total;Total;84.1;76.2;11.7;5.9;3.5;9.7
2016;Nordeste;PI;2208650;Queimada Nova;Total;Pública;84.1;76.2;11.7;5.9;3.5;9.7
2016;Nordeste;PI;2208650;Queimada Nova;Urbana;Total;81.6;76.2;13.9;5.9;3.7;9.7
2016;Nordeste;PI;2208650;Queimada Nova;Rural;Total;87.3;--;9;--;3.1;--
2016;Nordeste;PI;2208700;Redenção do Gurguéia;Total;Total;62.6;60.6;27;25.4;7.2;8.6
2016;Nordeste;PI;2208700;Redenção do Gurguéia;Total;Pública;59.7;60.6;29.1;25.4;7.7;8.6
2016;Nordeste;PI;2208700;Redenção do Gurguéia;Total;Privada;94.5;--;2.7;--;2.8;--
2016;Nordeste;PI;2208700;Redenção do Gurguéia;Urbana;Total;61.1;60.6;27.5;25.4;7.5;8.6
2016;Nordeste;PI;2208700;Redenção do Gurguéia;Rural;Total;69.5;--;24.2;--;6;--
2016;Nordeste;PI;2208809;Regeneração;Total;Total;80.9;66.1;11.7;14.2;3.7;13.6
2016;Nordeste;PI;2208809;Regeneração;Total;Pública;78.8;66.1;12.9;14.2;4.1;13.6
2016;Nordeste;PI;2208809;Regeneração;Total;Privada;94.2;--;3.8;--;1.3;--
2016;Nordeste;PI;2208809;Regeneração;Urbana;Total;81.7;66.1;10.9;14.2;3.6;13.6
2016;Nordeste;PI;2208809;Regeneração;Rural;Total;77;--;14.8;--;4.4;--
2016;Nordeste;PI;2208858;Riacho Frio;Total;Total;83.7;54.2;10.5;18.4;4.2;18.4
2016;Nordeste;PI;2208858;Riacho Frio;Total;Pública;83.7;54.2;10.5;18.4;4.2;18.4
2016;Nordeste;PI;2208858;Riacho Frio;Urbana;Total;85.3;54.2;8.9;18.4;3.9;18.4
2016;Nordeste;PI;2208858;Riacho Frio;Rural;Total;77.9;--;16.1;--;5.5;--
2016;Nordeste;PI;2208874;Ribeira do Piauí;Total;Total;84.8;72.8;9.1;10.9;5.1;10.9
2016;Nordeste;PI;2208874;Ribeira do Piauí;Total;Pública;84.8;72.8;9.1;10.9;5.1;10.9
2016;Nordeste;PI;2208874;Ribeira do Piauí;Urbana;Total;81;72.8;11.1;10.9;6.3;10.9
2016;Nordeste;PI;2208874;Ribeira do Piauí;Rural;Total;91.4;--;5.6;--;3;--
2016;Nordeste;PI;2208908;Ribeiro Gonçalves;Total;Total;87.7;72.9;8.1;10.2;3.1;9
2016;Nordeste;PI;2208908;Ribeiro Gonçalves;Total;Pública;86.9;72.9;8.6;10.2;3.4;9
2016;Nordeste;PI;2208908;Ribeiro Gonçalves;Total;Privada;98.6;--;1.4;--;0;--
2016;Nordeste;PI;2208908;Ribeiro Gonçalves;Urbana;Total;91.4;72.9;5.3;10.2;2.1;9
2016;Nordeste;PI;2208908;Ribeiro Gonçalves;Rural;Total;75.2;--;17.9;--;6.5;--
2016;Nordeste;PI;2209005;Rio Grande do Piauí;Total;Total;79.9;77.7;15.8;7;3.5;12.6
2016;Nordeste;PI;2209005;Rio Grande do Piauí;Total;Pública;79;77.7;16.4;7;3.6;12.6
2016;Nordeste;PI;2209005;Rio Grande do Piauí;Total;Privada;98;--;2;--;0;--
2016;Nordeste;PI;2209005;Rio Grande do Piauí;Urbana;Total;82.2;77.7;12.5;7;4.1;12.6
2016;Nordeste;PI;2209005;Rio Grande do Piauí;Rural;Total;74.5;--;23.5;--;2;--
2016;Nordeste;PI;2209104;Santa Cruz do Piauí;Total;Total;85.9;80.9;11;7.4;2.1;9.3
2016;Nordeste;PI;2209104;Santa Cruz do Piauí;Total;Pública;83.7;80.9;12.7;7.4;2.4;9.3
2016;Nordeste;PI;2209104;Santa Cruz do Piauí;Total;Privada;100;--;0;--;0;--
2016;Nordeste;PI;2209104;Santa Cruz do Piauí;Urbana;Total;86.9;86.6;10.3;5.7;1.8;4.8
2016;Nordeste;PI;2209104;Santa Cruz do Piauí;Rural;Total;80.5;56.3;15.1;14.6;3.8;29.1
2016;Nordeste;PI;2209153;Santa Cruz dos Milagres;Total;Total;88.6;72.4;7.3;13.8;2.5;11.7
2016;Nordeste;PI;2209153;Santa Cruz dos Milagres;Total;Pública;88.6;72.4;7.3;13.8;2.5;11.7
2016;Nordeste;PI;2209153;Santa Cruz dos Milagres;Urbana;Total;87.4;72.4;8.1;13.8;2.7;11.7
2016;Nordeste;PI;2209153;Santa Cruz dos Milagres;Rural;Total;96.3;--;2.4;--;1.3;--
2016;Nordeste;PI;2209203;Santa Filomena;Total;Total;83.7;75.5;10;11.1;3.7;8.7
2016;Nordeste;PI;2209203;Santa Filomena;Total;Pública;83.7;75.5;10;11.1;3.7;8.7
2016;Nordeste;PI;2209203;Santa Filomena;Urbana;Total;84.4;75.5;9.1;11.1;3.2;8.7
2016;Nordeste;PI;2209203;Santa Filomena;Rural;Total;82.1;--;12.3;--;4.8;--
2016;Nordeste;PI;2209302;Santa Luz;Total;Total;84.4;95.9;11.6;0.8;2.7;2.4
2016;Nordeste;PI;2209302;Santa Luz;Total;Pública;84.4;95.9;11.6;0.8;2.7;2.4
2016;Nordeste;PI;2209302;Santa Luz;Urbana;Total;84.4;95.9;11.3;0.8;2.6;2.4
2016;Nordeste;PI;2209302;Santa Luz;Rural;Total;84.2;--;12.2;--;3;--
2016;Nordeste;PI;2209351;Santana do Piauí;Total;Total;89.7;74.9;8.7;1.7;1.4;22.9
2016;Nordeste;PI;2209351;Santana do Piauí;Total;Pública;89.7;74.9;8.7;1.7;1.4;22.9
2016;Nordeste;PI;2209351;Santana do Piauí;Urbana;Total;90.7;74.9;7.7;1.7;1.2;22.9
2016;Nordeste;PI;2209351;Santana do Piauí;Rural;Total;88.6;--;9.8;--;1.6;--
2016;Nordeste;PI;2209377;Santa Rosa do Piauí;Total;Total;84.6;78.9;11.1;11.8;2.9;4.6
2016;Nordeste;PI;2209377;Santa Rosa do Piauí;Total;Pública;84.6;78.9;11.1;11.8;2.9;4.6
2016;Nordeste;PI;2209377;Santa Rosa do Piauí;Urbana;Total;84.5;78.9;11.6;11.8;2.7;4.6
2016;Nordeste;PI;2209377;Santa Rosa do Piauí;Rural;Total;85.3;--;9.2;--;3.7;--
2016;Nordeste;PI;2209401;Santo Antônio de Lisboa;Total;Total;75.8;76.9;15.4;7.9;4.2;9.3
2016;Nordeste;PI;2209401;Santo Antônio de Lisboa;Total;Pública;75.8;76.9;15.4;7.9;4.2;9.3
2016;Nordeste;PI;2209401;Santo Antônio de Lisboa;Urbana;Total;75;76.9;15.3;7.9;4.6;9.3
2016;Nordeste;PI;2209401;Santo Antônio de Lisboa;Rural;Total;80;--;15.7;--;2.1;--
2016;Nordeste;PI;2209450;Santo Antônio dos Milagres;Total;Total;88.4;80.6;9.2;3;0.9;3
2016;Nordeste;PI;2209450;Santo Antônio dos Milagres;Total;Pública;88.4;80.6;9.2;3;0.9;3
2016;Nordeste;PI;2209450;Santo Antônio dos Milagres;Urbana;Total;88.1;80.6;8.9;3;0.9;3
2016;Nordeste;PI;2209450;Santo Antônio dos Milagres;Rural;Total;89.1;--;9.8;--;1.1;--
2016;Nordeste;PI;2209500;Santo Inácio do Piauí;Total;Total;90.7;60.2;5.6;18.1;1.9;15.7
2016;Nordeste;PI;2209500;Santo Inácio do Piauí;Total;Pública;90.7;60.2;5.6;18.1;1.9;15.7
2016;Nordeste;PI;2209500;Santo Inácio do Piauí;Urbana;Total;94.2;78.7;2.5;7.9;1.2;6.7
2016;Nordeste;PI;2209500;Santo Inácio do Piauí;Rural;Total;70.2;39;23.8;29.9;6;26
2016;Nordeste;PI;2209559;São Braz do Piauí;Total;Total;78.4;73.8;13.9;9.5;5.4;14.3
2016;Nordeste;PI;2209559;São Braz do Piauí;Total;Pública;78.4;73.8;13.9;9.5;5.4;14.3
2016;Nordeste;PI;2209559;São Braz do Piauí;Urbana;Total;77.9;73.8;13.8;9.5;5;14.3
2016;Nordeste;PI;2209559;São Braz do Piauí;Rural;Total;78.8;--;14;--;5.9;--
2016;Nordeste;PI;2209609;São Félix do Piauí;Total;Total;81.6;91;14.8;0;1.6;4.5
2016;Nordeste;PI;2209609;São Félix do Piauí;Total;Pública;81.6;91;14.8;0;1.6;4.5
2016;Nordeste;PI;2209609;São Félix do Piauí;Urbana;Total;80.2;91;16.1;0;1.5;4.5
2016;Nordeste;PI;2209609;São Félix do Piauí;Rural;Total;85.5;--;11.1;--;1.7;--
2016;Nordeste;PI;2209658;São Francisco de Assis do Piauí;Total;Total;77.1;83.9;19;3;3.6;12
2016;Nordeste;PI;2209658;São Francisco de Assis do Piauí;Total;Pública;77.1;83.9;19;3;3.6;12
2016;Nordeste;PI;2209658;São Francisco de Assis do Piauí;Urbana;Total;79.8;83.9;17.2;3;2.5;12
2016;Nordeste;PI;2209658;São Francisco de Assis do Piauí;Rural;Total;75.5;--;20;--;4.2;--
2016;Nordeste;PI;2209708;São Francisco do Piauí;Total;Total;77.5;69.1;15.3;15;3.2;9.2
2016;Nordeste;PI;2209708;São Francisco do Piauí;Total;Pública;77.5;69.1;15.3;15;3.2;9.2
2016;Nordeste;PI;2209708;São Francisco do Piauí;Urbana;Total;74;69.1;18.1;15;3.2;9.2
2016;Nordeste;PI;2209708;São Francisco do Piauí;Rural;Total;80;--;13.3;--;3.2;--
2016;Nordeste;PI;2209757;São Gonçalo do Gurguéia;Total;Total;73.5;84.3;16;3.6;8.2;9.6
2016;Nordeste;PI;2209757;São Gonçalo do Gurguéia;Total;Pública;73.5;84.3;16;3.6;8.2;9.6
2016;Nordeste;PI;2209757;São Gonçalo do Gurguéia;Urbana;Total;78.5;84.3;12.5;3.6;6.4;9.6
2016;Nordeste;PI;2209757;São Gonçalo do Gurguéia;Rural;Total;58.2;--;26.7;--;13.7;--
2016;Nordeste;PI;2209807;São Gonçalo do Piauí;Total;Total;87.3;86;7.3;4.3;3.6;7.7
2016;Nordeste;PI;2209807;São Gonçalo do Piauí;Total;Pública;85.4;86;8.1;4.3;4.3;7.7
2016;Nordeste;PI;2209807;São Gonçalo do Piauí;Total;Privada;95.3;--;4;--;0.7;--
2016;Nordeste;PI;2209807;São Gonçalo do Piauí;Urbana;Total;86;86;7.9;4.3;3.9;7.7
2016;Nordeste;PI;2209807;São Gonçalo do Piauí;Rural;Total;92.6;--;4.9;--;2.5;--
2016;Nordeste;PI;2209856;São João da Canabrava;Total;Total;83.4;71.7;11.2;5.9;5;21.5
2016;Nordeste;PI;2209856;São João da Canabrava;Total;Pública;83.4;71.7;11.2;5.9;5;21.5
2016;Nordeste;PI;2209856;São João da Canabrava;Urbana;Total;83;71.7;10.3;5.9;6;21.5
2016;Nordeste;PI;2209856;São João da Canabrava;Rural;Total;83.8;--;12.3;--;3.9;--
2016;Nordeste;PI;2209872;São João da Fronteira;Total;Total;79.3;88.6;12.9;2.3;5.8;8.2
2016;Nordeste;PI;2209872;São João da Fronteira;Total;Pública;79.3;88.6;12.9;2.3;5.8;8.2
2016;Nordeste;PI;2209872;São João da Fronteira;Urbana;Total;80.3;88.6;10.8;2.3;5.8;8.2
2016;Nordeste;PI;2209872;São João da Fronteira;Rural;Total;77.7;--;16.2;--;6;--
2016;Nordeste;PI;2209906;São João da Serra;Total;Total;85.2;84.2;8.3;6.9;3.1;7.7
2016;Nordeste;PI;2209906;São João da Serra;Total;Pública;85.2;84.2;8.3;6.9;3.1;7.7
2016;Nordeste;PI;2209906;São João da Serra;Urbana;Total;85.2;84.2;8.2;6.9;3.2;7.7
2016;Nordeste;PI;2209906;São João da Serra;Rural;Total;85.7;--;9.5;--;0;--
2016;Nordeste;PI;2209955;São João da Varjota;Total;Total;75;73.3;19.4;7.6;4.5;13.3
2016;Nordeste;PI;2209955;São João da Varjota;Total;Pública;75;73.3;19.4;7.6;4.5;13.3
2016;Nordeste;PI;2209955;São João da Varjota;Urbana;Total;70.3;73.7;24.5;6.8;3.4;13.7
2016;Nordeste;PI;2209955;São João da Varjota;Rural;Total;78.2;70;15.9;15;5.2;10
2016;Nordeste;PI;2209971;São João do Arraial;Total;Total;83.2;67.1;11.7;13.9;3.9;15.5
2016;Nordeste;PI;2209971;São João do Arraial;Total;Pública;83.2;67.1;11.7;13.9;3.9;15.5
2016;Nordeste;PI;2209971;São João do Arraial;Urbana;Total;84.5;62.5;9.7;15.6;4;17.7
2016;Nordeste;PI;2209971;São João do Arraial;Rural;Total;81.6;93.2;14.3;4.1;3.7;2.7
2016;Nordeste;PI;2210003;São João do Piauí;Total;Total;85.7;74.6;10.5;10.7;2.2;11.3
2016;Nordeste;PI;2210003;São João do Piauí;Total;Pública;82.9;72.9;12.5;11.3;2.7;12
2016;Nordeste;PI;2210003;São João do Piauí;Total;Privada;98.2;98.5;1.8;1.5;0;0
2016;Nordeste;PI;2210003;São João do Piauí;Urbana;Total;85.7;71.8;10.3;13;2.2;11.2
2016;Nordeste;PI;2210003;São João do Piauí;Rural;Total;85.9;83;11.2;3.8;2.1;11.4
2016;Nordeste;PI;2210052;São José do Divino;Total;Total;91.5;85.2;4;2.2;3.2;11.7
2016;Nordeste;PI;2210052;São José do Divino;Total;Pública;91.5;85.2;4;2.2;3.2;11.7
2016;Nordeste;PI;2210052;São José do Divino;Urbana;Total;91.8;85.2;3.6;2.2;3.3;11.7
2016;Nordeste;PI;2210052;São José do Divino;Rural;Total;90.9;--;4.7;--;3.1;--
2016;Nordeste;PI;2210102;São José do Peixe;Total;Total;81.6;72;11.7;9.1;3.1;9.8
2016;Nordeste;PI;2210102;São José do Peixe;Total;Pública;81.6;72;11.7;9.1;3.1;9.8
2016;Nordeste;PI;2210102;São José do Peixe;Urbana;Total;83;72;9.9;9.1;2.5;9.8
2016;Nordeste;PI;2210102;São José do Peixe;Rural;Total;77.8;--;16.5;--;4.5;--
2016;Nordeste;PI;2210201;São José do Piauí;Total;Total;79.3;90.3;13.6;2.9;3.8;5.5
2016;Nordeste;PI;2210201;São José do Piauí;Total;Pública;79.3;90.3;13.6;2.9;3.8;5.5
2016;Nordeste;PI;2210201;São José do Piauí;Urbana;Total;78.6;90.3;12.9;2.9;4.3;5.5
2016;Nordeste;PI;2210201;São José do Piauí;Rural;Total;80.4;--;14.7;--;3.2;--
2016;Nordeste;PI;2210300;São Julião;Total;Total;83;84.6;10.8;4;3.7;6.9
2016;Nordeste;PI;2210300;São Julião;Total;Pública;83;84.6;10.8;4;3.7;6.9
2016;Nordeste;PI;2210300;São Julião;Urbana;Total;81.3;84.6;11.4;4;4.2;6.9
2016;Nordeste;PI;2210300;São Julião;Rural;Total;86.2;--;9.5;--;2.6;--
2016;Nordeste;PI;2210359;São Lourenço do Piauí;Total;Total;85.5;81.5;7.9;3.3;3.5;12.8
2016;Nordeste;PI;2210359;São Lourenço do Piauí;Total;Pública;85.5;81.5;7.9;3.3;3.5;12.8
2016;Nordeste;PI;2210359;São Lourenço do Piauí;Urbana;Total;89.8;86.6;4.8;2.7;2.5;8.1
2016;Nordeste;PI;2210359;São Lourenço do Piauí;Rural;Total;81.6;69.4;10.7;4.8;4.3;24.2
2016;Nordeste;PI;2210375;São Luis do Piauí;Total;Total;82.5;85.6;12.3;10.3;5.2;4.1
2016;Nordeste;PI;2210375;São Luis do Piauí;Total;Pública;82.5;85.6;12.3;10.3;5.2;4.1
2016;Nordeste;PI;2210375;São Luis do Piauí;Urbana;Total;79.3;85.6;16.2;10.3;4.5;4.1
2016;Nordeste;PI;2210375;São Luis do Piauí;Rural;Total;85.4;--;8.8;--;5.8;--
2016;Nordeste;PI;2210383;São Miguel da Baixa Grande;Total;Total;77.5;88.9;17.9;4.4;1.2;0
2016;Nordeste;PI;2210383;São Miguel da Baixa Grande;Total;Pública;77.5;88.9;17.9;4.4;1.2;0
2016;Nordeste;PI;2210383;São Miguel da Baixa Grande;Urbana;Total;75.3;88.9;19.8;4.4;0.4;0
2016;Nordeste;PI;2210383;São Miguel da Baixa Grande;Rural;Total;81.4;--;14.5;--;2.8;--
2016;Nordeste;PI;2210391;São Miguel do Fidalgo;Total;Total;82.7;89.6;9.8;4.2;2.2;2.1
2016;Nordeste;PI;2210391;São Miguel do Fidalgo;Total;Pública;82.7;89.6;9.8;4.2;2.2;2.1
2016;Nordeste;PI;2210391;São Miguel do Fidalgo;Urbana;Total;82.7;89.6;7.9;4.2;2.6;2.1
2016;Nordeste;PI;2210391;São Miguel do Fidalgo;Rural;Total;82.8;--;13.6;--;1.2;--
2016;Nordeste;PI;2210409;São Miguel do Tapuio;Total;Total;81.3;77.5;7.3;5.4;8.2;15.2
2016;Nordeste;PI;2210409;São Miguel do Tapuio;Total;Pública;80.5;77.5;7.6;5.4;8.6;15.2
2016;Nordeste;PI;2210409;São Miguel do Tapuio;Total;Privada;96.4;--;2.4;--;1.2;--
2016;Nordeste;PI;2210409;São Miguel do Tapuio;Urbana;Total;86.6;78.2;5.3;5;5.6;14.6
2016;Nordeste;PI;2210409;São Miguel do Tapuio;Rural;Total;75.7;72.3;9.5;8.5;10.9;19.2
2016;Nordeste;PI;2210508;São Pedro do Piauí;Total;Total;74.3;74.1;17.9;15.7;3.5;7.3
2016;Nordeste;PI;2210508;São Pedro do Piauí;Total;Pública;73.1;74.1;18.6;15.7;3.6;7.3
2016;Nordeste;PI;2210508;São Pedro do Piauí;Total;Privada;98.2;--;1.8;--;0;--
2016;Nordeste;PI;2210508;São Pedro do Piauí;Urbana;Total;73.1;74.1;18.1;15.7;3.2;7.3
2016;Nordeste;PI;2210508;São Pedro do Piauí;Rural;Total;76.7;--;17.4;--;4.1;--
2016;Nordeste;PI;2210607;São Raimundo Nonato;Total;Total;84.3;80.3;10.3;9.2;3.5;8.6
2016;Nordeste;PI;2210607;São Raimundo Nonato;Total;Pública;80.1;79.1;13.2;9.8;4.3;9.2
2016;Nordeste;PI;2210607;São Raimundo Nonato;Total;Privada;96.9;96.5;1.8;1.8;1;1.7
2016;Nordeste;PI;2210607;São Raimundo Nonato;Urbana;Total;85.7;80.3;8.9;9.2;3.2;8.6
2016;Nordeste;PI;2210607;São Raimundo Nonato;Rural;Total;81.1;--;13.8;--;4.2;--
2016;Nordeste;PI;2210623;Sebastião Barros;Total;Total;76.6;73.7;19;16.5;2.8;2.3
2016;Nordeste;PI;2210623;Sebastião Barros;Total;Pública;76.6;73.7;19;16.5;2.8;2.3
2016;Nordeste;PI;2210623;Sebastião Barros;Urbana;Total;81.7;73.7;15.6;16.5;1.1;2.3
2016;Nordeste;PI;2210623;Sebastião Barros;Rural;Total;73.3;--;21.1;--;3.9;--
2016;Nordeste;PI;2210631;Sebastião Leal;Total;Total;87.5;94.2;9.6;1.9;2.5;3.9
2016;Nordeste;PI;2210631;Sebastião Leal;Total;Pública;87.5;94.2;9.6;1.9;2.5;3.9
2016;Nordeste;PI;2210631;Sebastião Leal;Urbana;Total;88.7;94.2;9.1;1.9;2;3.9
2016;Nordeste;PI;2210631;Sebastião Leal;Rural;Total;86;--;10.3;--;3.1;--
2016;Nordeste;PI;2210656;Sigefredo Pacheco;Total;Total;76.7;81.9;14.1;5.4;5.1;7.8
2016;Nordeste;PI;2210656;Sigefredo Pacheco;Total;Pública;76.6;81.9;14.4;5.4;4.8;7.8
2016;Nordeste;PI;2210656;Sigefredo Pacheco;Total;Privada;81.8;--;0;--;18.2;--
2016;Nordeste;PI;2210656;Sigefredo Pacheco;Urbana;Total;74.9;79.4;16.3;5.3;4;8.9
2016;Nordeste;PI;2210656;Sigefredo Pacheco;Rural;Total;77.9;88.7;12.7;5.7;5.9;4.7
2016;Nordeste;PI;2210706;Simões;Total;Total;87.2;67;7.4;16.2;4.1;12.9
2016;Nordeste;PI;2210706;Simões;Total;Pública;86.7;67;7.7;16.2;4.2;12.9
2016;Nordeste;PI;2210706;Simões;Total;Privada;100;--;0;--;0;--
2016;Nordeste;PI;2210706;Simões;Urbana;Total;88.3;67;6.9;16.2;2.5;12.9
2016;Nordeste;PI;2210706;Simões;Rural;Total;86.2;--;7.9;--;5.5;--
2016;Nordeste;PI;2210805;Simplício Mendes;Total;Total;83.6;66.3;10.7;16;1.7;12.1
2016;Nordeste;PI;2210805;Simplício Mendes;Total;Pública;82;66.3;11.7;16;1.9;12.1
2016;Nordeste;PI;2210805;Simplício Mendes;Total;Privada;99.5;--;0.5;--;0;--
2016;Nordeste;PI;2210805;Simplício Mendes;Urbana;Total;81.6;62.6;11.6;18.7;1.4;13.3
2016;Nordeste;PI;2210805;Simplício Mendes;Rural;Total;87.7;87.8;8.8;0;2.5;4.9
2016;Nordeste;PI;2210904;Socorro do Piauí;Total;Total;80.8;78;13.4;4;2.6;7.3
2016;Nordeste;PI;2210904;Socorro do Piauí;Total;Pública;80.8;78;13.4;4;2.6;7.3
2016;Nordeste;PI;2210904;Socorro do Piauí;Urbana;Total;73.4;78;19.9;4;3.5;7.3
2016;Nordeste;PI;2210904;Socorro do Piauí;Rural;Total;90.5;--;4.9;--;1.5;--
2016;Nordeste;PI;2210938;Sussuapara;Total;Total;84.7;87.3;11.1;2.5;2.6;7.1
2016;Nordeste;PI;2210938;Sussuapara;Total;Pública;84.7;87.3;11.1;2.5;2.6;7.1
2016;Nordeste;PI;2210938;Sussuapara;Urbana;Total;83.9;87.3;11.2;2.5;3;7.1
2016;Nordeste;PI;2210938;Sussuapara;Rural;Total;86.7;--;10.8;--;1.7;--
2016;Nordeste;PI;2210953;Tamboril do Piauí;Total;Total;79;87.6;14.6;1.4;1.1;10.3
2016;Nordeste;PI;2210953;Tamboril do Piauí;Total;Pública;79;87.6;14.6;1.4;1.1;10.3
2016;Nordeste;PI;2210953;Tamboril do Piauí;Urbana;Total;79.5;87.6;13.3;1.4;1.2;10.3
2016;Nordeste;PI;2210953;Tamboril do Piauí;Rural;Total;75;--;25;--;0;--
2016;Nordeste;PI;2210979;Tanque do Piauí;Total;Total;81.1;82.4;10.6;5.5;2.2;7.7
2016;Nordeste;PI;2210979;Tanque do Piauí;Total;Pública;81.1;82.4;10.6;5.5;2.2;7.7
2016;Nordeste;PI;2210979;Tanque do Piauí;Urbana;Total;82;82.4;8.7;5.5;1.7;7.7
2016;Nordeste;PI;2210979;Tanque do Piauí;Rural;Total;78.1;--;17.1;--;3.8;--
2016;Nordeste;PI;2211001;Teresina;Total;Total;90.2;75.4;6;11;2.3;10
2016;Nordeste;PI;2211001;Teresina;Total;Pública;89.4;70.9;6;12.9;2.5;11.7
2016;Nordeste;PI;2211001;Teresina;Total;Privada;91.9;88.9;5.9;5.3;2;4.9
2016;Nordeste;PI;2211001;Teresina;Urbana;Total;90;76.2;6.1;10.6;2.3;9.5
2016;Nordeste;PI;2211001;Teresina;Rural;Total;92.2;62.3;4.1;17.1;2.6;18.5
2016;Nordeste;PI;2211100;União;Total;Total;79.5;77.5;15.3;9.4;3.2;10
2016;Nordeste;PI;2211100;União;Total;Pública;77.4;76.3;16.9;9.9;3.5;10.6
2016;Nordeste;PI;2211100;União;Total;Privada;98.3;97.1;1.2;1.4;0.4;0.7
2016;Nordeste;PI;2211100;União;Urbana;Total;80.2;79;14.6;10;3.3;7.8
2016;Nordeste;PI;2211100;União;Rural;Total;78.8;73.7;16.1;8;3;15.6
2016;Nordeste;PI;2211209;Uruçuí;Total;Total;79.7;74.8;12.8;8.7;5;12.8
2016;Nordeste;PI;2211209;Uruçuí;Total;Pública;77.2;74.8;14.3;8.7;5.6;12.8
2016;Nordeste;PI;2211209;Uruçuí;Total;Privada;95.4;--;3.5;--;1.1;--
2016;Nordeste;PI;2211209;Uruçuí;Urbana;Total;81.1;72.8;12.6;8.2;3.4;14.9
2016;Nordeste;PI;2211209;Uruçuí;Rural;Total;75.6;84.4;13.2;11.3;9.7;2.5
2016;Nordeste;PI;2211308;Valença do Piauí;Total;Total;84.7;75.7;11.5;10.2;2.1;12.3
2016;Nordeste;PI;2211308;Valença do Piauí;Total;Pública;82.6;75;13.1;10.5;2.4;12.6
2016;Nordeste;PI;2211308;Valença do Piauí;Total;Privada;97.7;100;1.6;0;0.7;0
2016;Nordeste;PI;2211308;Valença do Piauí;Urbana;Total;84.3;75.7;11.7;10.2;2.1;12.3
2016;Nordeste;PI;2211308;Valença do Piauí;Rural;Total;86.7;--;10.2;--;2.3;--
2016;Nordeste;PI;2211357;Várzea Branca;Total;Total;69.5;66.9;24.4;19.7;5.9;1.1
2016;Nordeste;PI;2211357;Várzea Branca;Total;Pública;69.5;66.9;24.4;19.7;5.9;1.1
2016;Nordeste;PI;2211357;Várzea Branca;Urbana;Total;73;66.9;22;19.7;5;1.1
2016;Nordeste;PI;2211357;Várzea Branca;Rural;Total;65.2;--;27.3;--;7.1;--
2016;Nordeste;PI;2211407;Várzea Grande;Total;Total;82.7;89;11.5;1.9;0.9;6.5
2016;Nordeste;PI;2211407;Várzea Grande;Total;Pública;82.7;89;11.5;1.9;0.9;6.5
2016;Nordeste;PI;2211407;Várzea Grande;Urbana;Total;81.2;89;12.4;1.9;1;6.5
2016;Nordeste;PI;2211407;Várzea Grande;Rural;Total;94.4;--;4.2;--;0;--
2016;Nordeste;PI;2211506;Vera Mendes;Total;Total;77.5;90.5;13.9;1.5;7.7;8
2016;Nordeste;PI;2211506;Vera Mendes;Total;Pública;77.5;90.5;13.9;1.5;7.7;8
2016;Nordeste;PI;2211506;Vera Mendes;Urbana;Total;78.3;90.5;13.2;1.5;7.2;8
2016;Nordeste;PI;2211506;Vera Mendes;Rural;Total;75.8;--;15.2;--;8.6;--
