NU_ANO_CENSO;NO_REGIAO;CO_UF;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_TX_DIST_IDADE_SERIE_TOTAL;MED_TX_DIST_IDADE_SERIE_TOTAL
2015;Nordeste;26;PE;2609006;Macaparana;Total;Total;22.2;22.7
2015;Nordeste;26;PE;2609006;Macaparana;Total;Estadual;21.5;22.7
2015;Nordeste;26;PE;2609006;Macaparana;Total;Municipal;25.6;--
2015;Nordeste;26;PE;2609006;Macaparana;Total;Privada;2;--
2015;Nordeste;26;PE;2609006;Macaparana;Total;Pública;24.7;22.7
2015;Nordeste;26;PE;2609006;Macaparana;Urbana;Total;22.2;22.7
2015;Nordeste;26;PE;2609006;Macaparana;Urbana;Estadual;21.5;22.7
2015;Nordeste;26;PE;2609006;Macaparana;Urbana;Municipal;26.1;--
2015;Nordeste;26;PE;2609006;Macaparana;Urbana;Privada;2;--
2015;Nordeste;26;PE;2609006;Macaparana;Urbana;Pública;25;22.7
2015;Nordeste;26;PE;2609006;Macaparana;Rural;Total;22.6;--
2015;Nordeste;26;PE;2609006;Macaparana;Rural;Municipal;22.6;--
2015;Nordeste;26;PE;2609006;Macaparana;Rural;Pública;22.6;--
2015;Nordeste;26;PE;2609105;Machados;Total;Total;24.4;26.8
2015;Nordeste;26;PE;2609105;Machados;Total;Estadual;--;26.8
2015;Nordeste;26;PE;2609105;Machados;Total;Municipal;27.3;--
2015;Nordeste;26;PE;2609105;Machados;Total;Privada;2.7;--
2015;Nordeste;26;PE;2609105;Machados;Total;Pública;27.3;26.8
2015;Nordeste;26;PE;2609105;Machados;Urbana;Total;27.2;26.8
2015;Nordeste;26;PE;2609105;Machados;Urbana;Estadual;--;26.8
2015;Nordeste;26;PE;2609105;Machados;Urbana;Municipal;28.8;--
2015;Nordeste;26;PE;2609105;Machados;Urbana;Privada;1.7;--
2015;Nordeste;26;PE;2609105;Machados;Urbana;Pública;28.8;26.8
2015;Nordeste;26;PE;2609105;Machados;Rural;Total;20;--
2015;Nordeste;26;PE;2609105;Machados;Rural;Municipal;24.4;--
2015;Nordeste;26;PE;2609105;Machados;Rural;Privada;3.1;--
2015;Nordeste;26;PE;2609105;Machados;Rural;Pública;24.4;--
2015;Nordeste;26;PE;2609154;Manari;Total;Total;28.8;34.5
2015;Nordeste;26;PE;2609154;Manari;Total;Estadual;--;34.5
2015;Nordeste;26;PE;2609154;Manari;Total;Municipal;28.8;--
2015;Nordeste;26;PE;2609154;Manari;Total;Pública;28.8;34.5
2015;Nordeste;26;PE;2609154;Manari;Urbana;Total;32.3;34.5
2015;Nordeste;26;PE;2609154;Manari;Urbana;Estadual;--;34.5
2015;Nordeste;26;PE;2609154;Manari;Urbana;Municipal;32.3;--
2015;Nordeste;26;PE;2609154;Manari;Urbana;Pública;32.3;34.5
2015;Nordeste;26;PE;2609154;Manari;Rural;Total;23.7;--
2015;Nordeste;26;PE;2609154;Manari;Rural;Municipal;23.7;--
2015;Nordeste;26;PE;2609154;Manari;Rural;Pública;23.7;--
2015;Nordeste;26;PE;2609204;Maraial;Total;Total;35.8;39.8
2015;Nordeste;26;PE;2609204;Maraial;Total;Estadual;13.7;39.8
2015;Nordeste;26;PE;2609204;Maraial;Total;Municipal;36.4;--
2015;Nordeste;26;PE;2609204;Maraial;Total;Pública;35.8;39.8
2015;Nordeste;26;PE;2609204;Maraial;Urbana;Total;34.3;39.8
2015;Nordeste;26;PE;2609204;Maraial;Urbana;Estadual;13.7;39.8
2015;Nordeste;26;PE;2609204;Maraial;Urbana;Municipal;35.1;--
2015;Nordeste;26;PE;2609204;Maraial;Urbana;Pública;34.3;39.8
2015;Nordeste;26;PE;2609204;Maraial;Rural;Total;39.2;--
2015;Nordeste;26;PE;2609204;Maraial;Rural;Municipal;39.2;--
2015;Nordeste;26;PE;2609204;Maraial;Rural;Pública;39.2;--
2015;Nordeste;26;PE;2609303;Mirandiba;Total;Total;20.3;33.4
2015;Nordeste;26;PE;2609303;Mirandiba;Total;Estadual;30.9;33.4
2015;Nordeste;26;PE;2609303;Mirandiba;Total;Municipal;17;--
2015;Nordeste;26;PE;2609303;Mirandiba;Total;Privada;4.7;--
2015;Nordeste;26;PE;2609303;Mirandiba;Total;Pública;20.6;33.4
2015;Nordeste;26;PE;2609303;Mirandiba;Urbana;Total;21;33.4
2015;Nordeste;26;PE;2609303;Mirandiba;Urbana;Estadual;30.9;33.4
2015;Nordeste;26;PE;2609303;Mirandiba;Urbana;Municipal;16.7;--
2015;Nordeste;26;PE;2609303;Mirandiba;Urbana;Privada;4.7;--
2015;Nordeste;26;PE;2609303;Mirandiba;Urbana;Pública;21.4;33.4
2015;Nordeste;26;PE;2609303;Mirandiba;Rural;Total;17.6;--
2015;Nordeste;26;PE;2609303;Mirandiba;Rural;Municipal;17.6;--
2015;Nordeste;26;PE;2609303;Mirandiba;Rural;Pública;17.6;--
2015;Nordeste;26;PE;2609402;Moreno;Total;Total;25.3;26.8
2015;Nordeste;26;PE;2609402;Moreno;Total;Estadual;26;27.6
2015;Nordeste;26;PE;2609402;Moreno;Total;Municipal;31.6;--
2015;Nordeste;26;PE;2609402;Moreno;Total;Privada;7.4;13.7
2015;Nordeste;26;PE;2609402;Moreno;Total;Pública;31.3;27.6
2015;Nordeste;26;PE;2609402;Moreno;Urbana;Total;24.3;26.8
2015;Nordeste;26;PE;2609402;Moreno;Urbana;Estadual;26;27.6
2015;Nordeste;26;PE;2609402;Moreno;Urbana;Municipal;31.2;--
2015;Nordeste;26;PE;2609402;Moreno;Urbana;Privada;7.4;13.7
2015;Nordeste;26;PE;2609402;Moreno;Urbana;Pública;30.9;27.6
2015;Nordeste;26;PE;2609402;Moreno;Rural;Total;33.7;--
2015;Nordeste;26;PE;2609402;Moreno;Rural;Municipal;33.7;--
2015;Nordeste;26;PE;2609402;Moreno;Rural;Pública;33.7;--
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Total;Total;18.8;26.8
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Total;Estadual;21.7;30.1
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Total;Municipal;28.5;--
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Total;Privada;5.9;5.1
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Total;Pública;26;30.1
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Urbana;Total;18.3;26.8
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Urbana;Estadual;21.7;30.1
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Urbana;Municipal;28.8;--
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Urbana;Privada;5.9;5.1
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Urbana;Pública;26;30.1
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Rural;Total;26.3;--
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Rural;Municipal;26.3;--
2015;Nordeste;26;PE;2609501;Nazaré da Mata;Rural;Pública;26.3;--
2015;Nordeste;26;PE;2609600;Olinda;Total;Total;23.7;31.4
2015;Nordeste;26;PE;2609600;Olinda;Total;Estadual;40.8;40.5
2015;Nordeste;26;PE;2609600;Olinda;Total;Municipal;30.5;--
2015;Nordeste;26;PE;2609600;Olinda;Total;Privada;8.9;7.4
2015;Nordeste;26;PE;2609600;Olinda;Total;Pública;35;40.5
2015;Nordeste;26;PE;2609600;Olinda;Urbana;Total;23.6;31.4
2015;Nordeste;26;PE;2609600;Olinda;Urbana;Estadual;40.8;40.5
2015;Nordeste;26;PE;2609600;Olinda;Urbana;Municipal;30.4;--
2015;Nordeste;26;PE;2609600;Olinda;Urbana;Privada;8.9;7.4
2015;Nordeste;26;PE;2609600;Olinda;Urbana;Pública;35;40.5
2015;Nordeste;26;PE;2609600;Olinda;Rural;Total;35.4;--
2015;Nordeste;26;PE;2609600;Olinda;Rural;Municipal;35.4;--
2015;Nordeste;26;PE;2609600;Olinda;Rural;Pública;35.4;--
2015;Nordeste;26;PE;2609709;Orobó;Total;Total;19.4;15.4
2015;Nordeste;26;PE;2609709;Orobó;Total;Estadual;--;15.4
2015;Nordeste;26;PE;2609709;Orobó;Total;Municipal;20.7;--
2015;Nordeste;26;PE;2609709;Orobó;Total;Privada;3.6;--
2015;Nordeste;26;PE;2609709;Orobó;Total;Pública;20.7;15.4
2015;Nordeste;26;PE;2609709;Orobó;Urbana;Total;15.3;11.5
2015;Nordeste;26;PE;2609709;Orobó;Urbana;Estadual;--;11.5
2015;Nordeste;26;PE;2609709;Orobó;Urbana;Municipal;17.7;--
2015;Nordeste;26;PE;2609709;Orobó;Urbana;Privada;2.9;--
2015;Nordeste;26;PE;2609709;Orobó;Urbana;Pública;17.7;11.5
2015;Nordeste;26;PE;2609709;Orobó;Rural;Total;21.9;30.4
2015;Nordeste;26;PE;2609709;Orobó;Rural;Estadual;--;30.4
2015;Nordeste;26;PE;2609709;Orobó;Rural;Municipal;22.3;--
2015;Nordeste;26;PE;2609709;Orobó;Rural;Privada;6.5;--
2015;Nordeste;26;PE;2609709;Orobó;Rural;Pública;22.3;30.4
2015;Nordeste;26;PE;2609808;Orocó;Total;Total;16.9;21.1
2015;Nordeste;26;PE;2609808;Orocó;Total;Estadual;28.2;21.1
2015;Nordeste;26;PE;2609808;Orocó;Total;Municipal;18.1;--
2015;Nordeste;26;PE;2609808;Orocó;Total;Privada;2.5;--
2015;Nordeste;26;PE;2609808;Orocó;Total;Pública;18.3;21.1
2015;Nordeste;26;PE;2609808;Orocó;Urbana;Total;14.1;18.2
2015;Nordeste;26;PE;2609808;Orocó;Urbana;Estadual;--;18.2
2015;Nordeste;26;PE;2609808;Orocó;Urbana;Municipal;17.3;--
2015;Nordeste;26;PE;2609808;Orocó;Urbana;Privada;2.5;--
2015;Nordeste;26;PE;2609808;Orocó;Urbana;Pública;17.3;18.2
2015;Nordeste;26;PE;2609808;Orocó;Rural;Total;18.8;26.1
2015;Nordeste;26;PE;2609808;Orocó;Rural;Estadual;28.2;26.1
2015;Nordeste;26;PE;2609808;Orocó;Rural;Municipal;18.6;--
2015;Nordeste;26;PE;2609808;Orocó;Rural;Pública;18.8;26.1
2015;Nordeste;26;PE;2609907;Ouricuri;Total;Total;30.9;37.3
2015;Nordeste;26;PE;2609907;Ouricuri;Total;Federal;--;29.3
2015;Nordeste;26;PE;2609907;Ouricuri;Total;Estadual;27.1;38.6
2015;Nordeste;26;PE;2609907;Ouricuri;Total;Municipal;35.2;--
2015;Nordeste;26;PE;2609907;Ouricuri;Total;Privada;3.3;2.9
2015;Nordeste;26;PE;2609907;Ouricuri;Total;Pública;33.9;38.1
2015;Nordeste;26;PE;2609907;Ouricuri;Urbana;Total;26.9;37.3
2015;Nordeste;26;PE;2609907;Ouricuri;Urbana;Federal;--;29.3
2015;Nordeste;26;PE;2609907;Ouricuri;Urbana;Estadual;27.1;38.6
2015;Nordeste;26;PE;2609907;Ouricuri;Urbana;Municipal;32.7;--
2015;Nordeste;26;PE;2609907;Ouricuri;Urbana;Privada;3.3;2.9
2015;Nordeste;26;PE;2609907;Ouricuri;Urbana;Pública;31.2;38.1
2015;Nordeste;26;PE;2609907;Ouricuri;Rural;Total;38.1;--
2015;Nordeste;26;PE;2609907;Ouricuri;Rural;Municipal;38.1;--
2015;Nordeste;26;PE;2609907;Ouricuri;Rural;Pública;38.1;--
2015;Nordeste;26;PE;2610004;Palmares;Total;Total;24.9;31.7
2015;Nordeste;26;PE;2610004;Palmares;Total;Estadual;45.7;34.6
2015;Nordeste;26;PE;2610004;Palmares;Total;Municipal;30.6;--
2015;Nordeste;26;PE;2610004;Palmares;Total;Privada;12;15.6
2015;Nordeste;26;PE;2610004;Palmares;Total;Pública;31.1;34.6
2015;Nordeste;26;PE;2610004;Palmares;Urbana;Total;23.4;30.4
2015;Nordeste;26;PE;2610004;Palmares;Urbana;Estadual;47.4;33.4
2015;Nordeste;26;PE;2610004;Palmares;Urbana;Municipal;30.4;--
2015;Nordeste;26;PE;2610004;Palmares;Urbana;Privada;12;15.6
2015;Nordeste;26;PE;2610004;Palmares;Urbana;Pública;31.1;33.4
2015;Nordeste;26;PE;2610004;Palmares;Rural;Total;31.2;47.7
2015;Nordeste;26;PE;2610004;Palmares;Rural;Estadual;34.5;47.7
2015;Nordeste;26;PE;2610004;Palmares;Rural;Municipal;31.1;--
2015;Nordeste;26;PE;2610004;Palmares;Rural;Pública;31.2;47.7
2015;Nordeste;26;PE;2610103;Palmeirina;Total;Total;33.6;36.1
2015;Nordeste;26;PE;2610103;Palmeirina;Total;Estadual;--;36.1
2015;Nordeste;26;PE;2610103;Palmeirina;Total;Municipal;34.7;--
2015;Nordeste;26;PE;2610103;Palmeirina;Total;Privada;2.1;--
2015;Nordeste;26;PE;2610103;Palmeirina;Total;Pública;34.7;36.1
2015;Nordeste;26;PE;2610103;Palmeirina;Urbana;Total;35.1;36.1
2015;Nordeste;26;PE;2610103;Palmeirina;Urbana;Estadual;--;36.1
2015;Nordeste;26;PE;2610103;Palmeirina;Urbana;Municipal;36.4;--
2015;Nordeste;26;PE;2610103;Palmeirina;Urbana;Privada;2.1;--
2015;Nordeste;26;PE;2610103;Palmeirina;Urbana;Pública;36.4;36.1
2015;Nordeste;26;PE;2610103;Palmeirina;Rural;Total;23.2;--
2015;Nordeste;26;PE;2610103;Palmeirina;Rural;Municipal;23.2;--
2015;Nordeste;26;PE;2610103;Palmeirina;Rural;Pública;23.2;--
2015;Nordeste;26;PE;2610202;Panelas;Total;Total;21.7;34.7
2015;Nordeste;26;PE;2610202;Panelas;Total;Estadual;--;34.7
2015;Nordeste;26;PE;2610202;Panelas;Total;Municipal;22.9;--
2015;Nordeste;26;PE;2610202;Panelas;Total;Privada;7.4;--
2015;Nordeste;26;PE;2610202;Panelas;Total;Pública;22.9;34.7
2015;Nordeste;26;PE;2610202;Panelas;Urbana;Total;20.6;48.4
2015;Nordeste;26;PE;2610202;Panelas;Urbana;Estadual;--;48.4
2015;Nordeste;26;PE;2610202;Panelas;Urbana;Municipal;22.9;--
2015;Nordeste;26;PE;2610202;Panelas;Urbana;Privada;7.4;--
2015;Nordeste;26;PE;2610202;Panelas;Urbana;Pública;22.9;48.4
2015;Nordeste;26;PE;2610202;Panelas;Rural;Total;22.8;8.1
2015;Nordeste;26;PE;2610202;Panelas;Rural;Estadual;--;8.1
2015;Nordeste;26;PE;2610202;Panelas;Rural;Municipal;22.8;--
2015;Nordeste;26;PE;2610202;Panelas;Rural;Pública;22.8;8.1
2015;Nordeste;26;PE;2610301;Paranatama;Total;Total;28.2;40.9
2015;Nordeste;26;PE;2610301;Paranatama;Total;Estadual;--;40.9
2015;Nordeste;26;PE;2610301;Paranatama;Total;Municipal;28.2;--
2015;Nordeste;26;PE;2610301;Paranatama;Total;Pública;28.2;40.9
2015;Nordeste;26;PE;2610301;Paranatama;Urbana;Total;31.4;40.9
2015;Nordeste;26;PE;2610301;Paranatama;Urbana;Estadual;--;40.9
2015;Nordeste;26;PE;2610301;Paranatama;Urbana;Municipal;31.4;--
2015;Nordeste;26;PE;2610301;Paranatama;Urbana;Pública;31.4;40.9
2015;Nordeste;26;PE;2610301;Paranatama;Rural;Total;24.7;--
2015;Nordeste;26;PE;2610301;Paranatama;Rural;Municipal;24.7;--
2015;Nordeste;26;PE;2610301;Paranatama;Rural;Pública;24.7;--
2015;Nordeste;26;PE;2610400;Parnamirim;Total;Total;11.7;25.9
2015;Nordeste;26;PE;2610400;Parnamirim;Total;Estadual;7.2;25.9
2015;Nordeste;26;PE;2610400;Parnamirim;Total;Municipal;13.3;--
2015;Nordeste;26;PE;2610400;Parnamirim;Total;Privada;0;--
2015;Nordeste;26;PE;2610400;Parnamirim;Total;Pública;12.2;25.9
2015;Nordeste;26;PE;2610400;Parnamirim;Urbana;Total;10.5;25.9
2015;Nordeste;26;PE;2610400;Parnamirim;Urbana;Estadual;7.2;25.9
2015;Nordeste;26;PE;2610400;Parnamirim;Urbana;Municipal;13.2;--
2015;Nordeste;26;PE;2610400;Parnamirim;Urbana;Privada;0;--
2015;Nordeste;26;PE;2610400;Parnamirim;Urbana;Pública;11.2;25.9
2015;Nordeste;26;PE;2610400;Parnamirim;Rural;Total;13.3;--
2015;Nordeste;26;PE;2610400;Parnamirim;Rural;Municipal;13.3;--
2015;Nordeste;26;PE;2610400;Parnamirim;Rural;Pública;13.3;--
2015;Nordeste;26;PE;2610509;Passira;Total;Total;23;27.4
2015;Nordeste;26;PE;2610509;Passira;Total;Estadual;19.6;27.4
2015;Nordeste;26;PE;2610509;Passira;Total;Municipal;25;--
2015;Nordeste;26;PE;2610509;Passira;Total;Privada;1.5;--
2015;Nordeste;26;PE;2610509;Passira;Total;Pública;24.5;27.4
2015;Nordeste;26;PE;2610509;Passira;Urbana;Total;22.7;23.3
2015;Nordeste;26;PE;2610509;Passira;Urbana;Estadual;19.6;23.3
2015;Nordeste;26;PE;2610509;Passira;Urbana;Municipal;25.5;--
2015;Nordeste;26;PE;2610509;Passira;Urbana;Privada;1.5;--
2015;Nordeste;26;PE;2610509;Passira;Urbana;Pública;24.8;23.3
2015;Nordeste;26;PE;2610509;Passira;Rural;Total;23.9;38.5
2015;Nordeste;26;PE;2610509;Passira;Rural;Estadual;--;38.5
2015;Nordeste;26;PE;2610509;Passira;Rural;Municipal;23.9;--
2015;Nordeste;26;PE;2610509;Passira;Rural;Pública;23.9;38.5
2015;Nordeste;26;PE;2610608;Paudalho;Total;Total;23.6;34.6
2015;Nordeste;26;PE;2610608;Paudalho;Total;Estadual;23.6;34.6
2015;Nordeste;26;PE;2610608;Paudalho;Total;Municipal;26.9;--
2015;Nordeste;26;PE;2610608;Paudalho;Total;Privada;7.2;--
2015;Nordeste;26;PE;2610608;Paudalho;Total;Pública;26.6;34.6
2015;Nordeste;26;PE;2610608;Paudalho;Urbana;Total;22.9;30.9
2015;Nordeste;26;PE;2610608;Paudalho;Urbana;Estadual;25.2;30.9
2015;Nordeste;26;PE;2610608;Paudalho;Urbana;Municipal;28.1;--
2015;Nordeste;26;PE;2610608;Paudalho;Urbana;Privada;7.2;--
2015;Nordeste;26;PE;2610608;Paudalho;Urbana;Pública;27.7;30.9
2015;Nordeste;26;PE;2610608;Paudalho;Rural;Total;25.1;46.7
2015;Nordeste;26;PE;2610608;Paudalho;Rural;Estadual;18.1;46.7
2015;Nordeste;26;PE;2610608;Paudalho;Rural;Municipal;25.4;--
2015;Nordeste;26;PE;2610608;Paudalho;Rural;Pública;25.1;46.7
2015;Nordeste;26;PE;2610707;Paulista;Total;Total;19.6;23.2
2015;Nordeste;26;PE;2610707;Paulista;Total;Estadual;30.9;27.6
2015;Nordeste;26;PE;2610707;Paulista;Total;Municipal;28.7;--
2015;Nordeste;26;PE;2610707;Paulista;Total;Privada;8.3;7.4
2015;Nordeste;26;PE;2610707;Paulista;Total;Pública;29.4;27.6
2015;Nordeste;26;PE;2610707;Paulista;Urbana;Total;19.5;23.1
2015;Nordeste;26;PE;2610707;Paulista;Urbana;Estadual;30.9;27.5
2015;Nordeste;26;PE;2610707;Paulista;Urbana;Municipal;28.8;--
2015;Nordeste;26;PE;2610707;Paulista;Urbana;Privada;8.3;7.4
2015;Nordeste;26;PE;2610707;Paulista;Urbana;Pública;29.4;27.5
2015;Nordeste;26;PE;2610707;Paulista;Rural;Total;28.7;30.3
2015;Nordeste;26;PE;2610707;Paulista;Rural;Estadual;31.3;30.3
2015;Nordeste;26;PE;2610707;Paulista;Rural;Municipal;25.9;--
2015;Nordeste;26;PE;2610707;Paulista;Rural;Pública;28.7;30.3
2015;Nordeste;26;PE;2610806;Pedra;Total;Total;28.9;44.1
2015;Nordeste;26;PE;2610806;Pedra;Total;Estadual;27.8;44.1
2015;Nordeste;26;PE;2610806;Pedra;Total;Municipal;31.1;--
2015;Nordeste;26;PE;2610806;Pedra;Total;Privada;7.5;--
2015;Nordeste;26;PE;2610806;Pedra;Total;Pública;30.4;44.1
2015;Nordeste;26;PE;2610806;Pedra;Urbana;Total;28;44.1
2015;Nordeste;26;PE;2610806;Pedra;Urbana;Estadual;27.8;44.1
2015;Nordeste;26;PE;2610806;Pedra;Urbana;Municipal;33.4;--
2015;Nordeste;26;PE;2610806;Pedra;Urbana;Privada;7.5;--
2015;Nordeste;26;PE;2610806;Pedra;Urbana;Pública;31.1;44.1
2015;Nordeste;26;PE;2610806;Pedra;Rural;Total;29.8;--
2015;Nordeste;26;PE;2610806;Pedra;Rural;Municipal;29.8;--
2015;Nordeste;26;PE;2610806;Pedra;Rural;Pública;29.8;--
2015;Nordeste;26;PE;2610905;Pesqueira;Total;Total;26.1;38.1
2015;Nordeste;26;PE;2610905;Pesqueira;Total;Federal;--;--
2015;Nordeste;26;PE;2610905;Pesqueira;Total;Estadual;39.5;39.3
2015;Nordeste;26;PE;2610905;Pesqueira;Total;Municipal;26.1;--
2015;Nordeste;26;PE;2610905;Pesqueira;Total;Privada;5.4;10.1
2015;Nordeste;26;PE;2610905;Pesqueira;Total;Pública;30.9;39.3
2015;Nordeste;26;PE;2610905;Pesqueira;Urbana;Total;19.5;33.7
2015;Nordeste;26;PE;2610905;Pesqueira;Urbana;Federal;--;--
2015;Nordeste;26;PE;2610905;Pesqueira;Urbana;Estadual;19.3;34.9
2015;Nordeste;26;PE;2610905;Pesqueira;Urbana;Municipal;27.6;--
2015;Nordeste;26;PE;2610905;Pesqueira;Urbana;Privada;5.4;10.1
2015;Nordeste;26;PE;2610905;Pesqueira;Urbana;Pública;25.5;34.9
2015;Nordeste;26;PE;2610905;Pesqueira;Rural;Total;37.3;63.9
2015;Nordeste;26;PE;2610905;Pesqueira;Rural;Estadual;51.7;63.9
2015;Nordeste;26;PE;2610905;Pesqueira;Rural;Municipal;23.4;--
2015;Nordeste;26;PE;2610905;Pesqueira;Rural;Pública;37.3;63.9
2015;Nordeste;26;PE;2611002;Petrolândia;Total;Total;19.2;27.8
2015;Nordeste;26;PE;2611002;Petrolândia;Total;Estadual;30.2;27.8
2015;Nordeste;26;PE;2611002;Petrolândia;Total;Municipal;18.1;--
2015;Nordeste;26;PE;2611002;Petrolândia;Total;Privada;1.8;--
2015;Nordeste;26;PE;2611002;Petrolândia;Total;Pública;19.7;27.8
2015;Nordeste;26;PE;2611002;Petrolândia;Urbana;Total;17.3;25.8
2015;Nordeste;26;PE;2611002;Petrolândia;Urbana;Estadual;97.6;25.8
2015;Nordeste;26;PE;2611002;Petrolândia;Urbana;Municipal;17.1;--
2015;Nordeste;26;PE;2611002;Petrolândia;Urbana;Privada;1.8;--
2015;Nordeste;26;PE;2611002;Petrolândia;Urbana;Pública;18;25.8
2015;Nordeste;26;PE;2611002;Petrolândia;Rural;Total;22.6;35.8
2015;Nordeste;26;PE;2611002;Petrolândia;Rural;Estadual;26.3;35.8
2015;Nordeste;26;PE;2611002;Petrolândia;Rural;Municipal;20.7;--
2015;Nordeste;26;PE;2611002;Petrolândia;Rural;Pública;22.6;35.8
2015;Nordeste;26;PE;2611101;Petrolina;Total;Total;18.7;32.3
2015;Nordeste;26;PE;2611101;Petrolina;Total;Federal;--;25.4
2015;Nordeste;26;PE;2611101;Petrolina;Total;Estadual;32.7;37.2
2015;Nordeste;26;PE;2611101;Petrolina;Total;Municipal;18.1;--
2015;Nordeste;26;PE;2611101;Petrolina;Total;Privada;3.7;5.3
2015;Nordeste;26;PE;2611101;Petrolina;Total;Pública;22.7;36.6
2015;Nordeste;26;PE;2611101;Petrolina;Urbana;Total;17.4;28.5
2015;Nordeste;26;PE;2611101;Petrolina;Urbana;Federal;--;18.4
2015;Nordeste;26;PE;2611101;Petrolina;Urbana;Estadual;32.3;34.7
2015;Nordeste;26;PE;2611101;Petrolina;Urbana;Municipal;18.7;--
2015;Nordeste;26;PE;2611101;Petrolina;Urbana;Privada;3.7;5.3
2015;Nordeste;26;PE;2611101;Petrolina;Urbana;Pública;23.5;33.9
2015;Nordeste;26;PE;2611101;Petrolina;Rural;Total;21.4;42.9
2015;Nordeste;26;PE;2611101;Petrolina;Rural;Federal;--;41
2015;Nordeste;26;PE;2611101;Petrolina;Rural;Estadual;33.7;43
2015;Nordeste;26;PE;2611101;Petrolina;Rural;Municipal;17.3;--
2015;Nordeste;26;PE;2611101;Petrolina;Rural;Privada;0;--
2015;Nordeste;26;PE;2611101;Petrolina;Rural;Pública;21.5;42.9
2015;Nordeste;26;PE;2611200;Poção;Total;Total;29.4;50.5
2015;Nordeste;26;PE;2611200;Poção;Total;Estadual;14.2;50.5
2015;Nordeste;26;PE;2611200;Poção;Total;Municipal;31;--
2015;Nordeste;26;PE;2611200;Poção;Total;Privada;2.2;--
2015;Nordeste;26;PE;2611200;Poção;Total;Pública;30;50.5
2015;Nordeste;26;PE;2611200;Poção;Urbana;Total;33.4;50.5
2015;Nordeste;26;PE;2611200;Poção;Urbana;Estadual;17.5;50.5
2015;Nordeste;26;PE;2611200;Poção;Urbana;Municipal;35.4;--
2015;Nordeste;26;PE;2611200;Poção;Urbana;Privada;2.2;--
2015;Nordeste;26;PE;2611200;Poção;Urbana;Pública;34.4;50.5
2015;Nordeste;26;PE;2611200;Poção;Rural;Total;15.7;--
2015;Nordeste;26;PE;2611200;Poção;Rural;Estadual;6.1;--
2015;Nordeste;26;PE;2611200;Poção;Rural;Municipal;16.5;--
2015;Nordeste;26;PE;2611200;Poção;Rural;Pública;15.7;--
2015;Nordeste;26;PE;2611309;Pombos;Total;Total;33.4;23.6
2015;Nordeste;26;PE;2611309;Pombos;Total;Estadual;--;23.6
2015;Nordeste;26;PE;2611309;Pombos;Total;Municipal;37.3;--
2015;Nordeste;26;PE;2611309;Pombos;Total;Privada;14.5;--
2015;Nordeste;26;PE;2611309;Pombos;Total;Pública;37.3;23.6
2015;Nordeste;26;PE;2611309;Pombos;Urbana;Total;34.7;23.6
2015;Nordeste;26;PE;2611309;Pombos;Urbana;Estadual;--;23.6
2015;Nordeste;26;PE;2611309;Pombos;Urbana;Municipal;40.5;--
2015;Nordeste;26;PE;2611309;Pombos;Urbana;Privada;14.5;--
2015;Nordeste;26;PE;2611309;Pombos;Urbana;Pública;40.5;23.6
2015;Nordeste;26;PE;2611309;Pombos;Rural;Total;29.7;--
2015;Nordeste;26;PE;2611309;Pombos;Rural;Municipal;29.7;--
2015;Nordeste;26;PE;2611309;Pombos;Rural;Pública;29.7;--
2015;Nordeste;26;PE;2611408;Primavera;Total;Total;31.4;44.6
2015;Nordeste;26;PE;2611408;Primavera;Total;Estadual;--;44.6
2015;Nordeste;26;PE;2611408;Primavera;Total;Municipal;35.5;--
2015;Nordeste;26;PE;2611408;Primavera;Total;Privada;11.2;--
2015;Nordeste;26;PE;2611408;Primavera;Total;Pública;35.5;44.6
2015;Nordeste;26;PE;2611408;Primavera;Urbana;Total;32.3;44.6
2015;Nordeste;26;PE;2611408;Primavera;Urbana;Estadual;--;44.6
2015;Nordeste;26;PE;2611408;Primavera;Urbana;Municipal;37.1;--
2015;Nordeste;26;PE;2611408;Primavera;Urbana;Privada;11.2;--
2015;Nordeste;26;PE;2611408;Primavera;Urbana;Pública;37.1;44.6
2015;Nordeste;26;PE;2611408;Primavera;Rural;Total;23.8;--
2015;Nordeste;26;PE;2611408;Primavera;Rural;Municipal;23.8;--
2015;Nordeste;26;PE;2611408;Primavera;Rural;Pública;23.8;--
2015;Nordeste;26;PE;2611507;Quipapá;Total;Total;29.4;36
2015;Nordeste;26;PE;2611507;Quipapá;Total;Estadual;--;36
2015;Nordeste;26;PE;2611507;Quipapá;Total;Municipal;31.3;--
2015;Nordeste;26;PE;2611507;Quipapá;Total;Privada;1.5;--
2015;Nordeste;26;PE;2611507;Quipapá;Total;Pública;31.3;36
