NU_ANO_CENSO;NO_REGIAO;CO_UF;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_TX_DIST_IDADE_SERIE_TOTAL;MED_TX_DIST_IDADE_SERIE_TOTAL
2015;Sudeste;35;SP;3545001;Salesópolis;Total;Municipal;4;--
2015;Sudeste;35;SP;3545001;Salesópolis;Total;Pública;7;14.4
2015;Sudeste;35;SP;3545001;Salesópolis;Urbana;Total;6.4;16.5
2015;Sudeste;35;SP;3545001;Salesópolis;Urbana;Estadual;10.3;16.5
2015;Sudeste;35;SP;3545001;Salesópolis;Urbana;Municipal;3.6;--
2015;Sudeste;35;SP;3545001;Salesópolis;Urbana;Pública;6.4;16.5
2015;Sudeste;35;SP;3545001;Salesópolis;Rural;Total;10.2;7.1
2015;Sudeste;35;SP;3545001;Salesópolis;Rural;Estadual;10.9;7.1
2015;Sudeste;35;SP;3545001;Salesópolis;Rural;Municipal;8.6;--
2015;Sudeste;35;SP;3545001;Salesópolis;Rural;Pública;10.2;7.1
2015;Sudeste;35;SP;3545100;Salmourão;Total;Total;6.2;9.7
2015;Sudeste;35;SP;3545100;Salmourão;Total;Estadual;8.3;9.7
2015;Sudeste;35;SP;3545100;Salmourão;Total;Municipal;3.8;--
2015;Sudeste;35;SP;3545100;Salmourão;Total;Pública;6.2;9.7
2015;Sudeste;35;SP;3545100;Salmourão;Urbana;Total;6.2;9.7
2015;Sudeste;35;SP;3545100;Salmourão;Urbana;Estadual;8.3;9.7
2015;Sudeste;35;SP;3545100;Salmourão;Urbana;Municipal;3.8;--
2015;Sudeste;35;SP;3545100;Salmourão;Urbana;Pública;6.2;9.7
2015;Sudeste;35;SP;3545159;Saltinho;Total;Total;7.6;14.5
2015;Sudeste;35;SP;3545159;Saltinho;Total;Estadual;10.5;14.5
2015;Sudeste;35;SP;3545159;Saltinho;Total;Municipal;5;--
2015;Sudeste;35;SP;3545159;Saltinho;Total;Pública;7.6;14.5
2015;Sudeste;35;SP;3545159;Saltinho;Urbana;Total;7.6;14.5
2015;Sudeste;35;SP;3545159;Saltinho;Urbana;Estadual;10.5;14.5
2015;Sudeste;35;SP;3545159;Saltinho;Urbana;Municipal;5;--
2015;Sudeste;35;SP;3545159;Saltinho;Urbana;Pública;7.6;14.5
2015;Sudeste;35;SP;3545209;Salto;Total;Total;3.7;9.7
2015;Sudeste;35;SP;3545209;Salto;Total;Federal;--;6
2015;Sudeste;35;SP;3545209;Salto;Total;Estadual;4.4;10.3
2015;Sudeste;35;SP;3545209;Salto;Total;Municipal;3.5;--
2015;Sudeste;35;SP;3545209;Salto;Total;Privada;1.4;6.4
2015;Sudeste;35;SP;3545209;Salto;Total;Pública;4.1;10
2015;Sudeste;35;SP;3545209;Salto;Urbana;Total;3.7;9.7
2015;Sudeste;35;SP;3545209;Salto;Urbana;Federal;--;6
2015;Sudeste;35;SP;3545209;Salto;Urbana;Estadual;4.4;10.3
2015;Sudeste;35;SP;3545209;Salto;Urbana;Municipal;3.5;--
2015;Sudeste;35;SP;3545209;Salto;Urbana;Privada;1.4;6.4
2015;Sudeste;35;SP;3545209;Salto;Urbana;Pública;4.1;10
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Total;Total;10.1;10
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Total;Estadual;10.8;10.4
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Total;Municipal;10.5;--
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Total;Privada;3.7;2.9
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Total;Pública;10.6;10.4
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Urbana;Total;10.7;10
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Urbana;Estadual;12.3;10.4
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Urbana;Municipal;10.6;--
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Urbana;Privada;3.7;2.9
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Urbana;Pública;11.3;10.4
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Rural;Total;1.5;--
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Rural;Estadual;0.4;--
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Rural;Municipal;4.8;--
2015;Sudeste;35;SP;3545308;Salto de Pirapora;Rural;Pública;1.5;--
2015;Sudeste;35;SP;3545407;Salto Grande;Total;Total;8;9.9
2015;Sudeste;35;SP;3545407;Salto Grande;Total;Estadual;11.5;9.9
2015;Sudeste;35;SP;3545407;Salto Grande;Total;Municipal;4.8;--
2015;Sudeste;35;SP;3545407;Salto Grande;Total;Pública;8;9.9
2015;Sudeste;35;SP;3545407;Salto Grande;Urbana;Total;8;9.9
2015;Sudeste;35;SP;3545407;Salto Grande;Urbana;Estadual;11.5;9.9
2015;Sudeste;35;SP;3545407;Salto Grande;Urbana;Municipal;4.8;--
2015;Sudeste;35;SP;3545407;Salto Grande;Urbana;Pública;8;9.9
2015;Sudeste;35;SP;3545506;Sandovalina;Total;Total;6.8;7.3
2015;Sudeste;35;SP;3545506;Sandovalina;Total;Estadual;--;7.3
2015;Sudeste;35;SP;3545506;Sandovalina;Total;Municipal;6.8;--
2015;Sudeste;35;SP;3545506;Sandovalina;Total;Pública;6.8;7.3
2015;Sudeste;35;SP;3545506;Sandovalina;Urbana;Total;6.8;7.3
2015;Sudeste;35;SP;3545506;Sandovalina;Urbana;Estadual;--;7.3
2015;Sudeste;35;SP;3545506;Sandovalina;Urbana;Municipal;6.8;--
2015;Sudeste;35;SP;3545506;Sandovalina;Urbana;Pública;6.8;7.3
2015;Sudeste;35;SP;3545605;Santa Adélia;Total;Total;6.1;11.9
2015;Sudeste;35;SP;3545605;Santa Adélia;Total;Estadual;16.3;13.8
2015;Sudeste;35;SP;3545605;Santa Adélia;Total;Municipal;4.5;--
2015;Sudeste;35;SP;3545605;Santa Adélia;Total;Privada;1;0
2015;Sudeste;35;SP;3545605;Santa Adélia;Total;Pública;6.8;13.8
2015;Sudeste;35;SP;3545605;Santa Adélia;Urbana;Total;6.1;11.9
2015;Sudeste;35;SP;3545605;Santa Adélia;Urbana;Estadual;16.3;13.8
2015;Sudeste;35;SP;3545605;Santa Adélia;Urbana;Municipal;4.5;--
2015;Sudeste;35;SP;3545605;Santa Adélia;Urbana;Privada;1;0
2015;Sudeste;35;SP;3545605;Santa Adélia;Urbana;Pública;6.8;13.8
2015;Sudeste;35;SP;3545704;Santa Albertina;Total;Total;7.1;7.3
2015;Sudeste;35;SP;3545704;Santa Albertina;Total;Estadual;8.3;7.3
2015;Sudeste;35;SP;3545704;Santa Albertina;Total;Municipal;5.8;--
2015;Sudeste;35;SP;3545704;Santa Albertina;Total;Pública;7.1;7.3
2015;Sudeste;35;SP;3545704;Santa Albertina;Urbana;Total;7.1;7.3
2015;Sudeste;35;SP;3545704;Santa Albertina;Urbana;Estadual;8.3;7.3
2015;Sudeste;35;SP;3545704;Santa Albertina;Urbana;Municipal;5.8;--
2015;Sudeste;35;SP;3545704;Santa Albertina;Urbana;Pública;7.1;7.3
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Total;Total;4.5;9.4
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Total;Estadual;6.9;9.9
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Total;Municipal;2.8;--
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Total;Privada;1;3
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Total;Pública;4.9;9.9
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Urbana;Total;4.5;9.4
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Urbana;Estadual;6.9;9.9
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Urbana;Municipal;2.8;--
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Urbana;Privada;1;3
2015;Sudeste;35;SP;3545803;Santa Bárbara d'Oeste;Urbana;Pública;4.9;9.9
2015;Sudeste;35;SP;3546009;Santa Branca;Total;Total;19.1;18.3
2015;Sudeste;35;SP;3546009;Santa Branca;Total;Estadual;--;18.3
2015;Sudeste;35;SP;3546009;Santa Branca;Total;Municipal;19.3;--
2015;Sudeste;35;SP;3546009;Santa Branca;Total;Privada;0;--
2015;Sudeste;35;SP;3546009;Santa Branca;Total;Pública;19.3;18.3
2015;Sudeste;35;SP;3546009;Santa Branca;Urbana;Total;19.6;18.3
2015;Sudeste;35;SP;3546009;Santa Branca;Urbana;Estadual;--;18.3
2015;Sudeste;35;SP;3546009;Santa Branca;Urbana;Municipal;19.8;--
2015;Sudeste;35;SP;3546009;Santa Branca;Urbana;Privada;0;--
2015;Sudeste;35;SP;3546009;Santa Branca;Urbana;Pública;19.8;18.3
2015;Sudeste;35;SP;3546009;Santa Branca;Rural;Total;13.4;--
2015;Sudeste;35;SP;3546009;Santa Branca;Rural;Municipal;13.4;--
2015;Sudeste;35;SP;3546009;Santa Branca;Rural;Pública;13.4;--
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Total;Total;3.2;5.1
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Total;Estadual;4;5.1
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Total;Municipal;2.6;--
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Total;Pública;3.2;5.1
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Urbana;Total;3.2;5.1
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Urbana;Estadual;4;5.1
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Urbana;Municipal;2.6;--
2015;Sudeste;35;SP;3546108;Santa Clara d'Oeste;Urbana;Pública;3.2;5.1
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Total;Total;14.4;22.2
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Total;Estadual;20;22.2
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Total;Municipal;10.5;--
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Total;Pública;14.4;22.2
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Urbana;Total;13.7;22.2
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Urbana;Estadual;20;22.2
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Urbana;Municipal;8.4;--
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Urbana;Pública;13.7;22.2
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Rural;Total;20.4;--
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Rural;Municipal;20.4;--
2015;Sudeste;35;SP;3546207;Santa Cruz da Conceição;Rural;Pública;20.4;--
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Total;Total;6.1;18.8
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Total;Estadual;--;18.8
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Total;Municipal;6.1;--
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Total;Pública;6.1;18.8
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Urbana;Total;6.1;18.8
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Urbana;Estadual;--;18.8
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Urbana;Municipal;6.1;--
2015;Sudeste;35;SP;3546256;Santa Cruz da Esperança;Urbana;Pública;6.1;18.8
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Total;Total;7.6;11.2
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Total;Estadual;11.4;12.5
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Total;Municipal;6.7;--
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Total;Privada;0.7;1.9
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Total;Pública;8.6;12.5
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Urbana;Total;7.6;11.2
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Urbana;Estadual;11.4;12.5
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Urbana;Municipal;6.7;--
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Urbana;Privada;0.7;1.9
2015;Sudeste;35;SP;3546306;Santa Cruz das Palmeiras;Urbana;Pública;8.6;12.5
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Total;Total;6.1;13.4
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Total;Estadual;9.3;15.6
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Total;Municipal;4.8;--
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Total;Privada;2.3;2.5
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Total;Pública;6.9;15.6
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Urbana;Total;6.1;14
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Urbana;Estadual;9.3;17.1
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Urbana;Municipal;4.8;--
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Urbana;Privada;2.3;2.5
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Urbana;Pública;6.9;17.1
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Rural;Total;--;11.3
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Rural;Estadual;--;11.3
2015;Sudeste;35;SP;3546405;Santa Cruz do Rio Pardo;Rural;Pública;--;11.3
2015;Sudeste;35;SP;3546504;Santa Ernestina;Total;Total;3.1;4.5
2015;Sudeste;35;SP;3546504;Santa Ernestina;Total;Estadual;3.9;4.5
2015;Sudeste;35;SP;3546504;Santa Ernestina;Total;Municipal;2.7;--
2015;Sudeste;35;SP;3546504;Santa Ernestina;Total;Pública;3.1;4.5
2015;Sudeste;35;SP;3546504;Santa Ernestina;Urbana;Total;3.1;4.5
2015;Sudeste;35;SP;3546504;Santa Ernestina;Urbana;Estadual;3.9;4.5
2015;Sudeste;35;SP;3546504;Santa Ernestina;Urbana;Municipal;2.7;--
2015;Sudeste;35;SP;3546504;Santa Ernestina;Urbana;Pública;3.1;4.5
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Total;Total;3.7;10
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Total;Estadual;4.9;6.8
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Total;Municipal;4.1;100
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Total;Privada;1.4;4.2
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Total;Pública;4.2;11.1
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Urbana;Total;3.7;10
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Urbana;Estadual;4.9;6.8
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Urbana;Municipal;4.1;100
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Urbana;Privada;1.4;4.2
2015;Sudeste;35;SP;3546603;Santa Fé do Sul;Urbana;Pública;4.2;11.1
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Total;Total;10.5;11.2
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Total;Estadual;--;11.4
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Total;Municipal;10.8;--
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Total;Privada;2.4;3.4
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Total;Pública;10.8;11.4
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Urbana;Total;10.5;11.2
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Urbana;Estadual;--;11.4
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Urbana;Municipal;10.8;--
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Urbana;Privada;2.4;3.4
2015;Sudeste;35;SP;3546702;Santa Gertrudes;Urbana;Pública;10.8;11.4
2015;Sudeste;35;SP;3546801;Santa Isabel;Total;Total;9.3;6.4
2015;Sudeste;35;SP;3546801;Santa Isabel;Total;Estadual;7.3;6.5
2015;Sudeste;35;SP;3546801;Santa Isabel;Total;Municipal;11.6;--
2015;Sudeste;35;SP;3546801;Santa Isabel;Total;Privada;1.9;3.4
2015;Sudeste;35;SP;3546801;Santa Isabel;Total;Pública;9.9;6.5
2015;Sudeste;35;SP;3546801;Santa Isabel;Urbana;Total;8.1;6.4
2015;Sudeste;35;SP;3546801;Santa Isabel;Urbana;Estadual;7.3;6.5
2015;Sudeste;35;SP;3546801;Santa Isabel;Urbana;Municipal;9.8;--
2015;Sudeste;35;SP;3546801;Santa Isabel;Urbana;Privada;1.9;3.4
2015;Sudeste;35;SP;3546801;Santa Isabel;Urbana;Pública;8.6;6.5
2015;Sudeste;35;SP;3546801;Santa Isabel;Rural;Total;17.8;--
2015;Sudeste;35;SP;3546801;Santa Isabel;Rural;Municipal;17.8;--
2015;Sudeste;35;SP;3546801;Santa Isabel;Rural;Pública;17.8;--
2015;Sudeste;35;SP;3546900;Santa Lúcia;Total;Total;4.8;10.9
2015;Sudeste;35;SP;3546900;Santa Lúcia;Total;Estadual;7.7;10.9
2015;Sudeste;35;SP;3546900;Santa Lúcia;Total;Municipal;2.6;--
2015;Sudeste;35;SP;3546900;Santa Lúcia;Total;Pública;4.8;10.9
2015;Sudeste;35;SP;3546900;Santa Lúcia;Urbana;Total;4.8;10.9
2015;Sudeste;35;SP;3546900;Santa Lúcia;Urbana;Estadual;7.7;10.9
2015;Sudeste;35;SP;3546900;Santa Lúcia;Urbana;Municipal;2.6;--
2015;Sudeste;35;SP;3546900;Santa Lúcia;Urbana;Pública;4.8;10.9
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Total;Total;10.5;18.6
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Total;Estadual;12.7;18.6
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Total;Municipal;9.1;--
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Total;Privada;--;--
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Total;Pública;10.5;18.6
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Urbana;Total;10.5;18.6
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Urbana;Estadual;12.7;18.6
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Urbana;Municipal;9.1;--
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Urbana;Privada;--;--
2015;Sudeste;35;SP;3547007;Santa Maria da Serra;Urbana;Pública;10.5;18.6
2015;Sudeste;35;SP;3547106;Santa Mercedes;Total;Total;7.1;6.9
2015;Sudeste;35;SP;3547106;Santa Mercedes;Total;Estadual;9.4;6.9
2015;Sudeste;35;SP;3547106;Santa Mercedes;Total;Municipal;5.2;--
2015;Sudeste;35;SP;3547106;Santa Mercedes;Total;Pública;7.1;6.9
2015;Sudeste;35;SP;3547106;Santa Mercedes;Urbana;Total;7.1;6.9
2015;Sudeste;35;SP;3547106;Santa Mercedes;Urbana;Estadual;9.4;6.9
2015;Sudeste;35;SP;3547106;Santa Mercedes;Urbana;Municipal;5.2;--
2015;Sudeste;35;SP;3547106;Santa Mercedes;Urbana;Pública;7.1;6.9
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Total;Total;3.9;11.8
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Total;Estadual;4.2;11.8
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Total;Municipal;0;--
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Total;Pública;3.9;11.8
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Urbana;Total;3.9;11.8
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Urbana;Estadual;4.2;11.8
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Urbana;Municipal;0;--
2015;Sudeste;35;SP;3547205;Santana da Ponte Pensa;Urbana;Pública;3.9;11.8
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Total;Total;10.4;14.3
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Total;Estadual;--;1.7
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Total;Municipal;12;16.8
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Total;Privada;2.5;5.8
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Total;Pública;12;15.6
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Urbana;Total;10.4;14.3
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Urbana;Estadual;--;1.7
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Urbana;Municipal;12;16.8
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Urbana;Privada;2.5;5.8
2015;Sudeste;35;SP;3547304;Santana de Parnaíba;Urbana;Pública;12;15.6
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Total;Total;6.6;3
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Total;Estadual;8.1;3
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Total;Municipal;5;--
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Total;Pública;6.6;3
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Urbana;Total;6.6;3
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Urbana;Estadual;8.1;3
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Urbana;Municipal;5;--
2015;Sudeste;35;SP;3547403;Santa Rita d'Oeste;Urbana;Pública;6.6;3
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Total;Total;16.7;18.7
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Total;Estadual;27.7;22.6
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Total;Municipal;16.3;--
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Total;Privada;7.1;10.6
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Total;Pública;20.4;22.6
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Urbana;Total;16.7;18.7
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Urbana;Estadual;27.7;22.6
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Urbana;Municipal;16.3;--
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Urbana;Privada;7.1;10.6
2015;Sudeste;35;SP;3547502;Santa Rita do Passa Quatro;Urbana;Pública;20.4;22.6
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Total;Total;6.9;17.8
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Total;Estadual;10.5;20.5
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Total;Municipal;5.4;--
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Total;Privada;2.4;1.3
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Total;Pública;7.6;20.5
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Urbana;Total;6.9;17.8
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Urbana;Estadual;10.5;20.5
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Urbana;Municipal;5.4;--
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Urbana;Privada;2.4;1.3
2015;Sudeste;35;SP;3547601;Santa Rosa de Viterbo;Urbana;Pública;7.6;20.5
2015;Sudeste;35;SP;3547650;Santa Salete;Total;Total;1.7;6.3
2015;Sudeste;35;SP;3547650;Santa Salete;Total;Estadual;2;6.3
2015;Sudeste;35;SP;3547650;Santa Salete;Total;Municipal;0;--
2015;Sudeste;35;SP;3547650;Santa Salete;Total;Pública;1.7;6.3
2015;Sudeste;35;SP;3547650;Santa Salete;Urbana;Total;1.7;6.3
2015;Sudeste;35;SP;3547650;Santa Salete;Urbana;Estadual;2;6.3
2015;Sudeste;35;SP;3547650;Santa Salete;Urbana;Municipal;0;--
2015;Sudeste;35;SP;3547650;Santa Salete;Urbana;Pública;1.7;6.3
2015;Sudeste;35;SP;3547700;Santo Anastácio;Total;Total;4.2;11.2
2015;Sudeste;35;SP;3547700;Santo Anastácio;Total;Estadual;9.2;14.3
2015;Sudeste;35;SP;3547700;Santo Anastácio;Total;Municipal;1.8;--
2015;Sudeste;35;SP;3547700;Santo Anastácio;Total;Privada;2.2;2.3
2015;Sudeste;35;SP;3547700;Santo Anastácio;Total;Pública;5.4;14.3
2015;Sudeste;35;SP;3547700;Santo Anastácio;Urbana;Total;4.2;11.2
2015;Sudeste;35;SP;3547700;Santo Anastácio;Urbana;Estadual;9.2;14.3
2015;Sudeste;35;SP;3547700;Santo Anastácio;Urbana;Municipal;1.8;--
2015;Sudeste;35;SP;3547700;Santo Anastácio;Urbana;Privada;2.2;2.3
2015;Sudeste;35;SP;3547700;Santo Anastácio;Urbana;Pública;5.4;14.3
2015;Sudeste;35;SP;3547809;Santo André;Total;Total;4.8;12.8
2015;Sudeste;35;SP;3547809;Santo André;Total;Estadual;6.7;15.4
2015;Sudeste;35;SP;3547809;Santo André;Total;Municipal;4.6;--
2015;Sudeste;35;SP;3547809;Santo André;Total;Privada;2.3;5.5
2015;Sudeste;35;SP;3547809;Santo André;Total;Pública;6;15.4
2015;Sudeste;35;SP;3547809;Santo André;Urbana;Total;4.8;12.8
2015;Sudeste;35;SP;3547809;Santo André;Urbana;Estadual;6.7;15.4
2015;Sudeste;35;SP;3547809;Santo André;Urbana;Municipal;4.6;--
2015;Sudeste;35;SP;3547809;Santo André;Urbana;Privada;2.3;5.5
2015;Sudeste;35;SP;3547809;Santo André;Urbana;Pública;6;15.4
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Total;Total;10.5;29.5
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Total;Estadual;19.1;29.5
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Total;Municipal;2.7;--
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Total;Pública;10.5;29.5
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Urbana;Total;10.5;29.5
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Urbana;Estadual;19.1;29.5
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Urbana;Municipal;2.7;--
2015;Sudeste;35;SP;3547908;Santo Antônio da Alegria;Urbana;Pública;10.5;29.5
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Total;Total;18;15.3
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Total;Estadual;--;15.3
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Total;Municipal;18.8;--
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Total;Privada;1.4;--
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Total;Pública;18.8;15.3
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Urbana;Total;18.2;15.3
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Urbana;Estadual;--;15.3
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Urbana;Municipal;19.1;--
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Urbana;Privada;1.4;--
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Urbana;Pública;19.1;15.3
2015;Sudeste;35;SP;3548005;Santo Antônio de Posse;Rural;Total;13.6;--
