CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021
4200051;65845;62400;63127;64723;63045;63186;67415;62064;75124
4200101;766838;579948;562306;604764;606397;698749;661696;785719;785840
4200200;216978;259512;231502;225853;243184;248710;275681;301509;396094
4200309;118449;134086;125673;138746;155575;158302;161868;186897;232870
4200408;253497;261045;273565;317772;297991;310758;356271;545641;651064
4200507;84905;87948;87032;100895;97142;103626;111370;118517;137688
4200556;117112;69902;72336;87594;93307;98949;109866;126595;163064
4200606;150494;145819;138402;146847;137240;164587;174766;179592;199557
4200705;163892;177694;192917;213006;229721;259596;270062;318272;336432
4200754;39898;45058;48234;48789;51586;55915;60655;72476;78990
4200804;162915;114200;119249;138446;129242;134526;143489;175462;203784
4200903;102564;105192;103375;114334;97759;112091;133477;149508;174544
4201000;92832;100900;117197;139125;137558;155793;171000;180845;231485
4201109;55288;51715;54310;59910;53476;57086;62292;67108;84556
4201208;484073;540850;555358;599424;577415;656475;789111;788089;796471
4201257;289588;387602;411809;386869;414989;416068;401001;371305;442404
4201273;90655;99249;104974;106411;126170;156882;174031;228359;284398
4201307;1017531;1633990;2724010;3206663;3928868;4154129;4856885;5507493;7487636
4201406;1339435;1510259;1549048;1572795;1724987;1833796;1941116;2066667;2384838
4201505;136967;167033;160101;165510;168495;190756;210847;230323;272041
4201604;81828;81356;81216;89757;92188;89332;97459;110962;125939
4201653;68033;62701;95565;91389;87210;100351;115566;135543;203863
4201703;213618;159321;147714;157751;192659;197071;210420;207577;244941
4201802;109391;83834;87580;97704;99538;99246;100719;101182;125964
4201901;129851;152686;152887;150187;166813;210460;176919;268031;406893
4201950;109757;125115;130895;142876;158894;171677;179664;195653;221814
4202008;3954013;4464558;4812598;4931619;5149750;5551557;6039781;6210863;7357101
4202057;130437;151355;163616;176327;188053;185970;202216;216001;254540
4202073;97092;112124;124580;128504;140778;152262;166809;182708;216920
4202081;41768;47096;57170;62748;62542;61181;79432;106895;102204
4202099;30428;31432;33791;38423;39994;35317;36851;42592;52278
4202107;982779;1280955;1297219;1300555;1666892;1398993;1831043;1837170;2372107
4202131;145080;137803;135394;149702;139124;150008;153403;175806;196838
4202156;43170;46447;46414;49592;53319;51774;53273;61723;57645
4202206;169745;202899;233130;255623;293991;302416;330157;370030;470066
4202305;1381738;1558399;1455244;1523083;1609731;1866213;2215977;2415813;2669788
4202404;13084850;15885446;15438661;15405704;16013864;16961256;17303599;17782041;20576440
4202438;55124;58761;64647;70413;68270;77870;86126;96202;135891
4202453;368732;451195;512112;593209;598335;655808;721628;783522;877306
4202503;77810;83543;78720;116194;119837;99808;132721;242082;371641
4202537;73066;56649;64665;93091;92071;100973;119116;131101;160196
4202578;87773;41717;41244;42793;52471;52879;53805;64587;73695
4202602;230572;229039;232721;285350;254185;272655;313756;346803;422319
4202701;171422;223518;231446;250925;282610;321129;325217;348785;430570
4202800;771797;908193;979638;1014142;1134602;1175283;1338142;1443112;1744713
4202859;150054;177309;143142;140352;137911;155522;155526;181527;250118
4202875;51259;60321;64095;76313;76675;81372;90127;95779;137952
4202909;4394724;5256958;4953144;5249639;5885107;6375146;6933741;6998846;8723259
4203006;2559871;2714396;2588654;2733645;3074094;3298267;3530604;3951560;4702908
4203105;126889;182406;169217;183043;197559;238718;250737;285114;316744
4203154;68969;60512;65975;76735;63554;70128;78607;85947;97685
4203204;849907;1013982;1126513;1211402;1350979;1502264;1682847;1826694;2242100
4203253;99801;70681;82724;107710;101045;118413;136745;158898;235012
4203303;278921;356805;335093;389858;456444;490706;559620;563080;699636
4203402;148617;148605;167986;213741;219725;228173;228827;235160;333003
4203501;284980;228640;232323;266885;265131;294166;278626;330954;437780
4203600;1669360;1725100;1889322;1952635;1965649;1950894;2193961;2435743;2610111
4203709;161171;185507;177358;165500;177573;189954;205870;215137;295596
4203808;1377032;1437868;1464295;1452117;1591335;1703205;1757061;1859428;2202873
4203907;556717;763884;748653;786850;838098;834324;948760;961959;1070601
4203956;817911;705393;559626;634460;429811;784191;916327;1271609;1348473
4204004;264207;366234;355298;402536;392499;406888;436133;455347;530828
4204103;135410;96811;96835;108914;122745;119354;141193;193778;164133
4204152;44071;44402;49824;57879;54227;55175;59338;57096;65897
4204178;57012;53340;67445;84986;72290;81005;80108;78455;141410
4204194;67632;59139;57757;72603;82487;83231;80329;98085;97926
4204202;6785874;7978974;7946821;8321372;8893190;9611568;10516199;11946493;13693104
4204251;468438;593531;589196;604411;706082;657435;683552;703615;885040
4204301;2384736;2215742;2733439;2929909;3179422;3352605;3723579;3909478;4559276
4204350;192860;193180;185108;188464;219814;257705;299679;314090;434564
4204400;266224;234133;238691;257645;256490;270094;283723;331944;381539
4204459;41124;38197;42015;48932;48556;50033;47852;53361;57373
4204509;393006;379977;357835;380267;520313;442321;465249;678099;797518
4204558;454785;481887;530350;520499;616434;578590;618919;670691;591259
4204608;5496582;6349390;6998879;6898752;7149694;7686780;8219562;8808931;10063805
4204707;557470;479616;473970;513283;519840;535671;596679;702506;927504
4204756;34546;35811;38921;40674;45987;51369;51914;58478;66618
4204806;934828;1063004;1082175;1226428;1495894;1425830;1494517;1603819;1875114
4204905;181564;202863;207537;220616;228896;217153;226098;265931;298972
4205001;338168;364587;386425;400590;400533;395626;414716;494130;636238
4205100;70484;83510;81879;88075;101244;114649;116469;135636;165716
4205159;57366;72495;80247;98778;112866;114093;118661;131267;175696
4205175;88845;46944;49210;51106;47077;48004;50587;54575;61375
4205191;53600;60468;61916;79092;85982;84045;93400;120352;176541
4205209;108026;111099;116179;127052;140484;140137;136962;152013;183128
4205308;450809;390426;368141;402978;434704;440828;470924;578654;758314
4205357;25331;33171;33930;40575;39866;40711;49084;54802;64273
4205407;14974993;16915926;17619984;18660876;19516694;21059944;21966053;21300109;23555034
4205431;44559;48785;43902;51673;49744;55373;56822;60837;78629
4205456;527713;739261;745908;714769;813485;851172;897888;978278;1224362
4205506;825667;799595;869131;952107;907570;925962;977385;1150973;1273454
4205555;54025;42618;52487;60956;67307;49378;72671;71940;102093
4205605;106757;61503;67075;80375;66674;75586;76468;95597;99952
4205704;346584;405903;439795;478206;534237;584870;616471;684707;773131
4205803;549508;733700;664964;663048;912747;1071702;1098515;1388594;2033119
4205902;1830763;2508454;2381770;2444847;2824158;2978775;3186559;3343822;4156791
4206009;182345;214876;243065;267761;296409;316570;352430;378449;449622
4206108;150128;183992;184904;197913;227778;218916;248728;263423;329139
4206207;137243;146659;189466;203118;224293;240845;264781;293883;387231
4206306;780902;969405;872837;816352;902724;977978;1001396;1015605;1262670
4206405;254118;231183;239306;276994;287359;346834;347379;397472;454591
4206504;1296423;1538532;1472352;1465631;1541865;1696751;1957533;2012961;2514108
4206603;108954;132253;129889;148611;150699;154033;166755;180031;202542
4206652;388628;199530;241441;241884;244350;226387;253792;293594;354963
4206702;378803;445889;410797;393952;430260;476489;481991;540370;623924
4206751;52552;40293;42024;47560;47326;53466;52596;62636;75603
4206801;72030;78314;80617;94381;96940;99619;113078;126349;145406
4206900;344582;378617;379668;387870;421610;444052;470948;486334;599101
4207007;1540550;1832170;1827679;1890768;2102972;2338643;2556326;2772970;3521296
4207106;356094;449310;462779;632582;683687;709810;724076;882567;1215153
4207205;151886;157060;163863;173628;181532;196353;196004;237242;252788
4207304;989630;1074231;1178408;1369594;1548283;1776654;2019884;2143434;2502431
4207403;113767;113727;117463;133387;123586;178560;174751;212588;260667
4207502;1834322;2288292;2219339;2321940;2500546;2591007;2976676;3125768;3675475
4207577;96230;96019;92778;96916;127194;124824;162267;185712;227766
4207601;65819;75235;74264;81058;84447;84700;87808;97830;107120
4207650;177918;208974;213006;243256;256043;254719;293624;326182;381272
4207684;297052;182541;227992;232908;223156;223428;253110;277863;321467
4207700;210856;304183;306612;309827;313269;332379;356165;399021;465687
4207759;81686;84883;87971;97004;95684;98290;99225;112008;133794
4207809;180512;194846;190921;196138;210934;238548;242313;269414;282643
4207858;44768;32570;32948;39324;34946;37216;38884;46516;56613
4207908;266232;286181;281634;324905;299113;347743;334990;389536;458947
4208005;175333;211519;210697;220125;240150;265191;307917;372979;404686
4208104;530724;666254;649004;677198;704122;749735;772860;855812;1047601
4208203;15485921;18072445;18708229;19288428;21932201;25490826;28209752;33007673;47754802
4208302;1155218;1352819;1476770;1581139;1698461;1872396;2142304;2407139;2888726
4208401;590528;670279;784744;727686;753937;774243;832867;945845;1064726
4208450;632481;456045;547473;617185;714775;793242;918133;1253295;1688632
4208500;592436;703408;702224;781570;831857;934356;967472;1109393;1399577
4208609;101755;120123;116183;123628;141481;126936;139982;161991;181338
4208708;272987;254621;256440;289946;322630;331800;377249;454732;529737
4208807;304927;360337;401205;456298;473335;477358;582215;813421;851847
4208906;7782911;7055656;7916277;7768568;8523055;8991686;9806864;9979359;12052185
4208955;38526;30703;32062;45527;37699;39826;51409;59401;67316
4209003;1156722;1419826;1470374;1488682;1577136;1705105;1807617;1952942;2380992
4209102;22049703;25136137;26552124;25236074;27388124;30795490;34527324;36383628;45069864
4209151;80305;81175;88012;98297;108764;102352;106900;117401;130462
4209177;44110;42959;44650;53192;52781;56792;54048;69677;88232
4209201;109678;80256;82188;88769;93047;92358;105167;107396;137752
4209300;3595196;4379587;4746496;4749124;5075586;5105747;5568825;5879523;6576476
4209409;668180;748636;757678;784302;841742;870879;891636;962832;1093598
4209458;91100;41947;35116;38098;39369;41366;50328;61036;59651
4209508;165060;214231;218288;252520;257563;268147;289932;336694;444761
4209607;237245;263646;278882;324999;355274;374041;386641;412406;418742
4209706;181963;193065;216200;248571;223593;247027;319477;365857;416768
4209805;72564;72191;68718;78299;93076;94030;97972;119867;119777
4209854;110011;145483;154728;130153;109275;107274;115381;139181;151906
4209904;203324;232101;234860;268475;314283;322213;357574;394869;466155
4210001;406347;479092;482012;538355;575787;581046;495953;592808;792697
4210035;145242;183468;150951;155687;158733;170745;191227;238273;292962
4210050;45725;41470;41390;56743;43147;48707;53710;54914;59143
4210100;1254306;1444661;1356313;1447452;1660261;1961482;1975860;2106253;2489951
4210209;35019;41894;41576;46315;46447;49335;52368;53891;62134
4210308;155860;185159;173020;185939;185874;211006;210544;241256;300299
4210407;158260;169528;168241;170124;181051;197526;199859;221998;273037
4210506;862932;882541;863128;960799;1055389;1289937;1401623;1611745;1793997
4210555;103746;58497;57508;60091;60465;57692;64459;76090;98097
4210605;400563;507766;510937;510609;579640;548053;559154;649759;751784
4210704;31959;36161;36734;45871;48419;51803;51444;51628;62584
4210803;146701;194175;203187;226210;242069;239759;267458;272753;340346
4210852;51865;46820;48111;49677;55134;52967;58453;74823;89435
4210902;128214;90762;95556;112414;108068;115129;118964;133915;170286
4211009;415833;537625;491167;517119;581366;656860;713685;873533;1089117
4211058;156632;136727;147953;160076;137059;158890;175416;194816;233394
4211108;152819;178008;174366;164595;158882;176214;174405;201319;237410
4211207;514468;605329;609470;592134;635539;642865;665754;708213;922021
4211256;92853;169260;171921;176243;133371;104842;101594;114930;145118
4211306;2711377;3292421;3258291;3287283;4108477;3823171;4684221;4964793;6142276
4211405;135042;134631;135388;161168;154516;164029;184257;215854;247026
4211454;138656;97412;98889;107925;104949;107253;134306;145038;189424
4211504;388390;468000;479664;508094;523649;591571;631176;626106;691466
4211603;471296;632706;640971;728262;716229;725722;762923;809754;1074495
4211652;68808;76126;75372;86601;81119;91467;90211;114282;119837
4211702;863829;835089;833869;845354;972736;907528;914094;977649;1188072
4211751;540928;554071;621610;643087;695720;756115;771816;854143;997982
4211801;119382;135537;139204;149796;159749;166185;195961;216547;252604
4211850;84813;69212;68587;87367;86255;87373;93757;118511;137259
4211876;74155;30108;31551;36125;38921;41202;41042;47724;58309
4211892;40403;40870;44323;58011;57573;47345;59884;66537;84935
4211900;3990380;4694889;5104686;4375512;4834031;5495239;5981661;6526406;8208640
4212007;234035;187567;174702;219711;201937;225371;210110;250472;332257
4212056;83685;72131;95126;101943;106429;102083;110983;127913;187888
4212106;547052;511739;501812;543968;575112;622695;690896;760296;913735
4212205;827142;451506;444032;485294;543672;599731;608184;726361;853750
4212239;128955;80658;78748;91895;88845;101066;114049;135562;143288
4212254;75292;93660;126100;123272;140034;164550;176762;201444;237289
4212270;98779;98577;107380;123801;136167;138421;133258;145997;175174
4212304;175388;196748;166877;173173;181155;190316;200409;228625;250013
4212403;85093;106381;111493;133547;138811;132759;170825;215519;243418
4212502;452574;521145;593903;625841;673741;744014;818900;904898;1036821
4212601;60577;73455;71839;80987;83670;85075;93932;105755;120945
4212650;44993;65824;80053;82657;92403;97483;96795;107686;119429
4212700;162824;133835;139087;163443;167194;173848;180699;188155;223543
4212809;449503;511936;511354;594627;841169;940626;1109019;1220718;1513736
4212908;848487;876975;852945;941667;1019819;1124193;1142862;1345611;1514076
4213005;97049;129648;135817;149761;165772;161629;185381;229683;227240
4213104;474689;512852;718591;761259;653928;615058;744223;742490;801118
4213153;105150;55732;56450;54974;88616;94958;110951;115212;141926
4213203;1460079;2149149;1708490;1712404;1919219;2026542;2119535;2195887;2806204
4213302;77994;107711;93544;104402;109888;113964;130958;146028;175760
4213351;95620;81083;74609;79706;110204;115312;114120;138328;166629
4213401;245046;210410;206329;218211;225478;227218;226706;249933;291031
4213500;735350;831065;878272;884186;945196;1178492;1262036;1331541;1471880
4213609;507225;575418;574461;611652;703090;755636;778739;913309;1149800
4213708;404286;483465;435331;490796;520724;484199;552288;643200;718985
4213807;114635;128769;129246;140106;155814;160288;169564;189761;223238
4213906;36485;42486;43463;47984;45855;45958;58114;70734;75919
4214003;357778;493962;491715;512337;625811;712107;721755;774482;985009
4214102;42621;45066;44774;53222;55113;52784;51270;57699;62737
4214151;53005;57682;52504;66162;66929;71461;74082;105254;135903
4214201;454934;331593;338346;356785;347609;352932;365021;407041;462582
4214300;91740;92018;102235;107407;102976;117627;137059;145848;165728
4214409;123850;149217;145211;173948;176864;191130;218652;255945;288065
4214508;129978;138501;137503;145614;162920;148715;160506;184044;212919
4214607;156435;173004;166332;196290;194685;185459;207608;236339;276105
4214706;219963;251337;258773;276834;310346;331946;337204;389707;474936
4214805;2076656;2502192;2305880;2269859;2572166;2720585;2894183;3114749;3689822
4214904;212815;236880;229424;230650;237809;238325;244804;227598;302761
4215000;869022;971603;986804;997978;1092653;1158392;1232921;1388260;1614436
4215059;39432;37586;41445;50194;50133;48529;59281;67629;70061
4215075;69197;87297;84656;91140;99925;113321;125258;127559;147649
4215109;232647;284532;248128;259407;273991;285389;305808;324657;390008
4215208;119907;78406;72057;80286;82298;84640;89442;105861;111320
4215307;131622;166658;160172;165733;180699;197926;217412;290792;318139
4215356;60304;55491;58471;67082;71691;70345;70207;80354;93621
4215406;112114;163560;186638;177397;171636;171779;201534;239744;266902
4215455;223246;233719;249050;249404;280615;319331;334652;362605;466595
4215505;307269;351766;362796;375231;419310;471156;481575;545082;661992
4215554;47868;56748;53881;65999;64421;70117;75550;92087;103604
4215604;39068;44702;48547;47268;48274;50675;57476;64945;72823
4215653;106114;113630;112838;129201;138941;132882;152034;152667;199062
4215679;164157;179002;162945;188062;192740;181341;193929;192830;268973
4215687;37492;40080;41401;46818;49384;52388;52310;58250;65114
4215695;40774;27792;29932;32111;32321;33862;35091;38552;48477
4215703;587585;643748;656336;745983;753919;849096;926449;1030217;1256347
4215752;53266;49000;49929;58747;57875;63758;64034;78390;88157
4215802;2690098;3129774;2828572;2652536;2994813;3198418;3326009;3643373;4697015
4215901;46081;50859;50099;55552;61837;71493;73700;81150;112418
4216008;283377;265725;268754;294553;340075;422166;431579;439248;520775
4216057;107767;112662;115524;120724;147729;158777;159650;161301;219792
4216107;290966;247676;280101;326513;309648;327782;310396;338849;449963
4216206;3279382;3566016;3673351;3589664;3996444;4148268;4237516;4748367;8516095
4216255;151128;180312;176409;203105;213294;221487;262132;316347;353201
4216305;550950;690230;688817;753071;860361;898830;922007;881848;1029641
4216354;79394;131208;136165;148741;169132;170498;206262;241894;338133
4216404;107977;129394;137588;158620;188924;192772;204293;238501;282886
4216503;500245;672561;669567;880563;858627;747468;894685;917586;1133168
4216602;7661755;8720751;9102994;9885438;10136637;10621491;11282675;11496325;13838193
4216701;332575;319665;323367;386051;389556;409763;418102;485743;568132
4216800;238407;229292;198893;282673;228025;249389;262277;194482;318807
4216909;708564;762481;739851;806591;839371;961311;1113148;1191454;1389396
4217006;558072;583232;596578;588318;582934;636522;694682;772343;929134
4217105;63676;70528;68371;76439;75107;81337;81088;89577;109250
4217154;27243;30576;29729;34732;34044;36660;39535;47548;50296
4217204;1286907;1292020;1276724;1356167;1449729;1522931;1675709;1809696;2174143
4217253;52532;57105;68110;73637;71309;80872;87586;93148;101122
4217303;270974;248761;267731;282392;324687;321888;384633;411355;527126
4217402;390322;425796;392659;424300;483796;499546;524942;607989;759385
4217501;534296;736786;756415;756694;812914;800616;897038;1014671;1178536
4217550;109336;89136;100351;109147;77388;81310;87115;97471;118024
4217600;416706;477141;503539;407227;458519;466603;525437;615503;679481
4217709;526866;589342;615206;675326;752082;785414;802900;783455;910229
4217758;85061;59862;74191;82098;51487;56415;63194;75229;83386
4217808;413939;479103;493009;525022;573679;600246;667305;718379;844581
4217907;292343;348965;355579;394760;411972;409667;437917;478415;600820
4217956;29125;30171;32105;36463;37668;54865;60595;50558;65548
4218004;1188294;1359737;1400274;1391976;1467125;1540690;1735114;1892241;2437804
4218103;85232;90985;90815;108889;115360;128887;129208;142548;154862
4218202;1379036;1745717;1598015;1701695;1832567;1859262;1968870;2091846;2534387
4218251;142164;156635;171693;169886;187298;197451;190135;216990;303272
4218301;684588;889663;833138;906489;1043119;1113638;1150788;1305815;1522652
4218350;243688;223315;254367;218283;215595;204556;211500;245432;232220
4218400;111235;113165;125474;142827;143734;147550;164606;166747;199700
4218509;337486;533597;475913;547182;614882;613443;711233;772538;829463
4218608;214704;257458;212758;222096;232396;254061;277023;312665;437924
4218707;2791737;3317474;3237605;3405754;3516205;3766690;3960988;4042543;4816733
4218756;90272;99683;99725;113142;119102;124259;142172;172018;182298
4218806;336794;462459;457174;495431;518351;538470;535816;644252;737826
4218855;105940;50152;51961;56905;60672;59562;65773;76754;85123
4218905;209064;208630;219599;260336;232356;250477;296454;328267;356265
4218954;42607;51617;49491;66077;68707;54681;66599;75557;88451
4219002;613146;760681;737694;739257;794659;835978;834460;913728;1086622
4219101;294680;112766;112413;115016;133069;131949;141091;166907;200991
4219150;47188;110495;111498;58995;59496;61423;65621;64377;116140
4219176;253574;315448;326300;338265;383954;393015;444107;517765;539876
4219200;211484;229270;242840;244271;262230;287523;286156;322935;354799
4219309;1654509;2052274;2055978;2145344;2230367;2430271;2702486;2966027;3455717
4219358;83635;92505;94528;102761;117876;118554;118907;128649;142269
4219408;84680;95821;95989;108866;120886;129241;131480;143648;175188
4219507;1319706;1477791;1458213;1530245;1604050;1705509;1899160;2183588;2676948
4219606;112956;141825;171770;185724;183022;166048;157909;175525;211868
4219705;778414;779071;812945;845678;927592;948212;1038196;1107802;1491017
4219853;52345;59501;61737;66969;69089;71189;82422;81869;103643
4220000;129061;152996;164469;217335;212953;225346;242538;270367;294616
4300034;181677;211646;240529;256121;265550;246899;252625;265178;458224
4300059;244117;229993;264842;268727;278780;330908;324345;346224;547412
4300109;355290;430513;428992;441246;495479;500623;536306;542217;667873
4300208;203096;198580;238219;263419;259932;298890;302388;325072;521059
4300307;85232;88732;93963;102414;106532;110384;118596;132578;162072
4300406;1515947;1669822;1820084;1902736;2015503;2187237;2138815;2238378;3079871
4300455;74894;83185;92561;111452;100027;113666;111040;127788;156622
4300471;105156;104373;121316;139385;130337;164557;163358;184131;276411
4300505;110526;121540;535451;448174;530638;490938;536828;531049;196381
4300554;57987;54313;56724;66575;62759;66386;62053;55533;106141
4300570;58404;64984;76818;81092;86839;94220;119902;122202;161548
4300604;1999570;2187913;2340767;2609696;2490757;2705890;2855079;3083474;3302248
4300638;82321;74831;86311;111408;101295;98248;121478;117187;147632
4300646;72640;78807;87095;91004;105509;120481;135409;135171;177770
4300661;100511;107459;106131;123770;102114;110218;106494;88664;193089
4300703;147365;169041;175297;191676;208157;214992;212466;240015;322292
4300802;371377;427743;481164;520501;549508;613852;658275;670931;797510
4300851;103270;115153;130062;135154;139621;121069;137712;153489;285088
4300877;122352;151911;143316;147193;141834;162836;193184;203611;236430
4300901;879474;606188;928129;955864;879723;802057;1004596;985214;946969
4301008;835479;890386;938774;1047951;1090730;1223893;1252990;1326810;1536556
4301057;152520;164508;184005;202744;229881;223820;245738;257321;285577
4301073;40247;48609;44520;51251;58752;45527;56794;59637;76784
4301107;173981;196527;227103;231626;235707;261833;269967;263665;357345
4301206;294149;292379;298448;312584;335583;335744;331546;307212;429271
4301305;438724;450027;508770;509073;603210;543537;542512;615576;1131508
4301404;181742;208969;224150;247517;256779;248743;257735;280835;336246
4301503;239473;238215;261276;297487;305653;339950;321340;315019;504183
4301552;68670;88715;89588;104342;98348;108066;110239;108144;163438
4301602;2065956;2231476;2564035;2846230;2840943;2980376;3157650;3205307;3748409
4301636;151872;166007;186622;204750;205318;217645;240933;255481;312091
4301651;194036;203822;190646;170393;186359;213611;257251;254319;308101
4301701;145215;171210;167810;196625;208462;218641;244747;263975;341672
4301750;92530;97095;97183;113324;114495;111097;143537;123102;142318
4301800;146184;148430;170660;213786;187339;218373;208863;188578;317083
4301859;34461;37695;38176;41450;41085;42046;46291;50622;56811
4301875;133991;157716;184240;175607;201992;174475;171509;195542;386181
4301909;220109;261260;295387;316523;319092;319913;334293;356754;505591
4301925;37631;42673;42201;51573;46615;48894;53648;62948;80747
4301958;96422;105759;104510;116485;119224;131382;131785;130371;165029
4302006;143085;157510;160696;183436;194243;204920;203010;191570;244512
4302055;23691;25997;27114;31486;30682;32060;35370;36618;49313
4302105;4752627;5337671;5254621;5151925;5548630;5976971;6352300;6438727;7498499
4302154;116883;109983;120502;137833;114865;155877;147541;159078;238521
4302204;149047;163912;169762;187789;199620;214582;246363;268218;326885
4302220;178592;173899;180895;239873;217660;275402;251840;216752;468750
4302238;141669;122675;141977;181166;157093;202595;172153;125411;384172
4302253;57537;67101;71460;71446;72506;91058;86846;95682;120127
4302303;251490;267074;283276;336822;300326;335767;445754;390406;613622
4302352;370920;433351;485359;513380;551039;652537;713070;774622;906593
4302378;45545;47626;48655;56201;51887;52828;61844;69032;86279
4302402;199563;208718;232700;251230;270481;304129;316775;329144;403054
4302451;101671;109819;102272;114935;132986;131624;136833;119780;150393
4302501;219263;221605;239136;294653;272262;329381;324590;255761;490597
4302584;71828;73891;95320;109118;104964;155075;131221;130664;227409
4302600;70483;71365;72415;79568;79276;85901;94612;98720;130948
4302659;68687;75969;80986;79589;85835;83722;91654;99348;117700
4302709;329253;372858;408597;428011;431541;445252;475949;437145;543347
4302808;626789;665129;725205;783552;811817;817108;865350;853531;1122667
4302907;253371;281478;310651;307957;323301;342566;339299;357928;623085
4303004;1828074;2048546;2123531;2277151;2318936;2356606;2419203;2370031;3542693
4303103;5672015;6174730;5983149;5025165;5107333;5280303;5701383;5637452;6458476
4303202;74535;84775;86848;102105;96044;113840;116519;117937;169235
4303301;131287;132552;138046;168746;158178;177651;183735;157848;264915
4303400;80872;88804;82721;97985;97808;101468;113039;127577;152840
4303509;1484685;1651833;1718679;1916778;2019774;2013661;2182211;2192286;2723662
4303558;137778;144572;157346;168426;170427;166199;293030;409991;520481
4303608;109482;120569;131091;141911;150149;181066;178748;171720;242576
4303673;94164;108118;127512;145230;152585;171833;152971;140798;204702
4303707;103147;107704;122474;145492;147060;152466;163751;188975;239168
4303806;178375;173159;177374;207031;197137;221430;234316;254130;399402
4303905;2170712;2334483;2600322;2776636;2929536;3131251;3196404;3083001;3600068
4304002;148274;159218;177068;194964;193008;209544;230812;227386;325738
4304101;77385;73770;82518;90577;86868;98164;89064;85473;150033
4304200;566127;599563;667032;670957;806121;833332;851074;838435;1078186
4304309;164765;186074;187186;217678;219863;238083;243361;273298;358436
4304358;116696;201722;267847;464576;512374;630311;649785;1577513;2744006
4304408;721651;810681;905583;955346;1035993;1129962;1255551;1237676;1595255
4304507;782775;892413;946229;1080936;1145771;1113950;1299068;1219622;1660002
4304606;11219230;9986300;16245261;20133836;18883627;19218794;19611051;18452358;21995362
4304614;36473;40966;40124;43872;42896;43187;49512;52342;67987
4304622;107376;110320;116552;137898;152236;197385;197708;164468;342052
4304630;953133;1068041;1199499;1363924;1373552;1435685;1605660;1698754;1966012
4304655;236049;240983;242863;265036;243149;322367;320955;257736;644964
4304663;372841;414972;521325;498462;526626;508388;551889;610694;830082
4304671;177997;184751;201398;224582;218971;208195;211935;262432;386832
4304689;152442;165558;179859;197305;195153;203167;227101;237577;298585
4304697;54476;59321;60158;60454;68803;65114;76628;87575;95378
4304705;1830412;2163639;2494788;2723341;2668793;2988150;3149569;3102105;3846847
4304713;78236;85128;89690;99147;100468;110248;119767;143725;165659
4304804;1462810;1743656;1842227;2028628;2181701;2534374;2769095;3072876;3529578
4304853;29531;30385;30546;36657;33524;38923;44003;47049;70447
4304903;314267;344287;370937;408520;415055;438486;477800;521398;717919
4304952;84808;91819;103830;115304;121343;135693;128151;137042;199196
4305009;267028;259373;302139;350768;330437;389421;382986;336255;638109
4305108;21396940;22421400;20633382;20069797;21811857;24770075;26871811;25936518;31688460
4305116;50107;55109;62154;73359;68802;74005;83182;76881;120778
4305124;74879;78760;87327;89236;94960;93777;108021;106902;161327
4305132;62393;66429;67587;66325;77509;71998;75716;70712;90158
4305157;42993;40892;46606;51558;50991;56203;55980;55572;74561
4305173;133276;142351;151710;169884;168380;160235;183438;168385;203183
4305207;590002;572254;583510;626561;656218;734561;774572;687642;796775
4305306;347238;359497;394318;435319;433601;464291;463225;481307;741826
4305355;1011898;1069469;1101315;1035381;1115156;1304462;1374623;1282801;1736974
4305371;71448;68066;70925;80134;74293;91755;92281;89563;149351
4305405;163532;163178;180344;190457;186966;212897;204155;228603;388835
4305439;131998;152912;196370;217507;230138;379220;381929;304314;370301
4305447;97093;102043;95609;117452;103454;102138;114607;97377;129739
4305454;198968;219506;241318;266590;260813;279899;308136;337460;362059
4305504;115832;112695;115403;131087;127802;148883;151296;154485;264360
4305587;59772;64936;65983;66668;61159;58911;65700;76621;87209
4305603;150893;131151;155613;182365;175343;209796;194684;170018;338157
4305702;253672;261732;304988;327581;318295;386469;372882;370188;624705
4305801;223111;235113;244548;268806;274345;304022;325042;345776;432348
4305835;28845;28390;32841;33028;32979;33892;39848;43497;52163
4305850;79429;86317;92274;107595;102518;119702;108885;135271;190144
4305871;85468;77498;94426;109071;104719;120659;125420;118316;226125
4305900;219544;228473;246526;306912;265176;299232;303054;306928;515152
4305934;32713;34647;35419;34852;38697;39588;42420;40018;49059
4305959;74604;88841;131138;125029;146542;158360;157372;166047;167928
4305975;164859;159704;181578;208414;204226;219209;220641;192139;422464
4306007;249823;268286;292273;320188;332670;345766;378006;406055;508976
4306056;137586;151949;164580;166550;202597;179361;202256;190124;308906
4306072;45576;47886;51779;56438;50783;58836;66214;71784;94740
4306106;2662761;2678502;3001548;3160654;3394711;3951837;3792122;3422519;4609384
4306130;60104;53417;62418;74165;71907;85421;88659;92822;144763
4306205;263555;283030;301002;326837;344258;357525;394336;407247;533002
4306304;107209;119065;116502;128720;123621;147119;143154;155640;229362
4306320;72139;71079;70803;77764;77266;82124;96574;108919;148407
4306353;29554;32122;34313;39385;37352;39479;43184;40484;57174
4306379;89982;91836;105123;123551;110634;143913;144234;131638;267901
4306403;1323858;1495877;1539788;1677320;1806678;2008982;2087995;1951688;2188540
4306429;89843;83889;93688;111609;106260;115160;115314;122713;199194
4306452;72382;78355;84877;88811;92504;96498;108957;128165;172601
