CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021
1100015;341325;377799;421300;478217;485374;498980;495775;570242;734469
1100023;1799853;1921532;2037799;2184346;2287910;2464704;2579278;2817331;3209761
1100031;96365;113477;116565;133342;138110;140503;139976;167153;238412
1100049;1433254;1660650;1794478;1947283;2082761;2175840;2261930;2518845;2792383
1100056;353270;392417;397736;408194;439245;470647;506494;600630;743037
1100064;242767;273759;285372;306518;328377;330232;334922;366922;424807
1100072;168681;186868;190906;236624;332804;320416;349289;268353;396728
1100080;149739;168605;187170;206101;212879;230151;238796;261944;316671
1100098;426546;462389;483962;543318;566361;606072;624787;666321;773381
1100106;605131;646154;682458;740352;775195;837459;892778;984614;1054179
1100114;1070429;1130660;1207965;1313922;1354733;1484555;1500855;1665151;1765089
1100122;2374801;2651246;2755755;2985775;3062162;3466810;3783206;4057176;4231113
1100130;396658;424790;451940;512904;587758;642283;632997;700188;890320
1100148;230676;257255;272574;307760;345425;345779;359625;403373;548734
1100155;556443;600734;633050;711121;762112;807497;834959;885132;985868
1100189;755542;837925;906443;1000682;1050682;1129770;1164694;1361160;1642516
1100205;11699707;12793026;13970352;14751261;16974627;16655670;17906443;19446740;20059522
1100254;292636;334713;359302;388308;410136;418683;427885;464090;559990
1100262;63732;74698;78522;90904;105272;102476;111100;133557;184430
1100288;926089;1024962;1082400;1197691;1304503;1291476;1281314;1403499;1565194
1100296;125662;132906;135949;149255;153096;146269;142638;156765;213556
1100304;2011515;2124668;2185475;2421840;2523712;2720979;2832738;3152560;4215046
1100320;395408;411122;454048;514606;633099;704874;616830;730643;905335
1100338;308322;341402;379824;419534;463144;508409;529243;601843;742687
1100346;191138;205518;220491;243599;252252;256200;260403;289497;352628
1100379;183210;211214;212357;230030;328001;278342;288721;324519;483672
1100403;214064;233006;258222;287145;307459;328757;358407;396387;510361
1100452;427488;475961;519513;581699;649985;680428;726351;781528;966552
1100502;113700;127668;134273;150378;167453;165986;165527;185088;231502
1100601;99011;116988;125344;134084;139924;140567;144465;169146;275338
1100700;181408;203987;223211;221141;266520;285323;274661;331894;369377
1100809;280360;317451;399266;399703;491350;568963;548064;562989;655606
1100908;53263;59750;66529;68661;110916;113026;103993;80395;99627
1100924;225345;228353;235664;275131;279877;300109;304810;374750;468793
1100940;249223;265664;288031;315494;324735;357078;385069;431816;487480
1101005;140140;145566;154876;163293;178524;178491;177942;200565;239330
1101104;139589;133036;143840;153760;158293;173175;184657;192750;210031
1101203;146641;167762;170866;189597;215810;205983;216434;224912;297878
1101302;134517;162908;178007;191943;205082;218549;216961;231662;262640
1101401;205600;218407;229497;242608;267804;284071;291812;340931;389891
1101435;86792;93875;103160;106656;121147;121109;117350;128791;157321
1101450;71097;78819;84439;91389;99549;106828;107301;120815;155434
1101468;77664;76783;79777;89278;99367;104550;116514;148823;246209
1101476;47727;52854;53386;58681;62900;60540;61854;66465;107030
1101484;70826;73856;78389;84807;87273;89557;89254;102279;130676
1101492;245948;266619;293297;318965;335648;352819;353339;397745;488043
1101500;157939;166738;180367;200123;232724;234736;236261;250586;332987
1101559;67681;72074;79344;82670;83325;89190;92344;97349;121301
1101609;128042;137147;153737;169717;185034;191947;191524;213106;257426
1101708;150563;171461;183100;196242;200082;217076;215416;227775;273501
1101757;99751;106054;118306;133118;143303;159964;166804;180702;220588
1101807;108134;117706;124700;130588;142330;150080;146544;161248;185648
1200013;214652;207822;212961;239610;229644;253138;253152;291582;398725
1200054;64602;73332;77234;85322;91743;89875;92705;96315;133916
1200104;294874;340917;388114;388521;388018;439547;454009;488072;685636
1200138;120210;129895;147868;159696;158301;158191;159100;179175;300830
1200179;158800;149067;160134;177480;170990;164238;152806;144677;512353
1200203;969784;1150664;1060536;1223340;1287867;1401490;1439760;1793428;2058630
1200252;268087;257492;276370;412261;435952;440177;422617;433585;644542
1200302;267203;309503;322418;344518;350880;366052;362490;386502;567040
1200328;58271;70473;72755;73737;78628;78138;82098;82867;113975
1200336;150136;187729;179969;201077;194421;201048;205214;215662;269205
1200344;80018;94643;118697;128845;135401;138288;131637;138414;184904
1200351;146339;162375;159654;176112;195344;192055;194430;209775;256865
1200385;199657;237006;252968;242578;241231;262261;276129;267420;601471
1200393;82060;96499;97729;107298;112711;112166;118375;129394;160535
1200401;6807581;8174771;8258089;7880432;8153153;8911060;9130749;9362488;10955675
1200427;152053;171505;166470;183719;185008;187068;190863;202059;255649
1200435;45136;53395;57988;62132;71271;71761;79725;83424;108545
1200450;290838;325673;337471;325553;359782;371144;360656;349736;779672
1200500;426881;478781;462253;476246;500512;520298;539331;575264;748094
1200609;335520;387146;398537;424497;470854;487948;482624;511369;711884
1200708;168708;196802;202844;220428;231302;250235;274589;292281;454981
1200807;172519;203206;211744;220840;229926;234946;226959;242881;471315
1300029;90875;107773;102360;144685;159083;170089;196154;194561;217333
1300060;59861;63736;66484;66265;80805;83447;95436;101934;118872
1300086;84387;86080;83655;96390;108163;116719;125494;129933;138599
1300102;153867;168967;154630;179711;192984;218807;200709;215119;248435
1300144;157858;193061;206200;192352;193492;209970;252677;271930;297810
1300201;95743;124922;143243;165713;141205;143057;150688;172713;184947
1300300;197961;239017;265111;289804;328193;356934;388848;446599;506341
1300409;134364;147980;151620;157854;160672;168626;189996;208482;245622
1300508;196999;210559;200195;224109;239721;259291;286580;313547;344890
1300607;236931;270635;245147;271447;280086;310751;347115;349347;388781
1300631;107968;120988;125637;124199;141498;151805;169892;182503;211871
1300680;100001;98384;101807;110655;125739;140055;146215;161505;182412
1300706;236629;277842;286360;328570;365383;415766;444283;475575;512796
1300805;236239;254923;260752;270980;296371;304755;330380;361457;402131
1300839;111291;130604;135541;145057;142346;156561;168773;170630;177894
1300904;81427;88213;88114;99109;103082;107991;121948;133366;154316
1301001;214486;235646;251054;270919;286003;307070;336549;358945;370657
1301100;193802;217517;247025;250074;272854;314629;340672;363330;395194
1301159;234401;241431;269183;295991;313356;337463;318688;374101;413374
1301209;4558712;3105211;2261617;1170225;1322937;2018615;2253992;1923265;3380278
1301308;492322;651855;742360;651453;464273;501935;505889;498996;531995
1301407;340332;382850;403200;398027;434006;518216;478814;502984;568039
1301506;116857;124880;129131;142361;148766;157794;172414;178128;215527
1301605;132637;151621;156442;151641;167593;180667;181680;197036;222773
1301654;92709;100262;106588;111353;115995;123681;130114;147398;177320
1301704;367181;422861;450582;482341;556079;621322;721855;780339;860168
1301803;106738;112260;120605;126316;139916;152316;177141;193669;216519
1301852;481446;529533;627693;625010;697064;678368;691801;727697;1001862
1301902;1440639;1591040;1762125;1891522;1979493;1882624;2070851;2273504;2350463
1301951;73384;75976;79330;84732;93869;95522;99805;107487;135620
1302009;68872;80542;80512;102310;107713;111075;129499;134333;152509
1302108;50959;58162;60551;59570;61997;63038;65857;63114;85809
1302207;84513;84834;90422;89823;99877;104579;115621;122251;138074
1302306;180234;182212;196731;197969;218569;224322;230654;252817;266377
1302405;380687;368576;390961;449071;495747;493720;500460;556267;625199
1302504;1229929;1264411;1414754;1316860;1526357;1428780;1502525;1432217;1544675
1302553;182257;206792;231559;250252;236248;275567;259773;274499;311335
1302603;63829864;67418894;67076904;70234306;73225449;78155386;84566043;91773536;103281436
1302702;400950;459510;492408;476291;495881;529374;560803;621102;686279
1302801;96880;117725;122658;141135;153885;129463;140342;148824;176217
1302900;360983;389379;380954;410786;459063;502004;551175;565975;595827
1303007;128950;121117;123219;135685;142267;152077;168137;185694;207005
1303106;157883;187770;195941;212324;234351;247214;278282;293887;341652
1303205;92626;112457;117037;126322;131745;136543;172501;172051;186533
1303304;140185;149447;157337;170246;183334;200293;212575;219412;252422
1303403;1010620;975798;949020;1027340;1092155;1123079;1225444;1320369;1426984
1303502;108044;136558;139060;142491;150838;157104;163873;175059;199541
1303536;722104;662828;761204;547295;445555;823936;956464;832243;1031905
1303569;326203;370897;444180;446859;384152;382992;439400;374196;407146
1303601;104748;123219;155313;127341;122726;138110;150012;157256;185817
1303700;126286;146110;149509;163636;172833;181771;191909;208637;237314
1303809;216457;257234;265932;284030;314682;331771;349719;376603;423054
1303908;172810;190870;193791;206312;235478;251748;280976;302085;334131
1303957;73866;84210;84630;93403;101297;117748;121771;127895;136609
1304005;83929;74699;105001;99257;96376;101823;114106;133793;175042
1304062;327177;366628;382963;423684;463248;537079;594242;652926;758036
1304104;152594;189775;201237;215987;338884;247785;192217;218672;239944
1304203;540069;710995;710973;657170;746603;936724;1021258;941046;1098392
1304237;99627;107192;114685;118661;123847;133877;151465;158633;185410
1304260;106102;121455;130831;172385;186574;188175;196338;205138;229209
1304302;256607;302307;310200;297880;298331;330708;302863;306779;205656
1304401;110166;119412;113917;124236;143101;166521;179336;195752;232661
1400027;120398;106016;123154;142465;163113;169685;176954;198107;240826
1400050;181429;190357;221320;251016;276115;280115;307361;409619;385507
1400100;6705377;7353245;7581092;8110722;8947813;10042234;10697931;11828926;13493364
1400159;191785;185433;224232;247398;266844;281340;315224;416440;522405
1400175;183167;200639;209781;226193;247658;268480;275046;325084;353071
1400209;258592;267044;307049;327059;347759;347040;369912;410236;453298
1400233;123945;132112;142421;151484;162996;178393;199851;227485;236788
1400282;114095;119517;126537;136169;150906;159895;158894;182151;208477
1400308;209439;205852;248327;270760;299920;309570;311626;348377;393852
1400407;102878;110653;123235;129566;148455;153495;173355;194764;202859
1400456;131072;139438;145930;164379;171778;204460;261537;290184;329092
1400472;403929;436625;467660;501717;530590;547432;576395;636429;732356
1400506;109951;116628;124280;140162;155127;177732;205385;262115;327768
1400605;93160;94081;100434;110517;119130;139074;143844;165075;178972
1400704;81508;86482;97451;103629;116502;111043;118912;129282;143945
1500107;891428;1056559;1192555;1246639;1337353;1413517;1491621;1659693;1949341
1500131;57573;69372;66599;76699;80633;82186;84902;95863;105496
1500206;871619;577256;640890;789271;932175;913952;755091;881812;1433440
1500305;262214;301313;324962;318316;358271;357706;368873;438582;444236
1500347;287540;320451;379314;432588;443365;422972;433939;531635;643132
1500404;560154;531842;518610;660477;609255;566618;573058;692397;745403
1500503;454918;502847;475344;590295;666123;591446;543380;627560;688370
1500602;3094031;3948811;3201408;2497078;2501060;2723890;2776406;2559968;3120219
1500701;154237;167161;180985;180704;204751;206730;213400;228956;259020
1500800;4900297;5772894;6222672;6718793;6980443;7522961;8163540;8117175;8939830
1500859;209864;257292;302093;310094;351211;368823;415241;522861;588032
1500909;253554;251669;287174;309983;332780;305707;324422;366358;363771
1500958;230601;240324;257268;298798;277394;260752;220672;267915;308633
1501006;87332;91998;97996;120567;144716;118032;123024;138887;151969
1501105;141329;139405;147607;164989;176250;207731;203160;233042;250548
1501204;258691;258860;307389;338690;356595;346675;473026;616016;562147
1501253;51382;58625;68221;79721;76465;78125;80972;100723;129007
1501303;2658972;3902985;5513144;5014169;4818669;4737436;5364844;7433645;9243937
1501402;27139286;28687488;29215036;29466894;30244780;31479272;32372971;30798556;33467126
1501451;268532;251577;140052;151832;158065;159132;163218;186769;237196
1501501;921749;1050325;1202057;1291065;1394023;1589789;1558563;1677587;1986729
1501576;106169;121145;134478;153703;164637;175982;174025;208138;243883
1501600;79527;81445;86352;108500;136290;151768;159908;189753;206682
1501709;978372;912212;976997;1047905;1116023;1127614;1162529;1379843;1389573
1501725;158513;181892;208756;228905;240063;251821;276410;322791;379813
1501758;49628;56859;64269;76450;80573;78157;81565;88712;115088
1501782;473702;557970;518458;537286;580409;569601;600242;688974;794309
1501808;555397;621581;653059;671417;743334;813404;806109;849150;893933
1501907;446363;380781;394742;481727;498799;453202;413630;488650;536730
1501956;139360;142851;151957;171922;188110;179381;182757;215937;227634
1502004;143118;146582;159323;169530;172484;183253;199330;230595;255830
1502103;738755;848524;987906;1138431;1183561;1131454;1137121;1334181;1393690
1502152;3483478;2802921;3478390;2396141;4089225;7106492;10704887;22503439;34989610
1502202;828515;914174;958387;985323;967493;1027331;1106990;1230989;1427144
1502301;369838;381023;438832;480143;454009;499285;704295;705900;615773
1502400;2437327;2709860;3207269;3605674;3758255;3911556;4034041;4300301;4709312
1502509;137769;147275;167194;178428;181414;187399;194500;218467;248270
1502608;60813;60387;65837;72684;79044;80853;84851;93144;100969
1502707;407473;463952;520879;543396;559420;552553;547713;622867;662825
1502756;237892;249405;260414;256931;292381;293528;291977;322762;420236
1502764;186290;205328;231360;267417;275438;288969;286710;408489;406927
1502772;207669;206385;344416;593083;860118;820132;943189;644777;3667341
1502806;156926;166068;477864;651488;630978;522027;253303;267226;282512
1502855;79091;87319;97742;108894;120943;124467;129485;140328;149717
1502905;220401;220052;241752;266389;276241;287319;289789;330621;369777
1502939;421272;476009;567684;656864;679845;685324;660970;783667;940611
1502954;249470;272784;287743;318851;359402;377618;429733;521578;556042
1503002;54288;42921;50485;52371;56499;54909;60014;63591;76730
1503044;357379;313863;331441;315412;249651;340155;272593;414580;602623
1503077;171830;182233;192280;216624;242307;218668;220325;256719;276033
1503093;267741;318026;324651;374417;373555;339363;346998;372711;506638
1503101;163913;181608;197032;201129;230596;269626;280891;294870;334287
1503200;269984;271389;298323;334255;304516;355023;346236;379664;415894
1503309;374543;411410;374547;353216;376753;494094;519353;628526;691233
1503408;90811;86399;95257;112443;114682;126126;119814;155877;174628
1503457;471202;487403;436248;485041;541030;518924;576413;607746;625213
1503507;162191;175420;204242;219643;217124;213458;220427;249344;278006
1503606;1165927;1433058;1601843;1597707;1770962;1814310;2041945;2629483;3078558
1503705;381965;424197;453461;511523;560443;518941;580326;659096;841956
1503754;159487;177849;202240;238484;327691;461440;524934;575748;625760
1503804;377070;415245;458521;489836;489217;484129;488417;530795;615695
1503903;868722;905205;768414;941366;1046267;996562;1204784;1366882;1451756
1504000;392544;354747;404797;394987;453594;404797;423763;484931;503051
1504059;235996;264507;276718;283984;293012;292918;291476;324787;340311
1504109;59449;55540;59783;64732;75316;81723;74014;93255;98432
1504208;5739901;6313839;7305741;7487235;8599354;8779878;11406386;12928283;13523145
1504307;169509;181176;186807;205831;219106;234515;228263;255647;289997
1504406;156194;185495;185508;213396;221402;234487;220111;247826;263657
1504422;1112651;1418283;1592877;1732438;1788121;1901593;1941535;2088809;2578541
1504455;318026;502350;624718;566204;580793;613954;654621;877101;1023972
1504505;124602;134299;140741;170140;169796;178066;180022;196394;216855
1504604;224102;220289;253839;278415;306536;294911;378747;496711;452082
1504703;657367;651287;741243;869136;892534;841663;914896;1267327;1348481
1504752;213045;228694;125707;137561;155209;153295;170177;194352;288644
1504802;555744;563756;612761;682044;690213;720963;621428;711142;807340
1504901;235348;212886;232487;233425;259935;257444;292578;322367;338764
1504950;167053;148127;179038;181541;215609;197887;208330;257783;350842
1504976;101321;111438;133679;134878;136995;136533;158361;169370;192605
1505007;90210;95587;100631;114442;122891;118687;115806;143838;147491
1505031;355426;424552;467114;561084;608458;584389;698729;828234;971539
1505064;592580;657498;736960;823582;839946;853901;831147;941685;1117034
1505106;522300;477445;533829;613189;624557;640921;977405;897960;965930
1505205;286546;285441;359088;491096;431765;388392;365938;441907;419077
1505304;1524677;1409485;1722278;1814316;1701190;1626475;2085534;2498985;2278575
1505403;159882;151520;156196;176918;187883;169095;174935;203579;200629
1505437;431090;819443;504260;542320;540548;610583;634512;776093;1302429
1505486;341269;378513;433942;510233;580576;595519;677086;724417;867605
1505494;46089;47595;53301;63936;66032;65452;72213;82696;98769
1505502;1749020;2019305;2394332;2667465;2950442;2646845;3132989;3777041;4280508
1505536;20198715;15561713;11184354;12645409;18439322;15994405;23001043;38012250;49763040
1505551;53562;58159;73398;86909;74387;87951;88909;97551;114870
1505601;64775;41753;48552;60462;52915;55061;53683;65783;72327
1505635;137234;155514;180801;200705;200788;235131;211878;274930;292755
1505650;160850;221670;235473;260906;255862;245415;258528;309328;323263
1505700;152436;164939;187380;208199;212571;212006;221526;247224;275230
1505809;456736;439885;446246;682972;648015;893428;785876;881126;945733
1505908;226304;202864;218556;240017;295945;309826;321165;348933;404677
1506005;229100;218863;226131;275833;302521;288610;295872;342839;442969
1506104;70680;63930;81542;120321;149269;198941;236992;295838;321726
1506112;71116;70659;75765;84625;90640;97467;99904;111330;120882
1506138;1096384;1317862;1467916;1645578;1700741;1802377;1866113;2030687;2552479
1506161;266214;304399;360821;407471;476846;479389;494992;572062;601872
1506187;394626;469637;481472;518442;520484;531514;533208;629544;734050
1506195;229974;256946;287612;341999;359162;350270;375339;416215;496837
1506203;277429;309296;348010;414191;425035;470323;530753;568033;641901
1506302;113111;122809;143257;151543;165814;174926;181405;193632;210371
1506351;102605;122116;132624;146746;165777;172320;180878;218844;240524
1506401;50839;53013;61148;63800;68177;68942;71619;81656;96043
1506500;506488;552910;609611;630492;718745;757809;795107;807771;935129
1506559;112233;125055;138283;144186;164124;163193;160405;189273;196168
1506583;195215;201980;250099;297680;375755;379801;498864;736451;1072244
1506609;283608;233693;203834;268294;310568;383844;291091;307884;371642
1506708;515231;590433;686482;762198;803619;843465;1034821;1115572;1381972
1506807;3433607;3785536;3970093;4574029;4835996;4858426;5117941;5501585;6390528
1506906;39090;38573;39878;47275;41026;45137;46772;51036;60065
1507003;189069;247494;297319;315291;344070;366979;384943;432508;475569
1507102;106262;106421;114215;119022;131227;142267;146313;157950;183191
1507151;160958;177494;220134;251103;272450;280955;284573;303527;359021
1507201;267101;229971;247892;315599;309229;273285;345699;372289;438410
1507300;879870;1029712;1212882;1414834;1392878;1395545;1448104;1578823;2009122
1507409;181684;168388;165795;193474;204146;234027;240284;241733;264374
1507458;246521;290862;312905;379311;441677;490241;520359;600210;710684
1507466;29906;35327;37866;39629;42207;44628;46428;52404;57407
1507474;121857;127633;131343;146869;158977;164333;168796;180274;182168
1507508;89686;91686;104666;109837;116992;122296;133441;163530;186890
1507607;587290;557171;560272;661640;668061;676117;630231;723336;793139
1507706;153981;164857;169416;176914;206893;209187;205414;228689;245028
1507755;74711;80247;89659;96808;108012;99547;105981;114448;141176
1507805;95153;98045;113430;119237;126968;135520;162893;199567;246281
1507904;135446;146652;165410;179866;175016;188033;197182;217632;241803
1507953;620710;744110;789823;874419;846793;897544;949052;1078163;1291722
1507961;63335;57009;63158;68169;71819;70380;71267;77180;83046
1507979;304290;399837;484668;458707;527426;510355;470503;433503;519541
1508001;469054;515999;557048;643689;639412;667658;710991;816244;1040635
1508035;181179;187888;187974;231943;248331;215620;231424;295860;285330
1508050;201240;212127;226746;310251;329448;294076;286214;276725;327523
1508084;463405;566191;664104;717362;757450;778560;826904;863475;984423
1508100;3655059;2950660;4409818;4356154;6461838;7481522;5301010;4571016;5614501
1508126;1345826;1210198;1336059;1305409;1245238;1330085;1589798;1858110;1995884
1508159;361319;465811;499254;504096;511969;545493;609425;717963;774530
1508209;279435;321842;352008;365883;373305;382251;387399;419520;476787
1508308;430260;413310;434230;664390;613446;486515;488299;620025;618568
1508357;373869;451839;805867;966759;3088937;4375685;4092449;3833696;4230778
1508407;710788;858796;1075410;1157432;1218114;1226364;1292069;1414398;1605020
1600055;54042;53869;60383;64407;70831;75189;73697;81422;92155
1600105;134479;166809;131867;144316;166941;137264;156669;153020;159543
1600154;356398;290399;288571;297385;281064;311022;334792;466649;453324
1600204;142502;121551;136608;146676;146932;164202;165393;182086;184496
1600212;58181;59556;64196;68380;72796;76196;82949;87586;94625
1600238;155000;190916;351803;347367;500103;533403;494108;519153;578381
1600253;47989;49264;57149;64691;65752;69176;74890;80690;87891
1600279;541838;559759;531997;791145;850713;902503;973431;1035921;1134587
1600303;8279310;8882333;9126377;9337264;9996021;10949101;11422998;11733668;12938060
1600402;214913;207104;204408;228382;244725;258113;290148;363786;377734
1600501;288112;283458;305452;345547;394531;425562;461142;488906;528919
1600535;267558;273181;295789;315378;332009;340180;338606;381240;373966
1600550;57776;58148;56518;61190;62942;67289;71221;78456;84589
1600600;1819411;1883653;1936602;1758527;1910086;2071271;2128724;2345887;2512717
1600709;194912;163100;165606;186856;202010;225342;231773;246236;261938
1600808;151064;157186;147967;184625;184453;189394;196121;224407;236925
1700251;26613;27178;37328;47386;56479;52413;53962;76414;112135
1700301;107771;87868;109236;134499;127038;124948;162923;164457;165480
1700350;63294;64887;73158;94295;116126;103526;109409;154385;616571
1700400;93826;107424;119955;125463;151376;151823;171927;178542;273741
1700707;218020;227896;231814;270766;331677;298510;335148;404850;474111
1701002;85113;86109;89900;108842;124894;130713;148477;139737;159769
1701051;28697;30646;40468;44036;35480;35666;39491;41536;48276
1701101;59320;72660;71286;73533;91452;102337;127209;208458;255912
1701309;49741;53289;58663;63895;63243;63206;67899;78177;98441
1701903;58672;68914;74800;94605;133138;126470;143577;258570;240246
1702000;121562;138334;158036;181290;186488;191651;449522;273397;349050
1702109;2887139;3038315;3442013;3799312;4140528;4363395;4718947;4752385;5239050
1702158;50347;52971;58972;66875;64696;65019;69820;77992;101858
1702208;286238;304914;329820;376397;390779;425144;446821;462123;529290
1702307;78412;86911;96251;106385;99454;288208;180909;356785;324523
1702406;157478;137001;129116;143069;159682;185540;209124;195448;223310
1702554;165829;171729;190943;222277;235998;253207;280585;288579;305118
1702703;31699;33875;37445;41487;40972;42076;46935;51244;58806
1702901;79718;83505;92032;104586;103842;120410;133267;124760;141092
1703008;84676;90440;92000;101667;102829;105060;112508;127638;158741
1703057;83175;90901;86779;83262;68677;120322;103147;130974;178654
1703073;44373;50601;48748;55246;46306;56230;57845;73105;113260
1703107;53920;55472;61091;71681;84020;93834;95742;106923;122016
1703206;50558;54142;64822;75545;77636;74696;72861;81871;102684
1703305;45052;71087;60935;61567;63217;74023;134102;126172;139410
1703602;31570;34646;39755;39484;38491;41060;41733;54967;75634
1703701;77799;89374;95909;89586;154449;193570;170079;222536;272945
1703800;66688;68182;76159;87768;94762;97737;108224;116521;161641
1703826;17929;21664;22182;26403;25904;27219;29234;33542;58547
1703842;286958;381718;314383;274355;290585;306171;333975;472482;1004931
1703867;127304;223167;286391;295819;345108;348251;364925;394470;517715
1703883;30244;33225;32234;35398;35771;36922;41448;45097;69222
1703891;27368;29129;30620;34606;37415;40010;43338;45464;50561
1703909;56380;66646;64811;161634;132681;157639;168549;447766;389493
1704105;20081;24603;28078;30300;33009;34345;42468;65315;64557
1704600;15411;17096;19606;21829;26019;23899;24002;33245;39824
1705102;43802;56449;60989;61465;66294;64165;68829;91724;148973
1705508;472128;490489;577208;637264;688212;724137;798814;787269;862139
1705557;47370;50251;53659;59185;66065;67201;73813;72412;76524
1705607;35732;37662;41708;50420;49724;51985;58027;61013;67829
1706001;55500;58614;76717;78518;95824;116343;100973;130715;203473
1706100;82712;86668;98549;113432;106139;109220;124693;183039;177294
1706258;25061;29517;37604;39209;41085;43546;48427;62303;78645
1706506;66302;70302;73666;122321;135746;185654;228403;219943;241932
1707009;312851;367369;249360;282631;305971;388672;446287;701653;644829
1707108;73311;80648;97208;115666;120258;121986;122647;178811;249235
1707207;69386;70479;79790;91628;102384;102542;108151;143261;216149
1707306;78199;92607;116330;125621;120169;115335;127103;164145;204765
1707405;68008;69604;74414;81060;85647;89004;98604;106660;118724
1707553;43961;52263;60454;60585;59339;67162;78401;79412;89100
1707652;118029;131493;137387;117445;157256;170208;183636;220167;256752
1707702;78516;85224;87910;97953;98161;101689;111423;116825;129323
1708205;325638;326870;357367;369443;396153;348253;366455;443862;1414038
1708254;104411;120635;137466;134560;151011;186819;200115;221618;232898
1708304;46538;51234;55482;65702;79242;74752;81045;108775;193502
1709005;111081;130264;134107;146998;150014;160693;157756;176071;230924
1709302;414598;462139;574531;563298;603161;649211;697324;730955;880403
1709500;1616666;1661897;1842379;2033483;2236415;2196701;2327205;2543765;2648420
1709807;27536;30945;30311;30277;36670;30786;33218;37116;47772
1710508;71812;78295;78678;85164;98358;99047;106507;119953;186260
1710706;42853;46278;50622;56435;59446;64384;68623;72823;82611
1710904;48080;59216;55777;53002;70087;71024;74392;115104;171522
1711100;30359;33729;38491;42185;43250;43133;46525;56227;69980
1711506;38722;42368;47108;53395;58414;59576;64007;78747;97865
1711803;20055;21243;29238;32850;35635;30537;30605;35909;44395
1711902;329552;447045;454390;468635;527537;484425;527487;1040153;998445
1711951;28513;30832;33124;34789;38617;39775;45693;79302;89429
1712009;43321;47445;54901;58015;64209;67550;68531;66898;64405
1712157;76562;15797;19121;22114;23879;23728;25764;30115;37870
1712405;24965;26998;30967;33505;34202;42478;38793;51927;66332
1712454;36436;29495;32511;35274;34212;33690;45672;121354;71180
1712504;60716;66025;82552;100281;120349;126046;146974;210074;252331
1712702;125520;168319;103507;56428;126267;135697;185919;227485;252360
1712801;24742;26311;28407;31625;33224;36449;41940;47576;55911
1713205;417036;394294;503060;645716;526569;525389;616822;591151;642003
1713304;146539;168699;203125;219094;227744;262097;287048;305926;390325
1713601;81918;118735;118830;129412;159484;175204;158477;230635;296288
1713700;24667;27866;30087;38972;36573;35924;38168;52964;75004
1713809;56546;53348;58073;66647;64569;68797;73873;80731;95357
1713957;31596;35035;38245;41399;43100;43009;47556;57096;69465
1714203;112952;109595;121955;124821;116917;174044;156646;188910;247340
1714302;36246;39152;43100;45338;45013;44079;48645;54481;58139
1714880;216544;219929;253617;259523;282734;264063;312195;293703;320311
1715002;30301;38696;40683;49939;49384;55200;56586;87460;100915
1715101;32819;37529;40814;42275;46483;52047;61684;69772;84723
1715150;20958;21607;23634;26527;27054;27366;29354;31030;35521
1715259;26038;26960;26534;29159;28933;29371;30854;36672;42672
1715507;17283;18136;18408;18501;19655;19230;20801;23890;29469
1715705;60370;69504;74792;77747;81984;95877;88644;133093;185349
1715754;85374;92595;104183;111851;114168;118347;124955;139645;170118
1716109;841620;902190;1011003;1221528;1237455;1221785;1392220;1445961;1513693
1716208;255093;172785;195055;193913;214242;215390;243193;335255;315397
1716307;48368;50441;55419;60717;75161;68989;70372;81006;91169
1716505;420242;691776;586469;609813;672379;532347;464444;631761;848671
1716604;511246;389475;545343;512102;540632;527357;754188;679977;733929
1716653;49021;56681;70727;73133;75486;75367;78649;91550;107606
1716703;96698;101468;109809;132725;145267;143770;151939;166815;182796
1717008;38520;41958;44280;48551;48958;52805;58412;62447;85006
1717206;34205;39985;46092;49329;45451;51544;57087;69013;89940
1717503;80496;99345;115757;150980;140566;157306;196685;312627;361915
1717800;34672;35812;40987;45973;45255;47242;53293;58557;66158
1717909;59151;65874;68534;76131;79547;83936;91647;100198;121170
1718006;22536;24470;27128;29803;29027;31095;34867;39549;47043
1718204;923421;1118548;1372034;1528242;1851639;1677032;1869765;2611222;3649421
1718303;52995;55103;59264;63806;68762;72318;80923;83479;93139
1718402;72122;41814;45711;50389;51416;49036;52487;57531;65165
1718451;38344;49120;44426;53839;50651;56569;63502;81717;82663
1718501;30677;32904;38136;41728;41157;43088;47723;52503;91480
1718550;36388;37748;40528;44173;45192;47088;51901;55912;68536
1718659;15267;16901;16807;18055;19034;21080;23178;25567;29142
1718709;27165;41325;37085;36742;44369;50590;54777;63079;85928
1718758;46332;49708;53285;59488;61639;65490;78833;87609;111443
1718808;27399;28599;31457;35342;37328;39168;44546;84869;145863
1718840;47504;52197;60076;67607;69821;70318;79229;95556;116736
1718865;77117;85252;91519;114983;114858;113608;124634;147514;175927
1718881;32539;36471;45500;44226;40216;52509;58063;113437;139630
1718899;32596;41867;46003;49724;85461;90895;120898;134369;180273
1718907;76075;93431;109430;87265;146869;149228;144887;236631;307685
1719004;22415;23102;24716;27732;32280;32086;36100;37859;48098
1720002;22676;25455;26833;31571;30733;28803;32733;37116;41931
1720101;34669;38508;43047;48259;49687;53133;57703;64306;73590
1720150;14055;14151;15009;17951;18482;20810;23269;27244;36541
1720200;69378;74569;81610;97206;102465;105834;221633;167504;255814
1720259;25810;26710;28872;32548;33926;36683;36449;42146;49467
