CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021;PERCENTUAL_FAMILIAS_PBF_2013;PERCENTUAL_FAMILIAS_PBF_2014;PERCENTUAL_FAMILIAS_PBF_2015;PERCENTUAL_FAMILIAS_PBF_2016;PERCENTUAL_FAMILIAS_PBF_2017;PERCENTUAL_FAMILIAS_PBF_2018;PERCENTUAL_FAMILIAS_PBF_2019;PERCENTUAL_FAMILIAS_PBF_2020;PERCENTUAL_FAMILIAS_PBF_2021
1100015;341325;377799;421300;478217;485374;498980;495775;570242;734469;0.08217;0.08167;0.07276;0.06595;0.06164;0.06466;0.06141;0.06705;0.06848
1100023;1799853;1921532;2037799;2184346;2287910;2464704;2579278;2817331;3209761;0.06024;0.05378;0.04985;0.04239;0.03866;0.03734;0.03099;0.03596;0.04132
1100031;96365;113477;116565;133342;138110;140503;139976;167153;238412;0.07975;0.06289;0.06216;0.04118;0.03438;0.03439;0.02993;0.03604;0.04362
1100049;1433254;1660650;1794478;1947283;2082761;2175840;2261930;2518845;2792383;0.05583;0.04634;0.04222;0.03424;0.02804;0.03149;0.02788;0.03646;0.04228
1100056;353270;392417;397736;408194;439245;470647;506494;600630;743037;0.06064;0.0438;0.0487;0.04388;0.03719;0.04062;0.03755;0.04388;0.04656
1100064;242767;273759;285372;306518;328377;330232;334922;366922;424807;0.04977;0.04547;0.03901;0.02452;0.02236;0.02366;0.01964;0.02406;0.02649
1100072;168681;186868;190906;236624;332804;320416;349289;268353;396728;0.09385;0.09085;0.07872;0.07201;0.05717;0.05868;0.05074;0.05291;0.05757
1100080;149739;168605;187170;206101;212879;230151;238796;261944;316671;0.10257;0.10106;0.10456;0.10217;0.09902;0.09364;0.08723;0.09161;0.08709
1100098;426546;462389;483962;543318;566361;606072;624787;666321;773381;0.08108;0.06069;0.05555;0.04732;0.04363;0.0435;0.04028;0.04771;0.04968
1100106;605131;646154;682458;740352;775195;837459;892778;984614;1054179;0.08789;0.09225;0.08666;0.07409;0.06451;0.06647;0.06216;0.0714;0.07688
1100114;1070429;1130660;1207965;1313922;1354733;1484555;1500855;1665151;1765089;0.07524;0.07087;0.06762;0.05611;0.04394;0.04105;0.03614;0.04039;0.04197
1100122;2374801;2651246;2755755;2985775;3062162;3466810;3783206;4057176;4231113;0.04504;0.03777;0.03517;0.03304;0.02251;0.02025;0.01519;0.01847;0.01989
1100130;396658;424790;451940;512904;587758;642283;632997;700188;890320;0.08498;0.07662;0.07652;0.06702;0.05778;0.05174;0.04146;0.04475;0.04237
1100148;230676;257255;272574;307760;345425;345779;359625;403373;548734;0.12041;0.12408;0.10272;0.08989;0.07219;0.06994;0.06164;0.07023;0.07945
1100155;556443;600734;633050;711121;762112;807497;834959;885132;985868;0.0496;0.04349;0.03702;0.03223;0.02684;0.02719;0.02314;0.03268;0.04071
1100189;755542;837925;906443;1000682;1050682;1129770;1164694;1361160;1642516;0.05011;0.04789;0.04207;0.03483;0.02631;0.02327;0.02049;0.02381;0.02359
1100205;11699707;12793026;13970352;14751261;16974627;16655670;17906443;19446740;20059522;0.05057;0.05325;0.04943;0.0471;0.0458;0.04877;0.04261;0.04917;0.04709
1100254;292636;334713;359302;388308;410136;418683;427885;464090;559990;0.0941;0.10372;0.10165;0.0929;0.09189;0.09356;0.08069;0.091;0.11049
1100262;63732;74698;78522;90904;105272;102476;111100;133557;184430;0.1132;0.1038;0.0928;0.08153;0.05432;0.04781;0.03773;0.04968;0.05386
1100288;926089;1024962;1082400;1197691;1304503;1291476;1281314;1403499;1565194;0.06344;0.05179;0.04274;0.03247;0.02737;0.0259;0.02265;0.02628;0.02748
1100296;125662;132906;135949;149255;153096;146269;142638;156765;213556;0.0809;0.07305;0.062;0.05848;0.05209;0.06076;0.05727;0.07014;0.08129
1100304;2011515;2124668;2185475;2421840;2523712;2720979;2832738;3152560;4215046;0.04557;0.04772;0.04316;0.03725;0.03766;0.0346;0.02603;0.02753;0.0268
1100320;395408;411122;454048;514606;633099;704874;616830;730643;905335;0.0916;0.07234;0.0585;0.05973;0.04429;0.03942;0.03073;0.03436;0.03772
1100338;308322;341402;379824;419534;463144;508409;529243;601843;742687;0.11336;0.1216;0.1104;0.07478;0.05064;0.0455;0.0376;0.04364;0.04331
1100346;191138;205518;220491;243599;252252;256200;260403;289497;352628;0.11736;0.1248;0.11815;0.10028;0.09034;0.09197;0.08098;0.08876;0.09024
1100379;183210;211214;212357;230030;328001;278342;288721;324519;483672;0.09771;0.08989;0.0736;0.06353;0.05924;0.05595;0.05173;0.05817;0.06165
1100403;214064;233006;258222;287145;307459;328757;358407;396387;510361;0.09548;0.09778;0.09396;0.07059;0.05508;0.05257;0.04452;0.0498;0.05342
1100452;427488;475961;519513;581699;649985;680428;726351;781528;966552;0.09192;0.08654;0.08069;0.07017;0.05758;0.05486;0.04537;0.04924;0.04676
1100502;113700;127668;134273;150378;167453;165986;165527;185088;231502;0.09757;0.09564;0.09293;0.08572;0.07263;0.07542;0.0684;0.07708;0.0784
1100601;99011;116988;125344;134084;139924;140567;144465;169146;275338;0.07658;0.06632;0.05827;0.04864;0.03978;0.03958;0.03258;0.03844;0.04059
1100700;181408;203987;223211;221141;266520;285323;274661;331894;369377;0.09843;0.09637;0.09226;0.07984;0.05896;0.05004;0.03649;0.03848;0.03697
1100809;280360;317451;399266;399703;491350;568963;548064;562989;655606;0.08445;0.08204;0.07493;0.07561;0.08925;0.11257;0.10171;0.09541;0.09174
1100908;53263;59750;66529;68661;110916;113026;103993;80395;99627;0.09352;0.08952;0.08073;0.07675;0.06366;0.06412;0.05767;0.07533;0.07698
1100924;225345;228353;235664;275131;279877;300109;304810;374750;468793;0.07939;0.07899;0.0701;0.05789;0.05117;0.04327;0.03693;0.03966;0.04117
1100940;249223;265664;288031;315494;324735;357078;385069;431816;487480;0.0831;0.08528;0.0781;0.07187;0.05721;0.05032;0.04081;0.04255;0.04054
1101005;140140;145566;154876;163293;178524;178491;177942;200565;239330;0.14078;0.13789;0.13331;0.12222;0.10416;0.10735;0.09527;0.11175;0.11431
1101104;139589;133036;143840;153760;158293;173175;184657;192750;210031;0.10527;0.10914;0.09075;0.07701;0.06285;0.06065;0.05011;0.05798;0.05869
1101203;146641;167762;170866;189597;215810;205983;216434;224912;297878;0.08588;0.07855;0.07004;0.0547;0.04455;0.04722;0.04193;0.05011;0.05655
1101302;134517;162908;178007;191943;205082;218549;216961;231662;262640;0.10691;0.09763;0.08552;0.0602;0.06029;0.06787;0.06276;0.07229;0.06819
1101401;205600;218407;229497;242608;267804;284071;291812;340931;389891;0.08732;0.08969;0.07692;0.05514;0.0443;0.04078;0.03362;0.0383;0.04171
1101435;86792;93875;103160;106656;121147;121109;117350;128791;157321;0.077;0.06189;0.06301;0.04861;0.05458;0.05846;0.04591;0.0496;0.05218
1101450;71097;78819;84439;91389;99549;106828;107301;120815;155434;0.11557;0.10879;0.09233;0.07049;0.05674;0.0496;0.03704;0.04259;0.04589
1101468;77664;76783;79777;89278;99367;104550;116514;148823;246209;0.08197;0.08059;0.08086;0.0724;0.06722;0.08124;0.07331;0.08101;0.09027
1101476;47727;52854;53386;58681;62900;60540;61854;66465;107030;0.10203;0.05891;0.06198;0.05642;0.05658;0.06397;0.05287;0.06952;0.07564
1101484;70826;73856;78389;84807;87273;89557;89254;102279;130676;0.1005;0.09172;0.06521;0.02001;0.02219;0.02405;0.02301;0.02606;0.03466
1101492;245948;266619;293297;318965;335648;352819;353339;397745;488043;0.10506;0.10086;0.0921;0.07823;0.05519;0.05312;0.04248;0.04705;0.04951
1101500;157939;166738;180367;200123;232724;234736;236261;250586;332987;0.12187;0.11225;0.10118;0.08948;0.07453;0.07454;0.06621;0.07274;0.07395
1101559;67681;72074;79344;82670;83325;89190;92344;97349;121301;0.08858;0.09244;0.08215;0.06907;0.05841;0.05862;0.05107;0.06;0.06611
1101609;128042;137147;153737;169717;185034;191947;191524;213106;257426;0.10315;0.08964;0.08654;0.07023;0.05374;0.05355;0.04433;0.04839;0.04967
1101708;150563;171461;183100;196242;200082;217076;215416;227775;273501;0.12512;0.11194;0.09719;0.08092;0.06501;0.07244;0.06331;0.07026;0.07644
1101757;99751;106054;118306;133118;143303;159964;166804;180702;220588;0.08947;0.08847;0.08171;0.07092;0.05534;0.05667;0.05221;0.05678;0.05743
1101807;108134;117706;124700;130588;142330;150080;146544;161248;185648;0.10849;0.09595;0.08711;0.0682;0.06437;0.07188;0.0674;0.08053;0.09569
1200013;214652;207822;212961;239610;229644;253138;253152;291582;398725;0.13158;0.13392;0.13873;0.1267;0.11625;0.1235;0.10547;0.11524;0.11411
1200054;64602;73332;77234;85322;91743;89875;92705;96315;133916;0.14923;0.13918;0.1401;0.15329;0.17621;0.19151;0.19091;0.18755;0.18381
1200104;294874;340917;388114;388521;388018;439547;454009;488072;685636;0.13826;0.13769;0.14206;0.14771;0.14577;0.13053;0.11896;0.12512;0.12093
1200138;120210;129895;147868;159696;158301;158191;159100;179175;300830;0.1294;0.12962;0.13363;0.13796;0.14466;0.14568;0.13589;0.13081;0.12429
1200179;158800;149067;160134;177480;170990;164238;152806;144677;512353;0.122;0.12311;0.11288;0.1061;0.11647;0.12055;0.12742;0.11517;0.11091
1200203;969784;1150664;1060536;1223340;1287867;1401490;1439760;1793428;2058630;0.11837;0.11813;0.11524;0.11977;0.12742;0.12315;0.11841;0.11578;0.11397
1200252;268087;257492;276370;412261;435952;440177;422617;433585;644542;0.09814;0.09862;0.10179;0.09332;0.09193;0.09657;0.0956;0.10366;0.10243
1200302;267203;309503;322418;344518;350880;366052;362490;386502;567040;0.14085;0.14714;0.15884;0.16465;0.16465;0.14448;0.13557;0.14101;0.138
1200328;58271;70473;72755;73737;78628;78138;82098;82867;113975;0.15475;0.15143;0.14622;0.14834;0.15818;0.1608;0.15883;0.15673;0.15786
1200336;150136;187729;179969;201077;194421;201048;205214;215662;269205;0.14985;0.14826;0.14383;0.15765;0.17554;0.17287;0.16973;0.16664;0.16337
1200344;80018;94643;118697;128845;135401;138288;131637;138414;184904;0.14286;0.15046;0.14778;0.15881;0.18343;0.19141;0.18469;0.18025;0.17771
1200351;146339;162375;159654;176112;195344;192055;194430;209775;256865;0.14044;0.14475;0.14028;0.14631;0.15204;0.15545;0.14666;0.14374;0.13991
1200385;199657;237006;252968;242578;241231;262261;276129;267420;601471;0.10295;0.09756;0.09951;0.09353;0.09222;0.08362;0.07611;0.08148;0.08175
1200393;82060;96499;97729;107298;112711;112166;118375;129394;160535;0.11634;0.12178;0.11981;0.1228;0.13045;0.13268;0.12619;0.1227;0.11843
1200401;6807581;8174771;8258089;7880432;8153153;8911060;9130749;9362488;10955675;0.06955;0.06542;0.06906;0.0668;0.05979;0.05995;0.05454;0.06166;0.06253
1200427;152053;171505;166470;183719;185008;187068;190863;202059;255649;0.13396;0.13093;0.13238;0.13422;0.13569;0.13446;0.12831;0.13281;0.1289
1200435;45136;53395;57988;62132;71271;71761;79725;83424;108545;0.11686;0.11407;0.11052;0.11493;0.15441;0.17086;0.17187;0.16778;0.16742
1200450;290838;325673;337471;325553;359782;371144;360656;349736;779672;0.11068;0.11719;0.11142;0.11994;0.17734;0.18922;0.18316;0.17417;0.16992
1200500;426881;478781;462253;476246;500512;520298;539331;575264;748094;0.13111;0.12879;0.12723;0.12657;0.14321;0.15213;0.15093;0.14769;0.14372
1200609;335520;387146;398537;424497;470854;487948;482624;511369;711884;0.12877;0.13709;0.1321;0.14437;0.1639;0.17284;0.17344;0.16839;0.16417
1200708;168708;196802;202844;220428;231302;250235;274589;292281;454981;0.10728;0.10949;0.10972;0.11121;0.10702;0.10605;0.10231;0.10665;0.10364
1200807;172519;203206;211744;220840;229926;234946;226959;242881;471315;0.14174;0.14937;0.1403;0.13997;0.1527;0.15556;0.14413;0.14051;0.13667
1300029;90875;107773;102360;144685;159083;170089;196154;194561;217333;0.1388;0.14235;0.13857;0.1468;0.15998;0.15517;0.14313;0.14279;0.14199
1300060;59861;63736;66484;66265;80805;83447;95436;101934;118872;0.12773;0.13106;0.13644;0.12999;0.13859;0.13625;0.1315;0.13131;0.13424
1300086;84387;86080;83655;96390;108163;116719;125494;129933;138599;0.1143;0.11577;0.10536;0.11452;0.13893;0.14636;0.14353;0.13994;0.13679
1300102;153867;168967;154630;179711;192984;218807;200709;215119;248435;0.11089;0.10023;0.10678;0.11849;0.14453;0.14885;0.13927;0.13433;0.13051
1300144;157858;193061;206200;192352;193492;209970;252677;271930;297810;0.10181;0.09374;0.09575;0.08464;0.0811;0.06973;0.05912;0.0716;0.08197
1300201;95743;124922;143243;165713;141205;143057;150688;172713;184947;0.12437;0.13071;0.11675;0.11425;0.10449;0.09739;0.09553;0.10251;0.10389
1300300;197961;239017;265111;289804;328193;356934;388848;446599;506341;0.13734;0.14829;0.14555;0.16505;0.19207;0.19848;0.18868;0.18526;0.18154
1300409;134364;147980;151620;157854;160672;168626;189996;208482;245622;0.10575;0.10226;0.10167;0.09642;0.08997;0.08972;0.0865;0.09834;0.10622
1300508;196999;210559;200195;224109;239721;259291;286580;313547;344890;0.13391;0.13291;0.14091;0.14891;0.16594;0.17418;0.16881;0.16427;0.16155
1300607;236931;270635;245147;271447;280086;310751;347115;349347;388781;0.12286;0.12177;0.11235;0.11384;0.12207;0.12504;0.12346;0.12141;0.12092
1300631;107968;120988;125637;124199;141498;151805;169892;182503;211871;0.13524;0.13506;0.13158;0.14387;0.20866;0.25652;0.24102;0.23451;0.22904
1300680;100001;98384;101807;110655;125739;140055;146215;161505;182412;0.12663;0.13097;0.12718;0.1245;0.12704;0.12736;0.11996;0.12173;0.11886
1300706;236629;277842;286360;328570;365383;415766;444283;475575;512796;0.1383;0.13995;0.14019;0.14527;0.16152;0.15402;0.13886;0.14361;0.14123
1300805;236239;254923;260752;270980;296371;304755;330380;361457;402131;0.10173;0.09706;0.09918;0.10553;0.10775;0.12139;0.11929;0.12781;0.12616
1300839;111291;130604;135541;145057;142346;156561;168773;170630;177894;0.11288;0.12879;0.12359;0.12756;0.14009;0.15423;0.15473;0.14906;0.14493
1300904;81427;88213;88114;99109;103082;107991;121948;133366;154316;0.12851;0.13564;0.13906;0.14544;0.153;0.16744;0.15855;0.1586;0.15644
1301001;214486;235646;251054;270919;286003;307070;336549;358945;370657;0.14224;0.15099;0.14279;0.15677;0.18785;0.20623;0.20799;0.20573;0.20401
1301100;193802;217517;247025;250074;272854;314629;340672;363330;395194;0.13375;0.13754;0.13671;0.13707;0.1338;0.14669;0.13626;0.14522;0.14039
1301159;234401;241431;269183;295991;313356;337463;318688;374101;413374;0.10834;0.12366;0.12791;0.13409;0.13686;0.13523;0.12685;0.12828;0.12413
1301209;4558712;3105211;2261617;1170225;1322937;2018615;2253992;1923265;3380278;0.11856;0.12207;0.11472;0.12298;0.13051;0.12124;0.11241;0.11673;0.11452
1301308;492322;651855;742360;651453;464273;501935;505889;498996;531995;0.10371;0.10906;0.11921;0.12892;0.1246;0.12345;0.11433;0.11732;0.11397
1301407;340332;382850;403200;398027;434006;518216;478814;502984;568039;0.13596;0.1402;0.13158;0.13758;0.15217;0.15847;0.14972;0.14787;0.1451
1301506;116857;124880;129131;142361;148766;157794;172414;178128;215527;0.14575;0.15264;0.14117;0.14381;0.15057;0.14918;0.14167;0.13921;0.13698
1301605;132637;151621;156442;151641;167593;180667;181680;197036;222773;0.14113;0.15295;0.14666;0.15867;0.1781;0.1945;0.19831;0.20435;0.21001
1301654;92709;100262;106588;111353;115995;123681;130114;147398;177320;0.14224;0.14845;0.13825;0.1428;0.15466;0.15467;0.15541;0.15091;0.14779
1301704;367181;422861;450582;482341;556079;621322;721855;780339;860168;0.11065;0.11929;0.11251;0.11088;0.12963;0.14437;0.12908;0.12409;0.12073
1301803;106738;112260;120605;126316;139916;152316;177141;193669;216519;0.11797;0.11341;0.11296;0.11078;0.1223;0.1339;0.12698;0.12357;0.12011
1301852;481446;529533;627693;625010;697064;678368;691801;727697;1001862;0.13356;0.14033;0.129;0.13689;0.19957;0.25354;0.23818;0.23025;0.22366
1301902;1440639;1591040;1762125;1891522;1979493;1882624;2070851;2273504;2350463;0.10138;0.1034;0.10748;0.10859;0.11227;0.11454;0.10866;0.10572;0.1029
1301951;73384;75976;79330;84732;93869;95522;99805;107487;135620;0.18088;0.18574;0.18547;0.19625;0.20374;0.21488;0.20787;0.20463;0.20458
1302009;68872;80542;80512;102310;107713;111075;129499;134333;152509;0.14292;0.14937;0.13772;0.13794;0.15671;0.17939;0.17643;0.17237;0.17053
1302108;50959;58162;60551;59570;61997;63038;65857;63114;85809;0.13973;0.1536;0.18829;0.2133;0.24614;0.29158;0.33067;0.44069;0.57094
1302207;84513;84834;90422;89823;99877;104579;115621;122251;138074;0.11613;0.10783;0.10085;0.10014;0.10426;0.10977;0.10903;0.10532;0.10203
1302306;180234;182212;196731;197969;218569;224322;230654;252817;266377;0.15613;0.16357;0.16503;0.17401;0.19079;0.21989;0.22833;0.23736;0.24551
1302405;380687;368576;390961;449071;495747;493720;500460;556267;625199;0.14214;0.14652;0.13432;0.13891;0.16141;0.17348;0.17454;0.1722;0.16938
1302504;1229929;1264411;1414754;1316860;1526357;1428780;1502525;1432217;1544675;0.11139;0.1165;0.10789;0.11733;0.17072;0.19224;0.17978;0.17518;0.17153
1302553;182257;206792;231559;250252;236248;275567;259773;274499;311335;0.1228;0.12096;0.10773;0.10871;0.10195;0.09799;0.09045;0.09471;0.09158
1302603;63829864;67418894;67076904;70234306;73225449;78155386;84566043;91773536;103281436;0.06983;0.06342;0.06513;0.06274;0.05574;0.05951;0.05348;0.0611;0.05816
1302702;400950;459510;492408;476291;495881;529374;560803;621102;686279;0.10575;0.10328;0.10024;0.10572;0.09876;0.10536;0.09724;0.10721;0.10433
1302801;96880;117725;122658;141135;153885;129463;140342;148824;176217;0.13211;0.14749;0.14178;0.14937;0.15736;0.16001;0.15617;0.15541;0.15472
1302900;360983;389379;380954;410786;459063;502004;551175;565975;595827;0.134;0.13888;0.1343;0.14147;0.15587;0.15785;0.14517;0.14091;0.13729
1303007;128950;121117;123219;135685;142267;152077;168137;185694;207005;0.1535;0.16366;0.1537;0.1597;0.17616;0.17408;0.16757;0.16434;0.16094
1303106;157883;187770;195941;212324;234351;247214;278282;293887;341652;0.09844;0.10644;0.11051;0.10869;0.11394;0.11519;0.11089;0.1149;0.11168
1303205;92626;112457;117037;126322;131745;136543;172501;172051;186533;0.12082;0.12012;0.11816;0.1141;0.11466;0.12027;0.10959;0.11035;0.10709
1303304;140185;149447;157337;170246;183334;200293;212575;219412;252422;0.10662;0.11391;0.11487;0.11486;0.12213;0.12842;0.11827;0.12313;0.11958
1303403;1010620;975798;949020;1027340;1092155;1123079;1225444;1320369;1426984;0.1119;0.1154;0.11473;0.11657;0.13028;0.13948;0.13721;0.13464;0.13236
1303502;108044;136558;139060;142491;150838;157104;163873;175059;199541;0.13405;0.13999;0.13175;0.13829;0.15319;0.16183;0.15603;0.15552;0.15365
1303536;722104;662828;761204;547295;445555;823936;956464;832243;1031905;0.09972;0.10845;0.09987;0.09566;0.10974;0.11171;0.10309;0.09784;0.09306
1303569;326203;370897;444180;446859;384152;382992;439400;374196;407146;0.09431;0.10336;0.10292;0.10232;0.09797;0.09451;0.08729;0.09292;0.0892
1303601;104748;123219;155313;127341;122726;138110;150012;157256;185817;0.10364;0.10842;0.10775;0.10289;0.0959;0.09077;0.08726;0.08575;0.08526
1303700;126286;146110;149509;163636;172833;181771;191909;208637;237314;0.1477;0.1613;0.15556;0.16652;0.18977;0.20099;0.19345;0.19734;0.19637
1303809;216457;257234;265932;284030;314682;331771;349719;376603;423054;0.13537;0.13202;0.14202;0.13374;0.1267;0.12259;0.11092;0.12319;0.12779
1303908;172810;190870;193791;206312;235478;251748;280976;302085;334131;0.10154;0.10012;0.09922;0.10984;0.10768;0.10723;0.10252;0.10641;0.1051
1303957;73866;84210;84630;93403;101297;117748;121771;127895;136609;0.10863;0.111;0.10672;0.10706;0.11966;0.11626;0.1087;0.10424;0.10192
1304005;83929;74699;105001;99257;96376;101823;114106;133793;175042;0.14219;0.13989;0.1328;0.143;0.19412;0.22009;0.21579;0.21008;0.20702
1304062;327177;366628;382963;423684;463248;537079;594242;652926;758036;0.10809;0.11698;0.11115;0.11502;0.11607;0.11297;0.09981;0.105;0.10121
1304104;152594;189775;201237;215987;338884;247785;192217;218672;239944;0.15275;0.15137;0.1575;0.1423;0.14685;0.15377;0.14036;0.15004;0.15762
1304203;540069;710995;710973;657170;746603;936724;1021258;941046;1098392;0.11392;0.11281;0.10941;0.11917;0.13736;0.14243;0.14067;0.14019;0.13948
1304237;99627;107192;114685;118661;123847;133877;151465;158633;185410;0.12807;0.12777;0.12572;0.13606;0.15557;0.16781;0.16865;0.16802;0.16483
1304260;106102;121455;130831;172385;186574;188175;196338;205138;229209;0.12569;0.12675;0.12888;0.13573;0.16629;0.18271;0.17038;0.16764;0.16547
1304302;256607;302307;310200;297880;298331;330708;302863;306779;205656;0.1394;0.144;0.1491;0.15511;0.17274;0.18013;0.17612;0.17619;0.17574
1304401;110166;119412;113917;124236;143101;166521;179336;195752;232661;0.12125;0.12366;0.11202;0.11552;0.14638;0.16111;0.15474;0.14662;0.14221
1400027;120398;106016;123154;142465;163113;169685;176954;198107;240826;0.09509;0.11053;0.1054;0.10784;0.10026;0.11086;0.10808;0.11293;0.11673
1400050;181429;190357;221320;251016;276115;280115;307361;409619;385507;0.11535;0.12821;0.15004;0.17442;0.14548;0.14049;0.13256;0.1472;0.15385
1400100;6705377;7353245;7581092;8110722;8947813;10042234;10697931;11828926;13493364;0.07398;0.07469;0.06954;0.06855;0.0532;0.05508;0.04198;0.05632;0.05231
1400159;191785;185433;224232;247398;266844;281340;315224;416440;522405;0.15879;0.15217;0.1524;0.15266;0.17773;0.18194;0.18728;0.18539;0.18668
1400175;183167;200639;209781;226193;247658;268480;275046;325084;353071;0.14253;0.13605;0.13642;0.12545;0.13059;0.13001;0.13597;0.13272;0.12842
1400209;258592;267044;307049;327059;347759;347040;369912;410236;453298;0.13419;0.14083;0.12867;0.12889;0.15101;0.15498;0.14567;0.13849;0.1347
1400233;123945;132112;142421;151484;162996;178393;199851;227485;236788;0.1312;0.13582;0.13104;0.13203;0.13947;0.13729;0.1363;0.13002;0.12449
1400282;114095;119517;126537;136169;150906;159895;158894;182151;208477;0.15591;0.15025;0.13556;0.12764;0.128;0.11879;0.1087;0.11199;0.10699
1400308;209439;205852;248327;270760;299920;309570;311626;348377;393852;0.14852;0.15585;0.14158;0.14448;0.16603;0.18308;0.18983;0.18033;0.17698
1400407;102878;110653;123235;129566;148455;153495;173355;194764;202859;0.11852;0.11605;0.1353;0.14228;0.13803;0.15138;0.16918;0.1723;0.17593
1400456;131072;139438;145930;164379;171778;204460;261537;290184;329092;0.12948;0.12951;0.12269;0.12187;0.12873;0.09294;0.08597;0.08211;0.07654
1400472;403929;436625;467660;501717;530590;547432;576395;636429;732356;0.13059;0.13315;0.12811;0.11684;0.11731;0.1197;0.10569;0.12582;0.12136
1400506;109951;116628;124280;140162;155127;177732;205385;262115;327768;0.13001;0.12917;0.12666;0.11378;0.1124;0.1032;0.1006;0.11224;0.1094
1400605;93160;94081;100434;110517;119130;139074;143844;165075;178972;0.138;0.12943;0.12785;0.11609;0.12005;0.12952;0.11871;0.13613;0.13192
1400704;81508;86482;97451;103629;116502;111043;118912;129282;143945;0.13652;0.12848;0.12416;0.14332;0.11915;0.1353;0.1341;0.14144;0.14028
1500107;891428;1056559;1192555;1246639;1337353;1413517;1491621;1659693;1949341;0.14026;0.14014;0.13103;0.14464;0.19516;0.21711;0.21395;0.21015;0.2065
1500131;57573;69372;66599;76699;80633;82186;84902;95863;105496;0.14673;0.14936;0.14314;0.14459;0.15129;0.15904;0.15443;0.15055;0.14769
1500206;871619;577256;640890;789271;932175;913952;755091;881812;1433440;0.15908;0.18119;0.17045;0.175;0.19216;0.20415;0.19708;0.19539;0.19245
1500305;262214;301313;324962;318316;358271;357706;368873;438582;444236;0.14211;0.13763;0.14886;0.1561;0.17924;0.17999;0.17066;0.1685;0.16522
1500347;287540;320451;379314;432588;443365;422972;433939;531635;643132;0.14105;0.13499;0.12127;0.10896;0.10194;0.10224;0.09059;0.09947;0.10526
1500404;560154;531842;518610;660477;609255;566618;573058;692397;745403;0.15755;0.16172;0.16289;0.16448;0.17377;0.19504;0.19756;0.19497;0.19228
1500503;454918;502847;475344;590295;666123;591446;543380;627560;688370;0.12303;0.1298;0.12454;0.1286;0.1549;0.16311;0.16019;0.15809;0.15733
1500602;3094031;3948811;3201408;2497078;2501060;2723890;2776406;2559968;3120219;0.08182;0.08625;0.0982;0.09494;0.0941;0.10051;0.09036;0.10048;0.09728
1500701;154237;167161;180985;180704;204751;206730;213400;228956;259020;0.14201;0.15689;0.15033;0.16257;0.17941;0.1815;0.16989;0.16926;0.16583
1500800;4900297;5772894;6222672;6718793;6980443;7522961;8163540;8117175;8939830;0.07913;0.07481;0.08125;0.07818;0.07072;0.06496;0.05651;0.06285;0.06376
1500859;209864;257292;302093;310094;351211;368823;415241;522861;588032;0.14084;0.14104;0.12776;0.13719;0.16947;0.19377;0.19179;0.18572;0.18221
1500909;253554;251669;287174;309983;332780;305707;324422;366358;363771;0.16466;0.18024;0.17291;0.17478;0.17445;0.1744;0.16651;0.17103;0.16703
1500958;230601;240324;257268;298798;277394;260752;220672;267915;308633;0.12992;0.12677;0.13044;0.12964;0.1296;0.12973;0.12311;0.12923;0.12714
1501006;87332;91998;97996;120567;144716;118032;123024;138887;151969;0.16047;0.16094;0.15615;0.15072;0.13821;0.12443;0.11917;0.12418;0.12752
1501105;141329;139405;147607;164989;176250;207731;203160;233042;250548;0.10977;0.10745;0.10512;0.11464;0.11302;0.11803;0.11658;0.1139;0.11115
1501204;258691;258860;307389;338690;356595;346675;473026;616016;562147;0.11949;0.11411;0.11564;0.11956;0.12468;0.13429;0.13204;0.12922;0.12596
1501253;51382;58625;68221;79721;76465;78125;80972;100723;129007;0.11856;0.11656;0.12427;0.12125;0.12312;0.11782;0.10864;0.11527;0.12504
1501303;2658972;3902985;5513144;5014169;4818669;4737436;5364844;7433645;9243937;0.10791;0.11121;0.10172;0.1056;0.11753;0.12262;0.10788;0.10391;0.10044
1501402;27139286;28687488;29215036;29466894;30244780;31479272;32372971;30798556;33467126;0.06575;0.07065;0.07733;0.07824;0.07828;0.08023;0.07706;0.07877;0.07686
1501451;268532;251577;140052;151832;158065;159132;163218;186769;237196;0.16165;0.17301;0.16031;0.16553;0.18117;0.1658;0.14437;0.14614;0.14194
1501501;921749;1050325;1202057;1291065;1394023;1589789;1558563;1677587;1986729;0.1014;0.11027;0.10323;0.10957;0.1406;0.16447;0.16206;0.15699;0.15289
1501576;106169;121145;134478;153703;164637;175982;174025;208138;243883;0.12748;0.13096;0.12448;0.11908;0.11582;0.12291;0.11678;0.12484;0.12154
1501600;79527;81445;86352;108500;136290;151768;159908;189753;206682;0.13418;0.13649;0.13689;0.13423;0.12277;0.12308;0.11673;0.12674;0.1263
1501709;978372;912212;976997;1047905;1116023;1127614;1162529;1379843;1389573;0.13187;0.12724;0.12957;0.12624;0.12397;0.12587;0.11873;0.1253;0.12016
1501725;158513;181892;208756;228905;240063;251821;276410;322791;379813;0.13634;0.13535;0.13768;0.13395;0.15229;0.16985;0.16857;0.17934;0.17832
1501758;49628;56859;64269;76450;80573;78157;81565;88712;115088;0.17021;0.1776;0.16607;0.16916;0.17363;0.14908;0.12696;0.13545;0.14272
