CO_MUNICIPIO;PIB_2013;PIB_2014;PIB_2015;PIB_2016;PIB_2017;PIB_2018;PIB_2019;PIB_2020;PIB_2021;PERCENTUAL_FAMILIAS_PBF_2013;PERCENTUAL_FAMILIAS_PBF_2014;PERCENTUAL_FAMILIAS_PBF_2015;PERCENTUAL_FAMILIAS_PBF_2016;PERCENTUAL_FAMILIAS_PBF_2017;PERCENTUAL_FAMILIAS_PBF_2018;PERCENTUAL_FAMILIAS_PBF_2019;PERCENTUAL_FAMILIAS_PBF_2020;PERCENTUAL_FAMILIAS_PBF_2021
2201101;49835;57387;64253;71047;77762;78956;83961;89540;97601;0.19857;0.21255;0.19724;0.20931;0.23133;0.2396;0.22704;0.22303;0.22199
2201150;299600;478327;559741;238070;744553;953234;863446;1229454;1768579;0.15843;0.16219;0.16661;0.16847;0.17512;0.17726;0.17081;0.16622;0.16526
2201176;21351;24965;26182;28436;32371;33276;36818;40152;38963;0.20304;0.21873;0.20427;0.19624;0.21034;0.21165;0.20324;0.21078;0.21098
2201200;254311;280195;305949;347770;369213;394813;439115;468844;497599;0.16557;0.17147;0.1624;0.17515;0.19254;0.20428;0.20212;0.19652;0.19546
2201309;17253;19613;21600;23670;24224;27413;28970;125685;163172;0.16779;0.16083;0.15485;0.17016;0.20583;0.23774;0.23507;0.22882;0.22884
2201408;43986;49092;55348;56274;62050;68448;76942;85179;89830;0.15226;0.14868;0.1367;0.14372;0.17227;0.20546;0.2052;0.19966;0.19852
2201507;127212;141549;149878;164715;177475;191851;207330;218227;250803;0.18451;0.19546;0.17941;0.18333;0.19995;0.18585;0.174;0.17852;0.17825
2201556;21344;26303;28816;28873;33124;35211;38369;44082;46876;0.17517;0.17196;0.16382;0.14997;0.15455;0.15679;0.15741;0.16774;0.16543
2201572;16756;19972;23263;24847;26727;29182;33424;39783;41264;0.20539;0.22209;0.20727;0.20832;0.20811;0.19131;0.18732;0.19236;0.19046
2201606;43615;52945;56545;64098;69202;75928;82371;88636;91895;0.17915;0.1908;0.17882;0.17265;0.17983;0.18037;0.17455;0.184;0.18265
2201705;34303;42060;43610;47811;53321;58642;61002;69486;72158;0.14381;0.15567;0.14495;0.15643;0.1792;0.19217;0.18887;0.18558;0.18596
2201739;28725;32852;37858;42870;43507;52705;52380;57089;62561;0.20605;0.22012;0.20928;0.20747;0.21422;0.20903;0.20387;0.2161;0.21661
2201770;32431;38820;36735;43615;45712;52676;53625;63531;62507;0.18186;0.17652;0.1673;0.18106;0.23863;0.25771;0.25365;0.25033;0.24971
2201804;23683;28734;32921;34753;48403;43706;46722;53110;47772;0.15729;0.16294;0.15487;0.14617;0.1495;0.14168;0.13756;0.15117;0.14926
2201903;333702;505909;645002;513765;873788;908331;838720;1129103;1410185;0.11924;0.12618;0.11448;0.1185;0.14018;0.15357;0.15263;0.14886;0.14775
2201919;28561;34194;34667;41116;49109;52807;56449;62280;70166;0.18469;0.19456;0.17755;0.18307;0.17724;0.17956;0.1698;0.17961;0.17848
2201929;24777;28892;31390;35791;36671;41473;43999;48890;52945;0.17671;0.17339;0.16562;0.16804;0.19939;0.19933;0.1963;0.18716;0.18702
2201945;29373;31841;34808;37774;40198;43233;46518;51619;51725;0.16385;0.1626;0.15251;0.16311;0.2019;0.19771;0.18683;0.18114;0.17957
2201960;35402;41411;42837;48181;53639;56114;58836;65218;69324;0.15192;0.15911;0.15431;0.15421;0.17725;0.16414;0.16052;0.15826;0.15937
2201988;22246;24606;27689;29541;31788;34227;34948;38877;43978;0.22833;0.23613;0.21906;0.22315;0.24248;0.24705;0.24413;0.24454;0.24555
2202000;112156;126396;134746;152712;157173;174203;183358;192765;214747;0.17709;0.17559;0.17147;0.17844;0.181;0.18042;0.17507;0.18478;0.18505
2202026;34188;39858;43296;45550;51318;57382;61702;69078;69690;0.17744;0.18836;0.17562;0.1846;0.19413;0.19044;0.18341;0.1803;0.1793
2202059;41307;47766;51235;57853;59083;67423;73225;79299;86134;0.17524;0.18071;0.1692;0.17477;0.18614;0.18131;0.1741;0.16952;0.16887
2202075;16796;20207;21680;23253;25414;27717;27903;30318;34182;0.1783;0.16725;0.17027;0.15495;0.14698;0.13262;0.12082;0.12594;0.13469
2202083;53663;61758;65895;74959;81551;81911;92358;92555;115376;0.15403;0.1497;0.14911;0.1462;0.12703;0.11882;0.10573;0.11962;0.12669
2202091;24481;39360;50876;47648;45508;107482;86586;171848;195079;0.17729;0.19207;0.18541;0.18363;0.19282;0.18614;0.17902;0.18422;0.18355
2202109;27889;33240;36644;39485;42382;43993;47867;52413;57496;0.20259;0.21658;0.20192;0.19782;0.19649;0.19454;0.19971;0.21423;0.21517
2202117;23224;26811;29024;31649;33928;37818;42199;47338;51371;0.20367;0.20807;0.19426;0.19919;0.2439;0.24866;0.24063;0.23476;0.23385
2202133;30861;38071;46321;50406;49787;57382;52606;63116;62135;0.18291;0.17749;0.17531;0.17637;0.19976;0.1975;0.19182;0.18491;0.1844
2202174;29435;32887;35680;39480;41712;49787;49011;52036;56554;0.19869;0.21167;0.21145;0.222;0.23651;0.24362;0.24083;0.24005;0.24639
2202208;367889;438155;461048;521524;544403;610929;634076;659068;705863;0.13333;0.14437;0.1373;0.13819;0.14018;0.12899;0.12162;0.12518;0.12466
2202251;22399;25123;26675;27033;31355;31407;34459;39107;41948;0.18776;0.18793;0.1875;0.19112;0.18679;0.18928;0.17873;0.18433;0.18258
2202307;136043;160531;180621;203524;207518;221885;234422;261974;271388;0.17425;0.18328;0.1713;0.17251;0.20052;0.19861;0.18936;0.18506;0.1833
2202406;50235;59987;63986;74511;82581;92694;93753;98520;106410;0.16835;0.17987;0.16638;0.1718;0.19289;0.18493;0.17851;0.1744;0.1754
2202455;21382;23312;24893;28161;30153;33208;34753;38977;43675;0.22239;0.2269;0.22231;0.23676;0.26308;0.27606;0.2739;0.2703;0.27066
2202505;53031;59551;67306;72083;69185;79651;84920;102836;97485;0.19132;0.19881;0.18823;0.19246;0.18744;0.19262;0.19604;0.19062;0.18957
2202539;31167;35383;37110;40489;44933;47389;50419;55080;57437;0.20666;0.20582;0.19571;0.18;0.19119;0.2012;0.19104;0.1983;0.19797
2202554;23938;26020;30203;35510;32859;39083;41478;50196;50031;0.19107;0.19642;0.18522;0.19693;0.23665;0.25272;0.24334;0.23697;0.23893
2202604;110671;111930;134473;152654;159381;175659;178258;186224;202443;0.16557;0.17194;0.16619;0.14858;0.15327;0.14882;0.14339;0.15212;0.15181
2202653;30391;32554;36875;41887;43692;46255;47447;50234;53140;0.18032;0.17264;0.16499;0.15888;0.16004;0.1683;0.16187;0.1785;0.17637
2202703;131491;156678;170117;193152;211421;221596;234172;252850;272767;0.17859;0.19181;0.17896;0.18448;0.17902;0.18106;0.17184;0.17597;0.17494
2202711;26177;28956;31388;34491;37510;40057;43630;44082;46961;0.20626;0.19128;0.17961;0.18189;0.21093;0.22106;0.21632;0.20841;0.20599
2202729;26592;31002;36067;40224;44452;47250;50683;54412;56960;0.20627;0.20452;0.19426;0.18603;0.19409;0.18616;0.18495;0.19407;0.19256
2202737;20697;23898;23642;26820;29760;32147;33818;38878;37708;0.18841;0.1951;0.18524;0.18011;0.19201;0.19241;0.18682;0.18502;0.18521
2202752;34431;40623;42732;51395;52309;59512;60728;63539;70559;0.17409;0.17474;0.16218;0.1647;0.21532;0.22074;0.21808;0.21071;0.20886
2202778;36346;42328;48308;50068;51536;55382;57681;62545;68111;0.18949;0.18546;0.16248;0.1714;0.19095;0.19566;0.18665;0.18444;0.18408
2202802;25084;29799;34080;40923;42541;49288;50761;59520;60446;0.214;0.1944;0.19312;0.20242;0.21815;0.22468;0.21903;0.21219;0.21118
2202851;22997;25324;27873;30300;32213;35236;39066;43845;40760;0.20004;0.21096;0.19752;0.20239;0.23155;0.22018;0.21316;0.20854;0.20819
2202901;202936;246649;274827;281189;381064;453515;450232;516015;680693;0.14063;0.14798;0.14035;0.14031;0.13116;0.13595;0.12922;0.13778;0.13735
2203008;39176;40716;47129;48876;53740;56685;64626;69091;75069;0.17864;0.17363;0.16132;0.15314;0.15563;0.1561;0.15156;0.15728;0.16491
2203107;65330;77460;81929;87077;99045;101808;110914;113903;121550;0.15801;0.16328;0.15312;0.15672;0.17175;0.1821;0.17701;0.17378;0.17269
2203206;70113;75759;79413;84130;88835;101787;110902;121756;141390;0.16782;0.17539;0.16204;0.14707;0.15871;0.16205;0.15551;0.16104;0.16089
2203230;60874;121888;125260;59521;156454;272086;199742;329609;409013;0.18832;0.18617;0.17812;0.18687;0.2053;0.20794;0.19398;0.19062;0.18908
2203255;16287;21847;22213;24080;26143;30495;31552;34850;39660;0.17338;0.17439;0.16924;0.17758;0.18319;0.19661;0.18816;0.18659;0.18525
2203271;22438;24326;29980;33584;302333;71196;58602;65306;78394;0.1858;0.19905;0.18836;0.1809;0.18949;0.19432;0.1881;0.18446;0.18404
2203305;84313;126095;130390;138989;133283;168785;188692;196310;211639;0.17094;0.16125;0.1523;0.16877;0.19309;0.21098;0.20612;0.20137;0.20091
2203354;29048;32043;35158;39331;44231;51675;57889;62126;67492;0.1716;0.17644;0.1673;0.17398;0.19098;0.19136;0.18086;0.17442;0.17485
2203404;42034;49706;61115;68835;66929;74813;77318;78829;78045;0.17253;0.17194;0.16563;0.1615;0.15876;0.14831;0.13398;0.13999;0.14885
2203420;20263;24902;26784;30397;31910;33775;35593;41668;46532;0.17637;0.18993;0.17459;0.18074;0.19571;0.1832;0.17451;0.18167;0.1813
2203453;36986;45741;49614;53101;56718;61120;65949;96045;164346;0.19618;0.21395;0.20198;0.20487;0.23628;0.23151;0.21442;0.20523;0.20305
2203503;82379;98234;108043;117091;123746;138363;151022;152702;164731;0.16653;0.17639;0.1735;0.15931;0.14594;0.13165;0.12149;0.12652;0.13457
2203602;28924;36406;36828;40292;40847;44705;50233;51582;55592;0.15001;0.15947;0.14833;0.14994;0.15743;0.15408;0.14527;0.1501;0.1493
2203701;229214;264596;289597;325078;338421;374921;407186;432931;456546;0.14987;0.15696;0.14915;0.15399;0.18082;0.17498;0.16536;0.16304;0.16217
2203750;21320;24376;25267;26560;27875;30568;39410;42078;46774;0.18623;0.18858;0.21062;0.2119;0.22682;0.23853;0.22875;0.22467;0.22477
2203800;22511;27845;31903;29925;36028;37572;40044;44102;48120;0.20177;0.21206;0.21256;0.21325;0.23333;0.23544;0.22339;0.21874;0.21901
2203859;14464;17211;17161;19233;20000;21555;22023;24381;25258;0.1816;0.19777;0.17932;0.18117;0.19142;0.20383;0.2025;0.19805;0.19797
2203909;786120;911773;919600;1020575;1019440;1104254;1198895;1310020;1469174;0.09688;0.09139;0.08734;0.07539;0.06798;0.069;0.06447;0.07167;0.07591
2204006;24443;29815;31605;33474;36158;38819;39794;41649;44797;0.18918;0.18185;0.18455;0.15821;0.16622;0.15367;0.14641;0.15616;0.17212
2204105;22799;28324;32771;30013;36426;38524;38371;42582;46763;0.18898;0.16877;0.16501;0.16547;0.17327;0.16579;0.158;0.17048;0.17116
2204154;13395;16557;19018;24129;23296;29896;32164;34745;32841;0.15617;0.15919;0.14885;0.14745;0.16592;0.15603;0.15232;0.14719;0.14614
2204204;42063;51090;57247;63346;62302;70155;77331;82914;83027;0.14747;0.15034;0.14193;0.13845;0.13491;0.13226;0.12534;0.12985;0.12947
2204303;184416;235561;179371;184700;146169;100934;111291;118307;112454;0.1455;0.15389;0.14263;0.15028;0.17407;0.1761;0.16146;0.15636;0.15492
2204352;31838;37276;41728;47421;42711;46975;49930;56312;59253;0.20925;0.22159;0.20793;0.20873;0.21431;0.21091;0.20213;0.21538;0.21581
2204402;95990;165204;177906;113654;185881;226265;258399;306922;416894;0.16527;0.17404;0.16606;0.16125;0.17012;0.16124;0.15014;0.15953;0.15919
2204501;230768;240707;254564;429640;534632;741138;584389;552496;637192;0.1081;0.1205;0.11279;0.10206;0.12888;0.14714;0.1442;0.14033;0.14015
2204550;21727;25877;28906;30437;30674;33478;33822;42452;45099;0.20385;0.19969;0.19317;0.19893;0.24037;0.23529;0.22994;0.22067;0.21933
2204600;19456;23212;24073;25996;26749;29637;30008;31901;34066;0.1885;0.1863;0.17414;0.16252;0.17951;0.18065;0.179;0.19026;0.19098
2204659;50724;58690;60412;66916;68249;72841;76153;80050;119725;0.17316;0.18232;0.17501;0.17226;0.17641;0.16532;0.15691;0.16485;0.16317
2204709;81478;94264;101962;114977;122334;137128;142510;152854;163624;0.1804;0.18933;0.18133;0.17103;0.16475;0.15396;0.14999;0.15961;0.15949
2204808;47743;57025;59910;68371;68411;72048;75289;79805;82417;0.16352;0.17306;0.16918;0.16539;0.15629;0.15529;0.14504;0.15542;0.15553
2204907;37696;43450;46019;49556;53763;62744;67209;79906;80798;0.20351;0.21087;0.20373;0.20406;0.21725;0.2167;0.20552;0.21212;0.21126
2205003;55102;62023;65220;77845;79806;88746;97973;103985;108192;0.18988;0.1985;0.1876;0.16923;0.16442;0.16242;0.15941;0.16821;0.16731
2205102;66233;80836;92186;96077;109043;110086;116716;127608;131853;0.16759;0.16445;0.15866;0.15484;0.1539;0.14269;0.13123;0.13683;0.14397
2205151;30587;35060;38385;38290;43091;48609;52968;58623;69064;0.21156;0.22353;0.21155;0.21196;0.22295;0.22006;0.21285;0.22185;0.22298
2205201;113801;124694;129899;146075;160113;171645;176179;193502;191771;0.1774;0.18892;0.1768;0.17976;0.20115;0.18855;0.17593;0.18106;0.1798
2205250;19549;22714;25265;26368;29453;29928;31330;34788;39632;0.20255;0.21377;0.20195;0.20036;0.21196;0.21851;0.21514;0.21405;0.21296
2205276;27315;31165;32528;34907;40038;42491;44977;51511;58747;0.17499;0.1844;0.17286;0.17856;0.19306;0.19547;0.18643;0.18318;0.18158
2205300;29202;36963;44178;40163;43378;43544;51056;48022;63528;0.16534;0.17489;0.17259;0.18437;0.20027;0.22863;0.22327;0.2188;0.21765
2205359;14860;18659;19869;22886;25952;27247;55088;64082;69289;0.19758;0.2126;0.20034;0.19474;0.19014;0.19302;0.18783;0.19933;0.19947
2205409;60570;71230;78422;87243;90565;96672;104115;107278;118894;0.19156;0.18842;0.1935;0.1927;0.19451;0.18525;0.17417;0.17877;0.17741
2205458;22767;26674;28975;32031;34501;38677;41290;44858;46226;0.19646;0.20807;0.19405;0.18927;0.19645;0.1945;0.18685;0.19667;0.19661
2205508;235028;256455;274111;296506;319692;349798;369453;379057;390718;0.15427;0.15966;0.14966;0.15213;0.1593;0.15024;0.1416;0.1491;0.14849
2205516;26274;33130;35675;39433;41717;47896;49470;60572;56058;0.17833;0.19144;0.16115;0.16286;0.17993;0.17781;0.1716;0.16591;0.16536
2205524;26866;30583;35792;38041;40450;43184;61530;73994;80794;0.17923;0.18341;0.17586;0.17853;0.18016;0.17599;0.16972;0.17979;0.17902
2205532;23283;26622;29446;33135;35274;40468;40768;42988;43566;0.19663;0.21719;0.20077;0.20916;0.22187;0.22494;0.21961;0.21373;0.21336
2205540;12389;15992;17150;18131;20212;22299;24643;37321;40519;0.18387;0.17918;0.17677;0.17594;0.18097;0.15472;0.13708;0.14696;0.15401
2205557;35808;39967;48782;54246;58731;62764;66857;73116;77314;0.17732;0.17069;0.16134;0.1725;0.18273;0.17439;0.17537;0.17267;0.17387
2205565;23759;25973;30377;30308;37309;176848;445639;351512;534683;0.19396;0.21488;0.20441;0.19236;0.1842;0.14829;0.13534;0.14369;0.15693
2205573;29155;33095;34595;38046;39871;45126;50293;52984;54980;0.17073;0.16677;0.15928;0.15264;0.15453;0.14886;0.14383;0.15213;0.15997
2205581;34523;42993;34334;39114;43751;50007;54443;66658;75615;0.16261;0.18168;0.17358;0.17607;0.19494;0.21594;0.20595;0.20319;0.20044
2205599;23989;27491;30937;36307;45737;42398;43317;45727;48595;0.21802;0.21884;0.21716;0.21843;0.21781;0.20276;0.19683;0.21412;0.21441
2205607;43976;58821;79016;55464;61797;77664;77063;87623;109799;0.18059;0.19368;0.18309;0.18749;0.20932;0.22951;0.22002;0.21389;0.21377
2205706;186818;217377;234571;258264;286913;305976;332918;347609;378697;0.17483;0.17851;0.17369;0.16491;0.1686;0.1703;0.16245;0.17038;0.16997
2205805;136672;164110;168751;185887;191741;206317;216492;222359;241221;0.17604;0.18527;0.1735;0.17916;0.20744;0.2142;0.20784;0.20322;0.20179
2205854;35684;39190;42176;47843;48645;53523;57802;64411;75141;0.19057;0.19492;0.19073;0.17856;0.17368;0.16385;0.15499;0.16075;0.1677
2205904;30603;33685;35894;39713;42411;42090;50992;53471;54807;0.1711;0.16667;0.16454;0.15954;0.14964;0.1466;0.13367;0.14278;0.15732
2205953;40119;47836;59218;62464;62005;69518;87544;153090;198352;0.18705;0.17481;0.16281;0.17713;0.23196;0.23356;0.22186;0.21702;0.21513
2206001;23623;28417;34258;33622;39735;41780;44984;47921;54884;0.15254;0.15841;0.15086;0.15316;0.19294;0.21385;0.20268;0.19903;0.19886
2206050;25796;29497;32469;35816;38950;42106;45762;52917;52130;0.19223;0.20333;0.19089;0.19109;0.17861;0.17221;0.1624;0.1684;0.16822
2206100;51353;61757;67754;74745;72096;77107;83432;90360;95555;0.18708;0.19658;0.18399;0.18678;0.21192;0.20224;0.19514;0.19146;0.19246
2206209;151673;165354;183018;200170;228090;238636;260075;280386;312819;0.17295;0.18428;0.174;0.17779;0.1892;0.19131;0.18273;0.17793;0.17725
2206308;9633;14264;11501;11679;14725;16537;16858;21596;23604;0.16318;0.17998;0.16599;0.16328;0.16205;0.152;0.14125;0.15378;0.15577
2206357;29981;34592;36310;39519;43190;46941;50060;54471;53563;0.18082;0.16993;0.16772;0.17288;0.17478;0.16715;0.15923;0.16223;0.18219
2206407;67048;82289;83528;92397;91040;94013;92069;108321;127469;0.16367;0.17608;0.16273;0.16812;0.17965;0.16668;0.15458;0.16159;0.16037
2206506;35160;40590;46146;49565;54391;62950;66593;90017;72882;0.18419;0.17713;0.16306;0.16581;0.16835;0.16703;0.16286;0.16956;0.1684
2206605;78149;100737;127966;107652;155127;196077;168812;249657;298089;0.16727;0.16809;0.17235;0.17528;0.19985;0.17548;0.16781;0.17306;0.17216
2206654;21946;23521;25015;25652;30625;31609;33867;35842;39152;0.19843;0.20898;0.1947;0.19877;0.22897;0.19766;0.17807;0.18278;0.18334
2206670;30008;34885;37650;42392;44502;47198;52292;58910;62450;0.17548;0.18687;0.1732;0.17521;0.17864;0.17254;0.16304;0.16928;0.17026
2206696;42602;46937;50202;59821;64738;67298;66490;70558;74909;0.17128;0.16245;0.15882;0.14697;0.14849;0.14574;0.14117;0.1467;0.15219
2206704;33228;38483;41594;45731;48553;54054;60082;64598;67046;0.17959;0.19178;0.17821;0.17502;0.19997;0.20296;0.19281;0.18847;0.18804
2206720;42703;57652;64522;73468;78876;87116;84192;96020;94817;0.17903;0.18295;0.17236;0.18064;0.22053;0.24789;0.23886;0.23425;0.23204
2206753;21314;25488;28653;30810;33373;38051;39757;42523;47885;0.17888;0.18463;0.1719;0.17282;0.18136;0.18465;0.17741;0.17481;0.17512
2206803;40904;48426;51627;56826;59819;68953;70976;74638;78547;0.19183;0.20409;0.19326;0.19939;0.24547;0.2636;0.25368;0.24785;0.24717
2206902;28044;34971;38267;39566;42012;45822;50034;53133;58172;0.18063;0.1822;0.1814;0.17192;0.16471;0.15087;0.14821;0.16229;0.16784
2206951;16594;19303;20430;21168;22113;24022;25570;28179;31237;0.18664;0.19668;0.1863;0.21843;0.23095;0.22558;0.21264;0.22344;0.22263
2207009;255952;307032;332971;377711;401131;441039;481876;538556;584373;0.15466;0.15888;0.15472;0.14572;0.14583;0.15079;0.14678;0.15928;0.15862
2207108;12998;14613;16273;16789;20054;20204;23544;26002;28731;0.18495;0.21046;0.22125;0.2034;0.19818;0.196;0.18788;0.19165;0.19015
2207207;37115;43475;46528;52229;54162;59670;62577;74804;73909;0.2144;0.21551;0.20747;0.21042;0.21841;0.22078;0.21855;0.21432;0.215
2207306;23584;29433;31565;34223;35135;38346;41486;43188;44249;0.17636;0.19367;0.18669;0.19518;0.21943;0.2062;0.20828;0.20262;0.20296
2207355;17441;20080;22368;24544;27308;35370;38690;48853;52581;0.17659;0.18511;0.19528;0.18609;0.18572;0.18015;0.17173;0.18126;0.18062
2207405;38602;57670;61902;50195;71089;70832;88477;129020;141457;0.17511;0.18986;0.1755;0.17917;0.18301;0.17185;0.16141;0.16978;0.16882
2207504;64412;77981;80015;87213;97353;105944;115457;125159;138692;0.19915;0.21158;0.1983;0.19533;0.18923;0.18912;0.18399;0.19785;0.19579
2207553;19448;21804;23974;26292;33336;34542;35415;41897;44237;0.21664;0.22205;0.20872;0.18906;0.19171;0.20061;0.19417;0.20955;0.2114
2207603;58331;68739;70713;75689;80971;89973;96175;113667;119215;0.17439;0.17939;0.16959;0.1731;0.20098;0.2034;0.19896;0.19493;0.19371
2207702;1430208;1661185;1796195;1917307;2037877;2325059;2625553;2611434;2968947;0.08721;0.0817;0.08123;0.07168;0.06411;0.06711;0.06386;0.07138;0.07876
2207751;27264;33080;34560;33874;35342;35436;38226;41460;48758;0.18578;0.18881;0.19255;0.18036;0.19267;0.2185;0.20543;0.20564;0.20503
2207777;29999;34171;38746;41562;45467;48628;52564;57030;64629;0.19299;0.19019;0.17261;0.15803;0.1506;0.14474;0.13877;0.14112;0.14346
2207793;16051;19472;20370;22342;24337;27193;29440;31697;33612;0.2001;0.20823;0.19837;0.20015;0.24;0.23863;0.23337;0.22485;0.22405
2207801;119542;144794;170394;203075;192247;205700;221361;252235;267709;0.17071;0.18388;0.17453;0.17611;0.1875;0.19531;0.18657;0.18104;0.17937
2207850;17752;20522;21931;23455;27812;29984;31459;35504;37693;0.23174;0.21756;0.20814;0.22568;0.31659;0.31859;0.3114;0.30581;0.30393
2207900;188179;230739;261114;277597;289648;320879;343480;356419;386275;0.17536;0.1894;0.17856;0.18125;0.19713;0.19455;0.18399;0.18139;0.18139
2207934;14491;18213;17872;19829;20999;24603;24398;27381;31322;0.20828;0.21561;0.21806;0.20659;0.21964;0.22618;0.21845;0.22209;0.22266
2207959;25379;33023;28603;30088;32993;36387;39022;44012;43931;0.20661;0.21632;0.21115;0.21956;0.24384;0.24376;0.22725;0.22017;0.21926
2208007;1039698;1205393;1234349;1397870;1425827;1517796;1668488;1758645;1940259;0.11361;0.10644;0.10129;0.10124;0.11846;0.12692;0.12523;0.12085;0.12007
2208106;55447;62931;67446;73039;79991;85801;98070;104389;106973;0.17393;0.18244;0.1793;0.17501;0.17017;0.16682;0.15569;0.16336;0.16263
2208205;93600;107536;130720;129452;134289;173934;181913;207260;202627;0.19011;0.2038;0.18975;0.19232;0.18052;0.17625;0.1619;0.17509;0.17397
2208304;176037;210445;221106;237794;260367;281075;314114;335082;363522;0.17254;0.18278;0.17248;0.17106;0.18127;0.18423;0.17544;0.17178;0.17045
2208403;447818;530307;584212;641357;657240;718548;775097;903368;916771;0.13223;0.12963;0.13136;0.12014;0.115;0.10395;0.09294;0.09836;0.10219
2208502;57464;65916;73255;75514;80877;90708;93054;101795;118547;0.16319;0.1791;0.16908;0.17616;0.19291;0.18961;0.1873;0.18504;0.18456
2208551;20501;22771;19962;21606;22698;22741;25069;28847;39212;0.16914;0.17027;0.1598;0.15324;0.1509;0.16407;0.17343;0.17426;0.17302
2208601;15802;18216;19244;21069;22044;24620;25126;27297;27584;0.19749;0.20727;0.19768;0.20232;0.23751;0.23533;0.23072;0.23302;0.235
2208650;44304;49806;57679;62820;68303;75029;88698;119598;253485;0.19009;0.19909;0.18815;0.1883;0.18016;0.16841;0.15202;0.15238;0.15939
2208700;47888;54538;59238;58863;67413;73854;79130;87293;97930;0.17087;0.17681;0.16616;0.17452;0.20686;0.22745;0.23103;0.22567;0.22578
2208809;99859;115955;134724;139722;157687;185043;175538;218201;264514;0.1762;0.18377;0.17862;0.18602;0.21539;0.22305;0.21476;0.21013;0.20997
2208858;24136;27629;30778;33083;35147;37432;40450;44378;46279;0.21038;0.22468;0.21284;0.20598;0.20231;0.21038;0.20478;0.21606;0.21505
2208874;18945;21977;23866;44119;111343;229984;226864;185657;217390;0.20441;0.22459;0.21297;0.21648;0.23598;0.24731;0.24436;0.23886;0.23872
2208908;187629;276033;245324;124005;346829;399050;317266;461223;695855;0.15224;0.16296;0.15061;0.14614;0.1389;0.13018;0.12287;0.13164;0.13013
2209005;31970;36833;40154;41316;44690;50379;53902;57168;61491;0.18966;0.19943;0.19197;0.19289;0.21655;0.21459;0.20818;0.20286;0.20112
2209104;34054;38766;41326;46279;48960;53011;56346;61612;61011;0.17365;0.1698;0.1668;0.16726;0.17948;0.16271;0.15817;0.166;0.16485
2209153;21123;25923;28090;31227;32598;34846;37236;41415;45472;0.15746;0.15294;0.15104;0.15279;0.14398;0.14011;0.1254;0.13067;0.14632
2209203;97069;158867;203591;90202;213171;322466;314127;498743;615987;0.16049;0.15475;0.15488;0.1485;0.14717;0.14635;0.14169;0.1495;0.16129
2209302;30196;35155;36862;39916;45876;47512;53270;56392;62480;0.1749;0.18897;0.17958;0.18289;0.20465;0.20819;0.20324;0.19908;0.19837
2209351;20549;24837;28239;29788;32726;35555;35995;39168;40807;0.16718;0.15792;0.14899;0.14477;0.13709;0.12454;0.12171;0.12904;0.1329
2209377;25063;29777;31148;34990;35823;36934;41750;46466;50228;0.18873;0.18996;0.18772;0.17906;0.18029;0.17345;0.16892;0.17735;0.17967
2209401;38347;42178;42388;45849;58173;61210;64131;71695;71849;0.14607;0.14996;0.14126;0.13285;0.13719;0.13854;0.1339;0.14051;0.14043
2209450;10303;11715;12066;13362;12993;14127;15474;16740;18051;0.12892;0.12518;0.13286;0.12123;0.12424;0.12158;0.11939;0.13066;0.1372
2209500;18632;23177;24143;26603;27386;31540;33638;37600;40377;0.19671;0.19715;0.19274;0.18867;0.19083;0.18256;0.1772;0.18801;0.18561
2209559;20167;22045;26714;27208;27904;32199;33905;40275;39471;0.19322;0.1809;0.17891;0.18999;0.2392;0.2536;0.23741;0.22804;0.22744
2209609;16596;20010;21128;22883;24218;27496;29205;30952;32116;0.18098;0.1839;0.1863;0.17669;0.1827;0.15944;0.14616;0.14563;0.15293
2209658;27484;32016;35440;37034;39059;42321;48034;52643;55545;0.21072;0.22382;0.21016;0.21635;0.23405;0.23486;0.22224;0.21734;0.21479
2209708;35794;39527;42378;45037;48066;50842;52669;56606;58406;0.16922;0.19315;0.18234;0.17942;0.17521;0.17307;0.16721;0.1757;0.17547
2209757;19785;23820;25378;22329;28734;32271;48017;53774;54607;0.13514;0.18559;0.16858;0.17513;0.17771;0.17025;0.15751;0.15146;0.14946
2209807;22679;28936;27919;30925;35346;42045;45105;50796;56735;0.17571;0.17973;0.17194;0.16429;0.17218;0.16523;0.16092;0.16938;0.16852
2209856;21180;25034;27295;29766;32463;36046;41389;46888;49321;0.18563;0.19841;0.18152;0.17796;0.17755;0.1708;0.1684;0.17794;0.17688
2209872;28130;40342;37426;38556;44499;47047;49592;57407;60925;0.18142;0.17504;0.17582;0.16979;0.17632;0.16863;0.15972;0.16524;0.16552
2209906;30255;36062;40360;42935;47054;50049;52625;59565;59723;0.1885;0.19341;0.18977;0.19014;0.19537;0.19263;0.18928;0.19879;0.19931
2209955;19669;23178;24493;27335;29829;30370;31417;34402;36648;0.17195;0.16948;0.16431;0.14637;0.13902;0.13349;0.12087;0.12521;0.1425
2209971;36868;36250;39602;44296;46382;51822;56360;62413;68235;0.19788;0.21143;0.19755;0.21386;0.25385;0.2482;0.23733;0.23177;0.22968
2210003;144378;160303;168692;195527;215814;228714;341871;448100;426951;0.14725;0.15615;0.14673;0.14659;0.14592;0.14953;0.14931;0.14786;0.1472
2210052;32130;37817;38237;42414;45380;49105;50567;55966;63753;0.18864;0.194;0.18471;0.15991;0.18821;0.20176;0.20183;0.19686;0.19642
