NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;ED_INF_MEDIA_TOTAL_ALUNOS_SALA;FUN_MEDIA_TOTAL_ALUNOS_SALA;MED_MEDIA_TOTAL_ALUNOS_SALA
2018;Norte;PA;1508084;Tucumã;Urbana;Total;4.4;4.2;4.2
2018;Norte;PA;1508084;Tucumã;Rural;Total;7.7;4.1;
2018;Norte;PA;1508084;Tucumã;Total;Estadual;;;4.1
2018;Norte;PA;1508084;Tucumã;Urbana;Estadual;;;4.1
2018;Norte;PA;1508084;Tucumã;Total;Municipal;4.5;4.2;
2018;Norte;PA;1508084;Tucumã;Urbana;Municipal;4.4;4.2;
2018;Norte;PA;1508084;Tucumã;Rural;Municipal;7.7;4.1;
2018;Norte;PA;1508084;Tucumã;Total;Privada;4.2;4.4;5
2018;Norte;PA;1508084;Tucumã;Urbana;Privada;4.2;4.4;5
2018;Norte;PA;1508084;Tucumã;Total;Pública;4.5;4.2;4.1
2018;Norte;PA;1508084;Tucumã;Urbana;Pública;4.4;4.2;4.1
2018;Norte;PA;1508084;Tucumã;Rural;Pública;7.7;4.1;
2018;Norte;PA;1508100;Tucuruí;Total;Total;4.2;4.4;4.5
2018;Norte;PA;1508100;Tucuruí;Urbana;Total;4.2;4.4;4.5
2018;Norte;PA;1508100;Tucuruí;Rural;Total;4.3;4.3;
2018;Norte;PA;1508100;Tucuruí;Total;Federal;;;5.3
2018;Norte;PA;1508100;Tucuruí;Urbana;Federal;;;5.3
2018;Norte;PA;1508100;Tucuruí;Total;Estadual;;;4.3
2018;Norte;PA;1508100;Tucuruí;Urbana;Estadual;;;4.3
2018;Norte;PA;1508100;Tucuruí;Total;Municipal;4.1;4.3;
2018;Norte;PA;1508100;Tucuruí;Urbana;Municipal;4.1;4.4;
2018;Norte;PA;1508100;Tucuruí;Rural;Municipal;4.3;4.3;
2018;Norte;PA;1508100;Tucuruí;Total;Privada;4.7;4.5;5.2
2018;Norte;PA;1508100;Tucuruí;Urbana;Privada;4.7;4.5;5.2
2018;Norte;PA;1508100;Tucuruí;Total;Pública;4.1;4.3;4.4
2018;Norte;PA;1508100;Tucuruí;Urbana;Pública;4.1;4.4;4.4
2018;Norte;PA;1508100;Tucuruí;Rural;Pública;4.3;4.3;
2018;Norte;PA;1508126;Ulianópolis;Total;Total;4.1;4.3;4.2
2018;Norte;PA;1508126;Ulianópolis;Urbana;Total;4;4.3;4.2
2018;Norte;PA;1508126;Ulianópolis;Rural;Total;4.3;4.3;
2018;Norte;PA;1508126;Ulianópolis;Total;Estadual;;;4.2
2018;Norte;PA;1508126;Ulianópolis;Urbana;Estadual;;;4.2
2018;Norte;PA;1508126;Ulianópolis;Total;Municipal;4.1;4.3;
2018;Norte;PA;1508126;Ulianópolis;Urbana;Municipal;4;4.3;
2018;Norte;PA;1508126;Ulianópolis;Rural;Municipal;4.3;4.3;
2018;Norte;PA;1508126;Ulianópolis;Total;Privada;4;4;
2018;Norte;PA;1508126;Ulianópolis;Urbana;Privada;4;4;
2018;Norte;PA;1508126;Ulianópolis;Total;Pública;4.1;4.3;4.2
2018;Norte;PA;1508126;Ulianópolis;Urbana;Pública;4;4.3;4.2
2018;Norte;PA;1508126;Ulianópolis;Rural;Pública;4.3;4.3;
2018;Norte;PA;1508159;Uruará;Total;Total;4.2;4.1;4.8
2018;Norte;PA;1508159;Uruará;Urbana;Total;4;4;4.5
2018;Norte;PA;1508159;Uruará;Rural;Total;4.9;4.3;7.1
2018;Norte;PA;1508159;Uruará;Total;Estadual;;;4.5
2018;Norte;PA;1508159;Uruará;Urbana;Estadual;;;4.5
2018;Norte;PA;1508159;Uruará;Total;Municipal;4.2;4.1;
2018;Norte;PA;1508159;Uruará;Urbana;Municipal;4;4;
2018;Norte;PA;1508159;Uruará;Rural;Municipal;4.9;4.2;
2018;Norte;PA;1508159;Uruará;Total;Privada;4;4.4;7.1
2018;Norte;PA;1508159;Uruará;Urbana;Privada;4;4.3;
2018;Norte;PA;1508159;Uruará;Rural;Privada;;5;7.1
2018;Norte;PA;1508159;Uruará;Total;Pública;4.2;4.1;4.5
2018;Norte;PA;1508159;Uruará;Urbana;Pública;4;4;4.5
2018;Norte;PA;1508159;Uruará;Rural;Pública;4.9;4.2;
2018;Norte;PA;1508209;Vigia;Total;Total;4.3;4.3;4.4
2018;Norte;PA;1508209;Vigia;Urbana;Total;4.4;4.3;4.5
2018;Norte;PA;1508209;Vigia;Rural;Total;4;4.2;4.2
2018;Norte;PA;1508209;Vigia;Total;Estadual;;4.6;4.4
2018;Norte;PA;1508209;Vigia;Urbana;Estadual;;4.6;4.5
2018;Norte;PA;1508209;Vigia;Rural;Estadual;;4.5;4.2
2018;Norte;PA;1508209;Vigia;Total;Municipal;4.3;4.1;
2018;Norte;PA;1508209;Vigia;Urbana;Municipal;4.4;4.2;
2018;Norte;PA;1508209;Vigia;Rural;Municipal;4;4;
2018;Norte;PA;1508209;Vigia;Total;Privada;4.1;4.5;
2018;Norte;PA;1508209;Vigia;Urbana;Privada;4.1;4.5;
2018;Norte;PA;1508209;Vigia;Total;Pública;4.3;4.3;4.4
2018;Norte;PA;1508209;Vigia;Urbana;Pública;4.4;4.3;4.5
2018;Norte;PA;1508209;Vigia;Rural;Pública;4;4.2;4.2
2018;Norte;PA;1508308;Viseu;Total;Total;4.1;4.4;4.1
2018;Norte;PA;1508308;Viseu;Urbana;Total;4;4.4;4.1
2018;Norte;PA;1508308;Viseu;Rural;Total;4.1;4.3;
2018;Norte;PA;1508308;Viseu;Total;Estadual;;;4.1
2018;Norte;PA;1508308;Viseu;Urbana;Estadual;;;4.1
2018;Norte;PA;1508308;Viseu;Total;Municipal;4.1;4.4;
2018;Norte;PA;1508308;Viseu;Urbana;Municipal;4;4.4;
2018;Norte;PA;1508308;Viseu;Rural;Municipal;4.1;4.3;
2018;Norte;PA;1508308;Viseu;Total;Pública;4.1;4.4;4.1
2018;Norte;PA;1508308;Viseu;Urbana;Pública;4;4.4;4.1
2018;Norte;PA;1508308;Viseu;Rural;Pública;4.1;4.3;
2018;Norte;PA;1508357;Vitória do Xingu;Total;Total;4;4.3;4.2
2018;Norte;PA;1508357;Vitória do Xingu;Urbana;Total;4;4.3;4.2
2018;Norte;PA;1508357;Vitória do Xingu;Rural;Total;4;4.3;
2018;Norte;PA;1508357;Vitória do Xingu;Total;Estadual;;;4.1
2018;Norte;PA;1508357;Vitória do Xingu;Urbana;Estadual;;;4.1
2018;Norte;PA;1508357;Vitória do Xingu;Total;Municipal;4;4.3;
2018;Norte;PA;1508357;Vitória do Xingu;Urbana;Municipal;4;4.3;
2018;Norte;PA;1508357;Vitória do Xingu;Rural;Municipal;4;4.3;
2018;Norte;PA;1508357;Vitória do Xingu;Total;Privada;4.1;4.5;5.5
2018;Norte;PA;1508357;Vitória do Xingu;Urbana;Privada;4.1;4.5;5.5
2018;Norte;PA;1508357;Vitória do Xingu;Total;Pública;4;4.3;4.1
2018;Norte;PA;1508357;Vitória do Xingu;Urbana;Pública;4;4.3;4.1
2018;Norte;PA;1508357;Vitória do Xingu;Rural;Pública;4;4.3;
2018;Norte;PA;1508407;Xinguara;Total;Total;6;4.2;4.2
2018;Norte;PA;1508407;Xinguara;Urbana;Total;6.3;4.2;4.3
2018;Norte;PA;1508407;Xinguara;Rural;Total;4;4;3.9
2018;Norte;PA;1508407;Xinguara;Total;Estadual;;;4.2
2018;Norte;PA;1508407;Xinguara;Urbana;Estadual;;;4.2
2018;Norte;PA;1508407;Xinguara;Rural;Estadual;;;3.9
2018;Norte;PA;1508407;Xinguara;Total;Municipal;6.2;4.2;
2018;Norte;PA;1508407;Xinguara;Urbana;Municipal;6.6;4.2;
2018;Norte;PA;1508407;Xinguara;Rural;Municipal;4;4;
2018;Norte;PA;1508407;Xinguara;Total;Privada;4.4;4.2;5.5
2018;Norte;PA;1508407;Xinguara;Urbana;Privada;4.4;4.2;5.5
2018;Norte;PA;1508407;Xinguara;Total;Pública;6.2;4.2;4.2
2018;Norte;PA;1508407;Xinguara;Urbana;Pública;6.6;4.2;4.2
2018;Norte;PA;1508407;Xinguara;Rural;Pública;4;4;3.9
2018;Norte;AP;1600055;Serra do Navio;Total;Total;4.7;4.3;4.2
2018;Norte;AP;1600055;Serra do Navio;Urbana;Total;5.2;4.3;4.1
2018;Norte;AP;1600055;Serra do Navio;Rural;Total;4.3;4.4;4.3
2018;Norte;AP;1600055;Serra do Navio;Total;Estadual;;4.3;4.2
2018;Norte;AP;1600055;Serra do Navio;Urbana;Estadual;;4.3;4.1
2018;Norte;AP;1600055;Serra do Navio;Rural;Estadual;;4.3;4.3
2018;Norte;AP;1600055;Serra do Navio;Total;Municipal;4.7;4.3;
2018;Norte;AP;1600055;Serra do Navio;Urbana;Municipal;5.2;4.3;
2018;Norte;AP;1600055;Serra do Navio;Rural;Municipal;4.3;4.4;
2018;Norte;AP;1600055;Serra do Navio;Total;Pública;4.7;4.3;4.2
2018;Norte;AP;1600055;Serra do Navio;Urbana;Pública;5.2;4.3;4.1
2018;Norte;AP;1600055;Serra do Navio;Rural;Pública;4.3;4.4;4.3
2018;Norte;AP;1600105;Amapá;Total;Total;4;4.2;4.2
2018;Norte;AP;1600105;Amapá;Urbana;Total;4;4.2;4.2
2018;Norte;AP;1600105;Amapá;Rural;Total;4;4.2;
2018;Norte;AP;1600105;Amapá;Total;Estadual;;4.3;4.2
2018;Norte;AP;1600105;Amapá;Urbana;Estadual;;4.4;4.2
2018;Norte;AP;1600105;Amapá;Rural;Estadual;;4.2;
2018;Norte;AP;1600105;Amapá;Total;Municipal;4;4;
2018;Norte;AP;1600105;Amapá;Urbana;Municipal;4;4;
2018;Norte;AP;1600105;Amapá;Rural;Municipal;4;4;
2018;Norte;AP;1600105;Amapá;Total;Pública;4;4.2;4.2
2018;Norte;AP;1600105;Amapá;Urbana;Pública;4;4.2;4.2
2018;Norte;AP;1600105;Amapá;Rural;Pública;4;4.2;
2018;Norte;AP;1600154;Pedra Branca do Amapari;Total;Total;4;4;4.1
2018;Norte;AP;1600154;Pedra Branca do Amapari;Urbana;Total;4;4;4
2018;Norte;AP;1600154;Pedra Branca do Amapari;Rural;Total;4;4.1;10
2018;Norte;AP;1600154;Pedra Branca do Amapari;Total;Estadual;;4;4
2018;Norte;AP;1600154;Pedra Branca do Amapari;Urbana;Estadual;;4;4
2018;Norte;AP;1600154;Pedra Branca do Amapari;Rural;Estadual;;4;
2018;Norte;AP;1600154;Pedra Branca do Amapari;Total;Municipal;4;4;
2018;Norte;AP;1600154;Pedra Branca do Amapari;Urbana;Municipal;4;4;
2018;Norte;AP;1600154;Pedra Branca do Amapari;Rural;Municipal;4;4;
2018;Norte;AP;1600154;Pedra Branca do Amapari;Total;Privada;;10;10
2018;Norte;AP;1600154;Pedra Branca do Amapari;Rural;Privada;;10;10
2018;Norte;AP;1600154;Pedra Branca do Amapari;Total;Pública;4;4;4
2018;Norte;AP;1600154;Pedra Branca do Amapari;Urbana;Pública;4;4;4
2018;Norte;AP;1600154;Pedra Branca do Amapari;Rural;Pública;4;4;
2018;Norte;AP;1600204;Calçoene;Total;Total;4.5;4.2;4.4
2018;Norte;AP;1600204;Calçoene;Urbana;Total;4.6;4.2;4.2
2018;Norte;AP;1600204;Calçoene;Rural;Total;4;4.3;4.8
2018;Norte;AP;1600204;Calçoene;Total;Estadual;;4.5;4.4
2018;Norte;AP;1600204;Calçoene;Urbana;Estadual;;4.4;4.2
2018;Norte;AP;1600204;Calçoene;Rural;Estadual;;5;4.8
2018;Norte;AP;1600204;Calçoene;Total;Municipal;4.5;4;
2018;Norte;AP;1600204;Calçoene;Urbana;Municipal;4.6;4;
2018;Norte;AP;1600204;Calçoene;Rural;Municipal;4;4;
2018;Norte;AP;1600204;Calçoene;Total;Pública;4.5;4.2;4.4
2018;Norte;AP;1600204;Calçoene;Urbana;Pública;4.6;4.2;4.2
2018;Norte;AP;1600204;Calçoene;Rural;Pública;4;4.3;4.8
2018;Norte;AP;1600212;Cutias;Total;Total;3.9;4.1;4.1
2018;Norte;AP;1600212;Cutias;Urbana;Total;3.9;4;4
2018;Norte;AP;1600212;Cutias;Rural;Total;4;4.1;4.3
2018;Norte;AP;1600212;Cutias;Total;Estadual;;4.1;4.1
2018;Norte;AP;1600212;Cutias;Urbana;Estadual;;4;4
2018;Norte;AP;1600212;Cutias;Rural;Estadual;;4.2;4.3
2018;Norte;AP;1600212;Cutias;Total;Municipal;3.9;4;
2018;Norte;AP;1600212;Cutias;Urbana;Municipal;3.9;4;
2018;Norte;AP;1600212;Cutias;Rural;Municipal;4;4;
2018;Norte;AP;1600212;Cutias;Total;Pública;3.9;4.1;4.1
2018;Norte;AP;1600212;Cutias;Urbana;Pública;3.9;4;4
2018;Norte;AP;1600212;Cutias;Rural;Pública;4;4.1;4.3
2018;Norte;AP;1600238;Ferreira Gomes;Total;Total;4.2;4.5;4.8
2018;Norte;AP;1600238;Ferreira Gomes;Urbana;Total;4.2;4.5;4.8
2018;Norte;AP;1600238;Ferreira Gomes;Rural;Total;4.2;4.3;
2018;Norte;AP;1600238;Ferreira Gomes;Total;Estadual;;4.8;4.8
2018;Norte;AP;1600238;Ferreira Gomes;Urbana;Estadual;;5.2;4.8
2018;Norte;AP;1600238;Ferreira Gomes;Rural;Estadual;;4.3;
2018;Norte;AP;1600238;Ferreira Gomes;Total;Municipal;4.2;4.4;
2018;Norte;AP;1600238;Ferreira Gomes;Urbana;Municipal;4.2;4.4;
2018;Norte;AP;1600238;Ferreira Gomes;Rural;Municipal;4.2;4.2;
2018;Norte;AP;1600238;Ferreira Gomes;Total;Pública;4.2;4.5;4.8
2018;Norte;AP;1600238;Ferreira Gomes;Urbana;Pública;4.2;4.5;4.8
2018;Norte;AP;1600238;Ferreira Gomes;Rural;Pública;4.2;4.3;
2018;Norte;AP;1600253;Itaubal;Total;Total;4;4.3;4.2
2018;Norte;AP;1600253;Itaubal;Urbana;Total;4;4.2;4.4
2018;Norte;AP;1600253;Itaubal;Rural;Total;4.1;4.4;4.1
2018;Norte;AP;1600253;Itaubal;Total;Estadual;;4.2;4.2
2018;Norte;AP;1600253;Itaubal;Urbana;Estadual;;4.4;4.4
2018;Norte;AP;1600253;Itaubal;Rural;Estadual;;4.2;4.1
2018;Norte;AP;1600253;Itaubal;Total;Municipal;4;4;
2018;Norte;AP;1600253;Itaubal;Urbana;Municipal;4;4;
2018;Norte;AP;1600253;Itaubal;Rural;Municipal;4.1;4.1;
2018;Norte;AP;1600253;Itaubal;Total;Privada;;7.5;3.5
2018;Norte;AP;1600253;Itaubal;Rural;Privada;;7.5;3.5
2018;Norte;AP;1600253;Itaubal;Total;Pública;4;4.1;4.2
2018;Norte;AP;1600253;Itaubal;Urbana;Pública;4;4.2;4.4
2018;Norte;AP;1600253;Itaubal;Rural;Pública;4.1;4.1;4.1
2018;Norte;AP;1600279;Laranjal do Jari;Total;Total;4.1;4.3;4.6
2018;Norte;AP;1600279;Laranjal do Jari;Urbana;Total;4.1;4.3;4.6
2018;Norte;AP;1600279;Laranjal do Jari;Rural;Total;4;4.2;4.8
2018;Norte;AP;1600279;Laranjal do Jari;Total;Federal;;;5.3
2018;Norte;AP;1600279;Laranjal do Jari;Urbana;Federal;;;5.3
2018;Norte;AP;1600279;Laranjal do Jari;Total;Estadual;4.2;4.4;4.4
2018;Norte;AP;1600279;Laranjal do Jari;Urbana;Estadual;;4.4;4.4
2018;Norte;AP;1600279;Laranjal do Jari;Rural;Estadual;4.2;4.2;4.8
2018;Norte;AP;1600279;Laranjal do Jari;Total;Municipal;4.1;4.2;
2018;Norte;AP;1600279;Laranjal do Jari;Urbana;Municipal;4.1;4.2;
2018;Norte;AP;1600279;Laranjal do Jari;Rural;Municipal;4;4.1;
2018;Norte;AP;1600279;Laranjal do Jari;Total;Privada;4;4.3;
2018;Norte;AP;1600279;Laranjal do Jari;Urbana;Privada;4;4.3;
2018;Norte;AP;1600279;Laranjal do Jari;Total;Pública;4.1;4.3;4.6
2018;Norte;AP;1600279;Laranjal do Jari;Urbana;Pública;4.1;4.3;4.6
2018;Norte;AP;1600279;Laranjal do Jari;Rural;Pública;4;4.2;4.8
2018;Norte;AP;1600303;Macapá;Total;Total;4;4.4;5.2
2018;Norte;AP;1600303;Macapá;Urbana;Total;4;4.4;5.2
2018;Norte;AP;1600303;Macapá;Rural;Total;4.1;4.2;4.3
2018;Norte;AP;1600303;Macapá;Total;Federal;;;9.7
2018;Norte;AP;1600303;Macapá;Urbana;Federal;;;9.7
2018;Norte;AP;1600303;Macapá;Total;Estadual;4;4.4;4.9
2018;Norte;AP;1600303;Macapá;Urbana;Estadual;;4.5;5
2018;Norte;AP;1600303;Macapá;Rural;Estadual;4;4.2;4.2
2018;Norte;AP;1600303;Macapá;Total;Municipal;4;4.2;
2018;Norte;AP;1600303;Macapá;Urbana;Municipal;4;4.2;
2018;Norte;AP;1600303;Macapá;Rural;Municipal;4.1;4.2;
2018;Norte;AP;1600303;Macapá;Total;Privada;4.1;4.6;5.7
2018;Norte;AP;1600303;Macapá;Urbana;Privada;4.1;4.6;5.7
2018;Norte;AP;1600303;Macapá;Rural;Privada;;;5.3
2018;Norte;AP;1600303;Macapá;Total;Pública;4;4.4;5.1
2018;Norte;AP;1600303;Macapá;Urbana;Pública;4;4.4;5.2
2018;Norte;AP;1600303;Macapá;Rural;Pública;4.1;4.2;4.2
2018;Norte;AP;1600402;Mazagão;Total;Total;4.2;4.1;4.2
2018;Norte;AP;1600402;Mazagão;Urbana;Total;4.1;4.1;4
2018;Norte;AP;1600402;Mazagão;Rural;Total;4.2;4.1;4.3
2018;Norte;AP;1600402;Mazagão;Total;Estadual;;4.1;4.1
2018;Norte;AP;1600402;Mazagão;Urbana;Estadual;;4.1;4
2018;Norte;AP;1600402;Mazagão;Rural;Estadual;;4.1;4.1
2018;Norte;AP;1600402;Mazagão;Total;Municipal;4.2;4.1;
2018;Norte;AP;1600402;Mazagão;Urbana;Municipal;4.1;4;
2018;Norte;AP;1600402;Mazagão;Rural;Municipal;4.2;4.2;
2018;Norte;AP;1600402;Mazagão;Total;Privada;;4.9;5
2018;Norte;AP;1600402;Mazagão;Rural;Privada;;4.9;5
2018;Norte;AP;1600402;Mazagão;Total;Pública;4.2;4.1;4.1
2018;Norte;AP;1600402;Mazagão;Urbana;Pública;4.1;4.1;4
2018;Norte;AP;1600402;Mazagão;Rural;Pública;4.2;4.1;4.1
2018;Norte;AP;1600501;Oiapoque;Total;Total;4;4.2;4.4
2018;Norte;AP;1600501;Oiapoque;Urbana;Total;4;4.1;4.7
2018;Norte;AP;1600501;Oiapoque;Rural;Total;4.1;4.2;4.1
2018;Norte;AP;1600501;Oiapoque;Total;Estadual;4.1;4.3;4.4
2018;Norte;AP;1600501;Oiapoque;Urbana;Estadual;;4.5;4.7
2018;Norte;AP;1600501;Oiapoque;Rural;Estadual;4.1;4.2;4.1
2018;Norte;AP;1600501;Oiapoque;Total;Municipal;4;4;
2018;Norte;AP;1600501;Oiapoque;Urbana;Municipal;4;4;
2018;Norte;AP;1600501;Oiapoque;Rural;Municipal;4;4;
2018;Norte;AP;1600501;Oiapoque;Total;Privada;4;;
2018;Norte;AP;1600501;Oiapoque;Urbana;Privada;4;;
2018;Norte;AP;1600501;Oiapoque;Total;Pública;4;4.2;4.4
2018;Norte;AP;1600501;Oiapoque;Urbana;Pública;4;4.1;4.7
2018;Norte;AP;1600501;Oiapoque;Rural;Pública;4.1;4.2;4.1
2018;Norte;AP;1600535;Porto Grande;Total;Total;4;4.2;6.1
2018;Norte;AP;1600535;Porto Grande;Urbana;Total;4;4.3;6.3
2018;Norte;AP;1600535;Porto Grande;Rural;Total;4;4.1;4.1
2018;Norte;AP;1600535;Porto Grande;Total;Federal;;;10.6
2018;Norte;AP;1600535;Porto Grande;Urbana;Federal;;;10.6
2018;Norte;AP;1600535;Porto Grande;Total;Estadual;;4.5;4.5
2018;Norte;AP;1600535;Porto Grande;Urbana;Estadual;;4.7;4.6
2018;Norte;AP;1600535;Porto Grande;Rural;Estadual;;4.1;4.1
2018;Norte;AP;1600535;Porto Grande;Total;Municipal;4;4;
2018;Norte;AP;1600535;Porto Grande;Urbana;Municipal;4;4;
2018;Norte;AP;1600535;Porto Grande;Rural;Municipal;4;4;
2018;Norte;AP;1600535;Porto Grande;Total;Pública;4;4.2;6.1
2018;Norte;AP;1600535;Porto Grande;Urbana;Pública;4;4.3;6.3
2018;Norte;AP;1600535;Porto Grande;Rural;Pública;4;4.1;4.1
2018;Norte;AP;1600550;Pracuúba;Total;Total;4.3;4.3;4.2
2018;Norte;AP;1600550;Pracuúba;Urbana;Total;4.3;4.4;4.1
2018;Norte;AP;1600550;Pracuúba;Rural;Total;4.2;4.2;4.3
2018;Norte;AP;1600550;Pracuúba;Total;Estadual;;4.3;4.2
2018;Norte;AP;1600550;Pracuúba;Urbana;Estadual;;4.4;4.1
2018;Norte;AP;1600550;Pracuúba;Rural;Estadual;;4.2;4.3
2018;Norte;AP;1600550;Pracuúba;Total;Municipal;4.3;4.3;
2018;Norte;AP;1600550;Pracuúba;Urbana;Municipal;4.3;4.4;
2018;Norte;AP;1600550;Pracuúba;Rural;Municipal;4.2;4.3;
2018;Norte;AP;1600550;Pracuúba;Total;Pública;4.3;4.3;4.2
2018;Norte;AP;1600550;Pracuúba;Urbana;Pública;4.3;4.4;4.1
2018;Norte;AP;1600550;Pracuúba;Rural;Pública;4.2;4.2;4.3
2018;Norte;AP;1600600;Santana;Total;Total;4.2;4.4;5.4
2018;Norte;AP;1600600;Santana;Urbana;Total;4.2;4.4;5.4
2018;Norte;AP;1600600;Santana;Rural;Total;4.2;4.3;5.5
2018;Norte;AP;1600600;Santana;Total;Federal;;;10.4
2018;Norte;AP;1600600;Santana;Urbana;Federal;;;10.4
2018;Norte;AP;1600600;Santana;Total;Estadual;;4.4;5.1
2018;Norte;AP;1600600;Santana;Urbana;Estadual;;4.5;5.1
2018;Norte;AP;1600600;Santana;Rural;Estadual;;4.4;5.5
2018;Norte;AP;1600600;Santana;Total;Municipal;4.1;4.2;
2018;Norte;AP;1600600;Santana;Urbana;Municipal;4.1;4.2;
2018;Norte;AP;1600600;Santana;Rural;Municipal;4.2;4.3;
2018;Norte;AP;1600600;Santana;Total;Privada;4.3;4.7;5.3
2018;Norte;AP;1600600;Santana;Urbana;Privada;4.3;4.7;5.3
2018;Norte;AP;1600600;Santana;Total;Pública;4.1;4.4;5.4
2018;Norte;AP;1600600;Santana;Urbana;Pública;4.1;4.4;5.4
2018;Norte;AP;1600600;Santana;Rural;Pública;4.2;4.3;5.5
2018;Norte;AP;1600709;Tartarugalzinho;Total;Total;4.1;4.2;4.4
2018;Norte;AP;1600709;Tartarugalzinho;Urbana;Total;4.2;4.1;4.3
2018;Norte;AP;1600709;Tartarugalzinho;Rural;Total;4;4.2;4.5
2018;Norte;AP;1600709;Tartarugalzinho;Total;Estadual;;4.2;4.2
2018;Norte;AP;1600709;Tartarugalzinho;Urbana;Estadual;;4.3;4.3
2018;Norte;AP;1600709;Tartarugalzinho;Rural;Estadual;;4.1;4.1
2018;Norte;AP;1600709;Tartarugalzinho;Total;Municipal;4.1;4;
2018;Norte;AP;1600709;Tartarugalzinho;Urbana;Municipal;4.2;4;
2018;Norte;AP;1600709;Tartarugalzinho;Rural;Municipal;4;4;
2018;Norte;AP;1600709;Tartarugalzinho;Total;Privada;;8.5;8
2018;Norte;AP;1600709;Tartarugalzinho;Rural;Privada;;8.5;8
2018;Norte;AP;1600709;Tartarugalzinho;Total;Pública;4.1;4.1;4.2
2018;Norte;AP;1600709;Tartarugalzinho;Urbana;Pública;4.2;4.1;4.3
2018;Norte;AP;1600709;Tartarugalzinho;Rural;Pública;4;4.1;4.1
2018;Norte;AP;1600808;Vitória do Jari;Total;Total;4;4.3;4.3
2018;Norte;AP;1600808;Vitória do Jari;Urbana;Total;4;4.3;4.3
2018;Norte;AP;1600808;Vitória do Jari;Rural;Total;4.3;4.3;4.3
2018;Norte;AP;1600808;Vitória do Jari;Total;Estadual;;4.4;4.3
2018;Norte;AP;1600808;Vitória do Jari;Urbana;Estadual;;4.4;4.3
2018;Norte;AP;1600808;Vitória do Jari;Rural;Estadual;;4.3;4.3
2018;Norte;AP;1600808;Vitória do Jari;Total;Municipal;4;4.3;
2018;Norte;AP;1600808;Vitória do Jari;Urbana;Municipal;4;4.3;
2018;Norte;AP;1600808;Vitória do Jari;Rural;Municipal;4.3;4.3;
2018;Norte;AP;1600808;Vitória do Jari;Total;Pública;4;4.3;4.3
2018;Norte;AP;1600808;Vitória do Jari;Urbana;Pública;4;4.3;4.3
2018;Norte;AP;1600808;Vitória do Jari;Rural;Pública;4.3;4.3;4.3
2018;Norte;TO;1700251;Abreulândia;Total;Total;4.3;4.3;4.3
2018;Norte;TO;1700251;Abreulândia;Urbana;Total;4.3;4.3;4.3
2018;Norte;TO;1700251;Abreulândia;Total;Estadual;;4.3;4.3
2018;Norte;TO;1700251;Abreulândia;Urbana;Estadual;;4.3;4.3
2018;Norte;TO;1700251;Abreulândia;Total;Municipal;4.3;4.3;
2018;Norte;TO;1700251;Abreulândia;Urbana;Municipal;4.3;4.3;
2018;Norte;TO;1700251;Abreulândia;Total;Pública;4.3;4.3;4.3
2018;Norte;TO;1700251;Abreulândia;Urbana;Pública;4.3;4.3;4.3
2018;Norte;TO;1700301;Aguiarnópolis;Total;Total;5.7;4.2;4.4
2018;Norte;TO;1700301;Aguiarnópolis;Urbana;Total;5.7;4.2;4.4
2018;Norte;TO;1700301;Aguiarnópolis;Total;Estadual;;4.4;4.4
2018;Norte;TO;1700301;Aguiarnópolis;Urbana;Estadual;;4.4;4.4
2018;Norte;TO;1700301;Aguiarnópolis;Total;Municipal;5.7;4.1;
2018;Norte;TO;1700301;Aguiarnópolis;Urbana;Municipal;5.7;4.1;
2018;Norte;TO;1700301;Aguiarnópolis;Total;Pública;5.7;4.2;4.4
2018;Norte;TO;1700301;Aguiarnópolis;Urbana;Pública;5.7;4.2;4.4
2018;Norte;TO;1700350;Aliança do Tocantins;Total;Total;6.6;4.4;4.5
2018;Norte;TO;1700350;Aliança do Tocantins;Urbana;Total;6.6;4.4;4.5
2018;Norte;TO;1700350;Aliança do Tocantins;Total;Estadual;;4.4;4.5
2018;Norte;TO;1700350;Aliança do Tocantins;Urbana;Estadual;;4.4;4.5
2018;Norte;TO;1700350;Aliança do Tocantins;Total;Municipal;6.6;4.4;
2018;Norte;TO;1700350;Aliança do Tocantins;Urbana;Municipal;6.6;4.4;
2018;Norte;TO;1700350;Aliança do Tocantins;Total;Pública;6.6;4.4;4.5
2018;Norte;TO;1700350;Aliança do Tocantins;Urbana;Pública;6.6;4.4;4.5
2018;Norte;TO;1700400;Almas;Total;Total;4.2;5.2;5.5
2018;Norte;TO;1700400;Almas;Urbana;Total;4.2;5.1;4.3
2018;Norte;TO;1700400;Almas;Rural;Total;;9.5;8.7
2018;Norte;TO;1700400;Almas;Total;Estadual;;6.5;5.5
2018;Norte;TO;1700400;Almas;Urbana;Estadual;;6.4;4.3
2018;Norte;TO;1700400;Almas;Rural;Estadual;;9.5;8.7
2018;Norte;TO;1700400;Almas;Total;Municipal;4.2;4.3;
2018;Norte;TO;1700400;Almas;Urbana;Municipal;4.2;4.3;
2018;Norte;TO;1700400;Almas;Total;Pública;4.2;5.2;5.5
2018;Norte;TO;1700400;Almas;Urbana;Pública;4.2;5.1;4.3
2018;Norte;TO;1700400;Almas;Rural;Pública;;9.5;8.7
2018;Norte;TO;1700707;Alvorada;Total;Total;6.2;4.4;4.2
