NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;ED_INF_MEDIA_TOTAL_ALUNOS_SALA;FUN_MEDIA_TOTAL_ALUNOS_SALA;MED_MEDIA_TOTAL_ALUNOS_SALA
2018;Nordeste;BA;2932200;Ubaitaba;Total;Privada;4;4.2;
2018;Nordeste;BA;2932200;Ubaitaba;Urbana;Privada;4;4.2;
2018;Nordeste;BA;2932200;Ubaitaba;Total;Pública;5.1;5.5;4.2
2018;Nordeste;BA;2932200;Ubaitaba;Urbana;Pública;5.3;5.4;4.2
2018;Nordeste;BA;2932200;Ubaitaba;Rural;Pública;4;5.8;
2018;Nordeste;BA;2932309;Ubatã;Total;Total;6;4.2;4.2
2018;Nordeste;BA;2932309;Ubatã;Urbana;Total;6;4.2;4.2
2018;Nordeste;BA;2932309;Ubatã;Total;Estadual;;4.5;4.2
2018;Nordeste;BA;2932309;Ubatã;Urbana;Estadual;;4.5;4.2
2018;Nordeste;BA;2932309;Ubatã;Total;Municipal;6.4;4.2;
2018;Nordeste;BA;2932309;Ubatã;Urbana;Municipal;6.4;4.2;
2018;Nordeste;BA;2932309;Ubatã;Total;Privada;3.8;4.2;
2018;Nordeste;BA;2932309;Ubatã;Urbana;Privada;3.8;4.2;
2018;Nordeste;BA;2932309;Ubatã;Total;Pública;6.4;4.2;4.2
2018;Nordeste;BA;2932309;Ubatã;Urbana;Pública;6.4;4.2;4.2
2018;Nordeste;BA;2932408;Uibaí;Total;Total;4;4.2;3.9
2018;Nordeste;BA;2932408;Uibaí;Urbana;Total;4;4.2;3.9
2018;Nordeste;BA;2932408;Uibaí;Rural;Total;3.9;4.2;
2018;Nordeste;BA;2932408;Uibaí;Total;Estadual;;;3.9
2018;Nordeste;BA;2932408;Uibaí;Urbana;Estadual;;;3.9
2018;Nordeste;BA;2932408;Uibaí;Total;Municipal;4;4.2;
2018;Nordeste;BA;2932408;Uibaí;Urbana;Municipal;4;4.2;
2018;Nordeste;BA;2932408;Uibaí;Rural;Municipal;3.9;4.2;
2018;Nordeste;BA;2932408;Uibaí;Total;Privada;4;4.4;5.2
2018;Nordeste;BA;2932408;Uibaí;Urbana;Privada;4;4.4;5.2
2018;Nordeste;BA;2932408;Uibaí;Total;Pública;4;4.2;3.9
2018;Nordeste;BA;2932408;Uibaí;Urbana;Pública;4;4.2;3.9
2018;Nordeste;BA;2932408;Uibaí;Rural;Pública;3.9;4.2;
2018;Nordeste;BA;2932457;Umburanas;Total;Total;5.4;4.1;4.1
2018;Nordeste;BA;2932457;Umburanas;Urbana;Total;5.9;4.1;4.1
2018;Nordeste;BA;2932457;Umburanas;Rural;Total;4;4.1;
2018;Nordeste;BA;2932457;Umburanas;Total;Estadual;;;4.1
2018;Nordeste;BA;2932457;Umburanas;Urbana;Estadual;;;4.1
2018;Nordeste;BA;2932457;Umburanas;Total;Municipal;5.4;4.1;
2018;Nordeste;BA;2932457;Umburanas;Urbana;Municipal;6;4.1;
2018;Nordeste;BA;2932457;Umburanas;Rural;Municipal;4;4.1;
2018;Nordeste;BA;2932457;Umburanas;Total;Privada;3.8;4.1;
2018;Nordeste;BA;2932457;Umburanas;Urbana;Privada;3.8;4.1;
2018;Nordeste;BA;2932457;Umburanas;Total;Pública;5.4;4.1;4.1
2018;Nordeste;BA;2932457;Umburanas;Urbana;Pública;6;4.1;4.1
2018;Nordeste;BA;2932457;Umburanas;Rural;Pública;4;4.1;
2018;Nordeste;BA;2932507;Una;Total;Total;5.2;4.3;4.1
2018;Nordeste;BA;2932507;Una;Urbana;Total;5.5;4.2;4.1
2018;Nordeste;BA;2932507;Una;Rural;Total;4.4;4.6;
2018;Nordeste;BA;2932507;Una;Total;Estadual;;;4.1
2018;Nordeste;BA;2932507;Una;Urbana;Estadual;;;4.1
2018;Nordeste;BA;2932507;Una;Total;Municipal;5.3;4.3;
2018;Nordeste;BA;2932507;Una;Urbana;Municipal;5.7;4.2;
2018;Nordeste;BA;2932507;Una;Rural;Municipal;4.4;4.6;
2018;Nordeste;BA;2932507;Una;Total;Privada;3.7;4;
2018;Nordeste;BA;2932507;Una;Urbana;Privada;3.7;4;
2018;Nordeste;BA;2932507;Una;Total;Pública;5.3;4.3;4.1
2018;Nordeste;BA;2932507;Una;Urbana;Pública;5.7;4.2;4.1
2018;Nordeste;BA;2932507;Una;Rural;Pública;4.4;4.6;
2018;Nordeste;BA;2932606;Urandi;Total;Total;5;4.3;4.3
2018;Nordeste;BA;2932606;Urandi;Urbana;Total;4.9;4.3;4.3
2018;Nordeste;BA;2932606;Urandi;Rural;Total;5.2;4.4;
2018;Nordeste;BA;2932606;Urandi;Total;Estadual;;;4.3
2018;Nordeste;BA;2932606;Urandi;Urbana;Estadual;;;4.3
2018;Nordeste;BA;2932606;Urandi;Total;Municipal;5;4.3;
2018;Nordeste;BA;2932606;Urandi;Urbana;Municipal;4.9;4.3;
2018;Nordeste;BA;2932606;Urandi;Rural;Municipal;5.2;4.4;
2018;Nordeste;BA;2932606;Urandi;Total;Pública;5;4.3;4.3
2018;Nordeste;BA;2932606;Urandi;Urbana;Pública;4.9;4.3;4.3
2018;Nordeste;BA;2932606;Urandi;Rural;Pública;5.2;4.4;
2018;Nordeste;BA;2932705;Uruçuca;Total;Total;5.3;7.1;5.2
2018;Nordeste;BA;2932705;Uruçuca;Urbana;Total;5.6;7.1;5.6
2018;Nordeste;BA;2932705;Uruçuca;Rural;Total;4;4.9;4
2018;Nordeste;BA;2932705;Uruçuca;Total;Federal;;;8.8
2018;Nordeste;BA;2932705;Uruçuca;Urbana;Federal;;;8.8
2018;Nordeste;BA;2932705;Uruçuca;Total;Estadual;;;4
2018;Nordeste;BA;2932705;Uruçuca;Urbana;Estadual;;;4.1
2018;Nordeste;BA;2932705;Uruçuca;Rural;Estadual;;;3.9
2018;Nordeste;BA;2932705;Uruçuca;Total;Municipal;5.5;7.5;
2018;Nordeste;BA;2932705;Uruçuca;Urbana;Municipal;5.9;7.5;
2018;Nordeste;BA;2932705;Uruçuca;Rural;Municipal;4;;
2018;Nordeste;BA;2932705;Uruçuca;Total;Privada;3.7;4.5;4.7
2018;Nordeste;BA;2932705;Uruçuca;Urbana;Privada;3.7;4.4;
2018;Nordeste;BA;2932705;Uruçuca;Rural;Privada;4.6;4.9;4.7
2018;Nordeste;BA;2932705;Uruçuca;Total;Pública;5.5;7.5;5.2
2018;Nordeste;BA;2932705;Uruçuca;Urbana;Pública;5.9;7.5;5.6
2018;Nordeste;BA;2932705;Uruçuca;Rural;Pública;4;;3.9
2018;Nordeste;BA;2932804;Utinga;Total;Total;5.3;4.2;4
2018;Nordeste;BA;2932804;Utinga;Urbana;Total;5;4.2;4
2018;Nordeste;BA;2932804;Utinga;Rural;Total;6;4.2;
2018;Nordeste;BA;2932804;Utinga;Total;Estadual;;;4
2018;Nordeste;BA;2932804;Utinga;Urbana;Estadual;;;4
2018;Nordeste;BA;2932804;Utinga;Total;Municipal;5.7;4.2;
2018;Nordeste;BA;2932804;Utinga;Urbana;Municipal;5.6;4.2;
2018;Nordeste;BA;2932804;Utinga;Rural;Municipal;6;4.2;
2018;Nordeste;BA;2932804;Utinga;Total;Privada;3.7;4.2;5.2
2018;Nordeste;BA;2932804;Utinga;Urbana;Privada;3.7;4.2;5.2
2018;Nordeste;BA;2932804;Utinga;Total;Pública;5.7;4.2;4
2018;Nordeste;BA;2932804;Utinga;Urbana;Pública;5.6;4.2;4
2018;Nordeste;BA;2932804;Utinga;Rural;Pública;6;4.2;
2018;Nordeste;BA;2932903;Valença;Total;Total;6.5;4.3;5.1
2018;Nordeste;BA;2932903;Valença;Urbana;Total;6.8;4.3;5.2
2018;Nordeste;BA;2932903;Valença;Rural;Total;4.7;4.4;4.2
2018;Nordeste;BA;2932903;Valença;Total;Federal;;;7.3
2018;Nordeste;BA;2932903;Valença;Urbana;Federal;;;7.3
2018;Nordeste;BA;2932903;Valença;Total;Estadual;;4.5;4.3
2018;Nordeste;BA;2932903;Valença;Urbana;Estadual;;4.5;4.3
2018;Nordeste;BA;2932903;Valença;Rural;Estadual;;;4.2
2018;Nordeste;BA;2932903;Valença;Total;Municipal;7.6;4.3;
2018;Nordeste;BA;2932903;Valença;Urbana;Municipal;8.2;4.2;
2018;Nordeste;BA;2932903;Valença;Rural;Municipal;4.7;4.4;
2018;Nordeste;BA;2932903;Valença;Total;Privada;3.8;4.3;5.2
2018;Nordeste;BA;2932903;Valença;Urbana;Privada;3.8;4.3;5.2
2018;Nordeste;BA;2932903;Valença;Total;Pública;7.6;4.3;5.1
2018;Nordeste;BA;2932903;Valença;Urbana;Pública;8.2;4.2;5.2
2018;Nordeste;BA;2932903;Valença;Rural;Pública;4.7;4.4;4.2
2018;Nordeste;BA;2933000;Valente;Total;Total;5.2;4.2;4.3
2018;Nordeste;BA;2933000;Valente;Urbana;Total;5.5;4.2;4.3
2018;Nordeste;BA;2933000;Valente;Rural;Total;4.3;4.3;4.5
2018;Nordeste;BA;2933000;Valente;Total;Estadual;;;4.3
2018;Nordeste;BA;2933000;Valente;Urbana;Estadual;;;4.3
2018;Nordeste;BA;2933000;Valente;Rural;Estadual;;;4.5
2018;Nordeste;BA;2933000;Valente;Total;Municipal;5.4;4.3;
2018;Nordeste;BA;2933000;Valente;Urbana;Municipal;6;4.3;
2018;Nordeste;BA;2933000;Valente;Rural;Municipal;4.3;4.3;
2018;Nordeste;BA;2933000;Valente;Total;Privada;3.6;4;5.3
2018;Nordeste;BA;2933000;Valente;Urbana;Privada;3.6;4;5.3
2018;Nordeste;BA;2933000;Valente;Total;Pública;5.4;4.3;4.3
2018;Nordeste;BA;2933000;Valente;Urbana;Pública;6;4.3;4.3
2018;Nordeste;BA;2933000;Valente;Rural;Pública;4.3;4.3;4.5
2018;Nordeste;BA;2933059;Várzea da Roça;Total;Total;5;4.4;4.3
2018;Nordeste;BA;2933059;Várzea da Roça;Urbana;Total;5.2;4.3;4.3
2018;Nordeste;BA;2933059;Várzea da Roça;Rural;Total;4;4.5;
2018;Nordeste;BA;2933059;Várzea da Roça;Total;Estadual;;;4.3
2018;Nordeste;BA;2933059;Várzea da Roça;Urbana;Estadual;;;4.3
2018;Nordeste;BA;2933059;Várzea da Roça;Total;Municipal;5.3;4.4;
2018;Nordeste;BA;2933059;Várzea da Roça;Urbana;Municipal;5.7;4.3;
2018;Nordeste;BA;2933059;Várzea da Roça;Rural;Municipal;4;4.5;
2018;Nordeste;BA;2933059;Várzea da Roça;Total;Privada;3.6;4.1;
2018;Nordeste;BA;2933059;Várzea da Roça;Urbana;Privada;3.6;4.1;
2018;Nordeste;BA;2933059;Várzea da Roça;Total;Pública;5.3;4.4;4.3
2018;Nordeste;BA;2933059;Várzea da Roça;Urbana;Pública;5.7;4.3;4.3
2018;Nordeste;BA;2933059;Várzea da Roça;Rural;Pública;4;4.5;
2018;Nordeste;BA;2933109;Várzea do Poço;Total;Total;5.6;5.3;4.3
2018;Nordeste;BA;2933109;Várzea do Poço;Urbana;Total;5.7;5.4;4.3
2018;Nordeste;BA;2933109;Várzea do Poço;Rural;Total;4;4.3;
2018;Nordeste;BA;2933109;Várzea do Poço;Total;Estadual;;;4.3
2018;Nordeste;BA;2933109;Várzea do Poço;Urbana;Estadual;;;4.3
2018;Nordeste;BA;2933109;Várzea do Poço;Total;Municipal;6.1;5.5;
2018;Nordeste;BA;2933109;Várzea do Poço;Urbana;Municipal;6.3;5.6;
2018;Nordeste;BA;2933109;Várzea do Poço;Rural;Municipal;4;4.3;
2018;Nordeste;BA;2933109;Várzea do Poço;Total;Privada;3.8;4.2;
2018;Nordeste;BA;2933109;Várzea do Poço;Urbana;Privada;3.8;4.2;
2018;Nordeste;BA;2933109;Várzea do Poço;Total;Pública;6.1;5.5;4.3
2018;Nordeste;BA;2933109;Várzea do Poço;Urbana;Pública;6.3;5.6;4.3
2018;Nordeste;BA;2933109;Várzea do Poço;Rural;Pública;4;4.3;
2018;Nordeste;BA;2933158;Várzea Nova;Total;Total;4;4.2;4
2018;Nordeste;BA;2933158;Várzea Nova;Urbana;Total;4;4.2;4
2018;Nordeste;BA;2933158;Várzea Nova;Rural;Total;4;4.2;
2018;Nordeste;BA;2933158;Várzea Nova;Total;Estadual;;;4
2018;Nordeste;BA;2933158;Várzea Nova;Urbana;Estadual;;;4
2018;Nordeste;BA;2933158;Várzea Nova;Total;Municipal;4;4.2;
2018;Nordeste;BA;2933158;Várzea Nova;Urbana;Municipal;4;4.2;
2018;Nordeste;BA;2933158;Várzea Nova;Rural;Municipal;4;4.2;
2018;Nordeste;BA;2933158;Várzea Nova;Total;Privada;4;4.1;
2018;Nordeste;BA;2933158;Várzea Nova;Urbana;Privada;4;4.1;
2018;Nordeste;BA;2933158;Várzea Nova;Total;Pública;4;4.2;4
2018;Nordeste;BA;2933158;Várzea Nova;Urbana;Pública;4;4.2;4
2018;Nordeste;BA;2933158;Várzea Nova;Rural;Pública;4;4.2;
2018;Nordeste;BA;2933174;Varzedo;Total;Total;4.9;4.1;4.5
2018;Nordeste;BA;2933174;Varzedo;Urbana;Total;5.1;4.1;4.5
2018;Nordeste;BA;2933174;Varzedo;Rural;Total;3.9;4.1;
2018;Nordeste;BA;2933174;Varzedo;Total;Estadual;;;4.5
2018;Nordeste;BA;2933174;Varzedo;Urbana;Estadual;;;4.5
2018;Nordeste;BA;2933174;Varzedo;Total;Municipal;5.3;4.1;
2018;Nordeste;BA;2933174;Varzedo;Urbana;Municipal;6;4.1;
2018;Nordeste;BA;2933174;Varzedo;Rural;Municipal;3.9;4.1;
2018;Nordeste;BA;2933174;Varzedo;Total;Privada;3.8;4.1;
2018;Nordeste;BA;2933174;Varzedo;Urbana;Privada;3.8;4.1;
2018;Nordeste;BA;2933174;Varzedo;Total;Pública;5.3;4.1;4.5
2018;Nordeste;BA;2933174;Varzedo;Urbana;Pública;6;4.1;4.5
2018;Nordeste;BA;2933174;Varzedo;Rural;Pública;3.9;4.1;
2018;Nordeste;BA;2933208;Vera Cruz;Total;Total;6.5;4.9;4.4
2018;Nordeste;BA;2933208;Vera Cruz;Urbana;Total;7.1;4.7;4.4
2018;Nordeste;BA;2933208;Vera Cruz;Rural;Total;6.1;5;
2018;Nordeste;BA;2933208;Vera Cruz;Total;Estadual;;4.5;4.3
2018;Nordeste;BA;2933208;Vera Cruz;Urbana;Estadual;;4.5;4.3
2018;Nordeste;BA;2933208;Vera Cruz;Total;Municipal;6.6;5;
2018;Nordeste;BA;2933208;Vera Cruz;Urbana;Municipal;7.5;4.8;
2018;Nordeste;BA;2933208;Vera Cruz;Rural;Municipal;6.2;5;
2018;Nordeste;BA;2933208;Vera Cruz;Total;Privada;3.9;4.2;5.3
2018;Nordeste;BA;2933208;Vera Cruz;Urbana;Privada;3.9;4.2;5.3
2018;Nordeste;BA;2933208;Vera Cruz;Rural;Privada;4;4.2;
2018;Nordeste;BA;2933208;Vera Cruz;Total;Pública;6.6;4.9;4.3
2018;Nordeste;BA;2933208;Vera Cruz;Urbana;Pública;7.5;4.8;4.3
2018;Nordeste;BA;2933208;Vera Cruz;Rural;Pública;6.2;5;
2018;Nordeste;BA;2933257;Vereda;Total;Total;5.6;4.3;3.9
2018;Nordeste;BA;2933257;Vereda;Urbana;Total;4;4.2;3.7
2018;Nordeste;BA;2933257;Vereda;Rural;Total;6.6;4.3;4.3
2018;Nordeste;BA;2933257;Vereda;Total;Estadual;;;3.9
2018;Nordeste;BA;2933257;Vereda;Urbana;Estadual;;;3.7
2018;Nordeste;BA;2933257;Vereda;Rural;Estadual;;;4.3
2018;Nordeste;BA;2933257;Vereda;Total;Municipal;5.6;4.3;
2018;Nordeste;BA;2933257;Vereda;Urbana;Municipal;4;4.2;
2018;Nordeste;BA;2933257;Vereda;Rural;Municipal;6.6;4.3;
2018;Nordeste;BA;2933257;Vereda;Total;Pública;5.6;4.3;3.9
2018;Nordeste;BA;2933257;Vereda;Urbana;Pública;4;4.2;3.7
2018;Nordeste;BA;2933257;Vereda;Rural;Pública;6.6;4.3;4.3
2018;Nordeste;BA;2933307;Vitória da Conquista;Total;Total;5.4;4.5;4.6
2018;Nordeste;BA;2933307;Vitória da Conquista;Urbana;Total;5.6;4.4;4.6
2018;Nordeste;BA;2933307;Vitória da Conquista;Rural;Total;4.2;4.6;4.2
2018;Nordeste;BA;2933307;Vitória da Conquista;Total;Federal;;;4.9
2018;Nordeste;BA;2933307;Vitória da Conquista;Urbana;Federal;;;4.9
2018;Nordeste;BA;2933307;Vitória da Conquista;Total;Estadual;5.1;4.7;4.5
2018;Nordeste;BA;2933307;Vitória da Conquista;Urbana;Estadual;5.1;4.7;4.5
2018;Nordeste;BA;2933307;Vitória da Conquista;Rural;Estadual;;;4.2
2018;Nordeste;BA;2933307;Vitória da Conquista;Total;Municipal;6;4.5;
2018;Nordeste;BA;2933307;Vitória da Conquista;Urbana;Municipal;6.4;4.4;
2018;Nordeste;BA;2933307;Vitória da Conquista;Rural;Municipal;4.2;4.6;
2018;Nordeste;BA;2933307;Vitória da Conquista;Total;Privada;4.2;4.3;5.3
2018;Nordeste;BA;2933307;Vitória da Conquista;Urbana;Privada;4.2;4.3;5.3
2018;Nordeste;BA;2933307;Vitória da Conquista;Total;Pública;6;4.5;4.5
2018;Nordeste;BA;2933307;Vitória da Conquista;Urbana;Pública;6.4;4.5;4.5
2018;Nordeste;BA;2933307;Vitória da Conquista;Rural;Pública;4.2;4.6;4.2
2018;Nordeste;BA;2933406;Wagner;Total;Total;5.4;4.2;4.6
2018;Nordeste;BA;2933406;Wagner;Urbana;Total;5.4;4.2;4.6
2018;Nordeste;BA;2933406;Wagner;Rural;Total;8;4.5;
2018;Nordeste;BA;2933406;Wagner;Total;Estadual;;;4.6
2018;Nordeste;BA;2933406;Wagner;Urbana;Estadual;;;4.6
2018;Nordeste;BA;2933406;Wagner;Total;Municipal;5.6;4.2;
2018;Nordeste;BA;2933406;Wagner;Urbana;Municipal;5.5;4.1;
2018;Nordeste;BA;2933406;Wagner;Rural;Municipal;8;4.5;
2018;Nordeste;BA;2933406;Wagner;Total;Privada;4;4.5;
2018;Nordeste;BA;2933406;Wagner;Urbana;Privada;4;4.5;
2018;Nordeste;BA;2933406;Wagner;Total;Pública;5.6;4.2;4.6
2018;Nordeste;BA;2933406;Wagner;Urbana;Pública;5.5;4.1;4.6
2018;Nordeste;BA;2933406;Wagner;Rural;Pública;8;4.5;
2018;Nordeste;BA;2933455;Wanderley;Total;Total;7;4.2;4.5
2018;Nordeste;BA;2933455;Wanderley;Urbana;Total;7;4.2;4.5
2018;Nordeste;BA;2933455;Wanderley;Rural;Total;7;4.3;
2018;Nordeste;BA;2933455;Wanderley;Total;Estadual;;;4.5
2018;Nordeste;BA;2933455;Wanderley;Urbana;Estadual;;;4.5
2018;Nordeste;BA;2933455;Wanderley;Total;Municipal;7.1;4.2;
2018;Nordeste;BA;2933455;Wanderley;Urbana;Municipal;7.1;4.2;
2018;Nordeste;BA;2933455;Wanderley;Rural;Municipal;7;4.3;
2018;Nordeste;BA;2933455;Wanderley;Total;Privada;3.7;4.2;
2018;Nordeste;BA;2933455;Wanderley;Urbana;Privada;3.7;4.2;
2018;Nordeste;BA;2933455;Wanderley;Total;Pública;7.1;4.2;4.5
2018;Nordeste;BA;2933455;Wanderley;Urbana;Pública;7.1;4.2;4.5
2018;Nordeste;BA;2933455;Wanderley;Rural;Pública;7;4.3;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Total;Total;4.7;4.2;4.1
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Urbana;Total;5.1;4.2;4.1
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Rural;Total;4;4.2;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Total;Estadual;;;4.1
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Urbana;Estadual;;;4.1
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Total;Municipal;4.8;4.2;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Urbana;Municipal;5.3;4.2;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Rural;Municipal;4;4.2;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Total;Privada;4;4;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Urbana;Privada;4;4;
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Total;Pública;4.8;4.2;4.1
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Urbana;Pública;5.3;4.2;4.1
2018;Nordeste;BA;2933505;Wenceslau Guimarães;Rural;Pública;4;4.2;
2018;Nordeste;BA;2933604;Xique-Xique;Total;Total;4;4.1;4.3
2018;Nordeste;BA;2933604;Xique-Xique;Urbana;Total;4;4.1;4.3
2018;Nordeste;BA;2933604;Xique-Xique;Rural;Total;4;4;4
2018;Nordeste;BA;2933604;Xique-Xique;Total;Estadual;;;4.2
2018;Nordeste;BA;2933604;Xique-Xique;Urbana;Estadual;;;4.2
2018;Nordeste;BA;2933604;Xique-Xique;Total;Municipal;4;4.1;4.1
2018;Nordeste;BA;2933604;Xique-Xique;Urbana;Municipal;4;4.1;4.1
2018;Nordeste;BA;2933604;Xique-Xique;Rural;Municipal;4;4;4
2018;Nordeste;BA;2933604;Xique-Xique;Total;Privada;3.9;4.1;7.3
2018;Nordeste;BA;2933604;Xique-Xique;Urbana;Privada;3.9;4.1;7.3
2018;Nordeste;BA;2933604;Xique-Xique;Total;Pública;4;4.1;4.2
2018;Nordeste;BA;2933604;Xique-Xique;Urbana;Pública;4;4.1;4.2
2018;Nordeste;BA;2933604;Xique-Xique;Rural;Pública;4;4;4
2018;Sudeste;MG;3100104;Abadia dos Dourados;Total;Total;5.3;4.4;4.5
2018;Sudeste;MG;3100104;Abadia dos Dourados;Urbana;Total;5.4;4.4;4.5
2018;Sudeste;MG;3100104;Abadia dos Dourados;Rural;Total;4.3;4.5;
2018;Sudeste;MG;3100104;Abadia dos Dourados;Total;Estadual;;4.5;4.5
2018;Sudeste;MG;3100104;Abadia dos Dourados;Urbana;Estadual;;4.5;4.5
2018;Sudeste;MG;3100104;Abadia dos Dourados;Total;Municipal;5.3;4.4;
2018;Sudeste;MG;3100104;Abadia dos Dourados;Urbana;Municipal;5.4;4.3;
2018;Sudeste;MG;3100104;Abadia dos Dourados;Rural;Municipal;4.3;4.5;
2018;Sudeste;MG;3100104;Abadia dos Dourados;Total;Pública;5.3;4.4;4.5
2018;Sudeste;MG;3100104;Abadia dos Dourados;Urbana;Pública;5.4;4.4;4.5
2018;Sudeste;MG;3100104;Abadia dos Dourados;Rural;Pública;4.3;4.5;
2018;Sudeste;MG;3100203;Abaeté;Total;Total;6.9;4.4;4.1
2018;Sudeste;MG;3100203;Abaeté;Urbana;Total;6.9;4.4;4.1
2018;Sudeste;MG;3100203;Abaeté;Total;Estadual;;4.4;4.1
2018;Sudeste;MG;3100203;Abaeté;Urbana;Estadual;;4.4;4.1
2018;Sudeste;MG;3100203;Abaeté;Total;Municipal;7.3;4.3;
2018;Sudeste;MG;3100203;Abaeté;Urbana;Municipal;7.3;4.3;
2018;Sudeste;MG;3100203;Abaeté;Total;Privada;4.5;4.5;4.3
2018;Sudeste;MG;3100203;Abaeté;Urbana;Privada;4.5;4.5;4.3
2018;Sudeste;MG;3100203;Abaeté;Total;Pública;7.3;4.3;4.1
2018;Sudeste;MG;3100203;Abaeté;Urbana;Pública;7.3;4.3;4.1
2018;Sudeste;MG;3100302;Abre Campo;Total;Total;4.2;4.3;4.1
2018;Sudeste;MG;3100302;Abre Campo;Urbana;Total;4.2;4.4;4.1
2018;Sudeste;MG;3100302;Abre Campo;Rural;Total;4.3;4.3;
2018;Sudeste;MG;3100302;Abre Campo;Total;Estadual;;4.4;4.1
2018;Sudeste;MG;3100302;Abre Campo;Urbana;Estadual;;4.4;4.1
2018;Sudeste;MG;3100302;Abre Campo;Total;Municipal;4.3;4.3;
2018;Sudeste;MG;3100302;Abre Campo;Urbana;Municipal;4.3;;
2018;Sudeste;MG;3100302;Abre Campo;Rural;Municipal;4.3;4.3;
2018;Sudeste;MG;3100302;Abre Campo;Total;Privada;4;4.5;
2018;Sudeste;MG;3100302;Abre Campo;Urbana;Privada;4;4.5;
2018;Sudeste;MG;3100302;Abre Campo;Total;Pública;4.3;4.3;4.1
2018;Sudeste;MG;3100302;Abre Campo;Urbana;Pública;4.3;4.4;4.1
2018;Sudeste;MG;3100302;Abre Campo;Rural;Pública;4.3;4.3;
2018;Sudeste;MG;3100401;Acaiaca;Total;Total;4;4.3;6.1
2018;Sudeste;MG;3100401;Acaiaca;Urbana;Total;4;4.3;4.2
2018;Sudeste;MG;3100401;Acaiaca;Rural;Total;4;4.4;14.2
2018;Sudeste;MG;3100401;Acaiaca;Total;Estadual;;4.4;4.2
2018;Sudeste;MG;3100401;Acaiaca;Urbana;Estadual;;4.4;4.2
2018;Sudeste;MG;3100401;Acaiaca;Total;Municipal;4;4.3;
2018;Sudeste;MG;3100401;Acaiaca;Urbana;Municipal;4;4.3;
2018;Sudeste;MG;3100401;Acaiaca;Rural;Municipal;4;4.4;
2018;Sudeste;MG;3100401;Acaiaca;Total;Privada;;;14.2
2018;Sudeste;MG;3100401;Acaiaca;Rural;Privada;;;14.2
2018;Sudeste;MG;3100401;Acaiaca;Total;Pública;4;4.3;4.2
2018;Sudeste;MG;3100401;Acaiaca;Urbana;Pública;4;4.3;4.2
2018;Sudeste;MG;3100401;Acaiaca;Rural;Pública;4;4.4;
2018;Sudeste;MG;3100500;Açucena;Total;Total;4.1;4.4;3.4
2018;Sudeste;MG;3100500;Açucena;Urbana;Total;4;4.4;3.4
2018;Sudeste;MG;3100500;Açucena;Rural;Total;4.2;4.4;
2018;Sudeste;MG;3100500;Açucena;Total;Estadual;4.3;4.4;3.4
2018;Sudeste;MG;3100500;Açucena;Urbana;Estadual;4.3;4.4;3.4
2018;Sudeste;MG;3100500;Açucena;Total;Municipal;4.1;4.4;
2018;Sudeste;MG;3100500;Açucena;Urbana;Municipal;4;;
2018;Sudeste;MG;3100500;Açucena;Rural;Municipal;4.2;4.4;
2018;Sudeste;MG;3100500;Açucena;Total;Privada;4;4;
2018;Sudeste;MG;3100500;Açucena;Urbana;Privada;4;4;
2018;Sudeste;MG;3100500;Açucena;Total;Pública;4.1;4.4;3.4
2018;Sudeste;MG;3100500;Açucena;Urbana;Pública;4;4.4;3.4
2018;Sudeste;MG;3100500;Açucena;Rural;Pública;4.2;4.4;
2018;Sudeste;MG;3100609;Água Boa;Total;Total;5.9;4.4;4.2
2018;Sudeste;MG;3100609;Água Boa;Urbana;Total;6.1;4.4;4.2
2018;Sudeste;MG;3100609;Água Boa;Rural;Total;4.3;4.3;4.5
2018;Sudeste;MG;3100609;Água Boa;Total;Estadual;;4.4;4.2
2018;Sudeste;MG;3100609;Água Boa;Urbana;Estadual;;4.4;4.2
2018;Sudeste;MG;3100609;Água Boa;Rural;Estadual;;4.4;4.5
2018;Sudeste;MG;3100609;Água Boa;Total;Municipal;5.9;4.3;
2018;Sudeste;MG;3100609;Água Boa;Urbana;Municipal;6.1;;
2018;Sudeste;MG;3100609;Água Boa;Rural;Municipal;4.3;4.3;
2018;Sudeste;MG;3100609;Água Boa;Total;Pública;5.9;4.4;4.2
2018;Sudeste;MG;3100609;Água Boa;Urbana;Pública;6.1;4.4;4.2
2018;Sudeste;MG;3100609;Água Boa;Rural;Pública;4.3;4.3;4.5
2018;Sudeste;MG;3100708;Água Comprida;Total;Total;4.5;4.3;3.5
2018;Sudeste;MG;3100708;Água Comprida;Urbana;Total;4.5;4.3;3.5
2018;Sudeste;MG;3100708;Água Comprida;Total;Estadual;;4.3;3.5
