NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;1_CAT_FUN;1_CAT_MED;2_CAT_FUN;2_CAT_MED;3_CAT_FUN;3_CAT_MED
2021;Sudeste;SP;3527108;Lins;Total;Pública;99,3;95,2;0,2;2,1;0,5;2,7
2021;Sudeste;SP;3527108;Lins;Urbana;Pública;99,3;95,1;0,2;2,2;0,5;2,7
2021;Sudeste;SP;3527108;Lins;Rural;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527207;Lorena;Total;Total;96,4;95,3;3,1;1,6;0,5;3,1
2021;Sudeste;SP;3527207;Lorena;Urbana;Total;96,4;95,2;3,1;1,6;0,5;3,2
2021;Sudeste;SP;3527207;Lorena;Rural;Total;97,3;98,3;2,7;1,7;0,0;0,0
2021;Sudeste;SP;3527207;Lorena;Total;Estadual;96,6;94,0;0,6;1,9;2,8;4,1
2021;Sudeste;SP;3527207;Lorena;Urbana;Estadual;96,6;93,8;0,6;1,9;2,8;4,3
2021;Sudeste;SP;3527207;Lorena;Rural;Estadual;100,0;98,3;0,0;1,7;0,0;0,0
2021;Sudeste;SP;3527207;Lorena;Total;Municipal;94,9;--;5,1;--;0,0;--
2021;Sudeste;SP;3527207;Lorena;Urbana;Municipal;94,8;--;5,2;--;0,0;--
2021;Sudeste;SP;3527207;Lorena;Rural;Municipal;97,2;--;2,8;--;0,0;--
2021;Sudeste;SP;3527207;Lorena;Total;Privada;99,7;99,7;0,3;0,3;0,0;0,0
2021;Sudeste;SP;3527207;Lorena;Urbana;Privada;99,7;99,7;0,3;0,3;0,0;0,0
2021;Sudeste;SP;3527207;Lorena;Total;Pública;95,3;94,0;4,0;1,9;0,7;4,1
2021;Sudeste;SP;3527207;Lorena;Urbana;Pública;95,2;93,8;4,1;1,9;0,7;4,3
2021;Sudeste;SP;3527207;Lorena;Rural;Pública;97,3;98,3;2,7;1,7;0,0;0,0
2021;Sudeste;SP;3527256;Lourdes;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527256;Lourdes;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527256;Lourdes;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527256;Lourdes;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527256;Lourdes;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527256;Lourdes;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527256;Lourdes;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527256;Lourdes;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527306;Louveira;Total;Total;99,6;97,6;0,3;0,0;0,1;2,4
2021;Sudeste;SP;3527306;Louveira;Urbana;Total;99,6;97,6;0,3;0,0;0,1;2,4
2021;Sudeste;SP;3527306;Louveira;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527306;Louveira;Total;Estadual;99,0;97,6;0,6;0,0;0,4;2,4
2021;Sudeste;SP;3527306;Louveira;Urbana;Estadual;99,0;97,6;0,6;0,0;0,4;2,4
2021;Sudeste;SP;3527306;Louveira;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527306;Louveira;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527306;Louveira;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527306;Louveira;Total;Privada;99,5;100,0;0,5;0,0;0,0;0,0
2021;Sudeste;SP;3527306;Louveira;Urbana;Privada;99,5;100,0;0,5;0,0;0,0;0,0
2021;Sudeste;SP;3527306;Louveira;Total;Pública;99,6;97,6;0,3;0,0;0,1;2,4
2021;Sudeste;SP;3527306;Louveira;Urbana;Pública;99,6;97,6;0,3;0,0;0,1;2,4
2021;Sudeste;SP;3527306;Louveira;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527405;Lucélia;Total;Total;99,9;96,5;0,0;0,5;0,1;3,0
2021;Sudeste;SP;3527405;Lucélia;Urbana;Total;99,9;96,5;0,0;0,5;0,1;3,0
2021;Sudeste;SP;3527405;Lucélia;Total;Estadual;99,5;96,5;0,0;0,5;0,5;3,0
2021;Sudeste;SP;3527405;Lucélia;Urbana;Estadual;99,5;96,5;0,0;0,5;0,5;3,0
2021;Sudeste;SP;3527405;Lucélia;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527405;Lucélia;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527405;Lucélia;Total;Pública;99,9;96,5;0,0;0,5;0,1;3,0
2021;Sudeste;SP;3527405;Lucélia;Urbana;Pública;99,9;96,5;0,0;0,5;0,1;3,0
2021;Sudeste;SP;3527504;Lucianópolis;Total;Total;99,0;98,8;0,7;1,2;0,3;0,0
2021;Sudeste;SP;3527504;Lucianópolis;Urbana;Total;99,0;98,8;0,7;1,2;0,3;0,0
2021;Sudeste;SP;3527504;Lucianópolis;Total;Estadual;98,6;98,8;0,7;1,2;0,7;0,0
2021;Sudeste;SP;3527504;Lucianópolis;Urbana;Estadual;98,6;98,8;0,7;1,2;0,7;0,0
2021;Sudeste;SP;3527504;Lucianópolis;Total;Municipal;99,3;--;0,7;--;0,0;--
2021;Sudeste;SP;3527504;Lucianópolis;Urbana;Municipal;99,3;--;0,7;--;0,0;--
2021;Sudeste;SP;3527504;Lucianópolis;Total;Pública;99,0;98,8;0,7;1,2;0,3;0,0
2021;Sudeste;SP;3527504;Lucianópolis;Urbana;Pública;99,0;98,8;0,7;1,2;0,3;0,0
2021;Sudeste;SP;3527603;Luís Antônio;Total;Total;98,8;97,5;1,2;0,4;0,0;2,1
2021;Sudeste;SP;3527603;Luís Antônio;Urbana;Total;98,8;97,5;1,2;0,4;0,0;2,1
2021;Sudeste;SP;3527603;Luís Antônio;Total;Estadual;--;97,8;--;0,0;--;2,2
2021;Sudeste;SP;3527603;Luís Antônio;Urbana;Estadual;--;97,8;--;0,0;--;2,2
2021;Sudeste;SP;3527603;Luís Antônio;Total;Municipal;98,7;--;1,3;--;0,0;--
2021;Sudeste;SP;3527603;Luís Antônio;Urbana;Municipal;98,7;--;1,3;--;0,0;--
2021;Sudeste;SP;3527603;Luís Antônio;Total;Privada;100,0;91,7;0,0;8,3;0,0;0,0
2021;Sudeste;SP;3527603;Luís Antônio;Urbana;Privada;100,0;91,7;0,0;8,3;0,0;0,0
2021;Sudeste;SP;3527603;Luís Antônio;Total;Pública;98,7;97,8;1,3;0,0;0,0;2,2
2021;Sudeste;SP;3527603;Luís Antônio;Urbana;Pública;98,7;97,8;1,3;0,0;0,0;2,2
2021;Sudeste;SP;3527702;Luiziânia;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527702;Luiziânia;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527702;Luiziânia;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527702;Luiziânia;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527702;Luiziânia;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527702;Luiziânia;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527702;Luiziânia;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527702;Luiziânia;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3527801;Lupércio;Total;Total;99,4;100,0;0,6;0,0;0,0;0,0
2021;Sudeste;SP;3527801;Lupércio;Urbana;Total;99,4;100,0;0,6;0,0;0,0;0,0
2021;Sudeste;SP;3527801;Lupércio;Total;Estadual;98,7;100,0;1,3;0,0;0,0;0,0
2021;Sudeste;SP;3527801;Lupércio;Urbana;Estadual;98,7;100,0;1,3;0,0;0,0;0,0
2021;Sudeste;SP;3527801;Lupércio;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527801;Lupércio;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3527801;Lupércio;Total;Pública;99,4;100,0;0,6;0,0;0,0;0,0
2021;Sudeste;SP;3527801;Lupércio;Urbana;Pública;99,4;100,0;0,6;0,0;0,0;0,0
2021;Sudeste;SP;3527900;Lutécia;Total;Total;97,3;94,6;2,7;0,0;0,0;5,4
2021;Sudeste;SP;3527900;Lutécia;Urbana;Total;97,3;94,6;2,7;0,0;0,0;5,4
2021;Sudeste;SP;3527900;Lutécia;Total;Estadual;100,0;94,6;0,0;0,0;0,0;5,4
2021;Sudeste;SP;3527900;Lutécia;Urbana;Estadual;100,0;94,6;0,0;0,0;0,0;5,4
2021;Sudeste;SP;3527900;Lutécia;Total;Municipal;95,4;--;4,6;--;0,0;--
2021;Sudeste;SP;3527900;Lutécia;Urbana;Municipal;95,4;--;4,6;--;0,0;--
2021;Sudeste;SP;3527900;Lutécia;Total;Pública;97,3;94,6;2,7;0,0;0,0;5,4
2021;Sudeste;SP;3527900;Lutécia;Urbana;Pública;97,3;94,6;2,7;0,0;0,0;5,4
2021;Sudeste;SP;3528007;Macatuba;Total;Total;98,9;95,3;0,6;0,0;0,5;4,7
2021;Sudeste;SP;3528007;Macatuba;Urbana;Total;98,9;95,3;0,6;0,0;0,5;4,7
2021;Sudeste;SP;3528007;Macatuba;Total;Estadual;99,1;95,3;0,0;0,0;0,9;4,7
2021;Sudeste;SP;3528007;Macatuba;Urbana;Estadual;99,1;95,3;0,0;0,0;0,9;4,7
2021;Sudeste;SP;3528007;Macatuba;Total;Municipal;98,9;--;1,1;--;0,0;--
2021;Sudeste;SP;3528007;Macatuba;Urbana;Municipal;98,9;--;1,1;--;0,0;--
2021;Sudeste;SP;3528007;Macatuba;Total;Pública;98,9;95,3;0,6;0,0;0,5;4,7
2021;Sudeste;SP;3528007;Macatuba;Urbana;Pública;98,9;95,3;0,6;0,0;0,5;4,7
2021;Sudeste;SP;3528106;Macaubal;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528106;Macaubal;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528106;Macaubal;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528106;Macaubal;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528106;Macaubal;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528106;Macaubal;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528106;Macaubal;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528106;Macaubal;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528205;Macedônia;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528205;Macedônia;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528205;Macedônia;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528205;Macedônia;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528205;Macedônia;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528205;Macedônia;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528205;Macedônia;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528205;Macedônia;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528304;Magda;Total;Total;99,7;97,3;0,0;0,0;0,3;2,7
2021;Sudeste;SP;3528304;Magda;Urbana;Total;99,7;97,3;0,0;0,0;0,3;2,7
2021;Sudeste;SP;3528304;Magda;Total;Estadual;99,3;97,3;0,0;0,0;0,7;2,7
2021;Sudeste;SP;3528304;Magda;Urbana;Estadual;99,3;97,3;0,0;0,0;0,7;2,7
2021;Sudeste;SP;3528304;Magda;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528304;Magda;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528304;Magda;Total;Pública;99,7;97,3;0,0;0,0;0,3;2,7
2021;Sudeste;SP;3528304;Magda;Urbana;Pública;99,7;97,3;0,0;0,0;0,3;2,7
2021;Sudeste;SP;3528403;Mairinque;Total;Total;99,8;95,7;0,2;3,0;0,0;1,3
2021;Sudeste;SP;3528403;Mairinque;Urbana;Total;99,8;95,7;0,2;3,0;0,0;1,3
2021;Sudeste;SP;3528403;Mairinque;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528403;Mairinque;Total;Estadual;--;95,7;--;3,0;--;1,3
2021;Sudeste;SP;3528403;Mairinque;Urbana;Estadual;--;95,7;--;3,0;--;1,3
2021;Sudeste;SP;3528403;Mairinque;Total;Municipal;99,9;--;0,1;--;0,0;--
2021;Sudeste;SP;3528403;Mairinque;Urbana;Municipal;99,9;--;0,1;--;0,0;--
2021;Sudeste;SP;3528403;Mairinque;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528403;Mairinque;Total;Privada;98,2;--;1,8;--;0,0;--
2021;Sudeste;SP;3528403;Mairinque;Urbana;Privada;98,2;--;1,8;--;0,0;--
2021;Sudeste;SP;3528403;Mairinque;Total;Pública;99,9;95,7;0,1;3,0;0,0;1,3
2021;Sudeste;SP;3528403;Mairinque;Urbana;Pública;99,9;95,7;0,1;3,0;0,0;1,3
2021;Sudeste;SP;3528403;Mairinque;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528502;Mairiporã;Total;Total;99,5;96,5;0,2;0,7;0,3;2,8
2021;Sudeste;SP;3528502;Mairiporã;Urbana;Total;99,5;96,3;0,2;0,7;0,3;3,0
2021;Sudeste;SP;3528502;Mairiporã;Rural;Total;99,7;98,6;0,3;1,0;0,0;0,4
2021;Sudeste;SP;3528502;Mairiporã;Total;Estadual;99,0;96,3;0,3;0,7;0,7;3,0
2021;Sudeste;SP;3528502;Mairiporã;Urbana;Estadual;99,0;96,0;0,3;0,6;0,7;3,4
2021;Sudeste;SP;3528502;Mairiporã;Rural;Estadual;99,3;98,6;0,7;1,0;0,0;0,4
2021;Sudeste;SP;3528502;Mairiporã;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528502;Mairiporã;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528502;Mairiporã;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528502;Mairiporã;Total;Privada;99,3;99,3;0,7;0,7;0,0;0,0
2021;Sudeste;SP;3528502;Mairiporã;Urbana;Privada;99,3;99,3;0,7;0,7;0,0;0,0
2021;Sudeste;SP;3528502;Mairiporã;Total;Pública;99,6;96,3;0,1;0,7;0,3;3,0
2021;Sudeste;SP;3528502;Mairiporã;Urbana;Pública;99,5;96,0;0,1;0,6;0,4;3,4
2021;Sudeste;SP;3528502;Mairiporã;Rural;Pública;99,7;98,6;0,3;1,0;0,0;0,4
2021;Sudeste;SP;3528601;Manduri;Total;Total;97,8;93,4;0,2;0,0;2,0;6,6
2021;Sudeste;SP;3528601;Manduri;Urbana;Total;97,7;93,4;0,2;0,0;2,1;6,6
2021;Sudeste;SP;3528601;Manduri;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528601;Manduri;Total;Estadual;95,3;93,4;0,0;0,0;4,7;6,6
2021;Sudeste;SP;3528601;Manduri;Urbana;Estadual;95,3;93,4;0,0;0,0;4,7;6,6
2021;Sudeste;SP;3528601;Manduri;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528601;Manduri;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528601;Manduri;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528601;Manduri;Total;Privada;96,0;--;4,0;--;0,0;--
2021;Sudeste;SP;3528601;Manduri;Urbana;Privada;96,0;--;4,0;--;0,0;--
2021;Sudeste;SP;3528601;Manduri;Total;Pública;97,9;93,4;0,0;0,0;2,1;6,6
2021;Sudeste;SP;3528601;Manduri;Urbana;Pública;97,8;93,4;0,0;0,0;2,2;6,6
2021;Sudeste;SP;3528601;Manduri;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528700;Marabá Paulista;Total;Total;100,0;97,6;0,0;0,0;0,0;2,4
2021;Sudeste;SP;3528700;Marabá Paulista;Urbana;Total;100,0;97,6;0,0;0,0;0,0;2,4
2021;Sudeste;SP;3528700;Marabá Paulista;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528700;Marabá Paulista;Total;Estadual;100,0;97,6;0,0;0,0;0,0;2,4
2021;Sudeste;SP;3528700;Marabá Paulista;Urbana;Estadual;100,0;97,6;0,0;0,0;0,0;2,4
2021;Sudeste;SP;3528700;Marabá Paulista;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528700;Marabá Paulista;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528700;Marabá Paulista;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528700;Marabá Paulista;Total;Pública;100,0;97,6;0,0;0,0;0,0;2,4
2021;Sudeste;SP;3528700;Marabá Paulista;Urbana;Pública;100,0;97,6;0,0;0,0;0,0;2,4
2021;Sudeste;SP;3528700;Marabá Paulista;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528809;Maracaí;Total;Total;99,7;97,6;0,1;0,2;0,2;2,2
2021;Sudeste;SP;3528809;Maracaí;Urbana;Total;99,7;97,6;0,1;0,2;0,2;2,2
2021;Sudeste;SP;3528809;Maracaí;Total;Estadual;99,7;97,6;0,0;0,0;0,3;2,4
2021;Sudeste;SP;3528809;Maracaí;Urbana;Estadual;99,7;97,6;0,0;0,0;0,3;2,4
2021;Sudeste;SP;3528809;Maracaí;Total;Municipal;99,7;--;0,3;--;0,0;--
2021;Sudeste;SP;3528809;Maracaí;Urbana;Municipal;99,7;--;0,3;--;0,0;--
2021;Sudeste;SP;3528809;Maracaí;Total;Privada;100,0;97,7;0,0;2,3;0,0;0,0
2021;Sudeste;SP;3528809;Maracaí;Urbana;Privada;100,0;97,7;0,0;2,3;0,0;0,0
2021;Sudeste;SP;3528809;Maracaí;Total;Pública;99,7;97,6;0,2;0,0;0,1;2,4
2021;Sudeste;SP;3528809;Maracaí;Urbana;Pública;99,7;97,6;0,2;0,0;0,1;2,4
2021;Sudeste;SP;3528858;Marapoama;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528858;Marapoama;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528858;Marapoama;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3528908;Mariápolis;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529005;Marília;Total;Total;99,5;98,4;0,3;0,4;0,2;1,2
2021;Sudeste;SP;3529005;Marília;Urbana;Total;99,5;98,4;0,3;0,4;0,2;1,2
2021;Sudeste;SP;3529005;Marília;Rural;Total;99,7;96,7;0,3;3,3;0,0;0,0
2021;Sudeste;SP;3529005;Marília;Total;Estadual;99,4;97,8;0,2;0,5;0,4;1,7
2021;Sudeste;SP;3529005;Marília;Urbana;Estadual;99,4;97,8;0,2;0,5;0,4;1,7
2021;Sudeste;SP;3529005;Marília;Rural;Estadual;100,0;96,7;0,0;3,3;0,0;0,0
2021;Sudeste;SP;3529005;Marília;Total;Municipal;99,6;--;0,4;--;0,0;--
2021;Sudeste;SP;3529005;Marília;Urbana;Municipal;99,6;--;0,4;--;0,0;--
2021;Sudeste;SP;3529005;Marília;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529005;Marília;Total;Privada;99,7;99,9;0,3;0,1;0,0;0,0
2021;Sudeste;SP;3529005;Marília;Urbana;Privada;99,7;99,9;0,3;0,1;0,0;0,0
2021;Sudeste;SP;3529005;Marília;Rural;Privada;92,3;--;7,7;--;0,0;--
2021;Sudeste;SP;3529005;Marília;Total;Pública;99,5;97,8;0,3;0,5;0,2;1,7
2021;Sudeste;SP;3529005;Marília;Urbana;Pública;99,5;97,8;0,3;0,5;0,2;1,7
2021;Sudeste;SP;3529005;Marília;Rural;Pública;100,0;96,7;0,0;3,3;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529104;Marinópolis;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Total;Total;99,9;97,3;0,1;0,4;0,0;2,3
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Total;99,9;97,3;0,1;0,4;0,0;2,3
2021;Sudeste;SP;3529203;Martinópolis;Total;Estadual;99,7;96,8;0,3;0,4;0,0;2,8
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Estadual;99,7;96,8;0,3;0,4;0,0;2,8
2021;Sudeste;SP;3529203;Martinópolis;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529203;Martinópolis;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Total;Pública;99,9;96,8;0,1;0,4;0,0;2,8
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Pública;99,9;96,8;0,1;0,4;0,0;2,8
2021;Sudeste;SP;3529302;Matão;Total;Total;99,8;97,5;0,1;2,4;0,1;0,1
2021;Sudeste;SP;3529302;Matão;Urbana;Total;99,8;97,5;0,1;2,4;0,1;0,1
2021;Sudeste;SP;3529302;Matão;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529302;Matão;Total;Federal;--;90,1;--;9,2;--;0,7
2021;Sudeste;SP;3529302;Matão;Urbana;Federal;--;90,1;--;9,2;--;0,7
2021;Sudeste;SP;3529302;Matão;Total;Estadual;99,9;98,0;0,0;2,0;0,1;0,0
2021;Sudeste;SP;3529302;Matão;Urbana;Estadual;99,9;98,0;0,0;2,0;0,1;0,0
2021;Sudeste;SP;3529302;Matão;Total;Municipal;99,4;99,7;0,4;0,3;0,2;0,0
2021;Sudeste;SP;3529302;Matão;Urbana;Municipal;99,4;99,7;0,4;0,3;0,2;0,0
2021;Sudeste;SP;3529302;Matão;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529302;Matão;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529302;Matão;Urbana;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3529302;Matão;Total;Pública;99,7;97,3;0,2;2,6;0,1;0,1
2021;Sudeste;SP;3529302;Matão;Urbana;Pública;99,7;97,3;0,2;2,6;0,1;0,1
2021;Sudeste;SP;3529302;Matão;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3529401;Mauá;Total;Total;98,8;94,7;0,4;1,5;0,8;3,8
2021;Sudeste;SP;3529401;Mauá;Urbana;Total;98,8;94,7;0,4;1,5;0,8;3,8
2021;Sudeste;SP;3529401;Mauá;Total;Estadual;98,6;94,1;0,4;1,7;1,0;4,2
2021;Sudeste;SP;3529401;Mauá;Urbana;Estadual;98,6;94,1;0,4;1,7;1,0;4,2
2021;Sudeste;SP;3529401;Mauá;Total;Municipal;99,6;--;0,0;--;0,4;--
2021;Sudeste;SP;3529401;Mauá;Urbana;Municipal;99,6;--;0,0;--;0,4;--
2021;Sudeste;SP;3529401;Mauá;Total;Privada;99,5;99,8;0,5;0,2;0,0;0,0
2021;Sudeste;SP;3529401;Mauá;Urbana;Privada;99,5;99,8;0,5;0,2;0,0;0,0
2021;Sudeste;SP;3529401;Mauá;Total;Pública;98,6;94,1;0,4;1,7;1,0;4,2
2021;Sudeste;SP;3529401;Mauá;Urbana;Pública;98,6;94,1;0,4;1,7;1,0;4,2
2021;Sudeste;SP;3529500;Mendonça;Total;Total;98,7;94,0;1,3;6,0;0,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Urbana;Total;98,7;94,0;1,3;6,0;0,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Total;Estadual;99,7;94,0;0,3;6,0;0,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Urbana;Estadual;99,7;94,0;0,3;6,0;0,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Total;Municipal;97,9;--;2,1;--;0,0;--
2021;Sudeste;SP;3529500;Mendonça;Urbana;Municipal;97,9;--;2,1;--;0,0;--
2021;Sudeste;SP;3529500;Mendonça;Total;Pública;98,7;94,0;1,3;6,0;0,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Urbana;Pública;98,7;94,0;1,3;6,0;0,0;0,0
2021;Sudeste;SP;3529609;Meridiano;Total;Total;99,8;100,0;0,0;0,0;0,2;0,0
