NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;1_CAT_FUN;1_CAT_MED;2_CAT_FUN;2_CAT_MED;3_CAT_FUN;3_CAT_MED
2021;Sudeste;SP;3509304;Cajobi;Total;Estadual;--;100,0;--;0,0;--;0,0
2021;Sudeste;SP;3509304;Cajobi;Urbana;Estadual;--;100,0;--;0,0;--;0,0
2021;Sudeste;SP;3509304;Cajobi;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509304;Cajobi;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509304;Cajobi;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3509304;Cajobi;Urbana;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3509403;Cajuru;Total;Total;99,3;97,4;0,3;0,7;0,4;1,9
2021;Sudeste;SP;3509403;Cajuru;Urbana;Total;99,3;97,4;0,3;0,7;0,4;1,9
2021;Sudeste;SP;3509403;Cajuru;Total;Estadual;97,9;97,2;0,9;0,7;1,2;2,1
2021;Sudeste;SP;3509403;Cajuru;Urbana;Estadual;97,9;97,2;0,9;0,7;1,2;2,1
2021;Sudeste;SP;3509403;Cajuru;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509403;Cajuru;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509403;Cajuru;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3509403;Cajuru;Urbana;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3509403;Cajuru;Total;Pública;99,3;97,2;0,3;0,7;0,4;2,1
2021;Sudeste;SP;3509403;Cajuru;Urbana;Pública;99,3;97,2;0,3;0,7;0,4;2,1
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Total;Total;96,2;99,2;3,8;0,0;0,0;0,8
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Urbana;Total;96,2;99,2;3,8;0,0;0,0;0,8
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Total;Estadual;--;99,2;--;0,0;--;0,8
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Urbana;Estadual;--;99,2;--;0,0;--;0,8
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Total;Municipal;96,2;--;3,8;--;0,0;--
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Urbana;Municipal;96,2;--;3,8;--;0,0;--
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Total;Pública;96,2;99,2;3,8;0,0;0,0;0,8
2021;Sudeste;SP;3509452;Campina do Monte Alegre;Urbana;Pública;96,2;99,2;3,8;0,0;0,0;0,8
2021;Sudeste;SP;3509502;Campinas;Total;Total;99,0;96,2;0,3;1,3;0,7;2,5
2021;Sudeste;SP;3509502;Campinas;Urbana;Total;99,0;96,2;0,3;1,3;0,7;2,5
2021;Sudeste;SP;3509502;Campinas;Rural;Total;99,3;95,1;0,2;4,9;0,5;0,0
2021;Sudeste;SP;3509502;Campinas;Total;Federal;--;88,3;--;11,7;--;0,0
2021;Sudeste;SP;3509502;Campinas;Urbana;Federal;--;88,3;--;11,7;--;0,0
2021;Sudeste;SP;3509502;Campinas;Total;Estadual;98,7;95,4;0,3;1,4;1,0;3,2
2021;Sudeste;SP;3509502;Campinas;Urbana;Estadual;98,7;95,4;0,3;1,4;1,0;3,2
2021;Sudeste;SP;3509502;Campinas;Total;Municipal;99,2;--;0,1;--;0,7;--
2021;Sudeste;SP;3509502;Campinas;Urbana;Municipal;99,2;--;0,1;--;0,7;--
2021;Sudeste;SP;3509502;Campinas;Rural;Municipal;99,1;--;0,0;--;0,9;--
2021;Sudeste;SP;3509502;Campinas;Total;Privada;99,4;99,1;0,6;0,9;0,0;0,0
2021;Sudeste;SP;3509502;Campinas;Urbana;Privada;99,4;99,1;0,6;0,9;0,0;0,0
2021;Sudeste;SP;3509502;Campinas;Rural;Privada;99,5;95,1;0,5;4,9;0,0;0,0
2021;Sudeste;SP;3509502;Campinas;Total;Pública;98,8;95,4;0,3;1,4;0,9;3,2
2021;Sudeste;SP;3509502;Campinas;Urbana;Pública;98,8;95,4;0,3;1,4;0,9;3,2
2021;Sudeste;SP;3509502;Campinas;Rural;Pública;99,1;--;0,0;--;0,9;--
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Total;Total;99,6;94,9;0,2;0,1;0,2;5,0
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Urbana;Total;99,6;94,9;0,2;0,1;0,2;5,0
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Total;Estadual;99,0;94,2;0,0;0,0;1,0;5,8
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Urbana;Estadual;99,0;94,2;0,0;0,0;1,0;5,8
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Total;Municipal;99,8;--;0,2;--;0,0;--
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Urbana;Municipal;99,7;--;0,2;--;0,1;--
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Total;Privada;99,9;99,7;0,1;0,3;0,0;0,0
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Urbana;Privada;99,9;99,7;0,1;0,3;0,0;0,0
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Total;Pública;99,6;94,2;0,2;0,0;0,2;5,8
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Urbana;Pública;99,6;94,2;0,2;0,0;0,2;5,8
2021;Sudeste;SP;3509601;Campo Limpo Paulista;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509700;Campos do Jordão;Total;Total;99,0;89,0;0,7;2,1;0,3;8,9
2021;Sudeste;SP;3509700;Campos do Jordão;Urbana;Total;99,0;89,0;0,7;2,1;0,3;8,9
2021;Sudeste;SP;3509700;Campos do Jordão;Rural;Total;97,5;--;2,5;--;0,0;--
2021;Sudeste;SP;3509700;Campos do Jordão;Total;Federal;--;95,7;--;3,8;--;0,5
2021;Sudeste;SP;3509700;Campos do Jordão;Urbana;Federal;--;95,7;--;3,8;--;0,5
2021;Sudeste;SP;3509700;Campos do Jordão;Total;Estadual;--;86,3;--;2,3;--;11,4
2021;Sudeste;SP;3509700;Campos do Jordão;Urbana;Estadual;--;86,3;--;2,3;--;11,4
2021;Sudeste;SP;3509700;Campos do Jordão;Total;Municipal;98,8;--;0,8;--;0,4;--
2021;Sudeste;SP;3509700;Campos do Jordão;Urbana;Municipal;98,9;--;0,8;--;0,3;--
2021;Sudeste;SP;3509700;Campos do Jordão;Rural;Municipal;97,5;--;2,5;--;0,0;--
2021;Sudeste;SP;3509700;Campos do Jordão;Total;Privada;99,7;98,6;0,3;0,0;0,0;1,4
2021;Sudeste;SP;3509700;Campos do Jordão;Urbana;Privada;99,7;98,6;0,3;0,0;0,0;1,4
2021;Sudeste;SP;3509700;Campos do Jordão;Total;Pública;98,8;87,4;0,8;2,5;0,4;10,1
2021;Sudeste;SP;3509700;Campos do Jordão;Urbana;Pública;98,9;87,4;0,8;2,5;0,3;10,1
2021;Sudeste;SP;3509700;Campos do Jordão;Rural;Pública;97,5;--;2,5;--;0,0;--
2021;Sudeste;SP;3509809;Campos Novos Paulista;Total;Total;99,0;98,1;1,0;1,9;0,0;0,0
2021;Sudeste;SP;3509809;Campos Novos Paulista;Urbana;Total;99,0;98,1;1,0;1,9;0,0;0,0
2021;Sudeste;SP;3509809;Campos Novos Paulista;Total;Estadual;99,6;98,1;0,4;1,9;0,0;0,0
2021;Sudeste;SP;3509809;Campos Novos Paulista;Urbana;Estadual;99,6;98,1;0,4;1,9;0,0;0,0
2021;Sudeste;SP;3509809;Campos Novos Paulista;Total;Municipal;98,5;--;1,5;--;0,0;--
2021;Sudeste;SP;3509809;Campos Novos Paulista;Urbana;Municipal;98,5;--;1,5;--;0,0;--
2021;Sudeste;SP;3509809;Campos Novos Paulista;Total;Pública;99,0;98,1;1,0;1,9;0,0;0,0
2021;Sudeste;SP;3509809;Campos Novos Paulista;Urbana;Pública;99,0;98,1;1,0;1,9;0,0;0,0
2021;Sudeste;SP;3509908;Cananéia;Total;Total;97,5;86,3;1,3;5,9;1,2;7,8
2021;Sudeste;SP;3509908;Cananéia;Urbana;Total;97,9;86,1;0,9;5,9;1,2;8,0
2021;Sudeste;SP;3509908;Cananéia;Rural;Total;93,0;88,9;6,2;7,4;0,8;3,7
2021;Sudeste;SP;3509908;Cananéia;Total;Estadual;94,6;86,3;2,8;5,9;2,6;7,8
2021;Sudeste;SP;3509908;Cananéia;Urbana;Estadual;95,3;86,1;1,9;5,9;2,8;8,0
2021;Sudeste;SP;3509908;Cananéia;Rural;Estadual;88,0;88,9;10,7;7,4;1,3;3,7
2021;Sudeste;SP;3509908;Cananéia;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509908;Cananéia;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509908;Cananéia;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509908;Cananéia;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509908;Cananéia;Urbana;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3509908;Cananéia;Total;Pública;97,4;86,3;1,3;5,9;1,3;7,8
2021;Sudeste;SP;3509908;Cananéia;Urbana;Pública;97,8;86,1;0,9;5,9;1,3;8,0
2021;Sudeste;SP;3509908;Cananéia;Rural;Pública;93,0;88,9;6,2;7,4;0,8;3,7
2021;Sudeste;SP;3509957;Canas;Total;Total;93,9;89,3;5,4;3,3;0,7;7,4
2021;Sudeste;SP;3509957;Canas;Urbana;Total;93,9;89,3;5,4;3,3;0,7;7,4
2021;Sudeste;SP;3509957;Canas;Total;Estadual;--;89,3;--;3,3;--;7,4
2021;Sudeste;SP;3509957;Canas;Urbana;Estadual;--;89,3;--;3,3;--;7,4
2021;Sudeste;SP;3509957;Canas;Total;Municipal;93,9;--;5,4;--;0,7;--
2021;Sudeste;SP;3509957;Canas;Urbana;Municipal;93,9;--;5,4;--;0,7;--
2021;Sudeste;SP;3509957;Canas;Total;Pública;93,9;89,3;5,4;3,3;0,7;7,4
2021;Sudeste;SP;3509957;Canas;Urbana;Pública;93,9;89,3;5,4;3,3;0,7;7,4
2021;Sudeste;SP;3510005;Cândido Mota;Total;Total;99,7;97,8;0,1;0,6;0,2;1,6
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Total;99,7;97,2;0,1;0,3;0,2;2,5
2021;Sudeste;SP;3510005;Cândido Mota;Rural;Total;--;98,8;--;1,0;--;0,2
2021;Sudeste;SP;3510005;Cândido Mota;Total;Estadual;99,6;97,7;0,1;0,6;0,3;1,7
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Estadual;99,6;97,1;0,1;0,3;0,3;2,6
2021;Sudeste;SP;3510005;Cândido Mota;Rural;Estadual;--;98,8;--;1,0;--;0,2
2021;Sudeste;SP;3510005;Cândido Mota;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510005;Cândido Mota;Total;Privada;99,3;100,0;0,7;0,0;0,0;0,0
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Privada;99,3;100,0;0,7;0,0;0,0;0,0
2021;Sudeste;SP;3510005;Cândido Mota;Total;Pública;99,7;97,7;0,1;0,6;0,2;1,7
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Pública;99,7;97,1;0,1;0,3;0,2;2,6
2021;Sudeste;SP;3510005;Cândido Mota;Rural;Pública;--;98,8;--;1,0;--;0,2
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Total;98,8;98,4;1,2;0,0;0,0;1,6
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Total;98,8;98,4;1,2;0,0;0,0;1,6
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Estadual;--;98,4;--;0,0;--;1,6
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Estadual;--;98,4;--;0,0;--;1,6
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Municipal;98,8;--;1,2;--;0,0;--
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Municipal;98,8;--;1,2;--;0,0;--
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Pública;98,8;98,4;1,2;0,0;0,0;1,6
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Pública;98,8;98,4;1,2;0,0;0,0;1,6
2021;Sudeste;SP;3510153;Canitar;Total;Total;99,9;99,2;0,1;0,8;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Total;99,9;99,2;0,1;0,8;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Total;Estadual;--;99,2;--;0,8;--;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Estadual;--;99,2;--;0,8;--;0,0
2021;Sudeste;SP;3510153;Canitar;Total;Municipal;99,9;--;0,1;--;0,0;--
2021;Sudeste;SP;3510153;Canitar;Urbana;Municipal;99,9;--;0,1;--;0,0;--
2021;Sudeste;SP;3510153;Canitar;Total;Pública;99,9;99,2;0,1;0,8;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Pública;99,9;99,2;0,1;0,8;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Total;99,8;98,3;0,2;0,1;0,0;1,6
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Total;99,8;98,2;0,2;0,1;0,0;1,7
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Estadual;99,8;98,3;0,2;0,1;0,0;1,6
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Estadual;99,8;98,2;0,2;0,1;0,0;1,7
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Estadual;--;100,0;--;0,0;--;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Municipal;99,8;--;0,2;--;0,0;--
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Municipal;99,8;--;0,2;--;0,0;--
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510203;Capão Bonito;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510203;Capão Bonito;Total;Pública;99,8;98,3;0,2;0,1;0,0;1,6
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Pública;99,8;98,2;0,2;0,1;0,0;1,7
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Total;100,0;93,4;0,0;0,0;0,0;6,6
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Total;100,0;93,4;0,0;0,0;0,0;6,6
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Estadual;--;93,3;--;0,0;--;6,7
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Estadual;--;93,3;--;0,0;--;6,7
2021;Sudeste;SP;3510302;Capela do Alto;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Pública;100,0;93,3;0,0;0,0;0,0;6,7
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Pública;100,0;93,3;0,0;0,0;0,0;6,7
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3510401;Capivari;Total;Total;98,4;96,3;1,3;0,9;0,3;2,8
2021;Sudeste;SP;3510401;Capivari;Urbana;Total;98,4;96,3;1,3;0,9;0,3;2,8
2021;Sudeste;SP;3510401;Capivari;Total;Federal;--;92,2;--;7,8;--;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Federal;--;92,2;--;7,8;--;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Estadual;98,9;96,5;0,0;0,0;1,1;3,5
2021;Sudeste;SP;3510401;Capivari;Urbana;Estadual;98,9;96,5;0,0;0,0;1,1;3,5
2021;Sudeste;SP;3510401;Capivari;Total;Municipal;98,1;--;1,9;--;0,0;--
2021;Sudeste;SP;3510401;Capivari;Urbana;Municipal;98,1;--;1,9;--;0,0;--
2021;Sudeste;SP;3510401;Capivari;Total;Privada;99,8;100,0;0,2;0,0;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Privada;99,8;100,0;0,2;0,0;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Pública;98,3;95,9;1,4;1,0;0,3;3,1
2021;Sudeste;SP;3510401;Capivari;Urbana;Pública;98,3;95,9;1,4;1,0;0,3;3,1
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Total;99,3;96,1;0,5;0,5;0,2;3,4
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Total;99,3;96,2;0,5;0,5;0,2;3,3
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Total;100,0;85,7;0,0;14,3;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Federal;--;88,7;--;11,3;--;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Federal;--;88,7;--;11,3;--;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Estadual;98,1;96,0;0,0;0,3;1,9;3,7
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Estadual;98,1;96,0;0,0;0,3;1,9;3,7
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Estadual;100,0;85,7;0,0;14,3;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Municipal;99,5;--;0,5;--;0,0;--
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Municipal;99,5;--;0,5;--;0,0;--
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Privada;98,9;99,2;1,1;0,8;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Privada;98,9;99,2;1,1;0,8;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Pública;99,3;95,8;0,4;0,5;0,3;3,7
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Pública;99,3;95,9;0,4;0,5;0,3;3,6
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Pública;100,0;85,7;0,0;14,3;0,0;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Total;98,3;95,1;1,0;3,0;0,7;1,9
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Total;98,3;95,1;1,0;3,0;0,7;1,9
2021;Sudeste;SP;3510609;Carapicuíba;Total;Estadual;98,0;95,0;1,1;3,1;0,9;1,9
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Estadual;98,0;95,0;1,1;3,1;0,9;1,9
2021;Sudeste;SP;3510609;Carapicuíba;Total;Municipal;99,5;--;0,0;--;0,5;--
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Municipal;99,5;--;0,0;--;0,5;--
2021;Sudeste;SP;3510609;Carapicuíba;Total;Privada;99,4;99,2;0,6;0,6;0,0;0,2
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Privada;99,4;99,2;0,6;0,6;0,0;0,2
2021;Sudeste;SP;3510609;Carapicuíba;Total;Pública;98,2;95,0;1,0;3,1;0,8;1,9
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Pública;98,2;95,0;1,0;3,1;0,8;1,9
2021;Sudeste;SP;3510708;Cardoso;Total;Total;99,7;100,0;0,2;0,0;0,1;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Total;99,7;100,0;0,2;0,0;0,1;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Estadual;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Municipal;99,8;--;0,1;--;0,1;--
2021;Sudeste;SP;3510708;Cardoso;Urbana;Municipal;99,8;--;0,1;--;0,1;--
2021;Sudeste;SP;3510708;Cardoso;Total;Privada;97,8;100,0;2,2;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Privada;97,8;100,0;2,2;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Pública;99,8;100,0;0,1;0,0;0,1;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Pública;99,8;100,0;0,1;0,0;0,1;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Total;99,0;93,0;0,7;6,4;0,3;0,6
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Total;99,0;93,0;0,7;6,4;0,3;0,6
2021;Sudeste;SP;3510807;Casa Branca;Total;Estadual;97,7;92,3;1,5;7,1;0,8;0,6
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Estadual;97,7;92,3;1,5;7,1;0,8;0,6
2021;Sudeste;SP;3510807;Casa Branca;Total;Municipal;99,9;--;0,1;--;0,0;--
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Municipal;99,9;--;0,1;--;0,0;--
2021;Sudeste;SP;3510807;Casa Branca;Total;Privada;99,3;100,0;0,7;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Privada;99,3;100,0;0,7;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Pública;98,9;92,3;0,7;7,1;0,4;0,6
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Pública;98,9;92,3;0,7;7,1;0,4;0,6
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Total;98,6;100,0;1,4;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Total;98,6;100,0;1,4;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Estadual;--;100,0;--;0,0;--;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Estadual;--;100,0;--;0,0;--;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Municipal;98,6;--;1,4;--;0,0;--
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Municipal;98,6;--;1,4;--;0,0;--
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Pública;98,6;100,0;1,4;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Pública;98,6;100,0;1,4;0,0;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Total;Total;99,7;97,3;0,0;0,0;0,3;2,7
2021;Sudeste;SP;3511003;Castilho;Urbana;Total;99,6;97,3;0,0;0,0;0,4;2,7
2021;Sudeste;SP;3511003;Castilho;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511003;Castilho;Total;Estadual;99,2;97,3;0,0;0,0;0,8;2,7
2021;Sudeste;SP;3511003;Castilho;Urbana;Estadual;99,2;97,3;0,0;0,0;0,8;2,7
2021;Sudeste;SP;3511003;Castilho;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511003;Castilho;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511003;Castilho;Rural;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511003;Castilho;Total;Pública;99,7;97,3;0,0;0,0;0,3;2,7
2021;Sudeste;SP;3511003;Castilho;Urbana;Pública;99,6;97,3;0,0;0,0;0,4;2,7
2021;Sudeste;SP;3511003;Castilho;Rural;Pública;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511102;Catanduva;Total;Total;99,7;98,7;0,3;0,8;0,0;0,5
2021;Sudeste;SP;3511102;Catanduva;Urbana;Total;99,7;98,7;0,3;0,8;0,0;0,5
2021;Sudeste;SP;3511102;Catanduva;Total;Federal;--;98,2;--;1,8;--;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Federal;--;98,2;--;1,8;--;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Estadual;99,9;98,4;0,1;0,8;0,0;0,8
2021;Sudeste;SP;3511102;Catanduva;Urbana;Estadual;99,9;98,4;0,1;0,8;0,0;0,8
2021;Sudeste;SP;3511102;Catanduva;Total;Municipal;99,7;--;0,3;--;0,0;--
2021;Sudeste;SP;3511102;Catanduva;Urbana;Municipal;99,7;--;0,3;--;0,0;--
2021;Sudeste;SP;3511102;Catanduva;Total;Privada;99,7;99,7;0,3;0,3;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Privada;99,7;99,7;0,3;0,3;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Pública;99,8;98,4;0,2;0,9;0,0;0,7
2021;Sudeste;SP;3511102;Catanduva;Urbana;Pública;99,8;98,4;0,2;0,9;0,0;0,7
2021;Sudeste;SP;3511201;Catiguá;Total;Total;100,0;98,8;0,0;0,0;0,0;1,2
2021;Sudeste;SP;3511201;Catiguá;Urbana;Total;100,0;98,8;0,0;0,0;0,0;1,2
2021;Sudeste;SP;3511201;Catiguá;Total;Estadual;100,0;98,8;0,0;0,0;0,0;1,2
2021;Sudeste;SP;3511201;Catiguá;Urbana;Estadual;100,0;98,8;0,0;0,0;0,0;1,2
2021;Sudeste;SP;3511201;Catiguá;Total;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511201;Catiguá;Urbana;Municipal;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3511201;Catiguá;Total;Pública;100,0;98,8;0,0;0,0;0,0;1,2
2021;Sudeste;SP;3511201;Catiguá;Urbana;Pública;100,0;98,8;0,0;0,0;0,0;1,2
2021;Sudeste;SP;3511300;Cedral;Total;Total;98,1;87,1;1,1;3,3;0,8;9,6
2021;Sudeste;SP;3511300;Cedral;Urbana;Total;98,1;87,1;1,1;3,3;0,8;9,6
2021;Sudeste;SP;3511300;Cedral;Total;Estadual;--;87,1;--;3,3;--;9,6
2021;Sudeste;SP;3511300;Cedral;Urbana;Estadual;--;87,1;--;3,3;--;9,6
2021;Sudeste;SP;3511300;Cedral;Total;Municipal;98,1;--;1,1;--;0,8;--
2021;Sudeste;SP;3511300;Cedral;Urbana;Municipal;98,1;--;1,1;--;0,8;--
2021;Sudeste;SP;3511300;Cedral;Total;Pública;98,1;87,1;1,1;3,3;0,8;9,6
2021;Sudeste;SP;3511300;Cedral;Urbana;Pública;98,1;87,1;1,1;3,3;0,8;9,6
2021;Sudeste;SP;3511409;Cerqueira César;Total;Total;99,6;95,3;0,2;1,2;0,2;3,5
