NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;EDU_BAS_CAT_1;EDU_BAS_CAT_2;EDU_BAS_CAT_3;EDU_BAS_CAT_4;EDU_BAS_CAT_5;EDU_BAS_CAT_6
2021;Sudeste;SP;3510153;Canitar;Urbana;Estadual;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Total;Municipal;25,0;50,0;0,0;0,0;25,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Municipal;25,0;50,0;0,0;0,0;25,0;0,0
2021;Sudeste;SP;3510153;Canitar;Total;Pública;20,0;60,0;0,0;0,0;20,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Pública;20,0;60,0;0,0;0,0;20,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Total;28,6;38,1;23,8;4,8;4,7;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Total;23,5;44,1;20,6;5,9;5,9;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Total;50,0;12,5;37,5;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Estadual;0,0;20,0;20,0;40,0;20,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Estadual;0,0;25,0;0,0;50,0;25,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Estadual;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Municipal;36,7;43,3;16,7;0,0;3,3;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Municipal;30,4;52,2;13,0;0,0;4,4;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Municipal;57,1;14,3;28,6;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Privada;14,3;28,6;57,1;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Privada;14,3;28,6;57,1;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Pública;31,4;40,0;17,1;5,7;5,8;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Pública;25,9;48,1;11,1;7,4;7,5;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Pública;50,0;12,5;37,5;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Total;11,8;35,3;29,4;11,8;11,7;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Total;7,7;46,2;15,4;15,4;15,3;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Total;25,0;0,0;75,0;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Estadual;0,0;0,0;66,7;0,0;33,3;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Estadual;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Estadual;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Municipal;8,3;50,0;25,0;8,3;8,4;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Municipal;0,0;60,0;20,0;10,0;10,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Municipal;50,0;0,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Privada;50,0;0,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Privada;50,0;0,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Pública;6,7;40,0;33,3;6,7;13,3;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Pública;0,0;54,5;18,2;9,1;18,2;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Pública;25,0;0,0;75,0;0,0;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Total;23,1;51,3;10,3;10,3;2,6;2,4
2021;Sudeste;SP;3510401;Capivari;Urbana;Total;23,1;51,3;10,3;10,3;2,6;2,4
2021;Sudeste;SP;3510401;Capivari;Total;Federal;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Federal;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Estadual;0,0;25,0;0,0;50,0;0,0;25,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Estadual;0,0;25,0;0,0;50,0;0,0;25,0
2021;Sudeste;SP;3510401;Capivari;Total;Municipal;28,6;57,1;10,7;0,0;3,6;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Municipal;28,6;57,1;10,7;0,0;3,6;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Privada;16,7;50,0;16,7;16,6;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Privada;16,7;50,0;16,7;16,6;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Pública;24,2;51,5;9,1;9,1;3,0;3,1
2021;Sudeste;SP;3510401;Capivari;Urbana;Pública;24,2;51,5;9,1;9,1;3,0;3,1
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Total;21,1;36,8;20,0;15,8;6,3;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Total;21,5;36,6;19,4;16,1;6,4;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Total;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Federal;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Federal;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Estadual;0,0;17,6;17,6;47,1;17,7;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Estadual;0,0;13,3;13,3;53,3;20,1;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Estadual;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Municipal;19,2;50,0;26,9;0,0;3,9;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Municipal;19,2;50,0;26,9;0,0;3,9;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Privada;40,0;24,0;8,0;28,0;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Privada;40,0;24,0;8,0;28,0;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Pública;14,3;41,4;24,3;11,4;8,6;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Pública;14,7;41,2;23,5;11,8;8,8;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Pública;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Total;26,6;45,8;6,8;15,1;4,2;1,5
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Total;26,6;45,8;6,8;15,1;4,2;1,5
2021;Sudeste;SP;3510609;Carapicuíba;Total;Estadual;0,0;38,6;8,8;36,8;10,5;5,3
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Estadual;0,0;38,6;8,8;36,8;10,5;5,3
2021;Sudeste;SP;3510609;Carapicuíba;Total;Municipal;14,6;81,3;0,0;0,0;4,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Municipal;14,6;81,3;0,0;0,0;4,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Privada;50,6;31,0;9,2;9,2;0,0;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Privada;50,6;31,0;9,2;9,2;0,0;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Pública;6,7;58,1;4,8;20,0;7,6;2,8
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Pública;6,7;58,1;4,8;20,0;7,6;2,8
2021;Sudeste;SP;3510708;Cardoso;Total;Total;41,7;33,3;8,3;16,7;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Total;36,4;36,4;9,1;18,1;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Rural;Total;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Estadual;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Estadual;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Municipal;55,6;33,3;11,1;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Municipal;50,0;37,5;12,5;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Rural;Municipal;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Privada;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Privada;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Pública;45,5;36,4;9,1;9,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Pública;40,0;40,0;10,0;10,0;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Rural;Pública;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Total;40,7;25,9;22,2;3,7;7,5;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Total;42,3;26,9;19,2;3,8;7,8;0,0
2021;Sudeste;SP;3510807;Casa Branca;Rural;Total;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Estadual;16,7;0,0;50,0;16,7;16,6;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Estadual;20,0;0,0;40,0;20,0;20,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Rural;Estadual;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Municipal;64,3;28,6;0,0;0,0;7,1;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Municipal;64,3;28,6;0,0;0,0;7,1;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Privada;14,3;42,9;42,8;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Privada;14,3;42,9;42,8;0,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Pública;50,0;20,0;15,0;5,0;10,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Pública;52,6;21,1;10,5;5,3;10,5;0,0
2021;Sudeste;SP;3510807;Casa Branca;Rural;Pública;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Total;60,0;40,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Total;60,0;40,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Estadual;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Estadual;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Municipal;75,0;25,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Municipal;75,0;25,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Pública;60,0;40,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Pública;60,0;40,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Total;Total;7,7;69,2;7,7;0,0;7,7;7,7
2021;Sudeste;SP;3511003;Castilho;Urbana;Total;0,0;72,7;9,1;0,0;9,1;9,1
2021;Sudeste;SP;3511003;Castilho;Rural;Total;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Total;Estadual;0,0;0,0;50,0;0,0;0,0;50,0
2021;Sudeste;SP;3511003;Castilho;Urbana;Estadual;0,0;0,0;50,0;0,0;0,0;50,0
2021;Sudeste;SP;3511003;Castilho;Total;Municipal;9,1;81,8;0,0;0,0;9,1;0,0
2021;Sudeste;SP;3511003;Castilho;Urbana;Municipal;0,0;88,9;0,0;0,0;11,1;0,0
2021;Sudeste;SP;3511003;Castilho;Rural;Municipal;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Total;Pública;7,7;69,2;7,7;0,0;7,7;7,7
2021;Sudeste;SP;3511003;Castilho;Urbana;Pública;0,0;72,7;9,1;0,0;9,1;9,1
2021;Sudeste;SP;3511003;Castilho;Rural;Pública;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Total;35,5;26,3;14,5;19,7;2,6;1,4
2021;Sudeste;SP;3511102;Catanduva;Urbana;Total;35,5;26,3;14,5;19,7;2,6;1,4
2021;Sudeste;SP;3511102;Catanduva;Total;Federal;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Federal;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Estadual;0,0;27,3;9,1;45,5;9,1;9,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Estadual;0,0;27,3;9,1;45,5;9,1;9,0
2021;Sudeste;SP;3511102;Catanduva;Total;Municipal;45,7;37,1;17,2;0,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Municipal;45,7;37,1;17,2;0,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Privada;37,9;13,8;10,3;34,5;3,5;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Privada;37,9;13,8;10,3;34,5;3,5;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Pública;34,0;34,0;17,0;10,6;2,1;2,3
2021;Sudeste;SP;3511102;Catanduva;Urbana;Pública;34,0;34,0;17,0;10,6;2,1;2,3
2021;Sudeste;SP;3511201;Catiguá;Total;Total;40,0;20,0;20,0;0,0;20,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Urbana;Total;40,0;20,0;20,0;0,0;20,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Total;Estadual;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Urbana;Estadual;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Total;Municipal;33,3;33,3;33,4;0,0;0,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Urbana;Municipal;33,3;33,3;33,4;0,0;0,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Total;Privada;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Urbana;Privada;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Total;Pública;25,0;25,0;25,0;0,0;25,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Urbana;Pública;25,0;25,0;25,0;0,0;25,0;0,0
2021;Sudeste;SP;3511300;Cedral;Total;Total;25,0;25,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Urbana;Total;25,0;25,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Total;Estadual;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Urbana;Estadual;0,0;0,0;100,0;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Total;Municipal;33,3;33,3;33,4;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Urbana;Municipal;33,3;33,3;33,4;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Total;Pública;25,0;25,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511300;Cedral;Urbana;Pública;25,0;25,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Total;Total;33,3;14,3;23,8;23,8;4,8;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Urbana;Total;46,7;0,0;13,3;33,3;6,7;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Rural;Total;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Total;Estadual;0,0;37,5;37,5;25,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Urbana;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Rural;Estadual;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Total;Municipal;62,5;0,0;25,0;0,0;12,5;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Urbana;Municipal;62,5;0,0;25,0;0,0;12,5;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Total;Privada;40,0;0,0;0,0;60,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Urbana;Privada;40,0;0,0;0,0;60,0;0,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Total;Pública;31,3;18,8;31,3;12,5;6,1;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Urbana;Pública;50,0;0,0;20,0;20,0;10,0;0,0
2021;Sudeste;SP;3511409;Cerqueira César;Rural;Pública;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511508;Cerquilho;Total;Total;20,6;44,1;11,8;17,6;5,9;0,0
2021;Sudeste;SP;3511508;Cerquilho;Urbana;Total;20,6;44,1;11,8;17,6;5,9;0,0
2021;Sudeste;SP;3511508;Cerquilho;Total;Estadual;0,0;0,0;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3511508;Cerquilho;Urbana;Estadual;0,0;0,0;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3511508;Cerquilho;Total;Municipal;24,0;56,0;16,0;0,0;4,0;0,0
2021;Sudeste;SP;3511508;Cerquilho;Urbana;Municipal;24,0;56,0;16,0;0,0;4,0;0,0
2021;Sudeste;SP;3511508;Cerquilho;Total;Privada;16,7;16,7;0,0;66,6;0,0;0,0
2021;Sudeste;SP;3511508;Cerquilho;Urbana;Privada;16,7;16,7;0,0;66,6;0,0;0,0
2021;Sudeste;SP;3511508;Cerquilho;Total;Pública;21,4;50,0;14,3;7,1;7,2;0,0
2021;Sudeste;SP;3511508;Cerquilho;Urbana;Pública;21,4;50,0;14,3;7,1;7,2;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Total;Total;22,2;38,9;27,8;11,1;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Urbana;Total;28,6;35,7;21,4;14,3;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Rural;Total;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Total;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Urbana;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Total;Municipal;14,3;50,0;35,7;0,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Urbana;Municipal;20,0;50,0;30,0;0,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Rural;Municipal;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Total;Privada;66,7;0,0;0,0;33,3;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Urbana;Privada;66,7;0,0;0,0;33,3;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Total;Pública;13,3;46,7;33,3;6,7;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Urbana;Pública;18,2;45,5;27,3;9,0;0,0;0,0
2021;Sudeste;SP;3511607;Cesário Lange;Rural;Pública;0,0;50,0;50,0;0,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Total;Total;27,3;27,3;27,3;18,1;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Urbana;Total;30,0;20,0;30,0;20,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Rural;Total;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Total;Estadual;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Urbana;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Rural;Estadual;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Total;Municipal;25,0;25,0;37,5;12,5;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Urbana;Municipal;25,0;25,0;37,5;12,5;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Total;Privada;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Urbana;Privada;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Total;Pública;20,0;30,0;30,0;20,0;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Urbana;Pública;22,2;22,2;33,3;22,3;0,0;0,0
2021;Sudeste;SP;3511706;Charqueada;Rural;Pública;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Total;Total;40,0;40,0;0,0;20,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Urbana;Total;40,0;40,0;0,0;20,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Total;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Urbana;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Total;Municipal;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Urbana;Municipal;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Total;Pública;40,0;40,0;0,0;20,0;0,0;0,0
2021;Sudeste;SP;3511904;Clementina;Urbana;Pública;40,0;40,0;0,0;20,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Total;Total;33,3;38,9;11,1;16,7;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Urbana;Total;35,3;41,2;11,8;11,7;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Rural;Total;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Total;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Urbana;Estadual;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Total;Municipal;28,6;50,0;7,1;14,3;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Urbana;Municipal;30,8;53,8;7,7;7,7;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Rural;Municipal;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Total;Privada;66,7;0,0;33,3;0,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Urbana;Privada;66,7;0,0;33,3;0,0;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Total;Pública;26,7;46,7;6,7;19,9;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Urbana;Pública;28,6;50,0;7,1;14,3;0,0;0,0
2021;Sudeste;SP;3512001;Colina;Rural;Pública;0,0;0,0;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Total;Total;70,0;20,0;10,0;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Urbana;Total;62,5;25,0;12,5;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Rural;Total;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Total;Estadual;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Urbana;Estadual;0,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Total;Municipal;77,8;11,1;11,1;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Urbana;Municipal;71,4;14,3;14,3;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Rural;Municipal;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Total;Pública;70,0;20,0;10,0;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Urbana;Pública;62,5;25,0;12,5;0,0;0,0;0,0
2021;Sudeste;SP;3512100;Colômbia;Rural;Pública;100,0;0,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512209;Conchal;Total;Total;46,4;25,0;7,1;14,3;7,2;0,0
2021;Sudeste;SP;3512209;Conchal;Urbana;Total;46,4;25,0;7,1;14,3;7,2;0,0
2021;Sudeste;SP;3512209;Conchal;Total;Estadual;0,0;20,0;0,0;60,0;20,0;0,0
2021;Sudeste;SP;3512209;Conchal;Urbana;Estadual;0,0;20,0;0,0;60,0;20,0;0,0
2021;Sudeste;SP;3512209;Conchal;Total;Municipal;60,0;25,0;5,0;5,0;5,0;0,0
2021;Sudeste;SP;3512209;Conchal;Urbana;Municipal;60,0;25,0;5,0;5,0;5,0;0,0
2021;Sudeste;SP;3512209;Conchal;Total;Privada;33,3;33,3;33,4;0,0;0,0;0,0
2021;Sudeste;SP;3512209;Conchal;Urbana;Privada;33,3;33,3;33,4;0,0;0,0;0,0
2021;Sudeste;SP;3512209;Conchal;Total;Pública;48,0;24,0;4,0;16,0;8,0;0,0
2021;Sudeste;SP;3512209;Conchal;Urbana;Pública;48,0;24,0;4,0;16,0;8,0;0,0
2021;Sudeste;SP;3512308;Conchas;Total;Total;60,0;20,0;0,0;6,7;13,3;0,0
2021;Sudeste;SP;3512308;Conchas;Urbana;Total;61,5;15,4;0,0;7,7;15,4;0,0
2021;Sudeste;SP;3512308;Conchas;Rural;Total;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512308;Conchas;Total;Estadual;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3512308;Conchas;Urbana;Estadual;0,0;0,0;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3512308;Conchas;Total;Municipal;75,0;16,7;0,0;0,0;8,3;0,0
2021;Sudeste;SP;3512308;Conchas;Urbana;Municipal;80,0;10,0;0,0;0,0;10,0;0,0
2021;Sudeste;SP;3512308;Conchas;Rural;Municipal;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512308;Conchas;Total;Privada;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3512308;Conchas;Urbana;Privada;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3512308;Conchas;Total;Pública;69,2;15,4;0,0;0,0;15,4;0,0
2021;Sudeste;SP;3512308;Conchas;Urbana;Pública;72,7;9,1;0,0;0,0;18,2;0,0
2021;Sudeste;SP;3512308;Conchas;Rural;Pública;50,0;50,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3512407;Cordeirópolis;Total;Total;45,0;40,0;0,0;5,0;5,0;5,0
2021;Sudeste;SP;3512407;Cordeirópolis;Urbana;Total;42,1;42,1;0,0;5,3;5,3;5,2
2021;Sudeste;SP;3512407;Cordeirópolis;Rural;Total;100,0;0,0;0,0;0,0;0,0;0,0
