NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_DEPENDENCIA;NO_CATEGORIA;ED_BAS_CAT1;ED_BAS_CAT2;ED_BAS_CAT3;ED_BAS_CAT4;ED_BAS_CAT5;ED_BAS_CAT6;ED_BAS_CAT7;ED_BAS_CAT8;ED_BAS_CAT9
2021;Sudeste;SP;3528601;Manduri;Municipal;Total;54;100,0;2.343,43;2.741,56;3.151,29;3.779,60;964,02;28,7;4.385,82
2021;Sudeste;SP;3528601;Manduri;Municipal;Superior;52;100,0;2.343,43;2.741,56;3.141,40;3.630,57;959,06;28,7;4.379,84
2021;Sudeste;SP;3528601;Manduri;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3528700;Marabá Paulista;Municipal;Total;36;97,2;2.866,29;3.097,37;3.173,16;3.591,10;623,81;28,8;4.407,17
2021;Sudeste;SP;3528700;Marabá Paulista;Municipal;Superior;33;97,0;2.872,64;3.133,48;3.184,24;3.603,27;644,84;28,7;4.439,89
2021;Sudeste;SP;3528700;Marabá Paulista;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3528809;Maracaí;Municipal;Total;86;98,8;3.128,67;3.408,87;3.810,82;4.256,23;1.083,13;33,1;4.602,60
2021;Sudeste;SP;3528809;Maracaí;Municipal;Superior;85;98,8;3.128,67;3.408,87;3.792,31;4.244,57;1.076,74;33,2;4.574,97
2021;Sudeste;SP;3528809;Maracaí;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3528858;Marapoama;Municipal;Total;23;100,0;1.655,98;2.256,48;2.450,27;2.601,68;860,63;26,9;3.639,29
2021;Sudeste;SP;3528858;Marapoama;Municipal;Superior;23;100,0;1.655,98;2.256,48;2.450,27;2.601,68;860,63;26,9;3.639,29
2021;Sudeste;SP;3528908;Mariápolis;Municipal;Total;20;100,0;2.179,80;2.831,40;3.237,11;4.084,86;1.284,93;26,9;4.820,16
2021;Sudeste;SP;3528908;Mariápolis;Municipal;Superior;18;100,0;2.179,80;2.633,09;3.148,18;4.084,86;1.311,74;26,8;4.700,07
2021;Sudeste;SP;3528908;Mariápolis;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3529005;Marília;Municipal;Total;1.038;99,9;2.714,21;3.453,75;3.785,83;4.562,39;1.217,16;23,6;6.417,56
2021;Sudeste;SP;3529005;Marília;Municipal;Superior;1.001;99,9;2.697,84;3.400,13;3.755,58;4.509,55;1.216,36;23,6;6.377,39
2021;Sudeste;SP;3529005;Marília;Municipal;Sem Superior;37;100,0;4.063,92;4.747,22;4.689,98;5.343,88;833,30;24,8;7.556,84
2021;Sudeste;SP;3529104;Marinópolis;Municipal;Total;14;100,0;2.441,25;3.789,65;3.945,79;4.834,59;1.390,53;24,7;6.384,38
2021;Sudeste;SP;3529104;Marinópolis;Municipal;Superior;14;100,0;2.441,25;3.789,65;3.945,79;4.834,59;1.390,53;24,7;6.384,38
2021;Sudeste;SP;3529203;Martinópolis;Municipal;Total;162;98,1;1.964,95;2.763,79;2.761,67;3.417,95;833,82;29,6;3.737,14
2021;Sudeste;SP;3529203;Martinópolis;Municipal;Superior;159;98,1;1.997,50;2.763,79;2.771,68;3.422,81;833,92;29,6;3.746,36
2021;Sudeste;SP;3529203;Martinópolis;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3529302;Matão;Municipal;Total;322;99,7;3.460,71;4.366,70;4.638,54;5.424,37;1.628,80;24,0;7.718,47
2021;Sudeste;SP;3529302;Matão;Municipal;Superior;298;99,7;3.572,41;4.459,16;4.752,42;5.629,84;1.610,82;23,8;7.975,19
2021;Sudeste;SP;3529302;Matão;Municipal;Sem Superior;24;100,0;1.878,21;3.427,64;3.221,28;3.933,97;1.099,14;26,6;4.851,14
2021;Sudeste;SP;3529401;Mauá;Municipal;Total;1.080;96,5;3.014,77;3.431,01;3.678,12;4.283,41;946,99;30,9;4.755,04
2021;Sudeste;SP;3529401;Mauá;Municipal;Superior;1.047;96,6;3.018,36;3.454,98;3.701,35;4.295,45;940,60;30,9;4.790,43
2021;Sudeste;SP;3529401;Mauá;Municipal;Sem Superior;33;93,9;2.296,25;2.633,51;2.901,04;3.203,92;823,58;32,1;3.615,32
2021;Sudeste;SP;3529500;Mendonça;Municipal;Total;44;100,0;2.423,41;2.780,08;2.732,09;2.978,31;369,29;31,1;3.516,02
2021;Sudeste;SP;3529500;Mendonça;Municipal;Superior;44;100,0;2.423,41;2.780,08;2.732,09;2.978,31;369,29;31,1;3.516,02
2021;Sudeste;SP;3529609;Meridiano;Municipal;Total;41;100,0;2.574,63;2.978,74;3.036,32;3.418,82;841,93;27,4;4.435,66
2021;Sudeste;SP;3529609;Meridiano;Municipal;Superior;41;100,0;2.574,63;2.978,74;3.036,32;3.418,82;841,93;27,4;4.435,66
2021;Sudeste;SP;3529658;Mesópolis;Municipal;Total;16;100,0;3.270,05;5.466,06;4.878,14;6.197,60;1.888,23;23,1;8.462,09
2021;Sudeste;SP;3529658;Mesópolis;Municipal;Superior;16;100,0;3.270,05;5.466,06;4.878,14;6.197,60;1.888,23;23,1;8.462,09
2021;Sudeste;SP;3529708;Miguelópolis;Municipal;Total;107;100,0;2.500,14;4.877,91;4.673,76;6.311,43;2.139,52;30,2;6.183,02
2021;Sudeste;SP;3529708;Miguelópolis;Municipal;Superior;99;100,0;2.500,90;4.877,91;4.719,64;6.329,41;2.129,11;29,9;6.317,75
2021;Sudeste;SP;3529708;Miguelópolis;Municipal;Sem Superior;8;100,0;1.906,24;3.976,02;4.056,82;6.219,91;2.183,14;35,0;4.636,36
2021;Sudeste;SP;3529807;Mineiros do Tietê;Municipal;Total;80;98,8;1.412,40;1.806,52;2.077,48;2.483,33;862,62;27,6;3.009,41
2021;Sudeste;SP;3529807;Mineiros do Tietê;Municipal;Superior;80;98,8;1.412,40;1.806,52;2.077,48;2.483,33;862,62;27,6;3.009,41
2021;Sudeste;SP;3529906;Miracatu;Municipal;Total;129;99,2;2.226,75;2.373,09;2.711,57;3.012,93;793,70;30,0;3.609,57
2021;Sudeste;SP;3529906;Miracatu;Municipal;Superior;116;99,1;2.226,75;2.369,84;2.738,63;3.039,17;806,37;30,0;3.650,33
2021;Sudeste;SP;3529906;Miracatu;Municipal;Sem Superior;13;100,0;2.270,93;2.510,91;2.475,58;2.861,62;625,43;30,4;3.258,59
2021;Sudeste;SP;3530003;Mira Estrela;Municipal;Total;18;55,6;d;d;d;d;d;d;d
2021;Sudeste;SP;3530003;Mira Estrela;Municipal;Superior;17;52,9;d;d;d;d;d;d;d
2021;Sudeste;SP;3530003;Mira Estrela;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3530102;Mirandópolis;Municipal;Total;90;100,0;3.173,64;3.563,89;3.611,53;3.945,07;812,26;27,7;5.218,60
2021;Sudeste;SP;3530102;Mirandópolis;Municipal;Superior;87;100,0;3.234,43;3.590,77;3.633,89;3.948,89;822,74;27,6;5.259,73
2021;Sudeste;SP;3530102;Mirandópolis;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Municipal;Total;62;98,4;1.210,31;2.026,85;2.035,39;2.339,05;1.025,17;32,0;2.542,56
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Municipal;Superior;57;98,2;1.206,34;1.992,38;2.020,52;2.353,98;1.040,44;32,0;2.524,19
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Municipal;Sem Superior;5;100,0;1.855,62;2.097,38;2.211,03;2.100,98;803,05;32,1;2.759,37
2021;Sudeste;SP;3530300;Mirassol;Municipal;Total;211;98,6;3.510,16;5.777,72;5.802,28;7.231,45;2.617,60;30,0;7.744,44
2021;Sudeste;SP;3530300;Mirassol;Municipal;Superior;209;98,6;3.449,27;5.777,72;5.781,96;7.231,45;2.604,86;30,0;7.717,39
2021;Sudeste;SP;3530300;Mirassol;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3530409;Mirassolândia;Municipal;Total;27;100,0;2.161,94;2.371,16;2.475,97;2.624,85;473,25;34,0;2.912,90
2021;Sudeste;SP;3530409;Mirassolândia;Municipal;Superior;26;100,0;2.161,94;2.378,19;2.501,41;2.624,85;460,37;34,0;2.942,83
2021;Sudeste;SP;3530409;Mirassolândia;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3530508;Mococa;Municipal;Total;381;99,2;1.963,38;4.548,35;4.524,12;6.015,96;2.313,59;25,7;7.027,81
2021;Sudeste;SP;3530508;Mococa;Municipal;Superior;378;99,2;1.965,57;4.548,35;4.539,46;6.021,89;2.314,61;25,8;7.050,07
2021;Sudeste;SP;3530508;Mococa;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3530607;Mogi das Cruzes;Municipal;Total;1.007;91,5;5.220,28;6.178,78;6.916,39;8.302,24;2.374,21;31,6;8.754,74
2021;Sudeste;SP;3530607;Mogi das Cruzes;Municipal;Superior;977;91,8;5.225,22;6.152,89;6.899,85;8.286,65;2.343,96;31,6;8.731,08
2021;Sudeste;SP;3530607;Mogi das Cruzes;Municipal;Sem Superior;30;80,0;4.653,53;6.801,45;7.500,40;8.890,12;3.213,33;31,3;9.599,55
2021;Sudeste;SP;3530706;Mogi Guaçu;Municipal;Total;763;98,8;3.331,56;4.031,14;4.587,31;5.687,42;1.680,55;30,3;6.045,96
2021;Sudeste;SP;3530706;Mogi Guaçu;Municipal;Superior;763;98,8;3.331,56;4.031,14;4.587,31;5.687,42;1.680,55;30,3;6.045,96
2021;Sudeste;SP;3530805;Mogi Mirim;Municipal;Total;572;99,3;2.354,04;3.341,43;3.606,84;4.206,60;1.554,22;25,9;5.576,87
2021;Sudeste;SP;3530805;Mogi Mirim;Municipal;Superior;568;99,3;2.354,04;3.341,30;3.601,02;4.206,60;1.547,18;25,9;5.564,96
2021;Sudeste;SP;3530805;Mogi Mirim;Municipal;Sem Superior;4;100,0;2.942,63;4.005,62;4.521,28;6.099,93;2.237,46;23,8;7.614,79
2021;Sudeste;SP;3530904;Mombuca;Municipal;Total;48;95,8;1.863,60;2.174,92;2.218,84;2.618,66;496,41;28,8;3.078,09
2021;Sudeste;SP;3530904;Mombuca;Municipal;Superior;46;95,7;1.863,17;2.174,92;2.210,76;2.493,04;501,36;28,9;3.058,01
2021;Sudeste;SP;3530904;Mombuca;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3531001;Monções;Municipal;Total;16;100,0;2.868,20;3.204,50;2.992,73;3.378,20;614,47;27,8;4.304,15
2021;Sudeste;SP;3531001;Monções;Municipal;Superior;16;100,0;2.868,20;3.204,50;2.992,73;3.378,20;614,47;27,8;4.304,15
2021;Sudeste;SP;3531100;Mongaguá;Municipal;Total;367;100,0;3.384,15;4.376,41;4.825,81;5.980,00;1.937,71;31,4;6.154,83
2021;Sudeste;SP;3531100;Mongaguá;Municipal;Superior;353;100,0;3.433,56;4.399,43;4.854,69;5.924,37;1.935,91;31,4;6.182,44
2021;Sudeste;SP;3531100;Mongaguá;Municipal;Sem Superior;14;100,0;2.808,00;3.151,20;4.098,68;6.077,59;1.838,86;30,2;5.431,66
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Municipal;Total;68;100,0;2.320,33;3.250,07;3.634,03;4.692,71;1.422,30;30,7;4.728,86
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Municipal;Superior;66;100,0;2.320,33;3.139,36;3.619,36;4.759,44;1.438,28;30,8;4.706,20
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3531308;Monte Alto;Municipal;Total;223;96,9;2.465,37;3.144,86;3.177,30;3.901,58;956,67;27,7;4.581,27
2021;Sudeste;SP;3531308;Monte Alto;Municipal;Superior;218;96,8;2.465,37;3.146,16;3.186,23;3.901,58;950,69;27,7;4.593,61
2021;Sudeste;SP;3531308;Monte Alto;Municipal;Sem Superior;5;100,0;1.943,85;2.837,44;2.790,09;3.450,37;1.120,71;27,6;4.043,61
2021;Sudeste;SP;3531407;Monte Aprazível;Municipal;Total;132;100,0;2.510,15;3.093,42;3.727,40;4.832,99;1.521,59;30,2;4.940,32
2021;Sudeste;SP;3531407;Monte Aprazível;Municipal;Superior;131;100,0;2.510,15;3.093,42;3.734,66;4.832,99;1.524,98;30,3;4.937,43
2021;Sudeste;SP;3531407;Monte Aprazível;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3531506;Monte Azul Paulista;Municipal;Total;151;98,7;2.261,08;2.592,35;2.833,44;3.576,41;835,18;31,4;3.610,40
2021;Sudeste;SP;3531506;Monte Azul Paulista;Municipal;Superior;150;99,3;2.261,08;2.592,35;2.833,44;3.576,41;835,18;31,4;3.610,40
2021;Sudeste;SP;3531506;Monte Azul Paulista;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3531605;Monte Castelo;Municipal;Total;30;33,3;d;d;d;d;d;d;d
2021;Sudeste;SP;3531605;Monte Castelo;Municipal;Superior;30;33,3;d;d;d;d;d;d;d
2021;Sudeste;SP;3531704;Monteiro Lobato;Municipal;Total;32;100,0;2.123,72;2.556,35;2.618,16;2.956,05;684,59;30,3;3.455,44
2021;Sudeste;SP;3531704;Monteiro Lobato;Municipal;Superior;32;100,0;2.123,72;2.556,35;2.618,16;2.956,05;684,59;30,3;3.455,44
2021;Sudeste;SP;3531803;Monte Mor;Municipal;Total;555;98,7;2.623,51;3.069,05;3.249,44;3.930,48;905,69;28,4;4.580,30
2021;Sudeste;SP;3531803;Monte Mor;Municipal;Superior;523;98,9;2.640,32;3.163,15;3.289,65;3.933,68;901,72;28,5;4.617,44
2021;Sudeste;SP;3531803;Monte Mor;Municipal;Sem Superior;32;96,9;2.047,13;2.253,62;2.535,95;2.975,10;640,14;26,2;3.864,85
2021;Sudeste;SP;3531902;Morro Agudo;Municipal;Total;203;91,1;3.338,61;4.307,42;4.650,34;6.044,86;1.977,84;26,7;6.959,28
2021;Sudeste;SP;3531902;Morro Agudo;Municipal;Superior;195;91,8;3.479,37;4.307,42;4.688,27;6.088,70;1.990,08;26,6;7.061,94
2021;Sudeste;SP;3531902;Morro Agudo;Municipal;Sem Superior;8;75,0;2.533,25;2.920,83;3.624,29;4.975,73;1.227,38;31,4;4.612,73
2021;Sudeste;SP;3532009;Morungaba;Municipal;Total;107;98,1;2.200,56;2.781,31;2.936,66;3.445,89;935,15;34,2;3.433,93
2021;Sudeste;SP;3532009;Morungaba;Municipal;Superior;102;98,0;2.200,56;2.781,31;2.934,72;3.445,89;947,27;34,1;3.441,09
2021;Sudeste;SP;3532009;Morungaba;Municipal;Sem Superior;5;100,0;2.301,24;3.125,52;2.973,86;3.188,87;660,87;36,0;3.304,29
2021;Sudeste;SP;3532058;Motuca;Municipal;Total;45;0,0;d;d;d;d;d;d;d
2021;Sudeste;SP;3532058;Motuca;Municipal;Superior;45;0,0;d;d;d;d;d;d;d
2021;Sudeste;SP;3532108;Murutinga do Sul;Municipal;Total;31;93,5;3.091,82;3.577,27;3.678,55;4.415,03;1.057,91;31,6;4.663,52
2021;Sudeste;SP;3532108;Murutinga do Sul;Municipal;Superior;30;93,3;3.112,25;3.669,35;3.708,51;4.425,04;1.064,48;31,3;4.746,89
2021;Sudeste;SP;3532108;Murutinga do Sul;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3532157;Nantes;Municipal;Total;23;82,6;3.056,71;3.708,06;3.633,63;4.090,33;658,51;30,0;4.844,84
2021;Sudeste;SP;3532157;Nantes;Municipal;Superior;21;81,0;3.197,28;3.768,57;3.759,17;4.090,33;576,84;30,0;5.012,22
2021;Sudeste;SP;3532157;Nantes;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3532207;Narandiba;Municipal;Total;65;95,4;2.281,92;2.683,88;2.620,29;2.992,96;706,95;31,7;3.302,30
2021;Sudeste;SP;3532207;Narandiba;Municipal;Superior;65;95,4;2.281,92;2.683,88;2.620,29;2.992,96;706,95;31,7;3.302,30
2021;Sudeste;SP;3532306;Natividade da Serra;Municipal;Total;53;100,0;2.184,35;2.662,06;2.766,62;3.079,78;750,98;31,9;3.468,31
2021;Sudeste;SP;3532306;Natividade da Serra;Municipal;Superior;51;100,0;2.202,48;2.662,06;2.771,77;3.036,21;758,25;31,9;3.479,35
2021;Sudeste;SP;3532306;Natividade da Serra;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3532405;Nazaré Paulista;Municipal;Total;118;100,0;2.711,49;3.753,51;3.655,69;4.366,67;755,52;30,0;4.874,25
2021;Sudeste;SP;3532405;Nazaré Paulista;Municipal;Superior;117;100,0;2.711,49;3.753,51;3.657,47;4.366,67;758,46;30,0;4.876,62
2021;Sudeste;SP;3532405;Nazaré Paulista;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3532504;Neves Paulista;Municipal;Total;41;100,0;1.916,87;2.541,22;2.747,84;3.173,97;1.038,08;31,7;3.469,50
2021;Sudeste;SP;3532504;Neves Paulista;Municipal;Superior;41;100,0;1.916,87;2.541,22;2.747,84;3.173,97;1.038,08;31,7;3.469,50
2021;Sudeste;SP;3532603;Nhandeara;Municipal;Total;52;73,1;2.776,48;3.255,06;3.420,56;4.011,10;843,52;43,3;3.160,77
2021;Sudeste;SP;3532603;Nhandeara;Municipal;Superior;52;73,1;2.776,48;3.255,06;3.420,56;4.011,10;843,52;43,3;3.160,77
2021;Sudeste;SP;3532702;Nipoã;Municipal;Total;23;100,0;2.960,60;3.470,09;3.711,12;4.404,74;1.138,64;30,3;4.893,79
2021;Sudeste;SP;3532702;Nipoã;Municipal;Superior;23;100,0;2.960,60;3.470,09;3.711,12;4.404,74;1.138,64;30,3;4.893,79
2021;Sudeste;SP;3532801;Nova Aliança;Municipal;Total;64;100,0;1.755,06;1.940,58;1.958,62;2.178,56;516,56;30,2;2.595,88
2021;Sudeste;SP;3532801;Nova Aliança;Municipal;Superior;61;100,0;1.764,56;1.940,58;1.960,49;2.178,56;525,05;30,1;2.604,60
2021;Sudeste;SP;3532801;Nova Aliança;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3532827;Nova Campina;Municipal;Total;107;94,4;2.486,49;2.647,91;2.656,47;2.942,85;470,46;30,5;3.486,99
2021;Sudeste;SP;3532827;Nova Campina;Municipal;Superior;103;94,2;2.498,33;2.651,56;2.662,91;2.950,57;478,57;30,6;3.483,00
2021;Sudeste;SP;3532827;Nova Campina;Municipal;Sem Superior;4;100,0;2.457,17;2.492,52;2.495,42;2.533,68;40,61;27,8;3.597,01
2021;Sudeste;SP;3532843;Nova Canaã Paulista;Municipal;Total;17;100,0;1.270,86;2.108,38;2.076,19;2.452,40;693,33;25,2;3.298,63
2021;Sudeste;SP;3532843;Nova Canaã Paulista;Municipal;Superior;17;100,0;1.270,86;2.108,38;2.076,19;2.452,40;693,33;25,2;3.298,63
2021;Sudeste;SP;3532868;Nova Castilho;Municipal;Total;14;100,0;2.049,50;3.345,86;3.588,37;4.549,78;1.603,48;27,4;5.234,11
2021;Sudeste;SP;3532868;Nova Castilho;Municipal;Superior;14;100,0;2.049,50;3.345,86;3.588,37;4.549,78;1.603,48;27,4;5.234,11
2021;Sudeste;SP;3532900;Nova Europa;Municipal;Total;104;99,0;2.463,83;2.595,92;2.806,02;3.024,67;491,19;29,0;3.867,61
2021;Sudeste;SP;3532900;Nova Europa;Municipal;Superior;99;99,0;2.477,80;2.664,35;2.822,93;3.055,46;495,85;29,0;3.893,59
2021;Sudeste;SP;3532900;Nova Europa;Municipal;Sem Superior;5;100,0;2.427,37;2.433,21;2.450,19;2.530,25;108,50;29,4;3.328,98
2021;Sudeste;SP;3533007;Nova Granada;Municipal;Total;118;98,3;2.386,14;2.568,26;2.833,21;3.116,66;654,40;28,1;4.035,75
2021;Sudeste;SP;3533007;Nova Granada;Municipal;Superior;117;98,3;2.386,14;2.568,26;2.835,19;3.116,66;657,09;28,1;4.034,48
2021;Sudeste;SP;3533007;Nova Granada;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3533106;Nova Guataporanga;Municipal;Total;21;76,2;2.240,97;2.493,96;2.821,74;3.272,05;657,74;40,0;2.821,74
2021;Sudeste;SP;3533106;Nova Guataporanga;Municipal;Superior;20;75,0;2.240,97;2.428,43;2.779,80;3.260,43;660,84;40,0;2.779,80
2021;Sudeste;SP;3533106;Nova Guataporanga;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3533205;Nova Independência;Municipal;Total;59;100,0;1.998,01;2.403,73;2.536,77;2.843,74;731,42;30,1;3.373,19
2021;Sudeste;SP;3533205;Nova Independência;Municipal;Superior;59;100,0;1.998,01;2.403,73;2.536,77;2.843,74;731,42;30,1;3.373,19
2021;Sudeste;SP;3533254;Novais;Municipal;Total;49;100,0;1.998,00;2.379,63;2.407,09;2.691,08;613,20;32,0;3.008,78
2021;Sudeste;SP;3533254;Novais;Municipal;Superior;46;100,0;2.087,96;2.380,46;2.454,79;2.711,57;598,95;31,9;3.077,11
2021;Sudeste;SP;3533254;Novais;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3533304;Nova Luzitânia;Municipal;Total;26;96,2;2.134,05;2.677,69;2.424,22;2.875,21;587,89;26,8;3.625,00
2021;Sudeste;SP;3533304;Nova Luzitânia;Municipal;Superior;24;100,0;2.250,10;2.727,23;2.457,75;2.879,66;571,78;26,8;3.666,25
2021;Sudeste;SP;3533304;Nova Luzitânia;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3533403;Nova Odessa;Municipal;Total;231;99,1;2.974,58;3.216,21;3.302,61;3.474,98;520,03;25,9;5.108,16
2021;Sudeste;SP;3533403;Nova Odessa;Municipal;Superior;220;99,5;2.974,58;3.216,30;3.314,54;3.474,98;504,66;25,9;5.119,37
2021;Sudeste;SP;3533403;Nova Odessa;Municipal;Sem Superior;11;90,9;2.548,22;2.779,98;3.031,08;3.970,44;742,79;25,0;4.844,36
2021;Sudeste;SP;3533502;Novo Horizonte;Municipal;Total;233;98,3;2.613,05;2.792,60;3.489,99;4.368,95;1.107,61;32,5;4.289,39
2021;Sudeste;SP;3533502;Novo Horizonte;Municipal;Superior;216;98,1;2.613,83;2.805,24;3.505,95;4.368,95;1.106,76;32,6;4.296,77
2021;Sudeste;SP;3533502;Novo Horizonte;Municipal;Sem Superior;17;100,0;2.416,89;2.724,67;3.259,13;4.784,54;1.094,16;31,2;4.177,74
2021;Sudeste;SP;3533601;Nuporanga;Municipal;Total;68;98,5;2.865,08;3.429,41;3.421,54;4.117,39;837,53;29,0;4.723,13
2021;Sudeste;SP;3533601;Nuporanga;Municipal;Superior;65;98,5;2.865,08;3.429,41;3.435,19;4.117,39;849,65;28,9;4.747,21
2021;Sudeste;SP;3533601;Nuporanga;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3533700;Ocauçu;Municipal;Total;31;100,0;2.454,82;2.670,92;2.821,92;3.005,54;573,18;30,6;3.683,35
2021;Sudeste;SP;3533700;Ocauçu;Municipal;Superior;31;100,0;2.454,82;2.670,92;2.821,92;3.005,54;573,18;30,6;3.683,35
2021;Sudeste;SP;3533809;Óleo;Municipal;Total;27;96,3;3.024,49;3.178,69;3.331,72;3.981,79;754,62;29,0;4.589,30
2021;Sudeste;SP;3533809;Óleo;Municipal;Superior;27;96,3;3.024,49;3.178,69;3.331,72;3.981,79;754,62;29,0;4.589,30
2021;Sudeste;SP;3533908;Olímpia;Municipal;Total;407;99,0;2.440,88;2.725,21;2.774,40;3.067,50;607,21;28,9;3.840,40
2021;Sudeste;SP;3533908;Olímpia;Municipal;Superior;399;99,0;2.446,91;2.731,99;2.780,59;3.074,05;607,86;28,9;3.848,30
2021;Sudeste;SP;3533908;Olímpia;Municipal;Sem Superior;8;100,0;2.385,13;2.494,25;2.435,52;2.589,81;456,37;28,6;3.403,87
2021;Sudeste;SP;3534005;Onda Verde;Municipal;Total;52;100,0;2.309,49;2.670,07;2.676,84;2.939,47;506,15;30,3;3.528,76
2021;Sudeste;SP;3534005;Onda Verde;Municipal;Superior;46;100,0;2.309,49;2.670,07;2.660,48;2.921,92;513,44;30,4;3.502,23
2021;Sudeste;SP;3534005;Onda Verde;Municipal;Sem Superior;6;100,0;2.274,16;3.058,89;2.807,28;3.077,14;421,63;30,0;3.743,04
2021;Sudeste;SP;3534104;Oriente;Municipal;Total;15;100,0;1.628,35;1.824,97;2.188,99;2.473,05;867,81;20,0;4.377,98
2021;Sudeste;SP;3534104;Oriente;Municipal;Superior;15;100,0;1.628,35;1.824,97;2.188,99;2.473,05;867,81;20,0;4.377,98
2021;Sudeste;SP;3534203;Orindiúva;Municipal;Total;50;98,0;3.667,55;4.235,82;4.285,86;4.663,70;1.130,14;24,2;7.085,54
2021;Sudeste;SP;3534203;Orindiúva;Municipal;Superior;49;98,0;3.698,07;4.242,14;4.305,93;4.672,75;1.133,50;24,5;7.043,54
2021;Sudeste;SP;3534203;Orindiúva;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3534302;Orlândia;Municipal;Total;278;97,8;3.322,50;4.379,80;4.724,00;5.603,19;1.825,86;32,4;5.828,07
2021;Sudeste;SP;3534302;Orlândia;Municipal;Superior;274;97,8;3.322,50;4.379,80;4.715,97;5.603,19;1.795,72;32,4;5.822,25
2021;Sudeste;SP;3534302;Orlândia;Municipal;Sem Superior;4;100,0;2.087,72;3.606,76;5.363,13;10.760,33;3.407,58;34,2;6.266,40
2021;Sudeste;SP;3534401;Osasco;Municipal;Total;3.832;99,5;2.337,71;2.953,15;3.466,14;3.977,50;1.639,15;27,8;4.980,17
2021;Sudeste;SP;3534401;Osasco;Municipal;Superior;3.569;99,5;2.346,18;2.978,36;3.490,50;3.990,89;1.656,32;27,8;5.026,73
2021;Sudeste;SP;3534401;Osasco;Municipal;Sem Superior;263;99,2;2.323,24;2.657,83;3.123,18;3.783,33;1.328,32;28,7;4.346,57
2021;Sudeste;SP;3534500;Oscar Bressane;Municipal;Total;32;100,0;2.425,11;2.835,82;2.809,16;3.144,11;573,07;44,0;2.553,78
2021;Sudeste;SP;3534500;Oscar Bressane;Municipal;Superior;32;100,0;2.425,11;2.835,82;2.809,16;3.144,11;573,07;44,0;2.553,78
2021;Sudeste;SP;3534609;Osvaldo Cruz;Municipal;Total;95;97,9;2.975,16;3.205,40;3.664,25;3.895,09;1.398,33;33,5;4.381,42
2021;Sudeste;SP;3534609;Osvaldo Cruz;Municipal;Superior;93;97,8;3.000,79;3.205,40;3.686,90;3.895,09;1.404,56;33,5;4.398,74
2021;Sudeste;SP;3534609;Osvaldo Cruz;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3534708;Ourinhos;Municipal;Total;517;0,0;d;d;d;d;d;d;d
2021;Sudeste;SP;3534708;Ourinhos;Municipal;Superior;513;0,0;d;d;d;d;d;d;d
2021;Sudeste;SP;3534708;Ourinhos;Municipal;Sem Superior;4;0,0;d;d;d;d;d;d;d
2021;Sudeste;SP;3534757;Ouroeste;Municipal;Total;89;100,0;2.223,64;2.928,99;3.235,01;4.201,90;1.276,63;30,8;4.207,38
