NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_DEPENDENCIA;NO_CATEGORIA;ED_BAS_CAT1;ED_BAS_CAT2;ED_BAS_CAT3;ED_BAS_CAT4;ED_BAS_CAT5;ED_BAS_CAT6;ED_BAS_CAT7;ED_BAS_CAT8;ED_BAS_CAT9
2021;Sudeste;SP;3514908;Elias Fausto;Municipal;Total;149;100,0;2.622,26;2.995,81;3.154,35;3.715,04;698,19;28,0;4.510,13
2021;Sudeste;SP;3514908;Elias Fausto;Municipal;Superior;144;100,0;2.622,26;3.021,40;3.155,16;3.710,38;700,22;28,0;4.505,57
2021;Sudeste;SP;3514908;Elias Fausto;Municipal;Sem Superior;5;100,0;2.530,74;2.995,81;3.135,32;3.852,79;648,46;27,1;4.620,47
2021;Sudeste;SP;3514924;Elisiário;Municipal;Total;39;97,4;2.140,46;3.479,46;3.432,01;4.299,02;1.226,24;28,7;4.780,30
2021;Sudeste;SP;3514924;Elisiário;Municipal;Superior;39;97,4;2.140,46;3.479,46;3.432,01;4.299,02;1.226,24;28,7;4.780,30
2021;Sudeste;SP;3514957;Embaúba;Municipal;Total;17;100,0;2.377,90;2.850,34;3.124,47;3.842,02;938,22;29,1;4.292,20
2021;Sudeste;SP;3514957;Embaúba;Municipal;Superior;17;100,0;2.377,90;2.850,34;3.124,47;3.842,02;938,22;29,1;4.292,20
2021;Sudeste;SP;3515004;Embu das Artes;Municipal;Total;1.121;98,6;3.389,16;3.667,43;4.032,54;4.555,69;1.108,04;29,7;5.436,62
2021;Sudeste;SP;3515004;Embu das Artes;Municipal;Superior;1.109;98,9;3.392,88;3.668,30;4.038,10;4.555,69;1.103,14;29,7;5.444,54
2021;Sudeste;SP;3515004;Embu das Artes;Municipal;Sem Superior;12;66,7;1.834,56;2.980,69;3.220,80;4.299,03;1.464,12;30,0;4.294,40
2021;Sudeste;SP;3515103;Embu-Guaçu;Municipal;Total;297;99,3;3.259,18;3.583,76;3.846,15;4.242,13;976,01;30,0;5.122,93
2021;Sudeste;SP;3515103;Embu-Guaçu;Municipal;Superior;284;99,3;3.286,79;3.597,18;3.881,91;4.272,64;968,44;30,0;5.170,27
2021;Sudeste;SP;3515103;Embu-Guaçu;Municipal;Sem Superior;13;100,0;2.559,95;2.862,75;3.183,94;3.456,53;873,33;30,0;4.245,26
2021;Sudeste;SP;3515129;Emilianópolis;Municipal;Total;46;93,5;2.309,15;2.737,71;2.746,90;3.097,87;715,92;28,2;3.896,32
2021;Sudeste;SP;3515129;Emilianópolis;Municipal;Superior;46;93,5;2.309,15;2.737,71;2.746,90;3.097,87;715,92;28,2;3.896,32
2021;Sudeste;SP;3515152;Engenheiro Coelho;Municipal;Total;186;100,0;2.283,93;2.439,41;2.918,19;3.487,17;995,87;34,2;3.417,11
2021;Sudeste;SP;3515152;Engenheiro Coelho;Municipal;Superior;182;100,0;2.283,93;2.439,41;2.916,67;3.487,17;993,73;34,1;3.422,01
2021;Sudeste;SP;3515152;Engenheiro Coelho;Municipal;Sem Superior;4;100,0;2.234,74;2.554,83;2.993,98;3.753,22;1.095,45;37,5;3.193,58
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Municipal;Total;161;98,8;2.633,80;3.418,88;3.322,78;4.023,05;789,34;25,1;5.285,24
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Municipal;Superior;155;98,7;2.649,26;3.417,67;3.307,71;3.984,33;782,84;25,1;5.262,07
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Municipal;Sem Superior;6;100,0;2.340,60;4.238,27;3.715,22;4.310,93;854,06;25,2;5.886,42
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Municipal;Total;29;100,0;2.508,94;3.053,74;3.073,49;3.497,33;671,05;28,2;4.358,77
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Municipal;Superior;29;100,0;2.508,94;3.053,74;3.073,49;3.497,33;671,05;28,2;4.358,77
2021;Sudeste;SP;3515202;Estrela d'Oeste;Municipal;Total;67;100,0;2.343,91;2.688,18;2.911,02;2.900,97;1.028,91;30,0;3.881,36
2021;Sudeste;SP;3515202;Estrela d'Oeste;Municipal;Superior;66;100,0;2.381,84;2.762,28;2.928,96;2.908,32;1.025,78;30,0;3.905,28
2021;Sudeste;SP;3515202;Estrela d'Oeste;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3515301;Estrela do Norte;Municipal;Total;22;100,0;2.940,43;3.550,97;3.522,58;3.975,46;880,29;37,0;3.808,20
2021;Sudeste;SP;3515301;Estrela do Norte;Municipal;Superior;20;100,0;2.928,95;3.550,97;3.542,26;3.991,87;913,26;36,3;3.903,32
2021;Sudeste;SP;3515301;Estrela do Norte;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Municipal;Total;71;100,0;2.081,04;2.288,67;2.390,98;2.950,52;532,10;25,8;3.712,82
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Municipal;Superior;71;100,0;2.081,04;2.288,67;2.390,98;2.950,52;532,10;25,8;3.712,82
2021;Sudeste;SP;3515400;Fartura;Municipal;Total;107;100,0;2.744,63;3.228,90;3.473,98;3.876,58;1.191,35;29,4;4.733,53
2021;Sudeste;SP;3515400;Fartura;Municipal;Superior;101;100,0;2.834,06;3.309,05;3.587,99;3.963,97;1.128,77;29,0;4.945,84
2021;Sudeste;SP;3515400;Fartura;Municipal;Sem Superior;6;100,0;1.537,66;1.555,67;1.570,60;1.648,40;61,29;35,0;1.794,98
2021;Sudeste;SP;3515509;Fernandópolis;Municipal;Total;389;99,5;2.909,14;3.366,96;3.675,05;3.980,50;1.128,90;28,9;5.088,17
2021;Sudeste;SP;3515509;Fernandópolis;Municipal;Superior;385;99,5;2.909,14;3.370,68;3.679,99;3.980,50;1.132,98;28,9;5.097,24
2021;Sudeste;SP;3515509;Fernandópolis;Municipal;Sem Superior;4;100,0;2.971,45;3.223,68;3.241,52;3.223,68;523,12;30,0;4.322,03
2021;Sudeste;SP;3515608;Fernando Prestes;Municipal;Total;50;96,0;2.240,18;2.374,18;2.449,83;2.642,73;384,30;29,4;3.337,72
2021;Sudeste;SP;3515608;Fernando Prestes;Municipal;Superior;50;96,0;2.240,18;2.374,18;2.449,83;2.642,73;384,30;29,4;3.337,72
2021;Sudeste;SP;3515657;Fernão;Municipal;Total;12;100,0;2.876,56;3.933,92;3.548,62;4.207,13;821,64;29,4;4.825,33
2021;Sudeste;SP;3515657;Fernão;Municipal;Superior;12;100,0;2.876,56;3.933,92;3.548,62;4.207,13;821,64;29,4;4.825,33
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Municipal;Total;768;99,7;3.623,26;4.605,11;4.466,37;5.159,96;1.200,44;33,0;5.412,40
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Municipal;Superior;753;99,7;3.653,03;4.635,69;4.489,74;5.178,73;1.192,32;33,1;5.420,98
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Municipal;Sem Superior;15;100,0;2.714,36;2.803,20;3.285,36;3.690,43;1.000,58;26,9;4.879,25
2021;Sudeste;SP;3515806;Flora Rica;Municipal;Total;22;100,0;2.521,26;2.675,43;2.944,12;3.557,59;724,05;35,6;3.307,70
2021;Sudeste;SP;3515806;Flora Rica;Municipal;Superior;21;100,0;2.523,19;2.675,43;2.965,71;3.557,59;735,81;35,9;3.305,40
2021;Sudeste;SP;3515806;Flora Rica;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3515905;Floreal;Municipal;Total;24;66,7;2.712,40;2.851,59;3.186,36;4.166,91;1.114,33;32,5;3.921,67
2021;Sudeste;SP;3515905;Floreal;Municipal;Superior;24;66,7;2.712,40;2.851,59;3.186,36;4.166,91;1.114,33;32,5;3.921,67
2021;Sudeste;SP;3516002;Flórida Paulista;Municipal;Total;61;98,4;2.461,01;3.044,76;3.584,20;4.089,16;1.670,63;30,0;4.778,93
2021;Sudeste;SP;3516002;Flórida Paulista;Municipal;Superior;61;98,4;2.461,01;3.044,76;3.584,20;4.089,16;1.670,63;30,0;4.778,93
2021;Sudeste;SP;3516101;Florínea;Municipal;Total;17;100,0;1.936,16;2.849,99;3.002,15;3.575,36;1.049,67;25,1;4.792,16
2021;Sudeste;SP;3516101;Florínea;Municipal;Superior;17;100,0;1.936,16;2.849,99;3.002,15;3.575,36;1.049,67;25,1;4.792,16
2021;Sudeste;SP;3516200;Franca;Municipal;Total;862;100,0;3.058,35;3.258,69;3.708,56;4.020,46;1.168,02;31,4;4.723,40
2021;Sudeste;SP;3516200;Franca;Municipal;Superior;840;100,0;3.060,66;3.258,69;3.717,58;4.020,46;1.179,54;31,4;4.734,06
2021;Sudeste;SP;3516200;Franca;Municipal;Sem Superior;22;100,0;2.967,80;3.120,64;3.373,45;3.927,32;495,13;31,2;4.324,94
2021;Sudeste;SP;3516309;Francisco Morato;Municipal;Total;782;99,1;2.110,13;2.218,27;2.742,59;2.687,00;1.094,17;38,9;2.817,56
2021;Sudeste;SP;3516309;Francisco Morato;Municipal;Superior;762;99,3;2.110,13;2.218,27;2.757,35;2.687,00;1.096,48;39,0;2.830,04
2021;Sudeste;SP;3516309;Francisco Morato;Municipal;Sem Superior;20;90,0;1.593,57;2.110,13;2.107,04;2.253,63;751,83;37,3;2.257,08
2021;Sudeste;SP;3516408;Franco da Rocha;Municipal;Total;742;99,9;2.554,93;2.974,77;3.523,61;4.438,36;1.357,24;30,0;4.698,15
2021;Sudeste;SP;3516408;Franco da Rocha;Municipal;Superior;725;99,9;2.554,93;2.969,74;3.530,06;4.447,29;1.362,47;30,0;4.706,75
2021;Sudeste;SP;3516408;Franco da Rocha;Municipal;Sem Superior;17;100,0;2.509,26;3.529,76;3.237,90;4.326,40;1.062,82;30,0;4.317,20
2021;Sudeste;SP;3516507;Gabriel Monteiro;Municipal;Total;22;100,0;2.387,21;2.638,67;2.865,82;3.334,79;653,53;30,0;3.821,10
2021;Sudeste;SP;3516507;Gabriel Monteiro;Municipal;Superior;22;100,0;2.387,21;2.638,67;2.865,82;3.334,79;653,53;30,0;3.821,10
2021;Sudeste;SP;3516606;Gália;Municipal;Total;39;94,9;2.335,98;2.610,30;2.828,65;3.280,92;575,89;28,4;3.981,07
2021;Sudeste;SP;3516606;Gália;Municipal;Superior;38;94,7;2.335,98;2.608,06;2.821,75;3.280,92;582,07;28,5;3.958,48
2021;Sudeste;SP;3516606;Gália;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3516705;Garça;Municipal;Total;272;97,4;2.145,90;2.396,30;2.607,54;3.132,53;705,93;25,6;4.075,21
2021;Sudeste;SP;3516705;Garça;Municipal;Superior;268;97,4;2.145,90;2.396,30;2.607,79;3.132,53;709,91;25,6;4.074,03
2021;Sudeste;SP;3516705;Garça;Municipal;Sem Superior;4;100,0;2.435,44;2.435,44;2.592,26;2.844,67;400,20;25,0;4.147,62
2021;Sudeste;SP;3516804;Gastão Vidigal;Municipal;Total;13;100,0;3.050,18;3.071,01;3.187,82;3.616,28;404,88;26,8;4.760,47
2021;Sudeste;SP;3516804;Gastão Vidigal;Municipal;Superior;13;100,0;3.050,18;3.071,01;3.187,82;3.616,28;404,88;26,8;4.760,47
2021;Sudeste;SP;3516853;Gavião Peixoto;Municipal;Total;70;95,7;2.741,31;3.049,84;3.005,80;3.231,42;438,00;29,9;4.019,34
2021;Sudeste;SP;3516853;Gavião Peixoto;Municipal;Superior;70;95,7;2.741,31;3.049,84;3.005,80;3.231,42;438,00;29,9;4.019,34
2021;Sudeste;SP;3516903;General Salgado;Municipal;Total;58;100,0;2.641,97;2.826,56;2.911,47;3.323,20;1.200,30;33,8;3.444,15
2021;Sudeste;SP;3516903;General Salgado;Municipal;Superior;57;100,0;2.649,88;2.835,08;2.937,35;3.323,20;1.189,22;33,9;3.469,13
2021;Sudeste;SP;3516903;General Salgado;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3517000;Getulina;Municipal;Total;42;81,0;2.599,34;2.906,90;3.231,69;3.523,36;1.067,85;30,1;4.289,60
2021;Sudeste;SP;3517000;Getulina;Municipal;Superior;42;81,0;2.599,34;2.906,90;3.231,69;3.523,36;1.067,85;30,1;4.289,60
2021;Sudeste;SP;3517109;Glicério;Municipal;Total;34;100,0;1.902,98;2.111,69;2.214,69;2.559,74;404,21;28,9;3.069,86
2021;Sudeste;SP;3517109;Glicério;Municipal;Superior;32;100,0;1.977,34;2.122,55;2.252,63;2.559,74;384,72;28,6;3.146,53
2021;Sudeste;SP;3517109;Glicério;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3517208;Guaiçara;Municipal;Total;67;97,0;1.945,64;2.205,75;2.444,44;2.809,82;731,52;28,3;3.453,82
2021;Sudeste;SP;3517208;Guaiçara;Municipal;Superior;63;96,8;1.934,02;2.157,01;2.408,98;2.743,84;717,83;28,0;3.436,86
2021;Sudeste;SP;3517208;Guaiçara;Municipal;Sem Superior;4;100,0;2.349,10;2.866,48;2.988,57;3.628,03;723,98;32,5;3.678,23
2021;Sudeste;SP;3517307;Guaimbê;Municipal;Total;27;100,0;2.180,37;2.701,37;3.110,71;3.775,35;1.117,78;26,9;4.626,31
2021;Sudeste;SP;3517307;Guaimbê;Municipal;Superior;27;100,0;2.180,37;2.701,37;3.110,71;3.775,35;1.117,78;26,9;4.626,31
2021;Sudeste;SP;3517406;Guaíra;Municipal;Total;285;98,6;2.469,15;2.930,66;3.269,44;3.752,14;1.059,98;28,1;4.653,84
2021;Sudeste;SP;3517406;Guaíra;Municipal;Superior;239;98,3;2.493,02;3.021,91;3.336,97;3.988,55;1.082,06;28,0;4.765,15
2021;Sudeste;SP;3517406;Guaíra;Municipal;Sem Superior;46;100,0;2.456,52;2.529,94;2.882,97;3.081,43;823,06;28,6;4.030,28
2021;Sudeste;SP;3517505;Guapiaçu;Municipal;Total;183;100,0;2.188,17;3.303,09;3.245,02;4.015,83;971,39;35,2;3.683,30
2021;Sudeste;SP;3517505;Guapiaçu;Municipal;Superior;172;100,0;2.192,42;3.307,56;3.277,80;4.015,83;985,06;35,2;3.721,96
2021;Sudeste;SP;3517505;Guapiaçu;Municipal;Sem Superior;11;100,0;2.147,08;2.702,24;2.734,43;3.292,01;499,46;35,5;3.085,00
2021;Sudeste;SP;3517604;Guapiara;Municipal;Total;136;100,0;2.115,77;2.851,60;2.719,59;3.223,80;646,72;30,5;3.564,72
2021;Sudeste;SP;3517604;Guapiara;Municipal;Superior;129;100,0;2.086,94;2.851,60;2.710,01;3.222,32;647,13;30,5;3.557,95
2021;Sudeste;SP;3517604;Guapiara;Municipal;Sem Superior;7;100,0;2.469,34;2.704,75;2.895,94;3.586,62;612,97;31,4;3.685,75
2021;Sudeste;SP;3517703;Guará;Municipal;Total;154;98,7;3.255,85;3.650,90;3.808,70;4.070,93;872,84;28,3;5.378,43
2021;Sudeste;SP;3517703;Guará;Municipal;Superior;153;98,7;3.255,85;3.666,90;3.815,05;4.070,93;871,04;28,3;5.383,90
2021;Sudeste;SP;3517703;Guará;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3517802;Guaraçaí;Municipal;Total;54;98,1;2.407,56;2.882,38;2.826,43;3.334,62;772,89;29,1;3.883,63
2021;Sudeste;SP;3517802;Guaraçaí;Municipal;Superior;53;98,1;2.407,56;2.837,19;2.807,76;3.334,62;767,17;29,1;3.860,11
2021;Sudeste;SP;3517802;Guaraçaí;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3517901;Guaraci;Municipal;Total;119;98,3;2.527,74;3.051,64;3.150,49;3.539,82;778,80;29,0;4.352,93
2021;Sudeste;SP;3517901;Guaraci;Municipal;Superior;116;98,3;2.527,74;3.051,65;3.158,23;3.539,82;786,19;28,9;4.367,63
2021;Sudeste;SP;3517901;Guaraci;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3518008;Guarani d'Oeste;Municipal;Total;17;100,0;2.406,31;2.874,18;2.786,22;3.041,28;486,18;38,8;2.870,65
2021;Sudeste;SP;3518008;Guarani d'Oeste;Municipal;Superior;17;100,0;2.406,31;2.874,18;2.786,22;3.041,28;486,18;38,8;2.870,65
2021;Sudeste;SP;3518107;Guarantã;Municipal;Total;41;61,0;2.535,29;3.284,33;3.207,13;3.448,56;635,45;30,0;4.276,17
2021;Sudeste;SP;3518107;Guarantã;Municipal;Superior;38;60,5;2.535,29;3.284,33;3.173,55;3.448,56;629,23;30,0;4.231,40
2021;Sudeste;SP;3518107;Guarantã;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3518206;Guararapes;Municipal;Total;234;99,6;2.773,20;3.050,52;3.087,37;3.338,08;461,75;30,9;3.997,41
2021;Sudeste;SP;3518206;Guararapes;Municipal;Superior;213;99,5;2.780,22;3.062,50;3.110,35;3.345,18;462,53;30,8;4.033,69
2021;Sudeste;SP;3518206;Guararapes;Municipal;Sem Superior;21;100,0;2.605,38;2.892,21;2.833,80;3.050,63;367,62;31,4;3.604,79
2021;Sudeste;SP;3518305;Guararema;Municipal;Total;185;99,5;3.492,00;4.130,68;4.048,54;4.231,90;578,66;30,3;5.346,72
2021;Sudeste;SP;3518305;Guararema;Municipal;Superior;185;99,5;3.492,00;4.130,68;4.048,54;4.231,90;578,66;30,3;5.346,72
2021;Sudeste;SP;3518404;Guaratinguetá;Municipal;Total;619;99,4;2.511,02;2.715,61;3.249,13;3.398,12;1.362,73;44,0;2.953,75
2021;Sudeste;SP;3518404;Guaratinguetá;Municipal;Superior;589;99,3;2.511,02;2.707,78;3.210,96;3.368,43;1.342,72;44,0;2.919,06
2021;Sudeste;SP;3518404;Guaratinguetá;Municipal;Sem Superior;30;100,0;2.605,09;3.328,72;4.000,26;5.691,14;1.526,31;44,0;3.636,60
2021;Sudeste;SP;3518503;Guareí;Municipal;Total;79;100,0;2.196,04;2.620,96;2.979,54;3.572,85;978,89;25,4;4.697,12
2021;Sudeste;SP;3518503;Guareí;Municipal;Superior;77;100,0;2.196,04;2.620,96;2.985,17;3.572,85;986,84;25,3;4.713,12
2021;Sudeste;SP;3518503;Guareí;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3518602;Guariba;Municipal;Total;287;96,9;2.789,14;3.130,44;3.254,97;3.651,28;855,02;31,4;4.150,17
2021;Sudeste;SP;3518602;Guariba;Municipal;Superior;285;96,8;2.789,14;3.130,44;3.257,68;3.651,28;857,35;31,4;4.152,35
2021;Sudeste;SP;3518602;Guariba;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3518701;Guarujá;Municipal;Total;1.048;99,6;5.885,88;8.101,11;9.033,45;11.190,04;3.903,83;35,6;10.149,95
2021;Sudeste;SP;3518701;Guarujá;Municipal;Superior;1.020;99,6;5.926,28;8.206,47;9.105,31;11.276,90;3.917,97;35,7;10.207,05
2021;Sudeste;SP;3518701;Guarujá;Municipal;Sem Superior;28;100,0;4.926,60;5.989,96;6.440,55;7.266,55;2.083,22;32,6;7.896,60
2021;Sudeste;SP;3518800;Guarulhos;Municipal;Total;4.730;99,8;4.618,52;5.364,00;5.444,82;6.159,56;1.114,73;33,4;6.522,16
2021;Sudeste;SP;3518800;Guarulhos;Municipal;Superior;4.547;99,8;4.635,50;5.396,55;5.466,31;6.174,89;1.115,43;33,4;6.553,78
2021;Sudeste;SP;3518800;Guarulhos;Municipal;Sem Superior;183;99,5;4.200,50;5.029,02;4.907,41;5.418,53;950,52;34,1;5.749,47
2021;Sudeste;SP;3518859;Guatapará;Municipal;Total;85;100,0;3.051,18;3.335,43;3.443,34;3.801,69;700,15;41,0;3.362,90
2021;Sudeste;SP;3518859;Guatapará;Municipal;Superior;81;100,0;3.054,90;3.335,43;3.456,03;3.801,69;708,88;41,0;3.372,24
2021;Sudeste;SP;3518859;Guatapará;Municipal;Sem Superior;4;100,0;2.790,10;2.934,19;3.207,34;3.441,25;450,22;40,3;3.185,96
2021;Sudeste;SP;3518909;Guzolândia;Municipal;Total;31;100,0;2.488,55;3.213,28;3.157,37;3.652,01;652,28;31,7;3.984,06
2021;Sudeste;SP;3518909;Guzolândia;Municipal;Superior;30;100,0;2.488,55;3.144,34;3.121,89;3.652,01;633,78;31,8;3.932,11
2021;Sudeste;SP;3518909;Guzolândia;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3519006;Herculândia;Municipal;Total;28;100,0;2.397,72;3.015,93;2.905,16;3.309,46;869,94;24,5;4.736,22
2021;Sudeste;SP;3519006;Herculândia;Municipal;Superior;27;100,0;2.369,79;3.056,41;2.909,62;3.319,90;885,59;24,6;4.739,65
2021;Sudeste;SP;3519006;Herculândia;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3519055;Holambra;Municipal;Total;191;100,0;1.484,66;2.319,40;2.558,30;3.405,19;1.104,66;36,4;2.809,78
2021;Sudeste;SP;3519055;Holambra;Municipal;Superior;116;100,0;2.398,92;3.320,49;3.189,13;3.844,20;939,74;31,8;4.007,60
2021;Sudeste;SP;3519055;Holambra;Municipal;Sem Superior;75;100,0;1.477,62;1.480,95;1.559,24;1.546,02;354,76;43,7;1.427,63
2021;Sudeste;SP;3519071;Hortolândia;Municipal;Total;981;99,7;3.817,15;4.246,58;4.627,14;5.141,76;1.512,61;30,7;6.038,33
2021;Sudeste;SP;3519071;Hortolândia;Municipal;Superior;891;99,8;3.817,15;4.410,13;4.757,67;5.257,94;1.504,93;30,6;6.218,74
2021;Sudeste;SP;3519071;Hortolândia;Municipal;Sem Superior;90;98,9;2.756,42;3.013,29;3.291,43;3.754,02;752,73;31,2;4.225,26
2021;Sudeste;SP;3519105;Iacanga;Municipal;Total;93;100,0;2.670,52;3.170,67;3.180,31;3.822,78;791,53;32,7;3.893,25
2021;Sudeste;SP;3519105;Iacanga;Municipal;Superior;89;100,0;2.726,72;3.179,50;3.204,14;3.839,79;780,70;32,6;3.926,77
2021;Sudeste;SP;3519105;Iacanga;Municipal;Sem Superior;4;100,0;1.378,66;3.008,57;2.616,11;3.550,09;835,18;33,5;3.120,97
2021;Sudeste;SP;3519204;Iacri;Municipal;Total;15;100,0;2.637,76;2.908,11;3.165,40;3.932,36;656,41;30,0;4.220,53
2021;Sudeste;SP;3519204;Iacri;Municipal;Superior;15;100,0;2.637,76;2.908,11;3.165,40;3.932,36;656,41;30,0;4.220,53
2021;Sudeste;SP;3519253;Iaras;Municipal;Total;60;96,7;2.547,26;2.743,22;2.979,44;3.559,80;659,46;30,2;3.949,82
2021;Sudeste;SP;3519253;Iaras;Municipal;Superior;60;96,7;2.547,26;2.743,22;2.979,44;3.559,80;659,46;30,2;3.949,82
2021;Sudeste;SP;3519303;Ibaté;Municipal;Total;253;96,4;3.179,82;3.308,87;3.586,10;3.877,49;756,05;21,5;6.676,44
2021;Sudeste;SP;3519303;Ibaté;Municipal;Superior;236;96,2;3.181,00;3.307,84;3.592,08;3.870,49;770,28;21,6;6.654,93
2021;Sudeste;SP;3519303;Ibaté;Municipal;Sem Superior;17;100,0;3.062,46;3.348,42;3.501,75;3.994,90;508,02;20,0;7.003,50
2021;Sudeste;SP;3519402;Ibirá;Municipal;Total;114;98,2;2.230,05;2.705,46;2.845,12;3.106,62;917,46;30,0;3.797,89
2021;Sudeste;SP;3519402;Ibirá;Municipal;Superior;102;98,0;2.231,35;2.694,64;2.803,38;3.062,51;838,59;29,9;3.756,43
2021;Sudeste;SP;3519402;Ibirá;Municipal;Sem Superior;12;100,0;2.064,84;2.729,16;3.187,14;4.798,57;1.358,44;30,9;4.126,17
2021;Sudeste;SP;3519501;Ibirarema;Municipal;Total;38;100,0;2.040,73;2.644,41;2.450,79;2.786,37;536,57;26,7;3.670,08
2021;Sudeste;SP;3519501;Ibirarema;Municipal;Superior;38;100,0;2.040,73;2.644,41;2.450,79;2.786,37;536,57;26,7;3.670,08
2021;Sudeste;SP;3519600;Ibitinga;Municipal;Total;236;100,0;2.606,80;2.839,52;2.914,53;3.171,88;586,39;25,9;4.508,63
2021;Sudeste;SP;3519600;Ibitinga;Municipal;Superior;228;100,0;2.606,80;2.840,90;2.912,78;3.167,68;590,49;25,8;4.510,68
2021;Sudeste;SP;3519600;Ibitinga;Municipal;Sem Superior;8;100,0;2.657,75;2.736,68;2.971,82;3.410,62;427,26;26,8;4.443,85
2021;Sudeste;SP;3519709;Ibiúna;Municipal;Total;426;99,5;2.654,36;3.281,87;3.416,65;4.010,76;1.014,17;28,7;4.767,55
2021;Sudeste;SP;3519709;Ibiúna;Municipal;Superior;414;99,5;2.659,56;3.281,87;3.419,79;4.012,18;1.005,44;28,6;4.774,68
2021;Sudeste;SP;3519709;Ibiúna;Municipal;Sem Superior;12;100,0;2.597,64;2.947,23;3.309,61;3.384,67;1.272,11;29,2;4.528,94
2021;Sudeste;SP;3519808;Icém;Municipal;Total;56;100,0;2.930,40;3.624,24;3.477,96;3.910,84;965,67;32,5;4.279,91
2021;Sudeste;SP;3519808;Icém;Municipal;Superior;55;100,0;2.930,40;3.713,33;3.490,14;3.943,31;969,92;32,5;4.288,98
2021;Sudeste;SP;3519808;Icém;Municipal;Sem Superior;1;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3519907;Iepê;Municipal;Total;55;100,0;2.772,24;3.227,14;3.424,96;3.832,76;1.152,62;32,4;4.228,93
2021;Sudeste;SP;3519907;Iepê;Municipal;Superior;55;100,0;2.772,24;3.227,14;3.424,96;3.832,76;1.152,62;32,4;4.228,93
2021;Sudeste;SP;3520004;Igaraçu do Tietê;Municipal;Total;129;93,8;2.112,02;2.273,69;2.372,40;2.581,58;538,21;30,5;3.106,67
2021;Sudeste;SP;3520004;Igaraçu do Tietê;Municipal;Superior;125;93,6;2.124,82;2.274,96;2.379,77;2.593,75;545,39;30,5;3.118,09
2021;Sudeste;SP;3520004;Igaraçu do Tietê;Municipal;Sem Superior;4;100,0;2.076,01;2.105,46;2.153,83;2.164,50;98,17;31,1;2.773,81
2021;Sudeste;SP;3520103;Igarapava;Municipal;Total;169;97,0;3.042,30;3.541,20;3.746,84;4.191,65;1.126,73;30,0;4.992,94
2021;Sudeste;SP;3520103;Igarapava;Municipal;Superior;159;96,9;3.042,55;3.590,73;3.748,13;4.180,80;1.120,28;30,0;4.994,50
2021;Sudeste;SP;3520103;Igarapava;Municipal;Sem Superior;10;100,0;2.631,66;3.336,06;3.723,75;4.455,37;1.236,42;30,0;4.965,00
2021;Sudeste;SP;3520212;Igaratá;Municipal;Total;99;87,9;2.383,03;2.941,18;2.948,55;3.306,89;577,09;32,5;3.630,32
2021;Sudeste;SP;3520212;Igaratá;Municipal;Superior;96;88,5;2.383,03;2.941,18;2.949,46;3.344,15;582,40;32,5;3.625,56
2021;Sudeste;SP;3520212;Igaratá;Municipal;Sem Superior;3;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3520301;Iguape;Municipal;Total;161;100,0;2.611,96;3.363,39;3.378,92;4.036,07;1.070,29;29,1;4.648,88
2021;Sudeste;SP;3520301;Iguape;Municipal;Superior;159;100,0;2.611,96;3.363,39;3.377,21;4.048,10;1.081,25;29,1;4.640,83
2021;Sudeste;SP;3520301;Iguape;Municipal;Sem Superior;2;a;a;a;a;a;a;a;a
2021;Sudeste;SP;3520400;Ilhabela;Municipal;Total;432;99,3;3.891,86;4.606,85;4.882,64;5.463,92;1.433,48;34,0;5.736,92
