NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_TX_DIST_IDADE_SERIE_TOTAL;MED_TX_DIST_IDADE_SERIE_TOTAL
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Total;Total;14.3;34.9
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Urbana;Total;15;34.9
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Rural;Total;12.8;--
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Total;Estadual;--;34.9
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Urbana;Estadual;--;34.9
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Total;Municipal;14.3;--
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Urbana;Municipal;15;--
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Rural;Municipal;12.8;--
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Total;Pública;14.3;34.9
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Urbana;Pública;15;34.9
2021;Nordeste;PB;2512754;Riachão do Bacamarte;Rural;Pública;12.8;--
2021;Nordeste;PB;2512762;Riachão do Poço;Total;Total;24.1;36.9
2021;Nordeste;PB;2512762;Riachão do Poço;Urbana;Total;32.9;36.9
2021;Nordeste;PB;2512762;Riachão do Poço;Rural;Total;11.8;--
2021;Nordeste;PB;2512762;Riachão do Poço;Total;Estadual;--;36.9
2021;Nordeste;PB;2512762;Riachão do Poço;Urbana;Estadual;--;36.9
2021;Nordeste;PB;2512762;Riachão do Poço;Total;Municipal;24.2;--
2021;Nordeste;PB;2512762;Riachão do Poço;Urbana;Municipal;33.5;--
2021;Nordeste;PB;2512762;Riachão do Poço;Rural;Municipal;11.8;--
2021;Nordeste;PB;2512762;Riachão do Poço;Total;Privada;22.7;--
2021;Nordeste;PB;2512762;Riachão do Poço;Urbana;Privada;22.7;--
2021;Nordeste;PB;2512762;Riachão do Poço;Total;Pública;24.2;36.9
2021;Nordeste;PB;2512762;Riachão do Poço;Urbana;Pública;33.5;36.9
2021;Nordeste;PB;2512762;Riachão do Poço;Rural;Pública;11.8;--
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Total;Total;24.9;33.8
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Urbana;Total;26.1;33.8
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Rural;Total;15.8;--
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Total;Estadual;--;33.8
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Urbana;Estadual;--;33.8
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Total;Municipal;24.9;--
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Urbana;Municipal;26.1;--
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Rural;Municipal;15.8;--
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Total;Pública;24.9;33.8
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Urbana;Pública;26.1;33.8
2021;Nordeste;PB;2512788;Riacho de Santo Antônio;Rural;Pública;15.8;--
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Total;Total;25.7;23.3
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Urbana;Total;27.5;23.3
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Rural;Total;18.7;--
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Total;Estadual;54;23.3
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Urbana;Estadual;54;23.3
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Total;Municipal;24.3;--
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Urbana;Municipal;25.8;--
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Rural;Municipal;18.7;--
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Total;Pública;25.7;23.3
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Urbana;Pública;27.5;23.3
2021;Nordeste;PB;2512804;Riacho dos Cavalos;Rural;Pública;18.7;--
2021;Nordeste;PB;2512903;Rio Tinto;Total;Total;28.4;38.8
2021;Nordeste;PB;2512903;Rio Tinto;Urbana;Total;31.3;35.9
2021;Nordeste;PB;2512903;Rio Tinto;Rural;Total;24;70
2021;Nordeste;PB;2512903;Rio Tinto;Total;Estadual;35.8;40.6
2021;Nordeste;PB;2512903;Rio Tinto;Urbana;Estadual;35.2;37.7
2021;Nordeste;PB;2512903;Rio Tinto;Rural;Estadual;36.9;70
2021;Nordeste;PB;2512903;Rio Tinto;Total;Municipal;27.6;--
2021;Nordeste;PB;2512903;Rio Tinto;Urbana;Municipal;33.7;--
2021;Nordeste;PB;2512903;Rio Tinto;Rural;Municipal;19.9;--
2021;Nordeste;PB;2512903;Rio Tinto;Total;Privada;11.4;3
2021;Nordeste;PB;2512903;Rio Tinto;Urbana;Privada;11.4;3
2021;Nordeste;PB;2512903;Rio Tinto;Total;Pública;29.7;40.6
2021;Nordeste;PB;2512903;Rio Tinto;Urbana;Pública;34.1;37.7
2021;Nordeste;PB;2512903;Rio Tinto;Rural;Pública;24;70
2021;Nordeste;PB;2513000;Salgadinho;Total;Total;25.9;37
2021;Nordeste;PB;2513000;Salgadinho;Urbana;Total;34.1;37
2021;Nordeste;PB;2513000;Salgadinho;Rural;Total;13.1;--
2021;Nordeste;PB;2513000;Salgadinho;Total;Estadual;--;37
2021;Nordeste;PB;2513000;Salgadinho;Urbana;Estadual;--;37
2021;Nordeste;PB;2513000;Salgadinho;Total;Municipal;25.9;--
2021;Nordeste;PB;2513000;Salgadinho;Urbana;Municipal;34.1;--
2021;Nordeste;PB;2513000;Salgadinho;Rural;Municipal;13.1;--
2021;Nordeste;PB;2513000;Salgadinho;Total;Pública;25.9;37
2021;Nordeste;PB;2513000;Salgadinho;Urbana;Pública;34.1;37
2021;Nordeste;PB;2513000;Salgadinho;Rural;Pública;13.1;--
2021;Nordeste;PB;2513109;Salgado de São Félix;Total;Total;23.7;39.9
2021;Nordeste;PB;2513109;Salgado de São Félix;Urbana;Total;30.1;25.6
2021;Nordeste;PB;2513109;Salgado de São Félix;Rural;Total;21.5;54.9
2021;Nordeste;PB;2513109;Salgado de São Félix;Total;Estadual;27.9;39.9
2021;Nordeste;PB;2513109;Salgado de São Félix;Urbana;Estadual;25.9;25.6
2021;Nordeste;PB;2513109;Salgado de São Félix;Rural;Estadual;28.2;54.9
2021;Nordeste;PB;2513109;Salgado de São Félix;Total;Municipal;25.4;--
2021;Nordeste;PB;2513109;Salgado de São Félix;Urbana;Municipal;30.7;--
2021;Nordeste;PB;2513109;Salgado de São Félix;Rural;Municipal;22.8;--
2021;Nordeste;PB;2513109;Salgado de São Félix;Total;Privada;5.4;--
2021;Nordeste;PB;2513109;Salgado de São Félix;Rural;Privada;5.4;--
2021;Nordeste;PB;2513109;Salgado de São Félix;Total;Pública;26;39.9
2021;Nordeste;PB;2513109;Salgado de São Félix;Urbana;Pública;30.1;25.6
2021;Nordeste;PB;2513109;Salgado de São Félix;Rural;Pública;24.3;54.9
2021;Nordeste;PB;2513158;Santa Cecília;Total;Total;24.3;48.3
2021;Nordeste;PB;2513158;Santa Cecília;Urbana;Total;26.2;48.3
2021;Nordeste;PB;2513158;Santa Cecília;Rural;Total;20.8;--
2021;Nordeste;PB;2513158;Santa Cecília;Total;Estadual;--;48.3
2021;Nordeste;PB;2513158;Santa Cecília;Urbana;Estadual;--;48.3
2021;Nordeste;PB;2513158;Santa Cecília;Total;Municipal;25.3;--
2021;Nordeste;PB;2513158;Santa Cecília;Urbana;Municipal;27.8;--
2021;Nordeste;PB;2513158;Santa Cecília;Rural;Municipal;20.8;--
2021;Nordeste;PB;2513158;Santa Cecília;Total;Privada;0;--
2021;Nordeste;PB;2513158;Santa Cecília;Urbana;Privada;0;--
2021;Nordeste;PB;2513158;Santa Cecília;Total;Pública;25.3;48.3
2021;Nordeste;PB;2513158;Santa Cecília;Urbana;Pública;27.8;48.3
2021;Nordeste;PB;2513158;Santa Cecília;Rural;Pública;20.8;--
2021;Nordeste;PB;2513208;Santa Cruz;Total;Total;16.8;31.9
2021;Nordeste;PB;2513208;Santa Cruz;Urbana;Total;20.1;31.9
2021;Nordeste;PB;2513208;Santa Cruz;Rural;Total;4.9;--
2021;Nordeste;PB;2513208;Santa Cruz;Total;Estadual;22.3;31.9
2021;Nordeste;PB;2513208;Santa Cruz;Urbana;Estadual;22.3;31.9
2021;Nordeste;PB;2513208;Santa Cruz;Total;Municipal;14.2;--
2021;Nordeste;PB;2513208;Santa Cruz;Urbana;Municipal;18.6;--
2021;Nordeste;PB;2513208;Santa Cruz;Rural;Municipal;4.9;--
2021;Nordeste;PB;2513208;Santa Cruz;Total;Pública;16.8;31.9
2021;Nordeste;PB;2513208;Santa Cruz;Urbana;Pública;20.1;31.9
2021;Nordeste;PB;2513208;Santa Cruz;Rural;Pública;4.9;--
2021;Nordeste;PB;2513307;Santa Helena;Total;Total;14.8;17.1
2021;Nordeste;PB;2513307;Santa Helena;Urbana;Total;13.5;17.1
2021;Nordeste;PB;2513307;Santa Helena;Rural;Total;18.6;--
2021;Nordeste;PB;2513307;Santa Helena;Total;Estadual;28.9;17.1
2021;Nordeste;PB;2513307;Santa Helena;Urbana;Estadual;28.9;17.1
2021;Nordeste;PB;2513307;Santa Helena;Total;Municipal;14.7;--
2021;Nordeste;PB;2513307;Santa Helena;Urbana;Municipal;13.3;--
2021;Nordeste;PB;2513307;Santa Helena;Rural;Municipal;18.6;--
2021;Nordeste;PB;2513307;Santa Helena;Total;Privada;0;--
2021;Nordeste;PB;2513307;Santa Helena;Urbana;Privada;0;--
2021;Nordeste;PB;2513307;Santa Helena;Total;Pública;15.5;17.1
2021;Nordeste;PB;2513307;Santa Helena;Urbana;Pública;14.4;17.1
2021;Nordeste;PB;2513307;Santa Helena;Rural;Pública;18.6;--
2021;Nordeste;PB;2513356;Santa Inês;Total;Total;15.4;34
2021;Nordeste;PB;2513356;Santa Inês;Urbana;Total;17.4;34
2021;Nordeste;PB;2513356;Santa Inês;Rural;Total;11.2;--
2021;Nordeste;PB;2513356;Santa Inês;Total;Estadual;15;34
2021;Nordeste;PB;2513356;Santa Inês;Urbana;Estadual;15;34
2021;Nordeste;PB;2513356;Santa Inês;Total;Municipal;15.5;--
2021;Nordeste;PB;2513356;Santa Inês;Urbana;Municipal;18.1;--
2021;Nordeste;PB;2513356;Santa Inês;Rural;Municipal;11.2;--
2021;Nordeste;PB;2513356;Santa Inês;Total;Pública;15.4;34
2021;Nordeste;PB;2513356;Santa Inês;Urbana;Pública;17.4;34
2021;Nordeste;PB;2513356;Santa Inês;Rural;Pública;11.2;--
2021;Nordeste;PB;2513406;Santa Luzia;Total;Total;10.4;23.4
2021;Nordeste;PB;2513406;Santa Luzia;Urbana;Total;10.5;23.4
2021;Nordeste;PB;2513406;Santa Luzia;Rural;Total;0;--
2021;Nordeste;PB;2513406;Santa Luzia;Total;Federal;--;11.4
2021;Nordeste;PB;2513406;Santa Luzia;Urbana;Federal;--;11.4
2021;Nordeste;PB;2513406;Santa Luzia;Total;Estadual;9.2;30
2021;Nordeste;PB;2513406;Santa Luzia;Urbana;Estadual;9.2;30
2021;Nordeste;PB;2513406;Santa Luzia;Total;Municipal;13.5;--
2021;Nordeste;PB;2513406;Santa Luzia;Urbana;Municipal;13.7;--
2021;Nordeste;PB;2513406;Santa Luzia;Rural;Municipal;0;--
2021;Nordeste;PB;2513406;Santa Luzia;Total;Privada;1.3;2
2021;Nordeste;PB;2513406;Santa Luzia;Urbana;Privada;1.3;2
2021;Nordeste;PB;2513406;Santa Luzia;Total;Pública;11.7;25.5
2021;Nordeste;PB;2513406;Santa Luzia;Urbana;Pública;11.9;25.5
2021;Nordeste;PB;2513406;Santa Luzia;Rural;Pública;0;--
2021;Nordeste;PB;2513505;Santana de Mangueira;Total;Total;19.2;40.2
2021;Nordeste;PB;2513505;Santana de Mangueira;Urbana;Total;20.6;40.2
2021;Nordeste;PB;2513505;Santana de Mangueira;Rural;Total;16.8;--
2021;Nordeste;PB;2513505;Santana de Mangueira;Total;Estadual;34.6;40.2
2021;Nordeste;PB;2513505;Santana de Mangueira;Urbana;Estadual;34.6;40.2
2021;Nordeste;PB;2513505;Santana de Mangueira;Total;Municipal;17.1;--
2021;Nordeste;PB;2513505;Santana de Mangueira;Urbana;Municipal;17.4;--
2021;Nordeste;PB;2513505;Santana de Mangueira;Rural;Municipal;16.8;--
2021;Nordeste;PB;2513505;Santana de Mangueira;Total;Pública;19.2;40.2
2021;Nordeste;PB;2513505;Santana de Mangueira;Urbana;Pública;20.6;40.2
2021;Nordeste;PB;2513505;Santana de Mangueira;Rural;Pública;16.8;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Total;Total;19.8;25.9
2021;Nordeste;PB;2513604;Santana dos Garrotes;Urbana;Total;17.5;25.9
2021;Nordeste;PB;2513604;Santana dos Garrotes;Rural;Total;24;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Total;Estadual;57.1;25.9
2021;Nordeste;PB;2513604;Santana dos Garrotes;Urbana;Estadual;57.1;25.9
2021;Nordeste;PB;2513604;Santana dos Garrotes;Total;Municipal;18.4;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Urbana;Municipal;14.2;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Rural;Municipal;24;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Total;Privada;1.1;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Urbana;Privada;1.1;--
2021;Nordeste;PB;2513604;Santana dos Garrotes;Total;Pública;21.8;25.9
2021;Nordeste;PB;2513604;Santana dos Garrotes;Urbana;Pública;20.4;25.9
2021;Nordeste;PB;2513604;Santana dos Garrotes;Rural;Pública;24;--
2021;Nordeste;PB;2513653;Joca Claudino;Total;Total;17.3;41.2
2021;Nordeste;PB;2513653;Joca Claudino;Urbana;Total;17.3;41.2
2021;Nordeste;PB;2513653;Joca Claudino;Total;Estadual;--;41.2
2021;Nordeste;PB;2513653;Joca Claudino;Urbana;Estadual;--;41.2
2021;Nordeste;PB;2513653;Joca Claudino;Total;Municipal;17.3;--
2021;Nordeste;PB;2513653;Joca Claudino;Urbana;Municipal;17.3;--
2021;Nordeste;PB;2513653;Joca Claudino;Total;Pública;17.3;41.2
2021;Nordeste;PB;2513653;Joca Claudino;Urbana;Pública;17.3;41.2
2021;Nordeste;PB;2513703;Santa Rita;Total;Total;25.5;42.2
2021;Nordeste;PB;2513703;Santa Rita;Urbana;Total;25.2;42
2021;Nordeste;PB;2513703;Santa Rita;Rural;Total;27;50.5
2021;Nordeste;PB;2513703;Santa Rita;Total;Federal;--;23.6
2021;Nordeste;PB;2513703;Santa Rita;Urbana;Federal;--;23.6
2021;Nordeste;PB;2513703;Santa Rita;Total;Estadual;30.3;46.5
2021;Nordeste;PB;2513703;Santa Rita;Urbana;Estadual;29.6;46.4
2021;Nordeste;PB;2513703;Santa Rita;Rural;Estadual;43.4;50.5
2021;Nordeste;PB;2513703;Santa Rita;Total;Municipal;29.5;--
2021;Nordeste;PB;2513703;Santa Rita;Urbana;Municipal;30.8;--
2021;Nordeste;PB;2513703;Santa Rita;Rural;Municipal;26.2;--
2021;Nordeste;PB;2513703;Santa Rita;Total;Privada;14.1;5.4
2021;Nordeste;PB;2513703;Santa Rita;Urbana;Privada;14.2;5.4
2021;Nordeste;PB;2513703;Santa Rita;Rural;Privada;3;--
2021;Nordeste;PB;2513703;Santa Rita;Total;Pública;29.7;45
2021;Nordeste;PB;2513703;Santa Rita;Urbana;Pública;30.4;44.9
2021;Nordeste;PB;2513703;Santa Rita;Rural;Pública;27.3;50.5
2021;Nordeste;PB;2513802;Santa Teresinha;Total;Total;12.9;26.5
2021;Nordeste;PB;2513802;Santa Teresinha;Urbana;Total;14.2;26.5
2021;Nordeste;PB;2513802;Santa Teresinha;Rural;Total;4.8;--
2021;Nordeste;PB;2513802;Santa Teresinha;Total;Estadual;25;26.5
2021;Nordeste;PB;2513802;Santa Teresinha;Urbana;Estadual;25;26.5
2021;Nordeste;PB;2513802;Santa Teresinha;Total;Municipal;12;--
2021;Nordeste;PB;2513802;Santa Teresinha;Urbana;Municipal;13.3;--
2021;Nordeste;PB;2513802;Santa Teresinha;Rural;Municipal;4.8;--
2021;Nordeste;PB;2513802;Santa Teresinha;Total;Privada;0;--
2021;Nordeste;PB;2513802;Santa Teresinha;Urbana;Privada;0;--
2021;Nordeste;PB;2513802;Santa Teresinha;Total;Pública;13.1;26.5
2021;Nordeste;PB;2513802;Santa Teresinha;Urbana;Pública;14.5;26.5
2021;Nordeste;PB;2513802;Santa Teresinha;Rural;Pública;4.8;--
2021;Nordeste;PB;2513851;Santo André;Total;Total;17.9;32.6
2021;Nordeste;PB;2513851;Santo André;Urbana;Total;17.9;32.6
2021;Nordeste;PB;2513851;Santo André;Total;Estadual;--;32.6
2021;Nordeste;PB;2513851;Santo André;Urbana;Estadual;--;32.6
2021;Nordeste;PB;2513851;Santo André;Total;Municipal;17.9;--
2021;Nordeste;PB;2513851;Santo André;Urbana;Municipal;17.9;--
2021;Nordeste;PB;2513851;Santo André;Total;Pública;17.9;32.6
2021;Nordeste;PB;2513851;Santo André;Urbana;Pública;17.9;32.6
2021;Nordeste;PB;2513901;São Bento;Total;Total;26.1;35.1
2021;Nordeste;PB;2513901;São Bento;Urbana;Total;26.3;35.1
2021;Nordeste;PB;2513901;São Bento;Rural;Total;24.5;--
2021;Nordeste;PB;2513901;São Bento;Total;Estadual;34.9;36.6
2021;Nordeste;PB;2513901;São Bento;Urbana;Estadual;34.9;36.6
2021;Nordeste;PB;2513901;São Bento;Total;Municipal;29.3;--
2021;Nordeste;PB;2513901;São Bento;Urbana;Municipal;30.1;--
2021;Nordeste;PB;2513901;São Bento;Rural;Municipal;24.5;--
2021;Nordeste;PB;2513901;São Bento;Total;Privada;7;10.1
2021;Nordeste;PB;2513901;São Bento;Urbana;Privada;7;10.1
2021;Nordeste;PB;2513901;São Bento;Total;Pública;29.6;36.6
2021;Nordeste;PB;2513901;São Bento;Urbana;Pública;30.4;36.6
2021;Nordeste;PB;2513901;São Bento;Rural;Pública;24.5;--
2021;Nordeste;PB;2513927;São Bentinho;Total;Total;15.1;22.8
2021;Nordeste;PB;2513927;São Bentinho;Urbana;Total;15.5;22.8
2021;Nordeste;PB;2513927;São Bentinho;Rural;Total;0;--
2021;Nordeste;PB;2513927;São Bentinho;Total;Estadual;--;22.8
2021;Nordeste;PB;2513927;São Bentinho;Urbana;Estadual;--;22.8
2021;Nordeste;PB;2513927;São Bentinho;Total;Municipal;15.1;--
2021;Nordeste;PB;2513927;São Bentinho;Urbana;Municipal;15.5;--
2021;Nordeste;PB;2513927;São Bentinho;Rural;Municipal;0;--
2021;Nordeste;PB;2513927;São Bentinho;Total;Pública;15.1;22.8
2021;Nordeste;PB;2513927;São Bentinho;Urbana;Pública;15.5;22.8
2021;Nordeste;PB;2513927;São Bentinho;Rural;Pública;0;--
2021;Nordeste;PB;2513943;São Domingos do Cariri;Total;Total;14.1;27.1
2021;Nordeste;PB;2513943;São Domingos do Cariri;Urbana;Total;14.1;27.1
2021;Nordeste;PB;2513943;São Domingos do Cariri;Total;Estadual;12.5;21.1
2021;Nordeste;PB;2513943;São Domingos do Cariri;Urbana;Estadual;12.5;21.1
2021;Nordeste;PB;2513943;São Domingos do Cariri;Total;Municipal;14.2;28.4
2021;Nordeste;PB;2513943;São Domingos do Cariri;Urbana;Municipal;14.2;28.4
2021;Nordeste;PB;2513943;São Domingos do Cariri;Total;Pública;14.1;27.1
2021;Nordeste;PB;2513943;São Domingos do Cariri;Urbana;Pública;14.1;27.1
2021;Nordeste;PB;2513968;São Domingos;Total;Total;24.7;25.6
2021;Nordeste;PB;2513968;São Domingos;Urbana;Total;26.4;25.6
2021;Nordeste;PB;2513968;São Domingos;Rural;Total;18.1;--
2021;Nordeste;PB;2513968;São Domingos;Total;Estadual;--;25.6
2021;Nordeste;PB;2513968;São Domingos;Urbana;Estadual;--;25.6
2021;Nordeste;PB;2513968;São Domingos;Total;Municipal;24.7;--
2021;Nordeste;PB;2513968;São Domingos;Urbana;Municipal;26.4;--
2021;Nordeste;PB;2513968;São Domingos;Rural;Municipal;18.1;--
2021;Nordeste;PB;2513968;São Domingos;Total;Pública;24.7;25.6
2021;Nordeste;PB;2513968;São Domingos;Urbana;Pública;26.4;25.6
2021;Nordeste;PB;2513968;São Domingos;Rural;Pública;18.1;--
2021;Nordeste;PB;2513984;São Francisco;Total;Total;12.8;28.2
2021;Nordeste;PB;2513984;São Francisco;Urbana;Total;15.2;28.2
2021;Nordeste;PB;2513984;São Francisco;Rural;Total;6.5;--
2021;Nordeste;PB;2513984;São Francisco;Total;Estadual;--;28.2
2021;Nordeste;PB;2513984;São Francisco;Urbana;Estadual;--;28.2
2021;Nordeste;PB;2513984;São Francisco;Total;Municipal;12.8;--
2021;Nordeste;PB;2513984;São Francisco;Urbana;Municipal;15.2;--
2021;Nordeste;PB;2513984;São Francisco;Rural;Municipal;6.5;--
2021;Nordeste;PB;2513984;São Francisco;Total;Pública;12.8;28.2
2021;Nordeste;PB;2513984;São Francisco;Urbana;Pública;15.2;28.2
2021;Nordeste;PB;2513984;São Francisco;Rural;Pública;6.5;--
2021;Nordeste;PB;2514008;São João do Cariri;Total;Total;17.4;33.3
2021;Nordeste;PB;2514008;São João do Cariri;Urbana;Total;17.5;33.3
2021;Nordeste;PB;2514008;São João do Cariri;Rural;Total;17.3;--
2021;Nordeste;PB;2514008;São João do Cariri;Total;Estadual;26;33.3
2021;Nordeste;PB;2514008;São João do Cariri;Urbana;Estadual;16.7;33.3
2021;Nordeste;PB;2514008;São João do Cariri;Rural;Estadual;34.1;--
2021;Nordeste;PB;2514008;São João do Cariri;Total;Municipal;16.1;--
2021;Nordeste;PB;2514008;São João do Cariri;Urbana;Municipal;17.6;--
2021;Nordeste;PB;2514008;São João do Cariri;Rural;Municipal;11.8;--
2021;Nordeste;PB;2514008;São João do Cariri;Total;Pública;17.4;33.3
2021;Nordeste;PB;2514008;São João do Cariri;Urbana;Pública;17.5;33.3
2021;Nordeste;PB;2514008;São João do Cariri;Rural;Pública;17.3;--
2021;Nordeste;PB;2514107;São João do Tigre;Total;Total;20.6;24.6
2021;Nordeste;PB;2514107;São João do Tigre;Urbana;Total;19.9;24.6
2021;Nordeste;PB;2514107;São João do Tigre;Rural;Total;21;--
2021;Nordeste;PB;2514107;São João do Tigre;Total;Estadual;--;24.6
2021;Nordeste;PB;2514107;São João do Tigre;Urbana;Estadual;--;24.6
2021;Nordeste;PB;2514107;São João do Tigre;Total;Municipal;20.6;--
2021;Nordeste;PB;2514107;São João do Tigre;Urbana;Municipal;19.9;--
2021;Nordeste;PB;2514107;São João do Tigre;Rural;Municipal;21;--
2021;Nordeste;PB;2514107;São João do Tigre;Total;Pública;20.6;24.6
2021;Nordeste;PB;2514107;São João do Tigre;Urbana;Pública;19.9;24.6
2021;Nordeste;PB;2514107;São João do Tigre;Rural;Pública;21;--
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Total;Total;35.4;40.9
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Urbana;Total;37.3;40.9
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Rural;Total;9.6;--
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Total;Estadual;54.4;40.9
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Urbana;Estadual;54.4;40.9
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Total;Municipal;33.1;--
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Urbana;Municipal;35.1;--
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Rural;Municipal;9.6;--
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Total;Pública;35.4;40.9
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Urbana;Pública;37.3;40.9
2021;Nordeste;PB;2514206;São José da Lagoa Tapada;Rural;Pública;9.6;--
2021;Nordeste;PB;2514305;São José de Caiana;Total;Total;21.8;55.1
2021;Nordeste;PB;2514305;São José de Caiana;Urbana;Total;23.2;55.1
2021;Nordeste;PB;2514305;São José de Caiana;Rural;Total;3.2;--
2021;Nordeste;PB;2514305;São José de Caiana;Total;Estadual;39.1;55.1
2021;Nordeste;PB;2514305;São José de Caiana;Urbana;Estadual;39.1;55.1
2021;Nordeste;PB;2514305;São José de Caiana;Total;Municipal;16;--
2021;Nordeste;PB;2514305;São José de Caiana;Urbana;Municipal;17.4;--
2021;Nordeste;PB;2514305;São José de Caiana;Rural;Municipal;3.2;--
2021;Nordeste;PB;2514305;São José de Caiana;Total;Pública;21.8;55.1
2021;Nordeste;PB;2514305;São José de Caiana;Urbana;Pública;23.2;55.1
2021;Nordeste;PB;2514305;São José de Caiana;Rural;Pública;3.2;--
2021;Nordeste;PB;2514404;São José de Espinharas;Total;Total;22.6;42.5
2021;Nordeste;PB;2514404;São José de Espinharas;Urbana;Total;20.5;42.5
2021;Nordeste;PB;2514404;São José de Espinharas;Rural;Total;27.4;--
2021;Nordeste;PB;2514404;São José de Espinharas;Total;Estadual;19.6;42.5
2021;Nordeste;PB;2514404;São José de Espinharas;Urbana;Estadual;19.6;42.5
2021;Nordeste;PB;2514404;São José de Espinharas;Total;Municipal;23.2;--
2021;Nordeste;PB;2514404;São José de Espinharas;Urbana;Municipal;20.8;--
2021;Nordeste;PB;2514404;São José de Espinharas;Rural;Municipal;27.4;--
2021;Nordeste;PB;2514404;São José de Espinharas;Total;Pública;22.6;42.5
2021;Nordeste;PB;2514404;São José de Espinharas;Urbana;Pública;20.5;42.5
2021;Nordeste;PB;2514404;São José de Espinharas;Rural;Pública;27.4;--
2021;Nordeste;PB;2514453;São José dos Ramos;Total;Total;30.7;47.1
2021;Nordeste;PB;2514453;São José dos Ramos;Urbana;Total;31.1;38.9
2021;Nordeste;PB;2514453;São José dos Ramos;Rural;Total;30.3;73.2
2021;Nordeste;PB;2514453;São José dos Ramos;Total;Estadual;54.9;38.9
2021;Nordeste;PB;2514453;São José dos Ramos;Urbana;Estadual;54.9;38.9
2021;Nordeste;PB;2514453;São José dos Ramos;Total;Municipal;30.1;73.2
2021;Nordeste;PB;2514453;São José dos Ramos;Urbana;Municipal;30;--
2021;Nordeste;PB;2514453;São José dos Ramos;Rural;Municipal;30.3;73.2
2021;Nordeste;PB;2514453;São José dos Ramos;Total;Privada;3.6;--
2021;Nordeste;PB;2514453;São José dos Ramos;Urbana;Privada;3.6;--
2021;Nordeste;PB;2514453;São José dos Ramos;Total;Pública;31.6;47.1
2021;Nordeste;PB;2514453;São José dos Ramos;Urbana;Pública;32.9;38.9
2021;Nordeste;PB;2514453;São José dos Ramos;Rural;Pública;30.3;73.2
2021;Nordeste;PB;2514503;São José de Piranhas;Total;Total;17.5;38.7
2021;Nordeste;PB;2514503;São José de Piranhas;Urbana;Total;18;38.7
2021;Nordeste;PB;2514503;São José de Piranhas;Rural;Total;15.5;--
2021;Nordeste;PB;2514503;São José de Piranhas;Total;Estadual;--;40.7
2021;Nordeste;PB;2514503;São José de Piranhas;Urbana;Estadual;--;40.7
2021;Nordeste;PB;2514503;São José de Piranhas;Total;Municipal;20.7;--
2021;Nordeste;PB;2514503;São José de Piranhas;Urbana;Municipal;22.5;--
2021;Nordeste;PB;2514503;São José de Piranhas;Rural;Municipal;15.5;--
2021;Nordeste;PB;2514503;São José de Piranhas;Total;Privada;3.5;3.6
2021;Nordeste;PB;2514503;São José de Piranhas;Urbana;Privada;3.5;3.6
