NU_ANO_CENSO;CO_UF;SG_UF;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;TP_TIPO_REDE;TP_LOCALIZACAO;TP_CAPITAL;QTD_ALUNOS_INSE;MEDIA_INSE;PC_NIVEL_1;PC_NIVEL_2;PC_NIVEL_3;PC_NIVEL_4;PC_NIVEL_5;PC_NIVEL_6;PC_NIVEL_7;PC_NIVEL_8
2021;35;SP;São Paulo;3504107;Atibaia;6;2;2;1167;5,23;0,34;4,43;10,56;21,37;28,03;21,63;12,81;0,85
2021;35;SP;São Paulo;3504206;Auriflama;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504206;Auriflama;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504206;Auriflama;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504206;Auriflama;2;0;2;203;5,25;0,49;3,13;11,43;20,8;27,6;22,15;13,01;1,39
2021;35;SP;São Paulo;3504206;Auriflama;2;1;2;203;5,25;0,49;3,13;11,43;20,8;27,6;22,15;13,01;1,39
2021;35;SP;São Paulo;3504206;Auriflama;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504206;Auriflama;3;0;2;90;5,26;0;3,35;11,81;18,09;31,81;17,48;17,47;0
2021;35;SP;São Paulo;3504206;Auriflama;3;1;2;90;5,26;0;3,35;11,81;18,09;31,81;17,48;17,47;0
2021;35;SP;São Paulo;3504206;Auriflama;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504206;Auriflama;5;0;2;293;5,25;0,34;3,2;11,55;19,96;28,91;20,7;14,4;0,96
2021;35;SP;São Paulo;3504206;Auriflama;5;1;2;293;5,25;0,34;3,2;11,55;19,96;28,91;20,7;14,4;0,96
2021;35;SP;São Paulo;3504206;Auriflama;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504206;Auriflama;6;0;2;293;5,25;0,34;3,2;11,55;19,96;28,91;20,7;14,4;0,96
2021;35;SP;São Paulo;3504206;Auriflama;6;1;2;293;5,25;0,34;3,2;11,55;19,96;28,91;20,7;14,4;0,96
2021;35;SP;São Paulo;3504206;Auriflama;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;2;0;2;77;5,11;0;11,29;12,75;17,86;21,42;29,49;7,2;0
2021;35;SP;São Paulo;3504305;Avaí;2;1;2;77;5,11;0;11,29;12,75;17,86;21,42;29,49;7,2;0
2021;35;SP;São Paulo;3504305;Avaí;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;3;0;2;40;5,08;0;4,85;14,56;22,46;35,37;17,61;5,16;0
2021;35;SP;São Paulo;3504305;Avaí;3;1;2;40;5,08;0;4,85;14,56;22,46;35,37;17,61;5,16;0
2021;35;SP;São Paulo;3504305;Avaí;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;5;0;2;117;5,1;0;8,88;13,42;19,57;26,62;25,06;6,44;0
2021;35;SP;São Paulo;3504305;Avaí;5;1;2;117;5,1;0;8,88;13,42;19,57;26,62;25,06;6,44;0
2021;35;SP;São Paulo;3504305;Avaí;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504305;Avaí;6;0;2;117;5,1;0;8,88;13,42;19,57;26,62;25,06;6,44;0
2021;35;SP;São Paulo;3504305;Avaí;6;1;2;117;5,1;0;8,88;13,42;19,57;26,62;25,06;6,44;0
2021;35;SP;São Paulo;3504305;Avaí;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;2;0;2;196;5,11;0;4,52;12,16;28,62;24,48;22,25;7,97;0
2021;35;SP;São Paulo;3504404;Avanhandava;2;1;2;196;5,11;0;4,52;12,16;28,62;24,48;22,25;7,97;0
2021;35;SP;São Paulo;3504404;Avanhandava;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;3;0;2;124;5,13;0;3,16;9,89;20,85;42,42;18,29;4,65;0,74
2021;35;SP;São Paulo;3504404;Avanhandava;3;1;2;124;5,13;0;3,16;9,89;20,85;42,42;18,29;4,65;0,74
2021;35;SP;São Paulo;3504404;Avanhandava;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;5;0;2;320;5,12;0;4;11,28;25,62;31,41;20,72;6,69;0,29
2021;35;SP;São Paulo;3504404;Avanhandava;5;1;2;320;5,12;0;4;11,28;25,62;31,41;20,72;6,69;0,29
2021;35;SP;São Paulo;3504404;Avanhandava;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504404;Avanhandava;6;0;2;320;5,12;0;4;11,28;25,62;31,41;20,72;6,69;0,29
2021;35;SP;São Paulo;3504404;Avanhandava;6;1;2;320;5,12;0;4;11,28;25,62;31,41;20,72;6,69;0,29
2021;35;SP;São Paulo;3504404;Avanhandava;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504503;Avaré;1;0;2;62;5,62;0;0;4,39;14,2;21,52;30,17;24,16;5,57
2021;35;SP;São Paulo;3504503;Avaré;1;1;2;62;5,62;0;0;4,39;14,2;21,52;30,17;24,16;5,57
2021;35;SP;São Paulo;3504503;Avaré;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504503;Avaré;2;0;2;1336;5,38;0,25;2,65;8,21;18,88;25,14;24,62;18,65;1,61
2021;35;SP;São Paulo;3504503;Avaré;2;1;2;1336;5,38;0,25;2,65;8,21;18,88;25,14;24,62;18,65;1,61
2021;35;SP;São Paulo;3504503;Avaré;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504503;Avaré;3;0;2;802;5,25;0,13;5,89;10,19;20,51;26,42;20,8;15,06;1
2021;35;SP;São Paulo;3504503;Avaré;3;1;2;771;5,24;0,13;6,11;10,45;20,67;25,83;20,6;15,16;1,04
2021;35;SP;São Paulo;3504503;Avaré;3;2;2;31;5,39;0;0;3,53;16,47;41,76;25,88;12,35;0
2021;35;SP;São Paulo;3504503;Avaré;5;0;2;2138;5,34;0,21;3,76;8,88;19,44;25,58;23,32;17,42;1,4
2021;35;SP;São Paulo;3504503;Avaré;5;1;2;2107;5,34;0,21;3,81;8,95;19,48;25,37;23,28;17,49;1,42
2021;35;SP;São Paulo;3504503;Avaré;5;2;2;31;5,39;0;0;3,53;16,47;41,76;25,88;12,35;0
2021;35;SP;São Paulo;3504503;Avaré;6;0;2;2200;5,35;0,2;3,61;8,71;19,24;25,42;23,58;17,68;1,56
2021;35;SP;São Paulo;3504503;Avaré;6;1;2;2169;5,35;0,2;3,66;8,78;19,27;25,22;23,55;17,74;1,58
2021;35;SP;São Paulo;3504503;Avaré;6;2;2;31;5,39;0;0;3,53;16,47;41,76;25,88;12,35;0
2021;35;SP;São Paulo;3504602;Bady Bassitt;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504602;Bady Bassitt;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504602;Bady Bassitt;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504602;Bady Bassitt;2;0;2;319;5,64;0,3;0;5,5;13,06;23,6;26,26;27,24;4,03
2021;35;SP;São Paulo;3504602;Bady Bassitt;2;1;2;319;5,64;0,3;0;5,5;13,06;23,6;26,26;27,24;4,03
2021;35;SP;São Paulo;3504602;Bady Bassitt;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504602;Bady Bassitt;3;0;2;277;5,43;0;1,47;10,66;13,21;27,34;24,97;21,36;0,99
2021;35;SP;São Paulo;3504602;Bady Bassitt;3;1;2;277;5,43;0;1,47;10,66;13,21;27,34;24,97;21,36;0,99
2021;35;SP;São Paulo;3504602;Bady Bassitt;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504602;Bady Bassitt;5;0;2;596;5,53;0,15;0,76;8,16;13,14;25,53;25,6;24,21;2,46
2021;35;SP;São Paulo;3504602;Bady Bassitt;5;1;2;596;5,53;0,15;0,76;8,16;13,14;25,53;25,6;24,21;2,46
2021;35;SP;São Paulo;3504602;Bady Bassitt;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504602;Bady Bassitt;6;0;2;596;5,53;0,15;0,76;8,16;13,14;25,53;25,6;24,21;2,46
2021;35;SP;São Paulo;3504602;Bady Bassitt;6;1;2;596;5,53;0,15;0,76;8,16;13,14;25,53;25,6;24,21;2,46
2021;35;SP;São Paulo;3504602;Bady Bassitt;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;2;0;2;23;5,07;0;17,65;13,02;8,83;26,05;21,85;12,59;0
2021;35;SP;São Paulo;3504701;Balbinos;2;1;2;23;5,07;0;17,65;13,02;8,83;26,05;21,85;12,59;0
2021;35;SP;São Paulo;3504701;Balbinos;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;3;0;2;16;5,48;0;6,25;0;18,75;18,75;37,5;18,75;0
2021;35;SP;São Paulo;3504701;Balbinos;3;1;2;16;5,48;0;6,25;0;18,75;18,75;37,5;18,75;0
2021;35;SP;São Paulo;3504701;Balbinos;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;5;0;2;39;5,25;0;12,66;7,33;13,17;22,86;28,7;15,29;0
2021;35;SP;São Paulo;3504701;Balbinos;5;1;2;39;5,25;0;12,66;7,33;13,17;22,86;28,7;15,29;0
2021;35;SP;São Paulo;3504701;Balbinos;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504701;Balbinos;6;0;2;39;5,25;0;12,66;7,33;13,17;22,86;28,7;15,29;0
2021;35;SP;São Paulo;3504701;Balbinos;6;1;2;39;5,25;0;12,66;7,33;13,17;22,86;28,7;15,29;0
2021;35;SP;São Paulo;3504701;Balbinos;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;2;0;2;156;5,47;0;1,57;5,06;19,94;26,31;25,09;18,56;3,47
2021;35;SP;São Paulo;3504800;Bálsamo;2;1;2;156;5,47;0;1,57;5,06;19,94;26,31;25,09;18,56;3,47
2021;35;SP;São Paulo;3504800;Bálsamo;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;3;0;2;98;5,48;0;0;6,05;20,78;29,53;18,46;24,07;1,1
2021;35;SP;São Paulo;3504800;Bálsamo;3;1;2;98;5,48;0;0;6,05;20,78;29,53;18,46;24,07;1,1
2021;35;SP;São Paulo;3504800;Bálsamo;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;5;0;2;254;5,48;0;1,01;5,41;20,24;27,45;22,74;20,52;2,63
2021;35;SP;São Paulo;3504800;Bálsamo;5;1;2;254;5,48;0;1,01;5,41;20,24;27,45;22,74;20,52;2,63
2021;35;SP;São Paulo;3504800;Bálsamo;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504800;Bálsamo;6;0;2;254;5,48;0;1,01;5,41;20,24;27,45;22,74;20,52;2,63
2021;35;SP;São Paulo;3504800;Bálsamo;6;1;2;254;5,48;0;1,01;5,41;20,24;27,45;22,74;20,52;2,63
2021;35;SP;São Paulo;3504800;Bálsamo;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;2;0;2;89;4,95;1,07;13,82;8,78;25,49;28,11;14,91;6,88;0,94
2021;35;SP;São Paulo;3504909;Bananal;2;1;2;89;4,95;1,07;13,82;8,78;25,49;28,11;14,91;6,88;0,94
2021;35;SP;São Paulo;3504909;Bananal;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;3;0;2;183;4,98;0;9,3;20,63;25,9;18,18;15,29;9,73;0,97
2021;35;SP;São Paulo;3504909;Bananal;3;1;2;183;4,98;0;9,3;20,63;25,9;18,18;15,29;9,73;0,97
2021;35;SP;São Paulo;3504909;Bananal;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;5;0;2;272;4,96;0,42;11,05;16,04;25,74;22,02;15,14;8,62;0,96
2021;35;SP;São Paulo;3504909;Bananal;5;1;2;272;4,96;0,42;11,05;16,04;25,74;22,02;15,14;8,62;0,96
2021;35;SP;São Paulo;3504909;Bananal;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3504909;Bananal;6;0;2;272;4,96;0,42;11,05;16,04;25,74;22,02;15,14;8,62;0,96
2021;35;SP;São Paulo;3504909;Bananal;6;1;2;272;4,96;0,42;11,05;16,04;25,74;22,02;15,14;8,62;0,96
2021;35;SP;São Paulo;3504909;Bananal;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;2;0;2;82;4,98;0;17,17;10,31;21,03;22,09;16,84;12,57;0
2021;35;SP;São Paulo;3505005;Barão de Antonina;2;1;2;82;4,98;0;17,17;10,31;21,03;22,09;16,84;12,57;0
2021;35;SP;São Paulo;3505005;Barão de Antonina;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;3;0;2;29;5,4;4,29;5,7;5,7;12,85;22,88;21,43;22,85;4,29
2021;35;SP;São Paulo;3505005;Barão de Antonina;3;1;2;29;5,4;4,29;5,7;5,7;12,85;22,88;21,43;22,85;4,29
2021;35;SP;São Paulo;3505005;Barão de Antonina;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;5;0;2;111;5,07;0,99;14,52;9,25;19,14;22,27;17,9;14,94;0,99
2021;35;SP;São Paulo;3505005;Barão de Antonina;5;1;2;111;5,07;0,99;14,52;9,25;19,14;22,27;17,9;14,94;0,99
2021;35;SP;São Paulo;3505005;Barão de Antonina;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505005;Barão de Antonina;6;0;2;111;5,07;0,99;14,52;9,25;19,14;22,27;17,9;14,94;0,99
2021;35;SP;São Paulo;3505005;Barão de Antonina;6;1;2;111;5,07;0,99;14,52;9,25;19,14;22,27;17,9;14,94;0,99
2021;35;SP;São Paulo;3505005;Barão de Antonina;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;2;0;2;135;5,07;0,68;6,01;16,13;22,49;25,81;19,37;8,76;0,74
2021;35;SP;São Paulo;3505104;Barbosa;2;1;2;135;5,07;0,68;6,01;16,13;22,49;25,81;19,37;8,76;0,74
2021;35;SP;São Paulo;3505104;Barbosa;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;3;0;2;75;4,84;1,78;7,94;21,28;28,32;20,97;14,22;5,5;0
2021;35;SP;São Paulo;3505104;Barbosa;3;1;2;75;4,84;1,78;7,94;21,28;28,32;20,97;14,22;5,5;0
2021;35;SP;São Paulo;3505104;Barbosa;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;5;0;2;210;4,99;1,07;6,68;17,94;24,54;24,11;17,57;7,62;0,48
2021;35;SP;São Paulo;3505104;Barbosa;5;1;2;210;4,99;1,07;6,68;17,94;24,54;24,11;17,57;7,62;0,48
2021;35;SP;São Paulo;3505104;Barbosa;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505104;Barbosa;6;0;2;210;4,99;1,07;6,68;17,94;24,54;24,11;17,57;7,62;0,48
2021;35;SP;São Paulo;3505104;Barbosa;6;1;2;210;4,99;1,07;6,68;17,94;24,54;24,11;17,57;7,62;0,48
2021;35;SP;São Paulo;3505104;Barbosa;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;2;0;2;333;5,35;0,32;3,83;10,76;17,95;25,13;20,21;18,95;2,84
2021;35;SP;São Paulo;3505203;Bariri;2;1;2;333;5,35;0,32;3,83;10,76;17,95;25,13;20,21;18,95;2,84
2021;35;SP;São Paulo;3505203;Bariri;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;3;0;2;452;5,32;0,3;4,44;9,1;19,72;25,66;22,49;17,04;1,26
2021;35;SP;São Paulo;3505203;Bariri;3;1;2;452;5,32;0,3;4,44;9,1;19,72;25,66;22,49;17,04;1,26
2021;35;SP;São Paulo;3505203;Bariri;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;5;0;2;785;5,33;0,31;4,17;9,84;18,93;25,42;21,47;17,9;1,97
2021;35;SP;São Paulo;3505203;Bariri;5;1;2;785;5,33;0,31;4,17;9,84;18,93;25,42;21,47;17,9;1,97
2021;35;SP;São Paulo;3505203;Bariri;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505203;Bariri;6;0;2;785;5,33;0,31;4,17;9,84;18,93;25,42;21,47;17,9;1,97
2021;35;SP;São Paulo;3505203;Bariri;6;1;2;785;5,33;0,31;4,17;9,84;18,93;25,42;21,47;17,9;1,97
2021;35;SP;São Paulo;3505203;Bariri;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;2;0;2;589;5,53;0;1,16;6,24;15,04;26,33;24,9;23,69;2,65
2021;35;SP;São Paulo;3505302;Barra Bonita;2;1;2;589;5,53;0;1,16;6,24;15,04;26,33;24,9;23,69;2,65
2021;35;SP;São Paulo;3505302;Barra Bonita;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;3;0;2;252;5,34;0;2,67;8,57;18,97;31,56;22,99;12,87;2,37
2021;35;SP;São Paulo;3505302;Barra Bonita;3;1;2;252;5,34;0;2,67;8,57;18,97;31,56;22,99;12,87;2,37
2021;35;SP;São Paulo;3505302;Barra Bonita;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;5;0;2;841;5,48;0;1,59;6,89;16,14;27,8;24,36;20,65;2,57
2021;35;SP;São Paulo;3505302;Barra Bonita;5;1;2;841;5,48;0;1,59;6,89;16,14;27,8;24,36;20,65;2,57
2021;35;SP;São Paulo;3505302;Barra Bonita;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505302;Barra Bonita;6;0;2;841;5,48;0;1,59;6,89;16,14;27,8;24,36;20,65;2,57
2021;35;SP;São Paulo;3505302;Barra Bonita;6;1;2;841;5,48;0;1,59;6,89;16,14;27,8;24,36;20,65;2,57
2021;35;SP;São Paulo;3505302;Barra Bonita;6;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505351;Barra do Chapéu;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505351;Barra do Chapéu;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505351;Barra do Chapéu;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505351;Barra do Chapéu;2;0;2;150;4,7;0,53;16,81;26,33;19,07;21,84;10,73;4,69;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;2;1;2;99;4,76;0,83;12,19;28,22;21,52;21,43;9,45;6,37;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;2;2;2;51;4,6;0;25,02;22,96;14,73;22,58;13;1,72;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;3;0;2;55;5,05;0;10,66;12,48;21,84;29,21;9,17;16,63;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;3;1;2;39;5,17;0;7,63;10,13;20,66;30,79;10,26;20,53;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;3;2;2;16;4,74;0;18,75;18,75;25;25;6,25;6,25;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;5;0;2;205;4,79;0,39;15,18;22,66;19,81;23,79;10,31;7,86;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;5;1;2;138;4,88;0,59;10,86;22,96;21,27;24,15;9,68;10,49;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;5;2;2;67;4,63;0;23,67;22,06;16,93;23,1;11,55;2,69;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;6;0;2;205;4,79;0,39;15,18;22,66;19,81;23,79;10,31;7,86;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;6;1;2;138;4,88;0,59;10,86;22,96;21,27;24,15;9,68;10,49;0
2021;35;SP;São Paulo;3505351;Barra do Chapéu;6;2;2;67;4,63;0;23,67;22,06;16,93;23,1;11,55;2,69;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505401;Barra do Turvo;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505401;Barra do Turvo;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505401;Barra do Turvo;2;0;2;169;4,78;1,68;16,06;19,83;23,16;17,02;13,77;8,48;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;2;1;2;106;4,78;1,83;16,4;22,3;19,22;16,75;14,65;8,85;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;2;2;2;63;4,78;1,39;15,38;14,92;30,98;17,57;12,03;7,74;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;3;0;2;102;4,67;0,93;23,67;17,73;23,11;18,8;8,1;7,66;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;3;1;2;52;4,82;0;18,78;14,7;20,98;27,71;8,48;9,35;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;3;2;2;50;4,51;1,92;28,93;20,99;25,4;9,21;7,69;5,85;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;5;0;2;271;4,74;1,44;18,49;19,16;23,14;17,59;11,96;8,22;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;5;1;2;158;4,79;1,34;17,04;20,26;19,7;19,69;13;8,98;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;5;2;2;113;4,67;1,6;20,84;17,37;28,73;14,2;10,28;6,98;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;6;0;2;271;4,74;1,44;18,49;19,16;23,14;17,59;11,96;8,22;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;6;1;2;158;4,79;1,34;17,04;20,26;19,7;19,69;13;8,98;0
2021;35;SP;São Paulo;3505401;Barra do Turvo;6;2;2;113;4,67;1,6;20,84;17,37;28,73;14,2;10,28;6,98;0
2021;35;SP;São Paulo;3505500;Barretos;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505500;Barretos;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505500;Barretos;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505500;Barretos;2;0;2;1572;5,36;0,22;3,11;7,97;19,04;27,79;23,17;17,27;1,42
2021;35;SP;São Paulo;3505500;Barretos;2;1;2;1547;5,36;0,22;3,04;7,76;19,03;27,9;23,27;17,34;1,44
2021;35;SP;São Paulo;3505500;Barretos;2;2;2;25;4,99;0;7,69;23,63;19,78;20,33;16,21;12,36;0
2021;35;SP;São Paulo;3505500;Barretos;3;0;2;1202;5,24;0,23;4,18;10,39;22,49;26,83;21,15;13,27;1,46
2021;35;SP;São Paulo;3505500;Barretos;3;1;2;1190;5,24;0,24;4,23;10,42;22,77;26,54;21;13,33;1,48
2021;35;SP;São Paulo;3505500;Barretos;3;2;2;12;5,4;0;0;8,33;0;50;33,33;8,33;0
2021;35;SP;São Paulo;3505500;Barretos;5;0;2;2774;5,31;0,23;3,55;8,98;20,47;27,39;22,33;15,61;1,44
2021;35;SP;São Paulo;3505500;Barretos;5;1;2;2737;5,31;0,23;3,54;8,86;20,58;27,33;22,32;15,68;1,45
2021;35;SP;São Paulo;3505500;Barretos;5;2;2;37;5,15;0;4,65;17,58;11,96;32,06;22,98;10,77;0
2021;35;SP;São Paulo;3505500;Barretos;6;0;2;2774;5,31;0,23;3,55;8,98;20,47;27,39;22,33;15,61;1,44
2021;35;SP;São Paulo;3505500;Barretos;6;1;2;2737;5,31;0,23;3,54;8,86;20,58;27,33;22,32;15,68;1,45
2021;35;SP;São Paulo;3505500;Barretos;6;2;2;37;5,15;0;4,65;17,58;11,96;32,06;22,98;10,77;0
2021;35;SP;São Paulo;3505609;Barrinha;1;0;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505609;Barrinha;1;1;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505609;Barrinha;1;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505609;Barrinha;2;0;2;201;5,2;0;3,88;11,08;22,18;32,34;19,94;10,15;0,43
2021;35;SP;São Paulo;3505609;Barrinha;2;1;2;201;5,2;0;3,88;11,08;22,18;32,34;19,94;10,15;0,43
2021;35;SP;São Paulo;3505609;Barrinha;2;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505609;Barrinha;3;0;2;749;5,24;0,3;3,69;12,55;22,62;25,7;19,55;14,08;1,5
2021;35;SP;São Paulo;3505609;Barrinha;3;1;2;749;5,24;0,3;3,69;12,55;22,62;25,7;19,55;14,08;1,5
2021;35;SP;São Paulo;3505609;Barrinha;3;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505609;Barrinha;5;0;2;950;5,23;0,23;3,73;12,23;22,52;27,17;19,63;13,21;1,27
2021;35;SP;São Paulo;3505609;Barrinha;5;1;2;950;5,23;0,23;3,73;12,23;22,52;27,17;19,63;13,21;1,27
2021;35;SP;São Paulo;3505609;Barrinha;5;2;2;0;0;;;;;;;;
2021;35;SP;São Paulo;3505609;Barrinha;6;0;2;950;5,23;0,23;3,73;12,23;22,52;27,17;19,63;13,21;1,27
2021;35;SP;São Paulo;3505609;Barrinha;6;1;2;950;5,23;0,23;3,73;12,23;22,52;27,17;19,63;13,21;1,27
