NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_CAT_0;FUN_AI_CAT_0;FUN_AF_CAT_0;FUN_01_CAT_0;FUN_02_CAT_0;FUN_03_CAT_0;FUN_04_CAT_0;FUN_05_CAT_0;FUN_06_CAT_0;FUN_07_CAT_0;FUN_08_CAT_0;FUN_09_CAT_0;MED_CAT_0;MED_01_CAT_0;MED_02_CAT_0;MED_03_CAT_0;MED_04_CAT_0
2021;Sudeste;SP;3504602;Bady Bassitt;Urbana;Municipal;6,5;3,6;12,1;0,0;0,7;1,4;5,3;11,3;9,6;12,9;14,1;14,4;--;--;--;--;--
2021;Sudeste;SP;3504602;Bady Bassitt;Total;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;--;--;12,5;--
2021;Sudeste;SP;3504602;Bady Bassitt;Urbana;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;--;--;12,5;--
2021;Sudeste;SP;3504602;Bady Bassitt;Total;Pública;6,7;3,6;10,8;0,0;0,7;1,4;5,3;11,3;9,6;10,7;12,5;9,9;15,1;19,0;16,0;9,8;--
2021;Sudeste;SP;3504602;Bady Bassitt;Urbana;Pública;6,7;3,6;10,8;0,0;0,7;1,4;5,3;11,3;9,6;10,7;12,5;9,9;15,1;19,0;16,0;9,8;--
2021;Sudeste;SP;3504701;Balbinos;Total;Total;1,2;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;5,9;7,1;11,8;6,7;0,0;--
2021;Sudeste;SP;3504701;Balbinos;Urbana;Total;1,2;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;5,9;7,1;11,8;6,7;0,0;--
2021;Sudeste;SP;3504701;Balbinos;Total;Estadual;2,6;--;2,6;--;--;--;--;--;0,0;5,6;0,0;5,9;7,1;11,8;6,7;0,0;--
2021;Sudeste;SP;3504701;Balbinos;Urbana;Estadual;2,6;--;2,6;--;--;--;--;--;0,0;5,6;0,0;5,9;7,1;11,8;6,7;0,0;--
2021;Sudeste;SP;3504701;Balbinos;Total;Municipal;0,0;0,0;--;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3504701;Balbinos;Urbana;Municipal;0,0;0,0;--;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3504701;Balbinos;Total;Pública;1,2;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;5,9;7,1;11,8;6,7;0,0;--
2021;Sudeste;SP;3504701;Balbinos;Urbana;Pública;1,2;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;5,9;7,1;11,8;6,7;0,0;--
2021;Sudeste;SP;3504800;Bálsamo;Total;Total;5,6;1,0;11,6;1,1;1,0;1,0;0,8;1,0;16,2;8,4;9,9;10,6;8,6;9,1;13,1;4,8;--
2021;Sudeste;SP;3504800;Bálsamo;Urbana;Total;5,6;1,0;11,6;1,1;1,0;1,0;0,8;1,0;16,2;8,4;9,9;10,6;8,6;9,1;13,1;4,8;--
2021;Sudeste;SP;3504800;Bálsamo;Total;Estadual;11,6;--;11,6;--;--;--;--;--;16,2;8,4;9,9;10,6;8,6;9,1;13,1;4,8;--
2021;Sudeste;SP;3504800;Bálsamo;Urbana;Estadual;11,6;--;11,6;--;--;--;--;--;16,2;8,4;9,9;10,6;8,6;9,1;13,1;4,8;--
2021;Sudeste;SP;3504800;Bálsamo;Total;Municipal;1,0;1,0;--;1,1;1,0;1,0;0,8;1,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3504800;Bálsamo;Urbana;Municipal;1,0;1,0;--;1,1;1,0;1,0;0,8;1,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3504800;Bálsamo;Total;Pública;5,6;1,0;11,6;1,1;1,0;1,0;0,8;1,0;16,2;8,4;9,9;10,6;8,6;9,1;13,1;4,8;--
2021;Sudeste;SP;3504800;Bálsamo;Urbana;Pública;5,6;1,0;11,6;1,1;1,0;1,0;0,8;1,0;16,2;8,4;9,9;10,6;8,6;9,1;13,1;4,8;--
2021;Sudeste;SP;3504909;Bananal;Total;Total;13,4;5,0;22,2;1,6;2,0;2,6;8,6;9,9;20,6;25,5;28,7;13,3;30,0;25,9;35,2;29,8;--
2021;Sudeste;SP;3504909;Bananal;Urbana;Total;13,5;5,0;22,2;1,7;2,0;1,9;8,8;10,2;20,6;25,5;28,7;13,3;30,0;25,9;35,2;29,8;--
2021;Sudeste;SP;3504909;Bananal;Rural;Total;5,6;5,6;--;0,0;0,0;14,3;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3504909;Bananal;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;30,0;25,9;35,2;29,8;--
2021;Sudeste;SP;3504909;Bananal;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;30,0;25,9;35,2;29,8;--
2021;Sudeste;SP;3504909;Bananal;Total;Municipal;13,4;5,0;22,2;1,6;2,0;2,6;8,6;9,9;20,6;25,5;28,7;13,3;--;--;--;--;--
2021;Sudeste;SP;3504909;Bananal;Urbana;Municipal;13,5;5,0;22,2;1,7;2,0;1,9;8,8;10,2;20,6;25,5;28,7;13,3;--;--;--;--;--
2021;Sudeste;SP;3504909;Bananal;Rural;Municipal;5,6;5,6;--;0,0;0,0;14,3;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3504909;Bananal;Total;Pública;13,4;5,0;22,2;1,6;2,0;2,6;8,6;9,9;20,6;25,5;28,7;13,3;30,0;25,9;35,2;29,8;--
2021;Sudeste;SP;3504909;Bananal;Urbana;Pública;13,5;5,0;22,2;1,7;2,0;1,9;8,8;10,2;20,6;25,5;28,7;13,3;30,0;25,9;35,2;29,8;--
2021;Sudeste;SP;3504909;Bananal;Rural;Pública;5,6;5,6;--;0,0;0,0;14,3;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505005;Barão de Antonina;Total;Total;1,9;0,9;2,9;0,0;0,0;0,0;1,9;2,9;3,8;1,8;3,9;2,2;8,4;2,9;10,0;10,6;--
2021;Sudeste;SP;3505005;Barão de Antonina;Urbana;Total;2,0;1,0;3,0;0,0;0,0;0,0;1,9;3,0;3,8;1,8;3,9;2,3;8,4;2,9;10,0;10,6;--
2021;Sudeste;SP;3505005;Barão de Antonina;Rural;Total;0,0;0,0;0,0;0,0;0,0;0,0;--;0,0;0,0;0,0;--;0,0;--;--;--;--;--
2021;Sudeste;SP;3505005;Barão de Antonina;Total;Estadual;2,8;0,0;2,9;0,0;0,0;0,0;--;0,0;3,8;1,8;3,9;2,2;8,4;2,9;10,0;10,6;--
2021;Sudeste;SP;3505005;Barão de Antonina;Urbana;Estadual;3,0;--;3,0;--;--;--;--;--;3,8;1,8;3,9;2,3;8,4;2,9;10,0;10,6;--
2021;Sudeste;SP;3505005;Barão de Antonina;Rural;Estadual;0,0;0,0;0,0;0,0;0,0;0,0;--;0,0;0,0;0,0;--;0,0;--;--;--;--;--
2021;Sudeste;SP;3505005;Barão de Antonina;Total;Municipal;1,0;1,0;--;0,0;0,0;0,0;1,9;3,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505005;Barão de Antonina;Urbana;Municipal;1,0;1,0;--;0,0;0,0;0,0;1,9;3,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505005;Barão de Antonina;Total;Pública;1,9;0,9;2,9;0,0;0,0;0,0;1,9;2,9;3,8;1,8;3,9;2,2;8,4;2,9;10,0;10,6;--
2021;Sudeste;SP;3505005;Barão de Antonina;Urbana;Pública;2,0;1,0;3,0;0,0;0,0;0,0;1,9;3,0;3,8;1,8;3,9;2,3;8,4;2,9;10,0;10,6;--
2021;Sudeste;SP;3505005;Barão de Antonina;Rural;Pública;0,0;0,0;0,0;0,0;0,0;0,0;--;0,0;0,0;0,0;--;0,0;--;--;--;--;--
2021;Sudeste;SP;3505104;Barbosa;Total;Total;7,1;2,1;14,0;1,0;0,0;0,0;3,7;6,1;11,4;17,9;15,6;10,8;13,2;10,0;17,0;13,0;--
2021;Sudeste;SP;3505104;Barbosa;Urbana;Total;7,1;2,1;14,0;1,0;0,0;0,0;3,7;6,1;11,4;17,9;15,6;10,8;13,2;10,0;17,0;13,0;--
2021;Sudeste;SP;3505104;Barbosa;Total;Estadual;14,0;--;14,0;--;--;--;--;--;11,4;17,9;15,6;10,8;13,2;10,0;17,0;13,0;--
2021;Sudeste;SP;3505104;Barbosa;Urbana;Estadual;14,0;--;14,0;--;--;--;--;--;11,4;17,9;15,6;10,8;13,2;10,0;17,0;13,0;--
2021;Sudeste;SP;3505104;Barbosa;Total;Municipal;2,1;2,1;--;1,0;0,0;0,0;3,7;6,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505104;Barbosa;Urbana;Municipal;2,1;2,1;--;1,0;0,0;0,0;3,7;6,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505104;Barbosa;Total;Pública;7,1;2,1;14,0;1,0;0,0;0,0;3,7;6,1;11,4;17,9;15,6;10,8;13,2;10,0;17,0;13,0;--
2021;Sudeste;SP;3505104;Barbosa;Urbana;Pública;7,1;2,1;14,0;1,0;0,0;0,0;3,7;6,1;11,4;17,9;15,6;10,8;13,2;10,0;17,0;13,0;--
2021;Sudeste;SP;3505203;Bariri;Total;Total;3,9;0,9;7,6;0,0;0,0;0,2;1,5;2,9;5,0;8,8;8,9;7,7;9,5;11,5;8,3;8,2;--
2021;Sudeste;SP;3505203;Bariri;Urbana;Total;3,9;0,9;7,6;0,0;0,0;0,2;1,5;2,9;5,0;8,8;8,9;7,7;9,5;11,5;8,3;8,2;--
2021;Sudeste;SP;3505203;Bariri;Total;Estadual;5,4;--;5,4;--;--;--;--;--;5,9;6,7;6,9;2,7;10,9;13,3;10,0;9,0;--
2021;Sudeste;SP;3505203;Bariri;Urbana;Estadual;5,4;--;5,4;--;--;--;--;--;5,9;6,7;6,9;2,7;10,9;13,3;10,0;9,0;--
2021;Sudeste;SP;3505203;Bariri;Total;Municipal;4,5;1,1;11,2;0,0;0,0;0,3;1,5;3,5;6,2;12,1;12,3;14,0;--;--;--;--;--
2021;Sudeste;SP;3505203;Bariri;Urbana;Municipal;4,5;1,1;11,2;0,0;0,0;0,3;1,5;3,5;6,2;12,1;12,3;14,0;--;--;--;--;--
2021;Sudeste;SP;3505203;Bariri;Total;Privada;0,6;0,3;1,1;0,0;0,0;0,0;1,2;0,0;0,0;0,0;2,8;1,3;1,4;1,8;0,0;2,6;--
2021;Sudeste;SP;3505203;Bariri;Urbana;Privada;0,6;0,3;1,1;0,0;0,0;0,0;1,2;0,0;0,0;0,0;2,8;1,3;1,4;1,8;0,0;2,6;--
2021;Sudeste;SP;3505203;Bariri;Total;Pública;4,6;1,1;9,0;0,0;0,0;0,3;1,5;3,5;6,1;10,4;10,2;9,1;10,9;13,3;10,0;9,0;--
2021;Sudeste;SP;3505203;Bariri;Urbana;Pública;4,6;1,1;9,0;0,0;0,0;0,3;1,5;3,5;6,1;10,4;10,2;9,1;10,9;13,3;10,0;9,0;--
2021;Sudeste;SP;3505302;Barra Bonita;Total;Total;2,6;1,1;4,3;0,0;0,3;0,3;2,3;2,3;3,8;4,5;3,8;5,0;6,5;7,2;7,5;4,9;--
2021;Sudeste;SP;3505302;Barra Bonita;Urbana;Total;2,6;1,1;4,3;0,0;0,3;0,3;2,3;2,3;3,8;4,5;3,8;5,0;6,5;7,2;7,5;4,9;--
2021;Sudeste;SP;3505302;Barra Bonita;Total;Estadual;4,5;--;4,5;--;--;--;--;--;3,9;4,7;4,1;5,4;6,8;7,5;7,2;5,6;--
2021;Sudeste;SP;3505302;Barra Bonita;Urbana;Estadual;4,5;--;4,5;--;--;--;--;--;3,9;4,7;4,1;5,4;6,8;7,5;7,2;5,6;--
2021;Sudeste;SP;3505302;Barra Bonita;Total;Municipal;1,0;1,0;--;0,0;0,4;0,4;1,7;2,5;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505302;Barra Bonita;Urbana;Municipal;1,0;1,0;--;0,0;0,4;0,4;1,7;2,5;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505302;Barra Bonita;Total;Privada;2,3;1,2;3,5;0,0;0,0;0,0;3,8;1,8;3,3;4,0;3,2;3,6;3,9;4,3;9,8;0,0;--
2021;Sudeste;SP;3505302;Barra Bonita;Urbana;Privada;2,3;1,2;3,5;0,0;0,0;0,0;3,8;1,8;3,3;4,0;3,2;3,6;3,9;4,3;9,8;0,0;--
2021;Sudeste;SP;3505302;Barra Bonita;Total;Pública;2,6;1,0;4,5;0,0;0,4;0,4;1,7;2,5;3,9;4,7;4,1;5,4;6,8;7,5;7,2;5,6;--
2021;Sudeste;SP;3505302;Barra Bonita;Urbana;Pública;2,6;1,0;4,5;0,0;0,4;0,4;1,7;2,5;3,9;4,7;4,1;5,4;6,8;7,5;7,2;5,6;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Total;Total;1,9;0,8;3,2;0,0;0,0;0,0;1,1;2,1;1,4;2,2;5,2;3,3;7,8;5,1;7,1;10,8;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Urbana;Total;1,7;1,0;2,4;0,0;0,0;0,0;2,1;2,1;0,0;1,8;2,0;5,1;9,6;4,4;11,1;12,1;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Rural;Total;2,1;0,5;4,2;0,0;0,0;0,0;0,0;2,2;3,0;3,0;8,7;0,0;5,1;6,1;0,0;8,6;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Total;Estadual;3,2;--;3,2;--;--;--;--;--;1,4;2,2;5,2;3,3;7,8;5,1;7,1;10,8;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Urbana;Estadual;2,4;--;2,4;--;--;--;--;--;0,0;1,8;2,0;5,1;9,6;4,4;11,1;12,1;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Rural;Estadual;4,2;--;4,2;--;--;--;--;--;3,0;3,0;8,7;0,0;5,1;6,1;0,0;8,6;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Total;Municipal;0,8;0,8;--;0,0;0,0;0,0;1,1;2,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Urbana;Municipal;1,0;1,0;--;0,0;0,0;0,0;2,1;2,1;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Rural;Municipal;0,5;0,5;--;0,0;0,0;0,0;0,0;2,2;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Total;Pública;1,9;0,8;3,2;0,0;0,0;0,0;1,1;2,1;1,4;2,2;5,2;3,3;7,8;5,1;7,1;10,8;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Urbana;Pública;1,7;1,0;2,4;0,0;0,0;0,0;2,1;2,1;0,0;1,8;2,0;5,1;9,6;4,4;11,1;12,1;--
2021;Sudeste;SP;3505351;Barra do Chapéu;Rural;Pública;2,1;0,5;4,2;0,0;0,0;0,0;0,0;2,2;3,0;3,0;8,7;0,0;5,1;6,1;0,0;8,6;--
2021;Sudeste;SP;3505401;Barra do Turvo;Total;Total;7,7;4,8;10,9;0,0;1,2;2,9;10,7;5,8;10,9;9,5;12,6;10,5;10,7;8,8;11,2;12,4;--
2021;Sudeste;SP;3505401;Barra do Turvo;Urbana;Total;6,2;2,8;8,8;0,0;2,2;0,0;8,7;1,8;6,7;7,4;14,1;6,9;8,7;7,6;11,3;7,6;--
2021;Sudeste;SP;3505401;Barra do Turvo;Rural;Total;10,2;6,9;16,2;0,0;0,0;6,1;12,7;9,4;21,1;16,1;7,4;17,4;15,2;11,8;11,1;22,6;--
2021;Sudeste;SP;3505401;Barra do Turvo;Total;Estadual;10,9;--;10,9;--;--;--;--;--;10,9;9,5;12,6;10,5;10,7;8,8;11,2;12,4;--
2021;Sudeste;SP;3505401;Barra do Turvo;Urbana;Estadual;8,8;--;8,8;--;--;--;--;--;6,7;7,4;14,1;6,9;8,7;7,6;11,3;7,6;--
2021;Sudeste;SP;3505401;Barra do Turvo;Rural;Estadual;16,2;--;16,2;--;--;--;--;--;21,1;16,1;7,4;17,4;15,2;11,8;11,1;22,6;--
2021;Sudeste;SP;3505401;Barra do Turvo;Total;Municipal;4,8;4,8;--;0,0;1,2;2,9;10,7;5,8;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505401;Barra do Turvo;Urbana;Municipal;2,8;2,8;--;0,0;2,2;0,0;8,7;1,8;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505401;Barra do Turvo;Rural;Municipal;6,9;6,9;--;0,0;0,0;6,1;12,7;9,4;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505401;Barra do Turvo;Total;Pública;7,7;4,8;10,9;0,0;1,2;2,9;10,7;5,8;10,9;9,5;12,6;10,5;10,7;8,8;11,2;12,4;--
2021;Sudeste;SP;3505401;Barra do Turvo;Urbana;Pública;6,2;2,8;8,8;0,0;2,2;0,0;8,7;1,8;6,7;7,4;14,1;6,9;8,7;7,6;11,3;7,6;--
2021;Sudeste;SP;3505401;Barra do Turvo;Rural;Pública;10,2;6,9;16,2;0,0;0,0;6,1;12,7;9,4;21,1;16,1;7,4;17,4;15,2;11,8;11,1;22,6;--
2021;Sudeste;SP;3505500;Barretos;Total;Total;9,5;7,3;12,4;0,4;3,2;8,3;11,5;13,3;12,3;13,8;12,5;10,7;10,7;14,5;9,3;8,3;--
2021;Sudeste;SP;3505500;Barretos;Urbana;Total;9,5;7,3;12,4;0,4;3,2;8,4;11,7;13,2;12,5;13,9;12,4;10,6;10,7;14,5;9,3;8,3;--
2021;Sudeste;SP;3505500;Barretos;Rural;Total;8,2;5,1;11,9;0,0;0,0;0,0;0,0;23,5;0,0;5,9;23,5;20,0;11,9;15,8;8,3;9,1;--
2021;Sudeste;SP;3505500;Barretos;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;9,8;12,6;10,6;5,7;--
2021;Sudeste;SP;3505500;Barretos;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;9,8;12,6;10,6;5,7;--
2021;Sudeste;SP;3505500;Barretos;Total;Estadual;15,1;--;15,1;--;--;--;--;--;15,3;17,0;14,6;13,4;12,7;17,1;10,7;10,2;--
2021;Sudeste;SP;3505500;Barretos;Urbana;Estadual;15,2;--;15,2;--;--;--;--;--;15,7;17,2;14,5;13,3;12,7;17,2;10,8;10,2;--
2021;Sudeste;SP;3505500;Barretos;Rural;Estadual;11,9;--;11,9;--;--;--;--;--;0,0;5,9;23,5;20,0;11,9;15,8;8,3;9,1;--
2021;Sudeste;SP;3505500;Barretos;Total;Municipal;10,0;8,9;18,1;0,5;3,7;10,3;14,0;16,1;19,5;20,6;20,1;10,7;--;--;--;--;--
2021;Sudeste;SP;3505500;Barretos;Urbana;Municipal;10,0;8,9;18,1;0,5;3,8;10,4;14,3;15,9;19,5;20,6;20,1;10,7;--;--;--;--;--
2021;Sudeste;SP;3505500;Barretos;Rural;Municipal;5,1;5,1;--;0,0;0,0;0,0;0,0;23,5;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505500;Barretos;Total;Privada;1,4;1,0;1,9;0,3;1,0;0,9;1,0;2,0;0,8;1,9;2,0;2,9;3,9;5,6;3,4;2,7;--
2021;Sudeste;SP;3505500;Barretos;Urbana;Privada;1,4;1,0;1,9;0,3;1,0;0,9;1,0;2,0;0,8;1,9;2,0;2,9;3,9;5,6;3,4;2,7;--
2021;Sudeste;SP;3505500;Barretos;Total;Pública;11,7;8,9;15,7;0,5;3,7;10,3;14,0;16,1;16,3;17,7;15,6;13,0;12,2;16,4;10,7;9,5;--
2021;Sudeste;SP;3505500;Barretos;Urbana;Pública;11,8;8,9;15,7;0,5;3,8;10,4;14,3;15,9;16,5;17,9;15,5;12,9;12,2;16,4;10,7;9,5;--
2021;Sudeste;SP;3505500;Barretos;Rural;Pública;8,2;5,1;11,9;0,0;0,0;0,0;0,0;23,5;0,0;5,9;23,5;20,0;11,9;15,8;8,3;9,1;--
2021;Sudeste;SP;3505609;Barrinha;Total;Total;8,1;3,7;13,4;0,2;0,9;1,4;7,3;8,0;11,6;12,2;15,5;14,4;12,4;15,2;11,7;9,2;--
2021;Sudeste;SP;3505609;Barrinha;Urbana;Total;8,1;3,7;13,4;0,2;0,9;1,4;7,3;8,0;11,6;12,2;15,5;14,4;12,4;15,2;11,7;9,2;--
2021;Sudeste;SP;3505609;Barrinha;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;12,4;15,2;11,7;9,2;--
2021;Sudeste;SP;3505609;Barrinha;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;12,4;15,2;11,7;9,2;--
2021;Sudeste;SP;3505609;Barrinha;Total;Municipal;8,3;3,8;13,6;0,2;0,9;1,4;7,5;8,3;11,8;12,4;15,7;14,6;--;--;--;--;--
2021;Sudeste;SP;3505609;Barrinha;Urbana;Municipal;8,3;3,8;13,6;0,2;0,9;1,4;7,5;8,3;11,8;12,4;15,7;14,6;--;--;--;--;--
2021;Sudeste;SP;3505609;Barrinha;Total;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3505609;Barrinha;Urbana;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3505609;Barrinha;Total;Pública;8,3;3,8;13,6;0,2;0,9;1,4;7,5;8,3;11,8;12,4;15,7;14,6;12,4;15,2;11,7;9,2;--
2021;Sudeste;SP;3505609;Barrinha;Urbana;Pública;8,3;3,8;13,6;0,2;0,9;1,4;7,5;8,3;11,8;12,4;15,7;14,6;12,4;15,2;11,7;9,2;--
2021;Sudeste;SP;3505708;Barueri;Total;Total;6,7;2,9;11,0;0,4;0,6;2,9;4,4;6,1;7,7;10,5;13,8;12,2;16,4;15,6;17,7;16,1;--
2021;Sudeste;SP;3505708;Barueri;Urbana;Total;6,7;2,9;11,0;0,4;0,6;2,9;4,4;6,1;7,7;10,5;13,8;12,2;16,4;15,6;17,7;16,1;--
2021;Sudeste;SP;3505708;Barueri;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;27,0;26,5;28,5;25,8;--
2021;Sudeste;SP;3505708;Barueri;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;27,0;26,5;28,5;25,8;--
2021;Sudeste;SP;3505708;Barueri;Total;Municipal;7,1;3,1;11,7;0,4;0,6;3,1;4,7;6,6;8,2;11,1;14,5;12,9;6,2;5,7;6,8;6,2;--
2021;Sudeste;SP;3505708;Barueri;Urbana;Municipal;7,1;3,1;11,7;0,4;0,6;3,1;4,7;6,6;8,2;11,1;14,5;12,9;6,2;5,7;6,8;6,2;--
2021;Sudeste;SP;3505708;Barueri;Total;Privada;0,8;0,5;1,2;0,8;0,5;0,2;0,5;0,2;0,7;1,0;1,4;1,7;1,8;1,3;1,4;2,7;--
2021;Sudeste;SP;3505708;Barueri;Urbana;Privada;0,8;0,5;1,2;0,8;0,5;0,2;0,5;0,2;0,7;1,0;1,4;1,7;1,8;1,3;1,4;2,7;--
2021;Sudeste;SP;3505708;Barueri;Total;Pública;7,1;3,1;11,7;0,4;0,6;3,1;4,7;6,6;8,2;11,1;14,5;12,9;17,6;16,8;18,9;17,0;--
2021;Sudeste;SP;3505708;Barueri;Urbana;Pública;7,1;3,1;11,7;0,4;0,6;3,1;4,7;6,6;8,2;11,1;14,5;12,9;17,6;16,8;18,9;17,0;--
2021;Sudeste;SP;3505807;Bastos;Total;Total;3,6;2,2;5,4;0,0;0,7;1,1;4,1;4,9;6,1;5,6;4,1;5,6;2,7;2,7;3,9;1,4;--
2021;Sudeste;SP;3505807;Bastos;Urbana;Total;3,7;2,2;5,4;0,0;0,7;1,1;4,1;4,9;6,1;5,6;4,1;5,6;2,7;2,7;3,9;1,4;--
2021;Sudeste;SP;3505807;Bastos;Rural;Total;0,0;0,0;--;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505807;Bastos;Total;Estadual;4,4;2,9;5,9;--;0,8;1,2;4,5;5,0;6,9;6,3;4,6;5,6;2,9;3,0;4,2;1,5;--
2021;Sudeste;SP;3505807;Bastos;Urbana;Estadual;4,4;2,9;5,9;--;0,8;1,2;4,5;5,0;6,9;6,3;4,6;5,6;2,9;3,0;4,2;1,5;--
2021;Sudeste;SP;3505807;Bastos;Total;Municipal;0,0;0,0;--;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505807;Bastos;Urbana;Municipal;0,0;0,0;--;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505807;Bastos;Rural;Municipal;0,0;0,0;--;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505807;Bastos;Total;Privada;0,9;0,9;0,9;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;5,6;0,0;0,0;0,0;0,0;--
2021;Sudeste;SP;3505807;Bastos;Urbana;Privada;0,9;0,9;0,9;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;5,6;0,0;0,0;0,0;0,0;--
2021;Sudeste;SP;3505807;Bastos;Total;Pública;3,9;2,3;5,9;0,0;0,8;1,2;4,5;5,0;6,9;6,3;4,6;5,6;2,9;3,0;4,2;1,5;--
2021;Sudeste;SP;3505807;Bastos;Urbana;Pública;3,9;2,4;5,9;0,0;0,8;1,2;4,5;5,0;6,9;6,3;4,6;5,6;2,9;3,0;4,2;1,5;--
2021;Sudeste;SP;3505807;Bastos;Rural;Pública;0,0;0,0;--;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3505906;Batatais;Total;Total;6,1;3,0;10,0;0,4;0,7;2,8;4,9;5,6;8,0;11,2;10,3;10,4;9,4;15,7;7,9;4,0;--
2021;Sudeste;SP;3505906;Batatais;Urbana;Total;6,1;3,0;10,0;0,4;0,7;2,8;4,9;5,6;8,0;11,2;10,3;10,4;9,4;15,7;7,9;4,0;--
2021;Sudeste;SP;3505906;Batatais;Total;Estadual;9,9;3,1;12,3;0,0;2,0;3,2;3,4;4,9;10,1;14,2;12,1;13,0;10,6;17,5;9,0;4,5;--
2021;Sudeste;SP;3505906;Batatais;Urbana;Estadual;9,9;3,1;12,3;0,0;2,0;3,2;3,4;4,9;10,1;14,2;12,1;13,0;10,6;17,5;9,0;4,5;--
2021;Sudeste;SP;3505906;Batatais;Total;Municipal;4,6;3,6;11,0;0,6;0,4;3,4;6,6;6,9;8,4;14,9;11,1;9,8;--;--;--;--;--
2021;Sudeste;SP;3505906;Batatais;Urbana;Municipal;4,6;3,6;11,0;0,6;0,4;3,4;6,6;6,9;8,4;14,9;11,1;9,8;--;--;--;--;--
2021;Sudeste;SP;3505906;Batatais;Total;Privada;1,6;1,2;2,2;0,0;0,7;0,6;1,9;2,7;1,7;1,1;3,4;2,7;3,3;5,8;2,6;1,0;--
2021;Sudeste;SP;3505906;Batatais;Urbana;Privada;1,6;1,2;2,2;0,0;0,7;0,6;1,9;2,7;1,7;1,1;3,4;2,7;3,3;5,8;2,6;1,0;--
