NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_CAT_0;FUN_AI_CAT_0;FUN_AF_CAT_0;FUN_01_CAT_0;FUN_02_CAT_0;FUN_03_CAT_0;FUN_04_CAT_0;FUN_05_CAT_0;FUN_06_CAT_0;FUN_07_CAT_0;FUN_08_CAT_0;FUN_09_CAT_0;MED_CAT_0;MED_01_CAT_0;MED_02_CAT_0;MED_03_CAT_0;MED_04_CAT_0
2021;Sudeste;SP;3531308;Monte Alto;Total;Municipal;2,4;1,2;5,6;0,0;1,3;0,8;2,1;2,1;4,2;7,3;4,9;6,7;--;--;--;--;--
2021;Sudeste;SP;3531308;Monte Alto;Urbana;Municipal;2,4;1,2;5,6;0,0;1,3;0,8;2,1;2,1;4,2;7,3;4,9;6,7;--;--;--;--;--
2021;Sudeste;SP;3531308;Monte Alto;Total;Privada;1,3;0,7;2,0;0,0;0,0;0,9;0,9;1,7;0,8;2,3;2,6;2,5;1,8;1,8;0,9;2,8;--
2021;Sudeste;SP;3531308;Monte Alto;Urbana;Privada;1,3;0,7;2,0;0,0;0,0;0,9;0,9;1,7;0,8;2,3;2,6;2,5;1,8;1,8;0,9;2,8;--
2021;Sudeste;SP;3531308;Monte Alto;Total;Pública;3,1;1,2;5,5;0,0;1,3;0,8;2,1;2,1;4,5;6,3;4,6;6,9;7,9;8,3;7,8;7,5;--
2021;Sudeste;SP;3531308;Monte Alto;Urbana;Pública;3,1;1,2;5,5;0,0;1,3;0,8;2,1;2,1;4,5;6,3;4,6;6,9;7,9;8,3;7,8;7,5;--
2021;Sudeste;SP;3531407;Monte Aprazível;Total;Total;5,0;2,1;8,4;0,4;0,8;0,9;3,7;4,2;6,7;7,8;7,3;11,8;12,4;13,8;11,6;11,1;--
2021;Sudeste;SP;3531407;Monte Aprazível;Urbana;Total;5,0;2,1;8,4;0,4;0,8;0,9;3,7;4,2;6,7;7,8;7,3;11,8;15,2;16,8;13,9;14,3;--
2021;Sudeste;SP;3531407;Monte Aprazível;Rural;Total;--;--;--;--;--;--;--;--;--;--;--;--;6,5;6,7;7,1;5,4;--
2021;Sudeste;SP;3531407;Monte Aprazível;Total;Estadual;9,4;--;9,4;--;--;--;--;--;13,2;1,7;8,6;21,4;13,9;15,2;12,9;13,2;--
2021;Sudeste;SP;3531407;Monte Aprazível;Urbana;Estadual;9,4;--;9,4;--;--;--;--;--;13,2;1,7;8,6;21,4;18,3;19,3;16,4;19,0;--
2021;Sudeste;SP;3531407;Monte Aprazível;Rural;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;6,5;6,7;7,1;5,4;--
2021;Sudeste;SP;3531407;Monte Aprazível;Total;Municipal;5,3;2,3;9,8;0,5;0,9;1,0;4,4;4,6;6,7;11,6;7,8;12,8;--;--;--;--;--
2021;Sudeste;SP;3531407;Monte Aprazível;Urbana;Municipal;5,3;2,3;9,8;0,5;0,9;1,0;4,4;4,6;6,7;11,6;7,8;12,8;--;--;--;--;--
2021;Sudeste;SP;3531407;Monte Aprazível;Total;Privada;0,9;0,5;1,2;0,0;0,0;0,0;0,0;2,3;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;--
2021;Sudeste;SP;3531407;Monte Aprazível;Urbana;Privada;0,9;0,5;1,2;0,0;0,0;0,0;0,0;2,3;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;--
2021;Sudeste;SP;3531407;Monte Aprazível;Total;Pública;5,7;2,3;9,7;0,5;0,9;1,0;4,4;4,6;7,9;9,2;7,9;13,9;13,9;15,2;12,9;13,2;--
2021;Sudeste;SP;3531407;Monte Aprazível;Urbana;Pública;5,7;2,3;9,7;0,5;0,9;1,0;4,4;4,6;7,9;9,2;7,9;13,9;18,3;19,3;16,4;19,0;--
2021;Sudeste;SP;3531407;Monte Aprazível;Rural;Pública;--;--;--;--;--;--;--;--;--;--;--;--;6,5;6,7;7,1;5,4;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Total;Total;4,6;2,3;7,3;0,5;1,0;1,5;3,1;5,0;4,5;8,7;6,2;9,6;8,3;10,1;9,7;5,5;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Urbana;Total;4,6;2,3;7,3;0,5;1,0;1,5;3,1;5,0;4,5;8,7;6,2;9,6;8,3;10,1;9,7;5,5;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Total;Estadual;7,9;--;7,9;--;--;--;--;--;4,8;10,0;5,5;11,1;8,3;10,1;9,7;5,5;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Urbana;Estadual;7,9;--;7,9;--;--;--;--;--;4,8;10,0;5,5;11,1;8,3;10,1;9,7;5,5;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Total;Municipal;4,8;2,7;8,8;0,5;1,2;1,8;3,5;5,8;5,5;10,4;8,0;11,6;--;--;--;--;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Urbana;Municipal;4,8;2,7;8,8;0,5;1,2;1,8;3,5;5,8;5,5;10,4;8,0;11,6;--;--;--;--;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Total;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Urbana;Privada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Total;Pública;5,3;2,7;8,5;0,5;1,2;1,8;3,5;5,8;5,2;10,3;7,0;11,4;8,3;10,1;9,7;5,5;--
2021;Sudeste;SP;3531506;Monte Azul Paulista;Urbana;Pública;5,3;2,7;8,5;0,5;1,2;1,8;3,5;5,8;5,2;10,3;7,0;11,4;8,3;10,1;9,7;5,5;--
2021;Sudeste;SP;3531605;Monte Castelo;Total;Total;2,8;1,1;5,1;0,0;0,0;0,0;3,8;2,4;9,1;1,8;7,3;3,5;8,1;8,8;7,7;7,9;--
2021;Sudeste;SP;3531605;Monte Castelo;Urbana;Total;2,8;1,1;5,1;0,0;0,0;0,0;3,8;2,4;9,1;1,8;7,3;3,5;8,1;8,8;7,7;7,9;--
2021;Sudeste;SP;3531605;Monte Castelo;Total;Estadual;5,1;--;5,1;--;--;--;--;--;9,1;1,8;7,3;3,5;8,1;8,8;7,7;7,9;--
2021;Sudeste;SP;3531605;Monte Castelo;Urbana;Estadual;5,1;--;5,1;--;--;--;--;--;9,1;1,8;7,3;3,5;8,1;8,8;7,7;7,9;--
2021;Sudeste;SP;3531605;Monte Castelo;Total;Municipal;1,1;1,1;--;0,0;0,0;0,0;3,8;2,4;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531605;Monte Castelo;Urbana;Municipal;1,1;1,1;--;0,0;0,0;0,0;3,8;2,4;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531605;Monte Castelo;Total;Pública;2,8;1,1;5,1;0,0;0,0;0,0;3,8;2,4;9,1;1,8;7,3;3,5;8,1;8,8;7,7;7,9;--
2021;Sudeste;SP;3531605;Monte Castelo;Urbana;Pública;2,8;1,1;5,1;0,0;0,0;0,0;3,8;2,4;9,1;1,8;7,3;3,5;8,1;8,8;7,7;7,9;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Total;Total;12,9;8,7;18,8;0,0;0,0;7,0;10,0;24,3;13,7;19,4;23,3;19,7;25,7;19,6;34,0;23,3;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Urbana;Total;12,7;8,1;18,7;0,0;0,0;8,9;9,9;18,8;14,3;17,5;23,1;20,7;25,7;19,6;34,0;23,3;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Rural;Total;14,4;11,9;19,4;0,0;0,0;0,0;11,1;60,0;10,0;30,0;25,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Total;Estadual;18,7;--;18,7;--;--;--;--;--;14,3;17,5;23,1;20,7;25,7;19,6;34,0;23,3;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Urbana;Estadual;18,7;--;18,7;--;--;--;--;--;14,3;17,5;23,1;20,7;25,7;19,6;34,0;23,3;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Total;Municipal;8,7;8,7;--;0,0;0,0;7,1;10,0;24,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Urbana;Municipal;8,1;8,1;--;0,0;0,0;8,9;9,9;18,8;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Rural;Municipal;12,3;12,3;--;0,0;0,0;0,0;11,1;60,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Total;Privada;18,2;0,0;19,4;--;0,0;0,0;--;--;10,0;30,0;25,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Rural;Privada;18,2;0,0;19,4;--;0,0;0,0;--;--;10,0;30,0;25,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Total;Pública;12,6;8,7;18,7;0,0;0,0;7,1;10,0;24,3;14,3;17,5;23,1;20,7;25,7;19,6;34,0;23,3;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Urbana;Pública;12,7;8,1;18,7;0,0;0,0;8,9;9,9;18,8;14,3;17,5;23,1;20,7;25,7;19,6;34,0;23,3;--
2021;Sudeste;SP;3531704;Monteiro Lobato;Rural;Pública;12,3;12,3;--;0,0;0,0;0,0;11,1;60,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531803;Monte Mor;Total;Total;12,6;7,1;19,7;0,6;0,7;5,4;12,0;15,1;19,6;20,1;19,7;19,4;19,3;21,0;18,7;18,1;--
2021;Sudeste;SP;3531803;Monte Mor;Urbana;Total;12,6;7,1;19,7;0,6;0,8;5,3;12,1;15,2;19,6;20,1;19,7;19,4;19,3;21,0;18,7;18,1;--
2021;Sudeste;SP;3531803;Monte Mor;Rural;Total;3,9;3,9;--;0,0;0,0;8,3;5,6;7,7;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531803;Monte Mor;Total;Estadual;20,5;--;20,5;--;--;--;--;--;21,9;18,6;22,6;18,7;19,7;21,3;19,0;18,4;--
2021;Sudeste;SP;3531803;Monte Mor;Urbana;Estadual;20,5;--;20,5;--;--;--;--;--;21,9;18,6;22,6;18,7;19,7;21,3;19,0;18,4;--
2021;Sudeste;SP;3531803;Monte Mor;Total;Municipal;11,7;7,3;20,4;0,6;0,8;5,6;12,3;15,7;19,4;21,6;19,7;20,9;--;--;--;--;--
2021;Sudeste;SP;3531803;Monte Mor;Urbana;Municipal;11,8;7,4;20,4;0,7;0,8;5,5;12,4;15,9;19,4;21,6;19,7;20,9;--;--;--;--;--
2021;Sudeste;SP;3531803;Monte Mor;Rural;Municipal;3,9;3,9;--;0,0;0,0;8,3;5,6;7,7;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531803;Monte Mor;Total;Privada;1,6;1,4;1,9;0,0;0,0;0,0;2,9;3,4;4,3;3,7;0,0;0,0;2,2;5,0;0,0;0,0;--
2021;Sudeste;SP;3531803;Monte Mor;Urbana;Privada;1,6;1,4;1,9;0,0;0,0;0,0;2,9;3,4;4,3;3,7;0,0;0,0;2,2;5,0;0,0;0,0;--
2021;Sudeste;SP;3531803;Monte Mor;Total;Pública;13,0;7,3;20,4;0,6;0,8;5,6;12,3;15,7;20,3;20,5;20,7;20,2;19,7;21,3;19,0;18,4;--
2021;Sudeste;SP;3531803;Monte Mor;Urbana;Pública;13,1;7,4;20,4;0,7;0,8;5,5;12,4;15,9;20,3;20,5;20,7;20,2;19,7;21,3;19,0;18,4;--
2021;Sudeste;SP;3531803;Monte Mor;Rural;Pública;3,9;3,9;--;0,0;0,0;8,3;5,6;7,7;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3531902;Morro Agudo;Total;Total;12,8;10,0;16,5;0,8;5,5;12,5;13,0;16,5;14,3;20,9;18,2;12,4;12,3;15,3;14,7;6,1;--
2021;Sudeste;SP;3531902;Morro Agudo;Urbana;Total;12,8;10,0;16,5;0,8;5,5;12,5;13,0;16,5;14,3;20,9;18,2;12,4;12,3;15,3;14,7;6,1;--
2021;Sudeste;SP;3531902;Morro Agudo;Total;Estadual;21,2;--;21,2;--;--;--;--;--;19,4;24,5;24,3;16,7;16,7;20,8;19,1;8,5;--
2021;Sudeste;SP;3531902;Morro Agudo;Urbana;Estadual;21,2;--;21,2;--;--;--;--;--;19,4;24,5;24,3;16,7;16,7;20,8;19,1;8,5;--
2021;Sudeste;SP;3531902;Morro Agudo;Total;Municipal;12,5;11,0;15,8;0,9;6,2;13,4;14,4;18,4;12,3;22,2;16,1;12,1;4,2;2,2;8,0;2,3;--
2021;Sudeste;SP;3531902;Morro Agudo;Urbana;Municipal;12,5;11,0;15,8;0,9;6,2;13,4;14,4;18,4;12,3;22,2;16,1;12,1;4,2;2,2;8,0;2,3;--
2021;Sudeste;SP;3531902;Morro Agudo;Total;Privada;0,9;0,5;1,4;0,0;0,0;2,8;0,0;0,0;0,0;0,0;7,7;0,0;0,0;0,0;0,0;0,0;--
2021;Sudeste;SP;3531902;Morro Agudo;Urbana;Privada;0,9;0,5;1,4;0,0;0,0;2,8;0,0;0,0;0,0;0,0;7,7;0,0;0,0;0,0;0,0;0,0;--
2021;Sudeste;SP;3531902;Morro Agudo;Total;Pública;14,0;11,0;18,0;0,9;6,2;13,4;14,4;18,4;15,7;23,2;19,0;13,9;12,8;15,9;15,3;6,4;--
2021;Sudeste;SP;3531902;Morro Agudo;Urbana;Pública;14,0;11,0;18,0;0,9;6,2;13,4;14,4;18,4;15,7;23,2;19,0;13,9;12,8;15,9;15,3;6,4;--
2021;Sudeste;SP;3532009;Morungaba;Total;Total;7,9;2,7;14,6;0,7;0,6;0,5;4,4;7,1;12,3;16,4;13,1;16,4;17,9;16,7;23,4;11,7;--
2021;Sudeste;SP;3532009;Morungaba;Urbana;Total;7,9;2,7;14,6;0,7;0,6;0,5;4,4;7,1;12,3;16,4;13,1;16,4;17,9;16,7;23,4;11,7;--
2021;Sudeste;SP;3532009;Morungaba;Total;Estadual;10,4;--;10,4;--;--;--;--;--;6,1;10,1;13,9;11,1;17,9;16,7;23,4;11,7;--
2021;Sudeste;SP;3532009;Morungaba;Urbana;Estadual;10,4;--;10,4;--;--;--;--;--;6,1;10,1;13,9;11,1;17,9;16,7;23,4;11,7;--
2021;Sudeste;SP;3532009;Morungaba;Total;Municipal;8,0;3,1;17,3;0,8;0,6;0,6;4,8;8,1;16,5;20,4;12,6;19,4;--;--;--;--;--
2021;Sudeste;SP;3532009;Morungaba;Urbana;Municipal;8,0;3,1;17,3;0,8;0,6;0,6;4,8;8,1;16,5;20,4;12,6;19,4;--;--;--;--;--
2021;Sudeste;SP;3532009;Morungaba;Total;Privada;0,0;0,0;--;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532009;Morungaba;Urbana;Privada;0,0;0,0;--;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532009;Morungaba;Total;Pública;8,5;3,1;14,6;0,8;0,6;0,6;4,8;8,1;12,3;16,4;13,1;16,4;17,9;16,7;23,4;11,7;--
2021;Sudeste;SP;3532009;Morungaba;Urbana;Pública;8,5;3,1;14,6;0,8;0,6;0,6;4,8;8,1;12,3;16,4;13,1;16,4;17,9;16,7;23,4;11,7;--
2021;Sudeste;SP;3532058;Motuca;Total;Total;12,8;5,6;22,5;0,0;1,8;4,0;8,1;14,8;22,9;22,7;18,9;25,5;37,2;39,7;40,4;28,6;--
2021;Sudeste;SP;3532058;Motuca;Urbana;Total;12,8;5,6;22,5;0,0;1,8;4,0;8,1;14,8;22,9;22,7;18,9;25,5;37,2;39,7;40,4;28,6;--
2021;Sudeste;SP;3532058;Motuca;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;37,2;39,7;40,4;28,6;--
2021;Sudeste;SP;3532058;Motuca;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;37,2;39,7;40,4;28,6;--
2021;Sudeste;SP;3532058;Motuca;Total;Municipal;12,8;5,6;22,5;0,0;1,8;4,0;8,1;14,8;22,9;22,7;18,9;25,5;--;--;--;--;--
2021;Sudeste;SP;3532058;Motuca;Urbana;Municipal;12,8;5,6;22,5;0,0;1,8;4,0;8,1;14,8;22,9;22,7;18,9;25,5;--;--;--;--;--
2021;Sudeste;SP;3532058;Motuca;Total;Pública;12,8;5,6;22,5;0,0;1,8;4,0;8,1;14,8;22,9;22,7;18,9;25,5;37,2;39,7;40,4;28,6;--
2021;Sudeste;SP;3532058;Motuca;Urbana;Pública;12,8;5,6;22,5;0,0;1,8;4,0;8,1;14,8;22,9;22,7;18,9;25,5;37,2;39,7;40,4;28,6;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Total;Total;4,0;2,8;5,6;0,0;4,7;6,4;2,8;0,0;2,2;8,6;0,0;12,5;3,5;2,4;2,7;5,7;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Urbana;Total;4,0;2,8;5,6;0,0;4,7;6,4;2,8;0,0;2,2;8,6;0,0;12,5;3,5;2,4;2,7;5,7;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Total;Estadual;5,6;--;5,6;--;--;--;--;--;2,2;8,6;0,0;12,5;3,5;2,4;2,7;5,7;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Urbana;Estadual;5,6;--;5,6;--;--;--;--;--;2,2;8,6;0,0;12,5;3,5;2,4;2,7;5,7;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Total;Municipal;2,8;2,8;--;0,0;4,7;6,4;2,8;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Urbana;Municipal;2,8;2,8;--;0,0;4,7;6,4;2,8;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Total;Pública;4,0;2,8;5,6;0,0;4,7;6,4;2,8;0,0;2,2;8,6;0,0;12,5;3,5;2,4;2,7;5,7;--
2021;Sudeste;SP;3532108;Murutinga do Sul;Urbana;Pública;4,0;2,8;5,6;0,0;4,7;6,4;2,8;0,0;2,2;8,6;0,0;12,5;3,5;2,4;2,7;5,7;--
2021;Sudeste;SP;3532157;Nantes;Total;Total;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;5,6;2,1;3,6;--
2021;Sudeste;SP;3532157;Nantes;Urbana;Total;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;5,6;2,1;3,6;--
2021;Sudeste;SP;3532157;Nantes;Total;Estadual;0,0;--;0,0;--;--;--;--;--;0,0;0,0;0,0;0,0;3,2;5,6;2,1;3,6;--
2021;Sudeste;SP;3532157;Nantes;Urbana;Estadual;0,0;--;0,0;--;--;--;--;--;0,0;0,0;0,0;0,0;3,2;5,6;2,1;3,6;--
2021;Sudeste;SP;3532157;Nantes;Total;Municipal;0,0;0,0;--;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532157;Nantes;Urbana;Municipal;0,0;0,0;--;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532157;Nantes;Total;Pública;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;5,6;2,1;3,6;--
2021;Sudeste;SP;3532157;Nantes;Urbana;Pública;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;5,6;2,1;3,6;--
2021;Sudeste;SP;3532207;Narandiba;Total;Total;5,7;3,4;9,3;0,0;2,0;3,7;4,7;6,4;8,8;11,4;8,0;8,6;6,5;2,0;12,2;5,6;--
2021;Sudeste;SP;3532207;Narandiba;Urbana;Total;5,7;3,4;9,3;0,0;2,0;3,7;4,7;6,4;8,8;11,4;8,0;8,6;6,5;2,0;12,2;5,6;--
2021;Sudeste;SP;3532207;Narandiba;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;6,5;2,0;12,2;5,6;--
2021;Sudeste;SP;3532207;Narandiba;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;6,5;2,0;12,2;5,6;--
2021;Sudeste;SP;3532207;Narandiba;Total;Municipal;5,7;3,4;9,3;0,0;2,0;3,7;4,7;6,4;8,8;11,4;8,0;8,6;--;--;--;--;--
2021;Sudeste;SP;3532207;Narandiba;Urbana;Municipal;5,7;3,4;9,3;0,0;2,0;3,7;4,7;6,4;8,8;11,4;8,0;8,6;--;--;--;--;--
2021;Sudeste;SP;3532207;Narandiba;Total;Pública;5,7;3,4;9,3;0,0;2,0;3,7;4,7;6,4;8,8;11,4;8,0;8,6;6,5;2,0;12,2;5,6;--
2021;Sudeste;SP;3532207;Narandiba;Urbana;Pública;5,7;3,4;9,3;0,0;2,0;3,7;4,7;6,4;8,8;11,4;8,0;8,6;6,5;2,0;12,2;5,6;--
2021;Sudeste;SP;3532306;Natividade da Serra;Total;Total;4,7;1,9;8,5;0,0;0,0;1,1;3,0;4,9;10,8;7,0;5,6;12,2;6,9;5,9;9,4;6,0;--
2021;Sudeste;SP;3532306;Natividade da Serra;Urbana;Total;3,3;0,4;7,5;0,0;0,0;0,0;1,6;0,0;6,3;3,8;5,1;17,1;7,3;6,7;10,9;5,2;--
2021;Sudeste;SP;3532306;Natividade da Serra;Rural;Total;6,5;3,9;9,8;0,0;0,0;2,3;5,0;12,5;17,1;10,6;6,3;6,1;4,2;0,0;0,0;11,1;--
2021;Sudeste;SP;3532306;Natividade da Serra;Total;Estadual;7,1;--;7,1;--;--;--;--;--;7,3;3,0;5,9;13,5;6,9;5,9;9,4;6,0;--
2021;Sudeste;SP;3532306;Natividade da Serra;Urbana;Estadual;7,5;--;7,5;--;--;--;--;--;6,3;3,8;5,1;17,1;7,3;6,7;10,9;5,2;--
2021;Sudeste;SP;3532306;Natividade da Serra;Rural;Estadual;5,0;--;5,0;--;--;--;--;--;14,3;0,0;11,1;0,0;4,2;0,0;0,0;11,1;--
2021;Sudeste;SP;3532306;Natividade da Serra;Total;Municipal;3,8;1,9;11,4;0,0;0,0;1,1;3,0;4,9;17,9;14,7;5,1;9,1;--;--;--;--;--
2021;Sudeste;SP;3532306;Natividade da Serra;Urbana;Municipal;0,4;0,4;--;0,0;0,0;0,0;1,6;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532306;Natividade da Serra;Rural;Municipal;6,7;3,9;11,4;0,0;0,0;2,3;5,0;12,5;17,9;14,7;5,1;9,1;--;--;--;--;--
2021;Sudeste;SP;3532306;Natividade da Serra;Total;Pública;4,7;1,9;8,5;0,0;0,0;1,1;3,0;4,9;10,8;7,0;5,6;12,2;6,9;5,9;9,4;6,0;--
2021;Sudeste;SP;3532306;Natividade da Serra;Urbana;Pública;3,3;0,4;7,5;0,0;0,0;0,0;1,6;0,0;6,3;3,8;5,1;17,1;7,3;6,7;10,9;5,2;--
2021;Sudeste;SP;3532306;Natividade da Serra;Rural;Pública;6,5;3,9;9,8;0,0;0,0;2,3;5,0;12,5;17,1;10,6;6,3;6,1;4,2;0,0;0,0;11,1;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Total;Total;6,9;3,0;11,8;0,0;0,9;0,9;5,6;6,9;9,9;14,7;11,6;10,7;11,6;15,2;11,7;7,2;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Urbana;Total;6,8;2,9;13,9;0,0;1,2;0,5;5,9;6,4;11,9;15,6;18,1;10,3;10,4;15,0;9,4;6,7;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Rural;Total;7,2;3,3;9,5;0,0;0,0;2,5;4,7;8,6;7,7;13,5;5,9;11,2;13,0;15,5;14,3;7,8;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Total;Estadual;9,9;3,3;11,8;0,0;1,7;1,9;3,2;7,8;9,9;14,7;11,6;10,7;11,6;15,2;11,7;7,2;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Urbana;Estadual;11,3;3,2;13,9;0,0;3,4;0,0;3,4;8,8;11,9;15,6;18,1;10,3;10,4;15,0;9,4;6,7;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Rural;Estadual;8,4;3,6;9,5;--;0,0;5,3;2,9;6,7;7,7;13,5;5,9;11,2;13,0;15,5;14,3;7,8;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Total;Municipal;2,9;2,9;--;0,0;0,6;0,6;6,8;6,7;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Urbana;Municipal;2,9;2,9;--;0,0;0,7;0,7;6,8;6,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Rural;Municipal;3,1;3,1;--;0,0;0,0;0,0;6,7;10,7;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Total;Privada;0,0;0,0;--;0,0;--;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Urbana;Privada;0,0;0,0;--;0,0;--;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Total;Pública;7,0;3,0;11,8;0,0;0,9;0,9;5,8;7,0;9,9;14,7;11,6;10,7;11,6;15,2;11,7;7,2;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Urbana;Pública;6,9;3,0;13,9;0,0;1,2;0,6;6,2;6,5;11,9;15,6;18,1;10,3;10,4;15,0;9,4;6,7;--
2021;Sudeste;SP;3532405;Nazaré Paulista;Rural;Pública;7,2;3,3;9,5;0,0;0,0;2,5;4,7;8,6;7,7;13,5;5,9;11,2;13,0;15,5;14,3;7,8;--
2021;Sudeste;SP;3532504;Neves Paulista;Total;Total;8,1;5,2;11,6;0,0;0,0;5,5;13,4;6,3;7,7;12,4;8,6;17,8;14,2;18,5;6,6;19,0;--
2021;Sudeste;SP;3532504;Neves Paulista;Urbana;Total;8,1;5,2;11,6;0,0;0,0;5,5;13,4;6,3;7,7;12,4;8,6;17,8;14,2;18,5;6,6;19,0;--
2021;Sudeste;SP;3532504;Neves Paulista;Total;Estadual;11,6;--;11,6;--;--;--;--;--;7,7;12,4;8,6;17,8;14,2;18,5;6,6;19,0;--
2021;Sudeste;SP;3532504;Neves Paulista;Urbana;Estadual;11,6;--;11,6;--;--;--;--;--;7,7;12,4;8,6;17,8;14,2;18,5;6,6;19,0;--
2021;Sudeste;SP;3532504;Neves Paulista;Total;Municipal;5,2;5,2;--;0,0;0,0;5,5;13,4;6,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532504;Neves Paulista;Urbana;Municipal;5,2;5,2;--;0,0;0,0;5,5;13,4;6,3;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3532504;Neves Paulista;Total;Pública;8,1;5,2;11,6;0,0;0,0;5,5;13,4;6,3;7,7;12,4;8,6;17,8;14,2;18,5;6,6;19,0;--
2021;Sudeste;SP;3532504;Neves Paulista;Urbana;Pública;8,1;5,2;11,6;0,0;0,0;5,5;13,4;6,3;7,7;12,4;8,6;17,8;14,2;18,5;6,6;19,0;--
2021;Sudeste;SP;3532603;Nhandeara;Total;Total;2,3;1,1;3,5;0,0;0,0;1,1;0,9;3,3;0,7;2,4;6,2;4,3;5,7;5,8;6,7;4,5;--
