NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;ED_INF_CAT_1;ED_INF_CAT_2;ED_INF_CAT_3;ED_INF_CAT_4;ED_INF_CAT_5;FUN_CAT_1;FUN_CAT_2;FUN_CAT_3;FUN_CAT_4;FUN_CAT_5;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5
2021;Sudeste;SP;3510203;Capão Bonito;Total;Pública;54,5;0,0;5,3;0,5;39,7;71,2;0,4;23,1;0,0;5,3;82,1;0,0;9,4;0,0;8,5;58,1;0,9;39,4;0,0;1,6;60,9;3,4;35,7;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Pública;52,3;0,0;5,7;0,6;41,4;71,6;0,5;22,5;0,0;5,4;80,5;0,0;10,6;0,0;8,9;59,8;1,1;38,3;0,0;0,8;60,5;3,7;35,8;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Pública;80,0;0,0;0,0;0,0;20,0;69,0;0,0;25,8;0,0;5,2;94,6;0,0;0,0;0,0;5,4;51,3;0,0;43,8;0,0;4,9;66,7;0,0;33,3;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Total;68,6;0,0;13,2;0,0;18,2;83,2;1,5;15,3;0,0;0,0;93,3;2,4;4,3;0,0;0,0;70,8;0,5;28,7;0,0;0,0;70,3;0,0;29,7;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Total;69,8;0,0;15,1;0,0;15,1;83,5;1,5;15,0;0,0;0,0;93,6;2,7;3,7;0,0;0,0;70,9;0,0;29,1;0,0;0,0;70,3;0,0;29,7;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Total;60,0;0,0;0,0;0,0;40,0;80,8;1,5;17,7;0,0;0,0;90,9;0,0;9,1;0,0;0,0;70,3;3,1;26,6;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;72,1;0,0;27,9;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;72,1;0,0;27,9;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Municipal;68,4;0,0;13,3;0,0;18,3;84,6;1,6;13,8;0,0;0,0;92,9;2,5;4,6;0,0;0,0;73,7;0,5;25,8;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Municipal;69,6;0,0;15,2;0,0;15,2;85,3;1,7;13,0;0,0;0,0;93,2;2,9;3,9;0,0;0,0;74,4;0,0;25,6;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Municipal;60,0;0,0;0,0;0,0;40,0;80,8;1,5;17,7;0,0;0,0;90,9;0,0;9,1;0,0;0,0;70,3;3,1;26,6;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Privada;100,0;0,0;0,0;0,0;0,0;66,2;0,0;33,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0;47,8;0,0;52,2;0,0;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Privada;100,0;0,0;0,0;0,0;0,0;66,2;0,0;33,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0;47,8;0,0;52,2;0,0;0,0;50,0;0,0;50,0;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Pública;68,4;0,0;13,3;0,0;18,3;84,6;1,6;13,8;0,0;0,0;92,9;2,5;4,6;0,0;0,0;73,7;0,5;25,8;0,0;0,0;72,1;0,0;27,9;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Pública;69,6;0,0;15,2;0,0;15,2;85,3;1,7;13,0;0,0;0,0;93,2;2,9;3,9;0,0;0,0;74,4;0,0;25,6;0,0;0,0;72,1;0,0;27,9;0,0;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Pública;60,0;0,0;0,0;0,0;40,0;80,8;1,5;17,7;0,0;0,0;90,9;0,0;9,1;0,0;0,0;70,3;3,1;26,6;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510401;Capivari;Total;Total;58,2;0,0;34,6;0,0;7,2;81,4;0,0;16,9;0,0;1,7;87,3;0,0;10,2;0,0;2,5;72,4;0,0;27,3;0,0;0,3;64,1;2,4;32,1;1,4;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Total;58,2;0,0;34,6;0,0;7,2;81,4;0,0;16,9;0,0;1,7;87,3;0,0;10,2;0,0;2,5;72,4;0,0;27,3;0,0;0,3;64,1;2,4;32,1;1,4;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;82,4;4,4;0,0;13,2;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;82,4;4,4;0,0;13,2;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Estadual;--;--;--;--;--;72,0;0,0;28,0;0,0;0,0;--;--;--;--;--;72,0;0,0;28,0;0,0;0,0;61,0;2,5;36,5;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Estadual;--;--;--;--;--;72,0;0,0;28,0;0,0;0,0;--;--;--;--;--;72,0;0,0;28,0;0,0;0,0;61,0;2,5;36,5;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Municipal;60,5;0,0;31,7;0,0;7,8;86,1;0,0;12,6;0,0;1,3;88,0;0,0;10,4;0,0;1,6;79,8;0,0;20,2;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510401;Capivari;Urbana;Municipal;60,5;0,0;31,7;0,0;7,8;86,1;0,0;12,6;0,0;1,3;88,0;0,0;10,4;0,0;1,6;79,8;0,0;20,2;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510401;Capivari;Total;Privada;47,2;0,0;48,3;0,0;4,5;65,8;0,0;28,1;0,0;6,1;79,5;0,0;8,9;0,0;11,6;55,6;0,0;42,4;0,0;2,0;71,2;0,0;28,8;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Privada;47,2;0,0;48,3;0,0;4,5;65,8;0,0;28,1;0,0;6,1;79,5;0,0;8,9;0,0;11,6;55,6;0,0;42,4;0,0;2,0;71,2;0,0;28,8;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Pública;60,5;0,0;31,7;0,0;7,8;83,6;0,0;15,4;0,0;1,0;88,0;0,0;10,4;0,0;1,6;76,0;0,0;24,0;0,0;0,0;63,3;2,7;32,5;1,5;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Pública;60,5;0,0;31,7;0,0;7,8;83,6;0,0;15,4;0,0;1,0;88,0;0,0;10,4;0,0;1,6;76,0;0,0;24,0;0,0;0,0;63,3;2,7;32,5;1,5;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Total;89,5;0,0;6,9;0,0;3,6;84,2;1,1;14,0;0,0;0,7;89,9;1,2;8,0;0,0;0,9;76,2;1,0;22,6;0,0;0,2;75,4;1,4;22,7;0,1;0,4
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Total;89,5;0,0;6,9;0,0;3,6;84,3;1,1;13,9;0,0;0,7;89,9;1,2;8,0;0,0;0,9;76,3;1,0;22,5;0,0;0,2;75,5;1,5;22,5;0,1;0,4
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Total;--;--;--;--;--;74,2;0,0;25,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0;68,0;0,0;32,0;0,0;0,0;60,0;0,0;40,0;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;68,4;0,0;31,6;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;68,4;0,0;31,6;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Estadual;--;--;--;--;--;80,1;1,4;18,5;0,0;0,0;100,0;0,0;0,0;0,0;0,0;79,9;1,4;18,7;0,0;0,0;77,5;1,4;20,9;0,1;0,1
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Estadual;--;--;--;--;--;80,4;1,4;18,2;0,0;0,0;--;--;--;--;--;80,4;1,4;18,2;0,0;0,0;77,7;1,4;20,6;0,1;0,2
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Estadual;--;--;--;--;--;74,2;0,0;25,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0;68,0;0,0;32,0;0,0;0,0;60,0;0,0;40,0;0,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Municipal;98,9;0,0;0,7;0,0;0,4;86,1;1,1;12,6;0,0;0,2;90,6;1,3;7,9;0,0;0,2;77,4;0,8;21,8;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Municipal;98,9;0,0;0,7;0,0;0,4;86,1;1,1;12,6;0,0;0,2;90,6;1,3;7,9;0,0;0,2;77,4;0,8;21,8;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Privada;67,2;0,0;21,6;0,0;11,2;79,3;1,0;16,8;0,0;2,9;87,0;1,0;8,1;0,0;3,9;67,9;1,1;29,7;0,0;1,3;63,9;2,0;32,0;0,0;2,1
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Privada;67,2;0,0;21,6;0,0;11,2;79,3;1,0;16,8;0,0;2,9;87,0;1,0;8,1;0,0;3,9;67,9;1,1;29,7;0,0;1,3;63,9;2,0;32,0;0,0;2,1
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Pública;98,9;0,0;0,7;0,0;0,4;85,4;1,1;13,3;0,0;0,2;90,6;1,3;7,9;0,0;0,2;78,1;1,0;20,9;0,0;0,0;77,3;1,3;21,1;0,1;0,2
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Pública;98,9;0,0;0,7;0,0;0,4;85,5;1,2;13,2;0,0;0,1;90,6;1,3;7,9;0,0;0,2;78,2;1,0;20,8;0,0;0,0;77,5;1,4;20,9;0,1;0,1
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Pública;--;--;--;--;--;74,2;0,0;25,8;0,0;0,0;100,0;0,0;0,0;0,0;0,0;68,0;0,0;32,0;0,0;0,0;60,0;0,0;40,0;0,0;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Total;73,8;0,0;17,7;0,5;8,0;84,2;0,7;13,2;0,1;1,8;88,9;1,2;6,7;0,2;3,0;78,2;0,2;21,5;0,0;0,1;74,8;0,8;24,3;0,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Total;73,8;0,0;17,7;0,5;8,0;84,2;0,7;13,2;0,1;1,8;88,9;1,2;6,7;0,2;3,0;78,2;0,2;21,5;0,0;0,1;74,8;0,8;24,3;0,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Estadual;--;--;--;--;--;86,2;0,1;11,9;0,1;1,7;93,5;0,2;2,6;0,3;3,4;80,1;0,0;19,9;0,0;0,0;74,7;0,7;24,5;0,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Estadual;--;--;--;--;--;86,2;0,1;11,9;0,1;1,7;93,5;0,2;2,6;0,3;3,4;80,1;0,0;19,9;0,0;0,0;74,7;0,7;24,5;0,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Municipal;72,6;0,0;25,0;0,3;2,1;87,4;2,5;10,1;0,0;0,0;87,4;2,5;10,1;0,0;0,0;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Municipal;72,6;0,0;25,0;0,3;2,1;87,4;2,5;10,1;0,0;0,0;87,4;2,5;10,1;0,0;0,0;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510609;Carapicuíba;Total;Privada;75,9;0,0;5,5;0,8;17,8;74,4;2,1;19,9;0,0;3,6;78,5;2,5;14,2;0,0;4,8;65,6;1,0;32,3;0,0;1,1;75,9;1,2;21,9;0,0;1,0
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Privada;75,9;0,0;5,5;0,8;17,8;74,4;2,1;19,9;0,0;3,6;78,5;2,5;14,2;0,0;4,8;65,6;1,0;32,3;0,0;1,1;75,9;1,2;21,9;0,0;1,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Pública;72,6;0,0;25,0;0,3;2,1;86,4;0,4;11,7;0,1;1,4;91,9;0,8;4,6;0,2;2,5;80,1;0,0;19,9;0,0;0,0;74,7;0,7;24,5;0,1;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Pública;72,6;0,0;25,0;0,3;2,1;86,4;0,4;11,7;0,1;1,4;91,9;0,8;4,6;0,2;2,5;80,1;0,0;19,9;0,0;0,0;74,7;0,7;24,5;0,1;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Total;47,1;0,0;2,9;0,0;50,0;78,3;1,9;18,7;0,0;1,1;89,8;0,0;8,2;0,0;2,0;65,0;4,1;30,9;0,0;0,0;66,4;0,0;33,6;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Total;50,0;0,0;3,3;0,0;46,7;78,3;1,9;18,7;0,0;1,1;89,8;0,0;8,2;0,0;2,0;65,0;4,1;30,9;0,0;0,0;66,4;0,0;33,6;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Rural;Total;25,0;0,0;0,0;0,0;75,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510708;Cardoso;Total;Estadual;--;--;--;--;--;61,5;0,0;38,5;0,0;0,0;100,0;0,0;0,0;0,0;0,0;58,8;0,0;41,2;0,0;0,0;65,5;0,0;34,5;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Estadual;--;--;--;--;--;61,5;0,0;38,5;0,0;0,0;100,0;0,0;0,0;0,0;0,0;58,8;0,0;41,2;0,0;0,0;65,5;0,0;34,5;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Municipal;39,3;0,0;3,6;0,0;57,1;86,1;2,0;10,2;0,0;1,7;89,9;0,0;7,7;0,0;2,4;77,0;6,9;16,1;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510708;Cardoso;Urbana;Municipal;41,7;0,0;4,2;0,0;54,1;86,1;2,0;10,2;0,0;1,7;89,9;0,0;7,7;0,0;2,4;77,0;6,9;16,1;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510708;Cardoso;Rural;Municipal;25,0;0,0;0,0;0,0;75,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510708;Cardoso;Total;Privada;83,3;0,0;0,0;0,0;16,7;71,8;4,2;24,0;0,0;0,0;87,5;0,0;12,5;0,0;0,0;51,6;9,7;38,7;0,0;0,0;69,7;0,0;30,3;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Privada;83,3;0,0;0,0;0,0;16,7;71,8;4,2;24,0;0,0;0,0;87,5;0,0;12,5;0,0;0,0;51,6;9,7;38,7;0,0;0,0;69,7;0,0;30,3;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Total;Pública;39,3;0,0;3,6;0,0;57,1;79,5;1,5;17,8;0,0;1,2;90,2;0,0;7,4;0,0;2,4;67,2;3,2;29,6;0,0;0,0;65,5;0,0;34,5;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Pública;41,7;0,0;4,2;0,0;54,1;79,5;1,5;17,8;0,0;1,2;90,2;0,0;7,4;0,0;2,4;67,2;3,2;29,6;0,0;0,0;65,5;0,0;34,5;0,0;0,0
2021;Sudeste;SP;3510708;Cardoso;Rural;Pública;25,0;0,0;0,0;0,0;75,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510807;Casa Branca;Total;Total;82,8;0,0;5,7;0,0;11,5;77,6;0,0;18,8;0,0;3,6;84,8;0,0;10,0;0,0;5,2;68,4;0,0;30,2;0,0;1,4;72,6;1,4;26,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Total;82,8;0,0;5,7;0,0;11,5;77,6;0,0;18,8;0,0;3,6;84,8;0,0;10,0;0,0;5,2;68,4;0,0;30,2;0,0;1,4;72,6;1,4;26,0;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Rural;Total;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510807;Casa Branca;Total;Estadual;--;--;--;--;--;76,8;0,0;23,2;0,0;0,0;--;--;--;--;--;76,8;0,0;23,2;0,0;0,0;72,0;0,7;27,3;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Estadual;--;--;--;--;--;76,8;0,0;23,2;0,0;0,0;--;--;--;--;--;76,8;0,0;23,2;0,0;0,0;72,0;0,7;27,3;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Rural;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510807;Casa Branca;Total;Municipal;84,1;0,0;2,1;0,0;13,8;86,9;0,0;9,4;0,0;3,7;86,9;0,0;9,4;0,0;3,7;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Municipal;84,1;0,0;2,1;0,0;13,8;86,9;0,0;9,4;0,0;3,7;86,9;0,0;9,4;0,0;3,7;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510807;Casa Branca;Total;Privada;75,9;0,0;24,1;0,0;0,0;67,3;0,0;27,2;0,0;5,5;78,9;0,0;11,9;0,0;9,2;59,3;0,0;37,7;0,0;3,0;74,4;3,5;22,1;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Privada;75,9;0,0;24,1;0,0;0,0;67,3;0,0;27,2;0,0;5,5;78,9;0,0;11,9;0,0;9,2;59,3;0,0;37,7;0,0;3,0;74,4;3,5;22,1;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Total;Pública;84,1;0,0;2,1;0,0;13,8;83,3;0,0;14,2;0,0;2,5;86,9;0,0;9,4;0,0;3,7;76,8;0,0;23,2;0,0;0,0;72,0;0,7;27,3;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Urbana;Pública;84,1;0,0;2,1;0,0;13,8;83,3;0,0;14,2;0,0;2,5;86,9;0,0;9,4;0,0;3,7;76,8;0,0;23,2;0,0;0,0;72,0;0,7;27,3;0,0;0,0
2021;Sudeste;SP;3510807;Casa Branca;Rural;Pública;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Total;40,0;0,0;45,0;0,0;15,0;79,1;0,0;20,9;0,0;0,0;81,4;0,0;18,6;0,0;0,0;76,6;0,0;23,4;0,0;0,0;83,3;0,0;16,7;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Total;40,0;0,0;45,0;0,0;15,0;79,1;0,0;20,9;0,0;0,0;81,4;0,0;18,6;0,0;0,0;76,6;0,0;23,4;0,0;0,0;83,3;0,0;16,7;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;83,3;0,0;16,7;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;83,3;0,0;16,7;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Municipal;40,0;0,0;45,0;0,0;15,0;79,1;0,0;20,9;0,0;0,0;81,4;0,0;18,6;0,0;0,0;76,6;0,0;23,4;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Municipal;40,0;0,0;45,0;0,0;15,0;79,1;0,0;20,9;0,0;0,0;81,4;0,0;18,6;0,0;0,0;76,6;0,0;23,4;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Total;Pública;40,0;0,0;45,0;0,0;15,0;79,1;0,0;20,9;0,0;0,0;81,4;0,0;18,6;0,0;0,0;76,6;0,0;23,4;0,0;0,0;83,3;0,0;16,7;0,0;0,0
2021;Sudeste;SP;3510906;Cássia dos Coqueiros;Urbana;Pública;40,0;0,0;45,0;0,0;15,0;79,1;0,0;20,9;0,0;0,0;81,4;0,0;18,6;0,0;0,0;76,6;0,0;23,4;0,0;0,0;83,3;0,0;16,7;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Total;Total;74,7;0,0;20,1;0,0;5,2;79,2;0,0;20,2;0,0;0,6;81,9;0,0;17,0;0,0;1,1;75,0;0,0;25,0;0,0;0,0;76,2;0,0;23,8;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Urbana;Total;76,1;0,0;18,4;0,0;5,5;77,5;0,0;21,7;0,0;0,8;80,1;0,0;18,6;0,0;1,3;73,8;0,0;26,2;0,0;0,0;76,2;0,0;23,8;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Rural;Total;54,5;0,0;45,5;0,0;0,0;87,4;0,0;12,6;0,0;0,0;89,4;0,0;10,6;0,0;0,0;82,9;0,0;17,1;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3511003;Castilho;Total;Estadual;--;--;--;--;--;73,8;0,0;26,2;0,0;0,0;--;--;--;--;--;73,8;0,0;26,2;0,0;0,0;76,2;0,0;23,8;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Urbana;Estadual;--;--;--;--;--;73,8;0,0;26,2;0,0;0,0;--;--;--;--;--;73,8;0,0;26,2;0,0;0,0;76,2;0,0;23,8;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Total;Municipal;74,7;0,0;20,1;0,0;5,2;82,0;0,0;17,0;0,0;1,0;81,9;0,0;17,0;0,0;1,1;82,9;0,0;17,1;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3511003;Castilho;Urbana;Municipal;76,1;0,0;18,4;0,0;5,5;80,1;0,0;18,6;0,0;1,3;80,1;0,0;18,6;0,0;1,3;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3511003;Castilho;Rural;Municipal;54,5;0,0;45,5;0,0;0,0;87,4;0,0;12,6;0,0;0,0;89,4;0,0;10,6;0,0;0,0;82,9;0,0;17,1;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3511003;Castilho;Total;Pública;74,7;0,0;20,1;0,0;5,2;79,2;0,0;20,2;0,0;0,6;81,9;0,0;17,0;0,0;1,1;75,0;0,0;25,0;0,0;0,0;76,2;0,0;23,8;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Urbana;Pública;76,1;0,0;18,4;0,0;5,5;77,5;0,0;21,7;0,0;0,8;80,1;0,0;18,6;0,0;1,3;73,8;0,0;26,2;0,0;0,0;76,2;0,0;23,8;0,0;0,0
2021;Sudeste;SP;3511003;Castilho;Rural;Pública;54,5;0,0;45,5;0,0;0,0;87,4;0,0;12,6;0,0;0,0;89,4;0,0;10,6;0,0;0,0;82,9;0,0;17,1;0,0;0,0;--;--;--;--;--
2021;Sudeste;SP;3511102;Catanduva;Total;Total;82,1;0,1;16,3;0,1;1,4;80,6;0,5;18,0;0,0;0,9;86,2;0,8;11,7;0,0;1,3;73,7;0,1;25,9;0,1;0,2;78,1;1,7;19,9;0,1;0,2
2021;Sudeste;SP;3511102;Catanduva;Urbana;Total;82,1;0,1;16,3;0,1;1,4;80,6;0,5;18,0;0,0;0,9;86,2;0,8;11,7;0,0;1,3;73,7;0,1;25,9;0,1;0,2;78,1;1,7;19,9;0,1;0,2
2021;Sudeste;SP;3511102;Catanduva;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;76,9;5,6;17,5;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;76,9;5,6;17,5;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Estadual;--;--;--;--;--;79,9;0,0;20,1;0,0;0,0;--;--;--;--;--;79,9;0,0;20,1;0,0;0,0;78,2;0,8;21,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Estadual;--;--;--;--;--;79,9;0,0;20,1;0,0;0,0;--;--;--;--;--;79,9;0,0;20,1;0,0;0,0;78,2;0,8;21,0;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Total;Municipal;88,0;0,2;10,9;0,0;0,9;86,5;0,7;12,4;0,1;0,3;88,2;0,9;10,6;0,0;0,3;79,8;0,0;19,9;0,3;0,0;--;--;--;--;--
2021;Sudeste;SP;3511102;Catanduva;Urbana;Municipal;88,0;0,2;10,9;0,0;0,9;86,5;0,7;12,4;0,1;0,3;88,2;0,9;10,6;0,0;0,3;79,8;0,0;19,9;0,3;0,0;--;--;--;--;--
2021;Sudeste;SP;3511102;Catanduva;Total;Privada;67,0;0,0;30,2;0,5;2,3;75,1;0,4;22,9;0,1;1,5;83,2;0,6;13,5;0,0;2,7;66,7;0,2;32,5;0,1;0,5;78,2;2,6;18,0;0,3;0,9
2021;Sudeste;SP;3511102;Catanduva;Urbana;Privada;67,0;0,0;30,2;0,5;2,3;75,1;0,4;22,9;0,1;1,5;83,2;0,6;13,5;0,0;2,7;66,7;0,2;32,5;0,1;0,5;78,2;2,6;18,0;0,3;0,9
2021;Sudeste;SP;3511102;Catanduva;Total;Pública;88,0;0,2;10,9;0,0;0,9;84,8;0,5;14,5;0,0;0,2;88,2;0,9;10,6;0,0;0,3;79,8;0,0;20,1;0,1;0,0;78,1;1,2;20,7;0,0;0,0
2021;Sudeste;SP;3511102;Catanduva;Urbana;Pública;88,0;0,2;10,9;0,0;0,9;84,8;0,5;14,5;0,0;0,2;88,2;0,9;10,6;0,0;0,3;79,8;0,0;20,1;0,1;0,0;78,1;1,2;20,7;0,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Total;Total;100,0;0,0;0,0;0,0;0,0;88,4;0,0;11,6;0,0;0,0;97,4;0,0;2,6;0,0;0,0;74,7;0,0;25,3;0,0;0,0;68,9;0,0;31,1;0,0;0,0
2021;Sudeste;SP;3511201;Catiguá;Urbana;Total;100,0;0,0;0,0;0,0;0,0;88,4;0,0;11,6;0,0;0,0;97,4;0,0;2,6;0,0;0,0;74,7;0,0;25,3;0,0;0,0;68,9;0,0;31,1;0,0;0,0
