NU_ANO_CENSO;NO_REGIAO;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;1_CAT1_CATFUN;1_CAT1_CATMED;1_CAT2_CATFUN;1_CAT2_CATMED;1_CAT3_CATFUN;1_CAT3_CATMED
2021;Sudeste;SP;3514403;Dracena;Urbana;Total;99,2;96,8;0,3;0,4;0,4;1,4
2021;Sudeste;SP;3514403;Dracena;Rural;Total;--;85,8;--;8,9;--;5,3
2021;Sudeste;SP;3514502;Duartina;Total;Total;99,3;98,5;0,4;0,6;0,3;0,9
2021;Sudeste;SP;3514502;Duartina;Total;Pública;99,3;98,4;0,4;0,8;0,3;0,8
2021;Sudeste;SP;3514502;Duartina;Total;Privada;99,2;98,6;0,4;0,0;0,4;1,4
2021;Sudeste;SP;3514502;Duartina;Urbana;Total;99,3;98,5;0,4;0,6;0,3;0,9
2021;Sudeste;SP;3514601;Dumont;Total;Total;98,4;92,7;0,7;1,1;0,9;5,1
2021;Sudeste;SP;3514601;Dumont;Total;Pública;98,3;92,7;0,8;1,1;0,9;5,1
2021;Sudeste;SP;3514601;Dumont;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3514601;Dumont;Urbana;Total;98,4;92,7;0,7;1,1;0,9;5,1
2021;Sudeste;SP;3514700;Echaporã;Total;Total;99,3;98,9;0,0;0,0;0,7;1,1
2021;Sudeste;SP;3514700;Echaporã;Total;Pública;99,3;98,9;0,0;0,0;0,7;1,1
2021;Sudeste;SP;3514700;Echaporã;Urbana;Total;99,3;98,9;0,0;0,0;0,7;1,1
2021;Sudeste;SP;3514809;Eldorado;Total;Total;98,1;96,5;0,8;0,9;1,1;2,0
2021;Sudeste;SP;3514809;Eldorado;Total;Pública;98,1;96,5;0,8;0,9;1,1;2,0
2021;Sudeste;SP;3514809;Eldorado;Urbana;Total;98,6;97,7;0,7;0,9;0,7;0,6
2021;Sudeste;SP;3514809;Eldorado;Rural;Total;97,4;94,4;1,1;1,0;1,5;4,6
2021;Sudeste;SP;3514908;Elias Fausto;Total;Total;98,2;94,7;0,8;1,4;1,0;3,8
2021;Sudeste;SP;3514908;Elias Fausto;Total;Pública;98,2;94,7;0,8;1,4;1,0;3,8
2021;Sudeste;SP;3514908;Elias Fausto;Urbana;Total;98,2;94,7;0,8;1,4;1,0;3,8
2021;Sudeste;SP;3514924;Elisiário;Total;Total;98,3;98,9;0,9;0,0;0,8;1,1
2021;Sudeste;SP;3514924;Elisiário;Total;Pública;98,3;98,9;0,9;0,0;0,8;1,1
2021;Sudeste;SP;3514924;Elisiário;Urbana;Total;98,3;98,9;0,9;0,0;0,8;1,1
2021;Sudeste;SP;3514957;Embaúba;Total;Total;98,3;91,3;1,7;2,9;0,0;5,8
2021;Sudeste;SP;3514957;Embaúba;Total;Pública;98,3;91,3;1,7;2,9;0,0;5,8
2021;Sudeste;SP;3514957;Embaúba;Urbana;Total;98,3;91,3;1,7;2,9;0,0;5,8
2021;Sudeste;SP;3515004;Embu das Artes;Total;Total;98,9;96,7;0,4;1,2;0,6;1,3
2021;Sudeste;SP;3515004;Embu das Artes;Total;Pública;99,0;96,6;0,4;1,2;0,5;1,3
2021;Sudeste;SP;3515004;Embu das Artes;Total;Privada;98,7;98,1;0,6;0,6;0,7;1,3
2021;Sudeste;SP;3515004;Embu das Artes;Urbana;Total;98,9;96,7;0,4;1,2;0,6;1,3
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Total;99,4;98,4;0,3;0,6;0,3;0,9
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Pública;99,6;98,4;0,1;0,7;0,3;0,8
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Privada;98,6;98,7;0,9;0,3;0,5;1,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Urbana;Total;99,6;98,4;0,1;0,6;0,3;0,9
2021;Sudeste;SP;3515103;Embu-Guaçu;Rural;Total;97,8;--;1,8;--;0,4;--
2021;Sudeste;SP;3515129;Emilianópolis;Total;Total;99,3;98,9;0,0;0,0;0,7;1,1
2021;Sudeste;SP;3515129;Emilianópolis;Total;Pública;99,3;98,9;0,0;0,0;0,7;1,1
2021;Sudeste;SP;3515129;Emilianópolis;Urbana;Total;99,3;98,9;0,0;0,0;0,7;1,1
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Total;96,8;95,7;1,5;1,2;1,6;2,2
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Pública;97,6;97,5;1,5;0,4;0,8;1,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Privada;94,3;92,7;1,3;2,5;4,4;4,1
2021;Sudeste;SP;3515152;Engenheiro Coelho;Urbana;Total;97,6;97,5;1,5;0,4;0,8;1,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Rural;Total;94,3;92,7;1,3;2,5;4,4;4,1
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Total;99,0;89,5;0,5;6,1;0,5;2,7
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Pública;98,9;88,7;0,5;6,5;0,6;3,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Privada;99,4;99,1;0,4;0,9;0,2;0,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Urbana;Total;99,0;94,2;0,5;1,6;0,5;2,5
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Rural;Total;98,6;77,7;0,0;17,3;1,4;3,4
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Total;Total;99,3;98,0;0,2;0,0;0,5;2,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Total;Pública;99,3;98,0;0,2;0,0;0,5;2,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Urbana;Total;99,3;98,0;0,2;0,0;0,5;2,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Total;95,4;95,3;3,8;0,8;0,8;2,7
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Pública;95,0;94,9;4,1;0,9;0,8;3,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Urbana;Total;95,4;95,3;3,8;0,8;0,8;2,7
2021;Sudeste;SP;3515301;Estrela do Norte;Total;Total;99,7;98,8;0,0;0,0;0,3;1,2
2021;Sudeste;SP;3515301;Estrela do Norte;Total;Pública;99,7;98,8;0,0;0,0;0,3;1,2
2021;Sudeste;SP;3515301;Estrela do Norte;Urbana;Total;99,7;98,8;0,0;0,0;0,3;1,2
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Total;98,6;94,8;0,7;0,7;0,7;4,5
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Pública;98,6;94,8;0,7;0,7;0,7;4,5
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Total;98,3;95,5;0,8;0,8;0,9;3,7
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Total;99,6;90,7;0,4;0,0;0,0;9,3
2021;Sudeste;SP;3515400;Fartura;Total;Total;98,6;91,8;0,2;0,7;1,2;7,1
2021;Sudeste;SP;3515400;Fartura;Total;Pública;98,4;90,5;0,2;0,9;1,4;8,2
2021;Sudeste;SP;3515400;Fartura;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3515400;Fartura;Urbana;Total;98,6;91,8;0,2;0,7;1,2;7,1
2021;Sudeste;SP;3515509;Fernandópolis;Total;Total;99,2;96,8;0,4;0,6;0,3;2,1
2021;Sudeste;SP;3515509;Fernandópolis;Total;Pública;99,1;96,1;0,5;0,7;0,4;2,5
2021;Sudeste;SP;3515509;Fernandópolis;Total;Privada;99,7;100,0;0,2;0,0;0,1;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Total;99,2;96,8;0,4;0,6;0,3;2,1
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Total;99,4;98,2;0,5;0,6;0,1;1,2
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Pública;99,4;98,2;0,5;0,6;0,1;1,2
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Total;99,4;98,2;0,5;0,6;0,1;1,2
2021;Sudeste;SP;3515657;Fernão;Total;Total;99,6;96,3;0,4;0,0;0,0;2,5
2021;Sudeste;SP;3515657;Fernão;Total;Pública;99,6;96,3;0,4;0,0;0,0;2,5
2021;Sudeste;SP;3515657;Fernão;Urbana;Total;99,6;96,3;0,4;0,0;0,0;2,5
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Total;99,3;96,9;0,4;1,7;0,3;1,1
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Pública;99,3;96,7;0,4;1,8;0,3;1,2
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Privada;99,4;99,2;0,1;0,3;0,5;0,5
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Total;99,3;96,9;0,4;1,7;0,3;1,1
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Total;99,1;--;0,0;--;0,9;--
2021;Sudeste;SP;3515806;Flora Rica;Total;Total;96,4;97,7;2,4;0,0;1,2;0,0
2021;Sudeste;SP;3515806;Flora Rica;Total;Pública;96,4;97,7;2,4;0,0;1,2;0,0
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Total;96,4;97,7;2,4;0,0;1,2;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Total;97,1;92,0;1,7;1,3;0,8;6,7
2021;Sudeste;SP;3515905;Floreal;Total;Pública;97,1;92,0;1,7;1,3;0,8;6,7
2021;Sudeste;SP;3515905;Floreal;Urbana;Total;97,1;92,0;1,7;1,3;0,8;6,7
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Total;97,6;97,5;1,7;1,3;0,6;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Pública;97,6;97,5;1,7;1,3;0,6;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Total;97,6;97,5;1,7;1,3;0,6;0,0
2021;Sudeste;SP;3516101;Florínea;Total;Total;99,4;96,5;0,3;1,2;0,3;1,2
2021;Sudeste;SP;3516101;Florínea;Total;Pública;99,4;96,5;0,3;1,2;0,3;1,2
2021;Sudeste;SP;3516101;Florínea;Urbana;Total;99,4;96,5;0,3;1,2;0,3;1,2
2021;Sudeste;SP;3516200;Franca;Total;Total;98,5;95,5;0,8;1,9;0,7;2,4
2021;Sudeste;SP;3516200;Franca;Total;Pública;98,4;94,7;0,9;2,2;0,7;2,8
2021;Sudeste;SP;3516200;Franca;Total;Privada;99,4;99,6;0,3;0,1;0,3;0,3
2021;Sudeste;SP;3516200;Franca;Urbana;Total;98,5;95,5;0,8;1,9;0,7;2,4
2021;Sudeste;SP;3516309;Francisco Morato;Total;Total;99,1;97,6;0,4;1,4;0,5;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Total;Pública;99,1;97,6;0,4;1,4;0,5;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Total;Privada;98,7;98,1;0,4;1,9;0,9;0,0
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Total;99,1;97,6;0,4;1,4;0,5;0,7
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Total;98,7;97,4;0,3;0,7;0,9;1,9
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Pública;98,6;97,4;0,4;0,8;0,9;1,8
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Privada;99,3;100,0;0,2;0,0;0,5;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Total;98,7;97,4;0,3;0,7;0,9;1,9
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Pública;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Total;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3516606;Gália;Total;Total;98,5;99,2;1,0;0,0;0,2;0,8
2021;Sudeste;SP;3516606;Gália;Total;Pública;98,5;99,2;1,0;0,0;0,2;0,8
2021;Sudeste;SP;3516606;Gália;Urbana;Total;98,5;99,2;1,0;0,0;0,2;0,8
2021;Sudeste;SP;3516705;Garça;Total;Total;99,5;93,0;0,2;4,4;0,2;1,6
2021;Sudeste;SP;3516705;Garça;Total;Pública;99,5;91,6;0,3;5,4;0,2;1,9
2021;Sudeste;SP;3516705;Garça;Total;Privada;99,8;99,7;0,1;0,0;0,1;0,3
2021;Sudeste;SP;3516705;Garça;Urbana;Total;99,5;93,0;0,2;4,4;0,2;1,6
2021;Sudeste;SP;3516705;Garça;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Total;99,0;98,3;0,5;0,0;0,5;1,7
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Pública;99,0;98,3;0,5;0,0;0,5;1,7
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Total;99,0;98,3;0,5;0,0;0,5;1,7
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Total;99,0;94,4;0,5;0,6;0,2;0,6
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Pública;99,0;94,4;0,5;0,6;0,2;0,6
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Total;99,0;94,4;0,5;0,6;0,2;0,6
2021;Sudeste;SP;3516903;General Salgado;Total;Total;98,0;94,4;0,7;0,3;1,3;4,7
2021;Sudeste;SP;3516903;General Salgado;Total;Pública;97,8;93,9;0,8;0,3;1,4;5,1
2021;Sudeste;SP;3516903;General Salgado;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Urbana;Total;98,0;94,4;0,7;0,3;1,3;4,7
2021;Sudeste;SP;3517000;Getulina;Total;Total;97,7;96,0;1,8;1,0;0,5;2,3
2021;Sudeste;SP;3517000;Getulina;Total;Pública;97,2;96,0;2,2;1,0;0,6;2,3
2021;Sudeste;SP;3517000;Getulina;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3517000;Getulina;Urbana;Total;97,7;96,0;1,8;1,0;0,5;2,3
2021;Sudeste;SP;3517109;Glicério;Total;Total;99,4;97,2;0,0;0,0;0,6;1,8
2021;Sudeste;SP;3517109;Glicério;Total;Pública;99,4;97,2;0,0;0,0;0,6;1,8
2021;Sudeste;SP;3517109;Glicério;Urbana;Total;99,4;97,2;0,0;0,0;0,6;1,8
2021;Sudeste;SP;3517208;Guaiçara;Total;Total;99,6;89,5;0,0;0,9;0,3;9,3
2021;Sudeste;SP;3517208;Guaiçara;Total;Pública;99,6;89,5;0,0;0,9;0,3;9,3
2021;Sudeste;SP;3517208;Guaiçara;Urbana;Total;99,6;89,5;0,0;0,9;0,3;9,3
2021;Sudeste;SP;3517307;Guaimbê;Total;Total;97,4;88,1;1,5;3,2;1,1;8,1
2021;Sudeste;SP;3517307;Guaimbê;Total;Pública;97,4;88,1;1,5;3,2;1,1;8,1
2021;Sudeste;SP;3517307;Guaimbê;Urbana;Total;97,4;88,1;1,5;3,2;1,1;8,1
2021;Sudeste;SP;3517406;Guaíra;Total;Total;99,2;98,3;0,3;0,5;0,5;1,0
2021;Sudeste;SP;3517406;Guaíra;Total;Pública;99,2;97,9;0,2;0,6;0,6;1,2
2021;Sudeste;SP;3517406;Guaíra;Total;Privada;99,4;100,0;0,3;0,0;0,3;0,0
2021;Sudeste;SP;3517406;Guaíra;Urbana;Total;99,2;98,3;0,3;0,5;0,5;1,0
2021;Sudeste;SP;3517505;Guapiaçu;Total;Total;97,4;90,6;1,4;3,7;1,2;5,6
2021;Sudeste;SP;3517505;Guapiaçu;Total;Pública;97,3;90,6;1,5;3,7;1,2;5,6
2021;Sudeste;SP;3517505;Guapiaçu;Total;Privada;98,5;--;0,7;--;0,8;--
2021;Sudeste;SP;3517505;Guapiaçu;Urbana;Total;97,4;90,6;1,4;3,7;1,2;5,6
2021;Sudeste;SP;3517604;Guapiara;Total;Total;99,8;96,8;0,0;0,3;0,2;2,8
2021;Sudeste;SP;3517604;Guapiara;Total;Pública;99,8;96,8;0,0;0,3;0,2;2,8
2021;Sudeste;SP;3517604;Guapiara;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3517604;Guapiara;Urbana;Total;99,6;95,1;0,1;0,6;0,3;4,3
2021;Sudeste;SP;3517604;Guapiara;Rural;Total;100,0;98,1;0,0;0,0;0,0;1,6
2021;Sudeste;SP;3517703;Guará;Total;Total;98,2;87,0;0,4;1,0;1,1;7,6
2021;Sudeste;SP;3517703;Guará;Total;Pública;98,0;85,9;0,4;1,1;1,2;8,3
2021;Sudeste;SP;3517703;Guará;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3517703;Guará;Urbana;Total;98,2;87,0;0,4;1,0;1,1;7,6
2021;Sudeste;SP;3517802;Guaraçaí;Total;Total;98,6;98,1;0,1;0,0;1,3;1,9
2021;Sudeste;SP;3517802;Guaraçaí;Total;Pública;98,3;98,1;0,1;0,0;1,6;1,9
2021;Sudeste;SP;3517802;Guaraçaí;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3517802;Guaraçaí;Urbana;Total;98,6;98,1;0,1;0,0;1,3;1,9
2021;Sudeste;SP;3517901;Guaraci;Total;Total;98,9;98,2;0,4;0,6;0,6;0,6
2021;Sudeste;SP;3517901;Guaraci;Total;Pública;98,9;98,2;0,4;0,6;0,6;0,6
2021;Sudeste;SP;3517901;Guaraci;Urbana;Total;98,9;98,2;0,4;0,6;0,6;0,6
2021;Sudeste;SP;3518008;Guarani d'Oeste;Total;Total;98,3;100,0;1,7;0,0;0,0;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Total;Pública;98,3;100,0;1,7;0,0;0,0;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Urbana;Total;98,3;100,0;1,7;0,0;0,0;0,0
2021;Sudeste;SP;3518107;Guarantã;Total;Total;98,6;94,7;0,4;0,8;1,0;4,5
2021;Sudeste;SP;3518107;Guarantã;Total;Pública;98,6;94,7;0,4;0,8;1,0;4,5
2021;Sudeste;SP;3518107;Guarantã;Urbana;Total;98,6;94,7;0,4;0,8;1,0;4,5
2021;Sudeste;SP;3518206;Guararapes;Total;Total;99,0;94,8;0,3;0,1;0,6;4,5
2021;Sudeste;SP;3518206;Guararapes;Total;Pública;98,7;93,3;0,5;0,1;0,7;5,8
2021;Sudeste;SP;3518206;Guararapes;Total;Privada;99,8;98,6;0,0;0,0;0,2;1,1
2021;Sudeste;SP;3518206;Guararapes;Urbana;Total;99,0;94,8;0,3;0,1;0,6;4,5
2021;Sudeste;SP;3518305;Guararema;Total;Total;98,8;97,7;0,5;0,2;0,6;1,5
2021;Sudeste;SP;3518305;Guararema;Total;Pública;98,8;97,7;0,4;0,2;0,6;1,5
2021;Sudeste;SP;3518305;Guararema;Total;Privada;98,7;98,1;1,3;0,0;0,0;1,9
2021;Sudeste;SP;3518305;Guararema;Urbana;Total;98,9;97,6;0,5;0,3;0,5;1,5
2021;Sudeste;SP;3518305;Guararema;Rural;Total;98,2;98,5;0,5;0,0;1,3;1,5
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Total;97,7;92,0;1,2;3,5;0,9;2,2
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Pública;97,3;91,0;1,4;4,1;1,1;2,2
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Privada;99,0;97,3;0,6;0,6;0,4;1,8
2021;Sudeste;SP;3518404;Guaratinguetá;Urbana;Total;97,6;92,0;1,3;3,5;0,9;2,2
2021;Sudeste;SP;3518404;Guaratinguetá;Rural;Total;98,3;--;0,2;--;1,4;--
2021;Sudeste;SP;3518503;Guareí;Total;Total;98,6;89,8;1,0;8,1;0,4;1,8
2021;Sudeste;SP;3518503;Guareí;Total;Pública;98,6;89,8;1,0;8,1;0,4;1,8
2021;Sudeste;SP;3518503;Guareí;Urbana;Total;98,5;89,8;1,0;8,1;0,5;1,8
2021;Sudeste;SP;3518503;Guareí;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3518602;Guariba;Total;Total;99,1;97,1;0,3;0,8;0,6;1,4
2021;Sudeste;SP;3518602;Guariba;Total;Pública;99,1;96,9;0,3;0,8;0,6;1,5
2021;Sudeste;SP;3518602;Guariba;Total;Privada;99,7;100,0;0,0;0,0;0,3;0,0
2021;Sudeste;SP;3518602;Guariba;Urbana;Total;99,1;97,1;0,3;0,8;0,6;1,4
2021;Sudeste;SP;3518701;Guarujá;Total;Total;98,2;96,0;0,8;1,3;0,9;2,0
2021;Sudeste;SP;3518701;Guarujá;Total;Pública;98,2;95,8;0,9;1,3;0,8;2,0
2021;Sudeste;SP;3518701;Guarujá;Total;Privada;98,4;98,0;0,6;0,8;1,0;1,2
2021;Sudeste;SP;3518701;Guarujá;Urbana;Total;98,2;96,0;0,8;1,3;0,9;2,0
2021;Sudeste;SP;3518800;Guarulhos;Total;Total;98,1;95,4;1,0;1,5;0,9;2,5
2021;Sudeste;SP;3518800;Guarulhos;Total;Pública;98,1;95,0;1,1;1,5;0,8;2,8
2021;Sudeste;SP;3518800;Guarulhos;Total;Privada;98,5;97,4;0,6;1,5;0,9;1,0
2021;Sudeste;SP;3518800;Guarulhos;Urbana;Total;98,1;95,4;1,0;1,5;0,9;2,5
2021;Sudeste;SP;3518800;Guarulhos;Rural;Total;98,1;--;0,6;--;1,3;--
2021;Sudeste;SP;3518859;Guatapará;Total;Total;99,8;92,3;0,0;1,1;0,2;5,7
2021;Sudeste;SP;3518859;Guatapará;Total;Pública;99,8;92,3;0,0;1,1;0,2;5,7
2021;Sudeste;SP;3518859;Guatapará;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3518859;Guatapará;Urbana;Total;99,8;92,3;0,0;1,1;0,2;5,7
2021;Sudeste;SP;3518859;Guatapará;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3518909;Guzolândia;Total;Total;99,0;96,6;0,2;0,0;0,8;2,7
2021;Sudeste;SP;3518909;Guzolândia;Total;Pública;99,0;96,6;0,2;0,0;0,8;2,7
2021;Sudeste;SP;3518909;Guzolândia;Urbana;Total;99,0;96,6;0,2;0,0;0,8;2,7
2021;Sudeste;SP;3519006;Herculândia;Total;Total;98,8;93,1;0,2;0,0;1,0;5,8
2021;Sudeste;SP;3519006;Herculândia;Total;Pública;98,8;93,1;0,2;0,0;1,0;5,8
2021;Sudeste;SP;3519006;Herculândia;Urbana;Total;98,8;93,1;0,2;0,0;1,0;5,8
2021;Sudeste;SP;3519055;Holambra;Total;Total;98,4;96,3;0,6;0,5;1,0;1,4
2021;Sudeste;SP;3519055;Holambra;Total;Pública;98,4;95,1;0,7;0,5;0,9;1,9
2021;Sudeste;SP;3519055;Holambra;Total;Privada;98,3;99,4;0,5;0,6;1,2;0,0
2021;Sudeste;SP;3519055;Holambra;Urbana;Total;98,3;96,3;0,6;0,5;1,0;1,4
2021;Sudeste;SP;3519055;Holambra;Rural;Total;98,5;--;0,6;--;0,9;--
2021;Sudeste;SP;3519071;Hortolândia;Total;Total;98,7;96,6;0,8;1,5;0,5;1,4
2021;Sudeste;SP;3519071;Hortolândia;Total;Pública;98,9;96,4;0,6;1,6;0,5;1,4
2021;Sudeste;SP;3519071;Hortolândia;Total;Privada;98,2;98,0;1,2;0,6;0,6;1,2
2021;Sudeste;SP;3519071;Hortolândia;Urbana;Total;98,7;96,5;0,8;1,6;0,5;1,4
2021;Sudeste;SP;3519071;Hortolândia;Rural;Total;98,8;98,7;0,8;0,4;0,4;0,6
2021;Sudeste;SP;3519105;Iacanga;Total;Total;99,4;95,4;0,1;2,0;0,5;2,6
2021;Sudeste;SP;3519105;Iacanga;Total;Pública;99,4;95,4;0,1;2,0;0,5;2,6
2021;Sudeste;SP;3519105;Iacanga;Total;Privada;99,3;--;0,0;--;0,7;--
2021;Sudeste;SP;3519105;Iacanga;Urbana;Total;99,4;95,4;0,1;2,0;0,5;2,6
2021;Sudeste;SP;3519204;Iacri;Total;Total;98,8;93,0;0,9;2,8;0,3;2,8
2021;Sudeste;SP;3519204;Iacri;Total;Pública;98,8;93,0;0,9;2,8;0,3;2,8
2021;Sudeste;SP;3519204;Iacri;Urbana;Total;98,8;93,0;0,9;2,8;0,3;2,8
2021;Sudeste;SP;3519253;Iaras;Total;Total;93,1;98,9;1,0;0,6;5,3;0,5
2021;Sudeste;SP;3519253;Iaras;Total;Pública;93,1;98,9;1,0;0,6;5,3;0,5
2021;Sudeste;SP;3519253;Iaras;Urbana;Total;99,5;98,5;0,3;0,8;0,0;0,7
2021;Sudeste;SP;3519253;Iaras;Rural;Total;81,4;100,0;2,2;0,0;15,1;0,0
2021;Sudeste;SP;3519303;Ibaté;Total;Total;98,8;95,5;0,4;1,6;0,7;2,0
2021;Sudeste;SP;3519303;Ibaté;Total;Pública;98,8;95,5;0,5;1,6;0,7;2,0
2021;Sudeste;SP;3519303;Ibaté;Total;Privada;100,0;100,0;0,0;0,0;0,0;0,0
2021;Sudeste;SP;3519303;Ibaté;Urbana;Total;98,8;95,5;0,4;1,6;0,7;2,0
2021;Sudeste;SP;3519402;Ibirá;Total;Total;98,9;96,0;0,5;0,0;0,3;1,0
2021;Sudeste;SP;3519402;Ibirá;Total;Pública;98,8;96,0;0,5;0,0;0,3;1,0
2021;Sudeste;SP;3519402;Ibirá;Total;Privada;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3519402;Ibirá;Urbana;Total;98,9;96,0;0,5;0,0;0,3;1,0
2021;Sudeste;SP;3519501;Ibirarema;Total;Total;98,1;97,8;0,8;0,0;0,1;0,0
2021;Sudeste;SP;3519501;Ibirarema;Total;Pública;98,1;97,8;0,8;0,0;0,1;0,0
2021;Sudeste;SP;3519501;Ibirarema;Urbana;Total;98,1;97,8;0,8;0,0;0,1;0,0
2021;Sudeste;SP;3519600;Ibitinga;Total;Total;98,6;93,5;0,4;1,7;0,9;4,5
2021;Sudeste;SP;3519600;Ibitinga;Total;Pública;98,7;92,9;0,3;1,9;0,9;4,9
2021;Sudeste;SP;3519600;Ibitinga;Total;Privada;98,2;99,4;1,3;0,0;0,5;0,6
2021;Sudeste;SP;3519600;Ibitinga;Urbana;Total;98,6;93,5;0,4;1,7;0,9;4,5
2021;Sudeste;SP;3519600;Ibitinga;Rural;Total;100,0;--;0,0;--;0,0;--
2021;Sudeste;SP;3519709;Ibiúna;Total;Total;98,5;94,1;0,4;1,7;1,1;3,7
2021;Sudeste;SP;3519709;Ibiúna;Total;Pública;98,4;93,5;0,5;1,8;1,1;4,1
2021;Sudeste;SP;3519709;Ibiúna;Total;Privada;99,2;99,3;0,1;0,3;0,7;0,4
2021;Sudeste;SP;3519709;Ibiúna;Urbana;Total;98,3;93,0;0,4;2,1;1,3;4,5
2021;Sudeste;SP;3519709;Ibiúna;Rural;Total;99,2;97,9;0,3;0,3;0,5;1,3
2021;Sudeste;SP;3519808;Icém;Total;Total;97,4;88,9;0,2;1,0;2,0;6,5
2021;Sudeste;SP;3519808;Icém;Total;Pública;97,2;88,9;0,3;1,0;2,2;6,5
2021;Sudeste;SP;3519808;Icém;Total;Privada;100,0;--;0,0;--;0,0;--
