NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;4_CAT_FUN;4_CAT_MED
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Total;0,4;5,3
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Estadual;1,1;9,8
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Estadual;1,3;10,4
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Estadual;0,8;5,3
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Municipal;2,0;--
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Municipal;2,8;--
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Municipal;0,0;--
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Pública;1,6;9,8
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Pública;2,1;10,4
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Pública;0,4;5,3
2021;Sudeste;SP;3515400;Fartura;Total;Total;0,5;0,4
2021;Sudeste;SP;3515400;Fartura;Urbana;Total;0,5;0,4
2021;Sudeste;SP;3515400;Fartura;Total;Estadual;0,1;0,2
2021;Sudeste;SP;3515400;Fartura;Urbana;Estadual;0,1;0,2
2021;Sudeste;SP;3515400;Fartura;Total;Municipal;0,7;--
2021;Sudeste;SP;3515400;Fartura;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3515400;Fartura;Total;Privada;1,2;1,4
2021;Sudeste;SP;3515400;Fartura;Urbana;Privada;1,2;1,4
2021;Sudeste;SP;3515400;Fartura;Total;Pública;0,4;0,2
2021;Sudeste;SP;3515400;Fartura;Urbana;Pública;0,4;0,2
2021;Sudeste;SP;3515509;Fernandópolis;Total;Total;0,7;1,5
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Total;0,7;1,5
2021;Sudeste;SP;3515509;Fernandópolis;Total;Estadual;0,9;1,7
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Estadual;0,9;1,7
2021;Sudeste;SP;3515509;Fernandópolis;Total;Municipal;0,7;--
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3515509;Fernandópolis;Total;Privada;0,1;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Privada;0,1;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Total;Pública;0,8;1,7
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Pública;0,8;1,7
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Total;0,3;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Total;0,3;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Estadual;--;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Estadual;--;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Municipal;0,3;--
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Municipal;0,3;--
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Pública;0,3;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Pública;0,3;0,0
2021;Sudeste;SP;3515657;Fernão;Total;Total;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Urbana;Total;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Total;Estadual;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Urbana;Estadual;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Total;Municipal;0,0;--
2021;Sudeste;SP;3515657;Fernão;Urbana;Municipal;0,0;--
2021;Sudeste;SP;3515657;Fernão;Total;Pública;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Urbana;Pública;0,0;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Total;0,6;0,6
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Total;0,6;0,6
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Total;0,9;--
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Estadual;0,6;0,6
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Estadual;0,6;0,6
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Municipal;0,7;--
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Municipal;0,9;--
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Privada;0,1;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Privada;0,1;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Pública;0,7;0,6
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Pública;0,7;0,6
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Pública;0,9;--
2021;Sudeste;SP;3515806;Flora Rica;Total;Total;0,0;3,6
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Total;0,0;3,6
2021;Sudeste;SP;3515806;Flora Rica;Total;Estadual;--;3,6
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Estadual;--;3,6
2021;Sudeste;SP;3515806;Flora Rica;Total;Municipal;0,0;--
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Municipal;0,0;--
2021;Sudeste;SP;3515806;Flora Rica;Total;Pública;0,0;3,6
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Pública;0,0;3,6
2021;Sudeste;SP;3515905;Floreal;Total;Total;0,9;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Total;0,9;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Estadual;1,0;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Estadual;1,0;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Municipal;0,8;--
2021;Sudeste;SP;3515905;Floreal;Urbana;Municipal;0,8;--
2021;Sudeste;SP;3515905;Floreal;Total;Pública;0,9;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Pública;0,9;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Total;0,4;5,9
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Total;0,4;5,9
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Estadual;0,4;5,9
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Estadual;0,4;5,9
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Municipal;0,3;--
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Municipal;0,3;--
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Pública;0,4;5,9
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Pública;0,4;5,9
2021;Sudeste;SP;3516101;Florínea;Total;Total;0,8;3,1
2021;Sudeste;SP;3516101;Florínea;Urbana;Total;0,8;3,1
2021;Sudeste;SP;3516101;Florínea;Total;Estadual;0,7;3,1
2021;Sudeste;SP;3516101;Florínea;Urbana;Estadual;0,7;3,1
2021;Sudeste;SP;3516101;Florínea;Total;Municipal;1,9;--
2021;Sudeste;SP;3516101;Florínea;Urbana;Municipal;1,9;--
2021;Sudeste;SP;3516101;Florínea;Total;Pública;0,8;3,1
2021;Sudeste;SP;3516101;Florínea;Urbana;Pública;0,8;3,1
2021;Sudeste;SP;3516200;Franca;Total;Total;0,5;0,9
2021;Sudeste;SP;3516200;Franca;Urbana;Total;0,5;0,9
2021;Sudeste;SP;3516200;Franca;Total;Estadual;0,6;1,0
2021;Sudeste;SP;3516200;Franca;Urbana;Estadual;0,6;1,0
2021;Sudeste;SP;3516200;Franca;Total;Municipal;0,6;--
2021;Sudeste;SP;3516200;Franca;Urbana;Municipal;0,6;--
2021;Sudeste;SP;3516200;Franca;Total;Privada;0,2;0,3
2021;Sudeste;SP;3516200;Franca;Urbana;Privada;0,2;0,3
2021;Sudeste;SP;3516200;Franca;Total;Pública;0,6;1,0
2021;Sudeste;SP;3516200;Franca;Urbana;Pública;0,6;1,0
2021;Sudeste;SP;3516309;Francisco Morato;Total;Total;0,8;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Total;0,8;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Total;Estadual;0,6;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Estadual;0,6;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Total;Municipal;0,9;--
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Municipal;0,9;--
2021;Sudeste;SP;3516309;Francisco Morato;Total;Privada;0,0;0,0
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Privada;0,0;0,0
2021;Sudeste;SP;3516309;Francisco Morato;Total;Pública;0,8;0,7
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Pública;0,8;0,7
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Total;0,9;0,8
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Total;0,9;0,8
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Total;0,8;--
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Estadual;1,1;0,8
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Estadual;1,1;0,8
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Municipal;0,9;--
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Municipal;0,9;--
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Municipal;0,8;--
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Privada;0,1;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Privada;0,1;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Pública;1,0;0,8
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Pública;1,0;0,8
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Pública;0,8;--
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Total;0,3;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Total;0,3;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Estadual;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Estadual;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Municipal;0,6;--
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Municipal;0,6;--
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Pública;0,3;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Pública;0,3;0,0
2021;Sudeste;SP;3516606;Gália;Total;Total;0,7;1,4
2021;Sudeste;SP;3516606;Gália;Urbana;Total;0,7;1,4
2021;Sudeste;SP;3516606;Gália;Total;Estadual;0,8;1,4
2021;Sudeste;SP;3516606;Gália;Urbana;Estadual;0,8;1,4
2021;Sudeste;SP;3516606;Gália;Total;Municipal;0,6;--
2021;Sudeste;SP;3516606;Gália;Urbana;Municipal;0,6;--
2021;Sudeste;SP;3516606;Gália;Total;Pública;0,7;1,4
2021;Sudeste;SP;3516606;Gália;Urbana;Pública;0,7;1,4
2021;Sudeste;SP;3516705;Garça;Total;Total;0,4;1,7
2021;Sudeste;SP;3516705;Garça;Urbana;Total;0,4;1,7
2021;Sudeste;SP;3516705;Garça;Rural;Total;0,0;--
2021;Sudeste;SP;3516705;Garça;Total;Estadual;0,5;2,1
2021;Sudeste;SP;3516705;Garça;Urbana;Estadual;0,5;2,1
2021;Sudeste;SP;3516705;Garça;Total;Municipal;0,4;--
2021;Sudeste;SP;3516705;Garça;Urbana;Municipal;0,4;--
2021;Sudeste;SP;3516705;Garça;Rural;Municipal;0,0;--
2021;Sudeste;SP;3516705;Garça;Total;Privada;0,2;0,0
2021;Sudeste;SP;3516705;Garça;Urbana;Privada;0,2;0,0
2021;Sudeste;SP;3516705;Garça;Total;Pública;0,4;2,1
2021;Sudeste;SP;3516705;Garça;Urbana;Pública;0,5;2,1
2021;Sudeste;SP;3516705;Garça;Rural;Pública;0,0;--
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Total;0,8;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Total;0,8;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Estadual;1,0;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Estadual;1,0;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Municipal;0,0;--
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Municipal;0,0;--
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Pública;0,8;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Pública;0,8;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Total;1,5;1,2
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Total;1,5;1,2
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Estadual;--;1,2
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Estadual;--;1,2
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Municipal;1,5;--
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Municipal;1,5;--
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Pública;1,5;1,2
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Pública;1,5;1,2
2021;Sudeste;SP;3516903;General Salgado;Total;Total;0,7;0,9
2021;Sudeste;SP;3516903;General Salgado;Urbana;Total;0,7;0,9
2021;Sudeste;SP;3516903;General Salgado;Total;Estadual;1,2;0,9
2021;Sudeste;SP;3516903;General Salgado;Urbana;Estadual;1,2;0,9
2021;Sudeste;SP;3516903;General Salgado;Total;Municipal;0,7;--
2021;Sudeste;SP;3516903;General Salgado;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3516903;General Salgado;Total;Privada;0,0;--
2021;Sudeste;SP;3516903;General Salgado;Urbana;Privada;0,0;--
2021;Sudeste;SP;3516903;General Salgado;Total;Pública;0,8;0,9
2021;Sudeste;SP;3516903;General Salgado;Urbana;Pública;0,8;0,9
2021;Sudeste;SP;3517000;Getulina;Total;Total;0,9;1,3
2021;Sudeste;SP;3517000;Getulina;Urbana;Total;0,9;1,3
2021;Sudeste;SP;3517000;Getulina;Total;Estadual;0,8;1,3
2021;Sudeste;SP;3517000;Getulina;Urbana;Estadual;0,8;1,3
2021;Sudeste;SP;3517000;Getulina;Total;Municipal;1,4;--
2021;Sudeste;SP;3517000;Getulina;Urbana;Municipal;1,4;--
2021;Sudeste;SP;3517000;Getulina;Total;Privada;0,0;--
2021;Sudeste;SP;3517000;Getulina;Urbana;Privada;0,0;--
2021;Sudeste;SP;3517000;Getulina;Total;Pública;1,1;1,3
2021;Sudeste;SP;3517000;Getulina;Urbana;Pública;1,1;1,3
2021;Sudeste;SP;3517109;Glicério;Total;Total;0,2;0,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Total;0,2;0,0
2021;Sudeste;SP;3517109;Glicério;Total;Estadual;0,5;0,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Estadual;0,5;0,0
2021;Sudeste;SP;3517109;Glicério;Total;Municipal;0,0;--
2021;Sudeste;SP;3517109;Glicério;Urbana;Municipal;0,0;--
2021;Sudeste;SP;3517109;Glicério;Total;Pública;0,2;0,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Pública;0,2;0,0
2021;Sudeste;SP;3517208;Guaiçara;Total;Total;0,5;0,9
2021;Sudeste;SP;3517208;Guaiçara;Urbana;Total;0,5;0,9
2021;Sudeste;SP;3517208;Guaiçara;Total;Estadual;0,4;0,9
2021;Sudeste;SP;3517208;Guaiçara;Urbana;Estadual;0,4;0,9
2021;Sudeste;SP;3517208;Guaiçara;Total;Municipal;0,5;--
2021;Sudeste;SP;3517208;Guaiçara;Urbana;Municipal;0,5;--
2021;Sudeste;SP;3517208;Guaiçara;Total;Pública;0,5;0,9
2021;Sudeste;SP;3517208;Guaiçara;Urbana;Pública;0,5;0,9
2021;Sudeste;SP;3517307;Guaimbê;Total;Total;0,4;0,0
2021;Sudeste;SP;3517307;Guaimbê;Urbana;Total;0,4;0,0
2021;Sudeste;SP;3517307;Guaimbê;Total;Estadual;0,3;0,0
2021;Sudeste;SP;3517307;Guaimbê;Urbana;Estadual;0,3;0,0
2021;Sudeste;SP;3517307;Guaimbê;Total;Municipal;0,5;--
2021;Sudeste;SP;3517307;Guaimbê;Urbana;Municipal;0,5;--
2021;Sudeste;SP;3517307;Guaimbê;Total;Pública;0,4;0,0
2021;Sudeste;SP;3517307;Guaimbê;Urbana;Pública;0,4;0,0
2021;Sudeste;SP;3517406;Guaíra;Total;Total;1,0;1,3
2021;Sudeste;SP;3517406;Guaíra;Urbana;Total;1,0;1,3
2021;Sudeste;SP;3517406;Guaíra;Total;Estadual;1,7;1,5
2021;Sudeste;SP;3517406;Guaíra;Urbana;Estadual;1,7;1,5
2021;Sudeste;SP;3517406;Guaíra;Total;Municipal;0,7;--
2021;Sudeste;SP;3517406;Guaíra;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3517406;Guaíra;Total;Privada;0,2;0,4
2021;Sudeste;SP;3517406;Guaíra;Urbana;Privada;0,2;0,4
2021;Sudeste;SP;3517406;Guaíra;Total;Pública;1,1;1,5
2021;Sudeste;SP;3517406;Guaíra;Urbana;Pública;1,1;1,5
2021;Sudeste;SP;3517505;Guapiaçu;Total;Total;1,4;1,3
2021;Sudeste;SP;3517505;Guapiaçu;Urbana;Total;1,4;1,3
2021;Sudeste;SP;3517505;Guapiaçu;Total;Estadual;--;1,3
2021;Sudeste;SP;3517505;Guapiaçu;Urbana;Estadual;--;1,3
2021;Sudeste;SP;3517505;Guapiaçu;Total;Municipal;1,5;--
2021;Sudeste;SP;3517505;Guapiaçu;Urbana;Municipal;1,5;--
2021;Sudeste;SP;3517505;Guapiaçu;Total;Privada;0,4;--
2021;Sudeste;SP;3517505;Guapiaçu;Urbana;Privada;0,4;--
2021;Sudeste;SP;3517505;Guapiaçu;Total;Pública;1,5;1,3
2021;Sudeste;SP;3517505;Guapiaçu;Urbana;Pública;1,5;1,3
2021;Sudeste;SP;3517604;Guapiara;Total;Total;0,9;0,7
2021;Sudeste;SP;3517604;Guapiara;Urbana;Total;1,1;0,7
2021;Sudeste;SP;3517604;Guapiara;Rural;Total;0,8;0,8
2021;Sudeste;SP;3517604;Guapiara;Total;Estadual;0,6;0,7
2021;Sudeste;SP;3517604;Guapiara;Urbana;Estadual;0,7;0,7
2021;Sudeste;SP;3517604;Guapiara;Rural;Estadual;0,5;0,8
2021;Sudeste;SP;3517604;Guapiara;Total;Municipal;1,1;--
2021;Sudeste;SP;3517604;Guapiara;Urbana;Municipal;1,2;--
2021;Sudeste;SP;3517604;Guapiara;Rural;Municipal;1,0;--
2021;Sudeste;SP;3517604;Guapiara;Total;Privada;0,0;--
2021;Sudeste;SP;3517604;Guapiara;Urbana;Privada;0,0;--
2021;Sudeste;SP;3517604;Guapiara;Total;Pública;0,9;0,7
2021;Sudeste;SP;3517604;Guapiara;Urbana;Pública;1,1;0,7
2021;Sudeste;SP;3517604;Guapiara;Rural;Pública;0,8;0,8
2021;Sudeste;SP;3517703;Guará;Total;Total;0,8;0,4
2021;Sudeste;SP;3517703;Guará;Urbana;Total;0,8;0,4
2021;Sudeste;SP;3517703;Guará;Total;Estadual;--;0,5
2021;Sudeste;SP;3517703;Guará;Urbana;Estadual;--;0,5
2021;Sudeste;SP;3517703;Guará;Total;Municipal;0,9;--
2021;Sudeste;SP;3517703;Guará;Urbana;Municipal;0,9;--
2021;Sudeste;SP;3517703;Guará;Total;Privada;0,0;0,0
2021;Sudeste;SP;3517703;Guará;Urbana;Privada;0,0;0,0
2021;Sudeste;SP;3517703;Guará;Total;Pública;0,9;0,5
2021;Sudeste;SP;3517703;Guará;Urbana;Pública;0,9;0,5
2021;Sudeste;SP;3517802;Guaraçaí;Total;Total;0,1;1,4
2021;Sudeste;SP;3517802;Guaraçaí;Urbana;Total;0,1;1,4
2021;Sudeste;SP;3517802;Guaraçaí;Total;Estadual;0,0;1,4
2021;Sudeste;SP;3517802;Guaraçaí;Urbana;Estadual;0,0;1,4
2021;Sudeste;SP;3517802;Guaraçaí;Total;Municipal;0,0;--
2021;Sudeste;SP;3517802;Guaraçaí;Urbana;Municipal;0,0;--
2021;Sudeste;SP;3517802;Guaraçaí;Total;Privada;0,6;0,0
2021;Sudeste;SP;3517802;Guaraçaí;Urbana;Privada;0,6;0,0
2021;Sudeste;SP;3517802;Guaraçaí;Total;Pública;0,0;1,4
2021;Sudeste;SP;3517802;Guaraçaí;Urbana;Pública;0,0;1,4
2021;Sudeste;SP;3517901;Guaraci;Total;Total;1,2;4,5
2021;Sudeste;SP;3517901;Guaraci;Urbana;Total;1,2;4,5
2021;Sudeste;SP;3517901;Guaraci;Total;Estadual;--;4,5
2021;Sudeste;SP;3517901;Guaraci;Urbana;Estadual;--;4,5
2021;Sudeste;SP;3517901;Guaraci;Total;Municipal;1,2;--
2021;Sudeste;SP;3517901;Guaraci;Urbana;Municipal;1,2;--
2021;Sudeste;SP;3517901;Guaraci;Total;Pública;1,2;4,5
2021;Sudeste;SP;3517901;Guaraci;Urbana;Pública;1,2;4,5
2021;Sudeste;SP;3518008;Guarani d'Oeste;Total;Total;0,5;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Urbana;Total;0,5;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Total;Estadual;0,0;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Urbana;Estadual;0,0;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Total;Municipal;0,8;--
2021;Sudeste;SP;3518008;Guarani d'Oeste;Urbana;Municipal;0,8;--
2021;Sudeste;SP;3518008;Guarani d'Oeste;Total;Pública;0,5;0,0
2021;Sudeste;SP;3518008;Guarani d'Oeste;Urbana;Pública;0,5;0,0
2021;Sudeste;SP;3518107;Guarantã;Total;Total;0,3;0,7
2021;Sudeste;SP;3518107;Guarantã;Urbana;Total;0,3;0,7
2021;Sudeste;SP;3518107;Guarantã;Total;Estadual;0,3;0,7
2021;Sudeste;SP;3518107;Guarantã;Urbana;Estadual;0,3;0,7
2021;Sudeste;SP;3518107;Guarantã;Total;Municipal;0,2;--
2021;Sudeste;SP;3518107;Guarantã;Urbana;Municipal;0,2;--
2021;Sudeste;SP;3518107;Guarantã;Total;Pública;0,3;0,7
2021;Sudeste;SP;3518107;Guarantã;Urbana;Pública;0,3;0,7
2021;Sudeste;SP;3518206;Guararapes;Total;Total;0,6;1,2
2021;Sudeste;SP;3518206;Guararapes;Urbana;Total;0,6;1,2
2021;Sudeste;SP;3518206;Guararapes;Total;Estadual;0,8;1,6
2021;Sudeste;SP;3518206;Guararapes;Urbana;Estadual;0,8;1,6
2021;Sudeste;SP;3518206;Guararapes;Total;Municipal;0,7;--
2021;Sudeste;SP;3518206;Guararapes;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3518206;Guararapes;Total;Privada;0,1;0,0
2021;Sudeste;SP;3518206;Guararapes;Urbana;Privada;0,1;0,0
2021;Sudeste;SP;3518206;Guararapes;Total;Pública;0,8;1,6
2021;Sudeste;SP;3518206;Guararapes;Urbana;Pública;0,8;1,6
2021;Sudeste;SP;3518305;Guararema;Total;Total;0,5;2,1
2021;Sudeste;SP;3518305;Guararema;Urbana;Total;0,5;2,4
2021;Sudeste;SP;3518305;Guararema;Rural;Total;0,7;0,0
2021;Sudeste;SP;3518305;Guararema;Total;Estadual;0,6;2,2
2021;Sudeste;SP;3518305;Guararema;Urbana;Estadual;0,6;2,5
2021;Sudeste;SP;3518305;Guararema;Rural;Estadual;0,8;0,0
2021;Sudeste;SP;3518305;Guararema;Total;Municipal;0,5;--
2021;Sudeste;SP;3518305;Guararema;Urbana;Municipal;0,5;--
2021;Sudeste;SP;3518305;Guararema;Rural;Municipal;0,6;--
2021;Sudeste;SP;3518305;Guararema;Total;Privada;0,0;0,0
2021;Sudeste;SP;3518305;Guararema;Urbana;Privada;0,0;0,0
2021;Sudeste;SP;3518305;Guararema;Total;Pública;0,6;2,2
2021;Sudeste;SP;3518305;Guararema;Urbana;Pública;0,5;2,5
2021;Sudeste;SP;3518305;Guararema;Rural;Pública;0,7;0,0
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Total;0,6;0,7
2021;Sudeste;SP;3518404;Guaratinguetá;Urbana;Total;0,6;0,7
2021;Sudeste;SP;3518404;Guaratinguetá;Rural;Total;1,3;--
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Estadual;0,3;0,9
2021;Sudeste;SP;3518404;Guaratinguetá;Urbana;Estadual;0,3;0,9
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Municipal;0,9;--
2021;Sudeste;SP;3518404;Guaratinguetá;Urbana;Municipal;0,8;--
2021;Sudeste;SP;3518404;Guaratinguetá;Rural;Municipal;1,3;--
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Privada;0,3;0,0
2021;Sudeste;SP;3518404;Guaratinguetá;Urbana;Privada;0,3;0,0
2021;Sudeste;SP;3518404;Guaratinguetá;Total;Pública;0,7;0,9
2021;Sudeste;SP;3518404;Guaratinguetá;Urbana;Pública;0,7;0,9
2021;Sudeste;SP;3518404;Guaratinguetá;Rural;Pública;1,3;--
2021;Sudeste;SP;3518503;Guareí;Total;Total;0,4;0,3
2021;Sudeste;SP;3518503;Guareí;Urbana;Total;0,4;0,3
2021;Sudeste;SP;3518503;Guareí;Rural;Total;0,0;--
2021;Sudeste;SP;3518503;Guareí;Total;Estadual;0,3;0,3
2021;Sudeste;SP;3518503;Guareí;Urbana;Estadual;0,3;0,3
2021;Sudeste;SP;3518503;Guareí;Total;Municipal;0,5;--
2021;Sudeste;SP;3518503;Guareí;Urbana;Municipal;0,5;--
2021;Sudeste;SP;3518503;Guareí;Rural;Municipal;0,0;--
2021;Sudeste;SP;3518503;Guareí;Total;Pública;0,4;0,3
2021;Sudeste;SP;3518503;Guareí;Urbana;Pública;0,4;0,3
2021;Sudeste;SP;3518503;Guareí;Rural;Pública;0,0;--
2021;Sudeste;SP;3518602;Guariba;Total;Total;0,6;0,8
2021;Sudeste;SP;3518602;Guariba;Urbana;Total;0,6;0,8
2021;Sudeste;SP;3518602;Guariba;Total;Estadual;--;0,8
2021;Sudeste;SP;3518602;Guariba;Urbana;Estadual;--;0,8
2021;Sudeste;SP;3518602;Guariba;Total;Municipal;0,7;--
2021;Sudeste;SP;3518602;Guariba;Urbana;Municipal;0,7;--
2021;Sudeste;SP;3518602;Guariba;Total;Privada;0,0;1,1
2021;Sudeste;SP;3518602;Guariba;Urbana;Privada;0,0;1,1
2021;Sudeste;SP;3518602;Guariba;Total;Pública;0,7;0,8
2021;Sudeste;SP;3518602;Guariba;Urbana;Pública;0,7;0,8
2021;Sudeste;SP;3518701;Guarujá;Total;Total;1,3;1,8
2021;Sudeste;SP;3518701;Guarujá;Urbana;Total;1,3;1,8
2021;Sudeste;SP;3518701;Guarujá;Total;Estadual;1,4;1,9
2021;Sudeste;SP;3518701;Guarujá;Urbana;Estadual;1,4;1,9
2021;Sudeste;SP;3518701;Guarujá;Total;Municipal;1,5;--
2021;Sudeste;SP;3518701;Guarujá;Urbana;Municipal;1,5;--
2021;Sudeste;SP;3518701;Guarujá;Total;Privada;0,3;0,8
2021;Sudeste;SP;3518701;Guarujá;Urbana;Privada;0,3;0,8
2021;Sudeste;SP;3518701;Guarujá;Total;Pública;1,5;1,9
2021;Sudeste;SP;3518701;Guarujá;Urbana;Pública;1,5;1,9
