NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;FUN_CAT_1;FUN_CAT_2;FUN_CAT_3;FUN_CAT_4;FUN_CAT_5;FUN_CAT_6;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6
2021;Sudeste;SP;3509908;Cananéia;Rural;Municipal;100,0;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--;100,0;0,0;0,0;0,0;0,0;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3509908;Cananéia;Total;Privada;14,4;0,0;21,4;57,1;7,1;0,0;22,3;0,0;33,3;44,4;0,0;0,0;0,0;0,0;25,0;66,7;8,3;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3509908;Cananéia;Urbana;Privada;14,4;0,0;21,4;57,1;7,1;0,0;22,3;0,0;33,3;44,4;0,0;0,0;0,0;0,0;25,0;66,7;8,3;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3509908;Cananéia;Total;Pública;41,3;0,9;16,4;33,6;5,2;2,6;84,7;0,0;2,2;10,9;0,0;2,2;12,3;1,4;24,7;49,3;8,2;4,1;0,0;3,6;22,8;59,6;10,5;3,5
2021;Sudeste;SP;3509908;Cananéia;Urbana;Pública;42,7;0,0;8,3;39,6;6,3;3,1;84,7;0,0;2,2;10,9;0,0;2,2;3,8;0,0;13,2;66,0;11,3;5,7;0,0;0,0;11,0;71,7;13,0;4,3
2021;Sudeste;SP;3509908;Cananéia;Rural;Pública;35,0;5,0;55,0;5,0;0,0;0,0;--;--;--;--;--;--;35,0;5,0;55,0;5,0;0,0;0,0;0,0;16,6;66,7;16,7;0,0;0,0
2021;Sudeste;SP;3509957;Canas;Total;Total;19,0;13,5;29,7;18,9;16,2;2,7;29,1;8,3;29,2;16,7;16,7;0,0;0,0;18,6;25,0;18,8;31,3;6,3;0,0;0,0;9,6;57,1;9,5;23,8
2021;Sudeste;SP;3509957;Canas;Urbana;Total;19,0;13,5;29,7;18,9;16,2;2,7;29,1;8,3;29,2;16,7;16,7;0,0;0,0;18,6;25,0;18,8;31,3;6,3;0,0;0,0;9,6;57,1;9,5;23,8
2021;Sudeste;SP;3509957;Canas;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;9,6;57,1;9,5;23,8
2021;Sudeste;SP;3509957;Canas;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;9,6;57,1;9,5;23,8
2021;Sudeste;SP;3509957;Canas;Total;Municipal;19,0;13,5;29,7;18,9;16,2;2,7;29,1;8,3;29,2;16,7;16,7;0,0;0,0;18,6;25,0;18,8;31,3;6,3;--;--;--;--;--;--
2021;Sudeste;SP;3509957;Canas;Urbana;Municipal;19,0;13,5;29,7;18,9;16,2;2,7;29,1;8,3;29,2;16,7;16,7;0,0;0,0;18,6;25,0;18,8;31,3;6,3;--;--;--;--;--;--
2021;Sudeste;SP;3509957;Canas;Total;Pública;19,0;13,5;29,7;18,9;16,2;2,7;29,1;8,3;29,2;16,7;16,7;0,0;0,0;18,6;25,0;18,8;31,3;6,3;0,0;0,0;9,6;57,1;9,5;23,8
2021;Sudeste;SP;3509957;Canas;Urbana;Pública;19,0;13,5;29,7;18,9;16,2;2,7;29,1;8,3;29,2;16,7;16,7;0,0;0,0;18,6;25,0;18,8;31,3;6,3;0,0;0,0;9,6;57,1;9,5;23,8
2021;Sudeste;SP;3510005;Cândido Mota;Total;Total;19,0;7,6;29,5;31,4;8,0;4,5;33,9;7,7;22,3;23,1;9,2;3,8;3,6;6,1;31,7;42,1;9,8;6,7;0,0;3,7;36,2;44,2;10,1;5,8
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Total;19,0;7,6;29,5;31,4;8,0;4,5;33,9;7,7;22,3;23,1;9,2;3,8;3,6;6,1;31,7;42,1;9,8;6,7;0,0;3,6;36,4;42,7;11,8;5,5
2021;Sudeste;SP;3510005;Cândido Mota;Rural;Total;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;3,0;33,3;45,5;6,1;12,1
2021;Sudeste;SP;3510005;Cândido Mota;Total;Estadual;8,8;8,0;30,7;38,7;8,0;5,8;40,8;14,8;14,8;14,8;11,1;3,7;0,9;6,1;33,0;45,2;7,8;7,0;0,0;4,2;36,8;46,2;7,7;5,1
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Estadual;8,8;8,0;30,7;38,7;8,0;5,8;40,8;14,8;14,8;14,8;11,1;3,7;0,9;6,1;33,0;45,2;7,8;7,0;0,0;4,8;37,6;45,9;8,2;3,5
2021;Sudeste;SP;3510005;Cândido Mota;Rural;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;3,0;33,3;45,5;6,1;12,1
2021;Sudeste;SP;3510005;Cândido Mota;Total;Municipal;35,8;4,9;23,5;24,7;8,6;2,5;35,5;5,3;25,0;22,4;9,2;2,6;15,4;0,0;0,0;53,8;23,1;7,7;--;--;--;--;--;--
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Municipal;35,8;4,9;23,5;24,7;8,6;2,5;35,5;5,3;25,0;22,4;9,2;2,6;15,4;0,0;0,0;53,8;23,1;7,7;--;--;--;--;--;--
2021;Sudeste;SP;3510005;Cândido Mota;Total;Privada;15,5;8,6;34,5;25,9;8,6;6,9;19,9;6,7;26,7;33,3;6,7;6,7;7,2;7,1;35,7;28,6;11,9;9,5;0,0;0,0;33,4;33,3;22,2;11,1
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Privada;15,5;8,6;34,5;25,9;8,6;6,9;19,9;6,7;26,7;33,3;6,7;6,7;7,2;7,1;35,7;28,6;11,9;9,5;0,0;0,0;33,4;33,3;22,2;11,1
2021;Sudeste;SP;3510005;Cândido Mota;Total;Pública;19,2;7,0;28,2;32,9;8,0;4,7;37,3;7,8;21,6;20,6;9,8;2,9;2,4;5,5;29,9;45,7;9,4;7,1;0,0;4,2;36,8;46,2;7,7;5,1
2021;Sudeste;SP;3510005;Cândido Mota;Urbana;Pública;19,2;7,0;28,2;32,9;8,0;4,7;37,3;7,8;21,6;20,6;9,8;2,9;2,4;5,5;29,9;45,7;9,4;7,1;0,0;4,8;37,6;45,9;8,2;3,5
2021;Sudeste;SP;3510005;Cândido Mota;Rural;Pública;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;3,0;33,3;45,5;6,1;12,1
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Total;31,2;24,1;6,9;31,0;3,4;3,4;45,0;0,0;10,0;35,0;5,0;5,0;0,0;50,1;0,0;35,7;7,1;7,1;0,0;0,0;44,5;22,2;22,2;11,1
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Total;31,2;24,1;6,9;31,0;3,4;3,4;45,0;0,0;10,0;35,0;5,0;5,0;0,0;50,1;0,0;35,7;7,1;7,1;0,0;0,0;44,5;22,2;22,2;11,1
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;44,5;22,2;22,2;11,1
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;44,5;22,2;22,2;11,1
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Municipal;31,2;24,1;6,9;31,0;3,4;3,4;45,0;0,0;10,0;35,0;5,0;5,0;0,0;50,1;0,0;35,7;7,1;7,1;--;--;--;--;--;--
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Municipal;31,2;24,1;6,9;31,0;3,4;3,4;45,0;0,0;10,0;35,0;5,0;5,0;0,0;50,1;0,0;35,7;7,1;7,1;--;--;--;--;--;--
2021;Sudeste;SP;3510104;Cândido Rodrigues;Total;Pública;31,2;24,1;6,9;31,0;3,4;3,4;45,0;0,0;10,0;35,0;5,0;5,0;0,0;50,1;0,0;35,7;7,1;7,1;0,0;0,0;44,5;22,2;22,2;11,1
2021;Sudeste;SP;3510104;Cândido Rodrigues;Urbana;Pública;31,2;24,1;6,9;31,0;3,4;3,4;45,0;0,0;10,0;35,0;5,0;5,0;0,0;50,1;0,0;35,7;7,1;7,1;0,0;0,0;44,5;22,2;22,2;11,1
2021;Sudeste;SP;3510153;Canitar;Total;Total;24,2;9,8;22,0;29,3;9,8;4,9;41,6;4,2;16,7;20,8;12,5;4,2;0,0;15,0;25,0;35,0;20,0;5,0;0,0;30,8;69,2;0,0;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Total;24,2;9,8;22,0;29,3;9,8;4,9;41,6;4,2;16,7;20,8;12,5;4,2;0,0;15,0;25,0;35,0;20,0;5,0;0,0;30,8;69,2;0,0;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;30,8;69,2;0,0;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;30,8;69,2;0,0;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Total;Municipal;24,2;9,8;22,0;29,3;9,8;4,9;41,6;4,2;16,7;20,8;12,5;4,2;0,0;15,0;25,0;35,0;20,0;5,0;--;--;--;--;--;--
2021;Sudeste;SP;3510153;Canitar;Urbana;Municipal;24,2;9,8;22,0;29,3;9,8;4,9;41,6;4,2;16,7;20,8;12,5;4,2;0,0;15,0;25,0;35,0;20,0;5,0;--;--;--;--;--;--
2021;Sudeste;SP;3510153;Canitar;Total;Pública;24,2;9,8;22,0;29,3;9,8;4,9;41,6;4,2;16,7;20,8;12,5;4,2;0,0;15,0;25,0;35,0;20,0;5,0;0,0;30,8;69,2;0,0;0,0;0,0
2021;Sudeste;SP;3510153;Canitar;Urbana;Pública;24,2;9,8;22,0;29,3;9,8;4,9;41,6;4,2;16,7;20,8;12,5;4,2;0,0;15,0;25,0;35,0;20,0;5,0;0,0;30,8;69,2;0,0;0,0;0,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Total;29,3;21,9;15,7;25,0;6,2;1,9;43,2;26,5;11,4;16,8;1,6;0,5;8,5;14,0;23,0;40,4;10,7;3,4;1,7;5,2;34,5;40,5;13,8;4,3
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Total;25,1;22,3;17,5;26,1;6,9;2,1;40,1;28,7;12,6;16,2;1,8;0,6;3,8;12,7;25,9;41,8;12,0;3,8;0,0;4,8;36,4;41,1;14,0;3,7
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Total;50,0;13,6;0,0;31,8;2,3;2,3;68,4;5,3;0,0;26,3;0,0;0,0;30,0;16,7;0,0;46,7;3,3;3,3;20,0;10,0;10,0;30,0;20,0;10,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Estadual;0,0;5,5;24,3;40,5;29,7;0,0;--;--;--;--;--;--;0,0;5,5;24,3;40,5;29,7;0,0;1,7;5,2;34,5;40,5;13,8;4,3
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Estadual;0,0;5,5;24,3;40,5;29,7;0,0;--;--;--;--;--;--;0,0;5,5;24,3;40,5;29,7;0,0;0,0;4,8;36,4;41,1;14,0;3,7
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;20,0;10,0;10,0;30,0;20,0;10,0
2021;Sudeste;SP;3510203;Capão Bonito;Total;Municipal;31,5;22,3;12,2;26,5;5,0;2,5;45,8;28,2;6,3;16,9;2,1;0,7;9,2;11,9;18,3;45,9;9,2;5,5;--;--;--;--;--;--
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Municipal;25,9;22,9;14,1;28,3;5,9;2,9;41,9;31,5;7,3;16,1;2,4;0,8;1,2;9,0;22,5;49,4;11,2;6,7;--;--;--;--;--;--
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Municipal;50,0;13,6;0,0;31,8;2,3;2,3;68,4;5,3;0,0;26,3;0,0;0,0;30,0;16,7;0,0;46,7;3,3;3,3;--;--;--;--;--;--
2021;Sudeste;SP;3510203;Capão Bonito;Total;Privada;30,4;24,2;22,7;16,7;3,0;3,0;32,6;19,6;30,4;15,2;2,2;0,0;12,1;24,4;29,3;24,4;4,9;4,9;--;--;--;--;--;--
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Privada;30,4;24,2;22,7;16,7;3,0;3,0;32,6;19,6;30,4;15,2;2,2;0,0;12,1;24,4;29,3;24,4;4,9;4,9;--;--;--;--;--;--
2021;Sudeste;SP;3510203;Capão Bonito;Total;Pública;28,2;20,6;14,2;27,3;7,5;2,2;45,8;28,2;6,3;16,9;2,1;0,7;6,9;10,5;20,3;44,8;13,3;4,2;1,7;5,2;34,5;40,5;13,8;4,3
2021;Sudeste;SP;3510203;Capão Bonito;Urbana;Pública;22,7;20,9;16,2;29,1;8,5;2,6;41,9;31,5;7,3;16,1;2,4;0,8;0,8;8,1;23,6;47,2;15,4;4,9;0,0;4,8;36,4;41,1;14,0;3,7
2021;Sudeste;SP;3510203;Capão Bonito;Rural;Pública;50,0;13,6;0,0;31,8;2,3;2,3;68,4;5,3;0,0;26,3;0,0;0,0;30,0;16,7;0,0;46,7;3,3;3,3;20,0;10,0;10,0;30,0;20,0;10,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Total;32,0;25,4;15,4;20,1;5,3;1,8;46,3;25,8;9,3;15,5;3,1;0,0;10,4;20,9;19,8;34,9;10,5;3,5;0,0;2,5;33,3;38,1;19,0;7,1
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Total;32,5;24,3;16,7;18,8;5,6;2,1;48,3;25,3;10,8;12,0;3,6;0,0;9,8;19,4;20,8;34,7;11,1;4,2;0,0;2,5;33,3;38,1;19,0;7,1
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Total;22,5;25,8;6,5;35,5;9,7;0,0;31,2;25,0;0,0;43,8;0,0;0,0;11,1;22,2;11,1;38,9;16,7;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;2,8;27,8;41,7;19,4;8,3
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Estadual;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;2,8;27,8;41,7;19,4;8,3
2021;Sudeste;SP;3510302;Capela do Alto;Total;Municipal;32,7;27,0;11,9;20,8;5,7;1,9;48,3;26,9;6,5;15,1;3,2;0,0;8,8;22,8;16,5;36,7;11,4;3,8;--;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Municipal;33,6;26,1;12,7;19,4;6,0;2,2;50,6;26,6;7,6;11,4;3,8;0,0;7,8;21,5;16,9;36,9;12,3;4,6;--;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Municipal;22,5;25,8;6,5;35,5;9,7;0,0;31,2;25,0;0,0;43,8;0,0;0,0;11,1;22,2;11,1;38,9;16,7;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3510302;Capela do Alto;Total;Privada;16,7;0,0;58,3;8,3;16,7;0,0;0,0;0,0;75,0;25,0;0,0;0,0;22,3;0,0;44,4;11,1;22,2;0,0;0,0;0,0;66,6;16,7;16,7;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Privada;16,7;0,0;58,3;8,3;16,7;0,0;0,0;0,0;75,0;25,0;0,0;0,0;22,3;0,0;44,4;11,1;22,2;0,0;0,0;0,0;66,6;16,7;16,7;0,0
2021;Sudeste;SP;3510302;Capela do Alto;Total;Pública;32,7;27,0;11,9;20,8;5,7;1,9;48,3;26,9;6,5;15,1;3,2;0,0;8,8;22,8;16,5;36,7;11,4;3,8;0,0;2,8;27,8;41,7;19,4;8,3
2021;Sudeste;SP;3510302;Capela do Alto;Urbana;Pública;33,6;26,1;12,7;19,4;6,0;2,2;50,6;26,6;7,6;11,4;3,8;0,0;7,8;21,5;16,9;36,9;12,3;4,6;0,0;2,8;27,8;41,7;19,4;8,3
2021;Sudeste;SP;3510302;Capela do Alto;Rural;Pública;22,5;25,8;6,5;35,5;9,7;0,0;31,2;25,0;0,0;43,8;0,0;0,0;11,1;22,2;11,1;38,9;16,7;0,0;--;--;--;--;--;--
2021;Sudeste;SP;3510401;Capivari;Total;Total;16,3;16,3;32,8;25,2;6,6;2,8;24,7;16,9;28,6;18,1;7,7;4,0;4,1;13,7;34,5;36,0;7,1;4,6;0,6;18,6;33,5;38,3;6,0;3,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Total;16,3;16,3;32,8;25,2;6,6;2,8;24,7;16,9;28,6;18,1;7,7;4,0;4,1;13,7;34,5;36,0;7,1;4,6;0,6;18,6;33,5;38,3;6,0;3,0
2021;Sudeste;SP;3510401;Capivari;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;51,4;5,4;43,2;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;51,4;5,4;43,2;0,0;0,0
2021;Sudeste;SP;3510401;Capivari;Total;Estadual;0,0;9,1;47,5;34,3;3,0;6,1;--;--;--;--;--;--;0,0;9,1;47,5;34,3;3,0;6,1;1,0;7,8;46,1;34,3;6,9;3,9
2021;Sudeste;SP;3510401;Capivari;Urbana;Estadual;0,0;9,1;47,5;34,3;3,0;6,1;--;--;--;--;--;--;0,0;9,1;47,5;34,3;3,0;6,1;1,0;7,8;46,1;34,3;6,9;3,9
2021;Sudeste;SP;3510401;Capivari;Total;Municipal;19,1;18,7;29,3;21,6;7,8;3,5;23,6;17,0;30,4;17,4;7,6;4,0;1,7;23,4;23,4;35,9;12,5;3,1;--;--;--;--;--;--
2021;Sudeste;SP;3510401;Capivari;Urbana;Municipal;19,1;18,7;29,3;21,6;7,8;3,5;23,6;17,0;30,4;17,4;7,6;4,0;1,7;23,4;23,4;35,9;12,5;3,1;--;--;--;--;--;--
2021;Sudeste;SP;3510401;Capivari;Total;Privada;24,9;11,7;20,0;30,0;6,7;6,7;28,6;14,3;21,4;21,4;10,7;3,6;17,1;7,3;14,6;43,9;7,3;9,8;0,0;13,9;24,1;44,8;10,3;6,9
2021;Sudeste;SP;3510401;Capivari;Urbana;Privada;24,9;11,7;20,0;30,0;6,7;6,7;28,6;14,3;21,4;21,4;10,7;3,6;17,1;7,3;14,6;43,9;7,3;9,8;0,0;13,9;24,1;44,8;10,3;6,9
2021;Sudeste;SP;3510401;Capivari;Total;Pública;14,5;16,6;34,9;24,4;6,7;2,9;23,6;17,0;30,4;17,4;7,6;4,0;0,5;15,0;38,8;34,4;6,9;4,4;0,7;19,4;35,3;36,7;5,0;2,9
2021;Sudeste;SP;3510401;Capivari;Urbana;Pública;14,5;16,6;34,9;24,4;6,7;2,9;23,6;17,0;30,4;17,4;7,6;4,0;0,5;15,0;38,8;34,4;6,9;4,4;0,7;19,4;35,3;36,7;5,0;2,9
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Total;20,0;16,7;24,2;31,4;5,0;2,7;33,3;16,2;19,1;27,2;2,7;1,5;2,7;15,1;27,2;41,0;8,9;5,1;0,0;9,5;30,1;42,7;11,6;6,1
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Total;20,1;16,8;24,0;31,5;4,9;2,7;33,7;16,4;18,9;26,9;2,5;1,6;2,5;15,3;26,9;41,3;8,8;5,2;0,0;9,6;29,7;42,8;11,8;6,1
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Total;10,0;0,0;30,0;50,0;10,0;0,0;0,0;0,0;33,3;50,0;16,7;0,0;10,0;0,0;30,0;50,0;10,0;0,0;0,0;0,0;30,0;60,0;10,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;25,0;5,0;50,0;20,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;25,0;5,0;50,0;20,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Estadual;0,7;7,3;15,3;54,7;13,3;8,7;0,0;0,0;33,3;50,0;16,7;0,0;0,7;7,3;15,3;54,7;13,3;8,7;0,0;6,9;28,9;45,2;11,9;7,1
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Estadual;0,0;7,6;13,9;56,3;13,2;9,0;--;--;--;--;--;--;0,0;7,6;13,9;56,3;13,2;9,0;0,0;6,9;28,4;45,3;12,1;7,3
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Estadual;10,0;0,0;30,0;50,0;10,0;0,0;0,0;0,0;33,3;50,0;16,7;0,0;10,0;0,0;30,0;50,0;10,0;0,0;0,0;0,0;30,0;60,0;10,0;0,0
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Municipal;18,9;19,6;25,6;29,5;4,4;2,0;28,1;18,6;21,9;27,3;2,6;1,5;0,9;19,2;29,0;37,1;9,8;4,0;--;--;--;--;--;--
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Municipal;18,9;19,6;25,6;29,5;4,4;2,0;28,1;18,6;21,9;27,3;2,6;1,5;0,9;19,2;29,0;37,1;9,8;4,0;--;--;--;--;--;--
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Privada;33,6;13,2;23,2;24,5;2,3;3,2;50,4;9,4;9,4;26,0;2,4;2,4;8,3;13,9;32,8;35,2;4,1;5,7;0,0;14,9;37,8;29,7;8,1;9,5
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Privada;33,6;13,2;23,2;24,5;2,3;3,2;50,4;9,4;9,4;26,0;2,4;2,4;8,3;13,9;32,8;35,2;4,1;5,7;0,0;14,9;37,8;29,7;8,1;9,5
2021;Sudeste;SP;3510500;Caraguatatuba;Total;Pública;15,6;17,5;24,1;33,9;5,8;3,1;27,6;18,3;22,1;27,7;2,8;1,5;0,9;15,0;24,5;43,2;10,6;5,8;0,0;8,0;27,4;45,5;12,4;6,7
2021;Sudeste;SP;3510500;Caraguatatuba;Urbana;Pública;15,5;17,7;23,8;34,1;5,8;3,1;28,1;18,6;21,9;27,3;2,6;1,5;0,6;15,3;24,1;43,6;10,5;5,9;0,0;8,1;26,9;45,6;12,6;6,8
2021;Sudeste;SP;3510500;Caraguatatuba;Rural;Pública;10,0;0,0;30,0;50,0;10,0;0,0;0,0;0,0;33,3;50,0;16,7;0,0;10,0;0,0;30,0;50,0;10,0;0,0;0,0;0,0;30,0;60,0;10,0;0,0
2021;Sudeste;SP;3510609;Carapicuíba;Total;Total;5,0;24,0;21,9;40,4;6,5;2,2;9,3;37,7;15,1;33,2;3,5;1,2;0,0;7,9;27,1;50,1;11,0;3,9;0,0;4,3;26,1;49,2;14,7;5,7
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Total;5,0;24,0;21,9;40,4;6,5;2,2;9,3;37,7;15,1;33,2;3,5;1,2;0,0;7,9;27,1;50,1;11,0;3,9;0,0;4,3;26,1;49,2;14,7;5,7
2021;Sudeste;SP;3510609;Carapicuíba;Total;Estadual;2,9;25,7;18,9;42,4;7,6;2,5;6,5;46,7;5,5;35,3;4,3;1,7;0,0;8,2;28,0;48,7;11,2;3,9;0,0;4,7;25,2;49,1;15,4;5,6
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Estadual;2,9;25,7;18,9;42,4;7,6;2,5;6,5;46,7;5,5;35,3;4,3;1,7;0,0;8,2;28,0;48,7;11,2;3,9;0,0;4,7;25,2;49,1;15,4;5,6
2021;Sudeste;SP;3510609;Carapicuíba;Total;Municipal;1,3;31,1;21,9;42,9;2,3;0,5;1,3;31,1;21,9;42,9;2,3;0,5;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Municipal;1,3;31,1;21,9;42,9;2,3;0,5;1,3;31,1;21,9;42,9;2,3;0,5;--;--;--;--;--;--;--;--;--;--;--;--
2021;Sudeste;SP;3510609;Carapicuíba;Total;Privada;16,9;6,6;34,2;34,5;6,0;1,8;25,9;7,0;41,3;23,0;2,8;0,0;0,7;4,6;17,8;61,8;11,2;3,9;0,0;0,0;31,6;47,6;11,0;9,8
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Privada;16,9;6,6;34,2;34,5;6,0;1,8;25,9;7,0;41,3;23,0;2,8;0,0;0,7;4,6;17,8;61,8;11,2;3,9;0,0;0,0;31,6;47,6;11,0;9,8
2021;Sudeste;SP;3510609;Carapicuíba;Total;Pública;2,7;26,7;19,5;41,9;6,9;2,3;5,3;44,2;9,4;35,8;3,8;1,5;0,0;8,2;28,0;48,7;11,2;3,9;0,0;4,7;25,2;49,1;15,4;5,6
2021;Sudeste;SP;3510609;Carapicuíba;Urbana;Pública;2,7;26,7;19,5;41,9;6,9;2,3;5,3;44,2;9,4;35,8;3,8;1,5;0,0;8,2;28,0;48,7;11,2;3,9;0,0;4,7;25,2;49,1;15,4;5,6
2021;Sudeste;SP;3510708;Cardoso;Total;Total;22,5;14,0;34,4;15,1;8,6;5,4;41,0;15,9;15,9;15,9;6,8;4,5;5,0;9,8;45,9;18,0;13,1;8,2;0,0;5,1;56,4;20,5;10,3;7,7
2021;Sudeste;SP;3510708;Cardoso;Urbana;Total;22,5;14,0;34,4;15,1;8,6;5,4;41,0;15,9;15,9;15,9;6,8;4,5;5,0;9,8;45,9;18,0;13,1;8,2;0,0;5,1;56,4;20,5;10,3;7,7
2021;Sudeste;SP;3510708;Cardoso;Total;Estadual;7,9;15,8;60,5;7,9;2,6;5,3;25,0;0,0;75,0;0,0;0,0;0,0;5,4;16,2;62,2;8,1;2,7;5,4;0,0;3,5;65,5;13,8;10,3;6,9
2021;Sudeste;SP;3510708;Cardoso;Urbana;Estadual;7,9;15,8;60,5;7,9;2,6;5,3;25,0;0,0;75,0;0,0;0,0;0,0;5,4;16,2;62,2;8,1;2,7;5,4;0,0;3,5;65,5;13,8;10,3;6,9
2021;Sudeste;SP;3510708;Cardoso;Total;Municipal;33,3;15,6;8,9;17,8;13,3;11,1;45,4;21,2;6,1;12,1;9,1;6,1;0,0;0,0;11,8;29,4;29,4;29,4;--;--;--;--;--;--
2021;Sudeste;SP;3510708;Cardoso;Urbana;Municipal;33,3;15,6;8,9;17,8;13,3;11,1;45,4;21,2;6,1;12,1;9,1;6,1;0,0;0,0;11,8;29,4;29,4;29,4;--;--;--;--;--;--
2021;Sudeste;SP;3510708;Cardoso;Total;Privada;20,0;0,0;33,3;26,7;13,3;6,7;28,5;0,0;28,6;42,9;0,0;0,0;9,0;0,0;27,3;36,4;18,2;9,1;0,0;10,0;30,0;40,0;10,0;10,0
2021;Sudeste;SP;3510708;Cardoso;Urbana;Privada;20,0;0,0;33,3;26,7;13,3;6,7;28,5;0,0;28,6;42,9;0,0;0,0;9,0;0,0;27,3;36,4;18,2;9,1;0,0;10,0;30,0;40,0;10,0;10,0
