NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;EDU_BAS_CAT_1;EDU_BAS_CAT_2;EDU_BAS_CAT_3;EDU_BAS_CAT_4
2021;Sudeste;SP;3515004;Embu das Artes;Total;Privada;15,0;40,0;40,0;5,0
2021;Sudeste;SP;3515004;Embu das Artes;Urbana;Privada;15,0;40,0;40,0;5,0
2021;Sudeste;SP;3515004;Embu das Artes;Total;Pública;3,3;41,1;52,2;3,4
2021;Sudeste;SP;3515004;Embu das Artes;Urbana;Pública;3,3;41,1;52,2;3,4
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Total;11,3;45,2;43,5;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Urbana;Total;12,5;42,9;44,6;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Rural;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Estadual;5,0;65,0;30,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Urbana;Estadual;5,0;65,0;30,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Municipal;18,2;45,5;36,3;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Urbana;Municipal;20,7;37,9;41,4;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Rural;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Total;Pública;13,2;52,8;34,0;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Urbana;Pública;14,3;49,0;36,7;0,0
2021;Sudeste;SP;3515103;Embu-Guaçu;Rural;Pública;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515129;Emilianópolis;Total;Total;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3515129;Emilianópolis;Urbana;Total;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3515129;Emilianópolis;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515129;Emilianópolis;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515129;Emilianópolis;Total;Municipal;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3515129;Emilianópolis;Urbana;Municipal;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3515129;Emilianópolis;Total;Pública;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3515129;Emilianópolis;Urbana;Pública;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Total;0,0;44,4;55,6;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Privada;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Urbana;Privada;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Rural;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Total;Pública;0,0;42,9;57,1;0,0
2021;Sudeste;SP;3515152;Engenheiro Coelho;Urbana;Pública;0,0;42,9;57,1;0,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Total;5,4;32,4;43,2;19,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Urbana;Total;6,3;31,3;43,8;18,6
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Rural;Total;0,0;40,0;40,0;20,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Estadual;10,0;60,0;20,0;10,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Urbana;Estadual;12,5;62,5;25,0;0,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Rural;Estadual;0,0;50,0;0,0;50,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Municipal;5,6;22,2;44,4;27,8
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Urbana;Municipal;5,9;17,6;47,1;29,4
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Privada;0,0;22,2;66,7;11,1
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Urbana;Privada;0,0;28,6;57,1;14,3
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Rural;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Total;Pública;7,1;35,7;35,7;21,5
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Urbana;Pública;8,0;32,0;40,0;20,0
2021;Sudeste;SP;3515186;Espírito Santo do Pinhal;Rural;Pública;0,0;66,7;0,0;33,3
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Total;Total;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Urbana;Total;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Total;Municipal;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Urbana;Municipal;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Total;Pública;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3515194;Espírito Santo do Turvo;Urbana;Pública;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Total;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Urbana;Total;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515202;Estrela d'Oeste;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Total;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Urbana;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Total;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515301;Estrela do Norte;Urbana;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Total;0,0;45,5;54,5;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Total;0,0;20,0;80,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Estadual;0,0;80,0;20,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Municipal;0,0;16,7;83,3;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Total;Pública;0,0;45,5;54,5;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Urbana;Pública;0,0;20,0;80,0;0,0
2021;Sudeste;SP;3515350;Euclides da Cunha Paulista;Rural;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3515400;Fartura;Total;Total;0,0;30,8;46,2;23,0
2021;Sudeste;SP;3515400;Fartura;Urbana;Total;0,0;30,8;46,2;23,0
2021;Sudeste;SP;3515400;Fartura;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515400;Fartura;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515400;Fartura;Total;Municipal;0,0;28,6;42,9;28,5
2021;Sudeste;SP;3515400;Fartura;Urbana;Municipal;0,0;28,6;42,9;28,5
2021;Sudeste;SP;3515400;Fartura;Total;Privada;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3515400;Fartura;Urbana;Privada;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3515400;Fartura;Total;Pública;0,0;22,2;55,6;22,2
2021;Sudeste;SP;3515400;Fartura;Urbana;Pública;0,0;22,2;55,6;22,2
2021;Sudeste;SP;3515509;Fernandópolis;Total;Total;4,0;42,0;46,0;8,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Total;4,0;42,0;46,0;8,0
2021;Sudeste;SP;3515509;Fernandópolis;Total;Estadual;9,1;81,8;9,1;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Estadual;9,1;81,8;9,1;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Total;Municipal;3,4;37,9;58,7;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Municipal;3,4;37,9;58,7;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Total;Privada;0,0;10,0;50,0;40,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Privada;0,0;10,0;50,0;40,0
2021;Sudeste;SP;3515509;Fernandópolis;Total;Pública;5,0;50,0;45,0;0,0
2021;Sudeste;SP;3515509;Fernandópolis;Urbana;Pública;5,0;50,0;45,0;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Total;0,0;50,0;33,3;16,7
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Total;0,0;50,0;33,3;16,7
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Municipal;0,0;40,0;40,0;20,0
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Municipal;0,0;40,0;40,0;20,0
2021;Sudeste;SP;3515608;Fernando Prestes;Total;Pública;0,0;50,0;33,3;16,7
2021;Sudeste;SP;3515608;Fernando Prestes;Urbana;Pública;0,0;50,0;33,3;16,7
2021;Sudeste;SP;3515657;Fernão;Total;Total;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3515657;Fernão;Urbana;Total;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3515657;Fernão;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515657;Fernão;Total;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3515657;Fernão;Urbana;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3515657;Fernão;Total;Pública;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3515657;Fernão;Urbana;Pública;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Total;7,0;40,7;45,3;7,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Total;7,1;40,5;45,2;7,2
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Estadual;0,0;83,3;16,7;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Estadual;0,0;83,3;16,7;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Municipal;0,0;26,2;64,3;9,5
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Municipal;0,0;25,0;65,0;10,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Privada;23,1;34,6;34,6;7,7
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Privada;23,1;34,6;34,6;7,7
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Total;Pública;0,0;43,3;50,0;6,7
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Urbana;Pública;0,0;43,1;50,0;6,9
2021;Sudeste;SP;3515707;Ferraz de Vasconcelos;Rural;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3515806;Flora Rica;Total;Total;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Total;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3515806;Flora Rica;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3515806;Flora Rica;Total;Municipal;50,0;0,0;50,0;0,0
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Municipal;50,0;0,0;50,0;0,0
2021;Sudeste;SP;3515806;Flora Rica;Total;Pública;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3515806;Flora Rica;Urbana;Pública;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Total;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3515905;Floreal;Urbana;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Total;28,6;28,6;28,6;14,2
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Total;33,3;33,3;16,7;16,7
2021;Sudeste;SP;3516002;Flórida Paulista;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Municipal;40,0;20,0;20,0;20,0
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Municipal;40,0;20,0;20,0;20,0
2021;Sudeste;SP;3516002;Flórida Paulista;Total;Pública;28,6;28,6;28,6;14,2
2021;Sudeste;SP;3516002;Flórida Paulista;Urbana;Pública;33,3;33,3;16,7;16,7
2021;Sudeste;SP;3516002;Flórida Paulista;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516101;Florínea;Total;Total;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3516101;Florínea;Urbana;Total;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3516101;Florínea;Total;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516101;Florínea;Urbana;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516101;Florínea;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516101;Florínea;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516101;Florínea;Total;Pública;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3516101;Florínea;Urbana;Pública;0,0;25,0;75,0;0,0
2021;Sudeste;SP;3516200;Franca;Total;Total;10,3;45,5;35,7;8,5
2021;Sudeste;SP;3516200;Franca;Urbana;Total;10,3;45,5;35,7;8,5
2021;Sudeste;SP;3516200;Franca;Total;Estadual;4,9;68,9;19,7;6,5
2021;Sudeste;SP;3516200;Franca;Urbana;Estadual;4,9;68,9;19,7;6,5
2021;Sudeste;SP;3516200;Franca;Total;Municipal;9,4;43,4;45,3;1,9
2021;Sudeste;SP;3516200;Franca;Urbana;Municipal;9,4;43,4;45,3;1,9
2021;Sudeste;SP;3516200;Franca;Total;Privada;13,6;33,6;40,0;12,8
2021;Sudeste;SP;3516200;Franca;Urbana;Privada;13,6;33,6;40,0;12,8
2021;Sudeste;SP;3516200;Franca;Total;Pública;7,0;57,0;31,6;4,4
2021;Sudeste;SP;3516200;Franca;Urbana;Pública;7,0;57,0;31,6;4,4
2021;Sudeste;SP;3516309;Francisco Morato;Total;Total;1,4;47,1;47,1;4,4
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Total;1,4;47,1;47,1;4,4
2021;Sudeste;SP;3516309;Francisco Morato;Total;Estadual;0,0;55,6;44,4;0,0
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Estadual;0,0;55,6;44,4;0,0
2021;Sudeste;SP;3516309;Francisco Morato;Total;Municipal;2,1;42,6;51,1;4,2
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Municipal;2,1;42,6;51,1;4,2
2021;Sudeste;SP;3516309;Francisco Morato;Total;Privada;0,0;60,0;20,0;20,0
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Privada;0,0;60,0;20,0;20,0
2021;Sudeste;SP;3516309;Francisco Morato;Total;Pública;1,5;46,2;49,2;3,1
2021;Sudeste;SP;3516309;Francisco Morato;Urbana;Pública;1,5;46,2;49,2;3,1
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Total;13,1;59,5;23,8;3,6
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Total;13,3;59,0;24,1;3,6
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Total;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Estadual;10,7;78,6;7,1;3,6
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Estadual;10,7;78,6;7,1;3,6
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Municipal;16,3;57,1;22,4;4,2
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Municipal;16,7;56,3;22,9;4,1
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3516408;Franco da Rocha;Total;Pública;14,3;64,9;16,9;3,9
2021;Sudeste;SP;3516408;Franco da Rocha;Urbana;Pública;14,5;64,5;17,1;3,9
2021;Sudeste;SP;3516408;Franco da Rocha;Rural;Pública;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Total;0,0;25,0;25,0;50,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Total;0,0;25,0;25,0;50,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Municipal;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Municipal;0,0;0,0;33,3;66,7
2021;Sudeste;SP;3516507;Gabriel Monteiro;Total;Pública;0,0;25,0;25,0;50,0
2021;Sudeste;SP;3516507;Gabriel Monteiro;Urbana;Pública;0,0;25,0;25,0;50,0
2021;Sudeste;SP;3516606;Gália;Total;Total;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3516606;Gália;Urbana;Total;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3516606;Gália;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516606;Gália;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516606;Gália;Total;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3516606;Gália;Urbana;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3516606;Gália;Total;Pública;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3516606;Gália;Urbana;Pública;0,0;33,3;0,0;66,7
2021;Sudeste;SP;3516705;Garça;Total;Total;21,6;54,1;18,9;5,4
2021;Sudeste;SP;3516705;Garça;Urbana;Total;22,2;52,8;19,4;5,6
2021;Sudeste;SP;3516705;Garça;Rural;Total;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516705;Garça;Total;Estadual;12,5;50,0;25,0;12,5
2021;Sudeste;SP;3516705;Garça;Urbana;Estadual;12,5;50,0;25,0;12,5
2021;Sudeste;SP;3516705;Garça;Total;Municipal;29,2;66,7;4,1;0,0
2021;Sudeste;SP;3516705;Garça;Urbana;Municipal;30,4;65,2;4,4;0,0
2021;Sudeste;SP;3516705;Garça;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516705;Garça;Total;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3516705;Garça;Urbana;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3516705;Garça;Total;Pública;25,0;62,5;9,4;3,1
2021;Sudeste;SP;3516705;Garça;Urbana;Pública;25,8;61,3;9,7;3,2
2021;Sudeste;SP;3516705;Garça;Rural;Pública;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Total;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Total;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Municipal;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Municipal;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3516804;Gastão Vidigal;Total;Pública;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3516804;Gastão Vidigal;Urbana;Pública;0,0;33,3;33,3;33,4
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516853;Gavião Peixoto;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Total;Total;30,0;60,0;10,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Urbana;Total;30,0;60,0;10,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Total;Municipal;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Urbana;Municipal;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Total;Privada;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Urbana;Privada;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Total;Pública;37,5;62,5;0,0;0,0
2021;Sudeste;SP;3516903;General Salgado;Urbana;Pública;37,5;62,5;0,0;0,0
2021;Sudeste;SP;3517000;Getulina;Total;Total;0,0;44,4;44,4;11,2
2021;Sudeste;SP;3517000;Getulina;Urbana;Total;0,0;37,5;50,0;12,5
2021;Sudeste;SP;3517000;Getulina;Rural;Total;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517000;Getulina;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517000;Getulina;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517000;Getulina;Rural;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517000;Getulina;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3517000;Getulina;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3517000;Getulina;Total;Privada;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3517000;Getulina;Urbana;Privada;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3517000;Getulina;Total;Pública;0,0;57,1;42,9;0,0
2021;Sudeste;SP;3517000;Getulina;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3517000;Getulina;Rural;Pública;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517109;Glicério;Total;Total;0,0;20,0;40,0;40,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Total;0,0;20,0;40,0;40,0
2021;Sudeste;SP;3517109;Glicério;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3517109;Glicério;Total;Municipal;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Municipal;0,0;0,0;50,0;50,0
2021;Sudeste;SP;3517109;Glicério;Total;Pública;0,0;20,0;40,0;40,0
2021;Sudeste;SP;3517109;Glicério;Urbana;Pública;0,0;20,0;40,0;40,0
