NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;EDU_BAS_CAT_1;EDU_BAS_CAT_2;EDU_BAS_CAT_3;EDU_BAS_CAT_4
2021;Sudeste;SP;3528809;Maracaí;Urbana;Pública;18,2;63,6;18,2;0,0
2021;Sudeste;SP;3528858;Marapoama;Total;Total;0,0;66,7;0,0;33,3
2021;Sudeste;SP;3528858;Marapoama;Urbana;Total;0,0;66,7;0,0;33,3
2021;Sudeste;SP;3528858;Marapoama;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Total;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Total;Privada;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Privada;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3528858;Marapoama;Total;Pública;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528858;Marapoama;Urbana;Pública;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Total;Total;0,0;25,0;50,0;25,0
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Total;0,0;25,0;50,0;25,0
2021;Sudeste;SP;3528908;Mariápolis;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3528908;Mariápolis;Total;Municipal;0,0;0,0;66,7;33,3
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Municipal;0,0;0,0;66,7;33,3
2021;Sudeste;SP;3528908;Mariápolis;Total;Pública;0,0;25,0;50,0;25,0
2021;Sudeste;SP;3528908;Mariápolis;Urbana;Pública;0,0;25,0;50,0;25,0
2021;Sudeste;SP;3529005;Marília;Total;Total;7,7;39,2;46,9;6,2
2021;Sudeste;SP;3529005;Marília;Urbana;Total;7,4;38,0;47,9;6,7
2021;Sudeste;SP;3529005;Marília;Rural;Total;11,1;55,6;33,3;0,0
2021;Sudeste;SP;3529005;Marília;Total;Estadual;19,0;57,1;21,4;2,5
2021;Sudeste;SP;3529005;Marília;Urbana;Estadual;19,4;58,3;19,4;2,9
2021;Sudeste;SP;3529005;Marília;Rural;Estadual;16,7;50,0;33,3;0,0
2021;Sudeste;SP;3529005;Marília;Total;Municipal;0,0;29,6;66,7;3,7
2021;Sudeste;SP;3529005;Marília;Urbana;Municipal;0,0;27,5;68,6;3,9
2021;Sudeste;SP;3529005;Marília;Rural;Municipal;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3529005;Marília;Total;Privada;5,9;32,4;47,1;14,6
2021;Sudeste;SP;3529005;Marília;Urbana;Privada;5,9;32,4;47,1;14,6
2021;Sudeste;SP;3529005;Marília;Total;Pública;8,3;41,7;46,9;3,1
2021;Sudeste;SP;3529005;Marília;Urbana;Pública;8,0;40,2;48,3;3,5
2021;Sudeste;SP;3529005;Marília;Rural;Pública;11,1;55,6;33,3;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3529104;Marinópolis;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Total;Total;13,0;30,4;43,5;13,1
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Total;13,6;31,8;40,9;13,7
2021;Sudeste;SP;3529203;Martinópolis;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Total;Estadual;0,0;75,0;25,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Total;Municipal;27,3;27,3;45,4;0,0
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Municipal;27,3;27,3;45,4;0,0
2021;Sudeste;SP;3529203;Martinópolis;Total;Privada;0,0;12,5;50,0;37,5
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Privada;0,0;12,5;50,0;37,5
2021;Sudeste;SP;3529203;Martinópolis;Total;Pública;20,0;40,0;40,0;0,0
2021;Sudeste;SP;3529203;Martinópolis;Urbana;Pública;21,4;42,9;35,7;0,0
2021;Sudeste;SP;3529203;Martinópolis;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529302;Matão;Total;Total;0,0;29,1;61,8;9,1
2021;Sudeste;SP;3529302;Matão;Urbana;Total;0,0;29,6;61,1;9,3
2021;Sudeste;SP;3529302;Matão;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529302;Matão;Total;Federal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529302;Matão;Urbana;Federal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529302;Matão;Total;Estadual;0,0;61,1;27,8;11,1
2021;Sudeste;SP;3529302;Matão;Urbana;Estadual;0,0;61,1;27,8;11,1
2021;Sudeste;SP;3529302;Matão;Total;Municipal;0,0;19,2;76,9;3,9
2021;Sudeste;SP;3529302;Matão;Urbana;Municipal;0,0;20,0;76,0;4,0
2021;Sudeste;SP;3529302;Matão;Rural;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529302;Matão;Total;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3529302;Matão;Urbana;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3529302;Matão;Total;Pública;0,0;35,6;57,8;6,6
2021;Sudeste;SP;3529302;Matão;Urbana;Pública;0,0;36,4;56,8;6,8
2021;Sudeste;SP;3529302;Matão;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529401;Mauá;Total;Total;4,2;43,1;47,9;4,8
2021;Sudeste;SP;3529401;Mauá;Urbana;Total;4,2;43,1;47,9;4,8
2021;Sudeste;SP;3529401;Mauá;Total;Estadual;1,5;61,5;35,4;1,6
2021;Sudeste;SP;3529401;Mauá;Urbana;Estadual;1,5;61,5;35,4;1,6
2021;Sudeste;SP;3529401;Mauá;Total;Municipal;2,4;29,3;68,3;0,0
2021;Sudeste;SP;3529401;Mauá;Urbana;Municipal;2,4;29,3;68,3;0,0
2021;Sudeste;SP;3529401;Mauá;Total;Privada;8,2;32,8;47,5;11,5
2021;Sudeste;SP;3529401;Mauá;Urbana;Privada;8,2;32,8;47,5;11,5
2021;Sudeste;SP;3529401;Mauá;Total;Pública;1,9;49,1;48,1;0,9
2021;Sudeste;SP;3529401;Mauá;Urbana;Pública;1,9;49,1;48,1;0,9
2021;Sudeste;SP;3529500;Mendonça;Total;Total;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3529500;Mendonça;Urbana;Total;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3529500;Mendonça;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529500;Mendonça;Total;Municipal;0,0;66,7;0,0;33,3
2021;Sudeste;SP;3529500;Mendonça;Urbana;Municipal;0,0;66,7;0,0;33,3
2021;Sudeste;SP;3529500;Mendonça;Total;Pública;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3529500;Mendonça;Urbana;Pública;0,0;50,0;25,0;25,0
2021;Sudeste;SP;3529609;Meridiano;Total;Total;25,0;25,0;50,0;0,0
2021;Sudeste;SP;3529609;Meridiano;Urbana;Total;25,0;25,0;50,0;0,0
2021;Sudeste;SP;3529609;Meridiano;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529609;Meridiano;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529609;Meridiano;Total;Municipal;33,3;0,0;66,7;0,0
2021;Sudeste;SP;3529609;Meridiano;Urbana;Municipal;33,3;0,0;66,7;0,0
2021;Sudeste;SP;3529609;Meridiano;Total;Pública;25,0;25,0;50,0;0,0
2021;Sudeste;SP;3529609;Meridiano;Urbana;Pública;25,0;25,0;50,0;0,0
2021;Sudeste;SP;3529658;Mesópolis;Total;Total;0,0;50,0;0,0;50,0
2021;Sudeste;SP;3529658;Mesópolis;Urbana;Total;0,0;50,0;0,0;50,0
2021;Sudeste;SP;3529658;Mesópolis;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529658;Mesópolis;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3529658;Mesópolis;Total;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3529658;Mesópolis;Urbana;Municipal;0,0;0,0;0,0;100,0
2021;Sudeste;SP;3529658;Mesópolis;Total;Pública;0,0;50,0;0,0;50,0
2021;Sudeste;SP;3529658;Mesópolis;Urbana;Pública;0,0;50,0;0,0;50,0
2021;Sudeste;SP;3529708;Miguelópolis;Total;Total;25,0;31,3;31,3;12,4
2021;Sudeste;SP;3529708;Miguelópolis;Urbana;Total;26,7;33,3;26,7;13,3
2021;Sudeste;SP;3529708;Miguelópolis;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529708;Miguelópolis;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529708;Miguelópolis;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529708;Miguelópolis;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529708;Miguelópolis;Total;Municipal;30,0;30,0;30,0;10,0
2021;Sudeste;SP;3529708;Miguelópolis;Urbana;Municipal;30,0;30,0;30,0;10,0
2021;Sudeste;SP;3529708;Miguelópolis;Total;Privada;25,0;50,0;0,0;25,0
2021;Sudeste;SP;3529708;Miguelópolis;Urbana;Privada;25,0;50,0;0,0;25,0
2021;Sudeste;SP;3529708;Miguelópolis;Total;Pública;25,0;25,0;41,7;8,3
2021;Sudeste;SP;3529708;Miguelópolis;Urbana;Pública;27,3;27,3;36,4;9,0
2021;Sudeste;SP;3529708;Miguelópolis;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Total;Total;0,0;62,5;37,5;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Urbana;Total;0,0;62,5;37,5;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Total;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Urbana;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Total;Municipal;0,0;83,3;16,7;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Urbana;Municipal;0,0;83,3;16,7;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Total;Pública;0,0;71,4;28,6;0,0
2021;Sudeste;SP;3529807;Mineiros do Tietê;Urbana;Pública;0,0;71,4;28,6;0,0
2021;Sudeste;SP;3529906;Miracatu;Total;Total;40,6;40,6;15,6;3,2
2021;Sudeste;SP;3529906;Miracatu;Urbana;Total;36,8;42,1;15,8;5,3
2021;Sudeste;SP;3529906;Miracatu;Rural;Total;46,2;38,5;15,3;0,0
2021;Sudeste;SP;3529906;Miracatu;Total;Estadual;25,0;50,0;16,7;8,3
2021;Sudeste;SP;3529906;Miracatu;Urbana;Estadual;42,9;42,9;0,0;14,2
2021;Sudeste;SP;3529906;Miracatu;Rural;Estadual;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3529906;Miracatu;Total;Municipal;55,6;38,9;5,5;0,0
2021;Sudeste;SP;3529906;Miracatu;Urbana;Municipal;40,0;50,0;10,0;0,0
2021;Sudeste;SP;3529906;Miracatu;Rural;Municipal;75,0;25,0;0,0;0,0
2021;Sudeste;SP;3529906;Miracatu;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529906;Miracatu;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3529906;Miracatu;Total;Pública;43,3;43,3;10,0;3,4
2021;Sudeste;SP;3529906;Miracatu;Urbana;Pública;41,2;47,1;5,9;5,8
2021;Sudeste;SP;3529906;Miracatu;Rural;Pública;46,2;38,5;15,3;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Total;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Urbana;Total;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Total;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Urbana;Municipal;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Total;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530003;Mira Estrela;Urbana;Pública;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530102;Mirandópolis;Total;Total;4,3;43,5;39,1;13,1
2021;Sudeste;SP;3530102;Mirandópolis;Urbana;Total;0,0;37,5;56,3;6,2
2021;Sudeste;SP;3530102;Mirandópolis;Rural;Total;14,3;57,1;0,0;28,6
2021;Sudeste;SP;3530102;Mirandópolis;Total;Estadual;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3530102;Mirandópolis;Urbana;Estadual;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3530102;Mirandópolis;Total;Municipal;7,7;53,8;23,1;15,4
2021;Sudeste;SP;3530102;Mirandópolis;Urbana;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530102;Mirandópolis;Rural;Municipal;14,3;57,1;0,0;28,6
2021;Sudeste;SP;3530102;Mirandópolis;Total;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3530102;Mirandópolis;Urbana;Privada;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3530102;Mirandópolis;Total;Pública;5,6;55,6;27,8;11,0
2021;Sudeste;SP;3530102;Mirandópolis;Urbana;Pública;0,0;54,5;45,5;0,0
2021;Sudeste;SP;3530102;Mirandópolis;Rural;Pública;14,3;57,1;0,0;28,6
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Total;Total;18,8;50,0;31,2;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Urbana;Total;16,7;50,0;33,3;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Rural;Total;25,0;50,0;25,0;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Total;Estadual;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Urbana;Estadual;0,0;75,0;25,0;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Rural;Estadual;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Total;Municipal;33,3;44,4;22,3;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Urbana;Municipal;28,6;42,9;28,5;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Rural;Municipal;50,0;50,0;0,0;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Total;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Urbana;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Total;Pública;20,0;53,3;26,7;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Urbana;Pública;18,2;54,5;27,3;0,0
2021;Sudeste;SP;3530201;Mirante do Paranapanema;Rural;Pública;25,0;50,0;25,0;0,0
2021;Sudeste;SP;3530300;Mirassol;Total;Total;18,2;15,2;45,5;21,1
2021;Sudeste;SP;3530300;Mirassol;Urbana;Total;19,4;16,1;41,9;22,6
2021;Sudeste;SP;3530300;Mirassol;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530300;Mirassol;Total;Estadual;0,0;42,9;57,1;0,0
2021;Sudeste;SP;3530300;Mirassol;Urbana;Estadual;0,0;60,0;40,0;0,0
2021;Sudeste;SP;3530300;Mirassol;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530300;Mirassol;Total;Municipal;37,5;12,5;31,3;18,7
2021;Sudeste;SP;3530300;Mirassol;Urbana;Municipal;37,5;12,5;31,3;18,7
2021;Sudeste;SP;3530300;Mirassol;Total;Privada;0,0;0,0;60,0;40,0
2021;Sudeste;SP;3530300;Mirassol;Urbana;Privada;0,0;0,0;60,0;40,0
2021;Sudeste;SP;3530300;Mirassol;Total;Pública;26,1;21,7;39,1;13,1
2021;Sudeste;SP;3530300;Mirassol;Urbana;Pública;28,6;23,8;33,3;14,3
2021;Sudeste;SP;3530300;Mirassol;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Total;Total;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Urbana;Total;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Total;Municipal;0,0;20,0;80,0;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Urbana;Municipal;0,0;20,0;80,0;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Total;Pública;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3530409;Mirassolândia;Urbana;Pública;0,0;33,3;66,7;0,0
2021;Sudeste;SP;3530508;Mococa;Total;Total;0,0;23,9;47,8;28,3
2021;Sudeste;SP;3530508;Mococa;Urbana;Total;0,0;25,6;44,2;30,2
2021;Sudeste;SP;3530508;Mococa;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530508;Mococa;Total;Estadual;0,0;53,8;30,8;15,4
2021;Sudeste;SP;3530508;Mococa;Urbana;Estadual;0,0;58,3;25,0;16,7
2021;Sudeste;SP;3530508;Mococa;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530508;Mococa;Total;Municipal;0,0;12,5;58,3;29,2
2021;Sudeste;SP;3530508;Mococa;Urbana;Municipal;0,0;13,6;54,5;31,9
2021;Sudeste;SP;3530508;Mococa;Rural;Municipal;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530508;Mococa;Total;Privada;0,0;11,1;44,4;44,5
2021;Sudeste;SP;3530508;Mococa;Urbana;Privada;0,0;11,1;44,4;44,5
2021;Sudeste;SP;3530508;Mococa;Total;Pública;0,0;27,0;48,6;24,4
2021;Sudeste;SP;3530508;Mococa;Urbana;Pública;0,0;29,4;44,1;26,5
2021;Sudeste;SP;3530508;Mococa;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530607;Mogi das Cruzes;Total;Total;12,4;43,7;34,4;9,5
2021;Sudeste;SP;3530607;Mogi das Cruzes;Urbana;Total;12,7;44,8;34,1;8,4
2021;Sudeste;SP;3530607;Mogi das Cruzes;Rural;Total;6,7;20,0;40,0;33,3
2021;Sudeste;SP;3530607;Mogi das Cruzes;Total;Estadual;9,8;80,3;8,2;1,7
2021;Sudeste;SP;3530607;Mogi das Cruzes;Urbana;Estadual;8,6;81,0;8,6;1,8
2021;Sudeste;SP;3530607;Mogi das Cruzes;Rural;Estadual;33,3;66,7;0,0;0,0
2021;Sudeste;SP;3530607;Mogi das Cruzes;Total;Municipal;3,7;38,9;48,1;9,3
2021;Sudeste;SP;3530607;Mogi das Cruzes;Urbana;Municipal;4,1;42,3;48,5;5,1
2021;Sudeste;SP;3530607;Mogi das Cruzes;Rural;Municipal;0,0;9,1;45,5;45,4
2021;Sudeste;SP;3530607;Mogi das Cruzes;Total;Privada;19,5;32,5;35,1;12,9
2021;Sudeste;SP;3530607;Mogi das Cruzes;Urbana;Privada;19,6;32,7;34,6;13,1
2021;Sudeste;SP;3530607;Mogi das Cruzes;Rural;Privada;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3530607;Mogi das Cruzes;Total;Pública;5,9;53,8;33,7;6,6
2021;Sudeste;SP;3530607;Mogi das Cruzes;Urbana;Pública;5,8;56,8;33,5;3,9
2021;Sudeste;SP;3530607;Mogi das Cruzes;Rural;Pública;7,1;21,4;35,7;35,8
2021;Sudeste;SP;3530706;Mogi Guaçu;Total;Total;3,7;25,0;57,4;13,9
2021;Sudeste;SP;3530706;Mogi Guaçu;Urbana;Total;4,0;24,0;58,0;14,0
2021;Sudeste;SP;3530706;Mogi Guaçu;Rural;Total;0,0;37,5;50,0;12,5
2021;Sudeste;SP;3530706;Mogi Guaçu;Total;Estadual;5,3;68,4;15,8;10,5
2021;Sudeste;SP;3530706;Mogi Guaçu;Urbana;Estadual;6,3;62,5;18,8;12,4
2021;Sudeste;SP;3530706;Mogi Guaçu;Rural;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530706;Mogi Guaçu;Total;Municipal;1,5;10,4;73,1;15,0
2021;Sudeste;SP;3530706;Mogi Guaçu;Urbana;Municipal;1,6;11,3;72,6;14,5
2021;Sudeste;SP;3530706;Mogi Guaçu;Rural;Municipal;0,0;0,0;80,0;20,0
2021;Sudeste;SP;3530706;Mogi Guaçu;Total;Privada;9,1;31,8;45,5;13,6
2021;Sudeste;SP;3530706;Mogi Guaçu;Urbana;Privada;9,1;31,8;45,5;13,6
2021;Sudeste;SP;3530706;Mogi Guaçu;Total;Pública;2,3;23,3;60,5;13,9
2021;Sudeste;SP;3530706;Mogi Guaçu;Urbana;Pública;2,6;21,8;61,5;14,1
2021;Sudeste;SP;3530706;Mogi Guaçu;Rural;Pública;0,0;37,5;50,0;12,5
2021;Sudeste;SP;3530805;Mogi Mirim;Total;Total;8,2;23,0;59,0;9,8
2021;Sudeste;SP;3530805;Mogi Mirim;Urbana;Total;8,8;19,3;61,4;10,5
2021;Sudeste;SP;3530805;Mogi Mirim;Rural;Total;0,0;75,0;25,0;0,0
2021;Sudeste;SP;3530805;Mogi Mirim;Total;Estadual;14,3;64,3;14,3;7,1
2021;Sudeste;SP;3530805;Mogi Mirim;Urbana;Estadual;18,2;63,6;9,1;9,1
2021;Sudeste;SP;3530805;Mogi Mirim;Rural;Estadual;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3530805;Mogi Mirim;Total;Municipal;2,9;11,8;79,4;5,9
2021;Sudeste;SP;3530805;Mogi Mirim;Urbana;Municipal;3,0;9,1;81,8;6,1
2021;Sudeste;SP;3530805;Mogi Mirim;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530805;Mogi Mirim;Total;Privada;15,4;7,7;53,8;23,1
2021;Sudeste;SP;3530805;Mogi Mirim;Urbana;Privada;15,4;7,7;53,8;23,1
2021;Sudeste;SP;3530805;Mogi Mirim;Total;Pública;6,3;27,1;60,4;6,2
2021;Sudeste;SP;3530805;Mogi Mirim;Urbana;Pública;6,8;22,7;63,6;6,9
2021;Sudeste;SP;3530805;Mogi Mirim;Rural;Pública;0,0;75,0;25,0;0,0
2021;Sudeste;SP;3530904;Mombuca;Total;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3530904;Mombuca;Urbana;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3530904;Mombuca;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530904;Mombuca;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3530904;Mombuca;Total;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530904;Mombuca;Urbana;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3530904;Mombuca;Total;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3530904;Mombuca;Urbana;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531001;Monções;Total;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531001;Monções;Urbana;Total;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531001;Monções;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3531001;Monções;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3531001;Monções;Total;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3531001;Monções;Urbana;Municipal;0,0;50,0;50,0;0,0
2021;Sudeste;SP;3531001;Monções;Total;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531001;Monções;Urbana;Pública;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531100;Mongaguá;Total;Total;4,1;42,9;51,0;2,0
2021;Sudeste;SP;3531100;Mongaguá;Urbana;Total;4,2;43,8;50,0;2,0
2021;Sudeste;SP;3531100;Mongaguá;Rural;Total;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3531100;Mongaguá;Total;Estadual;12,5;25,0;62,5;0,0
2021;Sudeste;SP;3531100;Mongaguá;Urbana;Estadual;14,3;28,6;57,1;0,0
2021;Sudeste;SP;3531100;Mongaguá;Rural;Estadual;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3531100;Mongaguá;Total;Municipal;2,9;42,9;51,4;2,8
2021;Sudeste;SP;3531100;Mongaguá;Urbana;Municipal;2,9;42,9;51,4;2,8
2021;Sudeste;SP;3531100;Mongaguá;Total;Privada;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531100;Mongaguá;Urbana;Privada;0,0;66,7;33,3;0,0
2021;Sudeste;SP;3531100;Mongaguá;Total;Pública;4,7;39,5;53,5;2,3
2021;Sudeste;SP;3531100;Mongaguá;Urbana;Pública;4,8;40,5;52,4;2,3
2021;Sudeste;SP;3531100;Mongaguá;Rural;Pública;0,0;0,0;100,0;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Total;Total;28,6;42,9;28,5;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Urbana;Total;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Rural;Total;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Total;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Urbana;Estadual;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Total;Municipal;33,3;33,3;33,4;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Urbana;Municipal;40,0;20,0;40,0;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Rural;Municipal;0,0;100,0;0,0;0,0
2021;Sudeste;SP;3531209;Monte Alegre do Sul;Total;Pública;28,6;42,9;28,5;0,0
