CO_MUNICIPIO;TXT_1_CAT1_CATMED;TXT_1_CAT2_CATMED;EVASAO_MED;TDI_MED_CAT_0;TDI_MED_01_CAT_0;TDI_MED_02_CAT_0;TDI_MED_03_CAT_0;IED_MED_CAT_1;IED_MED_CAT_2;IED_MED_CAT_3;IED_MED_CAT_4;IED_MED_CAT_5;IED_MED_CAT_6;TX_1_CAT_MED;TX_2_CAT_MED;TX_3_CAT_MED;TNR_4_CAT_MED;ATU_MED_CAT_0;IRD_EDU_BAS_CAT_1;IRD_EDU_BAS_CAT_2;IRD_EDU_BAS_CAT_3;IRD_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_1;ICG_EDU_BAS_CAT_2;ICG_EDU_BAS_CAT_3;ICG_EDU_BAS_CAT_4;ICG_EDU_BAS_CAT_5;ICG_EDU_BAS_CAT_6;AFD_MED_CAT_1;AFD_MED_CAT_2;AFD_MED_CAT_3;AFD_MED_CAT_4;AFD_MED_CAT_5;pib_2021
3509452;93.9;0.9;3.1;6.6;8.0;7.1;4.3;5.9;11.8;17.6;35.3;23.5;5.9;99.2;0.0;0.8;0.0;26.8;0.0;60.0;20.0;20.0;20.0;40.0;20.0;20.0;0.0;0.0;69.5;0.0;30.5;0.0;0.0;151087
3509502;95.9;1.5;2.0;14.3;15.1;14.9;12.5;0.4;6.6;33.0;44.9;10.5;4.6;96.2;1.3;2.5;1.7;32.7;7.3;44.9;41.1;6.7;23.1;41.6;12.8;14.8;4.7;3.0;75.3;1.6;22.7;0.1;0.3;72946775
3509601;96.8;0.6;2.3;14.2;14.4;14.7;13.4;1.4;5.6;27.1;47.4;14.7;3.8;94.9;0.1;5.0;0.8;29.5;11.3;60.4;20.8;7.5;27.8;31.5;11.1;22.2;5.6;1.8;72.8;1.6;25.6;0.0;0.0;2530950
3509700;95.4;1.3;2.3;18.4;14.2;26.1;15.5;1.8;9.9;35.2;40.7;9.3;3.1;89.0;2.1;8.9;1.2;30.1;10.2;26.5;51.0;12.3;35.3;37.3;13.7;9.8;2.0;1.9;79.4;2.1;18.0;0.5;0.0;1449808
3509809;94.3;0.0;5.1;3.1;0.0;7.3;3.3;0.0;5.3;5.3;42.1;36.8;10.5;98.1;1.9;0.0;1.9;26.5;0.0;0.0;100.0;0.0;25.0;50.0;0.0;0.0;25.0;0.0;65.3;0.0;34.7;0.0;0.0;194705
3509908;90.9;1.7;7.2;14.5;18.8;8.3;15.7;0.0;3.6;22.8;59.6;10.5;3.5;86.3;5.9;7.8;0.4;27.3;15.8;15.8;52.6;15.8;31.6;36.8;21.1;5.3;5.2;0.0;72.6;0.0;27.4;0.0;0.0;264410
3509957;90.4;1.0;2.9;15.6;13.0;30.3;5.7;0.0;0.0;9.6;57.1;9.5;23.8;89.3;3.3;7.4;0.8;20.3;0.0;50.0;50.0;0.0;16.7;50.0;16.7;16.6;0.0;0.0;84.7;0.0;15.3;0.0;0.0;130060
3510005;96.6;1.4;1.6;5.9;5.2;6.3;6.4;0.0;3.7;36.2;44.2;10.1;5.8;97.8;0.6;1.6;0.9;28.1;5.3;47.4;36.8;10.5;20.0;35.0;10.0;30.0;5.0;0.0;70.2;0.0;29.8;0.0;0.0;1518347
3510104;96.1;0.0;3.9;7.2;15.8;0.0;5.7;0.0;0.0;44.5;22.2;22.2;11.1;98.4;0.0;1.6;7.6;13.8;0.0;75.0;25.0;0.0;50.0;0.0;50.0;0.0;0.0;0.0;73.6;0.0;26.4;0.0;0.0;107108
3510153;93.4;1.2;4.2;6.5;8.7;8.6;2.0;0.0;30.8;69.2;0.0;0.0;0.0;99.2;0.8;0.0;1.5;25.5;0.0;25.0;50.0;25.0;20.0;60.0;0.0;0.0;20.0;0.0;59.7;0.0;40.3;0.0;0.0;164319
3510203;96.1;2.4;0.5;8.2;8.9;8.6;6.8;1.7;5.2;34.5;40.5;13.8;4.3;98.3;0.1;1.6;1.6;32.2;10.0;37.5;45.0;7.5;28.6;38.1;23.8;4.8;4.7;0.0;60.9;3.4;35.7;0.0;0.0;1269097
3510302;98.8;0.4;0.4;8.5;9.9;8.2;7.2;0.0;2.5;33.3;38.1;19.0;7.1;93.4;0.0;6.6;0.4;31.2;17.6;41.2;35.3;5.9;11.8;35.3;29.4;11.8;11.7;0.0;70.3;0.0;29.7;0.0;0.0;392354
3510401;92.8;1.3;3.2;13.6;17.7;15.5;6.8;0.6;18.6;33.5;38.3;6.0;3.0;96.3;0.9;2.8;1.5;32.7;5.1;53.8;38.5;2.6;23.1;51.3;10.3;10.3;2.6;2.4;64.1;2.4;32.1;1.4;0.0;2990810
3510500;96.3;1.3;2.2;8.4;9.4;10.1;5.6;0.0;9.5;30.1;42.7;11.6;6.1;96.1;0.5;3.4;2.4;32.1;7.7;53.8;31.9;6.6;21.1;36.8;20.0;15.8;6.3;0.0;75.4;1.4;22.7;0.1;0.4;4532236
3510609;96.2;1.7;1.9;10.3;12.2;11.1;7.3;0.0;4.3;26.1;49.2;14.7;5.7;95.1;3.0;1.9;0.6;37.4;10.0;43.3;42.0;4.7;26.6;45.8;6.8;15.1;4.2;1.5;74.8;0.8;24.3;0.1;0.0;6854706
3510708;93.6;0.7;5.7;7.2;7.3;11.1;3.1;0.0;5.1;56.4;20.5;10.3;7.7;100.0;0.0;0.0;3.9;23.4;0.0;33.3;50.0;16.7;41.7;33.3;8.3;16.7;0.0;0.0;66.4;0.0;33.6;0.0;0.0;321120
3510807;94.2;0.4;3.4;9.6;12.1;10.7;4.3;0.7;5.9;30.3;38.7;16.0;8.4;93.0;6.4;0.6;0.8;29.0;23.8;42.9;23.8;9.5;40.7;25.9;22.2;3.7;7.5;0.0;72.6;1.4;26.0;0.0;0.0;1179142
3510906;96.4;1.2;1.2;6.4;7.1;6.9;4.8;0.0;9.0;9.1;45.5;18.2;18.2;100.0;0.0;0.0;2.4;19.5;0.0;40.0;60.0;0.0;60.0;40.0;0.0;0.0;0.0;0.0;83.3;0.0;16.7;0.0;0.0;293111
3511003;99.1;0.2;0.7;7.1;5.6;10.3;4.2;0.0;2.7;8.1;59.5;16.2;13.5;97.3;0.0;2.7;2.0;35.4;0.0;75.0;25.0;0.0;7.7;69.2;7.7;0.0;7.7;7.7;76.2;0.0;23.8;0.0;0.0;1388287
3511102;97.0;1.7;0.9;8.1;9.0;8.7;6.3;0.3;10.1;34.0;38.1;11.3;6.2;98.7;0.8;0.5;1.0;31.3;5.5;30.1;46.6;17.8;35.5;26.3;14.5;19.7;2.6;1.4;78.1;1.7;19.9;0.1;0.2;5218361
3511201;94.6;1.4;4.0;16.2;15.7;20.2;11.8;0.0;0.0;3.6;64.3;21.4;10.7;98.8;0.0;1.2;2.4;28.1;0.0;50.0;25.0;25.0;40.0;20.0;20.0;0.0;20.0;0.0;68.9;0.0;31.1;0.0;0.0;152902
3511300;98.7;0.3;0.7;19.9;26.0;14.8;17.3;0.0;10.0;50.0;25.0;10.0;5.0;87.1;3.3;9.6;0.3;32.3;0.0;0.0;50.0;50.0;25.0;25.0;50.0;0.0;0.0;0.0;68.8;0.0;31.2;0.0;0.0;533104
3511409;84.6;11.4;3.6;10.5;16.0;7.4;6.6;1.5;3.8;23.1;55.4;10.8;5.4;95.3;1.2;3.5;3.6;20.3;0.0;31.6;57.9;10.5;33.3;14.3;23.8;23.8;4.8;0.0;80.9;0.7;17.7;0.0;0.7;956914
3511508;92.4;2.5;3.3;10.2;10.2;13.4;6.3;0.0;2.9;21.6;53.2;17.3;5.0;97.4;1.1;1.5;0.7;32.2;0.0;43.8;56.2;0.0;20.6;44.1;11.8;17.6;5.9;0.0;69.7;3.1;27.2;0.0;0.0;2343906
3511607;94.9;0.2;4.7;17.5;18.0;19.8;13.8;2.3;4.8;31.0;45.2;4.8;11.9;93.0;2.7;4.3;0.1;29.3;5.9;29.4;52.9;11.8;22.2;38.9;27.8;11.1;0.0;0.0;64.6;1.8;33.6;0.0;0.0;740569
3511706;99.4;0.2;0.2;11.6;10.1;14.1;10.3;0.0;5.5;35.1;37.8;16.2;5.4;95.5;0.0;4.5;1.4;31.3;0.0;18.2;72.7;9.1;27.3;27.3;27.3;18.1;0.0;0.0;74.5;0.0;25.5;0.0;0.0;515123
3511904;98.2;0.5;0.9;14.3;16.2;15.6;10.0;0.0;26.3;21.1;36.8;5.3;10.5;97.2;0.0;2.8;3.1;28.7;0.0;20.0;80.0;0.0;40.0;40.0;0.0;20.0;0.0;0.0;56.0;2.6;41.4;0.0;0.0;186411
3512001;94.4;0.2;5.4;6.2;4.9;4.8;9.2;0.0;6.5;41.9;38.7;9.7;3.2;98.5;0.0;1.5;1.5;30.1;0.0;6.3;81.3;12.4;33.3;38.9;11.1;16.7;0.0;0.0;61.6;0.0;38.4;0.0;0.0;1541673
3512100;91.2;0.0;8.2;18.0;17.9;21.1;16.1;0.0;0.0;54.5;45.5;0.0;0.0;94.2;0.0;5.8;3.4;25.4;12.5;37.5;37.5;12.5;70.0;20.0;10.0;0.0;0.0;0.0;96.4;0.0;3.6;0.0;0.0;373219
3512209;95.9;1.0;2.4;9.1;11.9;8.7;6.2;0.0;1.2;24.7;58.0;6.2;9.9;97.6;0.9;1.5;1.9;30.4;19.2;42.3;34.6;3.9;46.4;25.0;7.1;14.3;7.2;0.0;85.8;0.0;14.2;0.0;0.0;859274
3512308;93.6;0.7;5.7;8.6;11.3;9.1;5.2;0.0;1.8;22.8;42.1;17.5;15.8;96.5;3.3;0.2;0.2;27.8;15.4;46.2;38.4;0.0;60.0;20.0;0.0;6.7;13.3;0.0;78.1;1.5;20.4;0.0;0.0;432993
3512407;86.0;4.7;8.1;14.0;19.5;11.8;8.6;0.0;5.8;27.5;49.0;11.8;5.9;85.2;3.4;11.4;1.5;34.0;0.0;60.0;30.0;10.0;45.0;40.0;0.0;5.0;5.0;5.0;91.1;0.0;8.9;0.0;0.0;4107826
3512506;94.6;0.0;5.4;6.2;3.4;9.5;6.7;0.0;10.4;72.4;6.9;10.3;0.0;95.0;1.4;3.6;2.1;24.2;50.0;25.0;25.0;0.0;50.0;0.0;25.0;25.0;0.0;0.0;71.4;0.0;28.6;0.0;0.0;218777
3512605;93.7;0.8;5.5;9.9;8.7;13.5;7.1;0.0;0.0;12.4;75.0;6.3;6.3;96.3;0.0;3.7;0.0;18.5;0.0;33.3;66.7;0.0;50.0;25.0;0.0;25.0;0.0;0.0;62.9;0.0;37.1;0.0;0.0;141158
3512704;97.0;1.5;1.5;12.5;18.2;7.5;11.5;0.0;84.6;0.0;15.4;0.0;0.0;100.0;0.0;0.0;3.0;22.7;0.0;25.0;50.0;25.0;0.0;75.0;25.0;0.0;0.0;0.0;75.0;0.0;25.0;0.0;0.0;345026
3512803;92.3;0.4;6.3;16.6;17.5;17.2;15.1;0.0;10.1;36.1;41.2;9.2;3.4;94.6;0.8;4.6;1.4;29.7;2.7;35.1;59.5;2.7;24.4;48.8;9.8;9.8;4.9;2.3;75.0;1.7;23.3;0.0;0.0;2109640
3512902;94.6;0.0;5.4;13.5;15.5;12.3;12.2;0.0;0.0;94.7;5.3;0.0;0.0;99.1;0.0;0.9;0.9;31.9;0.0;25.0;75.0;0.0;25.0;50.0;25.0;0.0;0.0;0.0;60.7;0.0;39.3;0.0;0.0;506809
3513009;93.0;3.0;3.3;13.5;16.4;13.7;9.4;0.0;5.6;30.4;45.7;12.4;5.9;94.0;2.8;3.2;0.5;33.5;3.7;31.0;57.2;8.1;12.1;50.7;16.9;15.0;3.4;1.9;74.6;1.2;23.5;0.2;0.5;16114165
3513108;95.5;0.4;1.1;28.7;34.6;29.7;18.8;0.0;2.6;34.2;39.5;15.8;7.9;99.8;0.0;0.2;0.7;28.5;4.0;20.0;56.0;20.0;51.9;22.2;7.4;7.4;11.1;0.0;70.2;0.0;29.8;0.0;0.0;1753137
3513207;95.4;0.7;3.9;15.9;17.6;16.7;13.7;0.0;11.2;33.3;22.2;22.2;11.1;96.8;0.4;2.8;1.1;27.7;0.0;33.3;50.0;16.7;33.3;33.3;33.4;0.0;0.0;0.0;91.5;0.0;8.5;0.0;0.0;346566
3513306;98.1;0.0;1.9;5.5;5.3;14.3;0.0;0.0;7.7;15.4;69.2;7.7;0.0;100.0;0.0;0.0;1.9;18.3;0.0;66.7;33.3;0.0;33.3;0.0;33.3;0.0;33.4;0.0;86.1;0.0;13.9;0.0;0.0;137664
3513405;95.9;2.0;1.5;10.0;11.0;9.4;9.2;0.2;4.7;30.9;42.2;14.0;8.0;94.5;1.5;4.0;0.7;29.1;3.4;44.8;39.7;12.1;22.6;25.8;32.3;14.5;4.8;0.0;71.3;1.7;27.0;0.0;0.0;3182373
3513504;96.5;1.0;2.0;17.2;15.0;19.6;17.6;0.4;10.7;25.3;45.8;10.1;7.7;91.5;4.3;4.2;2.0;32.4;2.4;35.7;57.1;4.8;15.7;51.7;15.7;6.7;4.5;5.7;69.8;2.8;26.0;1.3;0.1;21946472
3513603;95.3;1.2;2.8;16.5;22.8;16.9;9.3;4.5;2.3;14.0;73.3;4.7;1.2;94.8;0.7;4.5;0.5;25.0;22.6;22.6;29.0;25.8;67.4;16.3;7.0;7.0;2.3;0.0;67.0;0.0;32.8;0.2;0.0;326362
3513702;95.6;0.1;1.6;12.0;15.2;11.8;8.1;0.0;6.2;50.0;27.5;7.5;8.8;97.5;1.3;1.2;1.7;32.8;0.0;54.8;38.7;6.5;34.4;37.5;15.6;12.5;0.0;0.0;74.4;4.2;21.4;0.0;0.0;2081162
3513801;96.6;1.7;1.5;10.4;9.3;11.7;10.3;0.0;4.7;25.6;48.2;16.7;4.8;96.6;1.2;2.2;0.9;32.8;4.5;46.4;45.3;3.8;26.0;28.6;9.2;24.0;11.7;0.5;75.0;0.4;24.3;0.0;0.3;18484356
3513850;86.7;0.0;13.3;0.0;0.0;0.0;0.0;0.0;7.1;92.9;0.0;0.0;0.0;100.0;0.0;0.0;7.7;11.7;0.0;50.0;50.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;72.2;0.0;27.8;0.0;0.0;69827
3513900;82.4;10.3;7.3;11.0;14.3;9.1;9.1;0.0;4.7;28.6;61.9;0.0;4.8;94.9;0.3;4.8;1.7;29.9;33.3;44.4;22.3;0.0;30.0;30.0;30.0;10.0;0.0;0.0;61.7;0.0;38.3;0.0;0.0;491457
3514007;98.1;0.5;1.0;4.0;4.3;1.4;7.0;0.0;9.2;18.2;54.5;13.6;4.5;100.0;0.0;0.0;1.7;31.9;14.3;14.3;71.4;0.0;42.9;28.6;0.0;14.3;0.0;14.2;48.4;0.0;51.6;0.0;0.0;138927
3514106;97.5;0.8;1.7;7.5;4.6;9.6;8.8;4.2;2.9;12.9;45.7;20.0;14.3;99.6;0.0;0.4;0.6;28.0;0.0;26.7;53.3;20.0;23.5;35.3;11.8;17.6;11.8;0.0;67.8;0.0;32.2;0.0;0.0;835299
3514205;96.3;0.0;3.7;8.3;8.0;9.1;7.7;0.0;18.2;81.8;0.0;0.0;0.0;98.2;0.0;1.8;3.4;20.0;0.0;50.0;50.0;0.0;33.3;66.7;0.0;0.0;0.0;0.0;83.3;0.0;16.7;0.0;0.0;58947
3514304;98.9;0.0;1.1;8.6;9.5;11.3;5.8;0.0;5.0;10.0;75.0;10.0;0.0;100.0;0.0;0.0;0.0;27.8;0.0;0.0;85.7;14.3;14.3;57.1;14.3;14.3;0.0;0.0;77.1;0.0;22.9;0.0;0.0;802299
3514403;95.2;1.6;1.9;9.2;10.8;7.6;9.2;0.0;4.4;45.3;33.5;10.1;6.7;95.3;0.7;4.0;0.8;31.1;14.3;31.4;34.3;20.0;36.4;27.3;27.3;9.0;0.0;0.0;68.7;1.0;30.3;0.0;0.0;1444978
3514502;98.5;0.6;0.9;3.8;3.3;3.6;4.9;0.0;5.5;25.0;58.3;5.6;5.6;99.7;0.0;0.3;0.0;26.1;9.1;0.0;27.3;63.6;36.4;45.5;0.0;9.1;9.0;0.0;71.1;0.0;28.9;0.0;0.0;252626
3514601;92.7;1.1;5.1;5.7;5.4;5.7;6.1;5.0;0.0;20.0;40.0;20.0;15.0;100.0;0.0;0.0;1.1;25.5;12.5;25.0;62.5;0.0;50.0;12.5;12.5;0.0;25.0;0.0;74.0;0.0;26.0;0.0;0.0;342332
3514700;98.9;0.0;1.1;13.0;11.9;14.1;13.2;0.0;0.0;6.1;81.3;6.3;6.3;100.0;0.0;0.0;0.0;34.7;0.0;50.0;50.0;0.0;25.0;50.0;0.0;25.0;0.0;0.0;87.5;0.0;12.5;0.0;0.0;152432
3514809;96.5;0.9;2.0;14.2;19.1;15.2;8.0;0.0;7.4;24.1;50.0;11.1;7.4;92.2;2.5;5.3;3.8;26.6;28.9;44.7;21.1;5.3;47.4;36.8;10.5;2.6;2.7;0.0;71.0;0.0;24.5;0.0;4.5;329349
3514908;94.7;1.4;3.8;14.7;15.0;15.9;13.1;0.0;5.7;20.0;37.1;22.9;14.3;90.2;0.0;9.8;0.7;29.9;7.7;23.1;53.8;15.4;23.1;38.5;30.8;7.6;0.0;0.0;64.3;0.0;35.7;0.0;0.0;1004655
3514924;98.9;0.0;1.1;3.7;2.9;4.4;3.4;0.0;0.0;12.5;37.5;37.5;12.5;100.0;0.0;0.0;0.0;18.2;0.0;66.7;33.3;0.0;0.0;33.3;66.7;0.0;0.0;0.0;76.8;0.0;23.2;0.0;0.0;76051
3514957;91.3;2.9;5.8;1.8;0.0;4.3;0.0;0.0;0.0;14.3;28.6;21.4;35.7;100.0;0.0;0.0;0.0;18.7;0.0;50.0;0.0;50.0;66.7;0.0;0.0;33.3;0.0;0.0;80.6;0.0;19.4;0.0;0.0;57200
3515004;96.7;1.2;1.3;17.0;17.9;18.8;13.7;0.3;4.4;21.5;54.5;12.5;6.8;95.6;0.7;3.7;1.8;34.8;6.9;40.8;48.5;3.8;16.7;35.5;13.0;22.5;5.8;6.5;75.3;1.5;22.9;0.0;0.3;14314754
3515103;98.4;0.6;0.9;5.6;6.2;5.3;5.2;1.1;4.4;21.4;53.5;14.8;4.8;99.1;0.1;0.8;0.6;30.1;11.3;45.2;43.5;0.0;25.4;44.4;6.3;19.0;1.6;3.3;74.9;1.0;23.9;0.2;0.0;1456125
3515129;98.9;0.0;1.1;13.1;21.4;9.7;8.0;0.0;7.6;15.4;30.8;38.5;7.7;100.0;0.0;0.0;0.0;14.0;0.0;33.3;33.3;33.4;0.0;33.3;33.3;0.0;33.4;0.0;69.6;0.0;30.4;0.0;0.0;79175
3515152;95.7;1.2;2.2;11.8;9.4;16.8;9.0;0.0;0.0;29.4;51.0;17.6;2.0;95.2;4.8;0.0;0.7;34.6;0.0;44.4;55.6;0.0;50.0;8.3;16.7;8.3;8.3;8.4;74.4;5.6;20.0;0.0;0.0;661053
3515186;89.5;6.1;2.7;9.9;11.9;11.3;6.3;1.9;10.1;18.4;50.6;11.4;7.6;96.6;3.1;0.3;2.9;30.6;5.4;32.4;43.2;19.0;41.0;30.8;12.8;10.3;2.6;2.5;76.3;0.6;23.1;0.0;0.0;2065824
3515194;98.0;0.0;2.0;13.1;20.8;9.8;5.6;0.0;36.4;63.6;0.0;0.0;0.0;100.0;0.0;0.0;0.0;21.7;0.0;50.0;25.0;25.0;25.0;50.0;0.0;25.0;0.0;0.0;65.2;0.0;34.8;0.0;0.0;91772
3515202;95.3;0.8;2.7;14.4;12.7;16.5;13.6;0.0;0.0;37.9;43.2;10.8;8.1;99.6;0.0;0.4;0.8;25.0;0.0;33.3;66.7;0.0;42.9;14.3;0.0;28.6;14.2;0.0;63.2;0.0;36.8;0.0;0.0;753257
3515301;98.8;0.0;1.2;1.2;4.3;0.0;0.0;0.0;0.0;0.0;56.2;31.3;12.5;100.0;0.0;0.0;1.2;16.2;0.0;0.0;100.0;0.0;25.0;50.0;0.0;0.0;25.0;0.0;87.5;0.0;12.5;0.0;0.0;62446
3515350;94.8;0.7;4.5;6.0;7.1;4.5;6.3;1.6;4.7;25.0;57.8;7.8;3.1;100.0;0.0;0.0;9.8;15.9;0.0;45.5;54.5;0.0;45.5;9.1;27.3;0.0;18.1;0.0;75.1;0.0;24.9;0.0;0.0;136498
3515400;91.8;0.7;7.1;2.6;2.7;2.4;2.8;0.0;3.7;17.0;73.6;3.8;1.9;97.7;1.0;1.3;0.4;31.1;0.0;30.8;46.2;23.0;46.2;30.8;0.0;23.0;0.0;0.0;62.0;0.4;37.6;0.0;0.0;473712
3515509;96.8;0.6;2.1;8.5;10.1;9.1;6.6;1.0;11.0;34.6;38.5;10.7;4.2;99.6;0.2;0.2;1.5;28.0;4.0;42.0;46.0;8.0;19.6;52.9;3.9;17.6;3.9;2.1;67.3;0.5;31.9;0.3;0.0;2468766
3515608;98.2;0.6;1.2;12.6;12.5;14.5;10.9;0.0;21.7;8.7;26.1;34.8;8.7;100.0;0.0;0.0;0.0;20.2;0.0;50.0;33.3;16.7;28.6;28.6;42.8;0.0;0.0;0.0;66.7;0.0;33.3;0.0;0.0;205594
3515657;96.3;0.0;2.5;4.0;0.0;9.5;3.8;0.0;0.0;0.0;87.5;0.0;12.5;100.0;0.0;0.0;0.0;25.0;0.0;33.3;0.0;66.7;33.3;33.3;33.4;0.0;0.0;0.0;66.7;0.0;33.3;0.0;0.0;80954
3515707;96.9;1.7;1.1;13.2;14.8;13.4;11.1;0.0;3.3;24.0;50.4;14.2;8.1;95.3;0.8;3.9;0.6;33.9;7.0;40.7;45.3;7.0;46.8;22.0;8.3;19.3;1.8;1.8;78.8;1.3;19.9;0.0;0.0;4740673
3515806;97.7;0.0;0.0;12.7;23.1;5.9;0.0;0.0;12.5;0.0;62.5;12.5;12.5;98.1;1.9;0.0;3.6;18.3;33.3;33.3;33.4;0.0;0.0;33.3;33.3;0.0;33.4;0.0;58.3;0.0;41.7;0.0;0.0;42156
3515905;92.0;1.3;6.7;11.4;16.7;12.5;4.3;0.0;8.3;91.7;0.0;0.0;0.0;100.0;0.0;0.0;0.0;26.3;0.0;0.0;100.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;66.7;0.0;33.3;0.0;0.0;81886
3516002;97.5;1.3;0.0;16.1;13.6;21.2;12.3;0.0;13.9;3.4;65.5;10.3;6.9;100.0;0.0;0.0;5.9;28.8;28.6;28.6;28.6;14.2;50.0;12.5;12.5;0.0;12.5;12.5;79.2;0.0;20.8;0.0;0.0;264841
3516101;96.5;1.2;1.2;10.4;7.1;13.3;10.5;0.0;0.0;5.6;61.1;33.3;0.0;91.4;1.1;7.5;3.1;32.0;0.0;25.0;75.0;0.0;0.0;40.0;20.0;20.0;20.0;0.0;63.9;0.0;36.1;0.0;0.0;171949
3516200;95.5;1.9;2.4;7.1;7.6;6.8;6.6;0.7;5.4;30.7;46.6;11.9;4.7;95.4;1.0;3.6;0.9;31.0;10.3;45.5;35.7;8.5;43.8;19.8;18.2;17.8;0.4;0.0;74.8;1.1;23.7;0.4;0.0;11276086
3516309;97.6;1.4;0.7;10.5;11.4;12.4;7.3;0.0;3.7;13.1;55.7;20.5;7.0;97.8;0.6;1.6;0.7;35.0;1.4;47.1;47.1;4.4;9.9;58.0;3.7;22.2;3.7;2.5;71.9;0.4;27.2;0.3;0.2;1872467
3516408;97.4;0.7;1.9;8.2;9.7;9.0;5.6;0.5;4.3;31.2;42.1;15.0;6.9;98.4;0.4;1.2;0.8;32.0;13.1;59.5;23.8;3.6;2.2;61.8;11.2;18.0;4.5;2.3;73.3;0.0;26.5;0.2;0.0;4297871
3516507;100.0;0.0;0.0;5.0;2.9;15.8;0.0;10.0;0.0;60.0;10.0;5.0;15.0;100.0;0.0;0.0;0.0;16.0;0.0;25.0;25.0;50.0;50.0;25.0;25.0;0.0;0.0;0.0;55.3;0.0;44.7;0.0;0.0;93705
3516606;99.2;0.0;0.8;7.9;12.0;5.4;6.1;0.0;0.0;0.0;70.6;29.4;0.0;100.0;0.0;0.0;1.4;23.2;0.0;33.3;0.0;66.7;0.0;66.7;0.0;0.0;33.3;0.0;79.7;0.0;20.3;0.0;0.0;172719
3516705;93.0;4.4;1.6;8.1;7.2;7.5;10.0;0.0;6.6;29.4;48.8;9.5;5.7;96.9;1.7;1.4;1.7;29.3;21.6;54.1;18.9;5.4;36.8;28.9;13.2;13.2;7.9;0.0;68.0;3.6;28.4;0.0;0.0;1725228
3516804;98.3;0.0;1.7;1.7;0.0;2.9;2.4;0.0;10.5;36.8;42.1;5.3;5.3;100.0;0.0;0.0;0.0;23.8;0.0;33.3;33.3;33.4;0.0;66.7;0.0;33.3;0.0;0.0;58.3;0.0;41.7;0.0;0.0;85828
3516853;94.4;0.6;0.6;6.4;6.1;6.0;7.3;0.0;23.1;61.5;7.7;7.7;0.0;100.0;0.0;0.0;1.2;28.5;0.0;50.0;50.0;0.0;20.0;40.0;20.0;20.0;0.0;0.0;58.3;0.0;41.7;0.0;0.0;1184185
3516903;94.4;0.3;4.7;6.6;11.2;5.3;1.6;0.0;26.7;73.3;0.0;0.0;0.0;100.0;0.0;0.0;0.9;28.4;30.0;60.0;10.0;0.0;41.7;41.7;16.6;0.0;0.0;0.0;46.9;0.0;53.1;0.0;0.0;275099
3517000;96.0;1.0;2.3;15.8;14.0;19.8;14.4;0.0;0.0;47.7;33.3;9.5;9.5;98.0;0.0;2.0;1.3;27.6;0.0;44.4;44.4;11.2;0.0;40.0;40.0;10.0;10.0;0.0;67.9;0.0;32.1;0.0;0.0;215988
3517109;97.2;0.0;1.8;8.8;10.5;5.9;9.5;0.0;0.0;12.4;62.5;18.8;6.3;99.1;0.9;0.0;0.0;28.5;0.0;20.0;40.0;40.0;20.0;60.0;20.0;0.0;0.0;0.0;76.6;0.0;23.4;0.0;0.0;125314
3517208;89.5;0.9;9.3;18.2;19.5;25.0;10.9;0.0;2.9;0.0;75.8;15.2;6.1;99.4;0.3;0.3;0.9;29.9;25.0;25.0;50.0;0.0;0.0;75.0;12.5;0.0;0.0;12.5;82.9;0.0;17.1;0.0;0.0;232241
3517307;88.1;3.2;8.1;12.0;19.7;7.0;6.9;0.0;5.2;5.3;73.7;10.5;5.3;100.0;0.0;0.0;0.0;23.9;0.0;25.0;75.0;0.0;25.0;50.0;0.0;25.0;0.0;0.0;50.6;0.0;49.4;0.0;0.0;442962
3517406;98.3;0.5;1.0;14.5;13.8;18.5;10.9;0.0;6.0;37.9;34.5;13.8;7.8;98.9;0.1;1.0;1.3;33.3;8.0;16.0;60.0;16.0;44.0;20.0;8.0;12.0;12.0;4.0;76.4;0.0;23.6;0.0;0.0;2704845
3517505;90.6;3.7;5.6;28.2;32.5;26.2;25.3;0.0;11.2;33.3;14.8;29.6;11.1;88.8;0.0;11.2;1.3;38.4;9.1;54.5;36.4;0.0;9.1;63.6;27.3;0.0;0.0;0.0;77.1;0.0;22.9;0.0;0.0;896415
3517604;96.8;0.3;2.8;4.1;6.7;2.3;3.2;0.0;5.9;21.7;36.2;27.5;8.7;98.5;0.4;1.1;0.7;26.5;17.2;69.0;13.8;0.0;20.7;51.7;13.8;10.3;3.5;0.0;60.8;0.0;39.2;0.0;0.0;439112
3517703;87.0;1.0;7.6;5.8;8.8;5.8;0.0;0.0;6.6;54.3;32.6;2.2;4.3;99.8;0.0;0.2;0.4;30.0;0.0;11.1;55.6;33.3;55.6;22.2;16.7;5.5;0.0;0.0;55.2;1.4;43.4;0.0;0.0;618205
3517802;98.1;0.0;1.9;5.9;9.0;5.9;3.6;3.4;3.3;30.0;63.3;0.0;0.0;98.6;0.9;0.5;1.4;31.3;14.3;42.9;42.8;0.0;42.9;28.6;14.3;14.2;0.0;0.0;86.3;0.0;13.7;0.0;0.0;326572
