UF_CODE;CO_MUNICIPIO;TXT_MED_TX_PROMOCAO_TOTAL;TXT_MED_TX_REPETENCIA_TOTAL;TXT_MED_TX_EVASAO_TOTAL;ICG_PERC_COMPLX_ESCOLA_NIVEL_1;ICG_PERC_COMPLX_ESCOLA_NIVEL_2;ICG_PERC_COMPLX_ESCOLA_NIVEL_3;ICG_PERC_COMPLX_ESCOLA_NIVEL_4;ICG_PERC_COMPLX_ESCOLA_NIVEL_5;ICG_PERC_COMPLX_ESCOLA_NIVEL_6;ATU_MED_MEDIA_TOTAL_ALUNOS_SALA;HAD_MED_MEDIA_TOTAL_HORAS_AULA;TDI_MED_TX_DIST_IDADE_SERIE_TOTAL;TNR_MED_TX_N_RESP_TOTAL;AFD_MED_ADEQ_DOC_GRUPO1;AFD_MED_ADEQ_DOC_GRUPO2;AFD_MED_ADEQ_DOC_GRUPO3;AFD_MED_ADEQ_DOC_GRUPO4;AFD_MED_ADEQ_DOC_GRUPO5;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_1;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_2;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_3;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_4;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_5;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_6;IRD_PERC_REG_DOC_BAIXA;IRD_PERC_REG_DOC_MEDIA_BAIXA;IRD_PERC_REG_DOC_MEDIA_ALTA;IRD_PERC_REG_DOC_ALTA;TXR_MED_TX_APROVACAO_TOTAL;TXR_MED_TX_REPROVACAO_TOTAL;TXR_MED_TX_ABANDONO_TOTAL;DSU_MED_PERC_DOC_SUPERIOR_TOTAL;ANO;PIB_2021;PERCENTUAL_FAMILIAS_PBF_2021
11;1100015;93.3;1.9;3.5;30.0;33.3;26.7;10.0;0.0;0.0;16.8;5.1;25.6;1.1;79.8;3.1;17.1;0.0;0.0;0.0;4.3;10.0;64.3;14.3;7.1;6.9;24.1;51.7;17.3;89.1;9.5;1.4;100.0;2021;734469;0.06848
11;1100023;85.3;8.0;3.5;6.1;20.4;44.9;16.3;10.2;2.1;27.9;6.1;27.1;3.5;71.3;1.3;22.0;4.2;1.2;0.0;16.0;30.1;40.9;10.5;2.5;2.1;12.5;70.8;14.6;88.4;7.3;4.3;97.9;2021;3209761;0.04132
11;1100031;94.8;3.6;1.6;50.0;0.0;37.5;12.5;0.0;0.0;16.6;4.0;20.1;3.1;56.8;0.0;43.2;0.0;0.0;4.8;0.0;4.8;61.9;19.0;9.5;22.2;0.0;44.4;33.4;96.8;0.0;3.2;100.0;2021;238412;0.04362
11;1100049;89.9;5.0;3.5;4.8;30.6;33.9;27.4;0.0;3.3;26.7;6.8;18.8;2.6;65.9;2.9;24.3;5.2;1.7;0.3;10.9;40.7;39.1;4.5;4.5;6.8;11.9;62.7;18.6;93.9;3.1;3.0;98.2;2021;2792383;0.04228
11;1100056;86.9;6.7;3.3;7.1;42.9;42.9;7.1;0.0;0.0;27.1;5.5;24.1;4.4;65.4;0.0;34.6;0.0;0.0;26.3;0.0;21.1;31.6;10.5;10.5;7.1;14.3;71.4;7.2;83.5;7.4;9.1;97.4;2021;743037;0.04656
11;1100064;89.7;5.6;3.3;0.0;64.3;14.3;21.4;0.0;0.0;23.1;7.2;16.4;4.6;58.8;6.0;29.4;5.8;0.0;0.0;23.0;44.0;25.3;2.2;5.5;6.7;13.3;60.0;20.0;93.4;5.7;0.9;100.0;2021;424807;0.02649
11;1100072;89.0;1.2;9.4;0.0;37.5;50.0;12.5;0.0;0.0;20.5;4.0;21.1;5.8;76.5;2.6;20.9;0.0;0.0;0.0;0.0;0.0;76.3;18.4;5.3;0.0;37.5;50.0;12.5;95.2;3.9;0.9;100.0;2021;396728;0.05757
11;1100080;77.6;11.9;5.4;7.1;50.0;21.4;14.3;7.2;0.0;24.0;4.6;32.9;5.6;56.2;7.3;36.5;0.0;0.0;0.0;0.0;8.7;63.2;21.1;7.0;0.0;21.4;57.1;21.5;85.5;14.3;0.2;100.0;2021;316671;0.08709
11;1100098;93.8;0.2;4.4;13.0;39.1;34.8;13.1;0.0;0.0;24.1;6.4;14.7;0.8;79.7;2.3;17.7;0.0;0.3;0.0;10.1;22.8;54.4;8.9;3.8;12.5;12.5;45.8;29.2;100.0;0.0;0.0;99.4;2021;773381;0.04968
11;1100106;74.3;18.9;2.3;22.8;24.6;40.4;8.8;1.8;1.6;29.3;6.4;39.2;2.0;61.1;1.3;35.9;1.7;0.0;4.0;19.3;20.0;48.0;6.7;2.0;3.7;20.4;53.7;22.2;82.8;7.6;9.6;99.4;2021;1054179;0.07688
11;1100114;89.9;3.5;3.8;5.1;46.2;20.5;25.6;0.0;2.6;27.0;5.1;22.2;4.6;74.7;0.9;23.7;0.2;0.5;0.5;11.9;24.2;48.5;10.3;4.6;16.2;37.8;46.0;0.0;93.9;3.8;2.3;98.5;2021;1765089;0.04197
11;1100122;89.2;5.2;3.1;14.4;35.6;25.6;15.6;6.7;2.1;29.3;4.9;22.1;4.4;63.4;2.6;29.2;3.5;1.3;0.3;9.5;28.6;41.4;14.1;6.1;1.2;24.7;63.5;10.6;91.5;6.9;1.6;98.4;2021;4231113;0.01989
11;1100130;86.3;6.5;5.3;36.7;30.0;10.0;23.3;0.0;0.0;23.2;4.5;36.1;3.8;70.1;1.8;24.9;1.6;1.6;5.4;1.1;3.3;76.1;9.8;4.3;10.7;39.3;35.7;14.3;87.9;4.3;7.8;98.3;2021;890320;0.04237
11;1100148;77.2;11.7;9.8;0.0;10.0;80.0;10.0;0.0;0.0;37.5;5.2;22.1;3.2;58.5;0.0;41.5;0.0;0.0;0.0;0.0;13.1;47.8;26.1;13.0;9.1;9.1;63.6;18.2;81.3;18.7;0.0;100.0;2021;548734;0.07945
11;1100155;83.3;5.4;3.3;16.0;48.0;16.0;16.0;4.0;0.0;28.7;4.4;24.4;9.4;73.4;5.7;18.0;1.4;1.5;1.1;0.0;20.0;68.9;6.7;3.3;0.0;36.0;56.0;8.0;85.4;3.5;11.1;96.7;2021;985868;0.04071
11;1100189;93.7;1.0;2.7;17.2;41.4;27.6;0.0;6.9;6.9;27.5;6.2;23.5;4.7;65.5;3.0;28.6;2.9;0.0;0.0;3.2;22.8;48.8;15.4;9.8;7.7;19.2;53.8;19.3;88.7;5.0;6.3;99.2;2021;1642516;0.02359
11;1100205;82.3;9.4;3.5;17.1;34.9;25.3;10.6;7.2;4.9;30.7;4.6;29.1;2.6;68.1;2.9;25.4;2.8;0.8;0.4;2.8;23.0;52.7;13.1;8.0;3.4;14.9;56.7;25.0;85.0;8.8;6.2;98.7;2021;20059522;0.04709
11;1100254;92.2;0.3;5.2;27.8;22.2;16.7;33.3;0.0;0.0;23.8;4.0;15.4;5.0;70.9;1.8;24.7;0.0;2.6;0.0;1.4;1.4;83.1;5.6;8.5;5.6;27.8;55.6;11.0;97.3;2.6;0.1;99.1;2021;559990;0.11049
11;1100262;90.3;0.7;6.7;0.0;33.3;0.0;66.7;0.0;0.0;28.5;4.0;36.8;7.6;51.5;0.0;48.5;0.0;0.0;0.0;0.0;0.0;87.5;12.5;0.0;0.0;0.0;66.7;33.3;97.5;1.3;1.2;100.0;2021;184430;0.05386
11;1100288;90.5;0.9;5.8;0.0;39.3;25.0;32.1;3.6;0.0;25.7;5.2;18.7;7.6;59.4;0.3;38.7;1.6;0.0;0.6;12.1;19.5;53.0;9.4;5.4;3.7;14.8;74.1;7.4;96.9;1.2;1.9;100.0;2021;1565194;0.02748
11;1100296;92.6;0.0;3.5;20.0;20.0;20.0;40.0;0.0;0.0;19.8;4.4;14.0;3.2;68.0;1.8;26.6;3.6;0.0;0.0;0.0;5.0;55.0;30.0;10.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;100.0;2021;213556;0.08129
11;1100304;80.5;12.4;5.2;12.3;49.1;15.8;15.8;7.0;0.0;27.2;4.6;26.3;2.4;63.3;2.8;30.8;2.7;0.4;0.0;5.9;36.0;42.8;11.9;3.4;7.7;13.5;63.5;15.3;78.1;16.2;5.7;98.4;2021;4215046;0.0268
11;1100320;91.7;1.6;4.5;0.0;17.6;70.6;11.8;0.0;0.0;31.3;4.0;18.1;3.8;69.4;0.0;30.6;0.0;0.0;0.0;0.0;10.0;47.5;32.5;10.0;0.0;18.8;75.0;6.2;99.3;0.0;0.7;100.0;2021;905335;0.03772
11;1100338;90.4;3.6;2.9;68.8;7.8;12.5;6.3;4.6;0.0;30.2;4.1;34.6;8.9;45.2;2.8;52.0;0.0;0.0;2.9;1.4;5.6;63.4;21.1;5.6;18.6;28.8;33.9;18.7;91.6;1.0;7.4;100.0;2021;742687;0.04331
11;1100346;84.0;4.1;8.8;14.3;42.9;28.6;14.2;0.0;0.0;25.2;3.9;19.3;4.7;39.1;10.2;48.0;2.7;0.0;0.0;0.0;15.0;55.0;30.0;0.0;6.7;13.3;66.7;13.3;93.3;5.9;0.8;100.0;2021;352628;0.09024
11;1100379;82.2;5.9;3.2;9.1;36.4;45.5;0.0;9.0;0.0;19.1;4.8;28.9;2.0;82.1;2.5;15.4;0.0;0.0;0.0;2.0;3.9;60.8;23.5;9.8;8.3;25.0;58.3;8.4;88.8;3.9;7.3;100.0;2021;483672;0.06165
11;1100403;92.6;1.3;3.4;0.0;18.2;63.6;0.0;18.2;0.0;36.1;3.5;31.5;2.9;50.6;0.0;42.0;0.0;7.4;0.0;0.0;0.0;47.6;47.6;4.8;9.1;36.4;54.5;0.0;89.4;10.6;0.0;95.2;2021;510361;0.05342
11;1100452;86.5;6.1;5.6;33.3;11.1;33.3;11.1;5.6;5.6;27.4;4.8;26.6;5.8;71.3;1.4;26.2;0.0;1.1;0.0;2.0;11.0;63.0;17.0;7.0;0.0;50.0;50.0;0.0;88.0;6.6;5.4;99.2;2021;966552;0.04676
11;1100502;88.9;1.5;7.4;0.0;62.5;12.5;25.0;0.0;0.0;23.3;6.3;16.4;3.4;63.4;0.7;35.6;0.0;0.3;0.0;4.3;14.1;56.3;21.1;4.2;0.0;12.5;87.5;0.0;98.7;0.4;0.9;98.6;2021;231502;0.0784
11;1100601;82.3;0.0;17.1;0.0;80.0;0.0;0.0;20.0;0.0;14.5;4.0;12.6;4.1;65.8;1.9;32.3;0.0;0.0;11.9;0.0;2.4;61.9;16.7;7.1;0.0;0.0;100.0;0.0;98.8;0.6;0.6;100.0;2021;275338;0.04059
11;1100700;76.0;14.9;3.6;25.0;25.0;25.0;12.5;12.5;0.0;23.7;4.0;41.9;2.5;79.6;2.3;18.1;0.0;0.0;0.0;0.0;2.0;68.8;25.0;4.2;0.0;25.0;62.5;12.5;79.4;5.4;15.2;100.0;2021;369377;0.03697
11;1100809;74.7;5.8;6.2;5.3;57.9;5.3;10.5;15.8;5.2;27.0;4.2;32.0;1.3;59.0;0.0;26.0;7.1;7.9;0.0;0.0;10.9;41.3;39.1;8.7;5.6;38.9;55.5;0.0;91.8;1.9;6.3;91.3;2021;655606;0.09174
11;1100908;90.9;2.3;6.1;0.0;66.7;33.3;0.0;0.0;0.0;23.0;4.0;34.8;5.1;41.7;0.0;58.3;0.0;0.0;0.0;0.0;12.5;75.0;12.5;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;100.0;2021;99627;0.07698
11;1100924;78.6;17.1;4.0;33.3;41.7;16.7;8.3;0.0;0.0;25.2;3.9;40.5;13.2;80.6;3.8;15.0;0.6;0.0;0.0;2.1;6.7;66.7;17.8;6.7;16.7;25.0;58.3;0.0;91.7;1.7;6.6;97.9;2021;468793;0.04117
11;1100940;84.0;9.5;2.1;0.0;12.5;62.5;0.0;12.5;12.5;29.1;4.1;34.5;2.0;64.4;1.8;33.8;0.0;0.0;0.0;0.0;0.0;70.3;20.4;9.3;0.0;37.5;50.0;12.5;77.2;5.5;17.3;100.0;2021;487480;0.04054
11;1101005;94.4;0.6;4.7;30.0;10.0;50.0;10.0;0.0;0.0;27.5;4.0;28.2;2.0;69.0;1.4;29.6;0.0;0.0;0.0;0.0;0.0;81.2;14.6;4.2;20.0;10.0;70.0;0.0;96.9;2.0;1.1;100.0;2021;239330;0.11431
11;1101104;82.7;7.3;3.2;25.0;37.5;12.5;0.0;25.0;0.0;27.5;4.3;31.4;1.0;47.1;0.0;52.9;0.0;0.0;0.0;0.0;11.8;23.5;41.2;23.5;12.5;37.5;37.5;12.5;94.9;1.0;4.1;100.0;2021;210031;0.05869
11;1101203;93.0;3.5;2.1;14.3;42.9;14.3;0.0;14.3;14.2;25.1;4.0;25.2;1.3;66.9;0.0;33.1;0.0;0.0;0.0;0.0;16.6;50.0;27.8;5.6;0.0;14.3;71.4;14.3;95.3;0.7;4.0;100.0;2021;297878;0.05655
11;1101302;92.0;5.6;1.1;0.0;20.0;50.0;30.0;0.0;0.0;35.8;4.2;27.9;3.7;71.1;0.0;27.5;1.4;0.0;0.0;3.9;7.7;57.7;26.9;3.8;9.1;9.1;63.6;18.2;85.1;7.1;7.8;100.0;2021;262640;0.06819
11;1101401;86.4;5.1;6.5;0.0;37.5;37.5;12.5;12.5;0.0;20.8;4.0;28.7;7.9;75.9;2.0;22.1;0.0;0.0;0.0;0.0;4.4;73.9;13.0;8.7;0.0;62.5;37.5;0.0;92.3;2.1;5.6;100.0;2021;389891;0.04171
11;1101435;80.1;10.7;8.7;0.0;60.0;20.0;0.0;20.0;0.0;29.8;4.2;36.1;2.4;71.1;0.0;28.9;0.0;0.0;0.0;0.0;0.0;42.8;42.9;14.3;0.0;60.0;40.0;0.0;78.2;1.7;20.1;100.0;2021;157321;0.05218
11;1101450;82.8;14.7;2.5;28.6;14.3;42.9;14.2;0.0;0.0;16.1;4.0;33.1;2.7;74.4;1.5;24.1;0.0;0.0;5.0;0.0;0.0;87.5;5.0;2.5;16.7;0.0;50.0;33.3;82.1;17.2;0.7;100.0;2021;155434;0.04589
11;1101468;95.0;3.8;0.0;0.0;66.7;0.0;33.3;0.0;0.0;26.5;4.0;38.7;3.0;80.0;2.5;17.5;0.0;0.0;0.0;0.0;0.0;83.3;11.1;5.6;0.0;33.3;33.3;33.4;86.7;3.1;10.2;100.0;2021;246209;0.09027
11;1101476;95.2;0.0;4.8;40.0;20.0;20.0;20.0;0.0;0.0;23.8;4.0;21.7;1.4;81.7;2.6;15.7;0.0;0.0;0.0;0.0;0.0;83.8;10.8;5.4;0.0;0.0;80.0;20.0;96.4;3.6;0.0;100.0;2021;107030;0.07564
11;1101484;96.1;0.5;1.0;20.0;20.0;20.0;0.0;40.0;0.0;21.9;4.0;42.5;1.4;45.5;0.0;49.7;0.0;4.8;0.0;0.0;0.0;54.2;45.8;0.0;0.0;40.0;40.0;20.0;90.0;9.3;0.7;95.8;2021;130676;0.03466
11;1101492;88.3;5.9;4.0;7.7;23.1;53.8;15.4;0.0;0.0;25.7;4.7;22.3;5.8;81.2;2.3;14.9;1.6;0.0;1.8;13.8;1.7;50.0;17.2;15.5;7.7;53.8;38.5;0.0;83.9;3.8;12.3;94.8;2021;488043;0.04951
11;1101500;93.1;0.9;4.5;44.4;0.0;33.3;22.3;0.0;0.0;29.2;4.5;18.3;2.7;64.8;0.0;35.2;0.0;0.0;0.0;0.0;20.0;55.0;25.0;0.0;12.5;50.0;37.5;0.0;100.0;0.0;0.0;100.0;2021;332987;0.07395
11;1101559;95.3;1.3;2.7;40.0;20.0;40.0;0.0;0.0;0.0;28.3;4.3;24.7;6.1;41.7;0.0;58.3;0.0;0.0;0.0;0.0;0.0;88.9;0.0;11.1;0.0;20.0;60.0;20.0;93.5;1.9;4.6;100.0;2021;121301;0.06611
11;1101609;83.4;1.8;3.1;0.0;37.5;50.0;12.5;0.0;0.0;17.1;4.0;23.1;3.7;91.2;2.5;6.3;0.0;0.0;0.0;0.0;0.0;85.0;10.0;5.0;0.0;50.0;50.0;0.0;97.5;0.0;2.5;100.0;2021;257426;0.04967
11;1101708;89.5;3.6;1.8;11.1;22.2;44.4;22.3;0.0;0.0;26.4;4.0;28.0;4.8;53.8;6.1;33.0;7.1;0.0;0.0;0.0;21.0;63.2;15.8;0.0;12.5;12.5;62.5;12.5;90.6;2.1;7.3;100.0;2021;273501;0.07644
11;1101757;83.2;11.7;4.4;40.0;20.0;0.0;0.0;40.0;0.0;25.9;4.0;42.1;3.0;46.3;0.0;53.7;0.0;0.0;0.0;0.0;0.0;33.4;44.4;22.2;33.3;16.7;50.0;0.0;91.4;0.0;8.6;100.0;2021;220588;0.05743
11;1101807;91.9;1.7;1.7;16.7;33.3;33.3;0.0;16.7;0.0;24.1;4.0;30.6;2.6;57.6;2.3;34.1;0.0;6.0;0.0;0.0;4.0;68.0;20.0;8.0;0.0;0.0;66.7;33.3;98.1;0.0;1.9;96.0;2021;185648;0.09569
12;1200013;59.4;27.7;11.0;18.2;27.3;0.0;18.2;36.3;0.0;34.0;6.0;42.2;5.1;53.9;2.5;38.9;3.6;1.1;0.0;3.9;15.4;61.5;19.2;0.0;9.1;36.4;54.5;0.0;67.0;26.0;7.0;96.4;2021;398725;0.11411
12;1200054;86.3;2.6;8.6;30.9;48.5;14.7;4.4;0.0;1.5;23.2;4.2;30.9;1.5;23.6;0.0;52.3;3.2;20.9;0.0;0.0;33.3;66.7;0.0;0.0;61.9;30.2;6.3;1.6;90.5;1.8;7.7;88.9;2021;133916;0.18381
12;1200104;90.4;3.8;5.3;69.0;23.8;2.4;0.0;2.4;2.4;31.1;6.2;20.0;2.7;46.0;1.3;34.2;5.0;13.5;5.8;9.8;41.2;35.3;5.9;2.0;39.5;34.2;26.3;0.0;96.6;1.9;1.5;90.4;2021;685636;0.12093
12;1200138;83.3;6.6;8.7;30.6;30.6;25.0;0.0;11.1;2.7;19.3;4.3;35.7;2.2;33.9;1.0;53.5;6.8;4.8;6.4;8.5;23.4;53.2;8.5;0.0;31.3;50.0;12.5;6.2;92.1;4.9;3.0;95.9;2021;300830;0.12429
12;1200179;82.1;6.4;9.6;6.7;13.3;6.7;53.3;20.0;0.0;21.4;4.3;32.6;3.2;35.5;1.4;59.5;1.4;2.2;0.0;0.0;29.6;63.0;7.4;0.0;33.3;33.3;26.7;6.7;82.9;0.3;16.8;97.1;2021;512353;0.11091
12;1200203;84.7;11.5;2.9;23.6;29.8;33.7;7.9;5.0;0.0;30.4;5.3;34.0;5.0;56.0;1.7;34.9;1.2;6.2;3.0;13.4;36.8;40.9;4.8;1.1;30.0;53.5;14.1;2.4;85.6;10.4;4.0;93.7;2021;2058630;0.11397
12;1200252;77.4;8.5;12.4;36.4;45.5;4.5;4.5;9.1;0.0;26.5;4.7;23.4;2.4;35.1;1.7;51.7;10.1;1.4;0.0;0.0;29.1;66.7;4.2;0.0;35.0;30.0;20.0;15.0;90.1;3.1;6.8;96.3;2021;644542;0.10243
12;1200302;78.5;14.9;5.7;67.8;6.0;15.4;6.0;4.8;0.0;17.9;4.2;35.1;1.7;16.2;0.0;58.8;0.0;25.0;17.5;12.4;29.9;36.1;3.1;1.0;39.1;43.6;12.8;4.5;92.7;2.0;5.3;81.6;2021;567040;0.138
12;1200328;80.3;8.4;10.1;2.9;14.3;77.1;4.3;1.4;0.0;13.0;4.5;35.1;4.1;11.1;0.0;75.1;0.0;13.8;0.0;0.0;33.3;26.7;40.0;0.0;27.1;20.0;25.7;27.2;85.5;0.0;14.5;93.3;2021;113975;0.15786
12;1200336;79.8;13.0;6.5;40.9;34.1;6.8;9.1;6.8;2.3;21.6;4.9;35.9;4.3;41.5;0.7;38.6;0.7;18.5;5.5;5.6;27.8;51.1;5.6;4.4;16.7;52.4;28.6;2.3;84.1;3.1;12.8;85.7;2021;269205;0.16337
12;1200344;97.8;1.0;1.0;50.0;25.0;18.8;3.1;3.1;0.0;28.9;4.4;30.5;2.5;57.3;0.0;35.5;7.2;0.0;0.0;0.0;18.1;45.5;36.4;0.0;22.6;45.2;25.8;6.4;100.0;0.0;0.0;100.0;2021;184904;0.17771
12;1200351;57.7;18.3;21.9;39.7;15.5;37.9;1.7;5.2;0.0;19.9;4.7;50.1;1.8;30.4;0.0;64.2;0.0;5.4;11.8;39.0;13.6;33.9;1.7;0.0;28.1;36.8;24.6;10.5;82.6;12.0;5.4;95.0;2021;256865;0.13991
12;1200385;69.0;18.1;11.5;16.7;25.0;37.5;4.2;12.5;4.1;20.4;4.6;30.6;2.0;41.7;0.0;58.3;0.0;0.0;0.0;19.0;37.8;40.5;0.0;2.7;17.4;52.2;26.1;4.3;84.9;10.6;4.5;100.0;2021;601471;0.08175
12;1200393;80.1;19.0;0.3;20.5;9.1;25.0;27.3;15.9;2.2;30.4;4.9;55.9;0.0;33.2;0.0;47.1;0.0;19.7;0.0;0.0;16.7;61.1;22.2;0.0;18.2;36.4;34.1;11.3;96.6;3.4;0.0;88.9;2021;160535;0.11843
12;1200401;82.9;10.4;5.6;11.0;48.7;15.8;10.6;9.9;4.0;31.7;5.7;24.0;4.7;79.1;3.7;14.2;1.2;1.8;1.1;13.8;43.7;35.0;5.2;1.2;18.3;51.8;27.6;2.3;87.1;7.5;5.4;98.1;2021;10955675;0.06253
12;1200427;85.3;8.2;4.6;24.2;19.4;3.2;27.4;25.8;0.0;15.4;4.3;40.3;3.5;28.0;0.0;42.0;0.0;30.0;3.4;5.9;21.2;50.6;16.5;2.4;40.0;50.9;9.1;0.0;88.3;0.0;11.7;70.8;2021;255649;0.1289
12;1200435;83.3;7.4;5.7;14.1;3.1;79.7;1.6;1.5;0.0;13.2;4.9;53.0;0.3;8.0;2.7;43.6;1.8;43.9;21.1;26.3;26.3;26.3;0.0;0.0;35.5;45.2;12.9;6.4;90.0;0.0;10.0;68.4;2021;108545;0.16742
12;1200450;76.6;14.5;7.3;14.7;26.5;38.2;14.7;5.9;0.0;22.7;4.7;25.3;8.9;63.5;0.0;34.8;0.6;1.1;0.0;6.2;21.5;56.9;10.8;4.6;15.2;66.7;15.2;2.9;88.7;5.4;5.9;95.9;2021;779672;0.16992
12;1200500;68.6;25.7;4.7;33.6;19.2;37.7;5.5;3.4;0.6;22.2;4.7;43.3;1.9;38.4;1.3;33.9;0.2;26.2;1.6;16.5;33.1;46.3;2.5;0.0;28.4;38.1;20.1;13.4;70.2;19.1;10.7;82.7;2021;748094;0.14372
12;1200609;81.0;8.8;9.0;31.8;5.7;25.0;22.7;13.6;1.2;23.0;5.7;38.4;7.0;21.7;1.6;34.9;0.1;41.7;5.5;10.2;48.8;32.3;2.4;0.8;24.7;32.9;27.1;15.3;85.2;5.7;9.1;71.9;2021;711884;0.16417
12;1200708;67.2;15.7;13.8;59.6;26.3;10.5;0.0;3.6;0.0;17.9;5.3;29.6;4.5;40.0;5.9;44.2;1.6;8.3;8.3;35.0;35.0;15.0;6.7;0.0;29.6;35.2;25.9;9.3;80.8;8.6;10.6;95.1;2021;454981;0.10364
12;1200807;82.3;8.1;8.2;16.7;23.3;13.3;10.0;33.3;3.4;24.6;4.4;39.9;5.4;47.2;0.0;50.3;0.0;2.5;0.0;6.0;28.0;48.0;14.0;4.0;24.1;44.8;27.6;3.5;86.9;4.5;8.6;98.0;2021;471315;0.13667
13;1300029;88.6;10.2;1.2;14.5;29.0;8.1;24.2;24.2;0.0;28.1;3.8;58.7;0.8;44.0;0.0;54.5;1.5;0.0;6.7;0.0;10.2;47.5;15.3;20.3;64.3;23.2;8.9;3.6;92.9;2.1;5.0;100.0;2021;217333;0.14199
13;1300060;86.1;5.8;4.2;18.5;37.0;22.2;7.4;11.1;3.8;14.8;4.0;45.9;0.7;62.7;0.0;29.8;4.3;3.2;2.0;3.0;15.8;32.7;17.8;28.7;7.7;65.4;23.1;3.8;89.4;5.6;5.0;92.4;2021;118872;0.13424
13;1300086;98.8;0.2;0.8;26.7;36.7;23.3;10.0;3.3;0.0;21.2;4.7;35.0;1.4;22.6;0.0;77.4;0.0;0.0;19.4;5.6;33.3;38.9;2.8;0.0;40.0;40.0;16.7;3.3;99.9;0.1;0.0;100.0;2021;138599;0.13679
13;1300102;94.2;0.4;1.6;25.0;30.0;30.0;5.0;10.0;0.0;22.7;7.0;25.6;0.3;36.3;0.0;61.2;2.2;0.3;6.2;14.6;35.4;41.7;2.1;0.0;26.3;15.8;47.4;10.5;99.7;0.2;0.1;98.0;2021;248435;0.13051
13;1300144;97.6;0.4;1.4;15.4;53.8;0.0;15.4;15.4;0.0;21.5;4.1;33.0;2.1;26.1;0.0;67.9;1.8;4.2;10.8;7.1;7.1;57.1;14.3;3.6;33.3;8.3;41.7;16.7;98.3;0.0;1.7;96.4;2021;297810;0.08197
13;1300201;95.6;0.5;3.6;48.7;31.6;2.6;10.5;5.3;1.3;30.4;4.0;59.1;1.3;34.9;0.0;58.5;1.1;5.5;0.0;3.0;18.2;39.4;27.3;12.1;38.5;32.3;16.9;12.3;72.7;6.9;20.4;93.9;2021;184947;0.10389
13;1300300;95.4;2.6;1.5;14.8;38.9;33.3;1.9;5.6;5.5;22.6;4.0;44.5;1.4;23.2;0.8;58.9;15.6;1.5;14.5;16.7;12.3;47.1;8.7;0.7;5.7;15.1;43.4;35.8;82.2;5.3;12.5;97.9;2021;506341;0.18154
13;1300409;95.4;0.9;1.2;26.4;28.3;18.9;18.9;7.5;0.0;18.6;4.1;34.8;1.7;25.9;0.0;73.9;0.0;0.2;3.0;1.5;18.2;47.0;12.1;18.2;20.4;32.7;38.8;8.1;87.2;0.0;12.8;98.5;2021;245622;0.10622
13;1300508;91.5;1.7;4.9;13.6;10.7;24.3;17.5;32.0;1.9;22.5;4.6;49.3;0.6;47.6;0.0;47.5;2.4;2.5;7.1;12.9;19.4;38.8;10.4;11.4;15.3;38.8;39.8;6.1;87.1;6.2;6.7;98.2;2021;344890;0.16155
13;1300607;93.9;4.2;1.9;37.1;22.9;30.0;4.3;5.7;0.0;26.6;5.9;34.4;0.5;28.0;0.3;46.6;21.0;4.1;3.1;18.0;28.9;43.8;3.9;2.3;17.2;34.4;40.6;7.8;87.4;3.6;9.0;93.3;2021;388781;0.12092
13;1300631;95.7;0.3;3.7;9.0;20.9;50.7;6.0;11.9;1.5;25.9;5.0;46.7;1.1;21.7;0.0;75.9;2.4;0.0;9.5;11.1;11.1;52.4;11.1;4.8;32.3;43.5;22.6;1.6;90.5;4.3;5.2;100.0;2021;211871;0.22904
13;1300680;98.4;0.3;1.2;14.3;20.4;24.5;10.2;30.6;0.0;19.4;3.9;46.7;1.1;18.9;0.0;81.1;0.0;0.0;12.6;1.6;15.9;63.5;4.8;1.6;10.4;35.4;50.0;4.2;87.5;0.4;12.1;100.0;2021;182412;0.11886
13;1300706;97.8;0.4;0.5;6.4;42.7;44.5;2.7;2.7;1.0;23.9;5.1;33.5;1.9;23.9;0.0;52.8;15.8;7.5;11.4;11.5;16.7;41.7;15.6;3.1;19.8;14.9;31.7;33.6;93.4;0.1;6.5;92.1;2021;512796;0.14123
13;1300805;92.9;0.6;6.3;50.0;23.1;18.1;1.9;5.0;1.9;21.9;5.0;42.0;1.2;22.1;0.0;63.5;9.4;5.0;12.0;2.8;26.9;46.3;7.4;4.6;16.1;27.1;34.2;22.6;87.2;6.1;6.7;93.5;2021;402131;0.12616
13;1300839;98.2;0.3;1.0;30.2;23.3;18.6;16.3;11.6;0.0;19.5;3.8;45.7;0.4;17.7;0.0;82.3;0.0;0.0;20.0;7.5;15.0;40.0;12.5;5.0;16.7;52.4;23.8;7.1;94.9;2.9;2.2;100.0;2021;177894;0.14493
