UF_CODE;CO_MUNICIPIO;TXT_MED_TX_PROMOCAO_TOTAL;TXT_MED_TX_REPETENCIA_TOTAL;TXT_MED_TX_EVASAO_TOTAL;ICG_PERC_COMPLX_ESCOLA_NIVEL_1;ICG_PERC_COMPLX_ESCOLA_NIVEL_2;ICG_PERC_COMPLX_ESCOLA_NIVEL_3;ICG_PERC_COMPLX_ESCOLA_NIVEL_4;ICG_PERC_COMPLX_ESCOLA_NIVEL_5;ICG_PERC_COMPLX_ESCOLA_NIVEL_6;ATU_MED_MEDIA_TOTAL_ALUNOS_SALA;HAD_MED_MEDIA_TOTAL_HORAS_AULA;TDI_MED_TX_DIST_IDADE_SERIE_TOTAL;TNR_MED_TX_N_RESP_TOTAL;AFD_MED_ADEQ_DOC_GRUPO1;AFD_MED_ADEQ_DOC_GRUPO2;AFD_MED_ADEQ_DOC_GRUPO3;AFD_MED_ADEQ_DOC_GRUPO4;AFD_MED_ADEQ_DOC_GRUPO5;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_1;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_2;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_3;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_4;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_5;IED_MED_PERC_DOC_POR_ESFORCO_TOTAL_NIVEL_6;IRD_PERC_REG_DOC_BAIXA;IRD_PERC_REG_DOC_MEDIA_BAIXA;IRD_PERC_REG_DOC_MEDIA_ALTA;IRD_PERC_REG_DOC_ALTA;TXR_MED_TX_APROVACAO_TOTAL;TXR_MED_TX_REPROVACAO_TOTAL;TXR_MED_TX_ABANDONO_TOTAL;DSU_MED_PERC_DOC_SUPERIOR_TOTAL;ANO;PIB_2021;PERCENTUAL_FAMILIAS_PBF_2021
17;1713601;91.7;2.1;5.0;0.0;50.0;25.0;12.5;12.5;0.0;27.0;6.6;36.6;0.4;42.3;1.8;52.3;3.6;0.0;0.0;40.0;5.0;35.0;20.0;0.0;0.0;25.0;50.0;25.0;95.9;1.2;2.9;100.0;2021;296288;0.10083
17;1713700;;;;0.0;40.0;40.0;20.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;20.0;40.0;40.0;;;;;2021;75004;0.14626
17;1713809;90.1;4.7;5.2;20.0;20.0;40.0;20.0;0.0;0.0;31.9;5.3;42.7;2.4;67.7;0.0;32.3;0.0;0.0;0.0;0.0;0.0;88.2;5.9;5.9;0.0;40.0;40.0;20.0;94.2;0.8;5.0;100.0;2021;95357;0.11654
17;1713957;88.1;7.5;4.4;12.5;75.0;0.0;0.0;12.5;0.0;19.9;4.3;29.1;2.8;50.5;0.0;49.5;0.0;0.0;0.0;0.0;0.0;60.0;40.0;0.0;0.0;50.0;50.0;0.0;93.0;6.4;0.6;100.0;2021;69465;0.12917
17;1714203;89.7;1.5;6.2;33.3;11.1;33.3;11.1;11.2;0.0;26.5;5.4;24.7;3.8;49.7;0.0;45.5;4.8;0.0;0.0;12.0;0.0;68.0;20.0;0.0;0.0;33.3;66.7;0.0;99.1;0.0;0.9;100.0;2021;247340;0.08946
17;1714302;92.1;1.5;4.9;0.0;25.0;50.0;12.5;12.5;0.0;16.3;4.4;33.2;4.0;34.0;0.0;66.0;0.0;0.0;0.0;0.0;12.5;70.8;16.7;0.0;0.0;25.0;50.0;25.0;98.9;0.5;0.6;100.0;2021;58139;0.15774
17;1714880;77.4;4.9;10.0;23.1;53.8;15.4;0.0;7.7;0.0;19.8;4.3;35.7;2.1;44.0;0.0;56.0;0.0;0.0;11.6;0.0;34.6;34.6;19.2;0.0;0.0;46.2;38.5;15.3;87.7;2.8;9.5;100.0;2021;320311;0.0963
17;1715002;95.1;0.0;4.2;0.0;60.0;20.0;0.0;20.0;0.0;23.4;5.1;28.0;0.6;51.8;0.0;48.2;0.0;0.0;0.0;0.0;9.1;27.3;63.6;0.0;0.0;20.0;80.0;0.0;100.0;0.0;0.0;100.0;2021;100915;0.12305
17;1715101;95.8;0.8;2.5;33.3;33.3;16.7;16.7;0.0;0.0;34.9;4.0;43.7;3.6;49.0;0.0;51.0;0.0;0.0;0.0;6.2;0.0;62.5;31.3;0.0;0.0;0.0;50.0;50.0;100.0;0.0;0.0;100.0;2021;84723;0.11079
17;1715150;95.2;0.0;4.8;0.0;50.0;0.0;50.0;0.0;0.0;19.8;4.4;27.8;3.8;41.7;0.0;58.3;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;50.0;50.0;96.1;2.6;1.3;100.0;2021;35521;0.09863
17;1715259;90.7;4.1;5.2;33.3;33.3;0.0;33.4;0.0;0.0;25.3;4.4;48.5;2.0;60.4;0.0;39.6;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;33.3;66.7;0.0;96.0;4.0;0.0;100.0;2021;42672;0.11994
17;1715507;82.0;8.2;8.2;0.0;50.0;50.0;0.0;0.0;0.0;17.3;4.4;44.2;1.9;25.0;0.0;75.0;0.0;0.0;0.0;0.0;80.0;20.0;0.0;0.0;0.0;50.0;50.0;0.0;98.0;0.0;2.0;100.0;2021;29469;0.12811
17;1715705;89.7;0.5;9.8;0.0;60.0;20.0;20.0;0.0;0.0;15.4;3.8;36.7;0.9;20.1;0.0;74.6;5.3;0.0;0.0;25.0;5.0;65.0;5.0;0.0;0.0;60.0;40.0;0.0;96.7;0.0;3.3;100.0;2021;185349;0.09785
17;1715754;95.5;1.2;3.3;16.7;33.3;16.7;16.7;16.6;0.0;25.6;4.3;18.1;2.2;46.2;0.0;42.2;10.4;1.2;0.0;11.1;11.1;55.6;18.5;3.7;0.0;66.7;33.3;0.0;100.0;0.0;0.0;92.9;2021;170118;0.07694
17;1716109;85.2;5.2;8.3;18.2;12.1;42.4;18.2;6.1;3.0;27.8;5.4;22.3;2.8;52.1;1.3;41.2;4.7;0.7;5.2;18.4;18.4;47.1;7.5;3.4;0.0;19.4;74.2;6.4;91.3;4.5;4.2;99.4;2021;1513693;0.03642
17;1716208;87.7;0.8;5.1;20.0;40.0;5.0;20.0;15.0;0.0;24.7;5.1;30.2;1.9;35.6;0.0;62.8;0.6;1.0;0.0;0.0;6.4;35.5;58.1;0.0;5.3;42.1;36.8;15.8;93.1;3.0;3.9;96.8;2021;315397;0.16497
17;1716307;86.1;4.4;9.5;0.0;80.0;0.0;20.0;0.0;0.0;20.3;4.4;30.1;5.9;28.7;0.0;71.3;0.0;0.0;0.0;7.7;7.7;76.9;0.0;7.7;0.0;20.0;40.0;40.0;94.9;5.1;0.0;100.0;2021;91169;0.11075
17;1716505;95.4;0.9;2.5;15.4;30.8;30.8;15.4;7.6;0.0;25.7;4.2;21.3;2.2;49.7;0.0;48.4;1.9;0.0;0.0;0.0;21.3;54.5;21.2;3.0;0.0;16.7;66.7;16.6;98.9;0.0;1.1;100.0;2021;848671;0.054
17;1716604;94.7;0.7;3.6;18.2;36.4;27.3;9.1;9.0;0.0;20.9;4.3;39.2;0.6;41.5;1.6;46.1;10.8;0.0;0.0;0.0;50.0;37.5;12.5;0.0;0.0;27.3;36.4;36.3;92.1;5.0;2.9;100.0;2021;733929;0.08211
17;1716653;87.8;5.4;6.3;0.0;33.3;50.0;0.0;16.7;0.0;26.4;4.4;28.9;2.8;56.3;6.3;37.4;0.0;0.0;0.0;0.0;40.0;0.0;40.0;20.0;0.0;50.0;50.0;0.0;97.6;0.5;1.9;100.0;2021;107606;0.1053
17;1716703;92.0;2.7;4.3;25.0;25.0;25.0;8.3;16.7;0.0;20.1;5.1;20.5;0.3;44.3;0.0;55.7;0.0;0.0;0.0;0.0;21.4;42.9;28.6;7.1;0.0;33.3;50.0;16.7;96.4;0.0;3.6;100.0;2021;182796;0.10844
17;1717008;98.5;0.0;1.5;25.0;50.0;25.0;0.0;0.0;0.0;31.0;8.8;31.0;0.4;50.0;0.0;40.6;0.0;9.4;0.0;16.7;83.3;0.0;0.0;0.0;0.0;50.0;25.0;25.0;100.0;0.0;0.0;83.3;2021;85006;0.12506
17;1717206;88.5;3.1;7.3;50.0;33.3;16.7;0.0;0.0;0.0;17.3;5.3;32.7;3.8;64.0;0.0;36.0;0.0;0.0;0.0;0.0;27.3;72.7;0.0;0.0;0.0;50.0;50.0;0.0;92.0;8.0;0.0;100.0;2021;89940;0.14352
17;1717503;90.2;1.2;6.7;0.0;57.1;28.6;0.0;14.3;0.0;18.7;4.9;32.8;0.4;32.4;0.0;67.6;0.0;0.0;0.0;0.0;14.2;42.9;42.9;0.0;0.0;57.1;42.9;0.0;97.7;0.4;1.9;100.0;2021;361915;0.04049
17;1717800;88.5;5.5;6.0;37.5;37.5;12.5;12.5;0.0;0.0;16.1;4.1;43.5;2.1;35.6;0.0;57.5;6.9;0.0;4.3;8.7;0.0;87.0;0.0;0.0;0.0;75.0;25.0;0.0;92.6;4.2;3.2;100.0;2021;66158;0.1365
17;1717909;96.1;1.0;2.9;22.2;44.4;22.2;11.2;0.0;0.0;28.2;4.4;33.8;1.4;57.4;0.0;42.6;0.0;0.0;0.0;4.4;30.4;60.9;4.3;0.0;0.0;11.1;77.8;11.1;99.4;0.6;0.0;100.0;2021;121170;0.08887
17;1718006;91.7;3.3;3.3;25.0;25.0;25.0;25.0;0.0;0.0;23.7;4.4;29.6;0.7;60.5;0.0;39.5;0.0;0.0;0.0;0.0;7.7;92.3;0.0;0.0;0.0;0.0;33.3;66.7;91.6;8.4;0.0;100.0;2021;47043;0.10781
17;1718204;89.3;3.1;5.5;7.1;35.7;28.6;14.3;12.5;1.8;27.3;6.1;26.0;2.0;52.2;3.2;40.4;4.0;0.2;0.0;15.3;18.1;62.0;4.6;0.0;3.8;30.2;58.5;7.5;93.3;4.1;2.6;99.6;2021;3649421;0.06931
17;1718303;80.2;11.8;6.9;6.7;20.0;13.3;20.0;40.0;0.0;26.9;4.9;35.5;2.5;37.8;0.0;62.2;0.0;0.0;0.0;12.5;62.5;25.0;0.0;0.0;0.0;35.7;50.0;14.3;84.9;6.1;9.0;100.0;2021;93139;0.11258
17;1718402;92.6;0.8;6.6;33.3;33.3;0.0;33.4;0.0;0.0;23.0;4.3;26.1;6.1;25.0;0.0;66.7;0.0;8.3;0.0;0.0;7.7;92.3;0.0;0.0;0.0;0.0;100.0;0.0;95.2;3.2;1.6;92.3;2021;65165;0.10523
17;1718451;92.6;2.5;4.9;25.0;50.0;0.0;0.0;25.0;0.0;22.8;5.0;46.5;0.9;48.4;0.0;51.6;0.0;0.0;0.0;0.0;10.0;40.0;50.0;0.0;0.0;50.0;50.0;0.0;92.9;0.0;7.1;100.0;2021;82663;0.0965
17;1718501;88.8;1.9;8.4;0.0;20.0;20.0;60.0;0.0;0.0;28.9;4.6;47.2;0.4;43.7;0.0;43.7;12.6;0.0;0.0;0.0;33.3;66.7;0.0;0.0;0.0;40.0;60.0;0.0;100.0;0.0;0.0;91.7;2021;91480;0.13124
17;1718550;84.9;3.5;11.6;0.0;33.3;33.3;33.4;0.0;0.0;30.2;4.4;32.6;5.5;48.6;0.0;51.4;0.0;0.0;0.0;0.0;71.4;14.3;14.3;0.0;0.0;0.0;100.0;0.0;97.7;2.3;0.0;100.0;2021;68536;0.12386
17;1718659;93.3;1.3;5.4;33.3;33.3;33.4;0.0;0.0;0.0;26.0;4.4;35.9;1.3;48.6;0.0;51.4;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;33.3;66.7;0.0;98.7;0.0;1.3;100.0;2021;29142;0.0882
17;1718709;88.5;0.9;6.2;40.0;20.0;0.0;20.0;20.0;0.0;16.7;3.8;39.0;6.9;25.7;0.0;44.6;0.0;29.7;0.0;0.0;7.1;14.3;78.6;0.0;0.0;0.0;100.0;0.0;87.2;4.3;8.5;78.6;2021;85928;0.1115
17;1718758;95.0;1.7;3.3;22.2;55.6;11.1;11.1;0.0;0.0;21.7;4.9;33.8;0.8;14.4;0.0;80.1;5.5;0.0;0.0;9.1;13.6;77.3;0.0;0.0;11.1;22.2;44.4;22.3;95.0;0.0;5.0;100.0;2021;111443;0.11804
17;1718808;91.7;2.6;5.7;0.0;33.3;33.3;33.4;0.0;0.0;28.1;4.3;41.5;2.8;47.7;0.0;52.3;0.0;0.0;0.0;0.0;5.2;63.2;31.6;0.0;0.0;33.3;66.7;0.0;94.3;0.8;4.9;100.0;2021;145863;0.14848
17;1718840;90.1;2.3;7.0;14.3;0.0;71.4;14.3;0.0;0.0;11.2;4.4;32.4;1.1;34.9;0.0;60.8;1.1;3.2;0.0;0.0;43.5;56.5;0.0;0.0;0.0;0.0;71.4;28.6;93.3;3.3;3.4;95.7;2021;116736;0.09641
17;1718865;85.3;2.8;11.9;20.0;40.0;13.3;6.7;20.0;0.0;19.7;4.3;37.3;2.1;49.1;1.4;39.7;4.2;5.6;0.0;3.5;6.9;51.7;34.5;3.4;0.0;14.3;50.0;35.7;93.8;0.9;5.3;96.6;2021;175927;0.05874
17;1718881;90.2;3.6;5.4;0.0;0.0;50.0;50.0;0.0;0.0;31.5;4.4;34.9;3.2;50.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;50.0;50.0;99.2;0.0;0.8;100.0;2021;139630;0.08878
17;1718899;72.7;10.9;16.4;60.0;40.0;0.0;0.0;0.0;0.0;21.0;5.3;25.4;7.8;48.6;0.0;43.2;8.2;0.0;0.0;12.5;75.0;12.5;0.0;0.0;0.0;20.0;60.0;20.0;98.3;1.7;0.0;100.0;2021;180273;0.07187
17;1718907;91.1;0.0;7.7;12.5;37.5;25.0;25.0;0.0;0.0;18.7;4.2;31.0;2.3;40.7;0.0;59.3;0.0;0.0;0.0;8.3;25.0;66.7;0.0;0.0;12.5;25.0;12.5;50.0;100.0;0.0;0.0;100.0;2021;307685;0.11883
17;1719004;80.7;3.7;15.6;0.0;0.0;100.0;0.0;0.0;0.0;20.2;4.3;36.4;12.6;39.5;0.0;60.5;0.0;0.0;0.0;0.0;10.0;90.0;0.0;0.0;0.0;0.0;100.0;0.0;96.2;3.8;0.0;100.0;2021;48098;0.07343
17;1720002;93.4;0.0;5.5;25.0;25.0;50.0;0.0;0.0;0.0;20.8;5.2;38.6;2.3;41.7;0.0;58.3;0.0;0.0;0.0;0.0;0.0;87.5;12.5;0.0;0.0;0.0;75.0;25.0;98.8;1.2;0.0;100.0;2021;41931;0.11542
17;1720101;90.6;2.2;3.9;30.0;20.0;30.0;10.0;0.0;10.0;21.2;3.9;49.2;1.6;36.8;0.0;57.6;5.6;0.0;0.0;0.0;4.0;60.0;32.0;4.0;0.0;44.4;33.3;22.3;99.2;0.4;0.4;100.0;2021;73590;0.1017
17;1720150;87.8;6.7;5.5;75.0;0.0;0.0;25.0;0.0;0.0;24.8;4.4;31.3;2.0;48.9;0.0;51.1;0.0;0.0;0.0;0.0;0.0;87.5;12.5;0.0;0.0;25.0;25.0;50.0;100.0;0.0;0.0;100.0;2021;36541;0.09938
17;1720200;82.3;6.3;7.1;23.5;29.4;23.5;11.8;11.8;0.0;24.6;4.1;43.9;11.4;51.2;0.0;40.0;8.8;0.0;0.0;2.8;2.9;54.3;37.1;2.9;21.4;35.7;28.6;14.3;76.9;11.7;11.4;100.0;2021;255814;0.13829
17;1720259;95.9;0.5;3.6;55.6;33.3;11.1;0.0;0.0;0.0;18.0;7.1;31.8;2.7;47.6;0.0;48.4;0.0;4.0;6.5;6.5;38.7;41.9;3.2;3.2;11.1;11.1;55.6;22.2;99.4;0.6;0.0;89.7;2021;49467;0.11172
17;1720309;96.7;1.0;2.3;57.1;14.3;28.6;0.0;0.0;0.0;39.8;4.4;26.4;1.7;36.1;0.0;63.9;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;14.3;57.1;28.6;96.2;3.8;0.0;100.0;2021;61804;0.15659
17;1720499;94.1;0.0;3.9;0.0;66.7;0.0;16.7;16.6;0.0;24.6;4.4;22.7;2.2;62.8;0.0;37.2;0.0;0.0;0.0;0.0;0.0;71.5;21.4;7.1;0.0;16.7;50.0;33.3;98.9;0.6;0.5;100.0;2021;156734;0.13981
17;1720655;94.8;1.9;3.3;33.3;33.3;16.7;16.7;0.0;0.0;25.2;5.0;26.0;2.6;42.1;0.0;57.9;0.0;0.0;0.0;0.0;8.7;78.3;13.0;0.0;20.0;0.0;60.0;20.0;99.6;0.4;0.0;100.0;2021;240329;0.1449
17;1720804;75.4;9.9;10.7;20.0;26.7;26.7;6.7;19.9;0.0;25.1;4.2;26.1;1.8;54.1;4.6;32.5;8.8;0.0;0.0;0.0;3.5;50.0;28.6;17.9;0.0;13.3;80.0;6.7;80.8;7.7;11.5;100.0;2021;132862;0.1469
17;1720853;90.8;1.1;8.1;0.0;66.7;33.3;0.0;0.0;0.0;25.0;4.4;29.3;1.4;58.3;0.0;41.7;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;33.3;66.7;0.0;97.3;0.0;2.7;100.0;2021;532374;0.07922
17;1720903;88.0;3.4;6.1;25.0;25.0;33.3;8.3;8.4;0.0;24.2;5.9;29.8;4.8;51.7;0.0;48.3;0.0;0.0;0.0;33.3;5.6;36.1;16.7;8.3;9.1;27.3;45.5;18.1;94.3;5.7;0.0;100.0;2021;318253;0.12896
17;1720937;78.9;1.8;17.5;0.0;66.7;33.3;0.0;0.0;0.0;20.7;4.4;38.7;7.8;59.5;0.0;40.5;0.0;0.0;0.0;0.0;10.0;80.0;10.0;0.0;0.0;0.0;100.0;0.0;96.6;3.4;0.0;100.0;2021;35246;0.09116
17;1720978;90.1;0.0;9.9;16.7;50.0;16.7;16.6;0.0;0.0;17.0;4.0;41.2;0.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;37.5;50.0;12.5;0.0;33.3;33.3;33.4;97.1;0.0;2.9;100.0;2021;146708;0.0823
17;1721000;89.4;4.1;4.9;9.2;47.4;23.0;11.2;5.9;3.3;32.0;5.9;16.7;2.3;60.3;2.0;33.6;3.3;0.8;0.9;13.4;37.4;37.9;6.5;3.9;0.8;25.6;55.2;18.4;94.9;1.5;3.6;98.8;2021;10333419;0.03946
17;1721109;87.4;7.3;3.6;63.0;4.3;10.9;10.9;10.9;0.0;21.8;5.9;58.1;1.5;36.3;0.0;45.6;0.4;17.7;6.2;6.3;40.6;46.9;0.0;0.0;7.0;27.9;41.9;23.2;88.8;10.4;0.8;81.3;2021;191373;0.12656
17;1721208;90.2;3.0;3.4;40.0;28.6;11.4;17.1;0.0;2.9;25.3;5.5;36.2;1.0;41.5;0.0;54.8;0.6;3.1;0.0;11.6;17.9;64.1;6.4;0.0;5.7;25.7;51.4;17.2;91.2;8.1;0.7;94.9;2021;372642;0.10272
17;1721257;97.7;0.0;2.3;66.7;33.3;0.0;0.0;0.0;0.0;19.3;5.3;20.7;1.9;50.0;0.0;50.0;0.0;0.0;0.0;16.7;75.0;8.3;0.0;0.0;0.0;66.7;33.3;0.0;100.0;0.0;0.0;100.0;2021;118839;0.08299
17;1721307;87.3;3.8;7.6;25.0;50.0;25.0;0.0;0.0;0.0;27.3;4.4;51.2;6.3;25.0;0.0;66.7;0.0;8.3;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;50.0;50.0;98.7;1.3;0.0;90.9;2021;38619;0.09551
17;1722081;86.4;2.7;10.6;16.7;41.7;25.0;8.3;8.3;0.0;25.9;4.4;19.9;2.3;61.5;0.0;38.5;0.0;0.0;0.0;0.0;30.8;69.2;0.0;0.0;0.0;25.0;50.0;25.0;94.0;2.6;3.4;100.0;2021;183424;0.11975
17;1722107;85.6;6.7;6.0;8.3;58.3;16.7;8.3;8.4;0.0;32.3;5.3;23.9;5.3;52.4;0.0;47.6;0.0;0.0;0.0;0.0;12.4;56.3;6.3;25.0;0.0;25.0;75.0;0.0;87.8;6.7;5.5;100.0;2021;471020;0.11765
21;2100055;75.1;6.7;16.3;5.9;37.6;35.6;7.9;11.9;1.1;31.3;5.1;21.7;6.1;56.6;2.5;30.6;4.3;6.0;0.0;14.7;28.8;36.5;12.0;8.0;7.2;43.3;46.4;3.1;91.0;6.3;2.7;94.6;2021;3828780;0.08143
21;2100105;57.6;18.8;21.7;8.3;12.5;4.2;4.2;70.8;0.0;37.1;4.4;35.8;0.2;73.0;0.0;16.8;10.2;0.0;0.0;0.0;5.3;42.1;26.3;26.3;4.3;43.5;39.1;13.1;86.2;2.9;10.9;100.0;2021;85068;0.21143
21;2100154;75.4;3.4;20.0;9.1;36.4;9.1;15.2;30.2;0.0;33.2;4.4;23.8;0.1;59.8;0.0;33.5;3.5;3.2;0.0;0.0;6.5;54.8;29.0;9.7;0.0;3.0;57.6;39.4;95.7;1.4;2.9;95.6;2021;101672;0.18922
21;2100204;83.9;4.7;9.9;41.2;21.6;11.8;15.7;7.8;1.9;32.7;6.6;24.1;1.3;53.2;12.8;22.9;4.8;6.3;10.9;19.6;39.1;23.9;6.5;0.0;14.6;33.3;45.8;6.3;78.2;16.0;5.8;95.7;2021;148797;0.25472
21;2100303;73.8;14.5;7.9;16.0;8.0;2.0;26.0;46.0;2.0;39.0;4.8;27.6;4.6;62.2;0.0;37.8;0.0;0.0;0.0;2.9;8.3;33.3;44.4;11.1;30.0;40.0;20.0;10.0;93.4;5.0;1.6;100.0;2021;249450;0.14178
21;2100402;73.4;1.3;24.7;6.3;12.5;6.3;25.0;49.9;0.0;39.0;4.7;38.9;0.9;20.5;0.0;71.2;8.3;0.0;0.0;12.5;25.0;25.0;37.5;0.0;12.5;43.8;43.7;0.0;76.5;0.4;23.1;100.0;2021;71526;0.18206
21;2100436;96.8;0.7;2.1;18.2;21.2;12.1;6.1;39.4;3.0;40.2;5.3;23.2;7.8;62.9;0.0;25.5;3.5;8.1;0.0;6.5;19.6;34.8;26.1;13.0;26.5;61.8;5.9;5.8;77.5;7.9;14.6;80.9;2021;303156;0.14908
21;2100477;86.3;3.9;9.5;12.5;20.3;21.9;6.3;34.4;4.6;29.5;4.0;23.0;1.5;38.9;1.2;50.2;2.6;7.1;0.9;31.8;15.9;31.8;19.6;0.0;4.8;31.7;54.0;9.5;86.3;7.1;6.6;92.7;2021;251786;0.14624
21;2100501;75.5;2.7;21.5;55.9;8.8;35.3;0.0;0.0;0.0;33.3;5.1;17.7;0.0;35.9;3.9;42.2;5.5;12.5;0.0;14.3;50.0;35.7;0.0;0.0;12.9;22.6;16.1;48.4;98.8;0.0;1.2;92.9;2021;578991;0.11911
21;2100550;87.5;0.9;11.6;26.7;26.7;20.0;6.7;19.9;0.0;32.9;4.3;30.0;2.6;40.6;2.1;57.3;0.0;0.0;0.0;6.1;25.0;43.8;18.8;6.3;20.0;40.0;40.0;0.0;92.7;4.2;3.1;100.0;2021;70213;0.18902
21;2100600;79.9;5.8;13.5;47.8;8.8;32.7;6.2;4.5;0.0;24.9;5.3;33.9;6.9;26.9;0.6;32.1;7.3;33.1;3.5;10.3;26.7;39.7;13.8;6.0;20.6;29.0;32.7;17.7;88.8;5.6;5.6;68.3;2021;388693;0.12352
21;2100709;83.4;6.4;8.5;9.3;55.8;20.9;9.3;4.7;0.0;33.7;5.0;38.5;1.1;50.3;0.0;45.2;4.5;0.0;0.0;1.9;13.7;47.1;21.6;15.7;31.7;41.5;22.0;4.8;95.0;0.0;5.0;100.0;2021;207643;0.21513
21;2100808;90.3;1.6;8.1;21.9;21.9;6.3;43.8;3.1;3.0;30.8;5.0;28.8;1.2;49.8;0.0;36.7;4.9;8.6;2.4;9.5;23.8;38.1;11.9;14.3;27.6;37.9;34.5;0.0;94.7;4.7;0.6;89.8;2021;149133;0.21932
21;2100832;95.0;1.1;3.5;20.0;24.0;28.0;12.0;16.0;0.0;39.8;4.7;26.7;6.0;51.0;0.0;49.0;0.0;0.0;0.0;3.0;39.4;45.5;0.0;12.1;16.0;44.0;40.0;0.0;89.7;2.4;7.9;100.0;2021;133979;0.22756
21;2100873;78.7;10.7;10.6;29.2;50.0;16.7;4.1;0.0;0.0;45.4;4.0;32.4;5.8;44.7;0.0;38.8;16.5;0.0;0.0;15.4;0.0;53.8;30.8;0.0;12.5;12.5;54.2;20.8;83.4;2.0;14.6;100.0;2021;101754;0.14405
21;2100907;89.3;4.1;6.0;38.0;22.8;19.0;11.4;8.8;0.0;34.5;5.3;39.6;0.3;48.3;0.7;42.5;5.5;3.0;0.0;6.4;32.1;29.5;20.5;11.5;6.4;5.1;48.7;39.8;91.0;6.1;2.9;95.5;2021;282823;0.15477
21;2100956;81.3;6.9;7.9;49.1;10.7;21.4;4.5;14.3;0.0;35.8;4.6;34.2;1.3;34.8;0.0;44.3;0.0;20.9;0.0;5.5;29.1;41.8;21.8;1.8;20.0;33.6;29.1;17.3;72.9;11.1;16.0;67.7;2021;290362;0.15903
21;2101004;89.5;2.4;7.7;36.1;24.6;32.8;1.6;4.9;0.0;39.9;6.1;18.5;0.2;52.2;0.0;44.6;3.2;0.0;0.0;5.9;23.9;46.3;17.9;6.0;8.2;37.7;36.1;18.0;89.2;6.7;4.1;100.0;2021;313303;0.16376
21;2101103;86.8;6.4;6.8;28.6;19.0;42.9;9.5;0.0;0.0;38.4;6.8;17.2;0.3;45.5;8.9;44.2;1.4;0.0;0.0;16.3;55.1;28.6;0.0;0.0;0.0;33.3;61.9;4.8;96.0;0.8;3.2;93.9;2021;97443;0.18792
21;2101202;82.8;6.8;9.9;19.7;33.3;22.0;12.1;12.9;0.0;35.0;5.0;25.5;2.1;57.6;2.1;30.3;6.6;3.4;0.3;12.5;30.5;42.6;9.5;4.6;2.3;27.1;54.3;16.3;83.1;8.4;8.5;96.1;2021;1514711;0.12387
21;2101251;85.3;1.3;7.1;3.7;55.6;22.2;3.7;14.8;0.0;37.7;7.0;15.7;1.1;71.9;5.3;22.8;0.0;0.0;0.0;25.1;34.6;25.0;11.5;3.8;16.0;48.0;36.0;0.0;93.1;2.4;4.5;100.0;2021;599322;0.16692
21;2101301;73.8;12.5;9.8;9.1;27.3;6.1;27.3;30.2;0.0;30.8;5.1;31.0;1.6;47.4;0.0;52.6;0.0;0.0;0.0;2.9;11.8;41.2;14.7;29.4;0.0;15.2;72.7;12.1;87.7;7.8;4.5;100.0;2021;122906;0.16304
21;2101350;83.2;4.5;11.8;47.4;31.6;5.3;10.5;5.2;0.0;37.1;4.2;55.9;6.4;43.1;0.0;56.9;0.0;0.0;0.0;7.2;7.1;71.4;14.3;0.0;27.8;55.6;11.1;5.5;87.8;0.0;12.2;100.0;2021;39600;0.18013
21;2101400;86.4;1.5;11.2;15.1;33.3;36.6;10.8;3.2;1.0;35.1;5.5;18.3;4.3;56.7;1.7;29.6;5.3;6.7;0.0;17.0;34.0;41.0;5.9;2.1;2.3;16.3;60.5;20.9;96.9;1.8;1.3;89.1;2021;6307610;0.09546
21;2101509;79.1;8.7;9.3;35.3;26.5;17.6;11.8;8.8;0.0;27.2;4.6;34.4;2.6;48.1;0.0;36.1;15.8;0.0;4.0;9.6;28.8;36.5;17.3;3.8;17.6;32.4;32.4;17.6;81.5;0.7;17.8;100.0;2021;268565;0.1653
21;2101608;75.2;10.6;12.2;24.9;31.2;23.8;12.7;5.3;2.1;29.4;5.7;35.4;2.2;39.9;1.3;36.2;1.7;20.9;0.0;11.8;20.4;51.5;10.0;6.3;8.7;32.0;47.1;12.2;84.5;7.7;7.8;76.1;2021;889327;0.12371
21;2101707;82.4;5.3;7.6;25.0;30.4;21.6;6.8;15.5;0.7;37.5;4.5;24.5;0.7;58.3;5.3;35.0;0.6;0.8;0.8;8.2;30.8;43.8;8.2;8.2;8.4;44.1;38.5;9.0;78.4;7.8;13.8;97.6;2021;635796;0.1768
