Unnamed: 4;NU_ANO_CENSO;CO_MUNICIPIO;NO_CATEGORIA;NO_DEPENDENCIA;ED_INF_CAT_1;ED_INF_CAT_2;ED_INF_CAT_3;ED_INF_CAT_4;ED_INF_CAT_5;ED_INF_CAT_0;FUN_CAT_0;MED_CAT_0;EDU_BAS_CAT_5;EDU_BAS_CAT_6;FUN_CAT_1;FUN_CAT_2;FUN_CAT_3;FUN_CAT_4;FUN_CAT_5;FUN_CAT_6;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;EDU_BAS_CAT_1;EDU_BAS_CAT_2;EDU_BAS_CAT_3;EDU_BAS_CAT_4;NO_REGIAO;SG_UF;NO_MUNICIPIO;ED_BAS_CAT1;ED_BAS_CAT2;ED_BAS_CAT3;ED_BAS_CAT4;ED_BAS_CAT5;ED_BAS_CAT6;ED_BAS_CAT7;ED_BAS_CAT8;ED_BAS_CAT9
;2021;3518859;Urbana;Municipal;36,4;0,0;50,6;0,0;13,0;12,3;19,7;--;25,0;0,0;28,9;2,2;31,1;28,9;2,2;6,7;44,8;0,0;20,7;27,6;0,0;6,9;0,0;5,3;42,1;36,8;5,3;10,5;--;--;--;--;--;--;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3518859;Rural;Municipal;33,3;0,0;66,7;0,0;0,0;13,0;17,8;--;0,0;0,0;22,3;22,2;0,0;44,4;0,0;11,1;22,3;22,2;0,0;44,4;0,0;11,1;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3518859;Total;Privada;33,3;0,0;66,7;0,0;0,0;7,0;5,0;--;0,0;0,0;50,0;0,0;50,0;0,0;0,0;0,0;50,0;0,0;50,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;;;;;;;;;;;;;;;;
;2021;3518859;Urbana;Privada;33,3;0,0;66,7;0,0;0,0;7,0;5,0;--;0,0;0,0;50,0;0,0;50,0;0,0;0,0;0,0;50,0;0,0;50,0;0,0;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;;;;;;;;;;;;;;;;
;2021;3518859;Total;Pública;36,0;0,0;52,8;0,0;11,2;12,4;19,5;28,6;14,2;0,0;29,3;5,9;27,5;29,4;2,0;5,9;42,9;5,7;17,1;28,6;0,0;5,7;0,0;5,3;42,1;36,8;5,3;10,5;0,0;5,9;11,8;41,2;17,6;23,5;0,0;14,3;85,7;0,0;;;;;;;;;;;;
;2021;3518859;Urbana;Pública;36,4;0,0;50,6;0,0;13,0;12,3;19,7;28,6;20,0;0,0;28,9;2,2;31,1;28,9;2,2;6,7;44,8;0,0;20,7;27,6;0,0;6,9;0,0;5,3;42,1;36,8;5,3;10,5;0,0;5,9;11,8;41,2;17,6;23,5;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3518859;Rural;Pública;33,3;0,0;66,7;0,0;0,0;13,0;17,8;--;0,0;0,0;22,3;22,2;0,0;44,4;0,0;11,1;22,3;22,2;0,0;44,4;0,0;11,1;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3518909;Total;Total;58,8;0,0;0,0;0,0;41,2;12,2;20,8;28,4;0,0;0,0;15,7;12,5;40,6;28,1;3,1;0,0;31,1;0,0;43,8;18,8;6,3;0,0;0,0;22,3;33,3;44,4;0,0;0,0;11,8;17,6;0,0;64,7;5,9;0,0;0,0;66,7;33,3;0,0;;;;;;;;;;;;
;2021;3518909;Urbana;Total;58,8;0,0;0,0;0,0;41,2;12,2;20,8;28,4;0,0;0,0;15,7;12,5;40,6;28,1;3,1;0,0;31,1;0,0;43,8;18,8;6,3;0,0;0,0;22,3;33,3;44,4;0,0;0,0;11,8;17,6;0,0;64,7;5,9;0,0;0,0;66,7;33,3;0,0;;;;;;;;;;;;
;2021;3518909;Total;Estadual;--;--;--;--;--;--;28,5;28,4;0,0;0,0;0,0;22,3;33,3;44,4;0,0;0,0;--;--;--;--;--;--;0,0;22,3;33,3;44,4;0,0;0,0;11,8;17,6;0,0;64,7;5,9;0,0;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3518909;Urbana;Estadual;--;--;--;--;--;--;28,5;28,4;0,0;0,0;0,0;22,3;33,3;44,4;0,0;0,0;--;--;--;--;--;--;0,0;22,3;33,3;44,4;0,0;0,0;11,8;17,6;0,0;64,7;5,9;0,0;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3518909;Total;Municipal;58,8;0,0;0,0;0,0;41,2;12,2;17,2;--;0,0;0,0;31,1;0,0;43,8;18,8;6,3;0,0;31,1;0,0;43,8;18,8;6,3;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;50,0;0,0;Sudeste;SP;Guzolândia;31.0;100,0;2.488,55;3.213,28;3.157,37;3.652,01;652,28;31,7;3.984,06
;2021;3518909;Urbana;Municipal;58,8;0,0;0,0;0,0;41,2;12,2;17,2;--;0,0;0,0;31,1;0,0;43,8;18,8;6,3;0,0;31,1;0,0;43,8;18,8;6,3;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3518909;Total;Pública;58,8;0,0;0,0;0,0;41,2;12,2;20,8;28,4;0,0;0,0;15,7;12,5;40,6;28,1;3,1;0,0;31,1;0,0;43,8;18,8;6,3;0,0;0,0;22,3;33,3;44,4;0,0;0,0;11,8;17,6;0,0;64,7;5,9;0,0;0,0;66,7;33,3;0,0;;;;;;;;;;;;
;2021;3518909;Urbana;Pública;58,8;0,0;0,0;0,0;41,2;12,2;20,8;28,4;0,0;0,0;15,7;12,5;40,6;28,1;3,1;0,0;31,1;0,0;43,8;18,8;6,3;0,0;0,0;22,3;33,3;44,4;0,0;0,0;11,8;17,6;0,0;64,7;5,9;0,0;0,0;66,7;33,3;0,0;;;;;;;;;;;;
;2021;3519006;Total;Total;60,9;0,0;34,8;2,2;2,1;17,1;25,7;31,8;40,0;0,0;11,1;15,6;42,2;28,9;0,0;2,2;17,8;14,3;17,9;46,4;0,0;3,6;0,0;17,6;82,4;0,0;0,0;0,0;0,0;15,0;55,0;20,0;5,0;5,0;0,0;25,0;50,0;25,0;;;;;;;;;;;;
;2021;3519006;Urbana;Total;60,9;0,0;34,8;2,2;2,1;17,1;25,7;31,8;40,0;0,0;11,1;15,6;42,2;28,9;0,0;2,2;17,8;14,3;17,9;46,4;0,0;3,6;0,0;17,6;82,4;0,0;0,0;0,0;0,0;15,0;55,0;20,0;5,0;5,0;0,0;25,0;50,0;25,0;;;;;;;;;;;;
;2021;3519006;Total;Estadual;--;--;--;--;--;--;26,6;31,8;50,0;0,0;10,6;18,4;44,7;23,7;0,0;2,6;19,0;19,0;14,3;42,9;0,0;4,8;0,0;17,6;82,4;0,0;0,0;0,0;0,0;15,0;55,0;20,0;5,0;5,0;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3519006;Urbana;Estadual;--;--;--;--;--;--;26,6;31,8;50,0;0,0;10,6;18,4;44,7;23,7;0,0;2,6;19,0;19,0;14,3;42,9;0,0;4,8;0,0;17,6;82,4;0,0;0,0;0,0;0,0;15,0;55,0;20,0;5,0;5,0;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3519006;Total;Municipal;60,0;0,0;35,6;2,2;2,2;18,0;20,4;--;50,0;0,0;11,1;0,0;33,3;55,6;0,0;0,0;11,1;0,0;33,3;55,6;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;0,0;100,0;Sudeste;SP;Herculândia;28.0;100,0;2.397,72;3.015,93;2.905,16;3.309,46;869,94;24,5;4.736,22
;2021;3519006;Urbana;Municipal;60,0;0,0;35,6;2,2;2,2;18,0;20,4;--;50,0;0,0;11,1;0,0;33,3;55,6;0,0;0,0;11,1;0,0;33,3;55,6;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;0,0;100,0;;;;;;;;;;;;
;2021;3519006;Total;Privada;100,0;0,0;0,0;0,0;0,0;2,0;--;--;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519006;Urbana;Privada;100,0;0,0;0,0;0,0;0,0;2,0;--;--;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519006;Total;Pública;60,0;0,0;35,6;2,2;2,2;18,0;25,7;31,8;50,0;0,0;11,1;15,6;42,2;28,9;0,0;2,2;17,8;14,3;17,9;46,4;0,0;3,6;0,0;17,6;82,4;0,0;0,0;0,0;0,0;15,0;55,0;20,0;5,0;5,0;0,0;33,3;33,3;33,4;;;;;;;;;;;;
;2021;3519006;Urbana;Pública;60,0;0,0;35,6;2,2;2,2;18,0;25,7;31,8;50,0;0,0;11,1;15,6;42,2;28,9;0,0;2,2;17,8;14,3;17,9;46,4;0,0;3,6;0,0;17,6;82,4;0,0;0,0;0,0;0,0;15,0;55,0;20,0;5,0;5,0;0,0;33,3;33,3;33,4;;;;;;;;;;;;
;2021;3519055;Total;Total;48,8;0,0;20,6;0,0;30,6;13,3;20,9;27,9;11,7;0,0;24,6;14,3;28,6;26,0;5,2;1,3;34,6;11,2;31,8;18,7;2,8;0,9;1,8;17,2;27,6;39,7;10,3;3,4;0,0;5,4;30,4;37,5;19,6;7,1;12,5;43,8;31,3;12,4;;;;;;;;;;;;
;2021;3519055;Urbana;Total;51,4;0,0;16,7;0,0;31,9;13,2;22,7;27,9;16,6;0,0;21,9;11,9;31,4;26,3;6,8;1,7;33,3;12,0;36,0;14,7;4,0;0,0;2,0;10,0;28,0;44,0;12,0;4,0;0,0;5,4;30,4;37,5;19,6;7,1;9,1;36,4;45,5;9,0;;;;;;;;;;;;
;2021;3519055;Rural;Total;37,5;0,0;37,5;0,0;25,0;13,4;14,2;--;0,0;0,0;31,5;21,1;21,1;23,7;0,0;2,6;36,4;9,1;24,2;27,3;0,0;3,0;0,0;62,5;25,0;12,5;0,0;0,0;--;--;--;--;--;--;20,0;60,0;0,0;20,0;;;;;;;;;;;;
;2021;3519055;Total;Estadual;--;--;--;--;--;--;--;30,2;100,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;19,2;38,5;26,9;15,4;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3519055;Urbana;Estadual;--;--;--;--;--;--;--;30,2;100,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;0,0;19,2;38,5;26,9;15,4;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3519055;Total;Municipal;49,6;0,0;9,4;0,0;41,0;13,8;21,7;--;7,7;0,0;23,2;1,2;34,9;32,6;5,8;2,3;31,1;1,6;34,4;26,6;4,7;1,6;0,0;0,0;32,0;48,0;12,0;8,0;--;--;--;--;--;--;16,7;41,7;33,3;8,3;Sudeste;SP;Holambra;191.0;100,0;1.484,66;2.319,40;2.558,30;3.405,19;1.104,66;36,4;2.809,78
;2021;3519055;Urbana;Municipal;53,5;0,0;2,0;0,0;44,5;13,7;23,6;--;11,1;0,0;19,9;0,0;38,5;30,8;7,7;3,1;31,0;0,0;40,5;21,4;7,1;0,0;0,0;0,0;32,0;48,0;12,0;8,0;--;--;--;--;--;--;12,5;37,5;50,0;0,0;;;;;;;;;;;;
;2021;3519055;Rural;Municipal;35,7;0,0;35,7;0,0;28,6;14,3;14,1;--;0,0;0,0;30,5;4,3;26,1;34,8;0,0;4,3;30,5;4,3;26,1;34,8;0,0;4,3;--;--;--;--;--;--;--;--;--;--;--;--;25,0;50,0;0,0;25,0;;;;;;;;;;;;
;2021;3519055;Total;Privada;46,5;0,0;53,5;0,0;0,0;11,2;18,8;22,2;0,0;0,0;24,9;29,2;22,2;18,1;5,6;0,0;37,8;24,4;31,1;6,7;0,0;0,0;2,8;28,6;22,9;34,3;11,4;0,0;0,0;10,0;40,0;36,7;13,3;0,0;0,0;33,3;33,3;33,4;;;;;;;;;;;;
;2021;3519055;Urbana;Privada;46,2;0,0;53,8;0,0;0,0;11,4;20,4;22,2;0,0;0,0;22,7;24,6;24,6;21,1;7,0;0,0;34,3;25,7;34,3;5,7;0,0;0,0;3,8;18,5;22,2;40,7;14,8;0,0;0,0;10,0;40,0;36,7;13,3;0,0;0,0;0,0;50,0;50,0;;;;;;;;;;;;
;2021;3519055;Rural;Privada;50,0;0,0;50,0;0,0;0,0;10,8;14,5;--;0,0;0,0;33,3;46,7;13,3;6,7;0,0;0,0;50,0;20,0;20,0;10,0;0,0;0,0;0,0;62,5;25,0;12,5;0,0;0,0;--;--;--;--;--;--;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3519055;Total;Pública;49,6;0,0;9,4;0,0;41,0;13,8;21,7;30,2;14,3;0,0;23,2;1,2;34,9;32,6;5,8;2,3;31,1;1,6;34,4;26,6;4,7;1,6;0,0;0,0;32,0;48,0;12,0;8,0;0,0;0,0;19,2;38,5;26,9;15,4;15,4;46,2;30,8;7,6;;;;;;;;;;;;
;2021;3519055;Urbana;Pública;53,5;0,0;2,0;0,0;44,5;13,7;23,6;30,2;20,0;0,0;19,9;0,0;38,5;30,8;7,7;3,1;31,0;0,0;40,5;21,4;7,1;0,0;0,0;0,0;32,0;48,0;12,0;8,0;0,0;0,0;19,2;38,5;26,9;15,4;11,1;44,4;44,5;0,0;;;;;;;;;;;;
;2021;3519055;Rural;Pública;35,7;0,0;35,7;0,0;28,6;14,3;14,1;--;0,0;0,0;30,5;4,3;26,1;34,8;0,0;4,3;30,5;4,3;26,1;34,8;0,0;4,3;--;--;--;--;--;--;--;--;--;--;--;--;25,0;50,0;0,0;25,0;;;;;;;;;;;;
;2021;3519071;Total;Total;43,2;0,0;23,5;1,0;32,3;19,3;28,0;33,5;5,0;2,6;11,3;17,8;26,3;36,1;5,2;3,3;20,7;25,9;21,0;28,5;2,1;1,8;1,5;8,6;30,4;44,8;9,2;5,5;0,0;10,5;22,9;50,2;10,6;5,8;3,8;49,5;44,8;1,9;;;;;;;;;;;;
;2021;3519071;Urbana;Total;42,1;0,0;23,6;1,0;33,3;19,3;27,7;33,2;5,1;2,5;11,9;16,2;26,7;36,2;5,5;3,5;21,9;22,4;22,3;29,3;2,2;1,9;1,5;9,1;29,8;44,2;9,6;5,8;0,0;10,8;21,3;51,0;10,9;6,0;3,8;50,0;44,2;2,0;;;;;;;;;;;;
;2021;3519071;Rural;Total;79,4;0,0;20,6;0,0;0,0;17,5;32,2;40,1;0,0;0,0;1,3;43,6;17,9;37,2;0,0;0,0;2,3;79,1;0,0;18,6;0,0;0,0;0,0;0,0;40,0;60,0;0,0;0,0;0,0;3,6;57,1;35,7;3,6;0,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519071;Total;Federal;--;--;--;--;--;--;--;33,1;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;36,6;34,1;29,3;0,0;0,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519071;Urbana;Federal;--;--;--;--;--;--;--;33,1;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;36,6;34,1;29,3;0,0;0,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519071;Total;Estadual;--;--;--;--;--;--;33,6;34,0;3,4;10,4;0,6;9,7;33,5;41,6;8,4;6,2;27,2;0,0;18,2;36,4;0,0;18,2;0,0;9,9;33,7;41,5;8,6;6,3;0,0;9,9;22,6;48,5;12,1;6,9;3,4;72,4;20,7;3,5;;;;;;;;;;;;
;2021;3519071;Urbana;Estadual;--;--;--;--;--;--;33,6;34,0;3,4;10,4;0,6;9,7;33,5;41,6;8,4;6,2;27,2;0,0;18,2;36,4;0,0;18,2;0,0;9,9;33,7;41,5;8,6;6,3;0,0;9,9;22,6;48,5;12,1;6,9;3,4;72,4;20,7;3,5;;;;;;;;;;;;
;2021;3519071;Total;Municipal;40,1;0,0;24,3;1,2;34,4;20,6;25,9;--;8,4;0,0;21,6;22,9;19,9;31,4;2,6;1,6;20,5;23,6;20,0;31,9;2,4;1,6;37,1;3,7;14,8;22,2;22,2;0,0;--;--;--;--;--;--;0,0;46,4;53,6;0,0;Sudeste;SP;Hortolândia;981.0;99,7;3.817,15;4.246,58;4.627,14;5.141,76;1.512,61;30,7;6.038,33
;2021;3519071;Urbana;Municipal;40,1;0,0;24,3;1,2;34,4;20,6;25,9;--;8,4;0,0;21,6;22,9;19,9;31,4;2,6;1,6;20,5;23,6;20,0;31,9;2,4;1,6;37,1;3,7;14,8;22,2;22,2;0,0;--;--;--;--;--;--;0,0;46,4;53,6;0,0;;;;;;;;;;;;
;2021;3519071;Total;Privada;61,0;0,0;18,9;0,0;20,1;11,7;25,8;31,4;0,0;0,0;10,4;20,3;22,9;37,4;5,8;3,2;20,2;34,8;24,7;17,7;1,3;1,3;0,0;4,7;19,5;59,8;10,3;5,7;0,0;3,2;18,1;61,4;11,0;6,3;15,8;26,3;52,6;5,3;;;;;;;;;;;;
;2021;3519071;Urbana;Privada;56,2;0,0;18,5;0,0;25,3;10,9;23,4;26,5;0,0;0,0;13,2;12,4;24,4;38,0;7,7;4,3;27,0;18,3;33,9;17,4;1,7;1,7;0,0;5,6;14,2;60,3;12,8;7,1;0,0;3,1;7,8;68,6;12,7;7,8;16,7;27,8;50,0;5,5;;;;;;;;;;;;
;2021;3519071;Rural;Privada;79,4;0,0;20,6;0,0;0,0;17,5;32,2;40,1;0,0;0,0;1,3;43,6;17,9;37,2;0,0;0,0;2,3;79,1;0,0;18,6;0,0;0,0;0,0;0,0;40,0;60,0;0,0;0,0;0,0;3,6;57,1;35,7;3,6;0,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519071;Total;Pública;40,1;0,0;24,3;1,2;34,4;20,6;28,7;34,0;6,7;3,4;11,5;16,7;26,7;36,2;5,3;3,6;20,7;23,3;19,9;31,8;2,3;2,0;1,8;9,6;32,8;40,6;9,2;6,0;0,0;12,1;23,6;46,9;11,1;6,3;1,2;54,7;43,0;1,1;;;;;;;;;;;;
;2021;3519071;Urbana;Pública;40,1;0,0;24,3;1,2;34,4;20,6;28,7;34,0;6,7;3,4;11,5;16,7;26,7;36,2;5,3;3,6;20,7;23,3;19,9;31,8;2,3;2,0;1,8;9,6;32,8;40,6;9,2;6,0;0,0;12,1;23,6;46,9;11,1;6,3;1,2;54,7;43,0;1,1;;;;;;;;;;;;
;2021;3519105;Total;Total;43,4;0,0;49,1;0,0;7,5;15,9;23,3;34,4;0,0;0,0;25,0;23,9;23,9;15,9;4,5;6,8;41,6;19,5;19,5;14,6;2,4;2,4;9,6;25,0;25,0;21,2;7,7;11,5;0,0;6,2;25,0;37,5;6,3;25,0;0,0;42,9;42,9;14,2;;;;;;;;;;;;
;2021;3519105;Urbana;Total;43,4;0,0;49,1;0,0;7,5;15,9;23,3;34,4;0,0;0,0;25,0;23,9;23,9;15,9;4,5;6,8;41,6;19,5;19,5;14,6;2,4;2,4;9,6;25,0;25,0;21,2;7,7;11,5;0,0;6,2;25,0;37,5;6,3;25,0;0,0;42,9;42,9;14,2;;;;;;;;;;;;
;2021;3519105;Total;Estadual;--;--;--;--;--;--;--;34,4;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;6,2;25,0;37,5;6,3;25,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519105;Urbana;Estadual;--;--;--;--;--;--;--;34,4;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;6,2;25,0;37,5;6,3;25,0;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519105;Total;Municipal;38,8;0,0;53,1;0,0;8,1;17,1;24,9;--;0,0;0,0;22,0;26,5;23,5;16,2;4,4;7,4;42,7;22,9;14,3;14,3;2,9;2,9;0,0;27,7;30,6;22,2;5,6;13,9;--;--;--;--;--;--;0,0;50,0;50,0;0,0;Sudeste;SP;Iacanga;93.0;100,0;2.670,52;3.170,67;3.180,31;3.822,78;791,53;32,7;3.893,25
;2021;3519105;Urbana;Municipal;38,8;0,0;53,1;0,0;8,1;17,1;24,9;--;0,0;0,0;22,0;26,5;23,5;16,2;4,4;7,4;42,7;22,9;14,3;14,3;2,9;2,9;0,0;27,7;30,6;22,2;5,6;13,9;--;--;--;--;--;--;0,0;50,0;50,0;0,0;;;;;;;;;;;;
;2021;3519105;Total;Privada;100,0;0,0;0,0;0,0;0,0;8,8;14,8;--;0,0;0,0;33,3;14,3;23,8;14,3;9,5;4,8;28,5;0,0;42,9;14,3;14,3;0,0;31,1;18,8;12,5;18,8;12,5;6,3;--;--;--;--;--;--;0,0;50,0;0,0;50,0;;;;;;;;;;;;
;2021;3519105;Urbana;Privada;100,0;0,0;0,0;0,0;0,0;8,8;14,8;--;0,0;0,0;33,3;14,3;23,8;14,3;9,5;4,8;28,5;0,0;42,9;14,3;14,3;0,0;31,1;18,8;12,5;18,8;12,5;6,3;--;--;--;--;--;--;0,0;50,0;0,0;50,0;;;;;;;;;;;;
;2021;3519105;Total;Pública;38,8;0,0;53,1;0,0;8,1;17,1;24,9;34,4;0,0;0,0;22,0;26,5;23,5;16,2;4,4;7,4;42,7;22,9;14,3;14,3;2,9;2,9;0,0;27,7;30,6;22,2;5,6;13,9;0,0;6,2;25,0;37,5;6,3;25,0;0,0;40,0;60,0;0,0;;;;;;;;;;;;
;2021;3519105;Urbana;Pública;38,8;0,0;53,1;0,0;8,1;17,1;24,9;34,4;0,0;0,0;22,0;26,5;23,5;16,2;4,4;7,4;42,7;22,9;14,3;14,3;2,9;2,9;0,0;27,7;30,6;22,2;5,6;13,9;0,0;6,2;25,0;37,5;6,3;25,0;0,0;40,0;60,0;0,0;;;;;;;;;;;;
;2021;3519204;Total;Total;100,0;0,0;0,0;0,0;0,0;14,3;25,5;25,7;25,0;0,0;20,9;7,5;13,2;35,8;13,2;9,4;48,0;13,0;13,0;13,0;8,7;4,3;0,0;3,4;13,3;53,3;16,7;13,3;0,0;0,0;10,7;50,0;21,4;17,9;25,0;50,0;0,0;25,0;;;;;;;;;;;;
;2021;3519204;Urbana;Total;100,0;0,0;0,0;0,0;0,0;14,3;25,5;25,7;25,0;0,0;20,9;7,5;13,2;35,8;13,2;9,4;48,0;13,0;13,0;13,0;8,7;4,3;0,0;3,4;13,3;53,3;16,7;13,3;0,0;0,0;10,7;50,0;21,4;17,9;25,0;50,0;0,0;25,0;;;;;;;;;;;;
;2021;3519204;Total;Estadual;--;--;--;--;--;--;27,1;25,7;50,0;0,0;17,0;8,5;12,8;40,4;12,8;8,5;47,1;17,6;11,8;17,6;5,9;0,0;0,0;3,4;13,3;53,3;16,7;13,3;0,0;0,0;10,7;50,0;21,4;17,9;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3519204;Urbana;Estadual;--;--;--;--;--;--;27,1;25,7;50,0;0,0;17,0;8,5;12,8;40,4;12,8;8,5;47,1;17,6;11,8;17,6;5,9;0,0;0,0;3,4;13,3;53,3;16,7;13,3;0,0;0,0;10,7;50,0;21,4;17,9;0,0;100,0;0,0;0,0;;;;;;;;;;;;
;2021;3519204;Total;Municipal;100,0;0,0;0,0;0,0;0,0;14,3;17,0;--;0,0;0,0;42,8;0,0;28,6;0,0;14,3;14,3;42,8;0,0;28,6;0,0;14,3;14,3;--;--;--;--;--;--;--;--;--;--;--;--;50,0;0,0;0,0;50,0;Sudeste;SP;Iacri;15.0;100,0;2.637,76;2.908,11;3.165,40;3.932,36;656,41;30,0;4.220,53
;2021;3519204;Urbana;Municipal;100,0;0,0;0,0;0,0;0,0;14,3;17,0;--;0,0;0,0;42,8;0,0;28,6;0,0;14,3;14,3;42,8;0,0;28,6;0,0;14,3;14,3;--;--;--;--;--;--;--;--;--;--;--;--;50,0;0,0;0,0;50,0;;;;;;;;;;;;
;2021;3519204;Total;Pública;100,0;0,0;0,0;0,0;0,0;14,3;25,5;25,7;25,0;0,0;20,9;7,5;13,2;35,8;13,2;9,4;48,0;13,0;13,0;13,0;8,7;4,3;0,0;3,4;13,3;53,3;16,7;13,3;0,0;0,0;10,7;50,0;21,4;17,9;25,0;50,0;0,0;25,0;;;;;;;;;;;;
;2021;3519204;Urbana;Pública;100,0;0,0;0,0;0,0;0,0;14,3;25,5;25,7;25,0;0,0;20,9;7,5;13,2;35,8;13,2;9,4;48,0;13,0;13,0;13,0;8,7;4,3;0,0;3,4;13,3;53,3;16,7;13,3;0,0;0,0;10,7;50,0;21,4;17,9;25,0;50,0;0,0;25,0;;;;;;;;;;;;
;2021;3519253;Total;Total;84,2;0,0;10,5;0,0;5,3;14,2;17,6;14,5;10,0;0,0;13,1;6,6;45,9;23,0;1,6;9,8;36,4;4,5;27,3;27,3;0,0;4,5;0,0;6,9;53,5;23,3;2,3;14,0;2,2;8,9;46,7;22,2;13,3;6,7;0,0;60,0;40,0;0,0;;;;;;;;;;;;
;2021;3519253;Urbana;Total;81,3;0,0;12,5;0,0;6,2;12,9;20,2;24,0;25,0;0,0;4,1;4,2;41,7;41,7;0,0;8,3;10,0;10,0;50,0;30,0;0,0;0,0;0,0;0,0;40,0;46,7;0,0;13,3;0,0;6,7;13,3;26,7;40,0;13,3;0,0;25,0;75,0;0,0;;;;;;;;;;;;
;2021;3519253;Rural;Total;100,0;0,0;0,0;0,0;0,0;20,7;14,4;10,4;0,0;0,0;16,7;7,1;42,9;19,0;2,4;11,9;58,4;0,0;8,3;25,0;0,0;8,3;0,0;9,1;51,5;21,2;3,0;15,2;2,6;7,9;50,0;23,7;7,9;7,9;0,0;83,3;16,7;0,0;;;;;;;;;;;;
;2021;3519253;Total;Estadual;--;--;--;--;--;--;7,6;14,5;0,0;0,0;0,0;4,0;72,0;8,0;4,0;12,0;0,0;0,0;33,4;33,3;0,0;33,3;0,0;4,2;70,8;8,3;4,2;12,5;2,2;8,9;46,7;22,2;13,3;6,7;0,0;66,7;33,3;0,0;;;;;;;;;;;;
;2021;3519253;Urbana;Estadual;--;--;--;--;--;--;--;24,0;0,0;0,0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0,0;6,7;13,3;26,7;40,0;13,3;0,0;0,0;100,0;0,0;;;;;;;;;;;;
;2021;3519253;Rural;Estadual;--;--;--;--;--;--;7,6;10,4;0,0;0,0;0,0;4,0;72,0;8,0;4,0;12,0;0,0;0,0;33,4;33,3;0,0;33,3;0,0;4,2;70,8;8,3;4,2;12,5;2,6;7,9;50,0;23,7;7,9;7,9;0,0;80,0;20,0;0,0;;;;;;;;;;;;
;2021;3519253;Total;Municipal;84,2;0,0;10,5;0,0;5,3;14,2;19,9;--;25,0;0,0;21,7;8,1;27,0;32,4;2,7;8,1;42,1;5,3;26,3;26,3;0,0;0,0;0,0;10,0;30,0;40,0;5,0;15,0;--;--;--;--;--;--;0,0;50,0;50,0;0,0;Sudeste;SP;Iaras;60.0;96,7;2.547,26;2.743,22;2.979,44;3.559,80;659,46;30,2;3.949,82
