NU_ANO_CENSO;NO_REGIAO;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_LOCALIZACAO;NO_DEPENDENCIA;FUN_TX_PROMOCAO_TOTAL;MED_TX_PROMOCAO_TOTAL;FUN_TX_REPETENCIA_TOTAL;MED_TX_REPETENCIA_TOTAL;FUN_TX_EVASAO_TOTAL;MED_TX_EVASAO_TOTAL
2013;Nordeste;RN;2405009;Jaçanã;Urbana;Total;77.5;83.2;12.5;4.6;4.8;10.7
2013;Nordeste;RN;2405009;Jaçanã;Rural;Total;86.7;--;11.5;--;1.2;--
2013;Nordeste;RN;2405108;Jandaíra;Total;Total;73;68.8;17.1;17.1;8.1;14.1
2013;Nordeste;RN;2405108;Jandaíra;Total;Pública;72.1;68.8;17.8;17.1;8.3;14.1
2013;Nordeste;RN;2405108;Jandaíra;Total;Privada;93.7;--;3.2;--;3.1;--
2013;Nordeste;RN;2405108;Jandaíra;Urbana;Total;70.7;68.8;16.9;17.1;10.3;14.1
2013;Nordeste;RN;2405108;Jandaíra;Rural;Total;81.4;--;18;--;0;--
2013;Nordeste;RN;2405207;Janduís;Total;Total;69.3;77;19.1;13.4;4.2;9.6
2013;Nordeste;RN;2405207;Janduís;Total;Pública;69.3;77;19.1;13.4;4.2;9.6
2013;Nordeste;RN;2405207;Janduís;Urbana;Total;70.6;77;16;13.4;4.2;9.6
2013;Nordeste;RN;2405207;Janduís;Rural;Total;64.6;--;30.1;--;3.9;--
2013;Nordeste;RN;2405306;Januário Cicco;Total;Total;74.9;71.6;18.2;14;2.8;13.5
2013;Nordeste;RN;2405306;Januário Cicco;Total;Pública;74.9;71.6;18.3;14;2.8;13.5
2013;Nordeste;RN;2405306;Januário Cicco;Total;Privada;***;--;***;--;***;--
2013;Nordeste;RN;2405306;Januário Cicco;Urbana;Total;72.3;71.6;18.7;14;4.1;13.5
2013;Nordeste;RN;2405306;Januário Cicco;Rural;Total;77.6;--;17.8;--;1.4;--
2013;Nordeste;RN;2405405;Japi;Total;Total;73.5;77;21.3;4.8;4.4;17.9
2013;Nordeste;RN;2405405;Japi;Total;Pública;73.5;77;21.3;4.8;4.4;17.9
2013;Nordeste;RN;2405405;Japi;Urbana;Total;74.2;77;20.1;4.8;4.9;17.9
2013;Nordeste;RN;2405405;Japi;Rural;Total;71.5;--;25;--;2.9;--
2013;Nordeste;RN;2405504;Jardim de Angicos;Total;Total;63;66.2;20.3;20;5.8;12.3
2013;Nordeste;RN;2405504;Jardim de Angicos;Total;Pública;63;66.2;20.3;20;5.8;12.3
2013;Nordeste;RN;2405504;Jardim de Angicos;Urbana;Total;63.8;66.2;15.5;20;6.7;12.3
2013;Nordeste;RN;2405504;Jardim de Angicos;Rural;Total;60.4;--;35.8;--;2.8;--
2013;Nordeste;RN;2405603;Jardim de Piranhas;Total;Total;68.4;73.8;23.3;12.3;3.8;13.4
2013;Nordeste;RN;2405603;Jardim de Piranhas;Total;Pública;63.3;71.9;27;12.3;4.4;15.3
2013;Nordeste;RN;2405603;Jardim de Piranhas;Total;Privada;93.1;86.2;5.5;12.1;0.6;1.7
2013;Nordeste;RN;2405603;Jardim de Piranhas;Urbana;Total;61.5;71.9;27.9;12.3;4.7;15.3
2013;Nordeste;RN;2405603;Jardim de Piranhas;Rural;Total;86.3;86.2;11.3;12.1;1.4;1.7
2013;Nordeste;RN;2405702;Jardim do Seridó;Total;Total;81.3;73.5;14.9;11;1.4;15.5
2013;Nordeste;RN;2405702;Jardim do Seridó;Total;Pública;79.1;73.5;16.5;11;1.6;15.5
2013;Nordeste;RN;2405702;Jardim do Seridó;Total;Privada;97.4;--;2.6;--;0;--
2013;Nordeste;RN;2405702;Jardim do Seridó;Urbana;Total;80.9;73.5;15.2;11;1.4;15.5
2013;Nordeste;RN;2405702;Jardim do Seridó;Rural;Total;90.6;--;6.3;--;3.1;--
2013;Nordeste;RN;2405801;João Câmara;Total;Total;74.1;60.8;18.6;20.8;3.1;17.9
2013;Nordeste;RN;2405801;João Câmara;Total;Pública;71.4;59.5;20.3;21.6;3.4;18.4
2013;Nordeste;RN;2405801;João Câmara;Total;Privada;93.9;91.4;5.3;2.5;0.8;6.1
2013;Nordeste;RN;2405801;João Câmara;Urbana;Total;72.7;60.8;19.1;20.8;3;17.9
2013;Nordeste;RN;2405801;João Câmara;Rural;Total;78.7;--;16.9;--;3.1;--
2013;Nordeste;RN;2405900;João Dias;Total;Total;67.4;68.2;24.1;6.5;7.5;24.3
2013;Nordeste;RN;2405900;João Dias;Total;Pública;67.4;68.2;24.1;6.5;7.5;24.3
2013;Nordeste;RN;2405900;João Dias;Urbana;Total;67.2;68.2;23.7;6.5;8;24.3
2013;Nordeste;RN;2405900;João Dias;Rural;Total;69.1;--;27.3;--;3.6;--
2013;Nordeste;RN;2406007;José da Penha;Total;Total;74.1;88.7;19;4.2;5.3;6.6
2013;Nordeste;RN;2406007;José da Penha;Total;Pública;74.1;88.7;19;4.2;5.3;6.6
2013;Nordeste;RN;2406007;José da Penha;Urbana;Total;73.7;88.7;18.3;4.2;5.7;6.6
2013;Nordeste;RN;2406007;José da Penha;Rural;Total;74.6;--;20.1;--;4.6;--
2013;Nordeste;RN;2406106;Jucurutu;Total;Total;77.9;70.1;17.3;18.2;2.3;11.2
2013;Nordeste;RN;2406106;Jucurutu;Total;Pública;76.5;69.2;18.4;18.9;2.4;11.5
2013;Nordeste;RN;2406106;Jucurutu;Total;Privada;99.4;96.4;0.6;0;0;3.6
2013;Nordeste;RN;2406106;Jucurutu;Urbana;Total;77.1;70.1;17.3;18.2;2.5;11.2
2013;Nordeste;RN;2406106;Jucurutu;Rural;Total;80.9;--;17.2;--;1.5;--
2013;Nordeste;RN;2406155;Jundiá;Total;Total;72.8;74;20.1;11.5;2.6;14.5
2013;Nordeste;RN;2406155;Jundiá;Total;Pública;72.8;74;20.1;11.5;2.6;14.5
2013;Nordeste;RN;2406155;Jundiá;Urbana;Total;73;74;18.3;11.5;2.9;14.5
2013;Nordeste;RN;2406155;Jundiá;Rural;Total;72.4;--;22.8;--;2.2;--
2013;Nordeste;RN;2406205;Lagoa d'Anta;Total;Total;74.1;83.2;16.8;6.6;5.5;7.4
2013;Nordeste;RN;2406205;Lagoa d'Anta;Total;Pública;73.8;83.2;17;6.6;5.5;7.4
2013;Nordeste;RN;2406205;Lagoa d'Anta;Total;Privada;95.2;--;4.8;--;0;--
2013;Nordeste;RN;2406205;Lagoa d'Anta;Urbana;Total;74.2;83.2;15.4;6.6;6.1;7.4
2013;Nordeste;RN;2406205;Lagoa d'Anta;Rural;Total;73.8;--;21.9;--;3.2;--
2013;Nordeste;RN;2406304;Lagoa de Pedras;Total;Total;77.9;71.2;15.5;12.4;1.7;16.4
2013;Nordeste;RN;2406304;Lagoa de Pedras;Total;Pública;76.5;71.2;16.3;12.4;1.9;16.4
2013;Nordeste;RN;2406304;Lagoa de Pedras;Total;Privada;92.2;--;6.3;--;0;--
2013;Nordeste;RN;2406304;Lagoa de Pedras;Urbana;Total;77.1;71.2;16.7;12.4;1.8;16.4
2013;Nordeste;RN;2406304;Lagoa de Pedras;Rural;Total;78.5;--;14.5;--;1.7;--
2013;Nordeste;RN;2406403;Lagoa de Velhos;Total;Total;70.3;45.8;18.5;30.1;3.5;24.1
2013;Nordeste;RN;2406403;Lagoa de Velhos;Total;Pública;70.3;45.8;18.5;30.1;3.5;24.1
2013;Nordeste;RN;2406403;Lagoa de Velhos;Urbana;Total;73.2;45.8;15.1;30.1;2.7;24.1
2013;Nordeste;RN;2406403;Lagoa de Velhos;Rural;Total;63.8;--;26.1;--;5.3;--
2013;Nordeste;RN;2406502;Lagoa Nova;Total;Total;80.2;80.5;14.9;8.7;3.3;10.7
2013;Nordeste;RN;2406502;Lagoa Nova;Total;Pública;79.8;80.5;15.3;8.7;3.3;10.7
2013;Nordeste;RN;2406502;Lagoa Nova;Total;Privada;98.4;--;0;--;1.6;--
2013;Nordeste;RN;2406502;Lagoa Nova;Urbana;Total;79.3;80.5;14.7;8.7;3.8;10.7
2013;Nordeste;RN;2406502;Lagoa Nova;Rural;Total;81.5;--;15.2;--;2.6;--
2013;Nordeste;RN;2406601;Lagoa Salgada;Total;Total;72.6;68.2;14.2;12;6.1;9.3
2013;Nordeste;RN;2406601;Lagoa Salgada;Total;Pública;72.6;68.2;14;12;6.1;9.3
2013;Nordeste;RN;2406601;Lagoa Salgada;Total;Privada;72.7;--;27.3;--;0;--
2013;Nordeste;RN;2406601;Lagoa Salgada;Urbana;Total;72.5;68.2;13.3;12;4.8;9.3
2013;Nordeste;RN;2406601;Lagoa Salgada;Rural;Total;72.8;--;16.1;--;8.7;--
2013;Nordeste;RN;2406700;Lajes;Total;Total;82.9;72.8;9.2;15;2.2;12.1
2013;Nordeste;RN;2406700;Lajes;Total;Pública;82.9;72.8;9.2;15;2.2;12.1
2013;Nordeste;RN;2406700;Lajes;Urbana;Total;82.5;72.8;9.2;15;2.4;12.1
2013;Nordeste;RN;2406700;Lajes;Rural;Total;87.8;--;9.9;--;0;--
2013;Nordeste;RN;2406809;Lajes Pintadas;Total;Total;78;67;16.3;21.6;3.3;10.3
2013;Nordeste;RN;2406809;Lajes Pintadas;Total;Pública;78;67;16.3;21.6;3.3;10.3
2013;Nordeste;RN;2406809;Lajes Pintadas;Urbana;Total;75.8;67;17.8;21.6;3.5;10.3
2013;Nordeste;RN;2406809;Lajes Pintadas;Rural;Total;81.7;--;13.6;--;2.9;--
2013;Nordeste;RN;2406908;Lucrécia;Total;Total;87;55.2;7.8;33.6;2.8;0.7
2013;Nordeste;RN;2406908;Lucrécia;Total;Pública;87;55.2;7.8;33.6;2.8;0.7
2013;Nordeste;RN;2406908;Lucrécia;Urbana;Total;84;55.2;8.9;33.6;3.5;0.7
2013;Nordeste;RN;2406908;Lucrécia;Rural;Total;90.1;--;6.6;--;2;--
2013;Nordeste;RN;2407005;Luís Gomes;Total;Total;70.8;57.2;21.2;13.9;4.6;28.1
2013;Nordeste;RN;2407005;Luís Gomes;Total;Pública;68.5;57.2;22.9;13.9;4.9;28.1
2013;Nordeste;RN;2407005;Luís Gomes;Total;Privada;96.5;--;2.1;--;1.4;--
2013;Nordeste;RN;2407005;Luís Gomes;Urbana;Total;68.3;57.2;22;13.9;5.4;28.1
2013;Nordeste;RN;2407005;Luís Gomes;Rural;Total;80.2;--;18.2;--;1.6;--
2013;Nordeste;RN;2407104;Macaíba;Total;Total;75.6;68.9;17.1;15.3;3.3;13.1
2013;Nordeste;RN;2407104;Macaíba;Total;Pública;72.3;66.7;19.4;16.4;3.6;13.9
2013;Nordeste;RN;2407104;Macaíba;Total;Privada;92.8;92.8;5.4;3.2;1.6;3.6
2013;Nordeste;RN;2407104;Macaíba;Urbana;Total;74.2;65.9;17.5;17.3;3.7;13.3
2013;Nordeste;RN;2407104;Macaíba;Rural;Total;78.4;78.4;16.1;8.8;2.5;12.4
2013;Nordeste;RN;2407203;Macau;Total;Total;78;66.4;17.3;17.8;2.2;12.4
2013;Nordeste;RN;2407203;Macau;Total;Pública;72.7;63.3;21.2;18.8;3;14.2
2013;Nordeste;RN;2407203;Macau;Total;Privada;93.1;86.8;6.5;11.6;0.1;0.5
2013;Nordeste;RN;2407203;Macau;Urbana;Total;78.1;66.4;17.2;17.8;2.3;12.4
2013;Nordeste;RN;2407203;Macau;Rural;Total;77.8;--;17.8;--;2;--
2013;Nordeste;RN;2407252;Major Sales;Total;Total;76.3;66.4;15.2;12.1;5.7;20.8
2013;Nordeste;RN;2407252;Major Sales;Total;Pública;76.3;66.4;15.2;12.1;5.7;20.8
2013;Nordeste;RN;2407252;Major Sales;Urbana;Total;76.9;66.4;14.3;12.1;6;20.8
2013;Nordeste;RN;2407252;Major Sales;Rural;Total;66.7;--;30.3;--;0;--
2013;Nordeste;RN;2407302;Marcelino Vieira;Total;Total;80.5;83.6;12.8;7.2;3.7;9.2
2013;Nordeste;RN;2407302;Marcelino Vieira;Total;Pública;78.6;83.6;14.1;7.2;4.1;9.2
2013;Nordeste;RN;2407302;Marcelino Vieira;Total;Privada;99.2;--;0.8;--;0;--
2013;Nordeste;RN;2407302;Marcelino Vieira;Urbana;Total;79;83.6;13.7;7.2;3.9;9.2
2013;Nordeste;RN;2407302;Marcelino Vieira;Rural;Total;86.9;--;9.2;--;2.7;--
2013;Nordeste;RN;2407401;Martins;Total;Total;85.6;65.5;10.6;19.1;1.9;15.1
2013;Nordeste;RN;2407401;Martins;Total;Pública;84.7;64.5;11.3;19.7;2;15.6
2013;Nordeste;RN;2407401;Martins;Total;Privada;100;88.2;0;5.9;0;5.9
2013;Nordeste;RN;2407401;Martins;Urbana;Total;84.1;65.5;12;19.1;1.8;15.1
2013;Nordeste;RN;2407401;Martins;Rural;Total;88.6;--;7.9;--;2.1;--
2013;Nordeste;RN;2407500;Maxaranguape;Total;Total;78.4;67.5;15.5;16.7;3.1;10.7
2013;Nordeste;RN;2407500;Maxaranguape;Total;Pública;78.4;67.5;15.5;16.7;3.1;10.7
2013;Nordeste;RN;2407500;Maxaranguape;Urbana;Total;77.4;67.5;19.1;16.7;1.6;10.7
2013;Nordeste;RN;2407500;Maxaranguape;Rural;Total;78.9;--;13.8;--;3.7;--
2013;Nordeste;RN;2407609;Messias Targino;Total;Total;79.4;68.4;15.1;9.9;3.1;21.7
2013;Nordeste;RN;2407609;Messias Targino;Total;Pública;79.4;68.4;15.1;9.9;3.1;21.7
2013;Nordeste;RN;2407609;Messias Targino;Urbana;Total;79.4;68.4;15;9.9;3.1;21.7
2013;Nordeste;RN;2407609;Messias Targino;Rural;Total;79.4;--;17.6;--;3;--
2013;Nordeste;RN;2407708;Montanhas;Total;Total;68.6;73.7;23;12.4;2.8;10.6
2013;Nordeste;RN;2407708;Montanhas;Total;Pública;68.6;73.7;23;12.4;2.8;10.6
2013;Nordeste;RN;2407708;Montanhas;Urbana;Total;67.4;73.7;23.4;12.4;2.9;10.6
2013;Nordeste;RN;2407708;Montanhas;Rural;Total;79.1;--;18.8;--;2.1;--
2013;Nordeste;RN;2407807;Monte Alegre;Total;Total;69.8;73.4;21.4;13.3;4.7;12.7
2013;Nordeste;RN;2407807;Monte Alegre;Total;Pública;69.8;73.4;21.4;13.3;4.7;12.7
2013;Nordeste;RN;2407807;Monte Alegre;Urbana;Total;68.3;73.4;21.5;13.3;4.4;12.7
2013;Nordeste;RN;2407807;Monte Alegre;Rural;Total;71.9;--;21.3;--;5.1;--
2013;Nordeste;RN;2407906;Monte das Gameleiras;Total;Total;74.2;64.5;15.7;4.8;5.9;22.6
2013;Nordeste;RN;2407906;Monte das Gameleiras;Total;Pública;74.2;64.5;15.7;4.8;5.9;22.6
2013;Nordeste;RN;2407906;Monte das Gameleiras;Urbana;Total;72.2;64.5;14.9;4.8;7.9;22.6
2013;Nordeste;RN;2407906;Monte das Gameleiras;Rural;Total;80.4;--;18.1;--;0;--
2013;Nordeste;RN;2408003;Mossoró;Total;Total;85.6;76.4;10.8;12.7;1.6;9.1
2013;Nordeste;RN;2408003;Mossoró;Total;Pública;81.8;71.2;13.4;15.3;2.1;11.2
2013;Nordeste;RN;2408003;Mossoró;Total;Privada;94.3;93.4;4.9;4;0.6;2.3
2013;Nordeste;RN;2408003;Mossoró;Urbana;Total;85.8;76.2;10.7;12.8;1.6;9.2
2013;Nordeste;RN;2408003;Mossoró;Rural;Total;84.4;81.8;11.3;10.1;2.2;7.6
2013;Nordeste;RN;2408102;Natal;Total;Total;82.3;72.9;12.9;11.9;2.3;12.1
2013;Nordeste;RN;2408102;Natal;Total;Pública;75.4;66.3;17.9;14.7;3;15.5
2013;Nordeste;RN;2408102;Natal;Total;Privada;94.1;89;4.4;5;1.1;3.8
2013;Nordeste;RN;2408102;Natal;Urbana;Total;82.3;72.9;12.9;11.9;2.3;12.1
2013;Nordeste;RN;2408201;Nísia Floresta;Total;Total;73.2;67.2;18.7;12.8;4.4;14.2
2013;Nordeste;RN;2408201;Nísia Floresta;Total;Pública;72.6;67.2;19.2;12.8;4.5;14.2
2013;Nordeste;RN;2408201;Nísia Floresta;Total;Privada;94.3;--;4.5;--;1.2;--
2013;Nordeste;RN;2408201;Nísia Floresta;Urbana;Total;70.9;67.2;19.5;12.8;5;14.2
2013;Nordeste;RN;2408201;Nísia Floresta;Rural;Total;76;--;17.7;--;3.7;--
2013;Nordeste;RN;2408300;Nova Cruz;Total;Total;71.7;72.4;20.3;11.6;4;14.2
2013;Nordeste;RN;2408300;Nova Cruz;Total;Pública;67.7;69.6;23;12.5;4.6;15.7
2013;Nordeste;RN;2408300;Nova Cruz;Total;Privada;94.1;90.1;5;5.9;0.7;4
2013;Nordeste;RN;2408300;Nova Cruz;Urbana;Total;71.6;72.4;19.3;11.6;4.1;14.2
2013;Nordeste;RN;2408300;Nova Cruz;Rural;Total;72.3;--;23.6;--;3.6;--
2013;Nordeste;RN;2408409;Olho d'Água do Borges;Total;Total;75.6;75;18.5;8.1;2;10.3
2013;Nordeste;RN;2408409;Olho d'Água do Borges;Total;Pública;75.6;75;18.5;8.1;2;10.3
2013;Nordeste;RN;2408409;Olho d'Água do Borges;Urbana;Total;75.3;75;18.6;8.1;1.9;10.3
2013;Nordeste;RN;2408409;Olho d'Água do Borges;Rural;Total;78.8;--;17.3;--;3.9;--
2013;Nordeste;RN;2408508;Ouro Branco;Total;Total;82.7;75.7;13.5;9.9;0.6;14.4
2013;Nordeste;RN;2408508;Ouro Branco;Total;Pública;82.7;75.7;13.5;9.9;0.6;14.4
2013;Nordeste;RN;2408508;Ouro Branco;Urbana;Total;82.7;75.7;13.5;9.9;0.6;14.4
2013;Nordeste;RN;2408607;Paraná;Total;Total;69.8;83.7;20.4;7.8;7.4;7.8
2013;Nordeste;RN;2408607;Paraná;Total;Pública;69.8;83.7;20.4;7.8;7.4;7.8
2013;Nordeste;RN;2408607;Paraná;Urbana;Total;74.8;83.7;18.9;7.8;4.9;7.8
2013;Nordeste;RN;2408607;Paraná;Rural;Total;68.5;--;20.8;--;8.1;--
2013;Nordeste;RN;2408706;Paraú;Total;Total;70.9;73.7;18.1;18;0.8;8.3
2013;Nordeste;RN;2408706;Paraú;Total;Pública;64.7;73.7;21.6;18;0.8;8.3
2013;Nordeste;RN;2408706;Paraú;Total;Privada;94.8;--;4.5;--;0.7;--
2013;Nordeste;RN;2408706;Paraú;Urbana;Total;70.5;73.7;18.4;18;0.7;8.3
2013;Nordeste;RN;2408706;Paraú;Rural;Total;78.4;--;13.5;--;2.7;--
2013;Nordeste;RN;2408805;Parazinho;Total;Total;67.7;49.8;26;20.9;3.1;20.9
2013;Nordeste;RN;2408805;Parazinho;Total;Pública;67.7;49.8;26;20.9;3.1;20.9
2013;Nordeste;RN;2408805;Parazinho;Urbana;Total;69.2;49.8;24.8;20.9;2.4;20.9
2013;Nordeste;RN;2408805;Parazinho;Rural;Total;62.8;--;29.7;--;5.2;--
2013;Nordeste;RN;2408904;Parelhas;Total;Total;79.6;67.3;14.5;15.4;4.4;15.1
2013;Nordeste;RN;2408904;Parelhas;Total;Pública;77.3;65.2;16.1;15.9;4.9;16.6
2013;Nordeste;RN;2408904;Parelhas;Total;Privada;98.1;88.8;1.6;11.2;0.3;0
2013;Nordeste;RN;2408904;Parelhas;Urbana;Total;78.4;67.3;15.3;15.4;4.7;15.1
2013;Nordeste;RN;2408904;Parelhas;Rural;Total;92.7;--;5.6;--;1.7;--
2013;Nordeste;RN;2408953;Rio do Fogo;Total;Total;69.6;58.4;22.6;31.5;3.3;10
2013;Nordeste;RN;2408953;Rio do Fogo;Total;Pública;69.6;58.4;22.6;31.5;3.3;10
2013;Nordeste;RN;2408953;Rio do Fogo;Urbana;Total;76.7;58.4;15.2;31.5;1.6;10
2013;Nordeste;RN;2408953;Rio do Fogo;Rural;Total;66.1;--;26.3;--;4.2;--
2013;Nordeste;RN;2409100;Passa e Fica;Total;Total;77.8;78.3;14.6;10.2;4.1;10.4
2013;Nordeste;RN;2409100;Passa e Fica;Total;Pública;74.9;75.4;16.5;11.4;4.6;11.8
2013;Nordeste;RN;2409100;Passa e Fica;Total;Privada;98.9;94.7;0.8;3.2;0.3;2.1
2013;Nordeste;RN;2409100;Passa e Fica;Urbana;Total;77.8;78.3;14.4;10.2;5;10.4
2013;Nordeste;RN;2409100;Passa e Fica;Rural;Total;77.7;--;15.4;--;1;--
2013;Nordeste;RN;2409209;Passagem;Total;Total;75;55.3;19.1;32.9;4;9.4
2013;Nordeste;RN;2409209;Passagem;Total;Pública;75;55.3;19.1;32.9;4;9.4
2013;Nordeste;RN;2409209;Passagem;Urbana;Total;74;55.3;19.2;32.9;4.4;9.4
2013;Nordeste;RN;2409209;Passagem;Rural;Total;79.6;--;18.4;--;2;--
2013;Nordeste;RN;2409308;Patu;Total;Total;75.8;70.6;18.3;11.8;2.2;17.6
2013;Nordeste;RN;2409308;Patu;Total;Pública;71.8;67;21.2;13.3;2.8;19.7
2013;Nordeste;RN;2409308;Patu;Total;Privada;93.5;100;5.9;0;0;0
2013;Nordeste;RN;2409308;Patu;Urbana;Total;75.7;70.6;18.2;11.8;2.3;17.6
2013;Nordeste;RN;2409308;Patu;Rural;Total;78.4;--;20.6;--;1;--
2013;Nordeste;RN;2409332;Santa Maria;Total;Total;67.3;69.4;23.5;9.3;3.2;20.2
2013;Nordeste;RN;2409332;Santa Maria;Total;Pública;65.6;69.4;24.8;9.3;3.4;20.2
2013;Nordeste;RN;2409332;Santa Maria;Total;Privada;98.1;--;1.9;--;0;--
2013;Nordeste;RN;2409332;Santa Maria;Urbana;Total;67.3;69.4;22.5;9.3;3.5;20.2
2013;Nordeste;RN;2409332;Santa Maria;Rural;Total;67.4;--;29.8;--;1.4;--
2013;Nordeste;RN;2409407;Pau dos Ferros;Total;Total;83.7;76.8;11.4;15;3.4;5.4
2013;Nordeste;RN;2409407;Pau dos Ferros;Total;Pública;79.6;74.9;14.1;16;4.3;6
2013;Nordeste;RN;2409407;Pau dos Ferros;Total;Privada;97.6;91.3;2.2;7.7;0;1
2013;Nordeste;RN;2409407;Pau dos Ferros;Urbana;Total;83.6;76.8;11.3;15;3.4;5.4
2013;Nordeste;RN;2409407;Pau dos Ferros;Rural;Total;84.6;--;12.2;--;3.2;--
2013;Nordeste;RN;2409506;Pedra Grande;Total;Total;69.8;70.8;19.7;15.2;5.1;14
2013;Nordeste;RN;2409506;Pedra Grande;Total;Pública;69.8;70.8;19.7;15.2;5.1;14
2013;Nordeste;RN;2409506;Pedra Grande;Urbana;Total;70;70.8;27.1;15.2;2.2;14
2013;Nordeste;RN;2409506;Pedra Grande;Rural;Total;69.6;--;11.6;--;8.3;--
2013;Nordeste;RN;2409605;Pedra Preta;Total;Total;72;83.2;15.4;7.2;5.1;9.6
2013;Nordeste;RN;2409605;Pedra Preta;Total;Pública;72;83.2;15.4;7.2;5.1;9.6
2013;Nordeste;RN;2409605;Pedra Preta;Urbana;Total;70.5;83.2;14;7.2;6.1;9.6
2013;Nordeste;RN;2409605;Pedra Preta;Rural;Total;75.3;--;18.2;--;2.9;--
2013;Nordeste;RN;2409704;Pedro Avelino;Total;Total;66;66;27.9;20.6;2.9;12.6
2013;Nordeste;RN;2409704;Pedro Avelino;Total;Pública;66;66;27.9;20.6;2.9;12.6
2013;Nordeste;RN;2409704;Pedro Avelino;Urbana;Total;65;66;28.2;20.6;3.1;12.6
2013;Nordeste;RN;2409704;Pedro Avelino;Rural;Total;70.6;--;26.5;--;2;--
2013;Nordeste;RN;2409803;Pedro Velho;Total;Total;78.3;73;15.2;13.4;1.5;12.9
2013;Nordeste;RN;2409803;Pedro Velho;Total;Pública;76.8;73;16.2;13.4;1.5;12.9
2013;Nordeste;RN;2409803;Pedro Velho;Total;Privada;97.8;--;1.7;--;0.5;--
2013;Nordeste;RN;2409803;Pedro Velho;Urbana;Total;76.6;73;16.7;13.4;1.1;12.9
2013;Nordeste;RN;2409803;Pedro Velho;Rural;Total;81.9;--;12;--;2.2;--
2013;Nordeste;RN;2409902;Pendências;Total;Total;79.7;54.9;15.5;25.2;2.2;18.8
2013;Nordeste;RN;2409902;Pendências;Total;Pública;78.1;54.9;16.6;25.2;2.5;18.8
2013;Nordeste;RN;2409902;Pendências;Total;Privada;92.3;--;6.9;--;0.4;--
2013;Nordeste;RN;2409902;Pendências;Urbana;Total;78.5;54.9;16.6;25.2;2.1;18.8
2013;Nordeste;RN;2409902;Pendências;Rural;Total;86.3;--;9.5;--;3.2;--
2013;Nordeste;RN;2410009;Pilões;Total;Total;68.9;65.2;22.7;25.8;4.4;9
2013;Nordeste;RN;2410009;Pilões;Total;Pública;68.9;65.2;22.7;25.8;4.4;9
2013;Nordeste;RN;2410009;Pilões;Urbana;Total;68.1;65.2;23;25.8;4.6;9
2013;Nordeste;RN;2410009;Pilões;Rural;Total;84.6;--;15.4;--;0;--
2013;Nordeste;RN;2410108;Poço Branco;Total;Total;78.4;70.4;15.4;15.9;2.2;13.4
2013;Nordeste;RN;2410108;Poço Branco;Total;Pública;78.1;70.4;15.7;15.9;2.3;13.4
2013;Nordeste;RN;2410108;Poço Branco;Total;Privada;97.7;--;2.3;--;0;--
2013;Nordeste;RN;2410108;Poço Branco;Urbana;Total;75.5;70.4;17.1;15.9;2.6;13.4
2013;Nordeste;RN;2410108;Poço Branco;Rural;Total;87.5;--;10.2;--;1;--
2013;Nordeste;RN;2410207;Portalegre;Total;Total;77.6;78;18.1;9.3;1.4;12.7
2013;Nordeste;RN;2410207;Portalegre;Total;Pública;77.6;78;18.1;9.3;1.4;12.7
2013;Nordeste;RN;2410207;Portalegre;Urbana;Total;75.8;78;18.9;9.3;1.5;12.7
2013;Nordeste;RN;2410207;Portalegre;Rural;Total;80.9;--;16.5;--;1.3;--
2013;Nordeste;RN;2410256;Porto do Mangue;Total;Total;71.6;69;22;15.1;3.6;15.1
2013;Nordeste;RN;2410256;Porto do Mangue;Total;Pública;71.6;69;22;15.1;3.6;15.1
2013;Nordeste;RN;2410256;Porto do Mangue;Urbana;Total;68;69;26.6;15.1;2.8;15.1
2013;Nordeste;RN;2410256;Porto do Mangue;Rural;Total;75.5;--;17.1;--;4.4;--
2013;Nordeste;RN;2410306;Serra Caiada;Total;Total;80.3;62.8;13.2;5.2;2;12.9
2013;Nordeste;RN;2410306;Serra Caiada;Total;Pública;80.3;62.8;13.2;5.2;2;12.9
2013;Nordeste;RN;2410306;Serra Caiada;Urbana;Total;80.4;62.8;13.3;5.2;2.1;12.9
2013;Nordeste;RN;2410306;Serra Caiada;Rural;Total;80.2;--;13;--;1.6;--
2013;Nordeste;RN;2410405;Pureza;Total;Total;77.9;70.6;16.5;17.1;4.2;11.2
2013;Nordeste;RN;2410405;Pureza;Total;Pública;77.9;70.6;16.5;17.1;4.2;11.2
2013;Nordeste;RN;2410405;Pureza;Urbana;Total;74.8;70.6;18.4;17.1;5.8;11.2
2013;Nordeste;RN;2410405;Pureza;Rural;Total;80.9;--;14.7;--;2.6;--
2013;Nordeste;RN;2410504;Rafael Fernandes;Total;Total;74.2;77.2;20.4;12.7;4.7;9.5
2013;Nordeste;RN;2410504;Rafael Fernandes;Total;Pública;72.5;77.2;21.6;12.7;5.1;9.5
2013;Nordeste;RN;2410504;Rafael Fernandes;Total;Privada;94.8;--;5.2;--;0;--
2013;Nordeste;RN;2410504;Rafael Fernandes;Urbana;Total;74.9;77.2;20.2;12.7;4.7;9.5
2013;Nordeste;RN;2410504;Rafael Fernandes;Rural;Total;70.2;--;21.9;--;5.3;--
2013;Nordeste;RN;2410603;Rafael Godeiro;Total;Total;79.1;73.9;17.4;5.9;1.8;10.1
2013;Nordeste;RN;2410603;Rafael Godeiro;Total;Pública;79.1;73.9;17.4;5.9;1.8;10.1
